고객번호,총구매액,구매빈도,최근구매일
3925,9499433.0,1176,2
3926,17569456.0,984,6
3927,3216916.0,1276,2
3928,17759412.0,2307,2
3929,17081910.0,811,3
3930,12459048.0,2835,3
3931,33455670.0,1898,2
3932,16243352.0,1266,2
3933,33050936.0,709,8
3934,36374224.0,598,7
3935,19283711.0,863,3
3936,41370829.0,1034,7
3937,12681641.0,1625,4
3938,16990557.0,1270,3
3939,46820881.0,449,6
3940,64951797.0,2420,8
3941,27388186.0,1284,2
3942,22147632.0,643,2
3943,16207348.0,1644,4
3944,14555890.0,1184,2
3945,9780756.0,1658,3
3946,9315287.0,1156,3
3947,7281595.0,1089,2
3948,51803172.0,1340,2
3949,16517120.0,1207,4
3950,108742424.0,1138,9
3951,37850003.0,824,2
3952,8177154.0,1195,5
3953,128967067.0,573,4
3954,11186557.0,1942,7
3955,43477651.0,1061,6
3956,30304815.0,1090,3
3957,21888036.0,766,2
3958,17009874.0,1157,3
3959,5155713.0,543,3
3960,10364225.0,1349,6
3961,12847617.0,1578,3
3962,4759582.0,640,2
3963,59826059.0,486,2
3964,17431283.0,1157,4
3965,71096185.0,568,4
3966,200379828.0,925,6
3967,9197925.0,1576,4
3968,10389921.0,1072,6
3969,10883754.0,1741,3
3970,9563838.0,1462,2
3971,15867228.0,1309,3
3972,70736646.0,1370,6
3973,144276055.0,657,7
3974,14580378.0,141,29
3975,26109523.0,4576,2
3976,13415620.0,1798,2
3977,14130772.0,1706,4
3978,34945420.0,548,13
3979,8544469.0,1421,7
3980,35148098.0,1035,2
3981,34991496.0,728,2
3982,15461810.0,4253,2
3983,11142330.0,676,4
3984,39729016.0,1193,3
3985,23221951.0,2518,2
3987,15239036.0,1982,3
3988,22896382.0,1541,3
3989,21871328.0,1230,4
3990,15170512.0,2647,2
3991,9667477.0,914,2
3992,15571248.0,588,2
3993,35684521.0,834,8
3994,75944858.0,577,4
3995,18505028.0,1803,2
3996,41084375.0,686,4
3997,70332344.0,1864,4
3998,102941384.0,1639,7
3999,47971773.0,1472,6
4000,11179243.0,1923,2
4001,17562204.0,1778,4
4002,20969045.0,457,7
4003,106724968.0,1089,2
4004,12730175.0,2375,2
4005,27023532.0,1261,4
4006,16957906.0,1410,10
4007,9108069.0,1418,8
4008,18323943.0,1175,7
4009,42540197.0,1398,2
4010,9545268.0,961,2
4011,12271661.0,1970,4
4012,34457197.0,2103,2
4013,11283822.0,2150,2
4014,9484857.0,2257,2
4015,20213443.0,612,8
4016,53187271.0,458,13
4017,10964545.0,2210,2
4018,36138381.0,5531,2
4019,14246575.0,989,3
4020,20313019.0,1291,2
4021,16105924.0,940,19
4022,16024757.0,2068,2
4023,66272432.0,496,7
4024,29526466.0,908,7
4025,10368488.0,962,2
4026,78255044.0,444,18
4027,64800871.0,818,2
4028,8110077.0,1416,4
4029,26469716.0,628,3
4030,13211027.0,2359,3
4031,42726497.0,625,2
4032,15618563.0,3104,6
4033,230394522.0,1597,2
4034,12516936.0,2400,2
4035,13398276.0,1713,3
4036,14109882.0,1366,2
4037,25320936.0,1765,2
4038,7439378.0,1222,2
4039,105012635.0,2026,7
4040,21382423.0,3543,2
4041,33110753.0,705,2
4042,15881252.0,1592,6
4043,79289575.0,1231,2
4044,5005840.0,921,3
4045,80426027.0,710,2
4046,1081529.0,45,19
4047,17501294.0,1863,2
4048,13366734.0,1556,6
4049,96537682.0,729,7
4050,7118721.0,1040,2
4051,7895958.0,1465,7
4052,33535061.0,2757,4
4053,11961272.0,1497,4
4054,30099474.0,832,4
4055,24812631.0,771,9
4056,12854099.0,1599,2
4057,7030483.0,1087,2
4058,36382189.0,1188,4
4059,11160557.0,961,2
4060,10760644.0,1202,4
4061,87462772.0,1363,2
4062,14694060.0,3239,2
4063,13863541.0,826,8
4064,112051165.0,1793,2
4065,57524797.0,1175,11
4066,6229250.0,785,3
4067,286756331.0,699,2
4068,16152400.0,411,9
4069,30802977.0,2805,2
4070,11020037.0,2110,3
4071,5323111.0,1474,2
4072,72658329.0,738,8
4073,50068863.0,1369,3
4074,18043411.0,1216,3
4075,97827194.0,616,2
4076,12897590.0,1447,3
4077,18244546.0,561,7
4078,15836776.0,880,3
4079,67944127.0,493,14
4080,27846705.0,3827,3
4081,5428748.0,996,3
4082,28361340.0,1112,2
4083,63531128.0,1922,2
4084,32332420.0,614,7
4085,19320446.0,614,2
4086,42592277.0,1831,3
4087,19480789.0,2002,3
4088,10126742.0,2315,3
4089,24677270.0,416,3
4090,45629056.0,854,3
4091,25599776.0,1769,8
4092,20794003.0,1931,3
4093,20736591.0,1276,6
4094,53403757.0,1660,2
4095,128291334.0,1097,8
4096,9113049.0,923,2
4097,70137589.0,543,6
4098,10803971.0,1095,6
4099,40275143.0,3069,6
4100,10970197.0,1271,4
4101,38116829.0,1344,3
4102,9557422.0,926,3
4103,16478213.0,3653,2
4104,57799743.0,996,6
4105,18476719.0,2860,2
4106,16976390.0,698,7
4107,20211373.0,1974,2
4108,14713097.0,2540,2
4109,48531056.0,777,2
4110,10069215.0,1756,2
4111,24290781.0,538,19
4112,37091574.0,2848,3
4113,13141560.0,2775,4
4114,7708364.0,1396,4
4115,46497185.0,2693,2
4116,28156110.0,611,3
4117,114308001.0,784,3
4118,15836295.0,1579,2
4119,40567208.0,768,4
4120,54588440.0,852,7
4121,99937999.0,960,7
4122,48931805.0,776,11
4123,31467574.0,3009,3
4124,7937014.0,1330,2
4125,151953423.0,529,9
4126,20488172.0,1117,2
4127,13713095.0,605,2
4128,19973561.0,1946,2
4129,118727216.0,865,2
4130,9598648.0,1396,2
4131,65361114.0,625,9
4132,5747226.0,888,4
4133,79445298.0,716,9
4134,207933304.0,1071,8
4135,48991468.0,645,2
4136,18777987.0,1277,3
4137,24267636.0,1583,4
4138,74885810.0,890,2
4139,37948857.0,894,3
4140,68385979.0,831,7
4141,44141389.0,694,3
4142,58190484.0,2019,2
4143,43247391.0,1958,2
4144,12822883.0,869,4
4145,17359774.0,1436,11
4146,15101664.0,1579,6
4147,28624544.0,1319,47
4148,20495603.0,617,2
4149,14684886.0,2492,2
4150,15904743.0,1807,2
4151,16136927.0,2513,2
4152,20802871.0,2415,2
4153,49820997.0,926,2
4154,26808408.0,2875,7
4155,21788453.0,457,8
4156,82185160.0,664,7
4157,14351814.0,1380,2
4158,38536676.0,789,7
4159,13341949.0,2842,3
4160,9612436.0,2524,3
4161,30355983.0,549,16
4162,7436406.0,632,2
4163,12960308.0,823,2
4164,13322159.0,2492,3
4165,29802317.0,415,3
4166,26016596.0,416,20
4167,37068530.0,1180,11
4168,15731356.0,1010,2
4169,27686259.0,716,2
4170,3308646.0,1195,2
4171,1826253.0,40,8
4172,19886223.0,2068,2
4173,8431887.0,1731,2
4174,268066830.0,830,4
4175,34661830.0,923,6
4176,9151418.0,1172,6
4177,28316631.0,671,8
4178,37114853.0,556,7
4179,16177782.0,2289,2
4180,10660184.0,1569,8
4181,15080576.0,710,7
4182,42121775.0,644,4
4183,5553452.0,921,2
4184,17672728.0,535,2
4185,16414138.0,2071,3
4186,8967148.0,1303,2
4187,17315555.0,718,9
4188,7739093.0,1458,2
4189,7044210.0,844,2
4190,18598751.0,818,4
4191,12278386.0,1656,2
4192,30633736.0,484,9
4193,46878290.0,736,3
4194,7659287.0,1927,2
4195,19256883.0,1613,2
4196,5063821.0,768,5
4197,63431100.0,1443,3
4198,23649812.0,1303,7
4199,58603572.0,557,4
4200,86389600.0,1032,2
4201,58885347.0,1424,7
4202,13196588.0,1717,3
4203,22424418.0,1218,2
4204,44458220.0,483,2
4205,26917102.0,588,11
4206,8799806.0,1056,6
4207,14213408.0,2341,3
4208,8908203.0,1632,4
4209,19637534.0,681,4
4210,30099209.0,739,7
4211,25473360.0,2358,2
4212,80983156.0,743,2
4213,13067888.0,2255,3
4214,11521752.0,521,6
4215,72082648.0,1115,4
4216,7760595.0,786,3
4217,52385843.0,3084,2
4218,12437217.0,1642,2
4219,9525717.0,1026,4
4220,13655583.0,369,9
4221,16575111.0,1586,6
4222,51116568.0,1166,3
4223,11759525.0,2233,2
4224,8663520.0,1208,3
4225,10122081.0,2250,2
4226,38105180.0,1437,2
4227,9822616.0,696,8
4228,43887891.0,730,2
4229,31209560.0,1374,4
4230,63077493.0,722,7
4231,16131468.0,674,3
4232,88644747.0,620,3
4233,12489117.0,1533,2
4234,22919641.0,567,4
4235,9646867.0,1633,2
4236,9063074.0,1743,5
4237,78003944.0,1189,3
4238,16100292.0,1430,2
4239,8491546.0,963,3
4241,16857003.0,1653,3
4242,14832917.0,3015,2
4243,30487423.0,1864,6
4244,10658947.0,978,2
4245,11528349.0,2210,2
4246,104340350.0,593,7
4247,6819860.0,1311,6
4248,11004349.0,1427,2
4249,12629863.0,1558,2
4250,7495806.0,1968,2
4251,264770320.0,1232,2
4252,54594228.0,672,8
4253,15422366.0,1208,2
4254,10319695.0,1165,2
4255,55615942.0,525,7
4256,14507306.0,2346,2
4257,8415147.0,1358,2
4258,41072548.0,805,3
4259,44966245.0,547,3
4260,115724687.0,594,19
4261,49749110.0,1346,6
4262,60842417.0,678,7
4263,15123676.0,718,4
4264,19188280.0,2048,2
4265,11804171.0,1957,6
4266,120708418.0,449,12
4267,54421902.0,1352,4
4268,10722736.0,791,2
4269,12658217.0,857,2
4270,30576750.0,2020,2
4271,33095083.0,2210,4
4272,116979997.0,1326,2
4273,19355257.0,2572,3
4274,30257893.0,1290,2
4275,25799535.0,2213,2
4276,56925072.0,1580,6
4277,42290819.0,1375,3
4278,20901587.0,2211,7
4279,4482476.0,1048,2
4280,13340018.0,2443,3
4281,14149427.0,1418,2
4282,10758542.0,1292,6
4283,18131788.0,2129,2
4284,11601122.0,1064,5
4285,7971412.0,1200,6
4286,12497375.0,2491,2
4287,13941237.0,1182,7
4288,13180401.0,1545,2
4289,13871477.0,1859,2
4291,13575754.0,908,4
4292,21432588.0,724,2
4293,83438942.0,2077,2
4294,30457236.0,964,3
4295,14817421.0,1388,2
4296,26513182.0,645,4
4297,47256943.0,1435,7
4298,10985480.0,1017,7
4299,17335563.0,659,2
4300,8773520.0,1353,3
4301,7525700.0,1193,2
4302,6673323.0,1917,2
4303,21233921.0,900,4
4304,25633156.0,1277,6
4305,8450042.0,1800,3
4306,13063071.0,964,3
4307,26887277.0,1150,7
4308,7496427.0,1907,7
4309,47227111.0,907,2
4310,14884192.0,1226,3
4311,10887778.0,2050,3
4312,10686530.0,1311,3
4313,21242444.0,2551,2
4314,16757750.0,2746,3
4315,10154037.0,808,3
4316,11435204.0,1111,2
4317,17364671.0,1849,6
4318,76401396.0,1248,7
4319,13869014.0,1878,2
4320,113187043.0,1946,4
4321,18156142.0,2233,2
4322,27454597.0,1188,2
4323,10520551.0,2924,2
4324,46467767.0,974,12
4325,45053891.0,1230,9
4326,25515843.0,1434,7
4327,52017661.0,757,7
4328,101916559.0,889,2
4329,30590326.0,596,14
4330,11467879.0,2708,2
4331,12087199.0,1889,3
4332,29032644.0,719,9
4333,13841111.0,1699,3
4334,9344423.0,979,3
4335,21885192.0,1866,10
4336,12331270.0,1386,2
4337,5444044.0,1346,2
4338,37829679.0,378,2
4339,27006261.0,2742,2
4340,164463368.0,882,4
4341,81688113.0,741,3
4342,25790170.0,1649,3
4343,25504221.0,1657,9
4344,88363541.0,716,14
4345,38027834.0,1255,2
4346,11347628.0,1054,3
4347,32770230.0,916,2
4348,97618877.0,766,7
4349,9258509.0,895,2
4350,62046376.0,1773,7
4351,8574463.0,2647,6
4352,10056485.0,1970,2
4353,11204930.0,3297,2
4354,11889114.0,1262,2
4355,6675957.0,1124,6
4356,24444684.0,604,12
4357,38106042.0,609,7
4358,15519294.0,538,2
4359,13256005.0,2479,3
4360,39913760.0,1103,2
4361,46703413.0,839,3
4362,76239077.0,955,4
4363,23034298.0,1593,4
4364,10276201.0,534,11
4365,27969836.0,572,4
4366,7362084.0,895,3
4367,9251978.0,1166,4
4368,20317158.0,708,3
4369,235216344.0,678,2
4370,14348300.0,2775,3
4371,34084087.0,928,4
4372,15087281.0,2088,2
4373,10530412.0,1707,2
4374,18444027.0,1768,2
4375,109923201.0,716,3
4376,14365373.0,842,6
4377,11116599.0,1917,2
4378,53866253.0,1101,3
4379,31016258.0,1661,6
4380,13707664.0,1120,2
4381,91473661.0,1108,2
4382,106726319.0,496,27
4383,71358667.0,637,7
4384,58930060.0,524,7
4385,11081824.0,2937,3
4386,11872667.0,2191,7
4387,11429061.0,1111,4
4388,49983682.0,1132,2
4389,35649329.0,1209,7
4390,6241853.0,1653,36
4391,19692640.0,1653,3
4392,13715974.0,2123,2
4393,6579661.0,706,4
4394,8772170.0,926,7
4396,9044639.0,1152,3
4397,9842763.0,592,8
4398,12360070.0,1233,2
4399,87951588.0,454,12
4400,8581926.0,2704,6
4401,10531366.0,1956,3
4402,17414837.0,1471,4
4403,36909007.0,989,7
4404,13151922.0,931,6
4405,56075846.0,2413,3
4406,14864568.0,525,3
4407,18952478.0,2817,2
4408,174360453.0,791,2
4409,36263239.0,648,2
4410,25132613.0,926,3
4411,21454475.0,1844,2
4412,190644365.0,625,2
4413,9279058.0,1117,2
4414,63482960.0,1607,4
4415,26287109.0,1630,3
4416,15239918.0,2137,2
4417,74908766.0,838,2
4418,9226682.0,1807,2
4420,23942128.0,2133,2
4421,12228684.0,2171,2
4422,90695387.0,641,3
4423,10256019.0,2094,2
4424,10456752.0,1462,2
4426,21249995.0,2403,2
4427,83473522.0,514,2
4428,57401537.0,858,3
4429,10517802.0,2380,2
4430,42311547.0,694,3
4431,32903265.0,1910,7
4432,34001309.0,864,7
4433,61667580.0,536,4
4434,10688249.0,1040,3
4435,5687456.0,718,6
4436,21847081.0,1736,2
4437,22832951.0,1742,2
4438,69940409.0,975,2
4439,33293735.0,1077,2
4440,7773397.0,2301,2
4441,12288049.0,851,7
4442,16165321.0,1685,2
4443,16568255.0,1261,2
4444,15464914.0,1272,2
4445,43724742.0,1417,6
4446,49340885.0,971,11
4447,10672141.0,1604,2
4448,12684773.0,2468,2
4449,33616736.0,663,3
4450,15843789.0,1111,2
4451,10537969.0,1027,2
4452,10602961.0,810,2
4453,63272991.0,1259,2
4454,7662213.0,1087,2
4455,11534138.0,915,3
4456,22093883.0,646,3
4457,7987469.0,1433,3
4458,26096181.0,1319,2
4459,17102408.0,1312,2
4460,18000987.0,1634,3
4461,13194462.0,893,6
4462,10779967.0,1793,6
4463,28295141.0,594,4
4464,7628323.0,882,8
4465,102368678.0,505,2
4466,33666373.0,900,2
4467,20364658.0,1579,2
4468,14002776.0,2174,4
4469,18885567.0,1391,7
4470,87741252.0,650,6
4472,29859816.0,984,2
4473,83312571.0,531,7
4474,18040694.0,1884,9
4475,106799804.0,959,2
4476,67243627.0,751,7
4477,5979710.0,921,2
4478,7997715.0,1332,2
4479,20072721.0,515,2
4480,9342154.0,1884,2
4481,83612716.0,946,7
4482,9456670.0,1200,2
4483,41042956.0,838,7
4484,14213212.0,1192,8
4485,27141293.0,947,4
4486,15622766.0,910,7
4487,56557844.0,1399,2
4488,7641811.0,500,3
4489,12840857.0,1487,3
4490,18311988.0,631,8
4491,8763864.0,1255,3
4492,12271485.0,628,4
4493,6483382.0,1723,7
4494,142144300.0,796,20
4495,24116347.0,1169,2
4496,27774543.0,757,4
4497,13744726.0,2659,2
4498,17564133.0,2636,3
4499,45106358.0,809,3
4500,4655032.0,1066,2
4501,35593457.0,898,4
4502,15059961.0,1737,3
4503,13956916.0,1331,2
4504,40357564.0,512,10
4505,14765258.0,895,2
4506,6582945.0,1607,4
4507,7551861.0,1170,2
4508,6220627.0,1303,8
4509,2657639.0,690,2
4510,15430072.0,3037,2
4511,16371080.0,780,7
4512,32228423.0,1212,2
4513,66577857.0,678,2
4514,14057137.0,1714,3
4515,14225233.0,2771,2
4516,6499485.0,1255,2
4517,145779051.0,923,3
4518,76203833.0,763,2
4519,42310040.0,570,2
4520,33192877.0,532,2
4521,17311279.0,1508,6
4522,17052402.0,2158,4
4523,75417602.0,515,4
4524,9922122.0,1159,6
4525,153698860.0,772,2
4526,11933149.0,2161,2
4527,61802769.0,675,9
4528,6509381.0,1120,3
4529,5248019.0,1028,2
4530,17618663.0,1573,2
4531,10104675.0,1023,2
4532,51662298.0,677,2
4533,13546897.0,2363,2
4535,16592204.0,1083,2
4536,77993493.0,530,2
4537,92337162.0,625,3
4538,102408439.0,1668,7
4539,66650568.0,797,7
4540,13556460.0,1784,3
4541,11117194.0,1185,4
4542,37761233.0,1003,9
4543,10786623.0,1398,3
4544,15196927.0,2630,2
4545,57589092.0,533,2
4546,101760214.0,1345,8
4547,44807391.0,1320,2
4548,25260963.0,570,7
4549,19485068.0,1654,2
4550,22498725.0,917,12
4551,30487673.0,3382,2
4552,73934709.0,882,7
4553,9762189.0,698,20
4554,7397085.0,1468,2
4555,9204926.0,1101,2
4556,9378461.0,1730,4
4557,10671319.0,1044,2
4558,5544559.0,591,6
4559,10422044.0,1331,2
4560,58652999.0,746,3
4561,26832175.0,732,2
4562,13359722.0,1638,6
4563,135393700.0,1052,2
4564,32158237.0,1142,2
4565,12786906.0,1399,2
4566,40124030.0,2495,2
4567,23001879.0,2277,2
4568,8642972.0,675,11
4569,15562953.0,3262,2
4570,6134244.0,1108,2
4571,17666678.0,639,3
4572,52170323.0,1188,4
4573,12024824.0,907,2
4574,41003446.0,2514,3
4575,23518130.0,819,6
4576,50475127.0,883,4
4577,13576141.0,2097,3
4578,6151553.0,1275,4
4579,18838743.0,637,8
4580,10352650.0,648,4
4581,11359128.0,1186,2
4582,43684990.0,745,3
4583,252836090.0,1035,12
4584,27877888.0,2122,3
4585,9595608.0,1233,9
4586,14982097.0,816,8
4587,45669847.0,870,7
4588,77147523.0,696,4
4589,84206510.0,578,2
4590,17875883.0,1268,2
4591,17791641.0,1092,2
4592,45317588.0,631,7
4593,19724733.0,1039,2
4594,13145135.0,1336,4
4595,8096151.0,834,3
4596,34477080.0,2781,2
4597,40934620.0,756,3
4598,11452613.0,1395,8
4599,43019110.0,1701,3
4600,11636293.0,1687,4
4601,54750054.0,1182,10
4602,6722060.0,1464,6
4603,10205378.0,1761,2
4604,11176151.0,1850,6
4605,40189097.0,730,11
4606,49947776.0,740,10
4607,32210139.0,2029,2
4608,34107251.0,654,7
4609,28805594.0,1585,3
4610,111246250.0,990,2
4611,58851821.0,1891,3
4612,46169045.0,485,3
4613,13988630.0,1764,2
4614,41444557.0,710,3
4615,23040186.0,420,2
4616,11100560.0,740,7
4617,24665290.0,1624,2
4618,95599003.0,676,3
4619,6349351.0,1151,12
4620,134519865.0,955,2
4621,23411693.0,3475,2
4622,9690049.0,1595,3
4623,7404041.0,1389,2
4624,39748819.0,892,3
4625,3894919.0,1419,3
4626,20617485.0,974,2
4627,60997546.0,1648,2
4628,10330835.0,1535,3
4629,11599815.0,1080,3
4630,86965588.0,754,4
4631,9919156.0,1522,2
4632,15492149.0,1497,2
4633,86108188.0,555,4
4634,16592841.0,2037,2
4635,11935926.0,2274,3
4636,48377831.0,1165,3
4637,82585466.0,1151,3
4638,115280743.0,1423,3
4639,13272634.0,1804,9
4640,73762512.0,612,8
4641,15104872.0,2128,2
4642,10610590.0,1261,2
4643,8029213.0,1352,3
4644,12498205.0,2787,2
4645,72565110.0,1810,4
4646,23024523.0,3081,3
4647,11573077.0,1946,2
4648,12865047.0,1316,7
4649,72546604.0,1354,2
4650,105660391.0,1190,2
4651,43483025.0,518,2
4652,47374856.0,629,3
4653,39965266.0,2396,2
4654,17552707.0,882,2
4655,41834275.0,754,2
4656,71524788.0,616,4
4657,33778961.0,2081,2
4658,44952781.0,1445,2
4659,678776310.0,660,2
4660,16420161.0,961,7
4661,82902387.0,757,9
4662,97626972.0,1060,3
4663,51691262.0,822,4
4664,81689014.0,743,3
4665,8698844.0,1138,2
4666,45752689.0,449,7
4667,30898739.0,3904,2
4668,10338510.0,848,2
4669,20234981.0,2009,4
4670,8998487.0,1663,2
4671,8708260.0,1113,3
4672,43504289.0,888,4
4673,13384058.0,2170,2
4674,25235503.0,1521,3
4675,60645399.0,479,4
4676,12745070.0,1013,3
4677,36251157.0,516,12
4678,5399374.0,686,7
4679,49258739.0,744,2
4680,23743474.0,944,4
4681,81314046.0,1267,2
4682,8541675.0,990,6
4683,7463778.0,1077,2
4684,6537399.0,580,2
4685,10780728.0,1438,3
4686,26472087.0,1292,4
4687,44605677.0,1709,2
4688,12091859.0,1317,2
4689,97587338.0,475,10
4690,16130862.0,1133,3
4691,10124773.0,1298,2
4692,14324067.0,1940,3
4693,21408334.0,1011,2
4694,24199810.0,2792,2
4695,26293890.0,1229,3
4696,3598944.0,1375,3
4697,123656918.0,1628,3
4698,17543578.0,2279,2
4699,77885170.0,476,2
4700,10316046.0,1008,3
4701,18671614.0,1804,2
4702,16887220.0,1077,3
4703,34019418.0,1092,5
4704,23227701.0,2400,4
4705,29497849.0,1372,3
4706,11105208.0,1711,3
4707,9444172.0,922,4
4708,17719985.0,1327,7
4709,9790791.0,395,8
4710,36450634.0,515,17
4711,58107981.0,729,9
4712,45119714.0,999,2
4713,5485439.0,697,6
4714,21376726.0,901,4
4715,32863249.0,1770,2
4716,16520873.0,2562,3
4717,41158038.0,2637,4
4718,6780725.0,827,2
4719,12739223.0,642,2
4720,108383026.0,961,3
4721,10640884.0,1867,2
4722,36013415.0,704,2
4723,4923149.0,1015,2
4724,9246553.0,892,4
4725,54879799.0,1376,3
4726,31464622.0,830,2
4727,13655035.0,1215,2
4728,8835003.0,1319,2
4729,35309594.0,1547,2
4730,58852135.0,674,2
4731,9287880.0,1781,2
4732,23384642.0,1151,4
4733,114624910.0,713,3
4734,53176370.0,1086,3
4735,51379833.0,1118,3
4736,9531678.0,624,2
4737,15117025.0,748,2
4738,61629786.0,1254,9
4739,51500064.0,525,2
4740,100803828.0,1063,7
4741,55383731.0,450,2
4742,13504153.0,2136,2
4743,45448537.0,490,7
4744,25229404.0,833,2
4745,29738626.0,716,10
4746,90335948.0,1510,7
4747,10660496.0,1110,2
4748,13106268.0,524,6
4749,33586134.0,2398,4
4750,16920265.0,2592,3
4751,29080859.0,913,3
4752,20009841.0,1825,2
4753,13438961.0,976,7
4754,9538251.0,600,7
4755,11644032.0,1304,2
4756,26409759.0,1219,2
4757,77630868.0,709,2
4758,7493294.0,1560,7
4759,28313422.0,844,2
4760,17895099.0,2210,6
4761,202536106.0,600,8
4762,25624666.0,637,3
4763,10558483.0,1110,3
4764,28629641.0,1008,2
4765,64679777.0,413,12
4766,21718333.0,3885,2
4767,36199916.0,640,3
4768,20764552.0,2958,2
4769,35363231.0,955,2
4770,45519801.0,1369,2
4771,12277782.0,1352,2
4772,7706045.0,1226,3
4773,66722226.0,513,2
4774,76550503.0,1969,2
4775,68193426.0,2645,3
4776,20803660.0,698,12
4777,41796500.0,1371,2
4778,24531670.0,1779,2
4779,19044979.0,1187,7
4780,5865959.0,1520,3
4781,76804076.0,1616,8
4782,30298938.0,1543,2
4783,2804241.0,569,3
4784,35683570.0,662,4
4785,9357187.0,1714,8
4786,18245225.0,1399,3
4787,4797217.0,1461,3
4788,123872540.0,1007,3
4789,1712307.0,79,26
4790,8308629.0,2094,2
4791,11103896.0,758,2
4792,61851205.0,816,4
4793,12180380.0,1283,3
4794,8874475.0,1497,3
4795,17393705.0,1830,7
4796,7512317.0,1182,11
4797,38063874.0,786,2
4798,60742397.0,1010,4
4799,143943046.0,2445,2
4800,148494239.0,636,4
4801,28723367.0,1107,3
4802,24161785.0,1315,2
4803,25114788.0,3226,2
4804,15886515.0,1785,2
4805,15736719.0,2749,2
4806,7574509.0,986,2
4807,6161425.0,1052,2
4808,30985543.0,535,4
4809,11772522.0,1333,2
4810,59963519.0,1618,2
4811,79579102.0,825,4
4812,25420820.0,750,2
4813,23877036.0,804,7
4814,55014798.0,609,7
4815,10293808.0,858,4
4816,25661340.0,2402,3
4817,7533614.0,1536,2
4818,236938710.0,1156,2
4819,1361633.0,129,6
4820,166420665.0,549,7
4821,127675255.0,449,3
4823,35118776.0,1069,3
4824,178664368.0,671,3
4826,203680103.0,1051,2
4827,64492825.0,1213,4
4828,25531745.0,2022,9
4829,22964718.0,2143,2
4830,86267489.0,603,12
4831,24297025.0,1431,4
4832,22991434.0,2518,2
4833,34860033.0,669,3
4835,29670492.0,856,8
4836,19716010.0,3240,2
4837,24866379.0,1483,2
4838,29295081.0,1980,2
4839,15132635.0,2181,2
4840,10073799.0,1949,6
4841,21016545.0,482,4
4842,12067194.0,2320,2
4843,28586618.0,597,3
4844,10711662.0,1743,3
4845,7772150.0,1480,6
4846,8520995.0,1459,3
4847,26446075.0,647,4
4848,58108998.0,407,4
4849,20938179.0,566,4
4850,36911850.0,1508,2
4851,22723812.0,392,20
4852,42963460.0,1158,10
4853,43967072.0,984,3
4854,20934763.0,2986,3
4855,20146023.0,482,7
4856,6914586.0,832,7
4857,14454858.0,1073,8
4858,31382303.0,619,11
4859,8744442.0,991,2
4860,71919823.0,859,8
4861,70257763.0,839,2
4862,37516871.0,1678,2
4863,30708251.0,1079,4
4864,30315947.0,418,2
4865,31577257.0,1208,2
4866,128945717.0,458,2
4867,18806133.0,667,13
4868,14596896.0,2047,3
4869,7886120.0,3502,2
4870,16775412.0,963,2
4871,14891053.0,2638,2
4872,10562859.0,1775,4
4873,37440832.0,444,2
4874,10211888.0,1052,2
4875,89888834.0,551,10
4876,16002677.0,2398,2
4877,47217860.0,597,4
4878,90979332.0,1972,7
4879,13166604.0,2011,6
4880,21371878.0,521,2
4881,48893698.0,3175,2
4882,20000616.0,1848,2
4883,25443932.0,609,7
4884,73378972.0,470,4
4885,33960752.0,584,2
4886,9742827.0,937,4
4887,70514330.0,551,14
4888,166710201.0,1249,2
4889,52389402.0,1728,3
4890,26649565.0,2962,2
4891,7402104.0,871,2
4892,9445136.0,1016,2
4893,14678789.0,2188,7
4894,94021706.0,507,12
4895,11219561.0,743,3
4896,29977338.0,2563,2
4897,14675269.0,1872,10
4898,18531312.0,430,3
4899,8756899.0,1293,3
4900,59505315.0,513,29
4901,9555098.0,2014,6
4902,29986412.0,2258,2
4903,17881263.0,1256,2
4904,14192901.0,1706,6
4905,94434441.0,649,4
4906,15929931.0,2186,2
4907,32871131.0,640,20
4908,13447733.0,1700,6
4909,26948571.0,874,2
4910,23068699.0,697,2
4911,7161999.0,1053,4
4912,98389135.0,507,3
4913,47678200.0,1228,3
4914,17109668.0,2285,7
4915,14639934.0,511,3
4916,10632349.0,1541,2
4917,14061654.0,1512,2
4918,15660502.0,2171,2
4919,19164044.0,2320,3
4920,11887479.0,1672,2
4921,14092712.0,2215,2
4922,88865238.0,959,2
4923,6877113.0,1059,4
4924,22394179.0,2242,15
4925,44097368.0,826,3
4927,50272279.0,856,9
4928,7775580.0,1174,2
4929,19504563.0,1234,2
4930,35051241.0,1106,3
4931,11864704.0,1229,2
4932,12560857.0,1408,2
4933,26445253.0,892,2
4934,13541804.0,1840,4
4935,26634762.0,989,2
4936,21083326.0,1031,2
4937,10473658.0,2003,2
4938,33116124.0,1721,3
4939,12436432.0,701,4
4940,24692429.0,744,4
4941,34834251.0,1069,2
4942,11820172.0,1398,3
4943,34068636.0,1901,3
4944,61537816.0,1323,3
4945,11661869.0,1227,3
4946,25635983.0,1261,4
4947,114135220.0,1688,9
4948,40133441.0,668,2
4949,25406839.0,645,6
4950,10765438.0,1187,3
4951,8222697.0,1964,2
4952,17183662.0,1380,2
4953,58780288.0,810,3
4954,29122864.0,589,7
4955,50667028.0,967,3
4956,12048641.0,2123,2
4957,9898133.0,1166,2
4958,13808993.0,549,4
4959,60762738.0,1412,2
4960,13191669.0,2569,2
4961,25106988.0,2971,4
4962,16925198.0,1881,3
4963,47592783.0,438,3
