고객번호,편의품_CV_S,편의품_CV_C,선매품CV_S,선매품CV_C,전문품CV_S,전문품CV_C,기타CV_S,기타CV_C
2378,0.216666392,0.208617541,0.480324239,0.428330091,1.840768832,1.058300524,0.549856607,0.31437112
2379,0.210866223,0.264475567,1.195784435,0.609003098,0,0,1.106452654,0.956991815
2380,0.276447578,0.20805229,0.499855582,0.488574807,2.645751311,2.645751311,0.736494143,0.483544648
2381,0.253449609,0.154418865,0.605589727,0.341452724,0,0,0.684741113,0.193929359
2382,0.140857197,0.105535312,0.775453085,0.621168813,0,0,1.182101703,1.093431427
2383,0.269593483,0.229607912,0.285714018,0.187992746,1.069843351,0.440958552,0.882637091,0.662962934
2384,0.689581798,0.616838447,0.495723694,0.402083276,2.179860282,1.058300524,1.53421511,0.777281588
2385,0.570279716,0.293182018,0.364369364,0.229847399,0.76859146,0.478634421,0.781231178,0.769503311
2386,0.213492809,0.196989525,0.854653151,0.345808232,0,0,1.106674333,0.900665263
2387,0.319566694,0.298728434,0.551044557,0.4637115,0,0,1.134219048,1.346910044
2388,0.26140598,0.231151301,1.577312347,1.003937023,0,0,2.645751311,2.645751311
2389,0.370762144,0.181605297,0.471195591,0.243859781,0,0,1.221510779,1.154700538
2390,0.526275088,0.436966247,0.394773262,0.376921993,1.320664657,1.334565506,0.572703282,0.444444444
2391,0.195851003,0.109173859,0.60573016,0.465430461,1.708449415,1.707825128,1.813147971,1.466642992
2392,0.195782145,0.211010223,0.537164261,0.303926844,1.365170996,1.058300524,0.799836557,0.261023626
2393,0.196736624,0.204790649,0.226799634,0.128695377,0.96788002,0.994652368,1.825447654,0.254587539
2394,0.287618977,0.358248756,0.446176193,0.357023369,2.287848683,1.376892637,0.794790341,0.566320935
2395,0.23901972,0.105840476,1.321019582,0.712390342,0,0,1.432829888,1.376892637
2396,0.473087124,0.451124803,0.398738305,0.423813079,0.590597524,0.480354807,0.471929036,0.625911564
2397,0.111243893,0.128140067,0.516169027,0.303650508,0,0,1.028260925,1.290994449
2398,0.152592848,0.190847516,0.880234601,0.168686942,0,0,1.617590943,0.910840068
2399,0.39000409,0.383508691,2.377937186,1.707825128,0,0,1.490680359,1.414213562
2400,0.424300616,0.514302384,0.360065713,0.316560685,2.645751311,2.645751311,0.63853264,0.470136837
2401,0.210611713,0.093730274,1.97378176,1.756530515,2.645751311,2.645751311,1.727959941,1.707825128
2402,0.753858864,0.277480145,0.381572188,0.150418387,1.48353476,0.962091386,0.827783545,0.70935022
2403,0.27550556,0.28005813,0.350589211,0.397421766,2.645751311,2.645751311,2.47068189,1.889444363
2404,0.556119512,0.489930231,0.613118131,0.240191785,1.406975398,1.322875656,1.170958138,0.968917996
2405,0.204122992,0.160170682,2.491053106,0.812004131,0,0,0,0
2406,0.215356707,0.151221959,0.648653172,0.523220768,0,0,0.640470322,0.696557382
2407,0.292583004,0.3024981,0.366876912,0.359213658,0,0,1.015198425,0.889175803
2408,0.203850439,0.163416845,1.093175285,0.448432426,0,0,0.980393502,0.890692614
2409,0.266551646,0.175711516,0.168139899,0.248765066,1.794356476,1.707825128,0.395214877,0.340626658
2410,0.241689871,0.195445313,1.458951995,1.11143786,2.645751311,2.645751311,0,0
2411,0.690169062,0.648598699,0.39148379,0.284424648,1.132693618,0.812865935,0.874697291,0.673177572
2412,0.181249073,0.267828969,0.294769747,0.323642207,0,0,0.661478082,0.484122918
2413,0.476481434,0.234130824,0.222034489,0.18995183,2.645751311,2.645751311,0.712349494,0.581097374
2414,0.297135873,0.257646821,0.786242604,0.327899243,1.711287267,1.376892637,0.705045491,0.591950245
2415,0.613204709,0.392649793,1.433721651,0.82487061,2.645751311,2.645751311,1.261498744,0.990697472
2416,0.30923953,0.400273813,0.481707619,0.434315595,1.644910722,0.987327106,0.922182586,0.528071219
2417,0.44864901,0.455440954,1.325114354,0.835798822,0,0,1.701779832,1.347150628
2418,0.183576142,0.148514892,0.458486091,0.384900179,0,0,1.710236954,1.754992877
2419,0.171724859,0.203139788,0.885347592,0.412905352,2.645751311,2.645751311,0.756228095,0.825685067
2420,0.366099791,0.170497377,1.104347011,0.243211748,1.857493047,1.247219129,0.529824782,0.500538063
2421,0.220170464,0.107326064,0.471310346,0.552584649,0,0,2.504170036,1.754992877
2422,0.412046551,0.266468503,0.978451638,0.356171723,1.224780651,0.92017502,0.406885386,0.261105887
2423,0.802803437,0.695051543,0.298975296,0.240300654,1.891344251,1.247219129,0.81859415,0.838870493
2424,0.198264816,0.127810032,0.739137543,0.340150672,0,0,1.002114141,0.498887652
2425,0.158243031,0.196007626,0.903574132,0.507667625,0,0,0.962958368,1.25
2426,0.260539102,0.244986667,1.538780865,0.809720559,0,0,2.616102842,1.707825128
2427,0.640535529,0.308226429,1.581915724,0.659308106,2.645751311,2.645751311,1.482120965,0.835798822
2428,0.334003905,0.176602273,0.501077285,0.49432826,0,0,0.358240316,0.292755086
2429,0.731559065,0.552166954,0.545042015,0.243070774,1.951595975,0.793725393,0.795608825,0.50846936
2430,0.43001892,0.431454708,0.36015477,0.318802631,0.675703305,0.649073414,1.015909671,0.644689848
2431,0.279636399,0.336643761,0.397741107,0.450777107,0,0,0.893713123,0.258045337
2432,0.247141977,0.243852782,0.689838472,0.182777559,1.85355917,1.707825128,0.375411059,0.369266585
2433,0.114520557,0.118426499,0.319492705,0.30242157,1.81927147,1.414213562,0.649603336,0.267283238
2434,0.562262009,0.536800428,1.070761476,0.36159064,1.525644516,1.163576154,0.97927556,0.659994355
2435,0.234134563,0.207233482,0.324418923,0.325863152,1.365765263,1.631397663,1.748951002,1.707825128
2436,0.477167818,0.087821135,0.869767718,0.603052582,0,0,2.645751311,2.645751311
2437,0.324747376,0.320006515,0.556304099,0.486316525,1.371687373,1.118033989,1.29424889,1.417483425
2438,1.235192646,0.445210317,0.681063914,0.522966534,2.645751311,2.645751311,1.721230689,1.059368052
2439,0.268783266,0.252811171,0.657185378,0.454667138,1.838907634,1.732050808,0.367106275,0.350438322
2440,0.44460294,0.443637791,0.726637681,0.477163491,1.289487579,1.376892637,1.971865216,0.83956007
2441,0.369458857,0.106819814,0.570014825,0.481534007,0,0,0.997923273,0.935414347
2442,0.303019935,0.313597493,0.692034251,0.4515129,2.645751311,2.645751311,1.39040057,0.966091783
2443,0.877830153,0.703352091,0.365979315,0.328627339,1.278460912,1.290994449,1.513261211,1.260067936
2444,0.062552474,0.087268386,0.750544583,0.439174835,2.645751311,2.645751311,0.8484979,0.819044158
2445,0.219096119,0.12210193,0.403498681,0.409941103,2.645751311,2.645751311,0.749880296,0.600304101
2446,0.676954134,0.582651403,0.508854221,0.515221141,2.098376014,1.280868846,0.743066191,0.575639598
2447,0.187770462,0.122594557,0.502107459,0.556575235,0,0,0.883137882,0.912395352
2448,0.256107271,0.159937757,1.153487586,0.569865679,0,0,1.477755495,1.376892637
2449,0.80528732,0.360266105,0.290297347,0.371974938,2.03950674,1.417483425,0.565310122,0.574981748
2450,0.791060956,0.715575789,1.11711355,0.935414347,0,0,0,0
2451,0.369436289,0.324902477,0.437773582,0.349069707,1.553876787,1.247219129,0.371978942,0.354013447
2452,0.397403741,0.388960489,1.141165006,0.889175803,0,0,0.894041754,0.891039197
2453,0.509554036,0.475930387,0.541422055,0.356208886,2.223899632,1.707825128,0.345770603,0.398746589
2454,0.157925652,0.086211721,0.703634501,0.448916683,0,0,0.415833114,0.435585488
2455,0.171328145,0.084504627,0.677900483,0.668208095,0,0,1.456950884,1.247219129
2456,0.213630202,0.213028506,0.410687204,0.253084491,1.984282621,1.984313483,0.523168825,0.836958425
2457,0.360631658,0.330122947,0.974706457,0.456364141,1.193692005,0.683130051,2.480243757,1.835856849
2458,0.461010318,0.48580638,0.736490666,0.441588043,1.069617062,1.20277457,0.502085755,0.625359401
2459,0.131577034,0.120081175,0.718192783,0.207175917,2.645751311,2.645751311,0.66606342,0.416145507
2460,0.370768336,0.449002483,0.659664653,0.271172478,0.625720472,0.303515844,0.935178299,0.70156076
2461,0.57395267,0.150728956,0.354458139,0.218514786,1.864035607,0.866025404,0.868511484,0.637597672
2462,0.820339022,0.478990768,0.139621729,0.190290806,1.42873072,1.557776193,1.78265542,0.916338937
2463,0.23510889,0.296101764,0.461538203,0.368827927,2.444577108,1.835856849,0.090310351,0.176776695
2464,0.465711578,0.318500869,0.78247748,0.44168853,2.645751311,2.645751311,0.589804675,0.40459117
2465,0.406663341,0.312985023,0.652431885,0.33422867,2.645751311,2.645751311,1.638926293,0.787268484
2466,0.153170066,0.130787214,0.476330098,0.351850166,0,0,2.08556987,1.914854216
2467,0.16802263,0.169665853,1.56877977,0.935414347,0,0,0,0
2468,0.140658798,0.182824034,0.697632188,0.485714674,0,0,0.262976688,0.213339742
2469,0.1284952,0.11551312,0.414350943,0.149666295,2.645751311,2.645751311,1.151656599,1.119787607
2470,0.601103447,0.517575704,0.599849498,0.549200717,0,0,1.353030623,1.240215035
2471,0.584110925,0.412731895,0.501110739,0.458178309,1.534771725,1.444728204,1.317655467,0.731247032
2472,0.302695108,0.227536488,0.234175577,0.231624983,1.179699053,0.903337433,0.697346268,0.420039906
2473,0.768036884,0.37859389,0.233314737,0.265778142,2.373014146,1.376892637,0.229980087,0.220097493
2474,0.684868266,0.430070743,0.323112255,0.279578281,1.551224501,0.935414347,0.338740746,0.176383421
2475,0.389695478,0.321338383,0.76963424,0.383863061,2.645751311,2.645751311,1.183516069,0.939497871
2476,0.262271157,0.194802432,1.075231524,0.61477019,0,0,1.15217742,0.935414347
2477,0.785757236,0.443880008,0.447934318,0.504171847,1.152894622,1.040833,0.580154016,0.488042268
2478,0.370173186,0.354775713,0.59535093,0.349189801,2.645751311,2.645751311,0.710954151,0.518453414
2479,0.139348014,0.07617822,0.470483952,0.478198254,2.645751311,2.645751311,1.086122758,1.049691313
2480,0.173919726,0.179791907,0.944414847,0.739556569,0,0,0.860007919,0.827311576
2481,0.583566325,0.534258038,0.761835043,0.447290588,0.749624349,0.865431218,0.426057623,0.125350239
2482,0.486248403,0.448886415,0.58742655,0.594902904,0,0,1.585300646,1.376892637
2483,0.14928358,0.13286488,0.524924041,0.487222304,2.382139154,1.707825128,1.289291197,0.837450447
2484,0.610844868,0.378967926,0.480664461,0.402666013,1.740801129,1.835856849,0.526305802,0.552584649
2485,0.343119601,0.302617139,0.639508164,0.572878085,1.319992462,0.935414347,0.488277021,0.502508449
2486,0.532386197,0.308308647,0.307284688,0.328682799,1.401108283,0.889175803,0.479347413,0.3086067
2487,0.225873496,0.108101869,0.283682418,0.296751127,0,0,1.07995786,0.757187779
2488,0.622422238,0.408768684,0.35842613,0.222339332,1.587186435,1.376892637,0.556289464,0.305976142
2489,0.378157939,0.265737324,1.019024747,0.70156076,0,0,1.139629391,1.050137732
2490,0.264341529,0.205907489,0.359151753,0.299872104,0,0,0.899292343,0.440958552
2491,0.367655684,0.301508238,0.882093664,0.568600945,2.645751311,2.645751311,0.700567466,0.727210467
2492,0.449949241,0.412758647,0.414146443,0.34426344,1.703990922,1.376892637,0.886916005,0.764940354
2493,0.336028513,0.3555148,0.708529013,0.337602468,0.252503506,0.384900179,0.739523765,0.744585599
2494,0.630855062,0.547836339,0.257093193,0.309289837,2.645751311,2.645751311,0.432417356,0.424577677
2495,0.467935405,0.371382342,1.195042085,0.884545091,2.645751311,2.645751311,1.128041497,1.140824913
2496,0.769503483,0.750903243,0.955672059,0.793101784,2.215541482,1.317397886,1.1508001,0.968804064
2497,0.989227421,0.13849958,0.662240162,0.539181384,1.000685931,0.760144582,0.325286772,0.340868506
2498,0.295922048,0.241514418,1.308760533,0.302311098,1.477234591,1.247219129,2.255836856,1.247219129
2499,0.697240281,0.412980955,0.49431932,0.221032994,0.749671882,0.793725393,0.616502434,0.537251324
2500,0.302718312,0.107073486,1.157828005,0.968771654,0,0,1.72464345,1.707825128
2501,0.311031828,0.330655914,0.644719755,0.397530313,2.420033888,1.984313483,0.532015877,0.480354807
2502,0.782469145,0.601917552,0.464175923,0.38593833,1.724604648,1.984313483,0.709179101,0.302674967
2503,0.378593486,0.589417046,0.387870616,0.234087287,0.993827927,0.498887652,0.878879404,0.630989816
2504,0.20209561,0.112132259,0.788289398,0.498662122,2.645751311,2.645751311,0.940090623,1.177037241
2505,0.52614979,0.089130805,0.537814119,0.274408623,1.863452579,1.177037241,0.798944005,0.434153871
2506,0.32799961,0.227069286,0.401788562,0.31941634,1.494483553,0.72433061,2.10300519,0.498887652
2507,0.353839465,0.331776565,0.554911947,0.359421079,2.210566727,1.376892637,0.63064978,0.389549346
2508,0.278097408,0.197928004,0.876810161,0.56132898,0,0,0.949986181,0.94985379
2509,0.506236163,0.463969464,0.310330736,0.134966111,0,0,0.613316875,0.521810791
2510,0.384541226,0.348426919,0.305043264,0.213163738,2.645751311,2.645751311,0.422177091,0.381705932
2511,0.246543778,0.23898238,1.989012327,1.631397663,0,0,0,0
2512,0.21514872,0.071037288,0.609259108,0.488042268,0,0,1.402517349,1.16117508
2513,0.857433587,0.209123845,0.561362048,0.451403737,1.662154768,1.466642992,1.46921556,0.973921261
2514,0.68502721,0.251479994,0.52908824,0.314358556,1.716633693,2.094437076,0.924018685,0.478198254
2515,0.451384624,0.299860042,0.751421164,0.49407513,2.16962267,0.649073414,0.361108372,0.31437112
2516,0.258593233,0.172286265,0.786259797,0.813834374,0,0,1.532838117,1.268857754
2517,0.545230503,0.412908219,0.435255783,0.297477672,0,0,1.364262609,1.247219129
2518,0.159752141,0.079542475,0.450328576,0.293463324,0,0,1.054810435,1.050793351
2519,0.186233562,0.112645363,0.232916378,0.233264736,2.645751311,2.645751311,0.67623899,0.72433061
2520,0.20462845,0.34914498,0.417337782,0.301232038,2.645751311,2.645751311,1.068630225,0.666666667
2521,0.23360261,0.415728727,0.22046103,0.209830191,1.218147713,1.197874387,0.610729903,0.323797274
2522,0.413887247,0.305528615,0.430074022,0.166018858,1.657878758,0.787717345,1.585609113,1.38443731
2523,0.206222326,0.213031976,0.478724156,0.395176807,0,0,0.627378538,0.620648114
2524,0.263096346,0.240111791,0.624609162,0.300657526,2.432903344,1.707825128,0.68612564,0.633480859
2525,1.373577608,0.606967762,0.569986084,0.58138645,2.645751311,2.645751311,1.184428081,0.89550184
2526,0.308931504,0.501442382,0.31964918,0.331520936,2.179362273,1.707825128,0.581149532,0.577350269
2527,0.192501438,0.138211584,0.318830465,0.305142277,1.391877911,1.607275127,1.245250081,0.828036426
2528,0.261974297,0.150519592,0.325705239,0.239866228,2.645751311,2.645751311,1.055061897,0.89882644
2529,0.315216002,0.234662306,0.177003169,0.113855009,2.645751311,2.645751311,0.580398975,0.67402991
2530,0.360079484,0.198108306,0.553490208,0.412653255,0,0,0.9967039,1.251720579
2531,0.153245289,0.050432626,0.507587975,0.307619293,2.645751311,2.645751311,1.406945108,0.670561539
2532,0.251333168,0.147001032,2.276139618,1.049691313,0,0,1.538595214,1.707825128
2533,0.497029391,0.453528412,0.624964787,0.373863313,0,0,1.071345707,0.835327475
2534,0.76309453,0.351848452,0.364337431,0.241703494,1.23654823,0.92017502,1.00296652,0.353735213
2535,0.746523135,0.669622546,0.780366996,0.439119575,0,0,0.989788611,1.050969309
2536,0.542113048,0.552831801,0.782670689,0.705682428,0,0,1.810061335,1.177037241
2537,0.346260874,0.280663413,1.223612143,1.37029633,0,0,1.154192687,1
2538,0.397047593,0.359701807,0.47951825,0.458943222,0.54225535,0.587944736,0.464066382,0.397348304
2539,0.312220337,0.300498624,0.380948332,0.371212765,2.645751311,2.645751311,0.572244185,0.456624035
2540,0.287758528,0.205217268,0.45180697,0.30589668,1.494074995,1.414213562,0.956767594,0.95459028
2541,0.388665123,0.329320881,0.443335097,0.31125698,1.271854942,1.280868846,1.079825675,0.405358709
2542,0.25707023,0.156389956,0.340589505,0.357894195,0,0,1.367639788,0.674547161
2543,0.440703088,0.337150373,0.574304613,0.531002897,2.119697813,1.707825128,1.130456633,0.786754694
2544,0.385832355,0.071100871,1.007243956,0.324668889,1.737984774,1.154700538,0.371676128,0.581136213
2545,0.319798785,0.33151988,1.070797263,1.132843031,0,0,1.374565977,1.247219129
2546,0.31310586,0.423004972,0.667763859,0.303107649,2.645751311,2.645751311,2.536063211,1.376892637
2547,0.298236875,0.176937263,0.461581812,0.6594751,0,0,2.103838019,0.654223119
2548,0.380481675,0.210527589,0.476127293,0.185216028,1.786079866,1.835856849,1.182050323,0.654223119
2549,0.276363889,0.208601464,1.015071398,0.763762616,0,0,1.811961346,1.707825128
2550,0.234763601,0.164660151,0.415503401,0.322391067,1.725921542,1.707825128,1.149006918,0.577350269
2551,0.39096841,0.379166723,0.458339811,0.360823926,0,0,0.904143103,0.790569415
2552,1.263834118,0.272163427,0.652123426,0.298965157,2.645751311,2.645751311,0.57678519,0.554255547
2553,0.432608114,0.407234527,0.448995877,0.311375003,1.931680787,1.707825128,0.504780518,0.75347039
2554,0.552766679,0.23926019,0.532435554,0.38736041,2.645751311,2.645751311,0.989378314,0.740821549
2555,0.56378068,0.450089533,0.729493142,0.384633536,0,0,1.428326718,1.379084395
2556,0.546339798,0.549031651,0.860851808,0.427740043,2.645751311,2.645751311,0.847306901,0.792317441
2557,1.089083221,0.480625471,0.670259437,0.454317084,1.02527876,0.99419612,0.577829664,0.484433339
2558,0.378672772,0.35965233,0.35682147,0.251867305,0,0,1.816504555,1.707825128
2559,0.809834247,0.285784267,0.168989309,0.278591135,2.645751311,2.645751311,1.400633382,0.384900179
2560,0.200202679,0.142957734,0.960219629,0.374165739,0,0,0.94875253,0.575639598
2561,0.318098612,0.426413197,0.301193348,0.220302822,1.500478539,1.414213562,0.470720305,0.381836112
2562,0.195913198,0.131994131,1.941721915,1.280868846,2.645751311,2.645751311,1.449702491,1.376892637
2563,0.471689313,0.382017288,0.62564683,0.567004146,2.645751311,2.645751311,2.003070275,1.034585746
2564,0.307820702,0.294511243,0.430233482,0.430108681,0,0,1.769093241,0.809936845
2565,0.246151114,0.265184987,0.812630327,0.456614169,0,0,1.349505506,0.614197275
2566,0.267950006,0.355060036,0.360881152,0.338775314,2.376191233,1.707825128,0.791732595,0.739556569
2567,0.323843817,0.262512033,0.842150058,0.448916683,0,0,0.945444515,0.830297501
2568,0.163250352,0.180150249,1.722111896,1.425765722,2.645751311,2.645751311,1.907905669,1.219631092
2569,0.186638633,0.183522426,1.612542942,0.392407127,0,0,2.645751311,2.645751311
2570,0.253872349,0.334943689,0.506934543,0.31860464,1.053289493,0.73434274,0.746879468,0.416145507
2571,0.133434862,0.131579577,0.501299465,0.236680467,0,0,0.528235299,0.51726394
2572,0.111980424,0.118858252,0.42430723,0.459395311,2.002081281,1.707825128,1.011686209,0.704920974
2573,0.544369541,0.309455523,0.529958966,0.419703175,1.348544914,0.805076486,0.353672634,0.276949939
2574,0.197928282,0.147853312,0.235822316,0.305718869,2.07884492,1.247219129,0.723779642,0.241522946
2575,0.511995876,0.562013769,0.602640192,0.301945494,0.737929842,0.793725393,0.5889668,0.763762616
2576,0.158434348,0.200715567,0.376077065,0.312020639,1.276439067,1.331665624,1.121608691,0.843201041
2577,0.383475506,0.366075016,0.875256258,0.743023104,0,0,1.701595153,1.093431427
2578,0.228606342,0.110635522,0.518752861,0.281628267,1.772625188,1.376892637,0.539600536,0.335335353
2579,0.479589095,0.417189051,0.508931945,0.503305109,2.645751311,2.645751311,0.953906597,1.148751335
2580,0.3426977,0.394567592,0.605110587,0.380732311,2.501654622,0.935414347,1.275561284,0.49482923
2581,0.282731784,0.278155275,0.297138619,0.243033153,1.596447717,1.416160175,1.632485377,1.118033989
2582,0.254393892,0.089200807,1.369677108,0.638284739,0,0,1.851622846,1.835856849
2583,0.103682405,0.038367156,0.45807105,0.441541665,1.827296976,1.835856849,1.721524387,1.417483425
2584,0.52978268,0.616654806,0.576250166,0.58891804,0,0,1.200177522,0.819044158
2585,0.327004899,0.221796645,0.739787486,0.723021473,2.645751311,2.645751311,0.779496286,0.681713817
2586,0.231509492,0.172011557,0.735182492,0.444312228,0,0,0.267096161,0.326598632
2587,0.215560539,0.321487406,0.768876252,0.400520495,1.539153585,1.527525232,0.797763422,0.532666249
2588,0.171617047,0.173231508,1.468170601,0.883327044,0,0,1.724463049,1.376892637
2589,0.233461735,0.196247375,0.462071773,0.289958427,0,0,0.68117781,0.742063404
2590,0.14196891,0.171118487,0.489353043,0.339934634,2.344260171,1.247219129,0.94291993,0.841124891
2591,0.357527249,0.316657133,0.250162601,0.250846001,0.444391686,0.481926433,0.637727959,0.620483682
2592,0.537832195,0.478713554,0.435464775,0.299285288,1.263438304,1.376892637,1.66830741,1.132843031
2593,1.085458151,0.371931893,0.414778471,0.405143248,1.70866866,1.707825128,1.273604402,0.623498553
2594,0.284814263,0.185433764,1.334196295,1.129955751,0,0,2.033507007,1.707825128
2595,0.393840053,0.353784744,0.544444664,0.45777052,1.761111036,1.707825128,0.622534531,0.381520191
2596,0.131278754,0.163912283,0.924914767,0.668503462,0,0,1.067626294,1.373808558
2597,0.385948299,0.397323874,0.419470122,0.278652064,2.645751311,2.645751311,1.383266917,1.020588066
2598,1.148302827,0.624744846,0.513754199,0.537651954,1.622264456,1.417483425,0.846647204,0.348248257
2599,0.188911028,0.181063181,0.517726541,0.342564243,0,0,0.593397693,0.497222201
2600,0.465539846,0.475346902,0.746621835,0.442191512,0,0,0.459733172,0.651769073
2601,0.710626564,0.337680382,0.240245987,0.166067101,2.618219219,1.707825128,2.229117008,0.935414347
2602,0.212630061,0.149073965,0.599050695,0.497872416,2.645751311,2.645751311,1.482427086,0.666666667
2603,0.189905163,0.157265731,1.226249468,0.787717345,0,0,1.670419602,1.331665624
2604,0.85998772,0.266439872,0.253799579,0.176569206,1.617178056,1.049691313,0.681482441,0.42332021
2605,0.192590947,0.137012637,0.361640169,0.392571013,0,0,1.486873441,0.300653558
2606,0.413211512,0.343872634,0.566136033,0.400871411,2.645751311,2.645751311,0.775007979,0.506746083
2607,0.195287957,0.187605993,1.029033915,0.548435274,0,0,1.693214337,1.557776193
2608,0.549087301,0.443553002,0.57023084,0.296351268,2.026012507,1.707825128,0.832956203,0.40181977
2609,0.246407296,0.13619566,0.492300506,0.363181534,0,0,0.33217309,0.460774635
2610,0.327832239,0.282692409,0.787241154,0.683130051,0,0,1.409997992,1.331665624
2611,0.168460879,0.050342775,1.701167946,0.805076486,0,0,0,0
2612,0.731107714,0.809113763,0.400734259,0.437565831,1.136569074,1.449137675,1.313792841,0.962310587
2613,1.505592845,0.729768921,0.548268861,0.099631648,2.645751311,2.645751311,0.660580688,0.532012665
2614,0.186525798,0.123587548,0.784011866,0.601775152,0,0,0.692968792,0.532666249
2615,0.191915385,0.244063482,0.351944946,0.299221782,2.645751311,2.645751311,1.207326255,1.154700538
2616,0.732595381,0.260372525,0.324212026,0.168545546,1.378931678,1.247219129,0.784959555,0.515767738
2617,0.242827685,0.295590831,1.304467524,0.796097316,0,0,2.412708846,1.247219129
2618,0.174909535,0.133045969,0.366928475,0.373110908,2.645751311,2.645751311,0.376568401,0.30777995
2619,0.327802826,0.350581747,0.679066947,0.572718044,2.645751311,2.645751311,0.791821217,1.088662108
2620,0.200478994,0.131704808,0.333098978,0.275479964,0,0,0.850901038,0.769657449
2622,0.226024192,0.155832835,0.5746377,0.455503011,0,0,1.105021329,0.763762616
2623,0.443129269,0.296443959,0.374423959,0.253375876,1.869646182,1.707825128,1.332120014,0.978093383
2624,0.426370281,0.332084072,0.543672754,0.39102991,0,0,0.521193967,0.595392181
2625,0.389025631,0.14467874,0.342030558,0.285149799,2.577981091,1.993817605,0.556182235,0.465770489
2626,0.448841921,0.405049246,0.456427688,0.402965879,2.058218846,1.536925476,1.10705314,0.837450447
2627,0.426154968,0.459720048,0.497925883,0.277169473,2.645751311,2.645751311,0.311405146,0.256089543
2628,0.17871677,0.265419084,1.037304998,0.286279449,0,0,2.204022011,1.835856849
2629,0.112327039,0.120084838,0.378688502,0.413732391,1.376738761,1.058300524,1.106499792,1.414213562
2630,0.415077621,0.327242608,0.78823893,0.721219137,2.645751311,2.645751311,1.686572026,0.95459028
2631,0.769855714,0.299474386,0.464590402,0.336787657,2.645751311,2.645751311,1.35502388,0.627753195
2632,0.527063543,0.485141968,0.6131385,0.250185117,1.298271537,1.331665624,0.850812456,0.606289653
2633,0.19507579,0.206911304,0.710075459,0.574480375,2.161785572,1.376892637,0.607304997,0.521718521
2634,0.657036167,0.31199577,0.291422891,0.240035805,0,0,1.147457345,0.340150672
2635,0.283697372,0.27141538,0.722950208,0.428856972,2.645751311,2.645751311,0.339326833,0.208655331
2636,0.35441932,0.252004931,0.482420364,0.76141285,0,0,0.965222371,0.819044158
2637,0.214836802,0.193548926,0.50308675,0.476095229,2.645751311,2.645751311,0.970900096,0.756003846
2638,0.761519825,0.530050098,0.612949565,0.351547056,1.162144476,1.132843031,1.199251765,1.063112569
2639,0.228831913,0.291969956,0.644885095,0.646587194,2.645751311,2.645751311,1.093758007,1.22111599
2640,1.219314702,0.390485201,0.499680151,0.245712824,1.359592738,1.040833,1.895731013,1.049691313
2641,0.24231702,0.455824985,0.490438664,0.293542225,1.586638191,1.417483425,1.04602324,0.502921154
2642,0.344294386,0.242324399,0.43132574,0.371138943,0.560537382,0.623110477,0.550806475,0.445112472
2643,0.269703312,0.224200676,0.329538731,0.166425451,2.645751311,2.645751311,0.714267369,0.627913339
2644,0.202083997,0.107331762,0.257015921,0.230172838,1.328407779,0.603807364,0.898381391,0.666378254
2645,0.514254096,0.313820863,0.198736709,0.241683636,1.465509641,0.587944736,0.437674489,0.444878261
2646,0.225630844,0.24045396,0.473053219,0.254029028,0.552944428,0.306609451,0.51224496,0.399499687
2647,0.259536787,0.232124795,1.111175401,0.86452058,0,0,0,0
2648,0.345234179,0.228438675,0.502309865,0.444852889,2.645751311,2.645751311,0.476238009,0.459724354
2649,0.20994501,0.114582947,0.518686374,0.290387339,2.611725521,1.707825128,0.982872913,0.217421163
2650,0.348710695,0.257129343,0.208255988,0.243627014,0,0,0.975696865,0.497130799
2651,0.418721627,0.182603495,1.271035793,1.058300524,0,0,1.71586625,1.707825128
2652,0.204984028,0.160936814,0.415912089,0.359254985,0,0,1.356524743,0.773134287
2653,0.960870096,0.33799796,0.265794899,0.368919367,2.251722136,1.914854216,0.359123589,0.380180269
2654,0.409565823,0.668271993,0.538922349,0.392924491,1.604014442,1.417483425,1.030092411,0.509175077
2655,0.875440533,0.558615565,0.712685403,0.401898266,1.119753317,0.731247032,1.467063066,1.341812715
2656,0.80786334,0.679657382,0.351861501,0.345913162,2.645751311,2.645751311,0.437374843,0.296001187
2657,0.910496291,0.328232578,0.315246281,0.232117456,0.482457206,0.409941103,0.914585849,0.453483192
2658,0.388445207,0.271224816,0.524317813,0.339934634,0,0,1.375213607,1.268857754
2659,0.220912048,0.127481652,0.422752353,0.126996063,0,0,0.469103058,0.293335484
2660,0.621526614,0.419018222,0.389111416,0.266719053,1.762810629,1.707825128,0.59756566,0.380553021
2661,0.588840704,0.519208551,0.674546864,0.402610283,1.086788622,0.910840068,2.645751311,2.645751311
2662,0.101633358,0.124274515,0.217286987,0.287928637,1.257527653,1.707825128,0.588124763,0.387567198
2663,0.305398849,0.270147567,0.255555567,0.214377373,0,0,1.094422749,0.683130051
2664,0.256181116,0.177007925,0.585861985,0.341452724,2.645751311,2.645751311,1.048199513,1.294427793
2665,1.521601874,0.928569614,0.337703103,0.227033466,0.728746301,0.603807364,2.574860261,1.993817605
2666,0.209005638,0.244278085,0.371805959,0.327182651,1.727372691,1.732050808,1.464309121,0.943352604
2667,0.227272877,0.296776141,0.598738614,0.4637115,2.645751311,2.645751311,0.433687041,0.419876525
2668,0.426777202,0.300852787,1.810236044,1.376892637,0,0,2.645751311,2.645751311
