"고객번호","소분류코드","구매일자","RNK"
"03014","B051404",20151228,1
"03014","B430101",20151228,1
"03015","B750201",20151227,1
"03015","B550115",20151227,1
"03016","A040217",20151231,1
"03016","B640404",20151231,1
"03016","A010101",20151231,1
"03016","B660710",20151231,1
"03016","B061105",20151231,1
"03016","B920103",20151231,1
"03016","B750201",20151231,1
"03016","B670403",20151231,1
"03016","B650204",20151231,1
"03016","B210802",20151231,1
"03016","B150601",20151231,1
"03016","B141302",20151231,1
"03016","B100301",20151231,1
"03017","B290402",20151130,1
"03017","B670206",20151130,1
"03017","B670206",20151130,1
"03018","B150204",20151231,1
"03018","B740102",20151231,1
"03018","B570205",20151231,1
"03018","B310301",20151231,1
"03018","B140101",20151231,1
"03019","B460305",20151230,1
"03019","B860101",20151230,1
"03019","B480301",20151230,1
"03019","B090402",20151230,1
"03019","B810403",20151230,1
"03019","B730301",20151230,1
"03019","B470302",20151230,1
"03019","B141305",20151230,1
"03019","B100402",20151230,1
"03019","B800303",20151230,1
"03019","B740204",20151230,1
"03020","C120503",20151229,1
"03021","A010509",20151231,1
"03022","C040606",20151231,1
"03022","C030401",20151231,1
"03022","C170701",20151231,1
"03022","C100203",20151231,1
"03023","B710101",20151231,1
"03023","B900102",20151231,1
"03023","B140103",20151231,1
"03023","B140203",20151231,1
"03023","B160201",20151231,1
"03023","B310301",20151231,1
"03024","B730301",20151231,1
"03024","B051005",20151231,1
"03024","B790310",20151231,1
"03024","B380201",20151231,1
"03024","B141305",20151231,1
"03025","A010302",20151229,1
"03025","A010101",20151229,1
"03025","A011004",20151229,1
"03025","A010608",20151229,1
"03025","A010402",20151229,1
"03025","A010401",20151229,1
"03025","A010103",20151229,1
"03025","A010613",20151229,1
"03025","A010607",20151229,1
"03026","B660104",20151229,1
"03027","A010613",20151218,1
"03028","B750201",20151230,1
"03029","A010644",20151225,1
"03030","A040228",20151227,1
"03030","A010603",20151227,1
"03030","A010902",20151227,1
"03030","A040602",20151227,1
"03030","A010902",20151227,1
"03030","A020108",20151227,1
"03030","A010602",20151227,1
"03030","A010602",20151227,1
"03030","A011001",20151227,1
"03030","A040602",20151227,1
"03030","A040602",20151227,1
"03031","A010613",20151231,1
"03031","A010302",20151231,1
"03031","A010401",20151231,1
"03031","A010614",20151231,1
"03031","A010630",20151231,1
"03032","B210802",20151230,1
"03032","B521301",20151230,1
"03032","A010604",20151230,1
"03032","A010302",20151230,1
"03032","A010401",20151230,1
"03032","B180902",20151230,1
"03032","B840107",20151230,1
"03032","B840104",20151230,1
"03032","B480401",20151230,1
"03032","B430503",20151230,1
"03032","B200703",20151230,1
"03032","B200402",20151230,1
"03032","B200302",20151230,1
"03032","A010901",20151230,1
"03033","A020303",20151229,1
"03033","A090101",20151229,1
"03034","A010201",20151231,1
"03034","A010302",20151231,1
"03034","A010404",20151231,1
"03035","B380404",20151229,1
"03035","B430102",20151229,1
"03035","B430101",20151229,1
"03035","B380402",20151229,1
"03035","B190102",20151229,1
"03035","B660304",20151229,1
"03035","B810303",20151229,1
"03035","B140502",20151229,1
"03035","B520502",20151229,1
"03036","B650202",20151230,1
"03036","B521301",20151230,1
"03036","B080506",20151230,1
"03036","B170402",20151230,1
"03036","B650505",20151230,1
"03036","B650501",20151230,1
"03036","B900301",20151230,1
"03036","B520504",20151230,1
"03036","B520502",20151230,1
"03036","B200801",20151230,1
"03037","A060103",20151227,1
"03038","A010302",20151231,1
"03038","A010302",20151231,1
"03038","A010902",20151231,1
"03038","A010901",20151231,1
"03038","A010608",20151231,1
"03038","A010403",20151231,1
"03039","B670205",20151229,1
"03039","B051002",20151229,1
"03039","B050503",20151229,1
"03039","B050117",20151229,1
"03039","B380303",20151229,1
"03039","B051207",20151229,1
"03039","B890104",20151229,1
"03039","B740202",20151229,1
"03039","B740201",20151229,1
"03039","B470106",20151229,1
"03039","B430903",20151229,1
"03039","B430602",20151229,1
"03039","B430504",20151229,1
"03039","B430103",20151229,1
"03039","B380403",20151229,1
"03039","B680801",20151229,1
"03039","B920102",20151229,1
"03039","B010208",20151229,1
"03039","B040101",20151229,1
"03039","B020104",20151229,1
"03039","B910201",20151229,1
"03039","B910204",20151229,1
"03039","B050106",20151229,1
"03039","B120603",20151229,1
"03039","B430102",20151229,1
"03039","B100501",20151229,1
"03039","B740101",20151229,1
"03040","C070201",20151231,1
"03040","C030105",20151231,1
"03040","C150401",20151231,1
"03040","C130103",20151231,1
"03040","C110204",20151231,1
"03040","C110202",20151231,1
"03040","C070401",20151231,1
"03040","C070103",20151231,1
"03040","C050205",20151231,1
"03040","C040516",20151231,1
"03040","C030901",20151231,1
"03041","B370903",20151220,1
"03041","A050606",20151220,1
"03041","A020701",20151220,1
"03041","A040217",20151220,1
"03041","A020109",20151220,1
"03042","C030401",20151231,1
"03042","C150405",20151231,1
"03042","C150402",20151231,1
"03042","C150401",20151231,1
"03042","C150303",20151231,1
"03042","C010104",20151231,1
"03042","C030401",20151231,1
"03042","C150701",20151231,1
"03043","A010101",20151229,1
"03043","A010902",20151229,1
"03043","A010402",20151229,1
"03043","A010302",20151229,1
"03043","A010601",20151229,1
"03043","A010608",20151229,1
"03043","A010405",20151229,1
"03043","A010613",20151229,1
"03044","C030401",20151231,1
"03044","C030901",20151231,1
"03044","C150405",20151231,1
"03044","C130703",20151231,1
"03044","C050205",20151231,1
"03045","A010512",20151229,1
"03045","A050212",20151229,1
"03045","A020101",20151229,1
"03045","A010902",20151229,1
"03046","A040224",20151231,1
"03046","A040224",20151231,1
"03046","A010507",20151231,1
"03047","C070101",20151225,1
"03047","B070701",20151225,1
"03047","B740101",20151225,1
"03047","B720201",20151225,1
"03047","B520603",20151225,1
"03047","B210802",20151225,1
"03047","B660710",20151225,1
"03047","B200402",20151225,1
"03048","A010405",20151231,1
"03048","A010508",20151231,1
"03048","A010104",20151231,1
"03048","A010302",20151231,1
"03049","B010106",20151230,1
"03049","B910201",20151230,1
"03049","B760201",20151230,1
"03049","B430101",20151230,1
"03049","B380406",20151230,1
"03049","B210802",20151230,1
"03050","B560301",20151231,1
"03050","B430401",20151231,1
"03051","A010902",20151231,1
"03051","A010201",20151231,1
"03051","A010401",20151231,1
"03051","A020603",20151231,1
"03052","B270205",20151228,1
"03052","B830203",20151228,1
"03052","B790202",20151228,1
"03052","B730302",20151228,1
"03052","B650201",20151228,1
"03052","B521301",20151228,1
"03052","B460503",20151228,1
"03052","B380405",20151228,1
"03052","B270402",20151228,1
"03052","B210801",20151228,1
"03052","B100803",20151228,1
"03052","B010207",20151228,1
"03052","B480401",20151228,1
"03052","B470106",20151228,1
"03052","B460305",20151228,1
"03052","B210802",20151228,1
"03052","B180504",20151228,1
"03052","B160302",20151228,1
"03052","B110604",20151228,1
"03052","B051005",20151228,1
"03052","B010106",20151228,1
"03052","B820203",20151228,1
"03052","B430901",20151228,1
"03052","B430503",20151228,1
"03052","B210802",20151228,1
"03052","B100305",20151228,1
"03052","B010209",20151228,1
"03052","B730303",20151228,1
"03052","B380403",20151228,1
"03053","C170701",20151231,1
"03053","C030105",20151231,1
"03053","C070203",20151231,1
"03053","C030302",20151231,1
"03053","C030102",20151231,1
"03054","A010302",20151227,1
"03055","B010102",20151231,1
"03055","B480301",20151231,1
"03055","B050106",20151231,1
"03055","B010108",20151231,1
"03055","B650204",20151231,1
"03055","B570204",20151231,1
"03055","B100504",20151231,1
"03055","B010205",20151231,1
"03055","B050102",20151231,1
"03056","A040224",20151230,1
"03056","A040224",20151230,1
"03057","B010206",20151230,1
"03057","B740101",20151230,1
"03057","B920102",20151230,1
"03057","B480401",20151230,1
"03057","B050101",20151230,1
"03057","B010102",20151230,1
"03057","B210802",20151230,1
"03058","B100301",20151229,1
"03058","B470302",20151229,1
"03058","B100501",20151229,1
"03059","B490204",20151231,1
"03059","B150102",20151231,1
"03059","B540107",20151231,1
"03059","B430503",20151231,1
"03059","B790404",20151231,1
"03060","A020102",20151228,1
"03060","A040218",20151228,1
"03061","A020302",20151123,1
"03062","C030401",20151230,1
"03062","C070401",20151230,1
"03062","C150101",20151230,1
"03062","C100104",20151230,1
"03062","C030104",20151230,1
"03062","C160912",20151230,1
"03063","C020201",20151230,1
"03064","A080106",20151231,1
"03065","C060505",20151231,1
"03066","A010623",20151228,1
"03066","A010601",20151228,1
"03067","C110401",20151231,1
"03067","C070203",20151231,1
"03067","C070202",20151231,1
"03067","C070101",20151231,1
"03068","A010630",20151231,1
"03069","A010401",20151223,1
"03069","A020601",20151223,1
"03069","A010603",20151223,1
"03069","A010304",20151223,1
"03069","A011001",20151223,1
"03069","A011001",20151223,1
"03069","A040213",20151223,1
"03069","A010402",20151223,1
"03069","A090605",20151223,1
"03070","A020102",20151226,1
"03070","A020108",20151226,1
"03071","C010502",20151231,1
"03071","C120201",20151231,1
"03071","C120101",20151231,1
"03071","C070103",20151231,1
"03071","C030501",20151231,1
"03071","C100104",20151231,1
"03071","C120102",20151231,1
"03072","B051002",20151231,1
"03072","B460305",20151231,1
"03072","B670302",20151231,1
"03073","B090402",20151230,1
"03073","B100102",20151230,1
"03073","B130602",20151230,1
"03074","A010501",20151231,1
"03074","A010207",20151231,1
"03074","A010202",20151231,1
"03074","A011004",20151231,1
"03074","A010401",20151231,1
"03075","C070202",20151228,1
"03075","C160206",20151228,1
"03075","C120201",20151228,1
"03075","C070402",20151228,1
"03076","A010653",20151231,1
"03076","A010626",20151231,1
"03076","A010646",20151231,1
"03076","A011001",20151231,1
"03077","A010608",20151227,1
"03077","A011004",20151227,1
"03077","A010302",20151227,1
"03077","A010510",20151227,1
"03077","A010401",20151227,1
"03078","C040309",20151228,1
"03079","A050211",20151227,1
"03080","C030105",20151229,1
"03080","C030310",20151229,1
"03081","A050615",20151227,1
"03081","A090404",20151227,1
"03081","A010613",20151227,1
"03081","A050501",20151227,1
"03082","A020303",20151229,1
"03083","D010106",20151223,1
"03083","D060801",20151223,1
"03083","D040108",20151223,1
"03084","B100301",20151231,1
"03084","B100404",20151231,1
"03084","B100501",20151231,1
"03084","B810301",20151231,1
"03084","B150601",20151231,1
"03084","B100504",20151231,1
"03084","B100402",20151231,1
"03084","B100101",20151231,1
"03084","B820201",20151231,1
"03084","B730401",20151231,1
"03085","A010613",20151229,1
"03086","A020302",20151226,1
"03087","B100301",20151231,1
"03087","B920103",20151231,1
"03087","B100402",20151231,1
"03087","B520903",20151231,1
"03087","B040101",20151231,1
"03088","B010205",20151231,1
"03088","B730303",20151231,1
"03088","B380405",20151231,1
"03088","B380404",20151231,1
"03088","B130501",20151231,1
"03088","B060901",20151231,1
"03089","C110401",20151226,1
"03090","B100501",20151231,1
"03090","B490202",20151231,1
"03090","B010106",20151231,1
"03090","B920101",20151231,1
"03090","B740201",20151231,1
"03090","B650202",20151231,1
"03090","B380303",20151231,1
"03090","B160402",20151231,1
"03090","B150104",20151231,1
"03090","B110405",20151231,1
"03090","B110203",20151231,1
"03091","B050501",20151231,1
"03092","A020303",20151230,1
"03092","A020303",20151230,1
"03092","A020303",20151230,1
"03092","A080110",20151230,1
"03093","B521301",20151231,1
"03093","B140201",20151231,1
"03093","B820102",20151231,1
"03093","B820101",20151231,1
"03093","B520604",20151231,1
"03093","B480401",20151231,1
"03093","B480301",20151231,1
"03093","B140102",20151231,1
"03093","B010202",20151231,1
"03093","B140101",20151231,1
"03094","A010402",20151231,1
"03094","A010631",20151231,1
"03094","A010403",20151231,1
"03094","A011003",20151231,1
"03095","A011001",20151221,1
"03096","B170301",20151230,1
"03096","B100305",20151230,1
"03096","B210802",20151230,1
"03096","B480401",20151230,1
"03097","C030105",20151231,1
"03097","C160304",20151231,1
"03098","A010302",20151230,1
"03098","A010608",20151230,1
"03098","A010402",20151230,1
"03098","A010401",20151230,1
"03098","A010613",20151230,1
"03098","A010403",20151230,1
"03099","A041003",20151231,1
"03100","A020701",20151227,1
"03100","A010404",20151227,1
"03100","A010501",20151227,1
"03100","A010101",20151227,1
"03100","A010402",20151227,1
"03100","A010401",20151227,1
"03101","C070202",20151231,1
"03102","A010202",20151230,1
"03102","A090602",20151230,1
"03102","A010403",20151230,1
"03102","A010402",20151230,1
"03102","A010613",20151230,1
"03102","A010613",20151230,1
"03102","A010646",20151230,1
"03103","A010401",20151229,1
"03104","A010403",20151231,1
"03104","A010201",20151231,1
"03104","A010902",20151231,1
"03104","A010608",20151231,1
"03104","A010501",20151231,1
"03104","A010302",20151231,1
"03105","A010707",20151228,1
"03106","B140602",20151230,1
"03107","C040202",20151231,1
"03107","C030309",20151231,1
"03107","C100203",20151231,1
"03107","C030706",20151231,1
"03107","C030101",20151231,1
"03107","C130710",20151231,1
"03107","C150506",20151231,1
"03108","C070103",20151231,1
"03108","C050108",20151231,1
"03108","C150306",20151231,1
"03108","C010110",20151231,1
"03109","A010654",20151231,1
"03109","A010654",20151231,1
"03109","A011004",20151231,1
"03110","A020206",20151228,1
"03111","B120602",20151230,1
"03111","B100305",20151230,1
"03111","B730104",20151230,1
"03111","B110302",20151230,1
"03112","A040215",20151229,1
"03113","A010404",20151230,1
"03113","A070608",20151230,1
"03114","A010613",20151222,1
"03114","A010508",20151222,1
"03114","A010403",20151222,1
"03114","A010403",20151222,1
"03114","A010601",20151222,1
"03114","A040224",20151222,1
"03114","A010613",20151222,1
"03115","A010645",20151225,1
"03116","A010613",20151231,1
"03116","B051206",20151231,1
"03116","B050502",20151231,1
"03116","B730401",20151231,1
"03116","B480401",20151231,1
"03116","B100501",20151231,1
"03117","A010630",20151231,1
"03117","C140311",20151231,1
"03118","A010601",20151231,1
"03119","A010501",20151227,1
"03119","A010301",20151227,1
"03119","A010402",20151227,1
"03119","A010708",20151227,1
"03119","A010404",20151227,1
"03120","A010601",20151231,1
"03120","A010401",20151231,1
"03121","B010207",20151229,1
"03121","B870504",20151229,1
"03121","B010102",20151229,1
"03121","B521301",20151229,1
"03121","B100504",20151229,1
"03121","B100401",20151229,1
"03121","B050503",20151229,1
"03121","B050104",20151229,1
"03121","B010112",20151229,1
"03122","A010106",20151226,1
"03123","A010403",20151227,1
"03123","A011001",20151227,1
"03123","A010101",20151227,1
"03123","A010404",20151227,1
"03124","C010102",20151224,1
"03124","C030310",20151224,1
"03124","C030202",20151224,1
"03124","C170206",20151224,1
"03125","B140201",20151231,1
"03125","B431001",20151231,1
"03125","B140103",20151231,1
"03125","B730402",20151231,1
"03125","B141102",20151231,1
"03125","B140703",20151231,1
"03125","B140601",20151231,1
"03125","B140203",20151231,1
"03125","B210802",20151231,1
"03125","B900103",20151231,1
"03125","B900103",20151231,1
"03126","A010602",20151228,1
"03126","A020113",20151228,1
"03126","A010603",20151228,1
"03127","B100305",20151231,1
"03127","B430105",20151231,1
"03128","A010301",20151223,1
"03128","A040214",20151223,1
"03128","A010404",20151223,1
"03128","A010401",20151223,1
"03128","A010104",20151223,1
"03128","A040601",20151223,1
"03129","C150304",20151231,1
"03129","C170152",20151231,1
"03129","C160203",20151231,1
"03129","C070103",20151231,1
"03129","C010215",20151231,1
"03130","A040225",20151230,1
"03130","A010654",20151230,1
"03131","B100305",20151229,1
"03132","B010206",20151228,1
"03132","B910104",20151228,1
"03132","B460306",20151228,1
"03132","B170203",20151228,1
"03132","B190901",20151228,1
"03132","B051005",20151228,1
"03133","B141305",20151231,1
"03134","B830102",20151226,1
"03134","B140703",20151226,1
"03134","B830103",20151226,1
"03134","B730401",20151226,1
"03135","A050620",20151229,1
"03136","C160920",20151229,1
"03136","C030401",20151229,1
"03137","B380403",20151231,1
"03138","C070101",20151230,1
"03138","C150601",20151230,1
"03138","C150510",20151230,1
"03138","C130105",20151230,1
"03138","C110101",20151230,1
"03138","C150405",20151230,1
"03139","C030109",20151230,1
"03139","C030401",20151230,1
"03139","C120501",20151230,1
"03139","C080301",20151230,1
"03140","A010645",20151231,1
"03141","B670201",20151226,1
"03141","B110701",20151226,1
"03142","B210802",20151218,1
"03142","B100501",20151218,1
"03142","B910202",20151218,1
"03142","B200801",20151218,1
"03142","B010207",20151218,1
"03143","B570205",20151231,1
"03144","C030104",20151230,1
"03145","B900301",20151231,1
"03145","C070202",20151231,1
"03145","C110101",20151231,1
"03145","C030901",20151231,1
"03145","C150101",20151231,1
"03146","B430101",20151231,1
"03146","B120901",20151231,1
"03146","B200801",20151231,1
"03146","B150602",20151231,1
"03146","B150604",20151231,1
"03146","B100501",20151231,1
"03147","A020113",20151210,1
"03148","B140201",20151231,1
"03148","B460501",20151231,1
"03148","B160101",20151231,1
"03148","B061105",20151231,1
"03148","B210802",20151231,1
"03149","A020302",20151230,1
"03149","A020302",20151230,1
"03150","A010404",20151231,1
"03150","A010402",20151231,1
"03150","A010710",20151231,1
"03150","A010103",20151231,1
"03150","A010201",20151231,1
"03150","A010302",20151231,1
"03150","A010604",20151231,1
"03151","B140103",20151231,1
"03151","B740203",20151231,1
"03151","B110203",20151231,1
"03151","B920509",20151231,1
"03151","B750201",20151231,1
"03151","B430601",20151231,1
"03151","B210802",20151231,1
"03151","B160202",20151231,1
"03151","B150401",20151231,1
"03151","B140104",20151231,1
"03151","B111201",20151231,1
"03152","C170701",20151231,1
"03152","C050302",20151231,1
"03153","B670402",20151228,1
"03153","B110301",20151228,1
"03153","B820201",20151228,1
"03153","B110604",20151228,1
"03153","B051206",20151228,1
"03154","A010901",20151231,1
"03154","A010402",20151231,1
"03154","A020303",20151231,1
"03154","A010201",20151231,1
"03154","A010608",20151231,1
"03155","B110304",20151231,1
"03155","B820102",20151231,1
"03155","B790310",20151231,1
"03155","B531101",20151231,1
"03155","B430807",20151231,1
"03155","B050102",20151231,1
"03155","B810301",20151231,1
"03155","B730402",20151231,1
"03155","B470106",20151231,1
"03155","B470104",20151231,1
"03155","B430805",20151231,1
"03155","B430804",20151231,1
"03155","B050106",20151231,1
"03156","C050209",20151231,1
"03156","C010104",20151231,1
"03156","C170701",20151231,1
"03156","C130103",20151231,1
"03156","C040406",20151231,1
"03157","A011004",20151231,1
"03157","A010404",20151231,1
"03157","A010613",20151231,1
"03157","A010304",20151231,1
"03157","A010608",20151231,1
"03158","A011004",20151226,1
"03158","A010613",20151226,1
"03159","A011001",20151231,1
"03160","A090404",20151231,1
"03160","A010707",20151231,1
"03160","A010402",20151231,1
"03160","A010603",20151231,1
"03160","A010613",20151231,1
"03160","A010603",20151231,1
"03160","A010201",20151231,1
"03160","A010706",20151231,1
"03160","A010702",20151231,1
"03160","A010608",20151231,1
"03160","A010501",20151231,1
"03161","A040233",20151231,1
"03162","B480401",20151231,1
"03162","B110604",20151231,1
"03162","B870502",20151231,1
"03162","B870501",20151231,1
"03163","B100104",20151231,1
"03163","B120605",20151231,1
"03163","B730205",20151231,1
"03163","B430602",20151231,1
"03164","A010613",20151225,1
"03164","B281101",20151225,1
"03164","B281203",20151225,1
"03165","B430804",20151231,1
"03165","B830103",20151231,1
"03165","B900102",20151231,1
"03166","C050109",20151231,1
"03166","C010110",20151231,1
"03166","C150801",20151231,1
"03166","C150306",20151231,1
"03166","C150101",20151231,1
"03166","C050212",20151231,1
"03166","C010206",20151231,1
"03167","B200701",20151226,1
"03168","A030101",20151224,1
"03168","A010607",20151224,1
"03169","B890103",20151230,1
"03169","B050101",20151230,1
"03169","B570205",20151230,1
"03169","B810301",20151230,1
"03169","B010112",20151230,1
"03169","B570204",20151230,1
"03169","B430601",20151230,1
"03169","B200703",20151230,1
"03169","B160102",20151230,1
"03169","B150601",20151230,1
"03169","B150401",20151230,1
"03169","B150102",20151230,1
"03170","B430501",20151231,1
"03170","B730401",20151231,1
"03171","B521301",20151231,1
"03171","B730401",20151231,1
"03172","B210803",20151231,1
"03173","A010652",20151229,1
"03174","B230401",20151231,1
"03174","B840303",20151231,1
"03174","B740101",20151231,1
"03174","B510501",20151231,1
"03175","A010201",20151230,1
"03176","C030105",20151231,1
"03176","C050204",20151231,1
"03177","A010101",20151231,1
"03177","A010501",20151231,1
"03177","A050307",20151231,1
"03177","A010606",20151231,1
"03177","A010404",20151231,1
"03177","A010403",20151231,1
"03177","A010201",20151231,1
"03177","A010401",20151231,1
"03177","A040601",20151231,1
"03177","A040601",20151231,1
"03178","A020701",20151229,1
"03179","A040223",20151228,1
"03180","B100305",20151226,1
"03180","B140103",20151226,1
"03181","A010623",20151230,1
"03182","C170206",20151231,1
"03182","C010215",20151231,1
"03182","C150101",20151231,1
"03182","C130302",20151231,1
"03182","C090201",20151231,1
"03183","B150203",20151231,1
"03183","B430804",20151231,1
"03183","B740101",20151231,1
"03183","A040224",20151231,1
"03184","B650103",20151231,1
"03184","B500503",20151231,1
"03184","B740403",20151231,1
"03184","B540502",20151231,1
"03184","B380203",20151231,1
"03184","B160201",20151231,1
"03184","B140203",20151231,1
"03184","B110605",20151231,1
"03184","B100305",20151231,1
"03185","B300101",20151230,1
"03186","B061105",20151230,1
"03186","B760101",20151230,1
"03186","B770603",20151230,1
"03186","B840305",20151230,1
"03187","A010609",20151231,1
"03187","A020101",20151231,1
"03188","B160201",20151231,1
"03188","B840101",20151231,1
"03189","B050106",20151226,1
"03189","B910201",20151226,1
"03189","B740101",20151226,1
"03189","B150102",20151226,1
"03189","B010202",20151226,1
"03189","B920102",20151226,1
"03189","B910103",20151226,1
"03189","B890103",20151226,1
"03189","B820201",20151226,1
"03189","B810301",20151226,1
"03189","B740102",20151226,1
"03189","B520603",20151226,1
"03189","B480303",20151226,1
"03189","B460304",20151226,1
"03189","B160201",20151226,1
"03189","B150402",20151226,1
"03189","B140201",20151226,1
"03189","B100501",20151226,1
"03189","B100305",20151226,1
"03189","B050503",20151226,1
"03189","B050112",20151226,1
"03189","B050101",20151226,1
"03190","C040109",20151231,1
"03190","C120101",20151231,1
"03190","C120202",20151231,1
"03190","C150101",20151231,1
"03190","C080201",20151231,1
"03190","C100203",20151231,1
"03191","A050310",20151230,1
"03191","A020102",20151230,1
"03192","A010101",20151228,1
"03192","A010404",20151228,1
"03193","A020303",20151230,1
"03193","A020701",20151230,1
"03193","A040220",20151230,1
"03193","A020302",20151230,1
"03193","A040225",20151230,1
"03193","A020303",20151230,1
"03194","B160201",20151231,1
"03194","B860404",20151231,1
"03194","B740603",20151231,1
"03194","B730401",20151231,1
"03194","B660406",20151231,1
"03194","B660405",20151231,1
"03194","B660304",20151231,1
"03194","B660301",20151231,1
"03194","B500501",20151231,1
"03194","B200801",20151231,1
"03194","B190902",20151231,1
"03194","B180707",20151231,1
"03194","B190103",20151231,1
"03194","B170203",20151231,1
"03194","B680110",20151231,1
"03194","B330503",20151231,1
"03194","B050503",20151231,1
"03194","B210802",20151231,1
"03194","B010103",20151231,1
"03194","B380404",20151231,1
"03194","B010206",20151231,1
"03195","A080106",20151231,1
"03195","A010613",20151231,1
"03195","A010601",20151231,1
"03195","A010601",20151231,1
"03196","A040214",20151230,1
"03197","B200302",20151230,1
"03198","A020701",20151229,1
"03198","A040214",20151229,1
"03199","A010201",20151231,1
"03199","A010402",20151231,1
"03199","A010302",20151231,1
"03199","A010207",20151231,1
"03200","B110305",20151221,1
"03200","B740101",20151221,1
"03200","B560502",20151221,1
"03200","B470104",20151221,1
"03200","B240302",20151221,1
"03200","B150602",20151221,1
"03201","A020701",20151228,1
"03201","A020701",20151228,1
"03202","C010213",20151231,1
"03202","C030401",20151231,1
"03202","C010110",20151231,1
"03203","C140401",20151230,1
"03203","C070102",20151230,1
"03203","C100203",20151230,1
"03203","C080204",20151230,1
"03204","A010644",20151225,1
"03205","A020302",20151220,1
"03205","A020306",20151220,1
"03205","A020304",20151220,1
"03206","A010903",20151231,1
"03206","A010201",20151231,1
"03206","A010644",20151231,1
"03207","A020304",20151223,1
"03208","A040302",20151231,1
"03208","A040302",20151231,1
"03209","C160309",20151230,1
"03209","C110401",20151230,1
"03210","A020702",20151231,1
"03210","A090201",20151231,1
"03211","B270603",20151231,1
"03211","B100301",20151231,1
"03211","B920509",20151231,1
"03211","B480401",20151231,1
"03211","B100504",20151231,1
"03212","B730401",20151218,1
"03212","B790206",20151218,1
"03212","B770603",20151218,1
"03212","B740503",20151218,1
"03212","B740204",20151218,1
"03212","B730402",20151218,1
"03212","B010102",20151218,1
"03212","B380802",20151218,1
"03212","B051403",20151218,1
"03212","B050502",20151218,1
"03212","B020104",20151218,1
"03212","B020103",20151218,1
"03212","B010206",20151218,1
"03212","B650202",20151218,1
"03212","B730302",20151218,1
"03212","B720106",20151218,1
"03212","B670201",20151218,1
"03212","B330207",20151218,1
"03212","B670205",20151218,1
"03212","B680207",20151218,1
"03212","B680201",20151218,1
"03212","B680103",20151218,1
"03212","B680102",20151218,1
"03212","B890104",20151218,1
"03212","B920101",20151218,1
"03212","B910204",20151218,1
"03212","B910201",20151218,1
"03212","B060901",20151218,1
"03212","B520603",20151218,1
"03212","B470106",20151218,1
"03212","B460301",20151218,1
"03212","B380406",20151218,1
"03212","B380402",20151218,1
"03212","B380201",20151218,1
"03212","B150202",20151218,1
"03212","B140502",20151218,1
"03212","B140103",20151218,1
"03212","B130801",20151218,1
"03212","B111101",20151218,1
"03212","B100501",20151218,1
"03212","B100301",20151218,1
"03212","B051404",20151218,1
"03212","B020102",20151218,1
"03212","B520905",20151218,1
"03212","B380405",20151218,1
"03212","B140206",20151218,1
"03212","B100101",20151218,1
"03212","B050501",20151218,1
"03212","A070603",20151218,1
"03212","A050501",20151218,1
"03212","A050601",20151218,1
"03212","A050207",20151218,1
"03212","A050501",20151218,1
"03212","B521301",20151218,1
"03213","C130106",20151230,1
"03213","C140402",20151230,1
"03213","C150405",20151230,1
"03213","C030704",20151230,1
"03213","C010206",20151230,1
"03213","C010104",20151230,1
"03213","C030105",20151230,1
"03214","A010202",20151224,1
"03215","A040224",20151231,1
"03215","A010613",20151231,1
"03216","C030901",20151231,1
"03217","A020302",20151231,1
"03217","A010604",20151231,1
"03217","A090103",20151231,1
"03217","A090602",20151231,1
"03218","D040109",20151231,1
"03218","B480401",20151231,1
"03218","B140302",20151231,1
"03218","B050503",20151231,1
"03218","B521301",20151231,1
"03218","B460501",20151231,1
"03219","B100504",20151231,1
"03219","B710101",20151231,1
"03219","B910107",20151231,1
"03219","B750201",20151231,1
"03219","B740101",20151231,1
"03219","B380303",20151231,1
"03219","B210802",20151231,1
"03219","B051005",20151231,1
"03220","B380405",20151230,1
"03220","B431003",20151230,1
"03220","B431001",20151230,1
"03221","A010202",20151231,1
"03221","A010402",20151231,1
"03221","A010404",20151231,1
"03221","A010501",20151231,1
"03222","A010707",20151226,1
"03223","A010501",20151214,1
"03223","A010501",20151214,1
"03223","A010302",20151214,1
"03223","A010404",20151214,1
"03223","A010403",20151214,1
"03223","A010613",20151214,1
"03223","A010603",20151214,1
"03223","A010710",20151214,1
"03223","A011004",20151214,1
"03223","A010902",20151214,1
"03224","B720110",20151231,1
"03224","B100501",20151231,1
"03224","B480301",20151231,1
"03225","B100305",20151225,1
"03225","B740204",20151225,1
"03225","B740101",20151225,1
"03225","B140103",20151225,1
"03226","B160201",20151231,1
"03226","B890103",20151231,1
"03227","A010302",20151230,1
"03227","A010404",20151230,1
"03228","A020103",20151229,1
"03229","C050209",20151230,1
"03229","C030104",20151230,1
"03229","C170206",20151230,1
"03229","C030808",20151230,1
"03229","C030701",20151230,1
"03229","C030404",20151230,1
"03230","B160102",20151231,1
"03230","B140103",20151231,1
"03230","B740203",20151231,1
"03230","B720110",20151231,1
"03230","B521301",20151231,1
"03230","B180903",20151231,1
"03230","B140202",20151231,1
"03230","B140201",20151231,1
"03231","C030401",20151231,1
"03231","C170206",20151231,1
"03231","C150101",20151231,1
"03231","C130504",20151231,1
"03231","C100203",20151231,1
"03231","C070202",20151231,1
"03231","C050108",20151231,1
"03231","C030703",20151231,1
"03231","C170216",20151231,1
"03231","C030206",20151231,1
"03231","C010103",20151231,1
"03231","C170701",20151231,1
