,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×
1609,29290.0,163761.0,203878.0,37528.0,100.0,444.0,6.0,27.0,2928985.0,72710090.0,1223265.0,1013261.0
1610,12567.0,40079.0,,8419.0,473.0,34.0,,2.0,5944422.0,1362670.0,,16837.0
1611,7884.0,53054.0,,12430.0,1544.0,80.0,,15.0,12173588.0,4244284.0,,186455.0
1612,14367.0,45099.0,,15059.0,615.0,38.0,,18.0,8835480.0,1713779.0,,271060.0
1613,7755.0,102475.0,100953.0,17443.0,1995.0,155.0,5.0,41.0,15470354.0,15883610.0,504765.0,715156.0
1614,12410.0,57121.0,,17753.0,349.0,86.0,,64.0,4331220.0,4912369.0,,1136192.0
1615,22251.0,169665.0,109233.0,25381.0,2567.0,260.0,2.0,73.0,57117814.0,44113015.0,218465.0,1852809.0
1616,23538.0,259434.0,270019.0,29268.0,668.0,145.0,12.0,60.0,15723056.0,37617885.0,3240222.0,1756067.0
1617,90227.0,448297.0,976418.0,55865.0,354.0,316.0,6.0,6.0,31940348.0,141661808.0,5858507.0,335189.0
1618,26961.0,478274.0,1504470.0,47301.0,106.0,271.0,40.0,68.0,2857862.0,129612313.0,60178800.0,3216485.0
1619,12217.0,162593.0,546894.0,14267.0,1367.0,73.0,1.0,15.0,16700290.0,11869277.0,546894.0,214002.0
1620,11125.0,122456.0,29745.0,21175.0,799.0,127.0,1.0,103.0,8888889.0,15551923.0,29745.0,2180982.0
1621,11992.0,91076.0,155318.0,11538.0,1192.0,138.0,17.0,120.0,14294909.0,12568419.0,2640398.0,1384579.0
1622,5564.0,22626.0,,,2550.0,56.0,,,14189161.0,1267049.0,,
1623,6285.0,39652.0,,1854.0,1115.0,69.0,,3.0,7007758.0,2735986.0,,5563.0
1624,10810.0,116957.0,339048.0,66139.0,471.0,139.0,4.0,18.0,5091720.0,16257064.0,1356190.0,1190501.0
1625,7069.0,49871.0,,30502.0,1453.0,163.0,,39.0,10271732.0,8129037.0,,1189576.0
1626,7928.0,52210.0,421814.0,20814.0,562.0,122.0,1.0,17.0,4455746.0,6369671.0,421814.0,353836.0
1627,9070.0,19310.0,,5311.0,990.0,24.0,,2.0,8979004.0,463446.0,,10621.0
1628,33088.0,157444.0,1234421.0,22128.0,546.0,237.0,41.0,86.0,18066092.0,37314166.0,50611242.0,1903042.0
1629,2932.0,79865.0,,11384.0,2603.0,104.0,,8.0,7632304.0,8305948.0,,91072.0
1630,12724.0,302396.0,1108315.0,31510.0,727.0,451.0,24.0,94.0,9250662.0,136380679.0,26599554.0,2961912.0
1631,9872.0,129370.0,590325.0,24592.0,606.0,177.0,1.0,70.0,5982512.0,22898522.0,590325.0,1721409.0
1632,5708.0,87104.0,445987.0,35577.0,2053.0,70.0,1.0,11.0,11717884.0,6097293.0,445987.0,391348.0
1633,3607.0,59158.0,,12513.0,2979.0,76.0,,4.0,10744780.0,4495991.0,,50051.0
1634,5946.0,,,8957.0,49.0,,,1.0,291366.0,,,8957.0
1635,13432.0,188005.0,4296436.0,41888.0,335.0,277.0,1.0,15.0,4499839.0,52077480.0,4296436.0,628314.0
1636,4551.0,44068.0,,4571.0,2154.0,42.0,,38.0,9803529.0,1850846.0,,173684.0
1637,13420.0,284365.0,335573.0,30374.0,393.0,248.0,4.0,36.0,5273897.0,70522405.0,1342290.0,1093480.0
1638,35988.0,252986.0,2731941.0,58187.0,311.0,360.0,11.0,40.0,11192379.0,91075033.0,30051346.0,2327479.0
1639,20228.0,73861.0,,10863.0,125.0,248.0,,44.0,2528529.0,18317561.0,,477950.0
1640,15275.0,270320.0,726511.0,23453.0,372.0,281.0,11.0,28.0,5682462.0,75959810.0,7991618.0,656685.0
1641,148209.0,474134.0,489754.0,28577.0,815.0,233.0,6.0,32.0,120790465.0,110473138.0,2938522.0,914456.0
1642,6996.0,83780.0,133369.0,15319.0,482.0,459.0,13.0,76.0,3372236.0,38455181.0,1733798.0,1164248.0
1643,6629.0,49750.0,,31755.0,1348.0,202.0,,19.0,8935400.0,10049422.0,,603338.0
1644,7959.0,80648.0,,7174.0,2651.0,103.0,,138.0,21098640.0,8306717.0,,990022.0
1645,3964.0,12066.0,,17418.0,1545.0,13.0,,1.0,6123762.0,156852.0,,17418.0
1646,9940.0,263890.0,2384881.0,23738.0,958.0,309.0,6.0,52.0,9522626.0,81542062.0,14309283.0,1234354.0
1647,8475.0,87596.0,112920.0,10464.0,985.0,175.0,4.0,58.0,8348127.0,15329267.0,451681.0,606935.0
1648,10384.0,121771.0,103451.0,23701.0,1364.0,126.0,3.0,85.0,14163588.0,15343191.0,310353.0,2014568.0
1649,3788.0,13844.0,,11369.0,3187.0,119.0,,23.0,12072503.0,1647444.0,,261491.0
1650,12375.0,33156.0,,9963.0,812.0,130.0,,61.0,10048454.0,4310314.0,,607734.0
1651,7027.0,75683.0,,41782.0,1169.0,46.0,,93.0,8215022.0,3481402.0,,3885754.0
1652,6173.0,224827.0,592643.0,19546.0,1307.0,425.0,12.0,21.0,8067946.0,95551277.0,7111716.0,410462.0
1653,11118.0,121393.0,267654.0,21502.0,704.0,313.0,5.0,60.0,7827159.0,37996107.0,1338268.0,1290135.0
1654,14613.0,135219.0,266164.0,19553.0,1223.0,166.0,2.0,64.0,17871981.0,22446355.0,532327.0,1251374.0
1655,4771.0,13767.0,,13245.0,2552.0,20.0,,3.0,12175539.0,275334.0,,39734.0
1656,2613.0,164436.0,,8298.0,2057.0,44.0,,19.0,5375033.0,7235191.0,,157657.0
1657,18292.0,44412.0,128359.0,18081.0,913.0,47.0,1.0,25.0,16700701.0,2087376.0,128359.0,452019.0
1658,9586.0,155619.0,145401.0,33301.0,626.0,158.0,12.0,9.0,6000679.0,24587754.0,1744810.0,299711.0
1659,7634.0,130780.0,314225.0,19178.0,1517.0,306.0,14.0,80.0,11580763.0,40018812.0,4399154.0,1534240.0
1660,7262.0,41896.0,314827.0,22398.0,803.0,49.0,1.0,9.0,5831117.0,2052902.0,314827.0,201585.0
1661,5781.0,27411.0,4920.0,8905.0,1634.0,74.0,1.0,71.0,9446870.0,2028439.0,4920.0,632275.0
1662,16854.0,248390.0,358582.0,15318.0,899.0,262.0,18.0,36.0,15151892.0,65078230.0,6454469.0,551459.0
1663,7131.0,92323.0,1209654.0,32249.0,3844.0,194.0,8.0,36.0,27410024.0,17910731.0,9677229.0,1160976.0
1664,11385.0,248089.0,2516982.0,14708.0,712.0,166.0,52.0,41.0,8106092.0,41182720.0,130883046.0,603037.0
1665,7062.0,26921.0,,7927.0,1570.0,98.0,,4.0,11086698.0,2638294.0,,31707.0
1666,11908.0,105516.0,310017.0,16753.0,428.0,319.0,15.0,18.0,5096434.0,33659540.0,4650251.0,301547.0
1667,9484.0,86132.0,,9155.0,1674.0,97.0,,12.0,15876682.0,8354758.0,,109861.0
1668,33346.0,168987.0,553433.0,21822.0,850.0,281.0,1.0,53.0,28344076.0,47485309.0,553433.0,1156578.0
1669,8253.0,23341.0,,6778.0,1455.0,35.0,,133.0,12007741.0,816937.0,,901444.0
1670,6999.0,38539.0,42081.0,32168.0,1063.0,268.0,2.0,44.0,7439652.0,10328410.0,84162.0,1415396.0
1671,22593.0,241686.0,1482298.0,28849.0,559.0,270.0,9.0,14.0,12629637.0,65255120.0,13340683.0,403884.0
1672,2769.0,88327.0,,,1626.0,4.0,,,4501861.0,353306.0,,
1673,24639.0,150180.0,59135.0,27539.0,288.0,255.0,6.0,46.0,7096010.0,38296001.0,354808.0,1266771.0
1674,14971.0,54846.0,403279.0,11714.0,1709.0,94.0,1.0,7.0,25585110.0,5155549.0,403279.0,81996.0
1675,18903.0,177855.0,,29805.0,329.0,265.0,,25.0,6219078.0,47131556.0,,745132.0
1676,6856.0,74865.0,85109.0,6712.0,1791.0,77.0,2.0,143.0,12279171.0,5764624.0,170217.0,959806.0
1677,5350.0,43720.0,1207420.0,20887.0,1307.0,125.0,5.0,32.0,6992308.0,5465002.0,6037100.0,668378.0
1678,14329.0,147035.0,270648.0,7174.0,547.0,322.0,42.0,6.0,7837850.0,47345134.0,11367229.0,43045.0
1679,18728.0,144791.0,197866.0,21805.0,685.0,229.0,9.0,90.0,12828963.0,33157127.0,1780797.0,1962459.0
1680,16884.0,147072.0,,18554.0,685.0,38.0,,10.0,11565480.0,5588727.0,,185536.0
1681,34713.0,184567.0,1768706.0,56487.0,424.0,207.0,8.0,35.0,14718143.0,38205282.0,14149651.0,1977043.0
1682,15455.0,243107.0,412478.0,33480.0,429.0,346.0,13.0,28.0,6630262.0,84115135.0,5362218.0,937446.0
1683,12637.0,86243.0,20912.0,11187.0,769.0,221.0,2.0,96.0,9718134.0,19059807.0,41824.0,1073987.0
1684,9538.0,288493.0,255860.0,25713.0,1257.0,149.0,13.0,109.0,11989172.0,42985525.0,3326185.0,2802767.0
1685,13283.0,159328.0,60261.0,35384.0,697.0,449.0,4.0,32.0,9258525.0,71538145.0,241044.0,1132292.0
1686,56572.0,97407.0,,12276.0,16.0,20.0,,2.0,905154.0,1948130.0,,24552.0
1687,6447.0,94404.0,10723.0,27220.0,2354.0,60.0,1.0,24.0,15175361.0,5664257.0,10723.0,653279.0
1688,12236.0,347700.0,,18411.0,1688.0,355.0,,87.0,20654048.0,123433423.0,,1601741.0
1689,5286.0,40991.0,,11954.0,1784.0,24.0,,11.0,9430481.0,983777.0,,131492.0
1690,4842.0,51153.0,,5912.0,2140.0,19.0,,35.0,10362815.0,971916.0,,206924.0
1691,15354.0,256486.0,466118.0,40914.0,620.0,388.0,4.0,17.0,9519337.0,99516568.0,1864470.0,695536.0
1692,7519.0,277808.0,265953.0,19976.0,1468.0,139.0,3.0,35.0,11038448.0,38615298.0,797860.0,699143.0
1693,10522.0,86087.0,170630.0,19444.0,653.0,124.0,2.0,72.0,6870549.0,10674844.0,341259.0,1399992.0
1694,6093.0,40011.0,,13013.0,1736.0,125.0,,136.0,10576809.0,5001348.0,,1769757.0
1695,11732.0,264199.0,710882.0,35328.0,643.0,247.0,4.0,17.0,7543789.0,65257068.0,2843526.0,600571.0
1696,9989.0,232246.0,691264.0,23491.0,332.0,222.0,5.0,87.0,3316285.0,51558679.0,3456322.0,2043720.0
1697,5214.0,56806.0,,7240.0,1788.0,88.0,,45.0,9322214.0,4998941.0,,325800.0
1698,9779.0,30769.0,16057.0,10829.0,1035.0,54.0,3.0,65.0,10121227.0,1661548.0,48170.0,703901.0
1699,5117.0,270908.0,1468137.0,17800.0,4132.0,333.0,20.0,99.0,21144588.0,90212239.0,29362741.0,1762245.0
1700,8717.0,32807.0,,5723.0,811.0,54.0,,7.0,7069819.0,1771599.0,,40064.0
1701,6390.0,28874.0,,9376.0,1391.0,56.0,,10.0,8889008.0,1616918.0,,93756.0
1702,27072.0,420730.0,2494674.0,34381.0,469.0,287.0,103.0,54.0,12696910.0,120749649.0,256951375.0,1856599.0
1703,6487.0,19950.0,,47809.0,1017.0,81.0,,87.0,6596934.0,1615920.0,,4159358.0
1704,4231.0,30403.0,,,3390.0,16.0,,,14343557.0,486455.0,,
1705,19454.0,111394.0,,82017.0,744.0,30.0,,23.0,14474049.0,3341818.0,,1886393.0
1706,4958.0,41545.0,,9090.0,1676.0,49.0,,14.0,8308869.0,2035685.0,,127264.0
1707,7113.0,133809.0,94498.0,14074.0,1518.0,143.0,16.0,66.0,10798052.0,19134640.0,1511975.0,928899.0
1708,5248.0,144481.0,,26680.0,2588.0,95.0,,19.0,13582182.0,13725719.0,,506912.0
1709,11559.0,214735.0,3999369.0,46975.0,356.0,256.0,8.0,14.0,4114865.0,54972253.0,31994955.0,657655.0
1710,11144.0,33393.0,196811.0,22147.0,803.0,119.0,1.0,29.0,8948275.0,3973779.0,196811.0,642259.0
1711,6337.0,45953.0,,6536.0,1128.0,34.0,,24.0,7148552.0,1562399.0,,156860.0
1712,2436.0,53941.0,,8868.0,1837.0,23.0,,1.0,4475506.0,1240653.0,,8868.0
1713,9490.0,159811.0,3987275.0,13723.0,889.0,239.0,2.0,26.0,8437040.0,38194855.0,7974549.0,356810.0
1714,9816.0,51654.0,,20289.0,878.0,165.0,,96.0,8618863.0,8522873.0,,1947697.0
1715,7719.0,22936.0,,9091.0,1322.0,56.0,,16.0,10204697.0,1284394.0,,145463.0
1716,10461.0,79183.0,,26341.0,761.0,318.0,,18.0,7960900.0,25180280.0,,474129.0
1717,3976.0,24182.0,,220644.0,1149.0,45.0,,1.0,4568840.0,1088198.0,,220644.0
1718,13556.0,82343.0,113363.0,15853.0,1067.0,124.0,1.0,24.0,14464766.0,10210582.0,113363.0,380460.0
1719,6341.0,34936.0,,12024.0,1006.0,221.0,,30.0,6378968.0,7720948.0,,360730.0
1720,5063.0,38848.0,35687.0,6941.0,981.0,83.0,2.0,22.0,4966969.0,3224401.0,71373.0,152708.0
1721,7355.0,47126.0,,20595.0,1149.0,44.0,,41.0,8451320.0,2073543.0,,844395.0
1722,17494.0,92979.0,184946.0,26968.0,1245.0,141.0,4.0,100.0,21780285.0,13110058.0,739782.0,2696815.0
1723,25275.0,728579.0,5309341.0,17492.0,580.0,283.0,4.0,82.0,14659645.0,206187894.0,21237363.0,1434344.0
1724,6932.0,107468.0,,6004.0,443.0,65.0,,160.0,3070802.0,6985417.0,,960567.0
1725,11181.0,234767.0,36715.0,25171.0,420.0,386.0,3.0,21.0,4696034.0,90620116.0,110145.0,528590.0
1726,4684.0,59490.0,34775.0,6048.0,726.0,82.0,2.0,31.0,3400230.0,4878145.0,69550.0,187481.0
1727,5808.0,72810.0,,3942.0,2327.0,18.0,,1.0,13514491.0,1310580.0,,3942.0
1728,38992.0,360411.0,2061442.0,47412.0,379.0,423.0,7.0,64.0,14777916.0,152453920.0,14430096.0,3034375.0
1729,13213.0,45345.0,52996.0,11901.0,895.0,66.0,2.0,9.0,11826026.0,2992753.0,105991.0,107111.0
1730,7848.0,251690.0,59670.0,9691.0,1217.0,59.0,1.0,9.0,9551556.0,14849699.0,59670.0,87215.0
1731,40209.0,187008.0,968868.0,29990.0,644.0,172.0,1.0,34.0,25894886.0,32165414.0,968868.0,1019672.0
1732,5279.0,67568.0,24260.0,18163.0,1385.0,154.0,7.0,115.0,7311754.0,10405509.0,169823.0,2088789.0
1733,14245.0,789967.0,1415966.0,16924.0,835.0,354.0,59.0,48.0,11894511.0,279648450.0,83542012.0,812346.0
1734,4143.0,21000.0,,16763.0,2718.0,43.0,,14.0,11261962.0,903010.0,,234687.0
1735,7030.0,39558.0,30090.0,21553.0,1849.0,270.0,5.0,17.0,12998962.0,10680594.0,150452.0,366398.0
1736,5473.0,109431.0,199146.0,29682.0,3275.0,199.0,5.0,21.0,17924647.0,21776830.0,995728.0,623319.0
1737,5512.0,22352.0,,17587.0,1411.0,36.0,,18.0,7777613.0,804682.0,,316560.0
1738,12034.0,299380.0,647524.0,23012.0,711.0,406.0,16.0,77.0,8556448.0,121548171.0,10360384.0,1771945.0
1739,48277.0,234067.0,344767.0,26396.0,336.0,207.0,4.0,40.0,16220968.0,48451916.0,1379067.0,1055833.0
1740,10228.0,70066.0,,37759.0,844.0,107.0,,33.0,8632326.0,7497065.0,,1246041.0
1741,12290.0,176164.0,1134167.0,16936.0,615.0,308.0,8.0,36.0,7558276.0,54258621.0,9073332.0,609694.0
1742,4319.0,6233.0,,96511.0,2836.0,6.0,,1.0,12248038.0,37398.0,,96511.0
1743,4751.0,121993.0,,,1509.0,20.0,,,7169220.0,2439856.0,,
1744,6085.0,35520.0,,39908.0,2145.0,29.0,,1.0,13052834.0,1030091.0,,39908.0
1745,8662.0,172226.0,807182.0,48314.0,961.0,227.0,72.0,70.0,8323856.0,39095282.0,58117108.0,3381997.0
1746,6869.0,27097.0,39730.0,8912.0,1618.0,166.0,2.0,8.0,11114464.0,4498021.0,79460.0,71295.0
1747,9467.0,115204.0,882965.0,11586.0,918.0,247.0,32.0,91.0,8690606.0,28455367.0,28254866.0,1054337.0
1748,40483.0,175334.0,600578.0,24409.0,873.0,182.0,53.0,34.0,35341721.0,31910858.0,31830638.0,829900.0
1749,12714.0,129305.0,551893.0,17066.0,764.0,128.0,6.0,56.0,9713295.0,16551092.0,3311358.0,955683.0
1750,5710.0,91647.0,,8326.0,1316.0,61.0,,79.0,7513769.0,5590478.0,,657778.0
1751,9270.0,60904.0,31926.0,26637.0,1002.0,31.0,1.0,5.0,9288971.0,1888013.0,31926.0,133185.0
1752,23904.0,31769.0,,7752.0,1582.0,67.0,,11.0,37815901.0,2128512.0,,85268.0
1753,17927.0,98469.0,140449.0,8131.0,648.0,122.0,5.0,48.0,11616934.0,12013265.0,702246.0,390296.0
1754,94313.0,381047.0,1852645.0,39783.0,206.0,277.0,93.0,75.0,19428388.0,105550052.0,172295946.0,2983709.0
1755,6576.0,45208.0,,11080.0,982.0,44.0,,60.0,6457327.0,1989145.0,,664780.0
1756,11595.0,108290.0,5064425.0,11996.0,949.0,252.0,6.0,42.0,11003252.0,27289071.0,30386551.0,503833.0
1757,3995.0,24305.0,,8505.0,1586.0,70.0,,21.0,6336427.0,1701362.0,,178600.0
1758,4300.0,43308.0,,27400.0,3184.0,22.0,,6.0,13690070.0,952767.0,,164397.0
1759,10078.0,59263.0,361145.0,17435.0,702.0,186.0,2.0,44.0,7074691.0,11022989.0,722290.0,767152.0
1760,10773.0,173708.0,166138.0,37402.0,389.0,437.0,6.0,25.0,4190687.0,75910445.0,996827.0,935041.0
1761,7244.0,78237.0,,,12.0,26.0,,,86924.0,2034168.0,,
1762,17071.0,62287.0,26809.0,35589.0,457.0,59.0,1.0,1.0,7801443.0,3674931.0,26809.0,35589.0
1763,7533.0,86209.0,,18349.0,964.0,332.0,,169.0,7262229.0,28621350.0,,3100968.0
1764,10439.0,94679.0,,17049.0,625.0,159.0,,85.0,6524390.0,15053909.0,,1449175.0
1765,6418.0,22768.0,,12452.0,1629.0,111.0,,17.0,10455551.0,2527250.0,,211687.0
1766,66750.0,360702.0,2268846.0,22147.0,209.0,365.0,18.0,76.0,13950802.0,131656340.0,40839235.0,1683188.0
1767,4346.0,37503.0,74494.0,77747.0,1696.0,68.0,1.0,14.0,7371363.0,2550192.0,74494.0,1088462.0
1768,4201.0,90055.0,14688.0,45269.0,1510.0,50.0,1.0,15.0,6342897.0,4502728.0,14688.0,679042.0
1769,7846.0,146226.0,,9930.0,595.0,72.0,,65.0,4668388.0,10528240.0,,645453.0
1770,67462.0,205468.0,1285731.0,30760.0,499.0,127.0,28.0,7.0,33663618.0,26094497.0,36000464.0,215318.0
1771,6091.0,80608.0,24787.0,13332.0,1636.0,123.0,2.0,56.0,9964191.0,9914831.0,49574.0,746596.0
1772,6397.0,27289.0,157672.0,11401.0,926.0,32.0,1.0,16.0,5923517.0,873234.0,157672.0,182418.0
1773,5419.0,41303.0,,16691.0,1035.0,16.0,,8.0,5608307.0,660853.0,,133525.0
1774,5029.0,14776.0,,3924.0,1636.0,58.0,,8.0,8228151.0,857013.0,,31395.0
1775,6023.0,137191.0,4312482.0,131616.0,2399.0,42.0,3.0,2.0,14450188.0,5762021.0,12937447.0,263232.0
1776,13292.0,36618.0,,11644.0,897.0,56.0,,21.0,11922925.0,2050583.0,,244528.0
1777,11114.0,232012.0,,31878.0,336.0,231.0,,47.0,3734343.0,53594805.0,,1498269.0
1778,6151.0,28810.0,,11085.0,1526.0,11.0,,4.0,9386239.0,316907.0,,44340.0
1779,9453.0,82246.0,166305.0,14597.0,973.0,109.0,1.0,25.0,9197436.0,8964865.0,166305.0,364927.0
1780,18852.0,370312.0,,153662.0,541.0,420.0,,3.0,10198920.0,155530970.0,,460987.0
1781,24515.0,212834.0,575857.0,17008.0,550.0,308.0,23.0,20.0,13482975.0,65552942.0,13244722.0,340158.0
1782,41328.0,422179.0,1129871.0,31844.0,268.0,214.0,7.0,60.0,11075896.0,90346356.0,7909099.0,1910622.0
1783,9940.0,609313.0,2890633.0,28069.0,511.0,127.0,13.0,53.0,5079486.0,77382804.0,37578231.0,1487667.0
1784,26795.0,239139.0,1643434.0,16975.0,209.0,411.0,42.0,28.0,5600091.0,98286056.0,69024246.0,475291.0
1785,18474.0,287417.0,,36656.0,649.0,355.0,,20.0,11989477.0,102033186.0,,733111.0
1786,15430.0,302991.0,2209752.0,42095.0,704.0,196.0,4.0,25.0,10862698.0,59386218.0,8839007.0,1052386.0
1787,4376.0,36849.0,,26339.0,2475.0,61.0,,4.0,10830388.0,2247760.0,,105357.0
1788,27490.0,124703.0,83093.0,21554.0,365.0,290.0,5.0,28.0,10033792.0,36163803.0,415466.0,603507.0
1789,5783.0,107623.0,3162588.0,12427.0,1272.0,80.0,7.0,138.0,7356032.0,8609859.0,22138114.0,1714946.0
1790,7022.0,33274.0,8262.0,16763.0,1453.0,148.0,1.0,56.0,10203503.0,4924558.0,8262.0,938735.0
1791,53248.0,246134.0,1334455.0,60029.0,284.0,255.0,9.0,54.0,15122573.0,62764291.0,12010099.0,3241554.0
1792,14417.0,205761.0,196302.0,27443.0,951.0,180.0,2.0,43.0,13710686.0,37036957.0,392603.0,1180044.0
1793,7976.0,172340.0,93045.0,18449.0,435.0,68.0,1.0,44.0,3469377.0,11719151.0,93045.0,811760.0
1794,8066.0,147981.0,4854147.0,39931.0,2072.0,45.0,2.0,71.0,16713669.0,6659157.0,9708293.0,2835107.0
1795,25183.0,136174.0,182325.0,38877.0,504.0,89.0,1.0,47.0,12692311.0,12119507.0,182325.0,1827233.0
1796,33752.0,137016.0,120845.0,111620.0,52.0,576.0,3.0,53.0,1755114.0,78921155.0,362535.0,5915878.0
1797,7871.0,41049.0,13303.0,10832.0,924.0,137.0,2.0,99.0,7272746.0,5623677.0,26605.0,1072357.0
1798,17289.0,213716.0,410511.0,55043.0,660.0,346.0,10.0,21.0,11410813.0,73945589.0,4105114.0,1155913.0
1799,3774.0,20581.0,,12298.0,2309.0,44.0,,3.0,8714356.0,905547.0,,36895.0
1800,5265.0,29544.0,,31612.0,1962.0,63.0,,6.0,10328970.0,1861293.0,,189669.0
1801,12095.0,185128.0,510562.0,31533.0,438.0,276.0,3.0,56.0,5297513.0,51095270.0,1531685.0,1765846.0
1802,7227.0,74269.0,608127.0,12915.0,1165.0,76.0,4.0,41.0,8418905.0,5644446.0,2432508.0,529526.0
1803,11537.0,382598.0,1471891.0,9144.0,468.0,263.0,33.0,19.0,5399328.0,100623372.0,48572399.0,173740.0
1804,10145.0,168416.0,150257.0,16080.0,1157.0,212.0,4.0,108.0,11738110.0,35704272.0,601027.0,1736645.0
1805,7087.0,91804.0,,33175.0,1666.0,13.0,,2.0,11806963.0,1193454.0,,66350.0
1806,5319.0,38610.0,55369.0,22625.0,1615.0,93.0,2.0,26.0,8590844.0,3590733.0,110738.0,588245.0
1807,7796.0,44577.0,8043.0,9134.0,1908.0,96.0,2.0,74.0,14874915.0,4279389.0,16085.0,675925.0
1808,5295.0,114675.0,43366.0,16690.0,1263.0,318.0,1.0,18.0,6688073.0,36466492.0,43366.0,300413.0
1809,13582.0,115675.0,171202.0,28903.0,419.0,189.0,5.0,24.0,5690657.0,21862583.0,856008.0,693683.0
1810,6201.0,102318.0,,17559.0,1545.0,188.0,,1.0,9580849.0,19235866.0,,17559.0
1811,2930.0,7508.0,,8043.0,1892.0,12.0,,1.0,5544395.0,90100.0,,8043.0
1812,8973.0,234903.0,1472975.0,25095.0,1936.0,276.0,40.0,56.0,17371234.0,64833331.0,58919010.0,1405331.0
1813,12435.0,79568.0,113737.0,16971.0,745.0,282.0,1.0,31.0,9263844.0,22438272.0,113737.0,526114.0
1814,5813.0,31620.0,,,1613.0,10.0,,,9375719.0,316201.0,,
1815,26591.0,182948.0,417269.0,11727.0,422.0,301.0,12.0,65.0,11221458.0,55067336.0,5007223.0,762245.0
1816,40332.0,189712.0,412928.0,20959.0,439.0,155.0,3.0,54.0,17705646.0,29405411.0,1238785.0,1131789.0
1817,7668.0,75479.0,,13402.0,1551.0,70.0,,35.0,11893058.0,5283545.0,,469054.0
1818,7622.0,49961.0,,11356.0,1161.0,143.0,,35.0,8848611.0,7144432.0,,397476.0
1819,5477.0,29882.0,63268.0,19547.0,1476.0,55.0,1.0,36.0,8084456.0,1643536.0,63268.0,703687.0
1820,7059.0,85481.0,,,1454.0,14.0,,,10263683.0,1196731.0,,
1821,15438.0,107755.0,,17867.0,400.0,193.0,,13.0,6175206.0,20796701.0,,232269.0
1822,6930.0,19776.0,108917.0,6552.0,718.0,147.0,3.0,37.0,4975755.0,2907141.0,326751.0,242421.0
1823,14031.0,188990.0,,27467.0,652.0,203.0,,33.0,9148175.0,38364961.0,,906426.0
1824,7432.0,74691.0,,18315.0,932.0,74.0,,21.0,6926645.0,5527132.0,,384617.0
1825,27023.0,104409.0,275501.0,33829.0,629.0,270.0,25.0,30.0,16997335.0,28190500.0,6887522.0,1014868.0
1826,28154.0,228217.0,1131494.0,39131.0,649.0,331.0,4.0,4.0,18271736.0,75539888.0,4525976.0,156524.0
1827,7130.0,37238.0,,10405.0,513.0,34.0,,26.0,3657489.0,1266079.0,,270530.0
1828,7721.0,139983.0,52155.0,22704.0,2573.0,449.0,3.0,81.0,19865264.0,62852328.0,156464.0,1839035.0
1829,7819.0,130606.0,1150441.0,18160.0,1220.0,283.0,10.0,49.0,9539501.0,36961388.0,11504412.0,889852.0
1830,11341.0,60434.0,128815.0,10864.0,742.0,87.0,6.0,39.0,8414711.0,5257792.0,772891.0,423683.0
1831,6791.0,30541.0,,6675.0,725.0,102.0,,1.0,4923443.0,3115204.0,,6675.0
1832,2907.0,5448.0,44937.0,3459.0,2851.0,137.0,1.0,1.0,8287481.0,746416.0,44937.0,3459.0
1833,6000.0,43964.0,,23167.0,2716.0,79.0,,21.0,16296549.0,3473120.0,,486517.0
1834,15080.0,99392.0,735394.0,16938.0,666.0,317.0,12.0,23.0,10043559.0,31507140.0,8824726.0,389570.0
1835,8573.0,37523.0,56411.0,12765.0,891.0,216.0,5.0,185.0,7638606.0,8104887.0,282054.0,2361573.0
1836,5868.0,31453.0,32661.0,8325.0,2538.0,68.0,1.0,47.0,14893182.0,2138804.0,32661.0,391275.0
1837,8744.0,66343.0,2282213.0,7503.0,4113.0,62.0,1.0,23.0,35965314.0,4113235.0,2282213.0,172564.0
1838,9981.0,69355.0,515154.0,25723.0,574.0,196.0,8.0,102.0,5728909.0,13593494.0,4121232.0,2623733.0
1839,6830.0,21530.0,,3978.0,1755.0,57.0,,3.0,11987326.0,1227185.0,,11934.0
1840,4547.0,32106.0,,443799.0,2201.0,12.0,,1.0,10007114.0,385277.0,,443799.0
1841,28022.0,45774.0,8868.0,11578.0,840.0,199.0,1.0,27.0,23538656.0,9109125.0,8868.0,312605.0
1842,19124.0,245727.0,75721.0,101637.0,660.0,682.0,2.0,47.0,12621973.0,167586044.0,151441.0,4776922.0
1843,18834.0,280421.0,611603.0,13468.0,171.0,408.0,6.0,22.0,3220589.0,114411935.0,3669620.0,296302.0
1844,17256.0,231741.0,323786.0,54688.0,175.0,269.0,1.0,57.0,3019835.0,62338221.0,323786.0,3117191.0
1845,4935.0,26815.0,,14225.0,2920.0,132.0,,11.0,14408812.0,3539644.0,,156479.0
1846,4955.0,29289.0,100580.0,9082.0,1619.0,84.0,3.0,65.0,8021822.0,2460250.0,301740.0,590330.0
1847,10482.0,238573.0,880354.0,8447.0,406.0,127.0,13.0,125.0,4255517.0,30298827.0,11444608.0,1055847.0
