"고객번호","ROUND(구매금액/구매횟수)"
"04061",13218
"04062",4381
"04063",6501
"04064",7278
"04065",11474
"04066",6694
"04067",11937
"04068",11162
"04069",10881
"04070",5274
"04071",3648
"04072",25350
"04073",16690
"04074",6750
"04075",29077
"04076",7807
"04077",9119
"04078",16677
"04079",11389
"04080",6770
"04081",4795
"04082",10783
"04083",9240
"04084",16521
"04085",11828
"04086",8326
"04087",7337
"04088",3868
"04089",24026
"04090",8949
"04091",7140
"04092",8242
"04093",6896
"04094",10033
"04095",35398
"04096",9833
"04097",12678
"04098",7230
"04099",8324
"04100",6851
"04101",11242
"04102",6721
"04103",4175
"04104",16806
"04105",6002
"04106",9446
"04107",8425
"04108",5417
"04109",25300
"04110",4554
"04111",20304
"04112",7338
"04113",4325
"04114",4956
"04115",8657
"04116",23878
"04117",39296
"04118",8415
"04119",19410
"04120",11037
"04121",22088
"04122",12405
"04123",7612
"04124",5013
"04125",94416
"04126",6602
"04127",11140
"04128",6097
"04129",13146
"04130",5855
"04131",11012
"04132",5947
"04133",32470
"04134",16880
"04135",13499
"04136",8538
"04137",7090
"04138",11146
"04139",14717
"04140",20016
"04141",8427
"04142",13331
"04143",5089
"04144",7613
"04145",9759
"04146",6469
"04147",13734
"04148",10881
"04149",5058
"04150",6263
"04151",6276
"04152",6360
"04153",15282
"04154",6637
"04155",18690
"04156",28906
"04157",7488
"04158",17841
"04159",4410
"04160",3310
"04161",19423
"04162",6631
"04163",13008
"04164",3865
"04165",16632
"04166",16836
"04167",7092
"04168",5739
"04169",13179
"04170",2771
"04171",7925
"04172",5992
"04173",4062
"04174",12191
"04175",10125
"04176",7702
"04177",9801
"04178",16606
"04179",5107
"04180",6622
"04181",11072
"04182",8493
"04183",5370
"04184",11788
"04185",7482
"04186",5994
"04187",14812
"04188",4572
"04189",5359
"04190",8381
"04191",6775
"04192",34838
"04193",22425
"04194",3910
"04195",8955
"04196",6005
"04197",19946
"04198",10196
"04199",10147
"04200",21348
"04201",17681
"04202",7271
"04203",7098
"04204",17469
"04205",20417
"04206",7327
"04207",5718
"04208",5156
"04209",12907
"04210",17768
"04211",9395
"04212",12458
"04213",5502
"04214",16941
"04215",19596
"04216",7842
"04217",9774
"04218",6529
"04219",6654
"04220",11482
"04221",9047
"04222",17383
"04223",5271
"04224",6258
"04225",4177
"04226",9847
"04227",9437
"04228",8811
"04229",12453
"04230",15935
"04231",12127
"04232",11552
"04233",6324
"04234",11922
"04235",5869
"04236",4762
"04237",14056
"04238",6820
"04239",5961
"04240",5257
"04241",8123
"04242",4594
"04243",9173
"04244",7035
"04245",5120
"04246",16705
"04247",4862
"04248",6117
"04249",5795
"04250",3513
"04251",281544
"04252",10701
"04253",5522
"04254",7870
"04255",18208
"04256",5115
"04257",5748
"04258",17851
"04259",14914
"04260",18590
"04261",9063
"04262",19172
"04263",12972
"04264",5997
"04265",5087
"04266",22252
"04267",14215
"04268",9054
"04269",7457
"04270",10403
"04271",6836
"04272",8272
"04273",5248
"04274",9150
"04275",7397
"04276",12182
"04277",12922
"04278",6268
"04279",4294
"04280",4903
"04281",7372
"04282",7038
"04283",4461
"04284",7510
"04285",5812
"04286",4944
"04287",6387
"04288",6979
"04289",6005
"04290",8250
"04291",10939
"04292",10161
"04293",10220
"04294",11699
"04295",8047
"04296",12047
"04297",18230
"04298",6836
"04299",6682
"04300",6235
"04301",4343
"04302",3241
"04303",11665
"04304",7723
"04305",4314
"04306",9675
"04307",7713
"04308",3816
"04309",23673
"04310",9460
"04311",3948
"04312",6452
"04313",5748
"04314",6094
"04315",6406
"04316",9976
"04317",6731
"04318",8658
"04319",4693
"04320",12907
"04321",5068
"04322",12571
"04323",3299
"04324",26682
"04325",15959
"04326",6616
"04327",21188
"04328",14256
"04329",17415
"04330",4110
"04331",3394
"04332",14980
"04333",5988
"04334",7744
"04335",7522
"04336",5603
"04337",3707
"04338",28010
"04339",9721
"04340",42048
"04341",12413
"04342",6719
"04343",8805
"04344",15845
"04345",7273
"04346",7008
"04347",14439
"04348",15812
"04349",6565
"04350",11134
"04351",3208
"04352",4418
"04353",3317
"04354",5448
"04355",4407
"04356",12448
"04357",9570
"04358",7205
"04359",5022
"04360",13277
"04361",12533
"04362",16856
"04363",8867
"04364",6496
"04365",26577
"04366",5549
"04367",6764
"04368",10994
"04369",40556
"04370",4837
"04371",11138
"04372",6442
"04373",5455
"04374",8473
"04375",19290
"04376",7566
"04377",4482
"04378",12943
"04379",16120
"04380",6270
"04381",25757
"04382",40396
"04383",26915
"04384",11503
"04385",3196
"04386",4929
"04387",7516
"04388",7611
"04389",7164
"04390",3760
"04391",8626
"04392",4667
"04393",6334
"04394",6229
"04395",5102
"04396",6331
"04397",8249
"04398",7621
"04399",71536
"04400",3231
"04401",4371
"04402",9609
"04403",9840
"04404",7681
"04405",7599
"04406",13030
"04407",6754
"04408",10949
"04409",12148
"04410",11730
"04411",7953
"04412",11181
"04413",7010
"04414",9829
"04415",10262
"04416",6197
"04417",14883
"04418",4232
"04419",13017
"04420",6059
"04421",3027
"04422",40516
"04423",4269
"04424",6093
"04425",13281
"04426",7283
"04427",20464
"04428",15612
"04429",4140
"04430",20408
"04431",8253
"04432",13495
"04433",12554
"04434",4969
"04435",6259
"04436",10161
"04437",9052
"04438",16399
"04439",9487
"04440",3378
"04441",5854
"04442",9649
"04443",7165
"04444",6805
"04445",7588
"04446",11231
"04447",5241
"04448",4956
"04449",9918
"04450",10668
"04451",8443
"04452",8715
"04453",12904
"04454",5899
"04455",7649
"04456",11064
"04457",4933
"04458",12014
"04459",7744
"04460",6751
"04461",12626
"04462",5725
"04463",21708
"04464",6794
"04465",12350
"04466",11428
"04467",5764
"04468",5949
"04469",8344
"04470",25412
"04471",20065
"04472",9512
"04473",21373
"04474",7591
"04475",15419
"04476",45566
"04477",5941
"04478",4713
"04479",11189
"04480",4486
"04481",28186
"04482",5287
"04483",16187
"04484",7323
"04485",11462
"04486",11739
"04487",13672
"04488",10748
"04489",8333
"04490",12634
"04491",5076
"04492",6860
"04493",3615
"04494",22754
"04495",14286
"04496",13942
"04497",4633
"04498",5265
"04499",13023
"04500",4299
"04501",15897
"04502",7165
"04503",10198
"04504",15329
"04505",10120
"04506",3751
"04507",5906
"04508",4039
"04509",3921
"04510",4820
"04511",14241
"04512",7630
"04513",20392
"04514",6184
"04515",4654
"04516",4058
"04517",10883
"04518",8840
"04519",48181
"04520",8774
"04521",8292
"04522",4595
"04523",17634
"04524",7093
"04525",14027
"04526",4695
"04527",27114
"04528",5037
"04529",4668
"04530",5273
"04531",6790
"04532",14574
"04533",5168
"04534",4546
"04535",7431
"04536",23541
"04537",53218
"04538",10461
"04539",22962
"04540",6733
"04541",6388
"04542",12880
"04543",6099
"04544",5057
"04545",14802
"04546",7607
"04547",11216
"04548",16173
"04549",7427
"04550",15944
"04551",6610
"04552",27550
"04553",11460
"04554",5042
"04555",5417
"04556",3762
"04557",8276
"04558",6822
"04559",5751
"04560",13531
"04561",10781
"04562",6067
"04563",35991
"04564",21549
"04565",8444
"04566",5786
"04567",7548
"04568",7973
"04569",4408
"04570",4852
"04571",7831
"04572",6779
"04573",10890
"04574",8404
"04575",14861
"04576",21895
"04577",6148
"04578",4787
"04579",13242
"04580",9800
"04581",7579
"04582",14207
"04583",35106
"04584",6581
"04585",6040
"04586",7556
"04587",15012
"04588",19400
"04589",87610
"04590",6241
"04591",7664
"04592",22757
"04593",7171
"04594",6248
"04595",7634
"04596",6906
"04597",15156
"04598",7049
"04599",13145
"04600",6269
"04601",21444
"04602",4359
"04603",4062
"04604",5928
"04605",14336
"04606",15078
"04607",5423
"04608",10716
"04609",8772
"04610",28063
"04611",18950
"04612",20168
"04613",5717
"04614",14794
"04615",16740
"04616",11554
"04617",7782
"04618",14878
"04619",5026
"04620",104576
"04621",5785
"04622",4479
"04623",4467
"04624",6565
"04625",2479
"04626",14589
"04627",10619
"04628",6783
"04629",8958
"04630",15479
"04631",5132
"04632",5057
"04633",76503
"04634",7195
"04635",4864
"04636",21798
"04637",18795
"04638",14531
"04639",4936
"04640",20304
"04641",6201
"04642",8159
"04643",5568
"04644",4488
"04645",9530
"04646",5646
"04647",6366
"04648",5889
"04649",8432
"04650",8572
"04651",15678
"04652",14976
"04653",10865
"04654",6847
"04655",18213
"04656",28937
"04657",11154
"04658",7654
"04659",963448
"04660",8991
"04661",11813
"04662",13313
"04663",12861
"04664",13310
"04665",5450
"04666",17695
"04667",5866
"04668",6444
"04669",7173
"04670",4913
"04671",6423
"04672",19017
"04673",5090
"04674",9022
"04675",15562
"04676",8438
"04677",12634
"04678",6944
"04679",19706
"04680",8517
"04681",17423
"04682",5705
"04683",6571
"04684",9563
"04685",5977
"04686",6959
"04687",8679
"04688",6827
"04689",21269
"04690",8762
"04691",5816
"04692",6195
"04693",12950
"04694",5951
"04695",16025
"04696",2498
"04697",13255
"04698",5833
"04699",14114
"04700",6750
"04701",7089
"04702",10446
"04703",10346
"04704",6010
"04705",7445
"04706",6033
"04707",10414
"04708",5957
"04709",10518
"04710",20930
"04711",7366
"04712",10050
"04713",7082
"04714",12068
"04715",9472
"04716",4715
"04717",12069
"04718",6326
"04719",6980
"04720",43305
"04721",5638
"04722",19606
"04723",4502
"04724",8303
"04725",7581
"04726",9782
"04727",8845
"04728",5654
"04729",7823
"04730",10996
"04731",4679
"04732",11856
"04733",16793
"04734",20575
"04735",14229
"04736",6368
"04737",14703
"04738",14297
"04739",16318
"04740",9597
"04741",13907
"04742",4291
"04743",22154
"04744",7896
"04745",18029
"04746",10371
"04747",7148
"04748",9219
"04749",6857
"04750",5008
"04751",8240
"04752",6806
"04753",8234
"04754",11206
"04755",6666
"04756",6770
"04757",20558
"04758",4128
"04759",11937
"04760",7206
"04761",22841
"04762",17762
"04763",6949
"04764",6278
"04765",18789
"04766",5265
"04767",7503
"04768",5031
"04769",13622
"04770",9499
"04771",7394
"04772",5717
"04773",25482
"04774",12954
"04775",10436
"04776",12389
"04777",12776
"04778",8044
"04779",7266
"04780",3842
"04781",9540
"04782",8635
"04783",4224
"04784",16201
"04785",5391
"04786",6813
"04787",3272
"04788",9692
"04789",6967
"04790",3902
"04791",6053
"04792",22756
"04793",6932
"04794",5298
"04795",6806
"04796",4446
"04797",14935
"04798",14707
"04799",10796
"04800",172232
"04801",13423
"04802",8971
"04803",6097
"04804",6182
"04805",4620
"04806",5386
"04807",5900
"04808",14108
"04809",6298
"04810",6457
"04811",15731
"04812",11478
"04813",12934
"04814",21050
"04815",9999
"04816",5057
"04817",4196
"04818",33278
"04819",6580
"04820",142471
"04821",42838
"04822",5848
"04823",18907
"04824",241195
"04826",39071
"04827",13243
"04828",6333
"04829",8792
"04830",29112
"04831",12446
"04832",6021
"04833",11288
"04834",6653
"04835",9209
"04836",5138
"04837",8675
"04838",7114
"04839",5300
"04840",4587
"04841",12688
"04842",5002
"04843",17031
"04844",6117
"04845",5398
"04846",5272
"04847",12233
"04848",23431
"04849",22504
"04850",10213
"04851",19449
"04852",14300
"04853",13102
"04854",4542
"04855",15240
"04856",6924
"04857",10259
"04858",14164
"04859",6417
"04860",17263
"04861",18538
"04862",6495
"04863",9130
"04864",13408
"04865",12984
"04866",26990
"04867",9193
"04868",4948
"04869",2273
"04870",6787
"04871",4492
"04872",5747
"04873",24481
"04874",6760
"04875",34957
"04876",4860
"04877",12645
"04878",15725
"04879",4975
"04880",12078
"04881",6188
"04882",6370
"04883",8325
"04884",24795
"04885",70297
"04886",7616
"04887",45105
"04888",8752
"04889",11674
"04890",6098
"04891",6213
"04892",8463
"04893",6730
"04894",18902
"04895",10666
"04896",6513
"04897",5197
"04898",8858
"04899",4677
"04900",19261
"04901",4617
"04902",7259
"04903",7025
"04904",4562
"04905",13314
"04906",5531
"04907",16099
"04908",5658
"04909",10542
"04910",10060
"04911",5627
"04912",29408
"04913",9715
"04914",4655
"04915",10079
"04916",5624
"04917",6899
"04918",5680
"04919",6619
"04920",5945
"04921",6161
"04922",37617
"04923",6094
"04924",4412
"04925",24142
"04926",6308
"04927",12525
"04928",5540
"04929",8842
"04930",9651
"04931",9153
"04932",8154
"04933",12086
"04934",6755
"04935",8568
"04936",9090
"04937",4322
"04938",6472
"04939",7567
"04940",30057
"04941",11001
"04942",8135
"04943",8498
"04944",15423
"04945",6404
"04946",6382
"04947",12341
"04948",7477
"04949",18341
"04950",5164
"04951",3885
"04952",7439
"04953",7269
"04954",17779
"04955",8877
"04956",4781
"04957",6128
"04958",9855
"04959",15791
"04960",4977
"04961",7334
"04962",7144
"04963",13994
"04964",3776
"04965",11193
"04966",13493
"04967",14538
"04968",6594
"04969",3908
"04970",14672
"04971",17383
"04972",4967
"04973",11175
"04974",10927
"04975",22261
"04976",5770
"04977",11019
"04978",9114
"04979",8754
"04980",17363
"04981",11954
"04982",6115
"04983",8193
"04984",19956
"04985",10128
"04986",4639
"04987",7849
"04988",25854
"04989",9115
"04990",4366
"04991",3579
"04992",9327
"04993",6974
"04994",9418
"04995",7264
"04996",8502
"04997",12123
"04998",7995
"04999",3626
"05000",5615
"05001",6019
"05002",5278
"05003",23292
"05004",10594
"05005",7154
"05006",9184
"05007",16204
"05008",5932
"05009",7102
"05010",7666
"05011",9580
"05012",12637
"05013",5586
"05014",18467
"05015",21315
"05016",10520
"05017",4249
"05018",6075
"05019",6301
"05020",6401
"05021",6008
"05022",61031
"05023",6251
"05024",3537
"05025",14228
"05026",17021
"05027",6300
"05028",162518
"05029",5353
"05030",7320
"05031",9095
"05032",15966
"05033",6354
"05034",8957
"05035",10791
"05036",5006
"05037",4988
"05038",7577
"05039",6638
"05040",15831
"05041",10658
"05042",8328
"05043",4327
"05044",8847
"05045",5652
"05046",4154
"05047",20321
"05048",14639
"05049",8600
"05050",5745
"05051",4783
"05052",6635
"05053",65750
"05054",4991
"05055",4540
"05056",6985
"05057",14007
"05058",7513
"05059",9146
"05060",3163
"05061",6614
"05062",15057
"05063",18642
"05064",4808
"05065",12250
"05066",12627
"05067",9375
"05068",7175
"05069",7607
"05070",5044
"05071",7348
"05072",14179
"05073",7779
"05074",10038
"05075",7078
"05076",20061
"05077",13712
"05078",18558
"05079",14231
"05080",12800
"05081",8326
"05082",15440
"05083",15841
"05084",5801
"05085",4673
"05086",16133
"05087",3817
"05088",28994
"05089",7905
"05090",5507
"05091",11323
"05092",8764
"05093",3520
"05094",9469
"05095",7373
"05096",38811
"05097",32127
"05098",11635
"05099",13427
"05100",6243
"05101",4804
"05102",6629
"05103",11748
"05104",7574
"05105",18338
"05106",13042
"05107",23549
"05108",4130
"05109",8059
"05110",6164
"05111",7800
"05112",6178
"05113",7556
"05114",10629
"05115",12383
"05116",6788
"05117",3909
"05118",7401
"05119",4916
"05120",13791
"05121",6042
"05122",4678
"05123",5857
"05124",9009
"05125",6192
"05126",8498
"05127",29676
"05128",5385
"05129",4223
"05130",9119
"05131",3444
"05132",12003
"05133",5698
"05134",4517
"05135",6192
"05136",17999
"05137",6162
"05138",6393
"05139",12583
"05140",2640
"05141",5228
"05142",23125
"05143",13190
"05144",15354
"05145",4180
"05146",106556
"05147",5622
"05148",8593
"05149",3775
"05150",16651
"05151",7250
"05152",5683
"05153",6217
"05154",5944
"05155",22560
"05156",6789
"05157",4308
"05158",25570
"05159",12753
"05160",7109
"05161",10198
"05162",7021
"05163",3933
"05164",6258
"05165",31703
"05166",89020
"05167",13916
"05168",10439
"05169",11736
"05170",4655
"05171",12498
"05172",10649
"05173",6770
"05174",8663
"05175",4519
"05176",11360
"05177",13869
"05178",7629
"05179",3013
"05180",5847
"05181",21907
"05182",9744
"05183",8179
"05184",25010
"05185",4343
"05186",5871
"05187",18775
"05188",5676
"05189",15408
"05190",4419
"05191",4342
"05192",4164
"05193",6429
"05194",12916
"05195",15084
"05196",9187
"05197",5281
"05198",6902
"05199",4676
"05200",9079
"05201",5566
"05202",10003
"05203",29988
"05204",6878
"05205",12944
"05206",6704
"05207",7471
"05208",13697
"05209",10214
"05210",9843
"05211",38852
"05212",4998
"05213",21300
"05214",6358
"05215",9160
"05216",5854
"05217",29677
"05218",7286
"05219",7627
"05220",5908
"05221",4241
"05222",5824
"05223",10172
"05224",6362
"05225",16478
"05226",4810
"05227",12427
"05228",15812
"05229",5049
"05230",6025
"05231",3803
"05232",10561
"05233",6190
"05234",5844
"05235",5919
"05236",5202
"05237",9069
"05238",21032
"05239",15785
"05240",14592
"05241",8853
"05242",5158
"05243",5004
"05244",8044
"05245",6399
"05246",18273
"05247",5148
"05248",10779
"05249",5010
"05250",21490
"05251",10631
"05252",7310
"05253",11071
"05254",4677
"05255",4793
"05256",6423
"05257",4233
"05258",9525
"05259",4589
"05260",12762
"05261",10434
"05262",8373
"05263",4511
"05264",5871
"05265",10304
"05266",10659
"05267",6625
"05268",25113
"05269",22607
"05270",22706
"05271",8488
"05272",14230
"05273",6806
"05274",4781
"05275",6087
"05276",5187
"05277",6329
"05278",3641
"05279",15702
"05280",29987
"05281",9760
"05282",10789
"05283",4744
"05284",8294
"05285",23916
"05286",5752
"05287",6275
"05288",78377
"05289",4568
"05290",14586
"05291",8147
"05292",12046
"05293",6368
"05294",6810
"05295",12663
"05296",5074
"05297",26539
"05298",32733
"05299",7792
"05300",3981
"05301",21950
"05302",45253
"05303",41573
"05304",6553
"05305",8438
"05306",33865
"05307",2345
"05308",6032
"05309",11654
"05310",11938
"05311",5138
"05312",13367
"05313",6316
"05314",4859
"05315",4153
"05316",12894
"05317",15099
"05318",10650
"05319",5635
"05320",4790
"05321",5337
"05322",16608
"05323",11832
"05324",5849
"05325",6897
"05326",3868
"05327",6648
"05328",8581
"05329",4568
"05330",7109
"05331",13689
"05332",8541
"05333",4715
"05334",16658
"05335",2842
"05336",7368
"05337",8113
"05338",6182
"05339",13343
"05340",7123
"05341",31150
"05342",19639
"05343",5713
"05344",9395
"05345",5484
"05346",4824
"05347",5107
"05348",14236
"05349",11620
"05350",4168
"05351",13569
"05352",5499
"05353",6793
"05354",3971
"05355",4732
"05356",15187
"05357",8960
"05358",6380
"05359",6740
"05360",20463
"05361",6836
"05362",15395
"05363",14541
"05364",16799
"05365",16613
"05366",5981
"05367",4155
"05368",11322
"05369",3934
"05370",26942
"05371",12190
"05372",8267
"05373",7224
"05374",4643
"05375",4549
"05376",8294
"05377",8461
"05378",4400
"05379",15142
"05380",395654
"05381",16758
"05382",18863
"05383",7905
"05384",12505
"05385",9704
"05386",31309
"05387",6222
"05388",20034
"05389",9540
"05390",8431
"05391",12390
"05392",12661
"05393",10925
"05394",5689
"05395",5765
"05396",10865
"05397",8374
"05398",7758
"05399",4536
"05400",5290
"05401",12095
"05402",7733
"05403",6028
"05404",33837
"05405",6664
"05406",6061
"05407",4659
"05408",7411
"05409",13553
"05410",4303
"05411",8121
"05412",8076
"05413",5937
"05414",9657
"05415",19276
"05416",4839
"05417",9248
"05418",5884
"05419",11533
"05420",10203
"05421",16067
"05422",4466
"05423",5524
"05424",14787
"05425",6092
"05426",23523
"05427",6780
"05428",6600
"05429",5881
"05430",10450
"05431",8394
"05432",15050
"05433",14970
"05434",4713
"05435",8580
"05436",8352
"05437",9658
"05438",4066
"05439",6491
"05440",7111
"05441",6358
"05442",23964
"05443",6162
"05444",6764
"05445",24033
"05446",5078
"05447",4368
"05448",6707
"05449",5277
"05450",10058
"05451",5740
"05452",4193
"05453",6052
"05454",6948
"05455",4532
"05456",4943
"05457",16130
"05458",3836
"05459",5722
"05460",19210
"05461",9250
"05462",16378
"05463",11298
"05464",5141
"05465",7897
"05466",12092
"05467",6836
"05468",16921
"05469",7931
"05470",10939
"05471",5832
"05472",5193
"05473",24739
"05474",4500
"05475",16661
"05476",11609
"05477",7835
"05478",3155
"05479",5432
"05480",4857
"05481",23143
"05482",11472
"05483",3331
"05484",19813
"05485",7433
"05486",24060
"05487",5066
"05488",25627
"05489",15312
"05490",12458
"05491",18278
"05492",6276
"05493",14311
"05494",9269
"05495",22814
"05496",11811
"05497",5857
"05498",10923
"05499",10317
"05500",4856
"05501",18459
"05502",9007
"05503",18966
"05504",13488
"05505",24665
"05506",6450
"05507",5767
"05508",3159
"05509",8886
"05510",24572
"05511",11377
"05512",10206
"05513",4731
"05514",9649
"05515",6550
"05516",9636
"05517",8103
"05518",7722
"05519",5827
"05520",9712
"05521",13719
"05522",5814
"05523",14402
"05524",5211
"05525",5615
"05526",15521
"05527",22010
"05528",5469
"05529",74677
"05530",11609
"05531",4664
"05532",15466
"05533",4434
"05534",5042
"05535",5872
"05536",10018
"05537",18289
"05538",8367
"05539",14328
"05540",8872
"05541",14248
"05542",21295
"05543",8356
"05544",9956
"05545",5521
"05546",20618
"05547",6646
"05548",5076
"05549",15574
"05550",8173
"05551",8609
"05552",15079
"05553",4454
"05554",16527
"05555",63869
"05556",14519
"05557",7493
"05558",5064
"05559",5022
"05560",7270
"05561",10789
"05562",8265
"05563",5590
"05564",14594
"05565",10797
"05566",4108
"05567",5772
"05568",8138
"05569",8819
"05570",13863
"05571",10860
"05572",2694
"05573",10040
"05574",9638
"05575",5622
"05576",15687
"05577",6858
"05578",11443
"05579",6438
"05580",9023
"05581",4237
"05582",8113
"05583",6549
"05584",16322
"05585",12262
"05586",4822
"05587",5412
"05588",5253
"05589",15402
"05590",21447
"05591",6771
"05592",8650
"05593",31632
"05594",15426
"05595",4755
"05596",7351
"05597",20656
"05598",6443
"05599",4719
"05600",4284
"05601",41096
"05602",12840
"05603",4347
"05604",6860
"05605",4731
"05606",17290
"05607",50071
"05608",388257
"05609",19152
"05610",23712
"05611",7452
"05612",12223
"05613",5336
"05614",4406
"05615",14327
"05616",10886
"05617",50100
"05618",5139
"05619",15879
"05620",6230
"05621",9692
"05622",7054
"05623",168760
"05624",26324
"05625",3920
"05626",3652
"05627",5176
"05628",5750
"05629",13023
"05630",101297
"05631",7107
"05632",17223
"05633",3830
"05634",13609
"05635",3431
"05636",6531
"05637",8902
"05638",8636
"05639",22510
"05640",4066
"05641",5206
"05642",17026
"05643",8418
"05644",6167
"05645",108591
"05646",6206
"05647",17839
"05648",12712
"05649",4640
"05650",5599
"05651",6318
"05652",10323
"05653",4927
"05654",7306
"05655",8209
"05656",3230
"05657",7120
"05658",11759
"05659",6214
"05660",3895
"05661",7799
"05662",4314
"05663",10321
"05664",9476
"05665",3403
"05666",14192
"05667",7845
"05668",5220
"05669",12674
"05670",20722
"05671",7675
"05672",7324
"05673",6385
"05674",6125
"05675",5022
"05676",8008
"05677",4353
"05678",12279
"05679",42315
"05680",6478
"05681",9360
"05682",14771
"05683",27344
"05684",4729
"05685",6933
"05686",26683
"05687",7035
"05688",6191
"05689",5581
"05690",10208
"05691",12228
"05692",4986
"05693",23998
"05694",18906
"05695",8091
"05696",10855
"05697",11645
"05698",18001
"05699",39801
"05700",6516
"05701",6114
"05702",13748
"05703",13216
"05704",14370
"05705",5285
"05706",5173
"05707",18215
"05708",16541
"05709",3394
"05710",13548
"05711",27702
"05712",10062
"05713",17839
"05714",4342
"05715",29158
"05716",33511
"05717",10324
"05718",6041
"05719",4664
"05720",236923
"05721",8989
"05722",13766
"05723",4523
"05724",13715
"05725",12049
"05726",17645
"05727",16853
"05728",5466
"05729",5942
"05730",15166
"05731",14712
"05732",11452
"05733",6103
"05734",3948
"05735",4569
"05736",14105
"05737",5291
"05738",6373
"05739",13479
"05740",14154
"05741",8413
"05742",9046
"05743",4306
"05744",7238
"05745",6856
"05746",12950
"05747",10504
"05748",3758
"05749",9150
"05750",11159
"05751",26398
"05752",10553
"05753",9325
"05754",19057
"05755",4618
"05756",7560
"05757",5433
"05758",13435
"05759",26593
"05760",18020
"05761",14374
"05762",55547
"05763",4626
"05764",3862
"05765",11531
"05766",5387
"05767",7661
"05768",14990
"05769",3991
"05770",18856
"05771",7686
"05772",4498
"05773",9647
"05774",12614
"05775",11498
"05776",5840
"05777",4595
"05778",4377
"05779",24776
"05780",5748
"05781",10326
"05782",9910
"05783",5945
"05784",8269
"05785",4068
"05786",4102
"05787",10891
"05788",7994
"05789",6813
"05790",22732
"05791",30152
"05792",17702
"05793",21517
"05794",24659
"05795",5131
"05796",6087
"05797",10843
"05798",7537
"05799",4996
"05800",6194
"05801",11243
"05802",3198
"05803",5136
"05804",16823
"05805",5689
"05806",9193
"05807",18979
"05808",13879
"05809",7713
"05810",20958
"05811",8480
"05812",7763
"05813",10513
"05814",35447
"05815",4775
"05816",70463
"05817",79621
"05818",7743
"05819",23198
"05820",38140
"05821",8864
"05822",4789
"05823",34729
"05824",24809
"05825",29131
"05826",12054
"05827",7250
"05828",22218
"05829",16040
"05830",29943
"05831",7227
"05832",4972
"05833",8092
"05834",8044
"05835",17128
"05836",4862
"05837",5519
"05838",5059
"05839",10782
"05840",7119
"05841",7352
"05842",31048
"05843",4865
"05844",6273
"05845",6937
"05846",5293
"05847",9797
"05848",9527
"05849",6276
"05850",16282
"05851",25230
"05852",17087
"05853",35320
"05854",4830
"05855",5380
"05856",7418
"05857",4771
"05858",6270
"05859",7400
"05860",8316
"05861",9733
"05862",8541
"05863",9216
"05864",3436
"05865",6724
"05866",5182
"05867",5460
"05868",10975
"05869",4553
"05870",21600
"05871",6737
"05872",30559
"05873",4109
"05874",7766
"05875",19546
"05876",8007
"05877",34578
"05878",35706
"05879",6719
"05880",5430
"05881",31724
"05882",5186
"05883",4191
"05884",27879
"05885",11776
"05886",37364
"05887",5541
"05888",7280
"05889",9016
"05890",3558
"05891",13662
"05892",6791
"05893",23742
"05894",17614
"05895",25314
"05896",5485
"05897",10614
"05898",4963
"05899",21241
"05900",6739
"05901",36285
"05902",6508
"05903",13563
"05904",4795
"05905",5078
"05906",5298
"05907",6003
"05908",4159
"05909",15919
"05910",7383
"05911",11750
"05912",4350
"05913",10159
"05914",16057
"05915",24169
"05916",216789
"05917",11582
"05918",10195
"05919",10498
"05920",6456
"05921",4517
"05922",9512
"05923",6791
"05924",10979
"05925",7809
"05926",3429
"05927",10851
"05928",7469
"05929",6369
"05930",12270
"05931",6037
"05932",7750
"05933",4256
"05934",21468
"05935",5356
"05936",4731
"05937",7194
"05938",20091
"05939",12655
"05940",5753
"05941",4692
"05942",12336
"05943",8872
"05944",75072
"05945",6205
"05946",100923
"05947",13763
"05948",44891
"05949",4000
"05950",10230
"05951",3663
"05952",4720
"05953",10233
"05954",14528
"05955",3025
"05956",49199
"05957",10716
"05958",10398
"05959",6198
"05960",7720
"05961",5705
"05962",4773
"05963",22319
"05964",4799
"05965",7023
"05966",15035
"05967",18211
"05968",10990
"05969",5765
"05970",27625
"05971",13527
"05972",5978
"05973",6556
"05974",6821
"05975",14368
"05976",32396
"05977",18190
"05978",6384
"05979",6540
"05980",6712
"05981",4886
"05982",5603
"05983",4436
"05984",9696
"05985",7568
"05986",2879
"05987",3213
"05988",6064
"05989",3191
"05990",14752
"05991",4373
"05992",5865
"05993",7054
"05994",2846
"05995",3380
"05996",14960
"05997",8009
"05998",5930
"05999",13495
"06000",9223
"06001",17678
"06002",3828
"06003",15862
"06004",12925
"06005",21531
"06006",14974
"06007",4561
"06008",6927
"06009",5685
"06010",3567
"06011",12344
"06012",12485
"06013",10874
"06014",4752
"06015",25735
"06016",3703
"06017",5679
"06018",3175
"06019",6380
"06020",7223
"06021",7566
"06022",8954
"06023",12465
"06024",8027
"06025",6293
"06026",7616
"06027",5138
"06028",2774
"06029",22103
"06030",3987
"06031",3555
"06032",5004
"06033",6362
"06034",4157
"06035",11985
"06036",12157
"06037",5383
"06038",16560
"06039",3678
"06040",2869
"06041",8997
"06042",11424
"06043",4863
"06044",5702
"06045",4513
"06046",7065
"06047",9046
"06048",5226
"06049",5616
"06050",8560
"06051",16978
"06052",18824
"06053",5898
"06054",11041
"06055",7534
"06056",16760
"06057",4503
