,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,±¸¸ÅÈ½¼ö,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,ÃÑ±¸¸Å¾×,Æò±Õ±¸¸Å¾×,Æò±Õ±¸¸Å¾×,Æò±Õ±¸¸Å¾×,Æò±Õ±¸¸Å¾×
4315,479.0,357.0,83.0,5.0,9585051.0,2118367.0,230379.0,58589.0,20011.0,5934.0,2776.0,11718.0
4316,27.0,1227.0,1.0,,513593.0,12097698.0,7989.0,,19022.0,9860.0,7989.0,
4317,150.0,1939.0,24.0,,6381166.0,12726491.0,48624.0,,42541.0,6563.0,2026.0,
4318,820.0,269.0,248.0,,76757678.0,1478239.0,1017703.0,,93607.0,5495.0,4104.0,
4319,327.0,1371.0,532.0,,9339356.0,5261851.0,1816398.0,,28561.0,3838.0,3414.0,
4320,888.0,1370.0,46.0,,118447199.0,10397773.0,134956.0,,133386.0,7590.0,2934.0,
4321,134.0,195.0,2130.0,,7105512.0,3060552.0,9794669.0,,53026.0,15695.0,4598.0,
4322,659.0,56.0,546.0,,25011039.0,906121.0,3507491.0,,37953.0,16181.0,6424.0,
4323,8.0,109.0,3230.0,,577609.0,1245194.0,9691288.0,,72201.0,11424.0,3000.0,
4324,1024.0,11.0,34.0,,58586536.0,143908.0,327024.0,,57213.0,13083.0,9618.0,
4325,909.0,493.0,27.0,,43132092.0,5892902.0,118215.0,,47450.0,11953.0,4378.0,
4326,675.0,376.0,587.0,3.0,27611070.0,2778493.0,2127648.0,19930.0,40905.0,7390.0,3625.0,6643.0
4327,875.0,1.0,,,61618400.0,58551.0,,,70421.0,58551.0,,
4328,634.0,365.0,17.0,,105590344.0,2693112.0,54701.0,,166546.0,7378.0,3218.0,
4329,701.0,,1.0,,39655962.0,,7506.0,,56571.0,,7506.0,
4330,8.0,6.0,2929.0,,423327.0,101544.0,11797093.0,,52916.0,16924.0,4028.0,
4331,55.0,159.0,1927.0,1.0,6337775.0,1853888.0,5811540.0,18177.0,115232.0,11660.0,3016.0,18177.0
4332,786.0,4.0,,9.0,64171348.0,71694.0,,207355.0,81643.0,17924.0,,23039.0
4333,3.0,1885.0,3.0,,160726.0,14577691.0,17467.0,,53575.0,7734.0,5822.0,
4334,5.0,1141.0,8.0,,312440.0,10307660.0,16905.0,,62488.0,9034.0,2113.0,
4335,62.0,2062.0,3.0,,3897912.0,20769108.0,32491.0,,62870.0,10072.0,10830.0,
4336,4.0,1570.0,23.0,,3833672.0,9943607.0,49247.0,,958418.0,6334.0,2141.0,
4337,13.0,1184.0,332.0,,457852.0,4743841.0,949679.0,,35219.0,4007.0,2860.0,
4338,425.0,,4.0,7.0,41567605.0,,25222.0,75232.0,97806.0,,6306.0,10747.0
4339,,10.0,3080.0,1.0,,75474.0,30042466.0,6445.0,,7547.0,9754.0,6445.0
4340,895.0,19.0,68.0,,194239812.0,1232608.0,598294.0,,217028.0,64874.0,8798.0,
4341,809.0,23.0,16.0,,95209704.0,305339.0,68165.0,,117688.0,13276.0,4260.0,
4342,202.0,191.0,1320.0,5.0,19150246.0,2360479.0,7912712.0,93215.0,94803.0,12359.0,5994.0,18643.0
4343,132.0,1634.0,,,10475175.0,16117233.0,,,79357.0,9864.0,,
4344,678.0,125.0,,4.0,100124712.0,2313941.0,,46739.0,147677.0,18512.0,,11685.0
4345,835.0,326.0,245.0,29.0,35579003.0,2670147.0,1285805.0,285782.0,42610.0,8191.0,5248.0,9855.0
4346,5.0,1158.0,5.0,,40302.0,12053657.0,19003.0,,8060.0,10409.0,3801.0,
4347,1029.0,4.0,15.0,,37798844.0,6090.0,65551.0,,36734.0,1523.0,4370.0,
4348,842.0,1.0,3.0,4.0,108426850.0,13940.0,14172.0,28380.0,128773.0,13940.0,4724.0,7095.0
4349,14.0,1020.0,30.0,,2020881.0,8249789.0,102858.0,,144349.0,8088.0,3429.0,
4350,551.0,1139.0,263.0,,49364745.0,15667830.0,2003200.0,,89591.0,13756.0,7617.0,
4351,3.0,34.0,2963.0,,229213.0,208053.0,9269243.0,,76404.0,6119.0,3128.0,
4352,14.0,2238.0,,2.0,1373081.0,9791173.0,,6208.0,98077.0,4375.0,,3104.0
4353,9.0,22.0,3699.0,,494825.0,342454.0,12154515.0,,54981.0,15566.0,3286.0,
4354,111.0,1211.0,146.0,,3683374.0,9689138.0,556124.0,,33184.0,8001.0,3809.0,
4355,6.0,1256.0,5.0,,66291.0,7827523.0,28321.0,,11049.0,6232.0,5664.0,
4356,453.0,270.0,13.0,,26256436.0,2515349.0,55841.0,,57961.0,9316.0,4295.0,
4357,471.0,41.0,241.0,1.0,45969745.0,391333.0,818064.0,5784.0,97600.0,9545.0,3394.0,5784.0
4358,354.0,270.0,3.0,,16606958.0,1944083.0,7057.0,,46912.0,7200.0,2352.0,
4359,3.0,2841.0,7.0,,145474.0,14720380.0,16558.0,,48491.0,5181.0,2365.0,
4360,730.0,520.0,12.0,,43238324.0,5533557.0,28186.0,,59231.0,10641.0,2349.0,
4361,764.0,159.0,1.0,,46806843.0,3252971.0,35473.0,,61266.0,20459.0,35473.0,
4362,547.0,503.0,2.0,,79625179.0,5146919.0,9355.0,,145567.0,10232.0,4678.0,
4363,127.0,1672.0,1.0,,9635606.0,15734668.0,10615.0,,75871.0,9411.0,10615.0,
4364,583.0,31.0,4.0,2.0,11040316.0,351361.0,18281.0,3034.0,18937.0,11334.0,4570.0,1517.0
4365,684.0,18.0,3.0,,35314025.0,139127.0,16698.0,,51629.0,7729.0,5566.0,
4366,39.0,919.0,9.0,35.0,2025211.0,5677719.0,20316.0,163653.0,51928.0,6178.0,2257.0,4676.0
4367,20.0,1280.0,2.0,14.0,596127.0,9236620.0,11140.0,210703.0,29806.0,7216.0,5570.0,15050.0
4368,665.0,84.0,3.0,3.0,20735599.0,936879.0,12822.0,68772.0,31181.0,11153.0,4274.0,22924.0
4369,735.0,13.0,19.0,,255322636.0,96289.0,57269.0,,347378.0,7407.0,3014.0,
4370,13.0,174.0,3011.0,,1330532.0,1835425.0,12576544.0,,102349.0,10548.0,4177.0,
4371,757.0,209.0,56.0,,36000675.0,2081000.0,303720.0,,47557.0,9957.0,5424.0,
4372,48.0,226.0,2168.0,,1830357.0,2310470.0,13411026.0,,38132.0,10223.0,6186.0,
4373,21.0,1846.0,9.0,16.0,826703.0,10542510.0,13926.0,29573.0,39367.0,5711.0,1547.0,1848.0
4374,46.0,53.0,1926.0,,3989631.0,719674.0,15490341.0,,86731.0,13579.0,8043.0,
4375,709.0,39.0,105.0,,140407299.0,386175.0,560097.0,,198036.0,9902.0,5334.0,
4376,49.0,900.0,3.0,,4433214.0,10928258.0,4763.0,,90474.0,12143.0,1588.0,
4377,22.0,2151.0,5.0,,1434436.0,11033925.0,37305.0,,65202.0,5130.0,7461.0,
4378,722.0,476.0,8.0,,53239100.0,4271136.0,16646.0,,73738.0,8973.0,2081.0,
4379,6.0,1154.0,737.0,,61917.0,30106431.0,2600153.0,,10320.0,26089.0,3528.0,
4380,91.0,1155.0,4.0,,7277720.0,8077110.0,86173.0,,79975.0,6993.0,21543.0,
4381,1119.0,41.0,150.0,,103147250.0,297102.0,740000.0,,92178.0,7246.0,4933.0,
4382,557.0,,,,111200132.0,,,,199641.0,,,
4383,702.0,36.0,7.0,3.0,78066609.0,152050.0,13707.0,7872.0,111206.0,4224.0,1958.0,2624.0
4384,572.0,44.0,,8.0,73180803.0,319039.0,,59123.0,127938.0,7251.0,,7390.0
4385,35.0,891.0,2241.0,,1297279.0,4889708.0,5631699.0,,37065.0,5488.0,2513.0,
4386,5.0,441.0,2128.0,,468099.0,3165547.0,10297627.0,,93620.0,7178.0,4839.0,
4387,956.0,38.0,274.0,,11222326.0,233370.0,973456.0,,11739.0,6141.0,3553.0,
4388,599.0,618.0,9.0,5.0,48577350.0,5193070.0,41442.0,42153.0,81097.0,8403.0,4605.0,8431.0
4389,477.0,574.0,325.0,3.0,34038153.0,5245813.0,1491168.0,3097.0,71359.0,9139.0,4588.0,1032.0
4390,1.0,2.0,1673.0,,30846.0,6613.0,6308629.0,,30846.0,3307.0,3771.0,
4391,89.0,1595.0,27.0,,7225090.0,13980093.0,132131.0,,81181.0,8765.0,4894.0,
4392,32.0,756.0,1591.0,,3533691.0,5231520.0,5913005.0,,110428.0,6920.0,3717.0,
4393,2.0,776.0,48.0,,77208.0,7385997.0,192192.0,,38604.0,9518.0,4004.0,
4394,16.0,1020.0,2.0,,1038759.0,8617545.0,4408.0,,64922.0,8449.0,2204.0,
4395,2.0,26.0,493.0,,119947.0,203273.0,2266170.0,,59974.0,7818.0,4597.0,
4396,2.0,1358.0,1.0,,82383.0,12044159.0,3439.0,,41192.0,8869.0,3439.0,
4397,447.0,54.0,133.0,,5309556.0,4166011.0,498348.0,,11878.0,77148.0,3747.0,
4398,,1370.0,5.0,,,14171927.0,11110.0,,,10344.0,2222.0,
4399,482.0,33.0,,,111345179.0,256789.0,,,231007.0,7781.0,,
4400,4.0,5.0,2942.0,,745845.0,24750.0,9190480.0,,186461.0,4950.0,3124.0,
4401,33.0,,2151.0,,2114286.0,,9712520.0,,64069.0,,4515.0,
4402,43.0,1591.0,,,2204505.0,16862263.0,,,51268.0,10599.0,,
4403,544.0,398.0,149.0,,36734460.0,3309018.0,708464.0,,67527.0,8314.0,4755.0,
4404,448.0,569.0,3.0,,10303745.0,3622389.0,6363.0,,22999.0,6366.0,2121.0,
4405,550.0,1608.0,668.0,,55148516.0,7929314.0,1694321.0,,100270.0,4931.0,2536.0,
4406,575.0,28.0,18.0,,18793758.0,241769.0,71294.0,,32685.0,8635.0,3961.0,
4407,3.0,66.0,3360.0,,207373.0,921587.0,20632295.0,,69124.0,13963.0,6141.0,
4408,774.0,,77.0,4.0,179485129.0,,527380.0,6440.0,231893.0,,6849.0,1610.0
4409,629.0,34.0,70.0,18.0,38374172.0,243756.0,278913.0,300138.0,61008.0,7169.0,3984.0,16674.0
4410,595.0,330.0,104.0,,23081787.0,3317502.0,357706.0,,38793.0,10053.0,3439.0,
4411,40.0,1889.0,141.0,,6519071.0,16873310.0,640719.0,,162977.0,8932.0,4544.0,
4412,537.0,226.0,,2.0,218509609.0,2375455.0,,38836.0,406908.0,10511.0,,19418.0
4413,30.0,1179.0,29.0,,844508.0,9198394.0,127543.0,,28150.0,7802.0,4398.0,
4414,734.0,878.0,262.0,,82258672.0,5763020.0,1244911.0,,112069.0,6564.0,4752.0,
4415,74.0,1829.0,2.0,,4740976.0,24448515.0,4174.0,,64067.0,13367.0,2087.0,
4416,53.0,2433.0,2.0,,3485233.0,13775722.0,10291.0,,65759.0,5662.0,5146.0,
4417,823.0,130.0,,,79361679.0,761578.0,,,96430.0,5858.0,,
4418,12.0,1904.0,4.0,,810833.0,9147641.0,3727.0,,67569.0,4804.0,932.0,
4419,4.0,29.0,,,386541.0,441556.0,,,96635.0,15226.0,,
4420,422.0,99.0,1851.0,,17035065.0,958451.0,7700203.0,,40367.0,9681.0,4160.0,
4421,56.0,97.0,2416.0,,5838383.0,765265.0,6710919.0,,104257.0,7889.0,2778.0,
4422,662.0,87.0,30.0,,98887430.0,1353924.0,153535.0,,149377.0,15562.0,5118.0,
4423,13.0,507.0,1839.0,,1312942.0,3298415.0,6305924.0,,100996.0,6506.0,3429.0,
4424,8.0,80.0,1618.0,,216552.0,628641.0,11767364.0,,27069.0,7858.0,7273.0,
4425,440.0,205.0,4.0,8.0,34670995.0,2013737.0,16981.0,39676.0,78798.0,9823.0,4245.0,4960.0
4426,597.0,2012.0,30.0,,10017018.0,13332093.0,193436.0,,16779.0,6626.0,6448.0,
4427,496.0,5.0,70.0,,92798273.0,997200.0,259760.0,,187093.0,199440.0,3711.0,
4428,734.0,281.0,,,75343670.0,2753464.0,,,102648.0,9799.0,,
4429,11.0,680.0,1980.0,,616150.0,4679362.0,6090597.0,,56014.0,6881.0,3076.0,
4430,672.0,116.0,1.0,,47148374.0,891710.0,38080.0,,70161.0,7687.0,38080.0,
4431,486.0,549.0,1063.0,,24078028.0,5124621.0,6447802.0,,49543.0,9334.0,6066.0,
4432,627.0,320.0,1.0,,38073925.0,2625703.0,2470.0,,60724.0,8205.0,2470.0,
4433,547.0,66.0,10.0,,69402063.0,683639.0,41165.0,,126878.0,10358.0,4117.0,
4434,355.0,546.0,262.0,,8182721.0,2524459.0,920520.0,,23050.0,4624.0,3513.0,
4435,1.0,779.0,3.0,,26516.0,5928293.0,21072.0,,26516.0,7610.0,7024.0,
4436,932.0,20.0,1002.0,,18950010.0,189302.0,4703612.0,,20333.0,9465.0,4694.0,
4437,819.0,1269.0,2.0,1.0,16814995.0,10204237.0,3051.0,3936.0,20531.0,8041.0,1526.0,3936.0
4438,847.0,19.0,220.0,,79794846.0,322145.0,889798.0,,94209.0,16955.0,4045.0,
4439,754.0,67.0,405.0,,34578717.0,470887.0,1443578.0,,45860.0,7028.0,3564.0,
4440,7.0,33.0,2568.0,,373164.0,236787.0,8353526.0,,53309.0,7175.0,3253.0,
4441,6.0,816.0,32.0,,735927.0,11430426.0,152349.0,,122655.0,14008.0,4761.0,
4442,11.0,1849.0,97.0,,451148.0,16760425.0,516732.0,,41013.0,9065.0,5327.0,
4443,4.0,1430.0,9.0,,372036.0,18678232.0,45247.0,,93009.0,13062.0,5027.0,
4444,121.0,1298.0,14.0,,5518727.0,10839457.0,42319.0,,45609.0,8351.0,3023.0,
4445,480.0,1073.0,49.0,32.0,36843789.0,9608192.0,194235.0,273538.0,76758.0,8955.0,3964.0,8548.0
4446,721.0,270.0,130.0,1.0,51307313.0,2458903.0,638577.0,32963.0,71161.0,9107.0,4912.0,32963.0
4447,228.0,1616.0,1.0,,4276854.0,7967764.0,1630.0,,18758.0,4931.0,1630.0,
4448,1.0,2866.0,60.0,,89549.0,14338552.0,241961.0,,89549.0,5003.0,4033.0,
4449,688.0,9.0,55.0,,35634234.0,243067.0,222729.0,,51794.0,27007.0,4050.0,
4450,15.0,1277.0,13.0,,953544.0,16823379.0,32009.0,,63570.0,13174.0,2462.0,
4451,8.0,701.0,453.0,,530488.0,8733891.0,2124858.0,,66311.0,12459.0,4691.0,
4452,467.0,348.0,76.0,,8639943.0,2431130.0,278456.0,,18501.0,6986.0,3664.0,
4453,507.0,796.0,51.0,5.0,55815016.0,8753251.0,215926.0,22499.0,110089.0,10997.0,4234.0,4500.0
4454,175.0,1054.0,,2.0,2729819.0,6005624.0,,16689.0,15599.0,5698.0,,8345.0
4455,71.0,959.0,4.0,2.0,2706791.0,10534881.0,6346.0,2034.0,38124.0,10985.0,1587.0,1017.0
4456,604.0,107.0,4.0,,24640948.0,1117949.0,55032.0,,40796.0,10448.0,13758.0,
4457,35.0,1635.0,2.0,,595675.0,8413693.0,3016.0,,17019.0,5146.0,1508.0,
4458,129.0,1217.0,228.0,,12497462.0,16097972.0,1616734.0,,96880.0,13228.0,7091.0,
4459,540.0,902.0,,3.0,11947181.0,6414278.0,,18555.0,22124.0,7111.0,,6185.0
4460,86.0,1811.0,,,8471653.0,11603221.0,,,98508.0,6407.0,,
4461,10.0,876.0,26.0,,433606.0,12737974.0,113239.0,,43361.0,14541.0,4355.0,
4462,20.0,1794.0,150.0,,614318.0,10400890.0,516658.0,,30716.0,5798.0,3444.0,
4463,491.0,190.0,2.0,,30545369.0,1177482.0,10243.0,,62211.0,6197.0,5122.0,
4464,16.0,957.0,2.0,,1351797.0,6854532.0,6183.0,,84487.0,7163.0,3092.0,
4465,514.0,61.0,16.0,,138868015.0,463604.0,75281.0,,270171.0,7600.0,4705.0,
4466,716.0,265.0,29.0,2.0,36928012.0,2082074.0,137012.0,10906.0,51575.0,7857.0,4725.0,5453.0
4467,229.0,1565.0,,1.0,13527516.0,8178879.0,,2483.0,59072.0,5226.0,,2483.0
4468,2.0,2288.0,9.0,,263795.0,14304990.0,47203.0,,131898.0,6252.0,5245.0,
4469,642.0,1042.0,5.0,,16790094.0,5199935.0,20212.0,,26153.0,4990.0,4042.0,
4470,568.0,63.0,58.0,,98163140.0,400966.0,308458.0,,172822.0,6365.0,5318.0,
4471,748.0,13.0,3.0,16.0,38809217.0,386658.0,30306.0,263020.0,51884.0,29743.0,10102.0,16439.0
4472,1069.0,57.0,,11.0,32570410.0,315356.0,,102455.0,30468.0,5533.0,,9314.0
4473,501.0,,87.0,2.0,91251884.0,,307942.0,18357.0,182139.0,,3540.0,9179.0
4474,98.0,604.0,1284.0,,4972389.0,7050135.0,7228091.0,,50739.0,11672.0,5629.0,
4475,852.0,229.0,8.0,,112141494.0,1968448.0,29374.0,,131621.0,8596.0,3672.0,
4476,791.0,43.0,27.0,,71737049.0,457407.0,133866.0,,90692.0,10637.0,4958.0,
4477,2.0,1007.0,97.0,,92320.0,6496914.0,587348.0,,46160.0,6452.0,6055.0,
4478,3.0,1330.0,71.0,,137751.0,8023474.0,241457.0,,45917.0,6033.0,3401.0,
4479,530.0,31.0,,1.0,21228738.0,231619.0,,3936.0,40054.0,7472.0,,3936.0
4480,3.0,690.0,1329.0,,41820.0,3504245.0,6515640.0,,13940.0,5079.0,4903.0,
4481,871.0,158.0,26.0,,94242294.0,998291.0,174196.0,,108200.0,6318.0,6700.0,
4482,53.0,999.0,370.0,1.0,2170664.0,7073404.0,1249818.0,13244.0,40956.0,7080.0,3378.0,13244.0
4483,802.0,171.0,18.0,,44692613.0,1322822.0,57248.0,,55726.0,7736.0,3180.0,
4484,22.0,1311.0,23.0,,1731333.0,14046373.0,83596.0,,78697.0,10714.0,3635.0,
4485,1048.0,15.0,,2.0,35898239.0,112697.0,,4845.0,34254.0,7513.0,,2423.0
4486,34.0,1018.0,20.0,,4498805.0,15658999.0,71099.0,,132318.0,15382.0,3555.0,
4487,648.0,1010.0,27.0,51.0,59766194.0,6890859.0,148768.0,153021.0,92232.0,6823.0,5510.0,3000.0
4488,486.0,101.0,8.0,,8490187.0,1063880.0,23135.0,,17470.0,10533.0,2892.0,
4489,28.0,71.0,1608.0,,820992.0,2603110.0,10948242.0,,29321.0,36664.0,6809.0,
4490,581.0,23.0,67.0,,18888918.0,247923.0,196657.0,,32511.0,10779.0,2935.0,
4491,33.0,1178.0,123.0,3.0,1336913.0,7635642.0,344267.0,22436.0,40513.0,6482.0,2799.0,7479.0
4492,484.0,13.0,215.0,1.0,12507428.0,47828.0,792516.0,9667.0,25842.0,3679.0,3686.0,9667.0
4493,2.0,1784.0,32.0,1.0,3018266.0,6426655.0,149064.0,2838.0,1509133.0,3602.0,4658.0,2838.0
4494,689.0,60.0,180.0,,157881371.0,473063.0,2202254.0,,229146.0,7884.0,12235.0,
4495,1198.0,80.0,3.0,,26714925.0,534210.0,36143.0,,22300.0,6678.0,12048.0,
4496,631.0,225.0,7.0,,34926731.0,1532899.0,54573.0,,55351.0,6813.0,7796.0,
4497,3.0,84.0,2829.0,,594258.0,1465444.0,12925479.0,,198086.0,17446.0,4569.0,
4498,12.0,2903.0,55.0,,745787.0,18268969.0,136290.0,,62149.0,6293.0,2478.0,
4499,812.0,36.0,151.0,,54965703.0,191103.0,1107596.0,,67692.0,5308.0,7335.0,
4500,2.0,8.0,1285.0,,18205.0,43242.0,5351862.0,,9103.0,5405.0,4165.0,
4501,854.0,146.0,,11.0,36745577.0,1529713.0,,129521.0,43028.0,10477.0,,11775.0
4502,21.0,1939.0,46.0,,1433850.0,15670534.0,174367.0,,68279.0,8082.0,3791.0,
4503,40.0,1434.0,6.0,,449867.0,14788671.0,18323.0,,11247.0,10313.0,3054.0,
4504,550.0,48.0,4.0,,44550193.0,430253.0,9774.0,,81000.0,8964.0,2444.0,
4505,176.0,830.0,21.0,,7373743.0,8399068.0,112712.0,,41896.0,10119.0,5367.0,
4506,1.0,1851.0,6.0,,16514.0,7400595.0,30302.0,,16514.0,3998.0,5050.0,
4507,7.0,47.0,1271.0,,262690.0,569923.0,7585222.0,,37527.0,12126.0,5968.0,
4508,29.0,11.0,1264.0,2.0,1189965.0,165322.0,4909338.0,20118.0,41033.0,15029.0,3884.0,10059.0
4509,3.0,16.0,631.0,112.0,13029.0,86274.0,2444828.0,377922.0,4343.0,5392.0,3875.0,3374.0
4510,2.0,4.0,3567.0,,408079.0,150577.0,17079580.0,,204040.0,37644.0,4788.0,
4511,877.0,16.0,,1.0,18120769.0,82174.0,,91788.0,20662.0,5136.0,,91788.0
4512,809.0,548.0,43.0,,32856729.0,2924316.0,102548.0,,40614.0,5336.0,2385.0,
4513,674.0,22.0,4.0,,73921148.0,435603.0,11470.0,,109675.0,19800.0,2868.0,
4514,138.0,1811.0,6.0,,5303383.0,10801456.0,38173.0,,38430.0,5964.0,6362.0,
4515,47.0,2.0,3175.0,3.0,1742967.0,15786.0,13955803.0,16612.0,37084.0,7893.0,4396.0,5537.0
4516,11.0,1315.0,77.0,,1059482.0,5807879.0,270890.0,,96317.0,4417.0,3518.0,
4517,606.0,309.0,102.0,3.0,172228887.0,2609815.0,478034.0,19216.0,284206.0,8446.0,4687.0,6405.0
4518,521.0,250.0,54.0,,80498652.0,1391815.0,223035.0,,154508.0,5567.0,4130.0,
4519,660.0,34.0,5.0,,48446285.0,331189.0,42521.0,,73403.0,9741.0,8504.0,
4520,517.0,93.0,19.0,3.0,45256349.0,381603.0,107770.0,59467.0,87536.0,4103.0,5672.0,19822.0
4521,20.0,1713.0,5.0,,2588356.0,16669342.0,20805.0,,129418.0,9731.0,4161.0,
4522,30.0,2259.0,1.0,,3968149.0,14937772.0,2563.0,,132272.0,6613.0,2563.0,
4523,564.0,12.0,7.0,,84613804.0,127606.0,14005.0,,150024.0,10634.0,2001.0,
4524,1.0,1293.0,13.0,,15013.0,11105686.0,24385.0,,15013.0,8589.0,1876.0,
4525,567.0,211.0,112.0,2.0,164535546.0,5559963.0,481767.0,6219.0,290186.0,26351.0,4301.0,3110.0
4526,36.0,2436.0,,,2034008.0,11248216.0,,,56500.0,4617.0,,
4527,627.0,127.0,42.0,,68394565.0,1754524.0,237761.0,,109082.0,13815.0,5661.0,
4528,7.0,29.0,1314.0,,1479187.0,99421.0,6496508.0,,211312.0,3428.0,4944.0,
4529,1.0,1223.0,2.0,,35387.0,6037925.0,5310.0,,35387.0,4937.0,2655.0,
4530,89.0,1660.0,3.0,,8902208.0,9591635.0,5867.0,,100025.0,5778.0,1956.0,
4531,29.0,92.0,1008.0,,3342527.0,1119289.0,6544670.0,,115260.0,12166.0,6493.0,
4532,753.0,12.0,,9.0,59958219.0,157449.0,,79435.0,79626.0,13121.0,,8826.0
4533,78.0,3.0,2317.0,,2910066.0,51519.0,11163038.0,,37309.0,17173.0,4818.0,
4534,1.0,913.0,1.0,,296702.0,4347622.0,4482.0,,296702.0,4762.0,4482.0,
4535,856.0,430.0,,12.0,18038279.0,1989949.0,,28898.0,21073.0,4628.0,,2408.0
4536,610.0,10.0,34.0,,87658027.0,117514.0,83615.0,,143702.0,11751.0,2459.0,
4537,473.0,224.0,8.0,,102937444.0,1814788.0,17620.0,,217627.0,8102.0,2203.0,
4538,550.0,1323.0,5.0,,118608805.0,14353181.0,51515.0,,215652.0,10849.0,10303.0,
4539,791.0,104.0,,,72090065.0,1757547.0,,,91138.0,16899.0,,
4540,11.0,1884.0,52.0,,138343.0,13949381.0,603858.0,,12577.0,7404.0,11613.0,
4541,6.0,1460.0,16.0,,670381.0,12171541.0,98938.0,,111730.0,8337.0,6184.0,
4542,885.0,5.0,228.0,1.0,45438075.0,25222.0,1314762.0,9271.0,51342.0,5044.0,5767.0,9271.0
4543,18.0,1551.0,4.0,,1605355.0,11196939.0,8101.0,,89186.0,7219.0,2025.0,
4544,2.0,2917.0,30.0,,66243.0,16224844.0,154032.0,,33122.0,5562.0,5134.0,
4545,509.0,98.0,2.0,,64834903.0,1023542.0,13110.0,,127377.0,10444.0,6555.0,
4546,681.0,14.0,779.0,,102526158.0,220561.0,3931267.0,,150552.0,15754.0,5047.0,
4547,1516.0,7.0,22.0,,48450850.0,1454061.0,45674.0,,31960.0,207723.0,2076.0,
4548,610.0,,53.0,4.0,27840528.0,,215405.0,69662.0,45640.0,,4064.0,17416.0
4549,22.0,984.0,887.0,6.0,1199989.0,16381124.0,3763752.0,78484.0,54545.0,16647.0,4243.0,13081.0
4550,972.0,11.0,27.0,,24746868.0,74429.0,107335.0,,25460.0,6766.0,3975.0,
4551,237.0,3757.0,,1.0,7880034.0,25571591.0,,10628.0,33249.0,6806.0,,10628.0
4552,434.0,520.0,,,63153147.0,15999416.0,,,145514.0,30768.0,,
4553,2.0,760.0,1.0,,333602.0,10039373.0,1800.0,,166801.0,13210.0,1800.0,
4554,3.0,149.0,1494.0,,129454.0,880616.0,6956066.0,,43151.0,5910.0,4656.0,
4555,6.0,1254.0,4.0,,557807.0,9651283.0,40627.0,,92968.0,7696.0,10157.0,
4556,42.0,14.0,1872.0,,3902238.0,135838.0,6369966.0,,92910.0,9703.0,3403.0,
4557,4.0,1178.0,10.0,,739407.0,10976284.0,25838.0,,184852.0,9318.0,2584.0,
4558,3.0,663.0,10.0,,152875.0,5970466.0,74442.0,,50958.0,9005.0,7444.0,
4559,13.0,12.0,1466.0,,1677556.0,813158.0,8927065.0,,129043.0,67763.0,6089.0,
4560,478.0,363.0,17.0,,61044923.0,2850589.0,110163.0,,127709.0,7853.0,6480.0,
4561,848.0,,17.0,,32115235.0,,109268.0,,37872.0,,6428.0,
4562,116.0,1824.0,7.0,,4713473.0,11365703.0,35327.0,,40633.0,6231.0,5047.0,
4563,534.0,658.0,23.0,,143631122.0,6688238.0,92323.0,,268972.0,10164.0,4014.0,
4564,20.0,1170.0,29.0,,2549978.0,30145483.0,68928.0,,127499.0,25765.0,2377.0,
4565,2.0,1532.0,14.0,,116001.0,14091811.0,81633.0,,58001.0,9198.0,5831.0,
4566,458.0,2354.0,1.0,,34078894.0,12012369.0,1305.0,,74408.0,5103.0,1305.0,
4567,51.0,2436.0,2.0,,4066916.0,20718378.0,12141.0,,79743.0,8505.0,6071.0,
4568,586.0,2.0,103.0,,8393634.0,4967.0,345327.0,,14324.0,2484.0,3353.0,
4569,11.0,670.0,2965.0,,1081508.0,4162381.0,11672212.0,,98319.0,6213.0,3937.0,
4570,15.0,7.0,1266.0,,735473.0,300366.0,6044626.0,,49032.0,42909.0,4775.0,
4571,649.0,71.0,,5.0,19110829.0,484521.0,,54908.0,29447.0,6824.0,,10982.0
4572,673.0,632.0,51.0,,54008795.0,3442492.0,329882.0,,80251.0,5447.0,6468.0,
4573,676.0,355.0,10.0,1.0,9907635.0,3363209.0,50773.0,40486.0,14656.0,9474.0,5077.0,40486.0
4574,377.0,2515.0,,,23471990.0,21414792.0,,,62260.0,8515.0,,
4575,894.0,8.0,16.0,2.0,26002308.0,133531.0,160323.0,11149.0,29085.0,16691.0,10020.0,5575.0
4576,703.0,263.0,,5.0,53518934.0,2716229.0,,50895.0,76129.0,10328.0,,10179.0
4577,6.0,2101.0,4.0,,744981.0,13198539.0,17661.0,,124164.0,6282.0,4415.0,
4578,20.0,5.0,1382.0,,447548.0,29097.0,6165054.0,,22377.0,5819.0,4461.0,
4579,667.0,7.0,6.0,,20302847.0,29709.0,6579.0,,30439.0,4244.0,1097.0,
4580,528.0,199.0,20.0,13.0,10527545.0,1520852.0,90234.0,122034.0,19939.0,7642.0,4512.0,9387.0
4581,18.0,1226.0,96.0,,1852298.0,10116432.0,246769.0,,102905.0,8252.0,2571.0,
4582,830.0,21.0,3.0,,48380483.0,128812.0,19058.0,,58290.0,6134.0,6353.0,
4583,969.0,148.0,72.0,,280713433.0,2534583.0,405523.0,,289694.0,17126.0,5632.0,
4584,488.0,1917.0,1.0,,19738313.0,11579972.0,2661.0,,40447.0,6041.0,2661.0,
