,고객번호,식품_증감율,식품_변동율,식품_(증감*0.8)+(변동*0.2),식품CV,의류_증감율,의류_변동율,의류_(증감*0.8)+(변동*0.2),의류CV,생활_증감율,생활_변동율,생활_(증감*0.8)+(변동*0.2),생활CV
5718,5777,0.0,4.0,0.8,0.3081771897734787,1.0,5.0,1.8,0.2372456480931071,0.0,0.0,0.0,0.5603627100386771
5719,5778,1.0,5.0,1.8,0.24147777840976276,0.0,6.0,1.2000000000000002,1.0141426071568092,0.0,4.0,0.8,0.33647087253477187
5720,5780,-1.0,7.0,0.6000000000000001,0.23353081145696775,-2.0,6.0,-0.3999999999999999,1.271001689288102,-3.0,5.0,-1.4000000000000004,0.5763645709157318
5721,5781,0.0,2.0,0.4,0.12690015497340854,-1.0,3.0,-0.19999999999999996,0.6351355168749345,-2.0,4.0,-0.8,0.5740489219449665
5722,5782,1.0,5.0,1.8,0.27701060036239794,0.0,0.0,0.0,0.5863671891986726,0.0,4.0,0.8,0.413628270148324
5723,5783,1.0,1.0,1.0,0.22406788461845686,1.0,1.0,1.0,0.6417000468192507,0.0,4.0,0.8,0.36857778600730395
5724,5784,-1.0,3.0,-0.19999999999999996,0.21660889748373363,-1.0,1.0,-0.6000000000000001,0.5275934348756111,0.0,4.0,0.8,0.7419417280992595
5725,5785,1.0,5.0,1.8,0.2724667953743924,-1.0,5.0,0.19999999999999996,0.9856248389194522,1.0,5.0,1.8,0.7196458262336369
5726,5786,1.0,3.0,1.4000000000000001,0.15099995494075635,0.0,12.0,2.4000000000000004,1.13227869390772,0.0,6.0,1.2000000000000002,0.4892397148309398
5727,5787,2.0,2.0,2.0,0.27083232017409586,0.0,2.0,0.4,0.5075330596911972,2.0,8.0,3.2,0.5929624442880838
5728,5788,-1.0,1.0,-0.6000000000000001,0.34039059425313817,0.0,6.0,1.2000000000000002,1.7767405748661498,-2.0,4.0,-0.8,0.5594020394600474
5729,5789,-1.0,3.0,-0.19999999999999996,0.23254588547708172,-1.0,3.0,-0.19999999999999996,0.45102133565062263,-1.0,1.0,-0.6000000000000001,0.32718943973700393
5730,5790,1.0,1.0,1.0,0.2820695914583866,0.0,0.0,0.0,0.3450167451904542,2.0,6.0,2.8000000000000003,0.9861201077993024
5731,5791,0.0,2.0,0.4,0.4376963714842987,0.0,0.0,0.0,0.4512956316848177,3.0,5.0,3.4000000000000004,1.2321028461317216
5732,5792,0.0,4.0,0.8,0.2174366320945944,0.0,2.0,0.4,0.43590942945429323,-1.0,3.0,-0.19999999999999996,0.7082373806038698
5733,5793,1.0,3.0,1.4000000000000001,0.1793175492111215,-1.0,3.0,-0.19999999999999996,0.629901172429539,2.0,2.0,2.0,0.9111651677144804
5734,5794,0.0,2.0,0.4,0.21422414507811044,0.0,2.0,0.4,0.5218108198382129,-1.0,1.0,-0.6000000000000001,0.5920196509032029
5735,5795,-1.0,1.0,-0.6000000000000001,0.2414003962645793,2.0,14.0,4.4,1.277037920852833,0.0,2.0,0.4,0.2483796034457319
5736,5796,2.0,4.0,2.4000000000000004,0.46584891211047846,0.0,4.0,0.8,0.6607697468210076,2.0,6.0,2.8000000000000003,0.4074939002633137
5737,5797,0.0,0.0,0.0,0.42896499153229073,0.0,2.0,0.4,0.4714956020204609,0.0,4.0,0.8,0.5639345195441258
5738,5798,0.0,4.0,0.8,0.25730174650203524,-1.0,5.0,0.19999999999999996,0.7015273738430363,0.0,4.0,0.8,0.47549542743168716
5739,5799,1.0,1.0,1.0,0.1363292016451957,0.0,4.0,0.8,0.7199993457506588,0.0,2.0,0.4,0.30870284161565925
5740,5800,-2.0,2.0,-1.2000000000000002,0.28651290843711946,2.0,4.0,2.4000000000000004,0.7355483519204334,1.0,3.0,1.4000000000000001,0.2873726425861229
5741,5801,3.0,3.0,3.0000000000000004,1.3448609266943559,0.0,6.0,1.2000000000000002,0.7277653269425154,3.0,5.0,3.4000000000000004,1.7015650158309348
5742,5802,1.0,3.0,1.4000000000000001,0.20108749619211408,-1.0,1.0,-0.6000000000000001,2.645751311064591,-1.0,3.0,-0.19999999999999996,0.26596198753509814
5743,5803,0.0,2.0,0.4,0.16116238695889998,-1.0,5.0,0.19999999999999996,0.3974135962319535,1.0,3.0,1.4000000000000001,0.3396809571658876
5744,5804,1.0,1.0,1.0,0.47862887659632736,1.0,5.0,1.8,0.8337714352957348,1.0,1.0,1.0,0.6160290707875058
5745,5805,0.0,4.0,0.8,0.3883594726943535,2.0,6.0,2.8000000000000003,1.7209936690914287,-1.0,5.0,0.19999999999999996,0.37489938657651584
5746,5806,0.0,0.0,0.0,0.17619232541814472,0.0,0.0,0.0,0.9505041088736749,0.0,6.0,1.2000000000000002,0.41170721522857595
5747,5807,-2.0,2.0,-1.2000000000000002,0.22674992601597938,0.0,2.0,0.4,0.7473580936081531,-2.0,6.0,-0.3999999999999999,1.3419189211809999
5748,5808,0.0,2.0,0.4,0.47572419713324093,0.0,2.0,0.4,0.552473228556907,0.0,0.0,0.0,0.22512978492429683
5749,5809,0.0,4.0,0.8,0.23930418526546085,1.0,3.0,1.4000000000000001,0.36313296464663153,1.0,3.0,1.4000000000000001,0.5459016393201549
5750,5810,0.0,4.0,0.8,0.5290461718667766,-1.0,1.0,-0.6000000000000001,0.4806565483024773,0.0,12.0,2.4000000000000004,1.1293741830096375
5751,5811,1.0,3.0,1.4000000000000001,0.2423364458258523,1.0,1.0,1.0,0.5035040832344985,1.0,7.0,2.2,0.6285138284695859
5752,5812,-1.0,3.0,-0.19999999999999996,0.30169849776848123,-2.0,6.0,-0.3999999999999999,1.087845606691163,1.0,5.0,1.8,0.40975767534612495
5753,5813,1.0,3.0,1.4000000000000001,0.4483500901138214,0.0,2.0,0.4,0.5315875413910452,1.0,9.0,2.6,0.6742817567248504
5754,5814,0.0,2.0,0.4,1.0743399965849418,0.0,0.0,0.0,0.7329743804293094,-2.0,10.0,0.3999999999999999,0.9440922167493363
5755,5815,0.0,0.0,0.0,0.15624281900421938,2.0,4.0,2.4000000000000004,1.6461813545353132,0.0,0.0,0.0,0.6109758762613285
5756,5816,0.0,18.0,3.6,0.9206002207575811,1.0,3.0,1.4000000000000001,0.959851872281686,4.0,8.0,4.800000000000001,2.0146061545304614
5757,5817,0.0,14.0,2.8000000000000003,1.094466929416137,0.0,0.0,0.0,0.45681820163484926,0.0,8.0,1.6,1.5255224687965605
5758,5818,1.0,3.0,1.4000000000000001,0.2839457814637554,1.0,5.0,1.8,1.0335516369982938,2.0,8.0,3.2,0.7460862327622595
5759,5819,0.0,4.0,0.8,0.25943837593406033,0.0,4.0,0.8,0.5352288874022794,-3.0,5.0,-1.4000000000000004,1.9593220845611534
5760,5820,-2.0,4.0,-0.8,1.0580128393070136,0.0,2.0,0.4,0.5281319602394916,-4.0,4.0,-2.4000000000000004,2.027530994319987
5761,5821,-2.0,4.0,-0.8,0.35333288319180806,-1.0,9.0,1.0,1.8476222150591786,0.0,6.0,1.2000000000000002,0.7331556296638677
5762,5822,-1.0,5.0,0.19999999999999996,0.3959900609967957,-1.0,1.0,-0.6000000000000001,0.5847145433835753,0.0,4.0,0.8,0.5257369525831258
5763,5823,-1.0,3.0,-0.19999999999999996,0.4776824885424607,0.0,0.0,0.0,0.40747980126241234,0.0,2.0,0.4,2.026931210135333
5764,5824,-2.0,6.0,-0.3999999999999999,0.9545578254156172,0.0,0.0,0.0,0.3254179020154924,2.0,8.0,3.2,1.6379941698209193
5765,5825,0.0,0.0,0.0,0.32501428394661486,0.0,0.0,0.0,0.37509145966457286,-1.0,5.0,0.19999999999999996,1.1257933277870023
5766,5826,3.0,5.0,3.4000000000000004,0.8517967429710804,0.0,4.0,0.8,0.5592024723700205,2.0,6.0,2.8000000000000003,0.8095407898015631
5767,5827,1.0,3.0,1.4000000000000001,0.2500483742673282,-1.0,1.0,-0.6000000000000001,0.3428364074960696,1.0,5.0,1.8,0.3820558957459417
5768,5828,-3.0,7.0,-1.0000000000000002,0.758275900656371,0.0,2.0,0.4,0.7365537301304761,1.0,3.0,1.4000000000000001,0.4286643741941076
5769,5829,0.0,0.0,0.0,0.20816317091561495,0.0,0.0,0.0,0.3441279387928394,-1.0,5.0,0.19999999999999996,0.6697079986216341
5770,5830,0.0,10.0,2.0,0.6178100316264022,0.0,0.0,0.0,0.36373233029583973,0.0,2.0,0.4,0.7299927497127012
5771,5831,2.0,4.0,2.4000000000000004,0.27187673667976814,0.0,0.0,0.0,0.39406496659959284,2.0,2.0,2.0,0.5387021443352686
5772,5832,2.0,2.0,2.0,0.27604541331785193,0.0,2.0,0.4,0.45595742429285196,0.0,2.0,0.4,0.2887765596867307
5773,5833,0.0,2.0,0.4,0.529464075261625,-1.0,5.0,0.19999999999999996,0.6939503068051645,-1.0,5.0,0.19999999999999996,1.3605126001665642
5774,5834,0.0,0.0,0.0,0.15721441419915783,1.0,5.0,1.8,0.48204822243799866,-1.0,5.0,0.19999999999999996,0.38749267725175107
5775,5835,0.0,4.0,0.8,0.2901062458770393,0.0,0.0,0.0,0.436536595976432,0.0,0.0,0.0,0.8091348877828195
5776,5836,0.0,0.0,0.0,0.20466549101562498,1.0,7.0,2.2,1.1540315914748622,0.0,4.0,0.8,0.275304508925137
5777,5837,0.0,2.0,0.4,0.15078022901116597,0.0,4.0,0.8,0.6570172987111933,-1.0,3.0,-0.19999999999999996,0.3028315192887738
5778,5838,0.0,2.0,0.4,0.24525756169883298,1.0,5.0,1.8,0.8167065878301583,1.0,5.0,1.8,0.2903287633515611
5779,5839,2.0,4.0,2.4000000000000004,0.7392341326866313,0.0,4.0,0.8,0.6167921979247714,2.0,8.0,3.2,0.6847893778214379
5780,5840,2.0,4.0,2.4000000000000004,0.45415563978679685,0.0,4.0,0.8,0.7248152875065816,0.0,2.0,0.4,0.3200133728121773
5781,5841,-1.0,5.0,0.19999999999999996,0.7467292127576207,1.0,3.0,1.4000000000000001,0.5780001713709905,0.0,8.0,1.6,0.5050592844412959
5782,5842,-2.0,4.0,-0.8,1.1076331370922379,-1.0,5.0,0.19999999999999996,0.5221008412882411,0.0,8.0,1.6,0.7148395608600725
5783,5843,1.0,3.0,1.4000000000000001,0.27100474644568046,1.0,5.0,1.8,1.1359434907307464,1.0,3.0,1.4000000000000001,0.457523434657082
5784,5844,0.0,6.0,1.2000000000000002,0.22670703754595106,-1.0,5.0,0.19999999999999996,0.6850208193723532,1.0,5.0,1.8,0.38528173577023483
5785,5845,1.0,3.0,1.4000000000000001,0.25399005356120496,0.0,8.0,1.6,1.7353524910313767,1.0,5.0,1.8,0.8970512145075521
5786,5846,1.0,1.0,1.0,0.2442719801115702,-1.0,3.0,-0.19999999999999996,0.48171203309701244,1.0,3.0,1.4000000000000001,0.5209314829599069
5787,5847,2.0,4.0,2.4000000000000004,0.5416115917817181,0.0,0.0,0.0,0.44950412750898455,0.0,8.0,1.6,0.883723765043919
5788,5848,0.0,6.0,1.2000000000000002,0.41052136898466424,-1.0,7.0,0.6000000000000001,0.8688542027589818,2.0,4.0,2.4000000000000004,0.9945055638023813
5789,5849,0.0,2.0,0.4,0.37206653635300857,-2.0,2.0,-1.2000000000000002,0.661663107688376,1.0,3.0,1.4000000000000001,0.47420629236293915
5790,5850,0.0,0.0,0.0,0.43292759162217587,0.0,2.0,0.4,1.1981652536483263,-1.0,3.0,-0.19999999999999996,1.754604202090008
5791,5851,-2.0,2.0,-1.2000000000000002,0.5503854058461786,0.0,0.0,0.0,0.376886503208996,3.0,13.0,5.0,1.1737718263395456
5792,5852,0.0,4.0,0.8,0.3668749669072752,0.0,6.0,1.2000000000000002,1.0977347369317436,-3.0,5.0,-1.4000000000000004,0.9738879722612931
5793,5853,0.0,2.0,0.4,0.8941910763434381,-2.0,6.0,-0.3999999999999999,0.7917817838343398,-1.0,9.0,1.0,1.1701559956048015
5794,5854,-2.0,2.0,-1.2000000000000002,0.6656791930139967,0.0,0.0,0.0,0.3164086897963371,-1.0,5.0,0.19999999999999996,0.9543881244964579
5795,5855,1.0,1.0,1.0,0.28687974240308967,0.0,4.0,0.8,0.8428962165380031,2.0,4.0,2.4000000000000004,0.337056630886731
5796,5856,0.0,4.0,0.8,0.2509319375809018,0.0,2.0,0.4,0.7705688837117679,2.0,4.0,2.4000000000000004,0.8553161468892525
5797,5857,0.0,2.0,0.4,0.16064667839485752,1.0,5.0,1.8,1.684289544002111,2.0,2.0,2.0,0.5266771402126976
5798,5858,-1.0,5.0,0.19999999999999996,0.32215151571654393,1.0,5.0,1.8,0.818084132377041,-2.0,6.0,-0.3999999999999999,0.514704577540978
5799,5859,0.0,2.0,0.4,0.28543112877381693,1.0,3.0,1.4000000000000001,0.5017209413142351,3.0,5.0,3.4000000000000004,1.0474328901558168
5800,5860,1.0,5.0,1.8,0.6015206184089886,0.0,2.0,0.4,0.41719234734435984,1.0,3.0,1.4000000000000001,0.40826324539184766
5801,5861,0.0,0.0,0.0,0.7519465560758434,2.0,2.0,2.0,0.8905130051633386,0.0,6.0,1.2000000000000002,1.4769796830913087
5802,5862,0.0,2.0,0.4,0.2309208915155074,0.0,2.0,0.4,0.7948419464495968,0.0,4.0,0.8,0.33495374723619153
5803,5863,1.0,5.0,1.8,0.40090703879655626,0.0,10.0,2.0,0.5871193161750214,0.0,2.0,0.4,0.4134878350879101
5804,5864,1.0,3.0,1.4000000000000001,0.24369866632359688,1.0,3.0,1.4000000000000001,2.4671564897312828,1.0,3.0,1.4000000000000001,0.41312215940415126
5805,5865,1.0,3.0,1.4000000000000001,0.26769387206435497,0.0,2.0,0.4,0.5345354136658549,1.0,3.0,1.4000000000000001,0.41032494870022507
5806,5866,0.0,2.0,0.4,0.2205372757238701,-1.0,3.0,-0.19999999999999996,0.4456124603475445,-1.0,7.0,0.6000000000000001,0.5945875426921634
5807,5867,1.0,7.0,2.2,0.31567162496071094,-1.0,5.0,0.19999999999999996,0.7486467646120791,0.0,6.0,1.2000000000000002,0.42269415894042706
5808,5868,1.0,3.0,1.4000000000000001,0.4173857273091292,0.0,4.0,0.8,0.5322062376415869,0.0,8.0,1.6,0.9444832269955593
5809,5869,2.0,2.0,2.0,0.3809665119755968,0.0,4.0,0.8,0.8745291876530109,2.0,4.0,2.4000000000000004,0.31228168400422324
5810,5870,0.0,0.0,0.0,0.5808209731194675,0.0,0.0,0.0,0.6259512015777448,3.0,9.0,4.2,0.8244914693615721
5811,5871,1.0,3.0,1.4000000000000001,0.14589269288208517,1.0,3.0,1.4000000000000001,0.49553321896392005,1.0,5.0,1.8,0.31714679699219517
5812,5872,1.0,3.0,1.4000000000000001,0.4412925056313446,0.0,0.0,0.0,0.3753265141212457,1.0,7.0,2.2,0.8942880458292927
5813,5873,1.0,5.0,1.8,0.1794690125874363,-1.0,5.0,0.19999999999999996,1.1293439906371516,0.0,2.0,0.4,0.2417169226126596
5814,5874,-1.0,1.0,-0.6000000000000001,0.6759213704222186,-3.0,7.0,-1.0000000000000002,0.9644229670118063,0.0,10.0,2.0,0.7496058755158307
5815,5875,2.0,4.0,2.4000000000000004,0.3136623213395679,1.0,1.0,1.0,0.468159217496552,2.0,10.0,3.6,0.7771099762483812
5816,5876,0.0,0.0,0.0,0.2775072405825038,0.0,2.0,0.4,0.30093434488311754,-2.0,4.0,-0.8,0.6121406292047864
5817,5877,0.0,0.0,0.0,0.614597320950368,0.0,2.0,0.4,0.6143395010083783,1.0,5.0,1.8,1.0215427703652868
5818,5878,0.0,8.0,1.6,0.9134952611977052,0.0,0.0,0.0,0.6532820737589966,-2.0,8.0,0.0,0.9796360892134244
5819,5879,1.0,3.0,1.4000000000000001,0.18977725280274751,0.0,2.0,0.4,0.3585653117672947,1.0,7.0,2.2,0.4585565735381043
5820,5880,1.0,1.0,1.0,0.28779288884157667,0.0,4.0,0.8,1.0689311930324454,1.0,3.0,1.4000000000000001,0.3483895326106782
5821,5881,0.0,8.0,1.6,0.4828459475580761,0.0,2.0,0.4,0.29709881626048307,1.0,5.0,1.8,1.2027478111615433
5822,5882,2.0,6.0,2.8000000000000003,0.45819799560847807,-2.0,4.0,-0.8,2.3385207814112783,0.0,4.0,0.8,0.5020719528643143
5823,5883,-1.0,3.0,-0.19999999999999996,0.18431758943067053,-1.0,3.0,-0.19999999999999996,0.6368350927619043,-1.0,3.0,-0.19999999999999996,0.3268657847024302
5824,5884,0.0,4.0,0.8,0.5755220768664236,0.0,2.0,0.4,0.34603376656083545,0.0,6.0,1.2000000000000002,0.7077923120742589
5825,5885,2.0,4.0,2.4000000000000004,0.6813217268842775,1.0,5.0,1.8,1.04389869496121,3.0,5.0,3.4000000000000004,0.6751952461055309
5826,5886,0.0,4.0,0.8,0.7130878918960217,0.0,2.0,0.4,0.7913806689180295,-4.0,16.0,0.0,1.2811023467484084
5827,5887,0.0,0.0,0.0,0.18035765008698146,-2.0,4.0,-0.8,0.8181780462624931,0.0,2.0,0.4,0.5175206696899853
5828,5888,3.0,3.0,3.0000000000000004,0.7906494654674852,1.0,5.0,1.8,0.7318450182084723,0.0,2.0,0.4,0.7161633194688242
5829,5889,1.0,1.0,1.0,0.2642485866706518,0.0,4.0,0.8,0.7065127856388204,-1.0,5.0,0.19999999999999996,0.6210045608567393
5830,5890,1.0,3.0,1.4000000000000001,0.2193253629068059,2.0,6.0,2.8000000000000003,1.7940792119546443,0.0,4.0,0.8,0.2904325828187699
5831,5891,2.0,4.0,2.4000000000000004,0.318645420834463,0.0,0.0,0.0,0.4074846793382031,3.0,5.0,3.4000000000000004,0.5849720280377271
5832,5892,0.0,0.0,0.0,0.1013580755952791,-3.0,5.0,-1.4000000000000004,1.042425297121327,0.0,0.0,0.0,0.14311925068383693
5833,5893,-1.0,3.0,-0.19999999999999996,0.2717786714866425,1.0,3.0,1.4000000000000001,1.194651187842938,2.0,6.0,2.8000000000000003,1.3309547817065785
5834,5894,0.0,6.0,1.2000000000000002,0.4497627152826871,0.0,0.0,0.0,0.22263697468888105,-3.0,9.0,-0.6000000000000003,0.9143127130700806
5835,5895,0.0,4.0,0.8,0.4165165060415577,1.0,1.0,1.0,0.6136923818552519,-3.0,15.0,0.5999999999999996,0.9600555800508589
5836,5896,1.0,3.0,1.4000000000000001,0.2432194917564225,-1.0,3.0,-0.19999999999999996,2.3609646675793488,0.0,6.0,1.2000000000000002,0.46246978379757764
5837,5897,1.0,1.0,1.0,0.5135334956096589,0.0,2.0,0.4,0.5514847150415007,1.0,9.0,2.6,0.761286124368596
5838,5898,-1.0,5.0,0.19999999999999996,0.20433847092726432,-1.0,3.0,-0.19999999999999996,1.0395167446823237,0.0,0.0,0.0,0.23457224137698135
5839,5899,-1.0,5.0,0.19999999999999996,0.448390731712037,0.0,4.0,0.8,0.539336987065497,0.0,0.0,0.0,0.35318746300991954
5840,5900,0.0,2.0,0.4,0.3772316445914102,0.0,2.0,0.4,0.4574675693184307,-1.0,9.0,1.0,0.7341860440919082
5841,5901,-1.0,7.0,0.6000000000000001,1.0418235588345015,0.0,0.0,0.0,0.4157548311727915,1.0,15.0,3.8,1.2085002923770785
5842,5902,0.0,2.0,0.4,0.07203396303293759,0.0,6.0,1.2000000000000002,0.6643007486150189,0.0,4.0,0.8,0.4185650885969101
5843,5903,-1.0,3.0,-0.19999999999999996,0.21669192462325923,0.0,0.0,0.0,0.44338523327970936,-1.0,1.0,-0.6000000000000001,0.5930251943344693
5844,5904,0.0,4.0,0.8,0.1562527166199632,-1.0,5.0,0.19999999999999996,0.8951656177736902,0.0,4.0,0.8,0.29317154850261506
5845,5905,0.0,2.0,0.4,0.18179793182934706,-1.0,7.0,0.6000000000000001,1.1451623778734001,0.0,6.0,1.2000000000000002,0.7416557667978773
5846,5906,0.0,0.0,0.0,0.1690056676561281,0.0,6.0,1.2000000000000002,2.5531626120172453,0.0,2.0,0.4,0.9921142254541264
5847,5907,-1.0,5.0,0.19999999999999996,0.6394641795011876,-3.0,3.0,-1.8000000000000003,1.3102810518877668,-1.0,3.0,-0.19999999999999996,0.24462547792536923
5848,5908,1.0,3.0,1.4000000000000001,0.2906296053232421,0.0,4.0,0.8,1.105169090551924,1.0,3.0,1.4000000000000001,0.3225506915533049
5849,5909,1.0,3.0,1.4000000000000001,0.3595113966234191,0.0,0.0,0.0,0.31439651332779883,0.0,4.0,0.8,0.6012651111964471
5850,5910,0.0,0.0,0.0,0.6037331044581556,1.0,3.0,1.4000000000000001,0.9398641815356806,0.0,8.0,1.6,0.9362593422830062
5851,5911,0.0,0.0,0.0,0.14960828722027314,-1.0,1.0,-0.6000000000000001,0.5108590029744368,0.0,0.0,0.0,0.5227953884760674
5852,5912,1.0,3.0,1.4000000000000001,0.26358315781526204,-1.0,7.0,0.6000000000000001,1.0001862355510691,0.0,2.0,0.4,0.25944008072987784
5853,5913,0.0,0.0,0.0,0.5134399090862913,0.0,6.0,1.2000000000000002,1.4687776806459785,0.0,8.0,1.6,0.8477869009248811
5854,5914,-1.0,9.0,1.0,0.46116076557918523,1.0,3.0,1.4000000000000001,0.6111575817469111,1.0,7.0,2.2,1.0819889815902808
5855,5915,-1.0,11.0,1.4000000000000001,0.5112143289110365,0.0,2.0,0.4,0.6153862280460307,0.0,4.0,0.8,0.37015126734369685
5856,5916,0.0,6.0,1.2000000000000002,0.9619243695598314,1.0,5.0,1.8,0.8287483005707558,0.0,10.0,2.0,1.0551032201342985
5857,5917,0.0,0.0,0.0,0.23659357281233478,0.0,4.0,0.8,0.7586676096017403,2.0,6.0,2.8000000000000003,0.41568662015272323
5858,5918,-2.0,2.0,-1.2000000000000002,0.3653573152192846,1.0,1.0,1.0,0.688396853578456,-1.0,5.0,0.19999999999999996,0.5500239921767576
5859,5919,0.0,8.0,1.6,0.4245384094813079,1.0,3.0,1.4000000000000001,0.6793133529724251,1.0,3.0,1.4000000000000001,1.2591274668380823
5860,5920,3.0,7.0,3.8000000000000007,0.39432448889090416,0.0,6.0,1.2000000000000002,1.4049136882457873,-1.0,1.0,-0.6000000000000001,0.368845611944412
5861,5921,0.0,4.0,0.8,0.24947373845800905,-1.0,5.0,0.19999999999999996,1.1957728340892553,0.0,4.0,0.8,0.429527538262712
5862,5922,-1.0,1.0,-0.6000000000000001,0.6376574781434717,0.0,0.0,0.0,0.6124917245227013,-1.0,9.0,1.0,0.7482456823286895
5863,5924,0.0,2.0,0.4,0.47195096789204355,-1.0,1.0,-0.6000000000000001,0.8609876192550907,0.0,6.0,1.2000000000000002,0.793223901173352
5864,5925,0.0,2.0,0.4,0.18929225917096867,0.0,2.0,0.4,0.432948594585302,1.0,5.0,1.8,0.33774548083470496
5865,5926,1.0,3.0,1.4000000000000001,0.2510954240492358,1.0,7.0,2.2,1.3854941751412357,1.0,3.0,1.4000000000000001,0.30206379257885796
5866,5927,1.0,1.0,1.0,0.33295439496476636,-1.0,1.0,-0.6000000000000001,0.6626915140369315,0.0,8.0,1.6,0.9765919679798473
5867,5928,1.0,1.0,1.0,0.151220034652527,0.0,4.0,0.8,0.8720461515753574,1.0,7.0,2.2,0.577589036793704
5868,5929,1.0,1.0,1.0,0.16474926408977789,0.0,2.0,0.4,0.834685266042078,1.0,3.0,1.4000000000000001,0.2459747297689903
5869,5930,2.0,6.0,2.8000000000000003,0.6062606268441055,1.0,3.0,1.4000000000000001,0.6580428337518222,0.0,2.0,0.4,0.5488433502717096
5870,5931,0.0,0.0,0.0,1.6062974875491889,-2.0,4.0,-0.8,0.7651265374905767,0.0,2.0,0.4,0.31270319410534586
5871,5932,1.0,3.0,1.4000000000000001,0.21141448315278114,1.0,3.0,1.4000000000000001,0.7815035409507541,0.0,4.0,0.8,0.9165449319167357
5872,5933,0.0,6.0,1.2000000000000002,0.14286088241267406,-2.0,6.0,-0.3999999999999999,1.4732264544321152,-1.0,3.0,-0.19999999999999996,0.3868173921168804
5873,5934,-2.0,8.0,0.0,0.6349097702415949,0.0,2.0,0.4,0.5383701308140405,-1.0,5.0,0.19999999999999996,1.0103034449546675
5874,5935,0.0,0.0,0.0,0.11931989859428035,0.0,2.0,0.4,0.547632016790336,1.0,3.0,1.4000000000000001,0.32632252431979264
5875,5936,2.0,2.0,2.0,0.348345339908939,0.0,0.0,0.0,0.35274402610377,1.0,7.0,2.2,0.7945622156134795
5876,5937,1.0,3.0,1.4000000000000001,0.2519905009847651,-1.0,5.0,0.19999999999999996,0.8014555706055612,-1.0,9.0,1.0,0.5899420429918861
5877,5938,0.0,4.0,0.8,0.46544945370683993,0.0,2.0,0.4,0.5746445028087418,-2.0,8.0,0.0,1.4577013319735446
5878,5939,1.0,3.0,1.4000000000000001,0.46500322430590924,0.0,6.0,1.2000000000000002,0.6671000761560762,2.0,8.0,3.2,0.5651090363801967
5879,5940,0.0,6.0,1.2000000000000002,0.3293910049616771,0.0,2.0,0.4,0.6532411674864517,2.0,4.0,2.4000000000000004,0.49611327160285396
5880,5941,1.0,1.0,1.0,0.1609554411534197,2.0,8.0,3.2,1.2992478932208225,-1.0,5.0,0.19999999999999996,0.6120296936355301
5881,5942,-3.0,3.0,-1.8000000000000003,0.4632019242977045,0.0,0.0,0.0,0.319702108059086,0.0,2.0,0.4,0.3698719405400826
5882,5943,0.0,0.0,0.0,0.15771839941780857,-1.0,1.0,-0.6000000000000001,0.583036192016442,0.0,4.0,0.8,0.20636060117766386
5883,5944,0.0,2.0,0.4,0.2705251521910511,0.0,2.0,0.4,0.642967141757118,-1.0,7.0,0.6000000000000001,1.0842634122667003
5884,5945,-1.0,1.0,-0.6000000000000001,0.1278766261023097,-1.0,5.0,0.19999999999999996,0.8340111927784859,-1.0,5.0,0.19999999999999996,0.41740635323194497
5885,5946,-1.0,3.0,-0.19999999999999996,0.37458208157463924,1.0,5.0,1.8,0.6297814741224927,-3.0,11.0,-0.20000000000000018,1.7614878910101148
5886,5947,-2.0,6.0,-0.3999999999999999,0.5725667919834418,0.0,0.0,0.0,0.4436434270450593,-2.0,10.0,0.3999999999999999,0.8592370303984875
5887,5948,1.0,7.0,2.2,0.8407567956972642,0.0,0.0,0.0,0.4496659126990853,2.0,2.0,2.0,0.839921647829223
5888,5949,3.0,5.0,3.4000000000000004,0.5299418250306985,-1.0,9.0,1.0,1.525999295451767,1.0,3.0,1.4000000000000001,0.5995608219679505
5889,5950,-1.0,5.0,0.19999999999999996,0.4703953418078659,-3.0,3.0,-1.8000000000000003,0.6797688020801493,-3.0,9.0,-0.6000000000000003,0.8169521509875672
5890,5951,1.0,3.0,1.4000000000000001,0.3629849398240019,0.0,4.0,0.8,0.9012495560066874,-2.0,2.0,-1.2000000000000002,0.7965726390031036
5891,5952,-1.0,3.0,-0.19999999999999996,0.31394678058077435,2.0,4.0,2.4000000000000004,1.1424920694856726,1.0,3.0,1.4000000000000001,0.1538777373566754
5892,5953,1.0,9.0,2.6,0.47233652050409464,0.0,2.0,0.4,0.26148261876093065,2.0,6.0,2.8000000000000003,1.0064668399712808
5893,5954,0.0,0.0,0.0,0.6391274563475059,-1.0,1.0,-0.6000000000000001,0.5133989653642307,1.0,9.0,2.6,0.5361213764190276
5894,5955,-1.0,3.0,-0.19999999999999996,0.21783705158662375,1.0,7.0,2.2,1.828626553778102,-1.0,3.0,-0.19999999999999996,0.27257329604862457
5895,5956,1.0,3.0,1.4000000000000001,0.5322796418805193,0.0,2.0,0.4,0.6518205084198355,0.0,0.0,0.0,1.2932829584784524
5896,5957,0.0,6.0,1.2000000000000002,0.27841165016653474,-1.0,1.0,-0.6000000000000001,0.5298694112519216,-2.0,2.0,-1.2000000000000002,0.7410619769845724
5897,5958,1.0,5.0,1.8,0.2985721176136812,-1.0,9.0,1.0,0.8739981400669634,0.0,4.0,0.8,1.036183721318243
5898,5959,0.0,0.0,0.0,0.28701403808004333,0.0,4.0,0.8,0.2822362173146972,0.0,0.0,0.0,0.22918379795114005
