,고객번호,고급식료품_총구매액1,고급식료품_총구매액2,고급식료품_총구매액3,고급식료품_총구매액4,고급식료품_총구매액5,고급식료품_총구매액6,고급식료품_총구매액7,고급식료품_총구매액8,고급식료품_총구매횟수1,고급식료품_총구매횟수2,고급식료품_총구매횟수3,고급식료품_총구매횟수4,고급식료품_총구매횟수5,고급식료품_총구매횟수6,고급식료품_총구매횟수7,고급식료품_총구매횟수8
4317,4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4318,4360,193170.0,41193.0,0.0,955565.0,0.0,106097.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
4319,4361,184609.0,0.0,167437.0,266050.0,289753.0,0.0,0.0,227628.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0
4320,4362,413303.0,696338.0,0.0,736.0,0.0,0.0,342374.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0
4321,4363,137768.0,0.0,0.0,0.0,323634.0,0.0,73993.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
4322,4364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,4365,0.0,0.0,0.0,0.0,93045.0,86323.0,160375.0,116665.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
4324,4366,0.0,20602.0,0.0,39021.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4325,4367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4326,4368,9831.0,30903.0,12428.0,0.0,0.0,4450.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4327,4369,1163153.0,25752.0,0.0,0.0,146646.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
4328,4370,0.0,0.0,0.0,0.0,0.0,42894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4329,4371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,4372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4331,4373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,4374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333,4375,0.0,0.0,48299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4334,4376,549298.0,604662.0,0.0,344979.0,926594.0,882537.0,97306.0,91340.0,8.0,6.0,0.0,3.0,8.0,8.0,1.0,2.0
4335,4377,0.0,212198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4336,4378,0.0,0.0,0.0,0.0,55827.0,0.0,22525.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4337,4379,15744.0,11640.0,0.0,3547.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4338,4380,38969.0,0.0,0.0,0.0,0.0,202887.0,202721.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
4339,4381,0.0,0.0,0.0,0.0,0.0,27506.0,0.0,125588.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4340,4382,0.0,407914.0,0.0,0.0,0.0,201707.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4341,4383,363678.0,0.0,726692.0,272206.0,0.0,0.0,83566.0,75849.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0
4342,4384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4343,4385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4344,4386,0.0,0.0,0.0,0.0,0.0,5791.0,0.0,31975.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4345,4387,91419.0,0.0,488358.0,109986.0,0.0,179564.0,224683.0,0.0,4.0,0.0,7.0,4.0,0.0,4.0,1.0,0.0
4346,4388,0.0,0.0,1321876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4347,4389,0.0,26576.0,124505.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4348,4390,0.0,0.0,44966.0,0.0,60479.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4349,4391,0.0,0.0,0.0,17737.0,141590.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4350,4392,0.0,10291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,4393,0.0,855.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4352,4394,97421.0,0.0,0.0,93118.0,0.0,0.0,0.0,86755.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4353,4396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4354,4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4355,4398,0.0,0.0,0.0,0.0,0.0,0.0,66448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4356,4399,654397.0,260767.0,638625.0,0.0,32869.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
4357,4400,1968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4358,4401,0.0,0.0,45192.0,0.0,40454.0,2895.0,38292.0,1933.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
4359,4402,121924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4360,4403,262743.0,186136.0,45983.0,189801.0,302395.0,32170.0,0.0,109642.0,1.0,2.0,1.0,5.0,4.0,1.0,0.0,1.0
4361,4404,0.0,0.0,0.0,0.0,0.0,50186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4362,4405,0.0,0.0,0.0,0.0,0.0,1072.0,61943.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4363,4406,0.0,0.0,0.0,0.0,0.0,0.0,162177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4364,4407,0.0,0.0,0.0,5854.0,3337.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
4365,4408,0.0,0.0,0.0,0.0,0.0,0.0,63125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4366,4409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4367,4410,47235.0,287394.0,278611.0,0.0,424163.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0
4368,4411,0.0,19324.0,191616.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4369,4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4370,4413,0.0,18542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,4414,0.0,137001.0,654724.0,0.0,308211.0,0.0,551402.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0
4372,4415,442038.0,262672.0,159303.0,158656.0,2401972.0,610913.0,503874.0,332420.0,6.0,2.0,2.0,3.0,7.0,6.0,4.0,7.0
4373,4416,22240.0,0.0,1503.0,1472.0,839.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
4374,4417,695726.0,132881.0,223702.0,165129.0,0.0,21232.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
4375,4418,0.0,0.0,0.0,736.0,0.0,0.0,0.0,1372.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4376,4420,56091.0,77257.0,274996.0,168500.0,83943.0,72919.0,246645.0,0.0,2.0,3.0,9.0,5.0,1.0,2.0,4.0,0.0
4377,4421,0.0,3080.0,0.0,0.0,0.0,3206.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4378,4422,0.0,0.0,325158.0,88329.0,0.0,326464.0,0.0,373790.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,3.0
4379,4423,0.0,0.0,0.0,0.0,70795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4380,4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4381,4426,202519.0,0.0,0.0,0.0,13148.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4382,4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4383,4428,0.0,0.0,155914.0,0.0,0.0,0.0,0.0,120135.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
4384,4429,0.0,3080.0,0.0,0.0,56434.0,3217.0,20159.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
4385,4430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4386,4431,29423.0,0.0,0.0,57644.0,47331.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4387,4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4388,4433,0.0,0.0,0.0,25718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4389,4434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4390,4435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391,4436,379403.0,214464.0,337700.0,275983.0,557207.0,371245.0,406344.0,191108.0,4.0,3.0,6.0,5.0,6.0,4.0,6.0,4.0
4392,4437,45267.0,0.0,0.0,31926.0,221690.0,158492.0,74331.0,91382.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
4393,4438,0.0,0.0,0.0,0.0,88291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4394,4439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4395,4440,9831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4396,4441,104211.0,55213.0,67789.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
4397,4442,0.0,0.0,0.0,0.0,25486.0,14080.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4398,4443,0.0,855.0,0.0,0.0,0.0,890.0,2996.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
4399,4444,0.0,18047.0,0.0,175594.0,377185.0,337895.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0
4400,4445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4401,4446,0.0,65926.0,20337.0,27935.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4402,4447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,4448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4404,4449,0.0,2977.0,0.0,0.0,0.0,21447.0,444861.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
4405,4450,38378.0,0.0,52875.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4406,4451,49183.0,0.0,0.0,2652.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4407,4452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,4453,0.0,102288.0,396789.0,0.0,5047.0,320415.0,554217.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0
4409,4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,4455,0.0,0.0,0.0,0.0,0.0,86860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4411,4456,0.0,0.0,0.0,0.0,0.0,0.0,400036.0,12394.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
4412,4457,0.0,0.0,8587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4413,4458,37886.0,0.0,0.0,0.0,0.0,0.0,88972.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4414,4459,96241.0,0.0,0.0,0.0,254124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4415,4460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4416,4461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4417,4462,9545.0,28842.0,0.0,27039.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
4418,4463,530209.0,788016.0,316007.0,649918.0,399688.0,1336877.0,0.0,278689.0,2.0,4.0,1.0,3.0,2.0,5.0,0.0,3.0
4419,4464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,4466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4422,4467,0.0,54492.0,66659.0,264278.0,162221.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0
4423,4468,0.0,0.0,0.0,0.0,55625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4424,4469,141114.0,13906.0,0.0,17737.0,18204.0,136187.0,78048.0,29415.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0
4425,4470,155107.0,515043.0,1770410.0,52323.0,80909.0,0.0,0.0,114392.0,2.0,2.0,6.0,2.0,1.0,0.0,0.0,2.0
4426,4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4428,4474,0.0,71076.0,344591.0,127704.0,707546.0,365990.0,498130.0,37594.0,0.0,1.0,2.0,1.0,6.0,2.0,5.0,1.0
4429,4475,65440.0,55367.0,0.0,4416.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4430,4476,2263328.0,0.0,4083127.0,0.0,1213628.0,1351685.0,4167047.0,451952.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0
4431,4477,0.0,0.0,0.0,0.0,27307.0,0.0,0.0,78493.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4432,4478,0.0,0.0,0.0,6190.0,4197.0,0.0,3931.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0
4433,4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,4480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,4481,392638.0,0.0,0.0,98794.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4436,4482,0.0,0.0,0.0,0.0,38330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4437,4483,671136.0,254215.0,153575.0,0.0,88696.0,0.0,0.0,270717.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,3.0
4438,4484,12793.0,0.0,0.0,310393.0,65738.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
4439,4485,12301.0,516692.0,0.0,26960.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4440,4486,54093.0,52503.0,20879.0,50461.0,0.0,61306.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
4441,4487,537001.0,675656.0,852329.0,345618.0,1015837.0,645528.0,572215.0,516316.0,6.0,6.0,7.0,3.0,4.0,3.0,4.0,8.0
4442,4488,0.0,0.0,180769.0,94004.0,25284.0,134043.0,0.0,90886.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0
4443,4489,0.0,0.0,0.0,0.0,0.0,26058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4444,4490,0.0,93944.0,0.0,166814.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4445,4491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4448,4494,75772.0,0.0,226640.0,68286.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
4449,4495,78725.0,810678.0,0.0,0.0,4703415.0,0.0,663349.0,994740.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,2.0
4450,4496,0.0,0.0,61179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4451,4497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4452,4498,0.0,25752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4453,4499,475791.0,420790.0,0.0,0.0,0.0,0.0,968276.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
4454,4500,0.0,0.0,0.0,0.0,28875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
4455,4501,67900.0,0.0,85301.0,172046.0,0.0,80426.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
4456,4502,492.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4457,4503,29522.0,0.0,82420.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4458,4504,32474.0,150702.0,55361.0,52323.0,0.0,135544.0,158686.0,38007.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0
4459,4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4460,4506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4461,4507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4462,4508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4463,4509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4464,4510,0.0,0.0,0.0,0.0,0.0,3217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4465,4511,198582.0,92708.0,365156.0,194749.0,1132720.0,287388.0,82214.0,0.0,2.0,1.0,5.0,3.0,5.0,6.0,2.0,0.0
4466,4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,4513,168077.0,0.0,429327.0,0.0,0.0,572093.0,0.0,218127.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
4468,4514,78331.0,0.0,0.0,33549.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4469,4515,0.0,20582.0,0.0,0.0,10619.0,81487.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
4470,4516,3887.0,0.0,16834.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4471,4517,85613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,4518,117791.0,0.0,155914.0,0.0,139567.0,0.0,185715.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
4473,4519,49006.0,0.0,0.0,239446.0,0.0,0.0,0.0,79567.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
4474,4520,0.0,67986.0,0.0,0.0,0.0,40749.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4475,4521,0.0,0.0,63043.0,51259.0,0.0,0.0,28043.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
4476,4522,0.0,0.0,0.0,158300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4477,4523,70852.0,98888.0,172409.0,48528.0,0.0,25736.0,0.0,19830.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0
4478,4524,0.0,0.0,0.0,12238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4479,4525,196811.0,0.0,0.0,0.0,0.0,0.0,3379.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4480,4526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4481,4527,62783.0,249281.0,136933.0,335091.0,0.0,71847.0,0.0,187696.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,3.0
4482,4528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4483,4529,0.0,0.0,21195.0,0.0,0.0,0.0,5553.0,322.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
4484,4530,0.0,0.0,0.0,0.0,0.0,0.0,935.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4485,4531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4486,4532,103326.0,222808.0,111851.0,279885.0,0.0,126107.0,228940.0,447853.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0
4487,4533,0.0,0.0,0.0,0.0,103158.0,103266.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
4488,4535,0.0,0.0,42707.0,22348.0,0.0,71311.0,42797.0,79236.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0
4489,4536,215016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4490,4537,2361732.0,0.0,1954568.0,248314.0,2541539.0,0.0,1858278.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
4491,4538,353867.0,51504.0,0.0,177722.0,76863.0,0.0,423011.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0
4492,4539,0.0,0.0,203366.0,0.0,0.0,165141.0,167808.0,40899.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0
4493,4540,0.0,149877.0,11863.0,0.0,61490.0,0.0,408934.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
4494,4541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4495,4542,0.0,0.0,345496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
4496,4543,0.0,102597.0,29376.0,887.0,55625.0,4814.0,129291.0,0.0,0.0,4.0,4.0,1.0,1.0,3.0,2.0,0.0
4497,4544,0.0,0.0,0.0,3547.0,0.0,20804.0,11262.0,11402.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0
4498,4545,0.0,0.0,0.0,0.0,0.0,201707.0,0.0,355489.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4499,4546,115529.0,242483.0,50276.0,97108.0,0.0,198383.0,1925852.0,65686.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0
4500,4547,0.0,0.0,0.0,0.0,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4501,4548,68195.0,0.0,0.0,0.0,43691.0,0.0,0.0,70230.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4502,4549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4503,4550,0.0,0.0,0.0,17559.0,1627879.0,0.0,795117.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0
4504,4551,147608.0,251341.0,423678.0,0.0,0.0,96511.0,163303.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0
4505,4552,10726.0,0.0,0.0,0.0,0.0,0.0,0.0,57506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4506,4553,67861.0,26762.0,24844.0,69962.0,0.0,26637.0,0.0,107394.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,4.0
