,°í°´¹øÈ£,»ýÈ°_ÃÑ±¸¸Å¾×1,»ýÈ°_ÃÑ±¸¸Å¾×2,»ýÈ°_ÃÑ±¸¸Å¾×3,»ýÈ°_ÃÑ±¸¸Å¾×4,»ýÈ°_ÃÑ±¸¸Å¾×5,»ýÈ°_ÃÑ±¸¸Å¾×6,»ýÈ°_ÃÑ±¸¸Å¾×7,»ýÈ°_ÃÑ±¸¸Å¾×8,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö1,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö2,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö3,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö4,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö5,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö6,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö7,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö8
3230,3264,114180.0,75350.0,789058.0,69023.0,46341.0,91116.0,69364.0,134864.0,12.0,7.0,5.0,13.0,10.0,11.0,12.0,22.0
3231,3265,319236.0,413529.0,567072.0,309560.0,371624.0,154942.0,162571.0,182103.0,22.0,18.0,23.0,20.0,17.0,8.0,10.0,12.0
3232,3266,32159.0,9878.0,53723.0,126169.0,14037.0,0.0,72158.0,35388.0,5.0,2.0,6.0,13.0,3.0,0.0,9.0,4.0
3233,3267,234716.0,36012.0,182205.0,151258.0,566795.0,902407.0,140879.0,124463.0,7.0,2.0,5.0,5.0,3.0,5.0,21.0,14.0
3234,3268,114692.0,55008.0,155247.0,70415.0,14715.0,128413.0,255316.0,76385.0,5.0,4.0,7.0,9.0,2.0,3.0,5.0,4.0
3235,3269,59614.0,205610.0,194008.0,146436.0,116262.0,153768.0,191290.0,61068.0,12.0,39.0,38.0,30.0,25.0,31.0,36.0,18.0
3236,3270,45268.0,43438.0,110755.0,77850.0,124819.0,101530.0,119504.0,82798.0,9.0,8.0,16.0,17.0,22.0,13.0,21.0,15.0
3237,3271,403983.0,289226.0,135226.0,133168.0,330611.0,449247.0,399879.0,212150.0,21.0,20.0,15.0,17.0,17.0,24.0,18.0,25.0
3238,3272,235600.0,151434.0,200313.0,309559.0,127198.0,75708.0,149373.0,199563.0,24.0,22.0,17.0,28.0,14.0,15.0,20.0,16.0
3239,3273,67644.0,106076.0,332559.0,171976.0,138961.0,121131.0,178914.0,180151.0,6.0,22.0,28.0,20.0,21.0,21.0,23.0,29.0
3240,3274,265213.0,153906.0,97945.0,111456.0,183844.0,177978.0,145645.0,93810.0,14.0,16.0,12.0,13.0,20.0,24.0,20.0,17.0
3241,3275,57891.0,6180.0,17805.0,309825.0,41425.0,58656.0,238478.0,45477.0,6.0,2.0,3.0,11.0,4.0,4.0,11.0,6.0
3242,3276,27140.0,72549.0,75245.0,43039.0,113312.0,44254.0,44802.0,17766.0,5.0,8.0,8.0,10.0,12.0,11.0,10.0,7.0
3243,3277,38820.0,128038.0,195569.0,36671.0,196152.0,131308.0,345528.0,63859.0,6.0,13.0,10.0,5.0,5.0,10.0,6.0,11.0
3244,3278,257526.0,251176.0,86240.0,261571.0,31886.0,85841.0,213883.0,39173.0,13.0,11.0,20.0,12.0,9.0,7.0,11.0,14.0
3245,3279,0.0,69635.0,92623.0,17409.0,0.0,1529374.0,6183.0,37263.0,0.0,4.0,4.0,3.0,0.0,35.0,2.0,2.0
3246,3280,313128.0,260756.0,343295.0,186262.0,375233.0,365744.0,298010.0,2063942.0,18.0,19.0,17.0,12.0,23.0,18.0,16.0,14.0
3247,3281,123457.0,80787.0,93604.0,42303.0,84338.0,124744.0,91234.0,63661.0,23.0,20.0,14.0,14.0,16.0,24.0,23.0,17.0
3248,3282,177740.0,180786.0,106423.0,113516.0,271587.0,252053.0,398708.0,119179.0,37.0,37.0,27.0,18.0,34.0,55.0,65.0,33.0
3249,3283,1491473.0,126649.0,95378.0,300461.0,164174.0,69251.0,743300.0,69916.0,22.0,5.0,7.0,12.0,16.0,3.0,9.0,11.0
3250,3284,51121.0,142824.0,123544.0,68775.0,131882.0,185654.0,73823.0,93284.0,7.0,15.0,14.0,14.0,17.0,19.0,13.0,17.0
3251,3285,61868.0,66751.0,602953.0,454721.0,378451.0,121601.0,353133.0,20643.0,11.0,12.0,18.0,27.0,18.0,16.0,20.0,13.0
3252,3286,47589.0,110001.0,103774.0,60171.0,87905.0,142350.0,150271.0,75782.0,11.0,24.0,14.0,17.0,19.0,25.0,22.0,16.0
3253,3287,23578.0,44530.0,87166.0,31314.0,80170.0,92739.0,28944.0,2727.0,5.0,6.0,9.0,7.0,13.0,14.0,4.0,1.0
3254,3288,183467.0,291722.0,205468.0,48954.0,112514.0,122838.0,18751.0,282086.0,11.0,15.0,11.0,4.0,9.0,11.0,3.0,6.0
3255,3289,182669.0,67377.0,149520.0,180721.0,212637.0,80789.0,206617.0,74610.0,21.0,13.0,15.0,25.0,29.0,19.0,22.0,23.0
3256,3290,23821.0,518.0,64926.0,162558.0,6260.0,41446.0,65028.0,37889.0,12.0,8.0,20.0,7.0,6.0,5.0,6.0,10.0
3257,3291,0.0,44705.0,0.0,5827.0,3034.0,121228.0,29169.0,14871.0,0.0,3.0,0.0,2.0,1.0,6.0,4.0,3.0
3258,3292,315320.0,345428.0,26369.0,106314.0,0.0,145463.0,263043.0,202098.0,8.0,10.0,5.0,5.0,0.0,5.0,5.0,4.0
3259,3293,51641.0,898583.0,107748.0,63302.0,9588.0,17426.0,48381.0,16705.0,16.0,45.0,20.0,12.0,5.0,8.0,10.0,6.0
3260,3294,362989.0,223633.0,1254970.0,349929.0,344801.0,847427.0,303500.0,136843.0,21.0,26.0,26.0,24.0,25.0,42.0,28.0,29.0
3261,3295,881073.0,551621.0,1561000.0,313009.0,558047.0,783280.0,1115608.0,423174.0,5.0,15.0,9.0,5.0,7.0,10.0,9.0,4.0
3262,3296,165047.0,279742.0,188046.0,160464.0,44116.0,482223.0,144562.0,364108.0,15.0,6.0,10.0,8.0,3.0,14.0,8.0,6.0
3263,3297,1325424.0,519116.0,391025.0,846024.0,338997.0,2264449.0,648765.0,325597.0,36.0,20.0,26.0,27.0,11.0,25.0,19.0,14.0
3264,3298,0.0,238619.0,71053.0,39146.0,17152.0,11260.0,0.0,419441.0,0.0,12.0,7.0,3.0,3.0,1.0,0.0,11.0
3265,3299,109631.0,215018.0,124959.0,160384.0,42778.0,246134.0,103321.0,140403.0,16.0,28.0,16.0,17.0,10.0,19.0,15.0,17.0
3266,3300,218635.0,95683.0,209582.0,140998.0,186864.0,93541.0,137774.0,142501.0,25.0,18.0,29.0,28.0,27.0,14.0,22.0,33.0
3267,3301,102734.0,332140.0,191640.0,95690.0,120259.0,44363.0,208623.0,17507.0,16.0,24.0,20.0,11.0,13.0,6.0,10.0,6.0
3268,3302,100304.0,98785.0,188792.0,162177.0,96564.0,162192.0,100244.0,159530.0,17.0,6.0,24.0,23.0,14.0,14.0,15.0,22.0
3269,3303,2166506.0,1488107.0,421961.0,316628.0,1905062.0,680981.0,1034373.0,773549.0,25.0,25.0,9.0,7.0,17.0,25.0,18.0,20.0
3270,3304,351976.0,56912.0,72024.0,46461.0,58032.0,25950.0,15654.0,9915.0,3.0,6.0,6.0,4.0,8.0,3.0,2.0,3.0
3271,3305,345412.0,276290.0,89764.0,297116.0,3034.0,75867.0,163337.0,333196.0,5.0,4.0,3.0,9.0,1.0,3.0,3.0,9.0
3272,3306,160251.0,133499.0,236151.0,275194.0,160746.0,80951.0,349322.0,17846.0,15.0,8.0,12.0,8.0,14.0,3.0,8.0,6.0
3273,3307,48907.0,90894.0,183990.0,412637.0,328204.0,33437.0,105641.0,58952.0,6.0,13.0,9.0,23.0,18.0,4.0,11.0,3.0
3274,3308,0.0,0.0,59257.0,17029.0,47837.0,18122.0,219210.0,62092.0,0.0,0.0,7.0,6.0,5.0,2.0,27.0,5.0
3275,3309,84274.0,189547.0,159190.0,86803.0,174782.0,489416.0,87282.0,211153.0,12.0,14.0,9.0,10.0,14.0,5.0,4.0,17.0
3276,3310,98111.0,42222.0,18867.0,18464.0,13997.0,212051.0,82001.0,62909.0,10.0,9.0,8.0,3.0,6.0,18.0,11.0,9.0
3277,3311,287657.0,299293.0,428038.0,358886.0,380180.0,294314.0,105865.0,175483.0,12.0,15.0,27.0,20.0,15.0,13.0,4.0,11.0
3278,3312,57617.0,381103.0,243067.0,237636.0,27508.0,132369.0,219052.0,45773.0,3.0,13.0,7.0,10.0,4.0,8.0,5.0,6.0
3279,3313,106652.0,132448.0,94406.0,136477.0,340756.0,147046.0,340990.0,160678.0,11.0,10.0,10.0,13.0,20.0,19.0,14.0,19.0
3280,3314,83782.0,80400.0,58162.0,66051.0,135644.0,50829.0,87845.0,23423.0,11.0,6.0,5.0,10.0,10.0,7.0,11.0,5.0
3281,3315,0.0,22621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3282,3316,175030.0,161768.0,307815.0,127432.0,179020.0,141069.0,131076.0,86387.0,41.0,29.0,35.0,18.0,39.0,25.0,34.0,25.0
3283,3317,530909.0,537994.0,328637.0,403989.0,432476.0,203401.0,562078.0,309873.0,14.0,10.0,11.0,9.0,8.0,7.0,10.0,6.0
3284,3318,88287.0,107634.0,15049.0,21630.0,18102.0,95115.0,144843.0,61712.0,11.0,6.0,2.0,5.0,3.0,6.0,10.0,10.0
3285,3319,106947.0,229052.0,145066.0,290514.0,265461.0,309262.0,325265.0,195273.0,14.0,23.0,16.0,29.0,26.0,27.0,30.0,22.0
3286,3320,501829.0,246793.0,309080.0,193332.0,430809.0,435492.0,293126.0,522877.0,53.0,29.0,34.0,25.0,35.0,35.0,38.0,39.0
3287,3321,124335.0,973576.0,73483.0,56873.0,2340949.0,99888.0,84130.0,1765918.0,1.0,1.0,4.0,4.0,10.0,7.0,6.0,12.0
3288,3322,26372.0,76360.0,118551.0,210996.0,198378.0,103963.0,87181.0,273649.0,4.0,5.0,3.0,9.0,6.0,3.0,9.0,9.0
3289,3323,204554.0,109220.0,115738.0,109692.0,97131.0,144123.0,80863.0,82886.0,8.0,11.0,7.0,12.0,9.0,8.0,8.0,10.0
3290,3324,271243.0,206077.0,297616.0,107199.0,4052411.0,1442293.0,1145081.0,1869667.0,29.0,25.0,34.0,23.0,45.0,37.0,28.0,38.0
3291,3325,321273.0,528167.0,374026.0,88691.0,278145.0,763431.0,560228.0,439787.0,24.0,12.0,21.0,9.0,11.0,35.0,34.0,38.0
3292,3326,51376.0,73579.0,42334.0,18491.0,33273.0,91105.0,15057.0,16805.0,12.0,15.0,7.0,5.0,6.0,13.0,6.0,6.0
3293,3327,101998.0,197776.0,0.0,192159.0,175522.0,288921.0,226485.0,215690.0,4.0,6.0,0.0,4.0,6.0,6.0,4.0,4.0
3294,3328,86990.0,150599.0,305274.0,324415.0,316553.0,363096.0,188081.0,0.0,3.0,7.0,11.0,10.0,7.0,10.0,6.0,0.0
3295,3329,20792.0,22600.0,234391.0,21514.0,47472.0,441160.0,16285.0,12311.0,3.0,3.0,13.0,6.0,6.0,6.0,5.0,2.0
3296,3330,37058.0,53410.0,75968.0,40449.0,39139.0,86860.0,41107.0,7222.0,8.0,9.0,17.0,12.0,8.0,13.0,5.0,2.0
3297,3331,197234.0,134632.0,84271.0,82403.0,82709.0,292008.0,286439.0,209097.0,15.0,19.0,12.0,12.0,12.0,12.0,22.0,23.0
3298,3332,3769.0,10405.0,9038.0,100256.0,29238.0,67118.0,28696.0,24374.0,2.0,3.0,1.0,12.0,4.0,4.0,3.0,2.0
3299,3333,77198.0,26688.0,79032.0,19865.0,0.0,17050.0,7658.0,91801.0,9.0,7.0,14.0,4.0,0.0,1.0,2.0,17.0
3300,3334,280525.0,337579.0,412890.0,227810.0,174744.0,320629.0,351834.0,135006.0,49.0,55.0,52.0,44.0,41.0,49.0,59.0,36.0
3301,3335,215804.0,153038.0,297523.0,192251.0,538304.0,319633.0,174958.0,915099.0,19.0,27.0,35.0,23.0,32.0,28.0,22.0,33.0
3302,3336,81146.0,47229.0,576247.0,125611.0,79119.0,852715.0,999077.0,1124807.0,8.0,5.0,13.0,15.0,8.0,8.0,14.0,23.0
3303,3337,142600.0,108757.0,176377.0,132150.0,103996.0,169054.0,124155.0,46874.0,25.0,27.0,39.0,20.0,23.0,21.0,12.0,11.0
3304,3338,280132.0,100806.0,231272.0,151674.0,223035.0,173559.0,110179.0,78664.0,21.0,12.0,20.0,17.0,12.0,15.0,19.0,21.0
3305,3339,0.0,3090.0,0.0,0.0,3561.0,13887.0,6690.0,818.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0
3306,3340,784479.0,409356.0,510594.0,0.0,566300.0,21232.0,75345.0,55192.0,13.0,7.0,14.0,0.0,7.0,1.0,4.0,3.0
3307,3341,188447.0,99022.0,128921.0,109676.0,52570.0,239163.0,80063.0,100197.0,26.0,12.0,12.0,15.0,9.0,20.0,15.0,17.0
3308,3342,29305.0,51041.0,102474.0,46091.0,38593.0,71396.0,77980.0,39315.0,10.0,10.0,26.0,17.0,8.0,17.0,19.0,14.0
3309,3343,233772.0,786151.0,83776.0,39819.0,101975.0,138804.0,493019.0,312606.0,14.0,13.0,3.0,4.0,6.0,10.0,8.0,9.0
3310,3344,48170.0,488631.0,51881.0,146453.0,204062.0,177054.0,176346.0,44244.0,5.0,28.0,2.0,10.0,20.0,18.0,18.0,10.0
3311,3345,121558.0,60119.0,39312.0,112192.0,46159.0,60950.0,270678.0,103677.0,23.0,19.0,15.0,13.0,11.0,13.0,15.0,12.0
3312,3346,245115.0,106401.0,206426.0,507749.0,205540.0,406892.0,291243.0,226803.0,27.0,25.0,15.0,38.0,20.0,20.0,20.0,14.0
3313,3347,93022.0,109894.0,191295.0,110872.0,144391.0,84555.0,104263.0,51144.0,18.0,18.0,26.0,18.0,22.0,15.0,22.0,8.0
3314,3348,303443.0,47332.0,82871.0,67622.0,92701.0,926428.0,245203.0,133868.0,6.0,4.0,4.0,5.0,7.0,12.0,13.0,15.0
3315,3349,60174.0,85838.0,54299.0,31740.0,143855.0,41769.0,87669.0,27840.0,9.0,8.0,8.0,5.0,8.0,15.0,21.0,13.0
3316,3350,406808.0,1108918.0,161314.0,271569.0,0.0,42356.0,141905.0,1479.0,5.0,13.0,3.0,6.0,0.0,4.0,1.0,1.0
3317,3351,32533.0,16688.0,10146.0,17470.0,5057.0,40995.0,33674.0,67792.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,8.0
3318,3352,30005.0,153018.0,215318.0,534140.0,96361.0,467678.0,93274.0,209583.0,3.0,9.0,8.0,4.0,10.0,16.0,3.0,12.0
3319,3353,46486.0,40647.0,41056.0,72516.0,33265.0,50391.0,63655.0,23217.0,7.0,8.0,6.0,16.0,6.0,7.0,8.0,5.0
3320,3354,115262.0,53050.0,81233.0,779023.0,145939.0,2092725.0,2211305.0,616124.0,11.0,4.0,6.0,6.0,6.0,24.0,24.0,17.0
3321,3355,168145.0,228247.0,80691.0,80702.0,87027.0,0.0,20745.0,801.0,4.0,6.0,3.0,2.0,3.0,0.0,1.0,1.0
3322,3356,1069136.0,702736.0,133228.0,556250.0,448607.0,234983.0,259699.0,778308.0,18.0,20.0,15.0,29.0,24.0,13.0,24.0,24.0
3323,3357,119257.0,149711.0,131284.0,148816.0,102663.0,74667.0,176944.0,90491.0,15.0,20.0,14.0,21.0,13.0,11.0,18.0,14.0
3324,3358,20948.0,82147.0,142740.0,71419.0,40819.0,263399.0,138998.0,69124.0,12.0,15.0,15.0,13.0,9.0,14.0,11.0,13.0
3325,3359,242856.0,78700.0,93368.0,90901.0,72969.0,99192.0,162741.0,835600.0,16.0,6.0,6.0,9.0,8.0,7.0,8.0,18.0
3326,3360,208011.0,127647.0,165323.0,212175.0,113989.0,150021.0,300330.0,233453.0,18.0,14.0,22.0,18.0,15.0,11.0,33.0,30.0
3327,3361,7518.0,21693.0,14439.0,74318.0,57788.0,26849.0,13098.0,0.0,6.0,5.0,4.0,5.0,7.0,6.0,5.0,0.0
3328,3362,263923.0,104039.0,173517.0,21284.0,786311.0,112092.0,92002.0,315664.0,3.0,4.0,9.0,1.0,4.0,3.0,5.0,4.0
3329,3363,67476.0,124907.0,49091.0,51677.0,57443.0,81530.0,51064.0,38815.0,17.0,14.0,8.0,14.0,9.0,13.0,9.0,10.0
3330,3364,180230.0,55501.0,217498.0,215788.0,416506.0,770829.0,586371.0,286539.0,5.0,3.0,12.0,26.0,10.0,19.0,10.0,19.0
3331,3365,148099.0,140555.0,139846.0,254292.0,276059.0,213245.0,230823.0,240817.0,12.0,10.0,7.0,8.0,11.0,17.0,16.0,12.0
3332,3366,72168.0,209509.0,99335.0,33967.0,28620.0,123318.0,104176.0,37346.0,12.0,9.0,9.0,8.0,8.0,19.0,10.0,9.0
3333,3367,117958.0,140524.0,251823.0,153586.0,300262.0,91665.0,92461.0,53109.0,20.0,29.0,42.0,29.0,26.0,25.0,24.0,12.0
3334,3368,263156.0,148435.0,203852.0,123616.0,305709.0,191961.0,107150.0,35355.0,29.0,23.0,24.0,13.0,28.0,20.0,13.0,6.0
3335,3369,86665.0,85272.0,143225.0,211536.0,229255.0,350697.0,301952.0,241347.0,15.0,9.0,13.0,9.0,22.0,26.0,19.0,38.0
3336,3370,103140.0,129563.0,53802.0,120213.0,189458.0,89324.0,116789.0,33444.0,21.0,22.0,12.0,25.0,25.0,15.0,21.0,10.0
3337,3371,141623.0,93727.0,179018.0,69750.0,121031.0,103610.0,88521.0,90391.0,17.0,14.0,15.0,15.0,14.0,13.0,18.0,8.0
3338,3372,731626.0,399201.0,1492195.0,0.0,139133.0,1271646.0,1044566.0,127406.0,22.0,11.0,5.0,0.0,2.0,11.0,12.0,6.0
3339,3373,2600660.0,834177.0,879026.0,751097.0,2574601.0,216496.0,511915.0,268182.0,14.0,14.0,14.0,18.0,22.0,13.0,14.0,8.0
3340,3374,0.0,19725.0,16461.0,25115.0,45987.0,111148.0,60027.0,23276.0,0.0,4.0,3.0,5.0,12.0,8.0,5.0,5.0
3341,3375,0.0,12361.0,38752.0,82342.0,58739.0,77819.0,91652.0,31124.0,0.0,1.0,3.0,7.0,6.0,7.0,10.0,4.0
3342,3376,133398.0,145965.0,371409.0,90580.0,176614.0,54497.0,46062.0,638129.0,14.0,14.0,25.0,11.0,15.0,9.0,2.0,18.0
3343,3377,159015.0,257007.0,219342.0,258447.0,163952.0,229287.0,283220.0,179505.0,42.0,61.0,46.0,61.0,47.0,51.0,50.0,40.0
3344,3378,42204.0,58241.0,94577.0,24354.0,69388.0,96565.0,48574.0,47377.0,10.0,12.0,16.0,10.0,15.0,16.0,8.0,7.0
3345,3379,224758.0,74167.0,98249.0,42798.0,108011.0,67664.0,21488.0,54102.0,12.0,10.0,7.0,5.0,17.0,13.0,3.0,4.0
3346,3380,150952.0,65472.0,207481.0,92435.0,116236.0,28952.0,36378.0,102991.0,18.0,8.0,21.0,15.0,23.0,8.0,6.0,19.0
3347,3381,67013.0,43882.0,74794.0,24726.0,54614.0,2874.0,8559.0,25035.0,8.0,8.0,11.0,3.0,9.0,2.0,3.0,3.0
3348,3382,251800.0,71240.0,176351.0,105915.0,106809.0,79975.0,56907.0,59108.0,9.0,4.0,12.0,9.0,9.0,5.0,6.0,8.0
3349,3383,18707.0,339177.0,871907.0,132581.0,0.0,73133.0,166748.0,147406.0,5.0,7.0,9.0,6.0,0.0,7.0,17.0,15.0
3350,3384,192423.0,162672.0,119376.0,42773.0,76538.0,75365.0,114729.0,53788.0,7.0,13.0,14.0,8.0,9.0,11.0,13.0,12.0
3351,3385,30308.0,169232.0,38199.0,845936.0,75872.0,51623.0,67766.0,137403.0,4.0,9.0,3.0,10.0,4.0,6.0,4.0,9.0
3352,3386,1140421.0,173880.0,39092.0,37779.0,129907.0,34851.0,186840.0,22564.0,7.0,8.0,5.0,5.0,9.0,5.0,6.0,7.0
3353,3387,166552.0,109345.0,95330.0,60314.0,156273.0,261856.0,371417.0,131899.0,14.0,15.0,17.0,15.0,19.0,23.0,28.0,15.0
3354,3388,32277.0,80244.0,57157.0,97552.0,85014.0,336791.0,121352.0,27596.0,2.0,3.0,2.0,1.0,6.0,9.0,2.0,2.0
3355,3389,103710.0,229823.0,150194.0,100984.0,162232.0,131349.0,136715.0,101044.0,14.0,28.0,20.0,20.0,23.0,19.0,23.0,21.0
3356,3390,0.0,0.0,200032.0,66957.0,412178.0,309286.0,2867942.0,317540.0,0.0,0.0,9.0,2.0,5.0,13.0,17.0,5.0
3357,3391,0.0,777004.0,503374.0,158736.0,630732.0,0.0,355460.0,308435.0,0.0,7.0,2.0,8.0,5.0,0.0,5.0,7.0
3358,3392,48424.0,123372.0,45080.0,21018.0,208673.0,102475.0,55299.0,43277.0,6.0,19.0,8.0,6.0,22.0,14.0,6.0,12.0
3359,3393,70506.0,203389.0,36777.0,14766.0,89910.0,132498.0,88624.0,61142.0,5.0,14.0,7.0,4.0,7.0,11.0,9.0,9.0
3360,3394,115075.0,172419.0,359639.0,123138.0,207955.0,171641.0,165363.0,123350.0,17.0,26.0,27.0,25.0,24.0,25.0,31.0,29.0
3361,3395,207969.0,261076.0,135599.0,189985.0,322873.0,145706.0,300831.0,91302.0,37.0,41.0,24.0,44.0,57.0,30.0,50.0,22.0
3362,3396,808896.0,640543.0,892634.0,1262650.0,1140010.0,853140.0,1122668.0,1114713.0,81.0,73.0,91.0,110.0,100.0,122.0,130.0,138.0
3363,3397,800313.0,448389.0,332139.0,224181.0,285497.0,244398.0,283179.0,160547.0,14.0,16.0,24.0,12.0,23.0,9.0,12.0,7.0
3364,3398,268056.0,212554.0,370395.0,224482.0,216750.0,211393.0,371544.0,99148.0,33.0,32.0,50.0,45.0,44.0,37.0,45.0,3.0
3365,3399,291380.0,0.0,243021.0,42036.0,388614.0,603041.0,52820.0,43666.0,4.0,0.0,7.0,4.0,6.0,2.0,7.0,3.0
3366,3400,144065.0,38495.0,350885.0,58132.0,628194.0,84490.0,130169.0,203916.0,2.0,4.0,9.0,4.0,6.0,5.0,11.0,7.0
3367,3401,85516.0,84248.0,607135.0,109472.0,32981.0,14025.0,164643.0,435162.0,9.0,15.0,20.0,13.0,5.0,6.0,15.0,22.0
3368,3402,13471.0,39760.0,47792.0,18785.0,61611.0,44386.0,32774.0,30034.0,6.0,8.0,8.0,10.0,15.0,13.0,7.0,8.0
3369,3403,271402.0,10301.0,47723.0,56031.0,114182.0,82571.0,491476.0,215879.0,7.0,1.0,3.0,2.0,3.0,7.0,16.0,8.0
3370,3404,85553.0,83682.0,56537.0,77270.0,124446.0,213686.0,464873.0,83480.0,13.0,14.0,8.0,13.0,19.0,25.0,19.0,15.0
3371,3405,226865.0,403731.0,557254.0,247730.0,211716.0,241857.0,7771.0,3306.0,16.0,27.0,25.0,16.0,11.0,17.0,2.0,3.0
3372,3406,382404.0,198642.0,289083.0,149636.0,72101.0,199370.0,434174.0,320838.0,30.0,11.0,21.0,7.0,10.0,22.0,23.0,11.0
3373,3407,100925.0,103399.0,348975.0,212867.0,121372.0,0.0,108061.0,185342.0,5.0,4.0,8.0,3.0,6.0,0.0,3.0,10.0
3374,3408,244635.0,184941.0,157122.0,98474.0,119814.0,193405.0,14371.0,104998.0,30.0,25.0,24.0,14.0,11.0,15.0,3.0,16.0
3375,3409,40985.0,118231.0,157099.0,103804.0,35699.0,60372.0,111181.0,28596.0,7.0,17.0,19.0,14.0,6.0,7.0,15.0,8.0
3376,3410,75367.0,24620.0,34177.0,71106.0,39645.0,50475.0,0.0,63364.0,12.0,6.0,3.0,10.0,5.0,9.0,0.0,9.0
3377,3411,131313.0,155441.0,11298.0,45558.0,260101.0,440089.0,1784600.0,240914.0,5.0,3.0,1.0,8.0,13.0,22.0,20.0,17.0
3378,3412,25594.0,84425.0,109174.0,15521.0,2747451.0,129453.0,35588.0,632938.0,7.0,4.0,6.0,5.0,10.0,12.0,6.0,10.0
3379,3413,88072.0,51751.0,159552.0,163271.0,330990.0,116510.0,172267.0,264844.0,7.0,8.0,22.0,25.0,33.0,22.0,18.0,26.0
3380,3414,133350.0,204614.0,90249.0,86795.0,94320.0,168579.0,96078.0,419597.0,27.0,24.0,18.0,15.0,18.0,28.0,21.0,13.0
3381,3415,222081.0,226229.0,125859.0,153893.0,218212.0,124801.0,87959.0,136925.0,27.0,26.0,15.0,25.0,23.0,19.0,18.0,20.0
3382,3416,352843.0,131222.0,271685.0,114073.0,128938.0,340854.0,54622.0,5445.0,9.0,2.0,4.0,5.0,4.0,4.0,2.0,1.0
3383,3417,18646.0,47859.0,56728.0,40563.0,47341.0,58777.0,117601.0,63727.0,6.0,4.0,5.0,6.0,6.0,11.0,19.0,13.0
3384,3418,282739.0,271075.0,184308.0,159704.0,327090.0,197532.0,272677.0,99225.0,47.0,53.0,38.0,41.0,51.0,52.0,55.0,38.0
3385,3419,289461.0,24877.0,319330.0,49699.0,180983.0,78967.0,67428.0,126703.0,8.0,2.0,9.0,4.0,10.0,4.0,7.0,9.0
3386,3420,68115.0,172005.0,72274.0,49707.0,45875.0,56555.0,38134.0,17681.0,8.0,15.0,13.0,8.0,8.0,5.0,6.0,4.0
3387,3421,280757.0,362915.0,687877.0,247119.0,754329.0,398448.0,558403.0,220496.0,41.0,53.0,72.0,44.0,92.0,41.0,80.0,52.0
3388,3422,55107.0,95591.0,438138.0,77198.0,131954.0,163674.0,213587.0,141328.0,3.0,8.0,8.0,10.0,13.0,19.0,23.0,12.0
3389,3423,23912.0,290588.0,28471.0,212841.0,94916.0,90259.0,44778.0,0.0,3.0,8.0,2.0,7.0,3.0,4.0,3.0,0.0
3390,3424,14760.0,30594.0,286034.0,74893.0,171910.0,105980.0,78431.0,247657.0,3.0,1.0,7.0,4.0,5.0,7.0,5.0,7.0
3391,3425,110127.0,88277.0,118280.0,72456.0,38876.0,77949.0,71086.0,68914.0,17.0,18.0,12.0,11.0,10.0,10.0,12.0,15.0
3392,3426,110400.0,119911.0,228424.0,474378.0,308532.0,251119.0,308916.0,231762.0,13.0,15.0,23.0,20.0,30.0,30.0,32.0,36.0
3393,3427,214906.0,246914.0,297996.0,83262.0,69926.0,120628.0,155029.0,147954.0,31.0,32.0,30.0,16.0,17.0,22.0,24.0,18.0
3394,3428,386450.0,370891.0,819495.0,958746.0,183295.0,430611.0,142876.0,281750.0,25.0,35.0,47.0,28.0,26.0,43.0,33.0,22.0
3395,3429,220859.0,599224.0,232822.0,244305.0,234330.0,475521.0,151837.0,70683.0,19.0,30.0,19.0,15.0,25.0,35.0,16.0,14.0
3396,3431,268145.0,70756.0,50376.0,29621.0,118582.0,211808.0,78948.0,125722.0,22.0,15.0,20.0,13.0,12.0,30.0,19.0,27.0
3397,3432,251130.0,395134.0,339675.0,292513.0,358071.0,704247.0,1079738.0,628640.0,7.0,17.0,17.0,14.0,14.0,27.0,41.0,25.0
3398,3433,81725.0,36805.0,48864.0,57441.0,119322.0,87319.0,181930.0,53530.0,15.0,9.0,10.0,12.0,21.0,15.0,17.0,13.0
3399,3434,718588.0,1619360.0,550089.0,476472.0,872082.0,651540.0,576100.0,1593688.0,25.0,50.0,44.0,36.0,63.0,43.0,34.0,53.0
3400,3435,25929.0,35436.0,55494.0,50266.0,178626.0,177408.0,125643.0,41264.0,5.0,9.0,7.0,11.0,9.0,7.0,10.0,10.0
3401,3436,61314.0,103326.0,127137.0,109250.0,32838.0,19818.0,73135.0,130965.0,13.0,15.0,22.0,11.0,11.0,6.0,15.0,19.0
3402,3437,827020.0,860792.0,74443.0,284019.0,470089.0,237030.0,607060.0,2652785.0,14.0,15.0,6.0,7.0,6.0,8.0,10.0,9.0
