,°í°´¹øÈ£,ÀÇ·ù_ÃÑ±¸¸Å¾×1,ÀÇ·ù_ÃÑ±¸¸Å¾×2,ÀÇ·ù_ÃÑ±¸¸Å¾×3,ÀÇ·ù_ÃÑ±¸¸Å¾×4,ÀÇ·ù_ÃÑ±¸¸Å¾×5,ÀÇ·ù_ÃÑ±¸¸Å¾×6,ÀÇ·ù_ÃÑ±¸¸Å¾×7,ÀÇ·ù_ÃÑ±¸¸Å¾×8,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö1,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö2,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö3,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö4,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö5,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö6,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö7,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö8
5961,6023,1359520.0,978262.0,2359108.0,510135.0,3569289.0,1322678.0,1164881.0,1157120.0,17.0,17.0,29.0,9.0,30.0,17.0,15.0,20.0
5962,6024,51171.0,603013.0,126765.0,7392840.0,3909555.0,10611126.0,23748327.0,13779457.0,1.0,1.0,2.0,32.0,34.0,125.0,195.0,181.0
5963,6025,198582.0,1206436.0,42820.0,307288.0,632906.0,1753815.0,98207.0,951452.0,5.0,18.0,3.0,9.0,13.0,23.0,4.0,15.0
5964,6026,284391.0,632783.0,445711.0,1030284.0,323573.0,2150825.0,4399509.0,635622.0,8.0,12.0,12.0,20.0,12.0,15.0,23.0,11.0
5965,6027,1968.0,155851.0,26550.0,31925.0,335669.0,0.0,282121.0,490785.0,1.0,6.0,3.0,4.0,3.0,0.0,6.0,6.0
5966,6028,87581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5967,6029,8397132.0,5263761.0,3796280.0,1966027.0,4171138.0,6155127.0,3170334.0,5545130.0,24.0,28.0,14.0,25.0,18.0,24.0,17.0,26.0
5968,6030,32337.0,20478.0,0.0,887.0,15170.0,67986.0,51243.0,27596.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0
5969,6031,17910.0,251856.0,323577.0,132402.0,637359.0,113775.0,443509.0,268113.0,2.0,6.0,9.0,9.0,12.0,5.0,6.0,7.0
5970,6032,244538.0,46045.0,262116.0,0.0,0.0,447165.0,11037.0,94852.0,4.0,3.0,3.0,0.0,0.0,8.0,1.0,2.0
5971,6033,1508812.0,1787613.0,1702498.0,781480.0,584867.0,1397476.0,1549689.0,1069895.0,14.0,17.0,24.0,7.0,11.0,27.0,22.0,13.0
5972,6034,0.0,0.0,0.0,0.0,0.0,0.0,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5973,6035,317506.0,1181715.0,389851.0,804298.0,952020.0,636991.0,648494.0,422042.0,10.0,13.0,9.0,12.0,13.0,11.0,11.0,12.0
5974,6036,6603505.0,1881504.0,1259284.0,11775976.0,1879405.0,2847439.0,471833.0,2592652.0,25.0,13.0,14.0,40.0,17.0,25.0,3.0,9.0
5975,6037,622514.0,571698.0,242004.0,349147.0,372685.0,364489.0,11262.0,326942.0,13.0,14.0,9.0,7.0,10.0,5.0,1.0,12.0
5976,6038,325230.0,3797104.0,651900.0,1871257.0,3040595.0,3404650.0,3105892.0,1305695.0,4.0,18.0,6.0,17.0,21.0,9.0,24.0,14.0
5977,6039,0.0,70046.0,23726.0,59418.0,0.0,58871.0,218374.0,321059.0,0.0,2.0,2.0,2.0,0.0,3.0,8.0,9.0
5978,6040,0.0,0.0,60445.0,0.0,5967.0,0.0,0.0,103280.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
5979,6041,5502100.0,3118996.0,1401981.0,1729419.0,2821028.0,1890343.0,3502196.0,2149505.0,14.0,21.0,13.0,11.0,14.0,23.0,32.0,22.0
5980,6042,833791.0,4346952.0,1400941.0,5238479.0,3844342.0,2655436.0,160713.0,103445.0,6.0,25.0,15.0,23.0,31.0,21.0,3.0,3.0
5981,6043,271501.0,180883.0,101117.0,157858.0,135723.0,158384.0,184139.0,171526.0,15.0,15.0,7.0,12.0,12.0,8.0,6.0,10.0
5982,6044,620202.0,97446.0,161563.0,991838.0,131830.0,113667.0,260496.0,279931.0,8.0,7.0,8.0,9.0,4.0,4.0,11.0,11.0
5983,6045,191446.0,96417.0,162127.0,17560.0,54410.0,42358.0,131543.0,62215.0,11.0,9.0,6.0,3.0,3.0,4.0,8.0,10.0
5984,6046,544283.0,973019.0,563887.0,249379.0,495666.0,290497.0,487546.0,380400.0,21.0,22.0,12.0,8.0,8.0,8.0,12.0,8.0
5985,6047,1172011.0,595494.0,173878.0,2412240.0,362117.0,1077382.0,924555.0,616372.0,21.0,13.0,6.0,31.0,12.0,13.0,23.0,17.0
5986,6048,5806.0,19469.0,16947.0,44342.0,7889.0,0.0,83341.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
5987,6049,0.0,127937.0,916872.0,0.0,0.0,263603.0,145284.0,708961.0,0.0,1.0,13.0,0.0,0.0,5.0,2.0,7.0
5988,6050,2092620.0,1636002.0,1233707.0,697720.0,2158296.0,1290250.0,1286468.0,216475.0,19.0,19.0,20.0,9.0,21.0,21.0,21.0,6.0
5989,6051,3126579.0,2900364.0,6189555.0,4128927.0,3264571.0,3211959.0,1630769.0,3031593.0,21.0,19.0,33.0,25.0,19.0,21.0,8.0,19.0
5990,6052,83940.0,21013.0,0.0,24299.0,10114.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0
5991,6053,63964.0,0.0,0.0,330045.0,544454.0,238381.0,39531.0,155349.0,1.0,0.0,0.0,6.0,4.0,1.0,1.0,5.0
5992,6054,24601.0,130822.0,48582.0,52146.0,139264.0,125786.0,196526.0,119557.0,1.0,4.0,2.0,4.0,9.0,9.0,9.0,5.0
5993,6055,469789.0,896073.0,518354.0,845465.0,523124.0,782347.0,327114.0,490868.0,9.0,14.0,13.0,14.0,7.0,18.0,10.0,8.0
5994,6056,6417615.0,7359061.0,5047134.0,1375404.0,4710742.0,4630134.0,1259529.0,3446263.0,38.0,51.0,29.0,14.0,46.0,37.0,13.0,25.0
5995,6057,53041.0,91369.0,106088.0,30773.0,77063.0,28203.0,15654.0,9749.0,5.0,6.0,6.0,5.0,13.0,4.0,3.0,3.0
5996,6058,96024.0,282243.0,228674.0,103316.0,86371.0,89539.0,95167.0,275797.0,10.0,11.0,17.0,7.0,6.0,9.0,7.0,14.0
5997,6059,1941462.0,2169363.0,750531.0,1183624.0,2332734.0,1538338.0,1295638.0,1360526.0,18.0,23.0,8.0,20.0,16.0,11.0,13.0,19.0
5998,6060,119071.0,194996.0,382912.0,452820.0,583049.0,231198.0,564466.0,230438.0,7.0,6.0,15.0,15.0,14.0,6.0,13.0,9.0
5999,6061,0.0,0.0,243191.0,79283.0,50568.0,650685.0,813407.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0
6000,6062,89146.0,305575.0,609304.0,56305.0,252233.0,165193.0,122308.0,401056.0,5.0,6.0,10.0,3.0,5.0,8.0,4.0,4.0
6001,6063,204683.0,155440.0,140548.0,221177.0,24070.0,147553.0,152042.0,255392.0,6.0,7.0,7.0,7.0,2.0,6.0,3.0,9.0
6002,6064,67900.0,0.0,81346.0,17737.0,47130.0,0.0,24776.0,69817.0,3.0,0.0,2.0,1.0,3.0,0.0,3.0,2.0
6003,6065,77051.0,832104.0,470170.0,26516.0,331725.0,300255.0,294170.0,457488.0,3.0,11.0,8.0,2.0,3.0,4.0,4.0,3.0
6004,6066,628319.0,37341.0,245225.0,789548.0,833258.0,988203.0,31309.0,641815.0,8.0,3.0,6.0,9.0,9.0,7.0,3.0,12.0
6005,6067,758578.0,1005868.0,1307864.0,1034397.0,513335.0,2189954.0,1788664.0,205849.0,7.0,14.0,17.0,7.0,5.0,20.0,17.0,3.0
6006,6068,1770060.0,2585762.0,2141235.0,1751520.0,1409628.0,3498692.0,3594449.0,1696580.0,18.0,21.0,23.0,17.0,19.0,24.0,26.0,17.0
6007,6069,502616.0,1265409.0,1970727.0,1203790.0,515003.0,699809.0,513560.0,245145.0,7.0,17.0,14.0,19.0,5.0,11.0,6.0,4.0
6008,6070,7032936.0,9391998.0,3785647.0,2368810.0,4559601.0,6989632.0,6345770.0,2957559.0,26.0,50.0,29.0,12.0,29.0,42.0,31.0,10.0
6009,6071,2601912.0,1222939.0,1543265.0,3751165.0,1376650.0,2201676.0,471327.0,1804948.0,20.0,15.0,13.0,21.0,7.0,16.0,10.0,13.0
6010,6072,2312166.0,3464818.0,1672660.0,3566006.0,1690372.0,3780312.0,1413587.0,2830077.0,15.0,34.0,15.0,21.0,11.0,33.0,17.0,28.0
6011,6073,437709.0,283789.0,301998.0,299306.0,202677.0,816052.0,1672903.0,674213.0,8.0,13.0,7.0,7.0,4.0,19.0,20.0,19.0
6012,6074,450677.0,255459.0,403117.0,287727.0,584058.0,712140.0,386970.0,960981.0,9.0,27.0,11.0,13.0,19.0,21.0,21.0,24.0
6013,6075,0.0,12361.0,21466.0,339659.0,32768.0,640038.0,27592.0,12393.0,0.0,1.0,3.0,4.0,4.0,12.0,4.0,2.0
6014,6076,1372117.0,341989.0,501397.0,914000.0,1883500.0,2641553.0,1203881.0,301370.0,8.0,4.0,9.0,7.0,9.0,14.0,13.0,3.0
6015,6077,187067.0,171818.0,333405.0,86112.0,254660.0,183798.0,317709.0,271832.0,15.0,10.0,13.0,7.0,12.0,8.0,8.0,8.0
6016,6078,1803138.0,2909981.0,1391712.0,2129942.0,1725630.0,1427959.0,1574308.0,2061627.0,28.0,64.0,34.0,36.0,24.0,20.0,35.0,40.0
6017,6079,1575285.0,2487135.0,2327687.0,1141322.0,1722815.0,2436476.0,414891.0,2219100.0,16.0,24.0,23.0,9.0,18.0,16.0,3.0,23.0
6018,6080,1490972.0,1382981.0,2494956.0,789142.0,1195475.0,1263645.0,1214187.0,1200986.0,13.0,20.0,19.0,14.0,10.0,12.0,6.0,14.0
6019,6082,202717.0,57375.0,74340.0,70680.0,55523.0,66593.0,161388.0,399651.0,16.0,5.0,6.0,6.0,3.0,7.0,10.0,15.0
6020,6083,676638.0,7518394.0,2120423.0,8526371.0,1512505.0,6097661.0,2832558.0,15934582.0,5.0,27.0,11.0,39.0,7.0,21.0,11.0,72.0
6021,6084,81479.0,22662.0,27229.0,4257.0,281158.0,13619.0,7658.0,81135.0,6.0,2.0,2.0,1.0,5.0,2.0,1.0,8.0
6022,6085,124778.0,1471674.0,242006.0,290703.0,446210.0,580339.0,1004281.0,922188.0,5.0,41.0,9.0,11.0,14.0,27.0,19.0,18.0
6023,6086,161384.0,271634.0,105852.0,378350.0,477766.0,178223.0,300017.0,98652.0,4.0,12.0,6.0,18.0,8.0,11.0,9.0,8.0
6024,6087,1428505.0,1634119.0,6265523.0,5260648.0,10491643.0,3877446.0,1552910.0,5176196.0,13.0,17.0,38.0,27.0,35.0,32.0,14.0,30.0
6025,6088,3879265.0,3191311.0,3802188.0,5835825.0,10870611.0,5984301.0,1413653.0,5963321.0,18.0,19.0,28.0,40.0,50.0,46.0,19.0,34.0
6026,6089,237649.0,60775.0,0.0,1129566.0,593971.0,171895.0,200468.0,8262.0,6.0,2.0,0.0,9.0,16.0,5.0,2.0,1.0
6027,6090,187463.0,229090.0,97954.0,215041.0,79795.0,76350.0,99784.0,102181.0,8.0,10.0,6.0,11.0,11.0,5.0,5.0,10.0
6028,6091,182936.0,502899.0,11298.0,776727.0,109328.0,273446.0,80187.0,281366.0,6.0,14.0,1.0,8.0,3.0,5.0,2.0,6.0
6029,6092,369318.0,1412566.0,535867.0,1629136.0,1225958.0,3966037.0,1781278.0,2905646.0,10.0,22.0,10.0,15.0,16.0,36.0,25.0,28.0
6030,6093,164288.0,497172.0,339225.0,45939.0,75144.0,210822.0,168709.0,167231.0,12.0,15.0,15.0,11.0,11.0,15.0,8.0,16.0
6031,6094,677179.0,1201804.0,596989.0,1049661.0,1839657.0,588992.0,950256.0,1011366.0,12.0,21.0,14.0,21.0,45.0,18.0,13.0,21.0
6032,6095,365182.0,558822.0,627949.0,1104823.0,173448.0,75493.0,445514.0,165826.0,7.0,16.0,12.0,22.0,5.0,3.0,9.0,5.0
6033,6096,1295646.0,6054085.0,5225386.0,7060121.0,3713187.0,5174228.0,267254.0,2358578.0,13.0,37.0,21.0,25.0,9.0,32.0,4.0,20.0
6034,6097,858586.0,128760.0,274769.0,164507.0,359133.0,183691.0,342261.0,456000.0,21.0,7.0,12.0,8.0,12.0,10.0,11.0,9.0
6035,6099,2267660.0,1856474.0,672856.0,1562248.0,992140.0,1416885.0,1046716.0,1793349.0,27.0,31.0,12.0,31.0,12.0,21.0,21.0,14.0
6036,6100,1895537.0,6099967.0,5044606.0,4152432.0,2955570.0,4598733.0,888933.0,3695769.0,16.0,35.0,34.0,12.0,13.0,26.0,8.0,27.0
6037,6101,51073.0,113309.0,162128.0,215413.0,91931.0,976355.0,460402.0,1113636.0,5.0,6.0,5.0,5.0,5.0,13.0,8.0,13.0
6038,6102,1189644.0,1917968.0,2166170.0,2199832.0,1860087.0,577618.0,2407033.0,3001786.0,13.0,28.0,25.0,31.0,18.0,16.0,19.0,27.0
6039,6103,670927.0,177689.0,573943.0,559859.0,117720.0,264118.0,672470.0,511359.0,17.0,9.0,10.0,10.0,7.0,13.0,19.0,19.0
6040,6104,429688.0,6181.0,54716.0,40263.0,0.0,0.0,0.0,20515.0,7.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0
6041,6105,193661.0,229915.0,359165.0,206987.0,26093.0,580779.0,216349.0,199455.0,8.0,7.0,7.0,13.0,2.0,16.0,6.0,9.0
6042,6106,380731.0,287703.0,21466.0,104646.0,49252.0,809725.0,126589.0,525074.0,5.0,7.0,1.0,2.0,6.0,4.0,2.0,6.0
6043,6107,6044117.0,2716193.0,2720204.0,1429092.0,4058475.0,3228226.0,1755476.0,163818.0,27.0,26.0,25.0,19.0,23.0,27.0,15.0,3.0
6044,6108,12006.0,0.0,0.0,18092.0,10518.0,266927.0,7207.0,0.0,3.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0
6045,6109,19296222.0,5799424.0,21080355.0,7419478.0,17279821.0,13621695.0,16806299.0,14805121.0,33.0,33.0,36.0,22.0,27.0,23.0,21.0,33.0
6046,6110,1190649.0,4846864.0,3069463.0,3699435.0,4242681.0,7877576.0,3903172.0,3456804.0,8.0,17.0,10.0,12.0,16.0,15.0,16.0,30.0
6047,6111,486614.0,150908.0,269910.0,58797.0,546336.0,129217.0,131094.0,52549.0,12.0,9.0,12.0,2.0,8.0,6.0,5.0,5.0
6048,6112,151841.0,318297.0,482541.0,327684.0,652829.0,430327.0,240112.0,244963.0,5.0,7.0,8.0,14.0,16.0,18.0,8.0,9.0
6049,6113,5328728.0,1318799.0,6989715.0,4499932.0,1138434.0,9278138.0,4420822.0,1204903.0,29.0,7.0,41.0,25.0,4.0,44.0,25.0,5.0
6050,6114,823565.0,733626.0,1763745.0,592672.0,1211412.0,1309918.0,522346.0,1099029.0,13.0,12.0,18.0,8.0,15.0,23.0,10.0,11.0
6051,6115,19681.0,195099.0,208405.0,28645.0,121971.0,453921.0,249943.0,178715.0,1.0,5.0,7.0,2.0,6.0,7.0,5.0,5.0
6052,6116,2338913.0,1502299.0,317702.0,3255511.0,626687.0,3453397.0,834479.0,799055.0,9.0,7.0,4.0,18.0,5.0,22.0,10.0,8.0
6053,6117,316915.0,587902.0,1177678.0,416282.0,88697.0,364165.0,123153.0,90391.0,1.0,6.0,9.0,10.0,9.0,9.0,7.0,6.0
6054,6119,581114.0,565529.0,633711.0,1248664.0,1924564.0,1528323.0,1750339.0,3308273.0,6.0,12.0,8.0,21.0,18.0,20.0,19.0,18.0
6055,6120,76659.0,158118.0,34572.0,0.0,1517.0,314196.0,0.0,51888.0,8.0,8.0,3.0,0.0,1.0,5.0,0.0,5.0
6056,6121,3105669.0,4006933.0,9204877.0,8463344.0,5210347.0,1977255.0,1219153.0,1140432.0,18.0,35.0,25.0,35.0,31.0,14.0,13.0,18.0
6057,6122,984.0,0.0,3593.0,355976.0,5967.0,0.0,5631.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0
6058,6123,2803181.0,22387520.0,8683991.0,23148724.0,8737104.0,17611854.0,20054295.0,20690597.0,13.0,67.0,34.0,34.0,22.0,14.0,21.0,26.0
6059,6124,366068.0,3336007.0,1764952.0,382226.0,940463.0,1101347.0,817349.0,1034466.0,12.0,17.0,10.0,4.0,15.0,11.0,10.0,11.0
6060,6125,6579771.0,7304300.0,5910208.0,6523940.0,9894259.0,5390538.0,15416507.0,6330295.0,25.0,31.0,22.0,20.0,25.0,23.0,35.0,30.0
6061,6126,192383.0,5665.0,37510.0,37957.0,560697.0,616273.0,1376701.0,1247289.0,3.0,1.0,2.0,4.0,7.0,3.0,14.0,7.0
6062,6127,450697.0,169965.0,167212.0,57467.0,1050193.0,7399.0,1101452.0,927039.0,2.0,2.0,1.0,2.0,3.0,1.0,6.0,7.0
6063,6128,1851765.0,3506981.0,4568786.0,17907304.0,6921776.0,13758546.0,3708312.0,2656600.0,6.0,34.0,20.0,48.0,21.0,41.0,18.0,10.0
6064,6129,1259837.0,2129121.0,1225051.0,1574664.0,1545133.0,1618645.0,1227925.0,678176.0,23.0,30.0,18.0,31.0,37.0,23.0,21.0,22.0
6065,6130,611688.0,1312741.0,293637.0,232706.0,271195.0,0.0,11262.0,237378.0,11.0,27.0,5.0,7.0,4.0,0.0,1.0,7.0
6066,6131,675988.0,641024.0,1580976.0,985541.0,1597146.0,466254.0,754912.0,663635.0,16.0,8.0,26.0,20.0,25.0,13.0,14.0,16.0
6067,6132,2354946.0,1859689.0,611553.0,2136735.0,2089341.0,2687747.0,1527616.0,7568996.0,20.0,22.0,13.0,17.0,21.0,29.0,20.0,45.0
6068,6133,4234580.0,2413356.0,788098.0,5505139.0,3074193.0,5465051.0,2780141.0,3188182.0,37.0,32.0,18.0,51.0,31.0,62.0,38.0,41.0
6069,6134,1545529.0,3139335.0,1357374.0,4292554.0,2973401.0,2629628.0,3570214.0,5133466.0,20.0,34.0,13.0,31.0,26.0,34.0,31.0,47.0
6070,6135,664486.0,525037.0,326061.0,979110.0,1123110.0,400091.0,936008.0,82954.0,17.0,14.0,18.0,20.0,20.0,14.0,18.0,5.0
6071,6136,4500439.0,13055253.0,6474424.0,6476423.0,10526628.0,9844239.0,10486453.0,8731100.0,8.0,33.0,18.0,15.0,18.0,32.0,57.0,21.0
6072,6137,10264874.0,3969478.0,1256132.0,12059161.0,12630835.0,5788803.0,14889522.0,10518997.0,50.0,33.0,16.0,53.0,37.0,32.0,41.0,47.0
6073,6138,1772716.0,3071946.0,1242304.0,2494963.0,14397068.0,1708861.0,2153901.0,1901124.0,21.0,42.0,16.0,31.0,21.0,28.0,23.0,23.0
6074,6139,4145560.0,2731881.0,2301304.0,3845737.0,3717990.0,2286497.0,1476880.0,887115.0,27.0,25.0,31.0,32.0,19.0,18.0,12.0,9.0
6075,6140,110036.0,226495.0,125465.0,207964.0,376955.0,25522.0,248684.0,148790.0,7.0,7.0,9.0,10.0,13.0,4.0,16.0,9.0
6076,6141,1668456.0,1993123.0,814477.0,2161282.0,727388.0,1240268.0,1790536.0,652935.0,29.0,30.0,15.0,26.0,14.0,24.0,18.0,19.0
6077,6142,5659725.0,8670892.0,3067701.0,3048011.0,266401.0,3291111.0,3795831.0,5655743.0,25.0,67.0,20.0,36.0,8.0,26.0,26.0,40.0
6078,6143,951582.0,370728.0,1283099.0,151516.0,0.0,34958.0,439398.0,1140.0,8.0,2.0,14.0,4.0,0.0,3.0,3.0,1.0
6079,6144,2071309.0,132881.0,870066.0,5579548.0,2428775.0,4338542.0,1906197.0,1721878.0,9.0,2.0,5.0,23.0,31.0,31.0,20.0,16.0
6080,6145,281046.0,308614.0,490786.0,105356.0,440749.0,533169.0,369504.0,184995.0,8.0,8.0,13.0,10.0,14.0,19.0,13.0,11.0
6081,6146,4245380.0,2800392.0,4233496.0,2009235.0,6704698.0,6988088.0,4264297.0,5223164.0,22.0,24.0,25.0,18.0,24.0,46.0,15.0,30.0
6082,6147,107459.0,347963.0,456104.0,755763.0,476248.0,444162.0,251712.0,343550.0,4.0,12.0,10.0,13.0,8.0,13.0,4.0,7.0
6083,6148,510726.0,407502.0,37736.0,247428.0,37219.0,78175.0,132558.0,226638.0,7.0,10.0,4.0,9.0,3.0,7.0,5.0,5.0
6084,6149,5010958.0,16781041.0,4501687.0,6136855.0,7739325.0,8640045.0,1048260.0,1171315.0,28.0,95.0,19.0,32.0,20.0,39.0,11.0,7.0
6085,6150,1310250.0,1955092.0,536376.0,1158271.0,137090.0,1467636.0,573643.0,1204077.0,11.0,30.0,4.0,16.0,2.0,21.0,15.0,18.0
6086,6151,280357.0,95695.0,242005.0,56935.0,269628.0,208463.0,368727.0,160370.0,8.0,5.0,12.0,6.0,7.0,9.0,18.0,16.0
6087,6152,2478775.0,2662250.0,1915376.0,4016062.0,1973806.0,4587859.0,3935143.0,4563061.0,19.0,24.0,19.0,27.0,14.0,19.0,23.0,25.0
6088,6153,1054907.0,1376607.0,1663190.0,1647211.0,990725.0,1118773.0,509055.0,1129055.0,14.0,21.0,15.0,23.0,7.0,22.0,9.0,17.0
6089,6154,273486.0,459213.0,328548.0,391891.0,305126.0,641990.0,243152.0,439227.0,11.0,6.0,12.0,17.0,13.0,14.0,12.0,8.0
6090,6155,1174626.0,810267.0,53892.0,1825232.0,184472.0,186373.0,672245.0,197140.0,20.0,3.0,3.0,10.0,8.0,5.0,10.0,5.0
6091,6156,0.0,107129.0,0.0,0.0,0.0,0.0,1126.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6092,6157,1950250.0,2692884.0,3718040.0,3296582.0,1425740.0,3732312.0,1963693.0,4882775.0,11.0,20.0,26.0,12.0,11.0,21.0,14.0,23.0
6093,6158,349340.0,645247.0,501182.0,756116.0,1033101.0,1150836.0,534170.0,430469.0,5.0,5.0,9.0,9.0,9.0,11.0,8.0,6.0
6094,6159,252016.0,465147.0,1049481.0,649963.0,658341.0,1148939.0,976217.0,1098400.0,13.0,16.0,31.0,23.0,34.0,54.0,62.0,35.0
6095,6160,4522657.0,7118742.0,8689832.0,4765600.0,5732493.0,6848256.0,7456954.0,7131275.0,22.0,40.0,39.0,27.0,30.0,34.0,40.0,45.0
6096,6161,605194.0,645040.0,532816.0,330702.0,336276.0,244817.0,506691.0,384367.0,14.0,14.0,14.0,10.0,9.0,9.0,17.0,9.0
6097,6162,1761724.0,1113563.0,929608.0,1131494.0,392203.0,2438000.0,693836.0,1832867.0,9.0,7.0,9.0,20.0,5.0,15.0,8.0,9.0
6098,6163,377385.0,886184.0,758608.0,552720.0,53217.0,814346.0,869516.0,577332.0,10.0,23.0,11.0,22.0,2.0,15.0,14.0,12.0
6099,6164,456110.0,3127724.0,1315209.0,1321918.0,1392133.0,991379.0,3779513.0,3979987.0,12.0,48.0,18.0,21.0,19.0,12.0,36.0,42.0
6100,6165,1875609.0,710646.0,4238386.0,4451422.0,777399.0,1082163.0,646906.0,1447370.0,7.0,4.0,11.0,24.0,5.0,7.0,3.0,4.0
6101,6166,268647.0,0.0,0.0,0.0,30746.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6102,6167,401889.0,678315.0,888558.0,365731.0,843807.0,447379.0,599715.0,1330987.0,8.0,14.0,21.0,10.0,12.0,15.0,15.0,16.0
6103,6168,3991126.0,11226467.0,1236801.0,4356660.0,4848041.0,5894795.0,1283561.0,1569523.0,42.0,46.0,11.0,37.0,39.0,50.0,22.0,16.0
6104,6169,3144574.0,3232546.0,3382803.0,2952225.0,3146494.0,2983540.0,2545716.0,3602116.0,31.0,36.0,33.0,27.0,34.0,21.0,25.0,26.0
6105,6170,141311.0,115782.0,324254.0,70504.0,69087.0,17694.0,298902.0,442401.0,9.0,4.0,9.0,3.0,3.0,3.0,12.0,7.0
6106,6171,2356320.0,3587167.0,1697541.0,1676741.0,1322146.0,1558862.0,2459912.0,752452.0,26.0,52.0,30.0,29.0,28.0,25.0,39.0,19.0
6107,6172,0.0,9065.0,0.0,31748.0,55523.0,20160.0,142355.0,365278.0,0.0,1.0,0.0,6.0,2.0,2.0,4.0,11.0
6108,6173,885011.0,5024061.0,1439669.0,5398045.0,5741435.0,10954765.0,2012897.0,10637613.0,7.0,23.0,5.0,20.0,23.0,16.0,9.0,30.0
6109,6174,1141633.0,1102296.0,314018.0,383736.0,265381.0,339504.0,330998.0,2240302.0,16.0,18.0,6.0,10.0,9.0,5.0,8.0,13.0
6110,6175,136488.0,62629.0,159979.0,83806.0,1201187.0,541855.0,128166.0,169958.0,8.0,4.0,10.0,7.0,12.0,11.0,5.0,6.0
6111,6176,2223709.0,2960345.0,3499153.0,7750751.0,1712125.0,5338969.0,2636950.0,2869407.0,15.0,19.0,7.0,31.0,12.0,16.0,15.0,9.0
6112,6177,750443.0,523850.0,243699.0,2608007.0,794521.0,2196204.0,976484.0,2819621.0,13.0,8.0,4.0,12.0,7.0,34.0,17.0,15.0
6113,6178,25585.0,31521.0,179978.0,88949.0,37421.0,48029.0,29057.0,16425.0,2.0,3.0,7.0,3.0,4.0,7.0,4.0,5.0
6114,6179,0.0,3154886.0,1380875.0,1713396.0,2439726.0,3503702.0,2336766.0,1813228.0,0.0,12.0,16.0,16.0,11.0,16.0,17.0,11.0
6115,6180,335395.0,430060.0,426943.0,469337.0,141912.0,139726.0,292617.0,219259.0,14.0,14.0,16.0,17.0,13.0,10.0,10.0,13.0
6116,6181,6727159.0,14271374.0,14751963.0,25396794.0,2079744.0,6755167.0,3918648.0,1916879.0,12.0,40.0,36.0,31.0,2.0,18.0,17.0,12.0
6117,6182,984.0,0.0,117500.0,3548.0,100124.0,2123.0,11262.0,0.0,1.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0
6118,6183,3163564.0,5547358.0,26566179.0,5605455.0,7704609.0,6473153.0,4541869.0,7940706.0,25.0,41.0,40.0,41.0,34.0,45.0,41.0,50.0
6119,6184,18697.0,1338803.0,655222.0,214464.0,1326263.0,787957.0,1648651.0,579360.0,1.0,22.0,17.0,5.0,22.0,22.0,28.0,17.0
6120,6185,525711.0,0.0,273527.0,233593.0,2651252.0,1045104.0,678158.0,540980.0,7.0,0.0,6.0,6.0,14.0,5.0,7.0,10.0
6121,6186,393032.0,278226.0,184554.0,233948.0,923570.0,776672.0,303292.0,276956.0,10.0,9.0,5.0,6.0,9.0,20.0,9.0,9.0
6122,6187,745520.0,132573.0,1983491.0,1232703.0,973431.0,141601.0,1342452.0,2013105.0,6.0,5.0,9.0,15.0,7.0,7.0,16.0,14.0
6123,6188,262251.0,1434086.0,890063.0,1943857.0,1551421.0,965102.0,302392.0,348422.0,11.0,36.0,24.0,32.0,33.0,30.0,8.0,15.0
6124,6189,319494.0,391925.0,1322091.0,865288.0,1024161.0,458768.0,275430.0,331403.0,8.0,9.0,19.0,15.0,14.0,10.0,7.0,9.0
6125,6190,305511.0,122373.0,839108.0,1414857.0,489294.0,291569.0,206100.0,129883.0,15.0,9.0,10.0,21.0,14.0,13.0,9.0,5.0
6126,6191,221452.0,27710.0,105072.0,319927.0,129251.0,262080.0,358309.0,499326.0,3.0,3.0,4.0,11.0,4.0,9.0,12.0,15.0
