,°í°´¹øÈ£,¹®±¸·ù_ÃÑ±¸¸Å¾×1,¹®±¸·ù_ÃÑ±¸¸Å¾×2,¹®±¸·ù_ÃÑ±¸¸Å¾×3,¹®±¸·ù_ÃÑ±¸¸Å¾×4,¹®±¸·ù_ÃÑ±¸¸Å¾×5,¹®±¸·ù_ÃÑ±¸¸Å¾×6,¹®±¸·ù_ÃÑ±¸¸Å¾×7,¹®±¸·ù_ÃÑ±¸¸Å¾×8,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö1,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö2,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö3,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö4,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö5,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö6,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö7,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö8
4914,4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4915,4966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,4967,219739.0,0.0,97503.0,47978.0,0.0,84823.0,132276.0,53953.0,7.0,0.0,3.0,2.0,0.0,4.0,4.0,2.0
4917,4968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4918,4969,0.0,0.0,0.0,0.0,0.0,0.0,16770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4919,4970,7282.0,7880.0,0.0,0.0,1820.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4920,4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,4972,27759.0,0.0,4000.0,30064.0,21844.0,9651.0,82609.0,29993.0,7.0,0.0,2.0,3.0,5.0,5.0,21.0,7.0
4922,4973,41969.0,62485.0,0.0,12238.0,32000.0,113326.0,28358.0,21887.0,8.0,9.0,0.0,3.0,5.0,7.0,3.0,3.0
4923,4974,16729.0,0.0,46323.0,35917.0,69946.0,15013.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0
4924,4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4925,4976,52459.0,97240.0,4293.0,26516.0,17303.0,18788.0,17344.0,0.0,9.0,7.0,1.0,8.0,3.0,3.0,3.0,0.0
4926,4977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4927,4978,9889.0,9270.0,8248.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
4928,4979,0.0,3296.0,3333.0,35411.0,3621.0,0.0,0.0,45774.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0
4929,4980,0.0,19262.0,0.0,0.0,9962.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
4930,4981,0.0,0.0,0.0,108017.0,101035.0,0.0,123773.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
4931,4982,0.0,1185.0,0.0,0.0,5047.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4932,4983,590.0,0.0,0.0,1153.0,3337.0,0.0,1464.0,12394.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
4933,4984,44283.0,0.0,32765.0,20309.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
4934,4985,0.0,17408.0,0.0,0.0,37825.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4935,4986,4280.0,19983.0,9942.0,8868.0,11832.0,20160.0,4054.0,4544.0,2.0,7.0,2.0,5.0,3.0,3.0,2.0,1.0
4936,4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4937,4988,0.0,33478.0,3955.0,8691.0,0.0,12332.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
4938,4989,3050.0,0.0,5084.0,0.0,7079.0,0.0,2252.0,3718.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
4939,4990,8660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,4991,4182.0,0.0,0.0,1508.0,1719.0,1823.0,1915.0,3512.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
4941,4992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,4993,92011.0,11950.0,17851.0,23147.0,27407.0,0.0,0.0,20574.0,24.0,2.0,2.0,3.0,4.0,0.0,0.0,2.0
4943,4994,787.0,0.0,0.0,21461.0,10114.0,30026.0,27480.0,1405.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
4944,4995,10155.0,0.0,0.0,0.0,12743.0,0.0,6138.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
4945,4996,4881.0,0.0,0.0,0.0,1820.0,0.0,0.0,14541.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
4946,4997,0.0,25752.0,0.0,21187.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
4947,4998,137442.0,88483.0,84960.0,77952.0,129351.0,58550.0,150577.0,50235.0,11.0,14.0,9.0,11.0,10.0,8.0,9.0,8.0
4948,4999,0.0,0.0,0.0,0.0,19215.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
4949,5000,0.0,0.0,0.0,4345.0,0.0,0.0,1126.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4950,5001,12990.0,0.0,61914.0,4345.0,4197.0,2145.0,61042.0,9147.0,6.0,0.0,5.0,1.0,1.0,1.0,10.0,2.0
4951,5002,0.0,0.0,2847.0,2261.0,0.0,0.0,7287.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
4952,5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4953,5004,0.0,0.0,0.0,0.0,0.0,6434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4954,5005,0.0,5356.0,0.0,4345.0,16283.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0
4955,5006,4920.0,0.0,4745.0,0.0,0.0,0.0,0.0,18442.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4956,5007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4957,5008,0.0,0.0,0.0,4345.0,8597.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
4958,5009,0.0,1545.0,0.0,0.0,0.0,16943.0,2196.0,14377.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
4959,5010,30013.0,90234.0,0.0,77509.0,0.0,6949.0,8785.0,0.0,5.0,7.0,0.0,7.0,0.0,1.0,1.0,0.0
4960,5011,12547.0,1494.0,0.0,0.0,0.0,3431.0,5631.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4961,5012,8030.0,1854.0,2599.0,1153.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4962,5013,37059.0,68036.0,109706.0,135420.0,28116.0,55763.0,13188.0,84484.0,8.0,5.0,6.0,10.0,9.0,7.0,3.0,6.0
4963,5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4964,5015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4965,5016,0.0,53358.0,0.0,0.0,28217.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
4966,5017,3740.0,17305.0,0.0,3370.0,0.0,0.0,1126.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
4967,5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,5019,18993.0,0.0,3954.0,4878.0,1922.0,3646.0,11713.0,9253.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0
4969,5020,13383.0,1957.0,8644.0,5853.0,3236.0,2552.0,14979.0,2644.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0
4970,5021,168175.0,91708.0,74261.0,117150.0,116953.0,40428.0,25622.0,58786.0,19.0,20.0,12.0,18.0,17.0,4.0,5.0,18.0
4971,5022,0.0,0.0,0.0,0.0,0.0,0.0,191346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4972,5023,46349.0,54500.0,47137.0,38718.0,57991.0,34046.0,6645.0,7188.0,12.0,19.0,10.0,16.0,12.0,7.0,3.0,2.0
4973,5024,0.0,0.0,6214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4974,5025,219267.0,25390.0,31070.0,74760.0,17193.0,5791.0,2027.0,16310.0,3.0,6.0,1.0,5.0,6.0,1.0,1.0,8.0
4975,5026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4976,5027,43298.0,128143.0,89368.0,14633.0,0.0,0.0,16443.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0
4977,5028,90435.0,340444.0,131861.0,49486.0,37016.0,205782.0,148437.0,0.0,5.0,5.0,10.0,2.0,2.0,2.0,5.0,0.0
4978,5029,16148.0,5459.0,12179.0,17736.0,9608.0,5684.0,18234.0,12972.0,10.0,2.0,5.0,3.0,4.0,3.0,7.0,6.0
4979,5030,129995.0,98166.0,52932.0,1064.0,68469.0,16728.0,60872.0,26440.0,22.0,7.0,4.0,1.0,1.0,5.0,7.0,2.0
4980,5031,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4981,5032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4982,5033,0.0,0.0,0.0,0.0,0.0,28203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4983,5034,81480.0,77977.0,0.0,0.0,4045.0,0.0,0.0,578.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
4984,5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4985,5036,0.0,4048.0,2260.0,3104.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
4986,5037,85375.0,171612.0,11275.0,5942.0,56019.0,61016.0,178564.0,132107.0,7.0,6.0,1.0,1.0,3.0,2.0,7.0,4.0
4987,5038,36114.0,0.0,6044.0,72366.0,36762.0,0.0,46829.0,0.0,3.0,0.0,3.0,2.0,5.0,0.0,5.0,0.0
4988,5039,12448.0,12958.0,0.0,0.0,4045.0,0.0,0.0,51392.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
4989,5040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4990,5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,5042,27886.0,6489.0,3728.0,14144.0,308514.0,3110.0,9686.0,21541.0,11.0,2.0,1.0,6.0,6.0,1.0,4.0,10.0
4992,5043,1476.0,2472.0,2486.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4993,5044,17516.0,82200.0,29262.0,22171.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
4994,5045,0.0,0.0,5423.0,0.0,2002.0,0.0,0.0,1983.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
4995,5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4996,5047,146034.0,4326.0,0.0,47446.0,0.0,0.0,0.0,32149.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
4997,5048,125881.0,349715.0,46435.0,222507.0,12794.0,61660.0,204748.0,131125.0,3.0,3.0,2.0,6.0,3.0,1.0,7.0,5.0
4998,5049,0.0,0.0,2260.0,102518.0,1800.0,102568.0,3266.0,3388.0,0.0,0.0,1.0,3.0,1.0,9.0,1.0,1.0
4999,5050,26372.0,42645.0,3593.0,109082.0,26477.0,25415.0,10192.0,30156.0,9.0,6.0,2.0,10.0,7.0,2.0,3.0,8.0
5000,5051,12202.0,0.0,0.0,0.0,65636.0,858.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
5001,5052,0.0,10816.0,15535.0,2749.0,13755.0,0.0,3244.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0
5002,5053,0.0,0.0,0.0,127704.0,75246.0,86323.0,137848.0,84029.0,0.0,0.0,0.0,5.0,3.0,4.0,5.0,6.0
5003,5054,2460.0,1236.0,1017.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5004,5055,0.0,1432.0,4067.0,0.0,0.0,0.0,3266.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5005,5056,9053.0,0.0,0.0,0.0,5562.0,11710.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
5006,5057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,5058,3110.0,6922.0,55418.0,16939.0,2023.0,5683.0,1532.0,0.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,0.0
5008,5059,12793.0,1648.0,0.0,3281.0,3388.0,4289.0,11712.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0
5009,5060,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5010,5061,33015.0,33168.0,10507.0,14898.0,17507.0,18016.0,3176.0,0.0,8.0,6.0,2.0,5.0,5.0,3.0,1.0,0.0
5011,5062,0.0,28842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,5063,23717.0,7973.0,97547.0,47871.0,236677.0,66914.0,104481.0,107758.0,3.0,1.0,4.0,5.0,8.0,3.0,3.0,3.0
5013,5064,0.0,0.0,0.0,0.0,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5014,5065,95738.0,26679.0,81878.0,0.0,98961.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0
5015,5066,0.0,70046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,5068,0.0,6489.0,0.0,8070.0,9911.0,6552.0,5913.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,2.0,0.0
5018,5069,36410.0,11825.0,0.0,0.0,0.0,0.0,6532.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0
5019,5070,7331.0,0.0,2938.0,5232.0,0.0,2466.0,6532.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
5020,5071,29296.0,226237.0,7118.0,0.0,6058.0,10326.0,9347.0,0.0,12.0,23.0,2.0,0.0,1.0,5.0,3.0,0.0
5021,5072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,5073,8374.0,63885.0,39893.0,30099.0,59367.0,14477.0,61605.0,11320.0,1.0,7.0,3.0,4.0,5.0,2.0,2.0,2.0
5023,5074,0.0,0.0,41012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5024,5075,18706.0,9497.0,11580.0,0.0,4956.0,8365.0,22266.0,20350.0,8.0,2.0,2.0,0.0,2.0,2.0,8.0,8.0
5025,5076,0.0,127319.0,0.0,10376.0,7484.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5026,5078,0.0,0.0,2881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5027,5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5028,5080,43082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5029,5081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030,5082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5031,5083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5032,5084,248335.0,481463.0,374192.0,126507.0,241097.0,86429.0,316017.0,289018.0,20.0,8.0,16.0,10.0,23.0,10.0,23.0,19.0
5033,5085,49104.0,12681.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5034,5086,0.0,0.0,0.0,0.0,6776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5035,5087,0.0,10095.0,16835.0,13214.0,405.0,1072.0,10215.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0
5036,5088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037,5089,29492.0,0.0,7434.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5038,5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5039,5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5040,5092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041,5093,59110.0,35536.0,38866.0,18182.0,30643.0,16621.0,54846.0,101625.0,21.0,12.0,8.0,7.0,11.0,5.0,16.0,18.0
5042,5094,37787.0,20292.0,8361.0,10003.0,7807.0,9866.0,10474.0,15038.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0
5043,5095,0.0,0.0,0.0,1508.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5044,5096,166600.0,153689.0,120551.0,190050.0,74132.0,182512.0,207790.0,127570.0,3.0,6.0,4.0,8.0,2.0,6.0,4.0,7.0
5045,5098,414484.0,140711.0,90045.0,205888.0,212062.0,250284.0,541222.0,148392.0,6.0,5.0,3.0,7.0,5.0,6.0,15.0,3.0
5046,5099,33458.0,0.0,0.0,0.0,0.0,4825.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5047,5100,10234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5048,5101,7577.0,23796.0,4237.0,19510.0,147001.0,6863.0,19821.0,28669.0,4.0,4.0,2.0,6.0,14.0,4.0,3.0,5.0
5049,5102,24906.0,14709.0,15591.0,0.0,1820.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
5050,5103,0.0,0.0,39543.0,12859.0,11226.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
5051,5104,5264.0,14421.0,9829.0,15786.0,23767.0,0.0,0.0,1900.0,2.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0
5052,5105,28340.0,0.0,130493.0,37247.0,21238.0,0.0,86720.0,3553.0,3.0,0.0,6.0,1.0,2.0,0.0,3.0,1.0
5053,5106,0.0,72106.0,8925.0,0.0,56322.0,0.0,0.0,34619.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
5054,5107,0.0,0.0,9490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5055,5108,25979.0,0.0,0.0,82032.0,26194.0,41607.0,16893.0,1405.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0
5056,5109,0.0,1854.0,4293.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5057,5110,8246.0,2884.0,9514.0,0.0,4147.0,4182.0,1351.0,1115.0,4.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0
5058,5111,4133.0,14318.0,0.0,32740.0,104583.0,12760.0,17400.0,8014.0,1.0,2.0,0.0,7.0,9.0,4.0,5.0,4.0
5059,5112,0.0,0.0,0.0,0.0,1699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5060,5113,4113.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5061,5114,0.0,0.0,0.0,0.0,7181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
5062,5115,0.0,0.0,0.0,0.0,0.0,6273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5063,5116,13629.0,2472.0,1469.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5064,5117,49488.0,67057.0,0.0,12816.0,34386.0,10509.0,0.0,0.0,3.0,5.0,0.0,5.0,2.0,1.0,0.0,0.0
5065,5118,14564.0,294429.0,18868.0,14899.0,17295.0,21447.0,8729.0,41617.0,4.0,7.0,2.0,1.0,2.0,3.0,2.0,4.0
5066,5119,6741.0,78183.0,0.0,0.0,1011.0,0.0,1126.0,10741.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0
5067,5120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,5121,35258.0,4944.0,10056.0,26780.0,47706.0,21233.0,7771.0,4461.0,11.0,2.0,3.0,7.0,14.0,2.0,1.0,2.0
5069,5122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5070,5123,39067.0,8241.0,4463.0,57485.0,47585.0,3002.0,0.0,34537.0,4.0,1.0,2.0,9.0,11.0,2.0,0.0,3.0
5071,5124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5072,5125,24996.0,55521.0,28472.0,31838.0,23412.0,19732.0,6194.0,18150.0,4.0,9.0,6.0,9.0,6.0,7.0,1.0,9.0
5073,5126,130770.0,42913.0,51496.0,54406.0,18104.0,41820.0,37177.0,5916.0,20.0,10.0,5.0,11.0,7.0,7.0,5.0,2.0
5074,5127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,5128,1466.0,0.0,0.0,3104.0,3843.0,0.0,0.0,991.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5076,5129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077,5130,1328.0,4831.0,0.0,0.0,31554.0,0.0,6757.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
5078,5131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5079,5132,209702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5080,5133,74395.0,11248.0,0.0,10004.0,5562.0,0.0,1520.0,29018.0,5.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0
5081,5134,33063.0,37394.0,67563.0,28024.0,7181.0,37103.0,27816.0,33793.0,6.0,9.0,7.0,3.0,4.0,6.0,5.0,5.0
5082,5135,28932.0,33993.0,0.0,0.0,3641.0,0.0,30971.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
5083,5136,16433.0,58046.0,0.0,12770.0,8495.0,39388.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,5.0,0.0,0.0
5084,5137,0.0,2575.0,0.0,0.0,8394.0,13298.0,0.0,1239.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
5085,5138,0.0,11836.0,32583.0,754.0,48141.0,19141.0,10440.0,17616.0,0.0,3.0,7.0,1.0,8.0,3.0,6.0,4.0
5086,5139,0.0,2987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5087,5140,3543.0,0.0,0.0,2572.0,10609.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
5088,5141,58847.0,4120.0,3491.0,1774.0,2002.0,10810.0,0.0,28116.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,9.0
5089,5142,0.0,0.0,0.0,0.0,0.0,5683.0,7208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5090,5143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5091,5144,0.0,0.0,0.0,0.0,3034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5092,5145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5093,5146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5094,5147,7823.0,10352.0,63427.0,4522.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
5095,5148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5096,5149,12005.0,2432.0,1130.0,754.0,860.0,3775.0,2016.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0
