,고객번호,편의품_증감율,편의품_변동율,편_(증감*0.8)+(변동*0.2),편의품CV,선매품_증감율,선매품_변동율,선_(증감*0.8)+(변동*0.2),선매품CV,전문품_증감율,전문품_변동율,전_(증감*0.8)+(변동*0.2),전문품CV,기타_증감율,기타_변동율,기_(증감*0.8)+(변동*0.2),기타CV
1807,1827,0,2,0.4,0.7584287198100317,1,7,2.2,0.8820704598547975,0,0,0.0,0.0,0,6,1.2,1.228724842628561
1808,1828,0,0,0.0,0.3358101598238773,0,0,0.0,0.16808611869920762,-3,3,-1.8,2.6457513110645907,0,2,0.4,0.6986562872701888
1809,1829,1,5,1.8,0.2654717703394611,0,0,0.0,0.2833284764977963,0,8,1.6,1.9941879640599833,1,7,2.2,0.5285399025439238
1810,1830,1,5,1.8,0.7546331107268992,1,5,1.8,1.2271795000415582,3,3,3.0,2.6457513110645903,3,3,3.0,1.2522171626440854
1811,1831,-1,3,-0.2,0.2326339761626537,-1,3,-0.2,0.7587314974611306,0,0,0.0,0.0,0,2,0.4,2.6457513110645907
1812,1832,1,3,1.4,0.195648035810819,1,1,1.0,0.42834898313859,2,2,2.0,2.645751311064591,0,2,0.4,2.6457513110645903
1813,1833,0,2,0.4,0.2082585587907478,-2,6,-0.4,0.7984353634666385,0,0,0.0,0.0,0,6,1.2,1.4519856771068096
1814,1834,-3,5,-1.4,0.4397653966080066,-1,3,-0.2,0.6096223331884648,0,12,2.4,1.2602265534054036,1,7,2.2,0.9018143623017693
1815,1835,0,4,0.8,0.24916417961147708,0,2,0.4,0.7171753082320237,0,6,1.2,1.803605916469345,0,2,0.4,0.6864670820537419
1816,1836,0,2,0.4,0.18451930740439323,0,0,0.0,0.30678126865924227,2,2,2.0,2.64575131106459,2,4,2.4,0.6208359785375356
1817,1837,0,0,0.0,0.1367791133672882,1,5,1.8,0.5688976680894364,0,6,1.2,2.6457513110645903,2,8,3.2,1.5399368396062347
1818,1838,0,4,0.8,0.35062179321259157,-1,3,-0.2,0.8241725848172944,0,16,3.2,1.702323961787081,0,0,0.0,0.3126286126564556
1819,1839,0,10,2.0,0.4157992093102206,0,2,0.4,0.8114185564028688,0,0,0.0,0.0,0,4,0.8,2.6457513110645907
1820,1840,-1,3,-0.2,0.14769071053596722,-1,3,-0.2,1.1275436936407754,0,0,0.0,0.0,-4,4,-2.4,2.64575131106459
1821,1841,0,0,0.0,0.35057640316815375,-1,1,-0.6,0.621891370381629,0,4,0.8,2.6457513110645903,3,9,4.2,1.061126374811749
1822,1842,1,5,1.8,0.47319441667221207,0,0,0.0,0.32499483390558076,0,10,2.0,2.4382836719922376,-1,1,-0.6,1.4422950590901635
1823,1843,0,0,0.0,0.36469505760381116,0,0,0.0,0.40253431353820185,3,9,4.2,2.079361191862221,3,7,3.8,1.2322277742653251
1824,1844,0,0,0.0,0.5555409539681802,0,0,0.0,0.4160571110889485,0,6,1.2,2.645751311064591,0,2,0.4,0.9112675932630836
1825,1845,2,4,2.4,0.3079192802982575,0,6,1.2,0.8997607376300384,0,0,0.0,0.0,0,6,1.2,1.4519618084157682
1826,1846,1,5,1.8,0.29122682840717834,-1,3,-0.2,0.48013168618300306,3,9,4.2,1.7951268009760084,2,8,3.2,0.9529289564839751
1827,1847,0,2,0.4,0.26218425758121705,0,2,0.4,0.339631409127232,4,10,5.2,1.4494895694238084,0,2,0.4,0.8224083581675647
1828,1848,0,2,0.4,0.1503355245965515,0,2,0.4,1.1065565595043745,0,0,0.0,0.0,2,8,3.2,1.1304131309698364
1829,1849,0,4,0.8,0.18877545291474807,1,5,1.8,1.0422101915984694,0,0,0.0,0.0,0,2,0.4,2.6457513110645907
1830,1850,-1,1,-0.6,0.4586784193369185,-1,1,-0.6,0.8750021834852897,0,4,0.8,2.6457513110645903,0,4,0.8,0.34801828842079824
1831,1851,0,6,1.2,0.40627859932031596,1,3,1.4,0.638431313991828,-3,9,-0.6,2.0104400611912894,0,12,2.4,1.0201269192156663
1832,1852,0,4,0.8,0.3466346272810683,0,4,0.8,0.598247283308445,-3,13,0.2,1.2643907601470332,1,5,1.8,0.8009307248569397
1833,1853,-1,3,-0.2,0.2578607775940224,0,4,0.8,1.6397893879364798,0,0,0.0,0.0,0,12,2.4,1.6570720649756923
1834,1854,0,2,0.4,0.1520956769458716,1,5,1.8,0.5076327134416971,0,0,0.0,0.0,-1,13,1.8,1.5389788712099164
1835,1855,1,5,1.8,0.39271007612128783,0,2,0.4,0.4634082127498302,0,0,0.0,0.0,2,8,3.2,0.9412546406737006
1836,1856,0,0,0.0,1.7315364617283733,0,6,1.2,2.0954264473488307,0,0,0.0,0.0,2,6,2.8,1.5212664701771546
1837,1857,2,4,2.4,0.3611256915202836,0,4,0.8,1.108769345129107,0,0,0.0,0.0,1,9,2.6,1.4350552349273815
1838,1858,2,2,2.0,0.44712021870273855,1,3,1.4,0.7620624504809267,-2,2,-1.2,2.6457513110645903,-1,7,0.6,1.0673121280057976
1839,1859,0,2,0.4,0.22589313210940418,1,1,1.0,0.2670107502110446,2,8,3.2,2.309111696853554,-1,3,-0.2,0.49540076621072227
1840,1860,1,1,1.0,0.23105223285196907,-2,4,-0.8,0.699735268157617,0,0,0.0,0.0,-2,8,0.0,1.5681131952734424
1841,1861,0,6,1.2,0.32932130519993036,2,6,2.8,0.6015289955712784,0,4,0.8,2.6457513110645907,3,5,3.4,0.741837815477623
1842,1862,0,4,0.8,0.272097469805525,0,0,0.0,0.5352915993901569,0,4,0.8,1.2167651286824395,0,14,2.8,2.260041924421483
1843,1863,0,2,0.4,0.3227574881352685,0,0,0.0,0.2358233462737475,0,0,0.0,0.0,1,5,1.8,0.8990412534555648
1844,1864,0,4,0.8,0.6408500538116708,0,0,0.0,0.37161370335831556,-3,7,-1.0,1.0226341013923501,-1,5,0.2,0.6514962686893533
1845,1865,0,8,1.6,0.3590071743055538,0,2,0.4,0.47492009363697096,0,0,0.0,0.0,-2,4,-0.8,1.4649945975547305
1846,1866,1,3,1.4,0.15050783716409413,1,3,1.4,0.6231978364002959,3,3,3.0,2.6457513110645907,2,6,2.8,1.2300029110229977
1847,1867,1,3,1.4,0.217481079806635,0,4,0.8,0.7833122123253439,0,4,0.8,2.6457513110645903,-1,5,0.2,0.8926124108584187
1848,1868,-1,3,-0.2,0.18344861216940592,3,3,3.0,0.9501242003838108,0,0,0.0,0.0,0,6,1.2,2.0805149962458938
1849,1869,0,0,0.0,0.36740510267177084,0,0,0.0,0.4038700798508404,2,2,2.0,2.6457513110645907,0,4,0.8,1.1059909159912082
1850,1870,-1,11,1.4,1.310188440182909,0,0,0.0,0.22382377196380188,-3,11,-0.2,1.3758276153192261,0,10,2.0,1.7653194930339409
1851,1871,1,9,2.6,0.3810452340407919,0,4,0.8,0.5531376123907228,0,4,0.8,2.6457513110645894,1,9,2.6,0.9600452396800061
1852,1872,-1,7,0.6,0.29180417079108395,0,0,0.0,0.36524438741519916,0,2,0.4,0.8660823798325634,-1,5,0.2,0.8229717114542421
1853,1873,1,3,1.4,0.1520976760205943,0,4,0.8,0.980336497942035,0,10,2.0,2.5428765805726004,2,4,2.4,1.1513710885699244
1854,1874,2,6,2.8,0.43034195295200356,0,4,0.8,0.42036531283292167,0,6,1.2,1.5736425883739105,0,2,0.4,0.44241589250630686
1855,1876,0,4,0.8,0.28386290396061237,0,6,1.2,0.8333686098546788,2,2,2.0,2.6457513110645907,3,7,3.8,1.315098764581876
1856,1877,2,4,2.4,0.6261181640815398,-1,3,-0.2,0.7225944023309848,0,0,0.0,0.0,3,9,4.2,1.0858106581052616
1857,1878,0,8,1.6,0.3416337059231855,1,1,1.0,0.45526742971629414,4,10,5.2,2.615067698706273,-2,6,-0.4,0.8941057613077024
1858,1879,0,2,0.4,0.263558201095043,-1,1,-0.6,0.5982712937652347,3,7,3.8,2.539591828018384,0,2,0.4,0.8297959933322041
1859,1880,-1,7,0.6,0.6779525859495904,0,0,0.0,0.5431346894748054,0,10,2.0,2.09106285419052,2,10,3.6,1.0564828923032366
1860,1882,0,2,0.4,0.2142465750284727,0,2,0.4,0.857977124241813,0,0,0.0,0.0,1,9,2.6,1.5305615868034872
1861,1883,2,2,2.0,0.5473130942499652,-2,2,-1.2,1.5405740089210973,0,0,0.0,0.0,0,6,1.2,0.8502724652872568
1862,1884,1,3,1.4,0.18770788917008133,-1,1,-0.6,1.0370633555020876,0,0,0.0,0.0,0,2,0.4,2.6457513110645903
1863,1885,2,4,2.4,0.36161626520432116,0,2,0.4,0.16806294966326174,0,16,3.2,1.3465224967364908,-2,6,-0.4,0.6902010847838963
1864,1886,1,5,1.8,0.32043259741498203,-1,3,-0.2,0.6289450950207841,0,6,1.2,2.64575131106459,3,13,5.0,1.2951057888422823
1865,1887,0,2,0.4,0.1526473937569894,0,2,0.4,0.5630081240203092,0,0,0.0,0.0,1,7,2.2,1.0652698835217884
1866,1888,1,3,1.4,0.1942335957124456,1,3,1.4,0.9569103397201394,3,3,3.0,2.6457513110645903,2,18,5.2,1.6702284789091961
1867,1889,-1,3,-0.2,0.15738483556844995,0,0,0.0,0.9267716614426693,3,9,4.2,1.9755913785357395,0,8,1.6,0.9114326701451071
1868,1890,3,7,3.8,0.6221962155463531,0,0,0.0,0.6288925154077809,0,0,0.0,0.0,0,0,0.0,0.0
1869,1891,1,5,1.8,0.2291352648515684,-1,9,1.0,1.5030049694468088,0,0,0.0,0.0,-3,5,-1.4,2.129430291041621
1870,1892,0,2,0.4,0.3287497038040086,1,5,1.8,1.2740955156079639,0,0,0.0,0.0,0,0,0.0,0.0
1871,1893,0,2,0.4,0.10728819461847583,-1,3,-0.2,0.8040765891103765,0,0,0.0,0.0,1,5,1.8,1.2427553828111473
1872,1894,-1,5,0.2,0.5588884519732351,1,3,1.4,0.6803629678482758,0,0,0.0,0.0,1,9,2.6,1.4049572383398756
1873,1895,-1,7,0.6,0.2864332972573944,-1,1,-0.6,0.7301666108839523,0,10,2.0,1.1806088722711001,-3,7,-1.0,0.594204036781362
1874,1896,1,1,1.0,0.2850434140890594,0,2,0.4,0.4004732678455866,1,7,2.2,1.5274015946108466,0,4,0.8,0.8073028711176292
1875,1897,1,3,1.4,0.206283065212728,1,1,1.0,0.5834744339131692,0,4,0.8,2.6457513110645907,2,10,3.6,0.96057802477176
1876,1898,1,5,1.8,0.4615550857125977,0,0,0.0,0.54506304473964,0,6,1.2,1.7548994603813128,1,3,1.4,0.8859383915622612
1877,1899,1,3,1.4,0.1668494689678375,0,4,0.8,0.4146398021934977,0,8,1.6,2.6457513110645903,1,7,2.2,0.6654449601886047
1878,1900,0,6,1.2,0.27308914068432566,0,0,0.0,0.4828220537157213,0,12,2.4,1.2627261495046485,0,10,2.0,1.5672578372788892
1879,1901,0,0,0.0,0.5269146667121932,0,0,0.0,0.28163474603738237,0,12,2.4,1.9639776769182324,1,5,1.8,0.7988315348022499
1880,1902,0,2,0.4,0.21941226967868663,-1,3,-0.2,0.4975291845865308,0,0,0.0,0.0,0,2,0.4,2.6457513110645903
1881,1903,0,4,0.8,0.5003556020152623,0,2,0.4,0.5878847794110365,0,0,0.0,0.0,-1,7,0.6,0.8463208929726543
1882,1904,3,3,3.0,0.67319381198541,1,5,1.8,1.5209245690215416,0,0,0.0,0.0,1,3,1.4,0.7165664725677282
1883,1905,0,0,0.0,0.15132078902315863,0,2,0.4,0.5536770424805867,0,0,0.0,0.0,1,5,1.8,1.3480863013087054
1884,1906,2,2,2.0,0.30951588379249567,2,6,2.8,1.0047975779875664,0,0,0.0,0.0,2,6,2.8,1.3727538775371195
1885,1907,2,2,2.0,0.6236524855312806,0,0,0.0,0.41515090493127377,0,2,0.4,0.4174421418923726,0,4,0.8,0.5810300735738857
1886,1908,0,0,0.0,0.44899807507282485,1,3,1.4,0.6821938766240928,0,6,1.2,1.5804575206114955,-1,3,-0.2,0.6295854953924113
1887,1909,0,4,0.8,0.27487215297711437,0,0,0.0,0.5267515356293038,-1,7,0.6,0.945178235032276,0,8,1.6,2.1652227137449818
1888,1910,1,1,1.0,0.26009881324765427,0,0,0.0,0.28986035317386993,3,9,4.2,1.3884358277948774,2,8,3.2,1.1949057543523782
1889,1911,0,4,0.8,0.20679038091236637,0,0,0.0,0.26608986759523906,3,9,4.2,1.7138003426839281,1,5,1.8,0.8107874806876448
1890,1912,-1,1,-0.6,0.2647566440976671,-1,1,-0.6,0.30025797218631484,0,6,1.2,2.6457513110645903,0,6,1.2,0.7582634848586164
1891,1913,2,4,2.4,0.2049746500458466,0,4,0.8,0.45530293736511307,-1,13,1.8,2.3536589156483796,0,4,0.8,0.4866237608107486
1892,1914,1,3,1.4,0.30089202505288043,0,2,0.4,0.3429904700870764,0,4,0.8,2.6457513110645907,3,9,4.2,0.7880489953296503
1893,1915,1,5,1.8,0.4368084909104008,0,4,0.8,2.055367789459148,0,0,0.0,0.0,3,5,3.4,1.2248701511334823
1894,1916,0,4,0.8,0.19362616580766986,-1,3,-0.2,0.4342433803079564,2,2,2.0,2.64575131106459,0,0,0.0,0.3531481616430133
1895,1917,0,2,0.4,0.14229915678695246,0,2,0.4,0.4704663267715826,2,2,2.0,1.7131480108298924,2,10,3.6,2.1903953166074754
1896,1918,0,0,0.0,0.2501797022483447,1,3,1.4,0.3725672300455773,0,4,0.8,2.6457513110645907,0,10,2.0,2.2734581990664298
1897,1919,0,4,0.8,0.18929967208791026,0,2,0.4,0.9311372113993117,0,0,0.0,0.0,3,7,3.8,2.1702652174497694
1898,1920,0,6,1.2,0.7202315481430389,-1,1,-0.6,0.5096533690089458,-3,15,0.6,1.8081104092892333,0,2,0.4,1.1237006621744412
1899,1921,1,7,2.2,0.6062067740640018,-1,5,0.2,1.2297382405474415,0,0,0.0,0.0,0,2,0.4,2.6457513110645907
1900,1922,1,9,2.6,1.008524343004695,0,0,0.0,0.5298704220721905,-3,13,0.2,0.9451182446931828,2,4,2.4,0.5613440280341168
1901,1923,0,4,0.8,0.5303053551088857,0,8,1.6,0.7597102280399297,-3,3,-1.8,2.6457513110645903,-2,4,-0.8,1.3068662597720153
1902,1924,0,2,0.4,0.16482381115123904,0,0,0.0,0.3949477457959728,0,6,1.2,2.6457513110645907,0,0,0.0,0.856273816687532
1903,1925,2,8,3.2,0.5101980871682161,0,2,0.4,0.5845286705017366,3,9,4.2,1.587829752346709,-1,5,0.2,1.3782589980146154
1904,1926,0,0,0.0,0.13898837872110423,1,1,1.0,0.7032796720310195,3,9,4.2,1.718705838377125,0,6,1.2,1.0337680644000442
1905,1928,1,5,1.8,0.2866279652095781,0,4,0.8,0.5182797235187019,0,0,0.0,0.0,0,8,1.6,1.2329984013032358
1906,1929,3,9,4.2,0.6242203401098344,-3,5,-1.4,1.985640794466137,0,0,0.0,0.0,0,4,0.8,1.4343224610937497
1907,1930,-1,3,-0.2,0.17716862011005383,0,2,0.4,0.5820385486464854,0,6,1.2,1.8723537449718601,2,10,3.6,1.7223879128931134
1908,1931,0,2,0.4,0.1495051224330653,-2,6,-0.4,2.1088813037426815,0,0,0.0,0.0,0,0,0.0,0.0
1909,1932,2,4,2.4,0.33121950501064984,1,3,1.4,0.4844349873185011,3,15,5.4,1.6133610938990204,0,0,0.0,0.32754917323966715
1910,1933,0,4,0.8,0.17367312870753954,0,6,1.2,1.4171913239154164,0,0,0.0,0.0,0,8,1.6,2.6457513110645907
1911,1934,0,6,1.2,1.4540617824021531,1,3,1.4,0.56095098179469,0,12,2.4,1.506602404069805,0,8,1.6,1.2151442531519534
1912,1935,1,1,1.0,0.32456561286555985,0,2,0.4,0.615595599701302,-2,6,-0.4,2.4304824037609007,-1,7,0.6,1.0323404283083875
1913,1936,-2,4,-0.8,0.30921638244441585,0,4,0.8,0.3047295004584662,0,4,0.8,2.645751311064591,0,6,1.2,0.7913339334820304
1914,1937,0,2,0.4,1.043539397938494,-1,3,-0.2,0.8977792532576125,0,6,1.2,1.9321935451150156,0,8,1.6,1.2979224401149039
1915,1938,3,7,3.8,0.6739056387264087,0,0,0.0,0.38938505144165414,0,4,0.8,2.64575131106459,4,4,4.0,0.9209014966895185
1916,1939,0,0,0.0,0.3042391262402567,0,0,0.0,0.6777443726676421,1,9,2.6,0.749040124211254,0,4,0.8,0.6225237278715311
1917,1940,0,2,0.4,0.2225910891342475,0,4,0.8,0.4902507031808402,0,0,0.0,0.0,2,8,3.2,2.055160514289978
1918,1941,0,2,0.4,0.19226694943708372,0,2,0.4,0.6546596192596682,0,12,2.4,2.5178880203123115,-1,3,-0.2,0.4872272495059056
1919,1942,1,3,1.4,0.15481702612538792,-1,3,-0.2,0.8581235297325249,0,4,0.8,2.6457513110645903,0,10,2.0,1.9553407494029442
1920,1943,-1,3,-0.2,0.14859288248312894,0,0,0.0,0.21845772846312958,0,0,0.0,0.0,4,8,4.8,1.5219450332918334
1921,1944,1,5,1.8,0.33792110147968585,1,3,1.4,0.42498678868112,3,9,4.2,1.5022742310229285,2,6,2.8,1.2855141245370527
1922,1945,1,3,1.4,0.2387483106311469,1,1,1.0,0.5509577194451329,3,5,3.4,2.235052390448787,0,0,0.0,0.34630812086656115
1923,1946,0,0,0.0,0.3517321136376488,0,6,1.2,0.8211885773370495,0,6,1.2,2.6457513110645903,1,3,1.4,0.6515648052643646
1924,1947,1,3,1.4,0.33779045506478644,1,3,1.4,0.4135799309953633,0,0,0.0,0.0,2,6,2.8,2.467383951218704
1925,1948,1,3,1.4,0.22744680646285384,0,2,0.4,0.3379022564239957,0,0,0.0,0.0,-1,1,-0.6,2.6457513110645907
1926,1949,0,0,0.0,0.3859119966369408,0,2,0.4,0.6573653689781984,0,6,1.2,2.6457513110645903,1,9,2.6,1.1104758889871917
1927,1950,0,2,0.4,0.09476125325539723,0,6,1.2,0.9311439961255982,0,0,0.0,0.0,-1,5,0.2,0.4980867217411157
1928,1951,2,4,2.4,0.7658867814645004,0,4,0.8,0.6344195873622622,0,0,0.0,0.0,2,8,3.2,1.8619735779824789
1929,1952,0,2,0.4,0.5594412321434207,1,3,1.4,0.33050256985102416,3,7,3.8,2.011642027455014,2,10,3.6,1.1893503881441
1930,1953,-2,10,0.4,1.1855893431303328,0,0,0.0,0.35016020973662243,0,0,0.0,0.9789884949955224,1,5,1.8,0.5873003695750135
1931,1954,1,3,1.4,0.7931816878300967,0,0,0.0,0.8187694667355253,1,9,2.6,1.0552939962725152,1,1,1.0,0.4605751448739286
1932,1955,3,3,3.0,0.943687090631711,3,9,4.2,1.6624017701046858,3,3,3.0,2.6457513110645907,4,10,5.2,2.170066420355009
1933,1956,0,10,2.0,1.336868266285434,0,2,0.4,0.5184805356352672,-4,10,-1.2,2.5668650513621194,2,6,2.8,0.9400519532985336
1934,1957,-1,5,0.2,0.3835760475354125,0,0,0.0,0.3221858741414481,0,10,2.0,1.5618095589109824,0,0,0.0,0.2577861823703417
1935,1958,0,6,1.2,0.5986491652364857,-1,5,0.2,1.6052071867230138,-3,3,-1.8,2.6457513110645903,0,0,0.0,0.5043963924748269
1936,1959,1,1,1.0,0.2871773021390575,-1,5,0.2,1.4065259793139546,0,0,0.0,0.0,2,8,3.2,1.713967151914858
1937,1960,1,3,1.4,0.20138240430577176,1,1,1.0,0.6364695739690571,0,4,0.8,2.645751311064591,2,6,2.8,0.9057082178546993
1938,1961,1,3,1.4,0.20173593044362156,-1,11,1.4,1.3846501256859993,0,0,0.0,0.0,-3,11,-0.2,2.5045644276725176
1939,1962,1,3,1.4,0.2057397883875583,1,3,1.4,1.6624888493598209,0,0,0.0,0.0,0,0,0.0,0.0
1940,1963,-1,5,0.2,0.30597050218096694,-1,1,-0.6,0.6395644443596897,0,0,0.0,0.0,2,10,3.6,1.3429444013552136
1941,1964,0,4,0.8,0.20637480957423507,-1,1,-0.6,0.5312565549358563,0,4,0.8,1.753418113036302,2,6,2.8,0.6902450887628113
1942,1965,1,9,2.6,0.6445243890441702,0,0,0.0,0.6029167851051741,3,9,4.2,1.7891883176367431,0,4,0.8,0.35071628672333877
1943,1966,1,3,1.4,0.3505326415452692,-2,4,-0.8,1.2570133559967558,0,0,0.0,0.0,2,6,2.8,1.7814812214473188
1944,1967,1,3,1.4,0.28808440457353923,1,3,1.4,0.8045766508595443,0,0,0.0,0.0,2,6,2.8,1.4960029918487643
1945,1968,1,7,2.2,0.47526581089273395,0,2,0.4,0.6395460514734059,0,12,2.4,2.416238843659517,1,9,2.6,1.0517277690176778
1946,1969,0,6,1.2,0.24346855603163656,1,3,1.4,0.6678723193864687,0,0,0.0,0.0,0,6,1.2,1.0866343355649313
1947,1970,1,3,1.4,0.4938080141446188,1,7,2.2,1.9676490439397407,0,0,0.0,0.0,0,4,0.8,2.645751311064591
1948,1971,0,2,0.4,0.6796473871940438,0,0,0.0,0.28413668444060997,0,14,2.8,1.1817871205602382,0,4,0.8,1.855578722529646
1949,1972,1,3,1.4,0.2841536098745729,-1,5,0.2,0.6178925671302774,0,0,0.0,0.0,1,7,2.2,1.521549836013258
1950,1973,0,6,1.2,0.4168441123036191,-2,6,-0.4,0.8343382255802705,0,6,1.2,2.6457513110645907,1,11,3.0,1.114897956114146
1951,1974,1,15,3.8,0.6625600931502146,0,0,0.0,0.34670145335770375,3,11,4.6,1.451110135134168,0,2,0.4,0.4794355124568047
1952,1975,2,2,2.0,0.4773002125210012,1,3,1.4,0.9575366314062121,0,0,0.0,0.0,-1,7,0.6,1.1928053832645098
1953,1976,0,6,1.2,0.7511026935007544,-1,1,-0.6,0.641483929711349,1,3,1.4,0.6381549432652902,1,5,1.8,0.7880332678025003
1954,1977,2,4,2.4,0.2854316091966894,-1,1,-0.6,0.5053139834625864,0,0,0.0,0.0,0,4,0.8,0.699705505494725
1955,1978,1,3,1.4,0.201425478940485,1,3,1.4,0.43463306159198417,0,0,0.0,0.0,-3,7,-1.0,1.180228735621539
1956,1979,1,1,1.0,0.5989451203349397,1,1,1.0,0.4059383663882711,0,4,0.8,1.5266375062604287,-2,6,-0.4,0.7967131900723418
1957,1980,2,4,2.4,0.35707534123270473,0,0,0.0,0.4479579333922013,0,0,0.0,0.0,3,11,4.6,1.4577309392451945
1958,1981,-1,7,0.6,0.4910461763051109,-1,1,-0.6,0.2246648900901443,4,10,5.2,1.2420330984133625,2,4,2.4,0.6723009337637268
1959,1982,1,3,1.4,0.25193820325723615,0,4,0.8,0.7150197471447391,0,0,0.0,0.0,0,6,1.2,0.8090922426478566
1960,1983,-1,5,0.2,0.30700528702832103,1,1,1.0,1.0374536084998334,0,4,0.8,2.6457513110645903,0,2,0.4,2.6457513110645903
1961,1984,-3,3,-1.8,0.6668178521452813,0,0,0.0,1.0638636797785077,-1,1,-0.6,1.8192396193178484,2,10,3.6,1.775833256937937
1962,1985,0,2,0.4,0.3186694441909961,0,4,0.8,0.4189146235999738,3,3,3.0,1.7284860301797214,1,1,1.0,0.8746234206477788
1963,1986,1,1,1.0,0.4211591448778059,1,5,1.8,0.4427056352524713,0,6,1.2,2.6457513110645903,1,3,1.4,0.6165572370349601
1964,1987,0,4,0.8,0.2557853031539033,0,4,0.8,0.8104358922441478,-2,12,0.8,1.5790189403750785,2,4,2.4,0.4389087388141291
1965,1988,0,4,0.8,0.6004944983754519,0,2,0.4,0.8230163420385336,-1,7,0.6,1.411021649760956,0,2,0.4,0.5101529266600564
1966,1989,1,7,2.2,0.4138692855127262,0,0,0.0,0.46255467126400246,0,12,2.4,1.3059099503280105,4,4,4.0,0.9694814127404485
1967,1990,0,4,0.8,0.25658331482281244,0,2,0.4,0.49312625280595435,0,4,0.8,2.6457513110645907,1,5,1.8,0.7529029894456531
1968,1991,0,2,0.4,0.19808460971388328,0,6,1.2,0.7502059227232267,0,0,0.0,0.0,0,4,0.8,0.3839827224993695
1969,1992,-2,14,1.2,0.6717082674302252,0,0,0.0,0.3571726484752443,0,6,1.2,1.2786085021490667,-2,6,-0.4,0.81966793975285
1970,1993,1,5,1.8,0.2309242620897522,0,0,0.0,0.33283349748304314,-1,7,0.6,2.4510523240105795,4,8,4.8,1.2933189659814697
1971,1994,0,4,0.8,0.18021566986142712,0,4,0.8,0.5887840770064717,3,3,3.0,2.645751311064591,3,11,4.6,0.8520082893577624
1972,1995,1,7,2.2,0.48451149515471664,0,4,0.8,0.5985376886555469,0,0,0.0,0.0,0,6,1.2,1.7577810266139626
1973,1996,0,4,0.8,0.3911708075578242,-1,3,-0.2,0.5578474975296019,1,7,2.2,1.8357417230452653,1,3,1.4,1.072356184719789
1974,1997,0,0,0.0,0.11814406369745438,-1,1,-0.6,0.4399818865803891,0,0,0.0,0.0,-2,12,0.8,1.035659864428276
1975,1998,2,8,3.2,0.5372880164714543,0,4,0.8,0.5886759387971314,3,9,4.2,1.5318821077462694,0,2,0.4,0.5387278335193596
1976,1999,0,2,0.4,0.6468113430437009,0,2,0.4,0.27310352162951806,0,4,0.8,2.645751311064591,-4,6,-2.0,1.093590787954986
1977,2000,-1,5,0.2,0.23195101797458176,0,4,0.8,2.08107321459555,0,0,0.0,0.0,3,3,3.0,1.8313098096379432
1978,2001,0,0,0.0,0.2796594209325206,2,8,3.2,1.5895027462276368,0,0,0.0,0.0,3,3,3.0,1.9730175141067017
1979,2002,0,4,0.8,0.46757040948269196,0,0,0.0,0.6313719242359416,0,4,0.8,1.1692742741691329,0,0,0.0,0.4610412402698841
1980,2003,0,2,0.4,0.22517994478864212,-1,7,0.6,1.5031214521400593,0,0,0.0,0.0,0,0,0.0,0.0
1981,2004,-2,4,-0.8,0.5695451301656791,-2,2,-1.2,0.8654547279040828,0,0,0.0,0.0,-2,4,-0.8,1.425690825682352
1982,2005,0,4,0.8,0.3097722332097063,1,3,1.4,0.7758642598766546,0,0,0.0,0.0,1,13,3.4,1.18488452875034
1983,2006,0,4,0.8,0.3082493916995513,0,0,0.0,0.3415841431778845,0,10,2.0,1.2134728609078436,2,4,2.4,0.8952481929520993
1984,2007,-1,3,-0.2,0.44613293600535275,0,0,0.0,0.21671553210491828,0,6,1.2,1.3126641398704015,0,0,0.0,0.395693846898346
1985,2008,-1,3,-0.2,0.726419018413798,0,2,0.4,0.8395111548303912,2,10,3.6,1.1731483919073908,0,4,0.8,0.6671899410648042
1986,2009,1,3,1.4,0.23071755958684903,0,0,0.0,0.186662225411179,3,9,4.2,1.7412477158791078,1,3,1.4,0.47135861379092375
1987,2010,1,3,1.4,0.14940790884271532,0,0,0.0,0.31369514232193874,0,6,1.2,1.4677492338711577,1,3,1.4,0.6889024791559906
1988,2011,1,3,1.4,0.2992777216864714,0,4,0.8,0.5953391080546836,0,4,0.8,2.6457513110645907,2,4,2.4,1.1499781043463164
1989,2012,1,3,1.4,0.17455546067669916,0,4,0.8,0.9838076400529865,0,6,1.2,2.6457513110645907,0,4,0.8,1.1394450295606247
1990,2013,0,14,2.8,0.7944584048966292,1,1,1.0,0.3353623817156762,0,16,3.2,1.724594990738555,1,1,1.0,0.5566181620816238
1991,2014,-1,3,-0.2,0.11839776436481465,-1,3,-0.2,0.7240889026106089,0,0,0.0,0.0,-2,6,-0.4,0.8007678829324058
1992,2015,-1,1,-0.6,0.24220337986010193,1,3,1.4,1.2986347480494007,0,0,0.0,0.0,2,8,3.2,1.3035675894002112
1993,2016,1,3,1.4,0.48630577428747185,0,0,0.0,0.6472368645495308,1,3,1.4,1.060705624764996,1,5,1.8,0.8698249006512847
1994,2017,2,6,2.8,0.6054966968878537,0,0,0.0,0.5796938168658469,1,3,1.4,0.8326254902990837,0,6,1.2,0.5681616165800824
1995,2018,1,1,1.0,0.25503674587392033,-1,3,-0.2,0.8733475776301588,0,4,0.8,2.6457513110645903,0,6,1.2,0.7937635094485417
1996,2020,1,1,1.0,0.30451897645078463,0,6,1.2,0.8402922113454883,0,0,0.0,0.0,0,2,0.4,2.6457513110645907
