,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8,¼±_ÃÑ±¸¸ÅÈ½¼ö1,¼±_ÃÑ±¸¸ÅÈ½¼ö2,¼±_ÃÑ±¸¸ÅÈ½¼ö3,¼±_ÃÑ±¸¸ÅÈ½¼ö4,¼±_ÃÑ±¸¸ÅÈ½¼ö5,¼±_ÃÑ±¸¸ÅÈ½¼ö6,¼±_ÃÑ±¸¸ÅÈ½¼ö7,¼±_ÃÑ±¸¸ÅÈ½¼ö8
5870,5931,97894.0,103369.0,70048.0,76888.0,58255.0,15549.0,20892.0,262577.0,4.0,4.0,2.0,6.0,4.0,4.0,3.0,7.0
5871,5932,1460704.0,2324515.0,810896.0,4653097.0,7941466.0,7430773.0,4267733.0,5628836.0,12.0,18.0,10.0,29.0,23.0,30.0,25.0,25.0
5872,5933,159407.0,44088.0,761943.0,396496.0,1011.0,3217.0,80975.0,0.0,2.0,1.0,7.0,7.0,1.0,1.0,3.0,0.0
5873,5934,29721785.0,10541686.0,1924165.0,2584336.0,7681590.0,7864096.0,3143563.0,23260061.0,26.0,31.0,14.0,18.0,15.0,26.0,21.0,54.0
5874,5935,81676.0,236341.0,321759.0,122650.0,143814.0,91471.0,146566.0,183415.0,7.0,13.0,14.0,8.0,10.0,8.0,10.0,16.0
5875,5936,4001976.0,5457707.0,4505978.0,7833917.0,8226849.0,7408844.0,10520985.0,5082456.0,26.0,39.0,45.0,83.0,78.0,69.0,74.0,75.0
5876,5937,1594515.0,1983743.0,1235331.0,1757351.0,72817.0,244279.0,290047.0,1543412.0,17.0,16.0,14.0,27.0,3.0,12.0,16.0,18.0
5877,5938,7997661.0,11690076.0,11734346.0,4334599.0,1499487.0,7502126.0,16193922.0,14378387.0,43.0,45.0,24.0,22.0,13.0,35.0,36.0,35.0
5878,5939,1593609.0,3356229.0,1606177.0,5286768.0,1325129.0,3801863.0,1149675.0,6028130.0,14.0,33.0,31.0,40.0,10.0,33.0,19.0,29.0
5879,5940,776215.0,556154.0,662158.0,743833.0,148498.0,1782930.0,855811.0,634798.0,20.0,13.0,16.0,16.0,8.0,31.0,15.0,11.0
5880,5941,8069.0,589209.0,1038667.0,24388.0,48545.0,129324.0,1080889.0,364718.0,2.0,10.0,15.0,2.0,1.0,3.0,9.0,3.0
5881,5942,8099552.0,7518056.0,6554213.0,7536370.0,8899799.0,8002170.0,4066576.0,3062317.0,55.0,69.0,64.0,58.0,65.0,64.0,51.0,33.0
5882,5943,1058351.0,635482.0,595895.0,435792.0,326061.0,358805.0,359606.0,355034.0,16.0,20.0,14.0,10.0,7.0,6.0,6.0,12.0
5883,5944,40767227.0,12305052.0,2942711.0,9287674.0,9792667.0,33615657.0,45621594.0,7061621.0,38.0,58.0,16.0,27.0,22.0,36.0,29.0,24.0
5884,5945,2426534.0,1111713.0,404810.0,1828735.0,729795.0,620725.0,803204.0,315854.0,25.0,22.0,11.0,20.0,12.0,11.0,13.0,11.0
5885,5946,0.0,61393.0,323803.0,38666.0,62300.0,226907.0,33674.0,369989.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0
5886,5947,37822809.0,50432942.0,16948334.0,34984869.0,19589427.0,54315060.0,49234594.0,24094169.0,39.0,43.0,20.0,19.0,30.0,40.0,17.0,30.0
5887,5948,7535668.0,31021029.0,24832523.0,10416410.0,14786823.0,17507255.0,22486751.0,17240738.0,23.0,66.0,67.0,28.0,48.0,49.0,53.0,55.0
5888,5949,78724.0,23074.0,445912.0,2652.0,0.0,369637.0,0.0,135916.0,3.0,1.0,5.0,1.0,0.0,6.0,0.0,4.0
5889,5950,5879151.0,5182292.0,4015915.0,6780704.0,2021904.0,4814994.0,0.0,0.0,33.0,42.0,36.0,40.0,23.0,36.0,0.0,0.0
5890,5951,409859.0,13597.0,46322.0,268491.0,59467.0,306797.0,144382.0,39412.0,8.0,2.0,4.0,11.0,3.0,11.0,3.0,2.0
5891,5952,159422.0,131317.0,174622.0,284139.0,129778.0,243550.0,310475.0,137857.0,32.0,27.0,23.0,39.0,25.0,39.0,36.0,33.0
5892,5953,7708592.0,5898100.0,3449779.0,4945284.0,6582128.0,8836051.0,9328869.0,5670353.0,65.0,58.0,46.0,44.0,35.0,52.0,44.0,38.0
5893,5954,4339703.0,5945628.0,3525634.0,3041884.0,4492236.0,3115193.0,1995859.0,4148869.0,30.0,47.0,31.0,26.0,23.0,33.0,14.0,32.0
5894,5955,183015.0,28586.0,11287.0,57635.0,0.0,0.0,938125.0,41295.0,3.0,4.0,1.0,4.0,0.0,0.0,7.0,3.0
5895,5956,29171483.0,66013185.0,1144046.0,20229256.0,21200919.0,16197854.0,20105042.0,22168494.0,27.0,40.0,11.0,32.0,43.0,66.0,47.0,58.0
5896,5957,6671622.0,12811468.0,7458190.0,7542966.0,6940436.0,4481034.0,4251648.0,6711191.0,44.0,96.0,40.0,43.0,35.0,39.0,32.0,51.0
5897,5958,175211.0,576951.0,401082.0,15875.0,827432.0,475904.0,87733.0,347021.0,3.0,10.0,3.0,2.0,10.0,6.0,5.0,5.0
5898,5959,556188.0,575694.0,322459.0,305905.0,1084680.0,293275.0,718239.0,943234.0,18.0,18.0,16.0,22.0,19.0,11.0,23.0,12.0
5899,5960,588957.0,1112824.0,644881.0,736072.0,666394.0,1272987.0,1159995.0,546308.0,12.0,16.0,13.0,17.0,10.0,15.0,15.0,12.0
5900,5961,12005.0,48991.0,33329.0,90103.0,46117.0,220581.0,29563.0,28009.0,3.0,6.0,3.0,4.0,4.0,16.0,2.0,3.0
5901,5962,33458.0,10301.0,42356.0,8780.0,5057.0,166534.0,0.0,48665.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,4.0
5902,5963,9231139.0,3139117.0,4862513.0,5518903.0,2976462.0,5454384.0,3208445.0,2522141.0,45.0,26.0,13.0,21.0,12.0,36.0,16.0,25.0
5903,5964,146624.0,14319.0,33216.0,23785.0,136523.0,98656.0,25791.0,52194.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0
5904,5965,49977170.0,48129514.0,46758677.0,44710668.0,41788696.0,42807454.0,38714130.0,27281457.0,21.0,22.0,32.0,24.0,25.0,28.0,27.0,38.0
5905,5966,1643962.0,1507584.0,1889944.0,3187210.0,3312668.0,1997019.0,3202048.0,1261996.0,8.0,6.0,5.0,10.0,7.0,7.0,8.0,9.0
5906,5967,17320350.0,16356297.0,15216690.0,28516689.0,13018986.0,22303782.0,14327356.0,13984249.0,47.0,65.0,47.0,74.0,33.0,45.0,47.0,31.0
5907,5968,2025648.0,955970.0,1569640.0,1484218.0,1804978.0,1830756.0,2589832.0,4451662.0,20.0,12.0,15.0,19.0,14.0,15.0,18.0,25.0
5908,5969,0.0,34611.0,7344.0,153956.0,0.0,105089.0,5620.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0
5909,5970,4583925.0,14839315.0,4625524.0,4798697.0,4715382.0,15033471.0,5527465.0,9044772.0,29.0,71.0,38.0,30.0,39.0,85.0,25.0,40.0
5910,5971,5657533.0,4733113.0,5049125.0,6319940.0,5088399.0,5757546.0,2240432.0,6062337.0,28.0,39.0,30.0,56.0,30.0,36.0,14.0,48.0
5911,5972,472346.0,861359.0,1006816.0,1055424.0,1199452.0,931306.0,415239.0,840533.0,20.0,35.0,39.0,52.0,50.0,39.0,21.0,32.0
5912,5973,1027700.0,207253.0,221713.0,364048.0,719550.0,246637.0,786222.0,121209.0,33.0,8.0,12.0,12.0,25.0,7.0,25.0,5.0
5913,5974,265321.0,418009.0,375774.0,162114.0,750083.0,264975.0,152221.0,439064.0,13.0,10.0,9.0,5.0,19.0,12.0,5.0,12.0
5914,5975,6677150.0,8393888.0,2405033.0,5770153.0,5503377.0,1687960.0,4054041.0,7132942.0,23.0,55.0,19.0,26.0,35.0,10.0,26.0,33.0
5915,5976,2408535.0,10064902.0,4079954.0,8169054.0,5723704.0,3763840.0,5393451.0,6157769.0,19.0,31.0,17.0,33.0,10.0,15.0,37.0,24.0
5916,5977,6356674.0,3483649.0,3655137.0,2094226.0,2026637.0,2442890.0,2316517.0,4824152.0,51.0,43.0,38.0,24.0,19.0,33.0,21.0,20.0
5917,5978,2302049.0,545832.0,141452.0,2649024.0,1042879.0,233009.0,824737.0,2115433.0,12.0,9.0,1.0,21.0,16.0,4.0,7.0,12.0
5918,5979,1548214.0,197262.0,584743.0,410694.0,441760.0,695391.0,587384.0,1351395.0,15.0,9.0,11.0,13.0,6.0,14.0,15.0,16.0
5919,5980,493807.0,222087.0,417126.0,771620.0,321094.0,145623.0,423068.0,155267.0,14.0,8.0,16.0,10.0,13.0,10.0,12.0,6.0
5920,5981,285868.0,3554326.0,723077.0,3192876.0,32242.0,0.0,450491.0,737830.0,4.0,18.0,1.0,6.0,2.0,0.0,3.0,2.0
5921,5982,179000.0,221571.0,114788.0,489710.0,522872.0,493384.0,21398.0,95423.0,5.0,8.0,5.0,7.0,6.0,7.0,1.0,6.0
5922,5983,1030530.0,1982372.0,485806.0,3259353.0,969811.0,373272.0,370417.0,727190.0,16.0,26.0,6.0,22.0,11.0,7.0,5.0,9.0
5923,5984,649861.0,2300626.0,773818.0,2346282.0,391404.0,1360090.0,868435.0,948010.0,14.0,31.0,16.0,32.0,8.0,23.0,15.0,14.0
5924,5985,68687.0,261847.0,73324.0,266051.0,0.0,130247.0,154969.0,383043.0,2.0,5.0,3.0,7.0,0.0,3.0,4.0,5.0
5925,5986,0.0,0.0,33781.0,39021.0,100124.0,21447.0,0.0,28836.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0
5926,5987,139736.0,453547.0,256580.0,147126.0,92792.0,464860.0,95392.0,526338.0,5.0,4.0,5.0,4.0,3.0,8.0,1.0,5.0
5927,5988,3320979.0,3328465.0,3852194.0,4492978.0,810784.0,1963478.0,857794.0,842325.0,29.0,22.0,26.0,29.0,15.0,25.0,14.0,19.0
5928,5989,0.0,10095.0,11072.0,18349.0,33781.0,224977.0,54284.0,451622.0,0.0,1.0,1.0,3.0,4.0,5.0,5.0,10.0
5929,5990,387128.0,801458.0,1161522.0,1939153.0,1154971.0,2588747.0,0.0,1892581.0,8.0,9.0,10.0,28.0,12.0,39.0,0.0,13.0
5930,5991,1071637.0,187321.0,213534.0,250530.0,205305.0,0.0,134584.0,0.0,10.0,3.0,2.0,5.0,2.0,0.0,2.0,0.0
5931,5992,77740.0,61599.0,0.0,61192.0,60580.0,0.0,63970.0,310171.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,7.0
5932,5994,14741.0,44088.0,76827.0,0.0,0.0,20160.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
5933,5995,148691.0,98785.0,70048.0,855266.0,0.0,335086.0,239887.0,1408976.0,2.0,3.0,1.0,5.0,0.0,3.0,2.0,12.0
5934,5996,1027453.0,1811304.0,1393686.0,1611028.0,3171281.0,1107300.0,1596925.0,502683.0,17.0,27.0,19.0,20.0,16.0,9.0,21.0,9.0
5935,5997,2948524.0,32963.0,230142.0,567842.0,1239307.0,403093.0,148663.0,186317.0,17.0,1.0,3.0,8.0,11.0,4.0,2.0,4.0
5936,5998,44184.0,243101.0,367280.0,167435.0,551190.0,570912.0,221418.0,111352.0,4.0,10.0,18.0,7.0,12.0,18.0,11.0,6.0
5937,5999,6725932.0,22611081.0,6118797.0,6228807.0,7365368.0,13678116.0,9479060.0,12647354.0,36.0,78.0,47.0,43.0,45.0,64.0,47.0,56.0
5938,6000,1741877.0,1157755.0,3273235.0,2873640.0,1603000.0,2432100.0,2262753.0,2543862.0,19.0,17.0,47.0,40.0,24.0,28.0,24.0,29.0
5939,6001,2945148.0,2169136.0,3237286.0,922282.0,5871522.0,1225332.0,457587.0,1822436.0,29.0,25.0,29.0,10.0,32.0,18.0,10.0,22.0
5940,6002,134422.0,64607.0,47893.0,29976.0,0.0,0.0,0.0,13088.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0
5941,6003,370449.0,1439000.0,432265.0,146151.0,1104503.0,585057.0,456968.0,1113049.0,10.0,15.0,12.0,3.0,10.0,8.0,6.0,5.0
5942,6004,541723.0,481927.0,1790407.0,103635.0,6736395.0,706137.0,248502.0,1318716.0,5.0,5.0,13.0,4.0,16.0,6.0,5.0,16.0
5943,6005,5728806.0,8548210.0,4155559.0,6523778.0,6104704.0,4449420.0,2228571.0,2381257.0,22.0,59.0,25.0,21.0,26.0,32.0,21.0,27.0
5944,6006,8307231.0,9663382.0,5865491.0,2441132.0,2446673.0,4293976.0,3317677.0,2971581.0,41.0,58.0,38.0,16.0,18.0,30.0,26.0,26.0
5945,6007,87581.0,126701.0,482541.0,88507.0,411724.0,571341.0,136544.0,83120.0,2.0,4.0,10.0,3.0,6.0,11.0,4.0,2.0
5946,6008,31257034.0,29800809.0,12476664.0,29971797.0,28868805.0,15494248.0,13675314.0,44527238.0,24.0,33.0,34.0,20.0,28.0,35.0,19.0,31.0
5947,6009,9427.0,258552.0,56377.0,56146.0,130051.0,42358.0,269314.0,160374.0,1.0,3.0,1.0,3.0,7.0,3.0,4.0,6.0
5948,6010,161119.0,62526.0,66659.0,17736.0,19216.0,247497.0,91113.0,503344.0,9.0,4.0,3.0,2.0,1.0,6.0,4.0,9.0
5949,6011,3155395.0,8037514.0,8649735.0,9499156.0,6100433.0,6667939.0,5032269.0,11263229.0,24.0,58.0,35.0,54.0,35.0,61.0,38.0,83.0
5950,6012,134671042.0,61329447.0,43258273.0,53884561.0,117963293.0,45957688.0,4661837.0,15345489.0,79.0,75.0,56.0,79.0,94.0,91.0,31.0,51.0
5951,6013,0.0,0.0,153428.0,207786.0,9132787.0,9669874.0,4986804.0,17144778.0,0.0,0.0,2.0,1.0,71.0,54.0,53.0,104.0
5952,6014,93485.0,52534.0,0.0,309329.0,10114.0,86431.0,201933.0,4296.0,1.0,1.0,0.0,7.0,1.0,2.0,2.0,1.0
5953,6015,8888587.0,22059038.0,15031753.0,11691187.0,26293112.0,37351477.0,20706068.0,24483451.0,31.0,51.0,34.0,36.0,41.0,92.0,48.0,70.0
5954,6016,19386.0,172333.0,22992.0,878.0,0.0,189804.0,0.0,4131.0,1.0,2.0,5.0,1.0,0.0,4.0,0.0,1.0
5955,6017,357803.0,132470.0,472091.0,334072.0,466275.0,130000.0,310502.0,201603.0,9.0,11.0,11.0,8.0,13.0,7.0,11.0,9.0
5956,6018,151446.0,10301.0,0.0,26782.0,0.0,123962.0,0.0,10576.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
5957,6019,10893345.0,5502630.0,5285426.0,14734215.0,3718696.0,14035135.0,11702601.0,14423353.0,31.0,35.0,32.0,47.0,24.0,82.0,57.0,52.0
5958,6020,4242163.0,4808958.0,3449761.0,3798937.0,4156880.0,3894849.0,2736173.0,4685262.0,37.0,52.0,31.0,34.0,31.0,30.0,19.0,38.0
5959,6021,3186135.0,3566284.0,2038742.0,2574211.0,1219444.0,3129946.0,2504438.0,1125666.0,36.0,49.0,28.0,41.0,24.0,39.0,30.0,26.0
5960,6022,1699687.0,3701489.0,3239750.0,3703036.0,3386387.0,2424517.0,4181991.0,2330603.0,30.0,36.0,47.0,61.0,50.0,45.0,43.0,43.0
5961,6023,1806281.0,2033842.0,3525125.0,1496174.0,4132514.0,2071922.0,1923735.0,2977363.0,21.0,27.0,45.0,18.0,35.0,22.0,21.0,37.0
5962,6024,51171.0,608988.0,249801.0,7579341.0,4158349.0,10686190.0,23882348.0,14295443.0,1.0,2.0,5.0,36.0,38.0,127.0,199.0,191.0
5963,6025,237747.0,1216531.0,121793.0,317212.0,710032.0,1804923.0,260384.0,991029.0,7.0,19.0,7.0,12.0,18.0,26.0,6.0,17.0
5964,6026,281439.0,839593.0,440062.0,1175344.0,816822.0,2488965.0,5038576.0,1122029.0,6.0,19.0,11.0,26.0,15.0,24.0,33.0,21.0
5965,6027,1968.0,169037.0,81685.0,84063.0,337489.0,94098.0,282121.0,518415.0,1.0,8.0,5.0,7.0,4.0,5.0,6.0,11.0
5966,6028,87581.0,20499.0,0.0,0.0,0.0,0.0,21274.0,52220.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5967,6029,8598027.0,9035392.0,6004932.0,2387718.0,6188381.0,10352031.0,6414909.0,5986260.0,28.0,43.0,24.0,32.0,28.0,53.0,34.0,38.0
5968,6030,114782.0,111317.0,12192.0,39801.0,18689.0,92803.0,47270.0,22310.0,21.0,17.0,5.0,5.0,7.0,18.0,9.0,7.0
5969,6031,0.0,222489.0,174669.0,63142.0,855101.0,104875.0,505226.0,194083.0,0.0,4.0,5.0,3.0,17.0,2.0,8.0,3.0
5970,6032,508560.0,46972.0,293751.0,88328.0,88796.0,620564.0,46739.0,139262.0,12.0,4.0,4.0,6.0,5.0,15.0,5.0,5.0
5971,6033,1565297.0,1847152.0,1913885.0,848516.0,615208.0,1527605.0,1557437.0,1206266.0,16.0,20.0,27.0,12.0,13.0,30.0,24.0,17.0
5972,6034,0.0,0.0,0.0,8859.0,0.0,0.0,0.0,9006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5973,6035,1006591.0,1742906.0,1226474.0,1311852.0,2519440.0,950972.0,1133673.0,699320.0,24.0,22.0,15.0,21.0,27.0,15.0,16.0,17.0
5974,6036,6926669.0,2396547.0,1687481.0,13787453.0,3583926.0,4397240.0,471833.0,3398730.0,27.0,14.0,16.0,52.0,26.0,32.0,3.0,13.0
5975,6037,628418.0,778333.0,555278.0,374741.0,395036.0,438373.0,17907.0,404773.0,14.0,19.0,19.0,11.0,13.0,9.0,2.0,18.0
5976,6038,460783.0,4475004.0,1564547.0,6555687.0,4143016.0,4117928.0,4082906.0,2598635.0,7.0,24.0,14.0,39.0,31.0,21.0,33.0,33.0
5977,6039,252903.0,76948.0,63156.0,59418.0,0.0,388723.0,220604.0,668666.0,3.0,3.0,3.0,2.0,0.0,4.0,9.0,15.0
5978,6040,0.0,0.0,60445.0,0.0,63311.0,0.0,0.0,103280.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
5979,6041,5877025.0,3550602.0,1848086.0,1890646.0,3089038.0,2329145.0,3695445.0,2530979.0,19.0,27.0,16.0,14.0,17.0,29.0,37.0,31.0
5980,6042,2596777.0,4795719.0,2107974.0,5624272.0,4642312.0,3612609.0,502806.0,353300.0,19.0,37.0,25.0,35.0,44.0,46.0,18.0,12.0
5981,6043,378369.0,211064.0,296573.0,166576.0,146727.0,227315.0,217701.0,297528.0,18.0,16.0,15.0,14.0,14.0,13.0,8.0,16.0
5982,6044,635868.0,97601.0,169133.0,1006737.0,660062.0,141977.0,317708.0,306371.0,9.0,8.0,9.0,10.0,10.0,7.0,14.0,13.0
5983,6045,270465.0,230843.0,234999.0,55232.0,64422.0,77842.0,131543.0,81094.0,15.0,15.0,13.0,6.0,5.0,11.0,8.0,14.0
5984,6046,1501276.0,1372743.0,1034226.0,1886036.0,1844514.0,1155769.0,1130622.0,1190938.0,33.0,29.0,19.0,23.0,17.0,16.0,17.0,19.0
5985,6047,2025089.0,1391751.0,419047.0,3614721.0,908420.0,1856705.0,1241543.0,1098615.0,29.0,17.0,10.0,47.0,19.0,21.0,29.0,22.0
5986,6048,71088.0,19469.0,16947.0,44342.0,7889.0,0.0,83341.0,21978.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
5987,6049,2539.0,127937.0,1052110.0,0.0,3216.0,273994.0,145284.0,708961.0,1.0,1.0,15.0,0.0,1.0,7.0,2.0,7.0
5988,6050,2610430.0,2120554.0,1630880.0,960134.0,4454735.0,1458607.0,1566381.0,2258603.0,28.0,25.0,30.0,15.0,30.0,25.0,26.0,11.0
5989,6051,4205793.0,3860301.0,8196095.0,4525787.0,5121625.0,5164585.0,3100891.0,3696714.0,35.0,35.0,46.0,34.0,38.0,34.0,27.0,31.0
5990,6052,83940.0,21013.0,0.0,58886.0,36612.0,0.0,125237.0,117657.0,3.0,3.0,0.0,5.0,3.0,0.0,3.0,4.0
5991,6053,134018.0,27164.0,87922.0,282901.0,632604.0,305509.0,34744.0,159381.0,5.0,4.0,7.0,4.0,6.0,3.0,2.0,3.0
5992,6054,38574.0,150806.0,66433.0,58531.0,152918.0,176079.0,345076.0,170702.0,3.0,6.0,3.0,6.0,11.0,13.0,14.0,10.0
5993,6055,737205.0,1204893.0,1007447.0,965676.0,875834.0,896069.0,951552.0,1068573.0,14.0,20.0,19.0,16.0,12.0,21.0,17.0,12.0
5994,6056,12557037.0,15244188.0,6347000.0,8591938.0,10215972.0,8282343.0,3475780.0,5278552.0,57.0,84.0,36.0,32.0,58.0,59.0,24.0,37.0
5995,6057,53041.0,104348.0,239857.0,64296.0,121158.0,37532.0,168935.0,18425.0,5.0,8.0,6.0,9.0,16.0,3.0,8.0,5.0
5996,6058,133309.0,371860.0,276691.0,120875.0,86371.0,82247.0,95167.0,471450.0,12.0,14.0,19.0,8.0,6.0,8.0,7.0,17.0
5997,6059,2895601.0,3557868.0,3284917.0,2867657.0,3871078.0,2717053.0,2060269.0,2583563.0,33.0,39.0,26.0,39.0,30.0,26.0,21.0,34.0
5998,6060,180574.0,310365.0,587861.0,517116.0,2364860.0,415319.0,641703.0,295959.0,11.0,8.0,21.0,15.0,23.0,11.0,13.0,9.0
5999,6061,73804.0,101773.0,338095.0,156970.0,65435.0,732236.0,829963.0,0.0,2.0,1.0,3.0,6.0,2.0,4.0,5.0,0.0
6000,6062,196812.0,362075.0,641594.0,126577.0,252233.0,217159.0,198328.0,436923.0,9.0,13.0,14.0,6.0,5.0,14.0,7.0,6.0
6001,6063,222002.0,269986.0,166760.0,447321.0,12339.0,201492.0,331540.0,345865.0,8.0,10.0,8.0,10.0,3.0,9.0,9.0,12.0
6002,6064,77937.0,0.0,123940.0,17737.0,61188.0,126204.0,86144.0,79724.0,4.0,0.0,5.0,1.0,4.0,5.0,5.0,3.0
6003,6065,77051.0,1029521.0,487682.0,50461.0,460168.0,300255.0,361406.0,457488.0,3.0,14.0,9.0,3.0,5.0,4.0,5.0,3.0
6004,6066,613016.0,11228.0,384508.0,778463.0,959403.0,1147906.0,53090.0,628744.0,5.0,1.0,13.0,7.0,11.0,14.0,5.0,11.0
6005,6067,781112.0,1693555.0,2022558.0,9936255.0,513335.0,6078584.0,2611937.0,675598.0,9.0,19.0,23.0,16.0,5.0,33.0,21.0,6.0
6006,6068,3434834.0,3698265.0,2642475.0,2739031.0,1928454.0,9339518.0,4074730.0,1954242.0,32.0,27.0,25.0,27.0,26.0,39.0,33.0,23.0
6007,6069,502616.0,1265409.0,2022020.0,1272964.0,696643.0,910190.0,592395.0,256217.0,7.0,17.0,17.0,20.0,11.0,15.0,7.0,5.0
6008,6070,8712079.0,10879596.0,5340804.0,4051095.0,5290407.0,8863428.0,9490155.0,3473958.0,39.0,66.0,40.0,26.0,38.0,59.0,40.0,18.0
6009,6071,2871050.0,2209246.0,1701043.0,4988114.0,1867158.0,3641531.0,593579.0,2189437.0,25.0,23.0,16.0,30.0,8.0,28.0,13.0,19.0
6010,6072,3122831.0,14736897.0,5809712.0,4386996.0,3274714.0,4947468.0,3901437.0,3447029.0,21.0,45.0,26.0,33.0,19.0,42.0,28.0,33.0
6011,6073,398051.0,441701.0,357359.0,308503.0,230873.0,825778.0,1895018.0,725514.0,8.0,17.0,8.0,10.0,7.0,21.0,26.0,24.0
6012,6074,576341.0,579628.0,562589.0,616302.0,1000575.0,712140.0,569904.0,989239.0,11.0,34.0,16.0,22.0,28.0,21.0,23.0,26.0
6013,6075,29423.0,75464.0,84801.0,393756.0,164831.0,584159.0,254517.0,46583.0,1.0,11.0,10.0,3.0,5.0,10.0,15.0,7.0
6014,6076,1939621.0,1111567.0,1075566.0,1240409.0,1980590.0,2630830.0,1439263.0,354952.0,13.0,10.0,14.0,11.0,11.0,13.0,14.0,8.0
6015,6077,190019.0,418009.0,359842.0,184905.0,371067.0,206961.0,354323.0,290422.0,16.0,14.0,17.0,10.0,19.0,12.0,11.0,11.0
6016,6078,2107212.0,3198869.0,2286351.0,2594466.0,2737998.0,1954693.0,3010250.0,2504366.0,34.0,70.0,45.0,47.0,42.0,25.0,49.0,45.0
6017,6079,2335173.0,2843235.0,4558348.0,1157285.0,2284279.0,4361306.0,1220301.0,3623397.0,21.0,28.0,31.0,10.0,22.0,23.0,10.0,32.0
6018,6080,1600399.0,1658631.0,3857732.0,1085699.0,2516387.0,1669205.0,2355902.0,10861193.0,15.0,26.0,26.0,18.0,17.0,17.0,15.0,26.0
6019,6082,233911.0,75958.0,158737.0,92585.0,84448.0,67987.0,170848.0,422209.0,17.0,6.0,8.0,6.0,4.0,8.0,11.0,16.0
6020,6083,3118866.0,9110700.0,4292130.0,10251846.0,2873993.0,8251211.0,3978777.0,18384343.0,30.0,44.0,26.0,61.0,16.0,42.0,21.0,97.0
6021,6084,81479.0,50124.0,27229.0,4257.0,272703.0,14563.0,55140.0,86225.0,6.0,5.0,2.0,1.0,6.0,3.0,4.0,9.0
6022,6085,131174.0,1807636.0,350749.0,335710.0,529342.0,571277.0,1089480.0,1023732.0,6.0,58.0,18.0,21.0,22.0,31.0,29.0,28.0
6023,6086,274944.0,291411.0,412832.0,460302.0,571619.0,297255.0,442768.0,297039.0,6.0,12.0,13.0,28.0,13.0,24.0,19.0,25.0
6024,6087,3042355.0,7681755.0,7143994.0,6048957.0,11707355.0,4970954.0,3979641.0,6984624.0,19.0,22.0,44.0,38.0,50.0,42.0,25.0,40.0
6025,6088,4746247.0,3538831.0,4939883.0,6691187.0,11311058.0,6657175.0,1944005.0,6781196.0,21.0,23.0,37.0,49.0,58.0,51.0,27.0,40.0
6026,6089,301042.0,127731.0,86995.0,1146948.0,668587.0,240151.0,341289.0,79410.0,11.0,3.0,3.0,11.0,26.0,17.0,20.0,15.0
6027,6090,187463.0,251856.0,356115.0,352226.0,143996.0,307867.0,170511.0,187077.0,8.0,13.0,6.0,17.0,14.0,13.0,7.0,12.0
6028,6091,414238.0,536274.0,71403.0,879955.0,399689.0,528234.0,244617.0,334204.0,9.0,15.0,3.0,11.0,7.0,7.0,4.0,8.0
6029,6092,391853.0,1832120.0,945817.0,2115122.0,2495717.0,4256427.0,2306552.0,2953476.0,12.0,25.0,14.0,16.0,18.0,43.0,30.0,30.0
6030,6093,235485.0,524881.0,353461.0,59153.0,107002.0,225942.0,208577.0,175362.0,15.0,17.0,16.0,12.0,13.0,17.0,10.0,18.0
6031,6094,693908.0,1386169.0,1089698.0,1347550.0,1903372.0,588992.0,1054545.0,1384190.0,13.0,25.0,21.0,26.0,47.0,18.0,17.0,29.0
6032,6095,409622.0,586954.0,1181893.0,1152934.0,325819.0,1425462.0,662314.0,123134.0,8.0,17.0,19.0,24.0,7.0,6.0,18.0,5.0
6033,6096,1645596.0,8032779.0,12333485.0,11743919.0,6937392.0,6771403.0,1677404.0,3554021.0,21.0,48.0,39.0,39.0,26.0,49.0,13.0,28.0
6034,6097,908773.0,128760.0,272509.0,181357.0,377539.0,297251.0,356767.0,667517.0,20.0,7.0,11.0,9.0,14.0,12.0,13.0,10.0
6035,6099,2607355.0,3668601.0,1147376.0,2036573.0,1792073.0,2343526.0,2344242.0,1958017.0,41.0,54.0,29.0,48.0,39.0,39.0,47.0,18.0
6036,6100,2365030.0,7195330.0,5900458.0,4864782.0,4237576.0,5280647.0,3836500.0,4967124.0,22.0,49.0,42.0,15.0,24.0,39.0,15.0,44.0
