,고객번호,편_총구매액1,편_총구매액2,편_총구매액3,편_총구매액4,편_총구매액5,편_총구매액6,편_총구매액7,편_총구매액8,편_총구매횟수1,편_총구매횟수2,편_총구매횟수3,편_총구매횟수4,편_총구매횟수5,편_총구매횟수6,편_총구매횟수7,편_총구매횟수8
5969,6031,1416638.0,1614852.0,1749753.0,1276506.0,1299638.0,1511705.0,1441235.0,1113187.0,423.0,452.0,456.0,383.0,371.0,475.0,493.0,472.0
5970,6032,1914677.0,1488846.0,1490266.0,1428378.0,1452247.0,1824037.0,1582141.0,1153850.0,391.0,330.0,278.0,315.0,311.0,332.0,276.0,289.0
5971,6033,1296144.0,1632772.0,1912304.0,1175296.0,1626760.0,1388994.0,1950008.0,1299873.0,232.0,293.0,279.0,224.0,211.0,222.0,257.0,243.0
5972,6034,1298099.0,1804912.0,2239854.0,2027573.0,1880380.0,2193121.0,2139075.0,1446825.0,422.0,488.0,445.0,535.0,460.0,469.0,448.0,353.0
5973,6035,634257.0,392546.0,447337.0,443064.0,568908.0,554345.0,452271.0,460916.0,64.0,37.0,37.0,57.0,43.0,34.0,38.0,40.0
5974,6036,1240958.0,1137234.0,954399.0,1461670.0,693709.0,1135405.0,561179.0,907908.0,129.0,96.0,74.0,94.0,68.0,89.0,43.0,91.0
5975,6037,820431.0,782052.0,1008010.0,418140.0,790763.0,990395.0,573998.0,552729.0,152.0,152.0,182.0,99.0,168.0,173.0,120.0,119.0
5976,6038,1953077.0,1741207.0,1482128.0,1467733.0,1170070.0,871783.0,2325627.0,480247.0,119.0,82.0,101.0,118.0,58.0,54.0,221.0,68.0
5977,6039,95134.0,490502.0,1331100.0,719945.0,964504.0,1369923.0,1507463.0,1112325.0,32.0,142.0,292.0,259.0,282.0,403.0,422.0,336.0
5978,6040,720303.0,632735.0,1124921.0,1098831.0,1359504.0,1378465.0,1467167.0,1318132.0,287.0,289.0,362.0,397.0,426.0,490.0,512.0,583.0
5979,6041,543946.0,352230.0,223352.0,407745.0,405694.0,512456.0,729646.0,579375.0,35.0,18.0,17.0,73.0,61.0,71.0,132.0,113.0
5980,6042,1917394.0,1951122.0,1537477.0,1164266.0,1332380.0,2511328.0,1121743.0,688772.0,144.0,151.0,124.0,147.0,172.0,217.0,159.0,132.0
5981,6043,1737538.0,1911041.0,2082822.0,1215931.0,1669789.0,1984200.0,2261649.0,1287394.0,371.0,400.0,403.0,308.0,330.0,435.0,457.0,314.0
5982,6044,1036822.0,1021156.0,1356392.0,721651.0,1165716.0,1275671.0,1546695.0,757180.0,192.0,208.0,207.0,150.0,209.0,225.0,243.0,184.0
5983,6045,1211247.0,1302035.0,1210195.0,986088.0,1002747.0,1184033.0,1206466.0,672206.0,287.0,313.0,255.0,223.0,242.0,244.0,210.0,177.0
5984,6046,1815060.0,1603460.0,1814038.0,1252799.0,1178132.0,1379527.0,1404283.0,1070429.0,259.0,253.0,229.0,202.0,178.0,191.0,175.0,181.0
5985,6047,1581701.0,949493.0,1565968.0,1613372.0,1343270.0,1290460.0,2082212.0,1675698.0,234.0,131.0,147.0,195.0,166.0,146.0,209.0,231.0
5986,6048,1487091.0,1425135.0,1556881.0,1147161.0,1586212.0,1501037.0,1618384.0,1041036.0,295.0,285.0,231.0,257.0,332.0,307.0,272.0,298.0
5987,6049,815395.0,713493.0,1248902.0,607355.0,1390413.0,857352.0,1211499.0,771865.0,172.0,191.0,185.0,147.0,182.0,158.0,170.0,131.0
5988,6050,475034.0,659025.0,822841.0,627469.0,668704.0,682157.0,781872.0,615062.0,49.0,62.0,107.0,82.0,80.0,92.0,94.0,85.0
5989,6051,44282.0,47179.0,272928.0,230215.0,580771.0,469137.0,329469.0,276882.0,4.0,3.0,26.0,8.0,37.0,44.0,36.0,36.0
5990,6052,2371149.0,2255058.0,3731335.0,1484571.0,1102708.0,640494.0,1895959.0,1552617.0,121.0,107.0,153.0,99.0,99.0,58.0,125.0,102.0
5991,6053,2719936.0,1778178.0,2472662.0,1474760.0,1707010.0,348772.0,1043354.0,1332077.0,474.0,341.0,387.0,240.0,310.0,64.0,200.0,279.0
5992,6054,2933834.0,3509517.0,3073934.0,2886095.0,2911422.0,3305153.0,3949948.0,1433016.0,280.0,305.0,264.0,293.0,286.0,295.0,266.0,202.0
5993,6055,463918.0,720652.0,778001.0,827670.0,860111.0,775121.0,590459.0,315977.0,64.0,79.0,101.0,131.0,116.0,108.0,71.0,43.0
5994,6056,388059.0,649706.0,518840.0,284523.0,418864.0,187231.0,292143.0,129141.0,31.0,18.0,31.0,25.0,31.0,14.0,12.0,24.0
5995,6057,464933.0,786035.0,594711.0,513585.0,446630.0,658906.0,567265.0,494637.0,125.0,166.0,134.0,117.0,101.0,146.0,118.0,127.0
5996,6058,945985.0,819581.0,1261342.0,592167.0,1109092.0,1082300.0,1289911.0,1020528.0,174.0,145.0,201.0,106.0,157.0,172.0,196.0,175.0
5997,6059,566431.0,284260.0,847174.0,377900.0,602508.0,418291.0,471931.0,440322.0,49.0,38.0,60.0,56.0,50.0,56.0,35.0,41.0
5998,6060,1348790.0,1107371.0,1247967.0,985727.0,1811299.0,1226813.0,1253778.0,853177.0,189.0,142.0,140.0,145.0,215.0,166.0,161.0,129.0
5999,6061,3044207.0,1518140.0,2167378.0,1392269.0,1951589.0,1359262.0,2917776.0,996640.0,281.0,314.0,343.0,270.0,285.0,267.0,302.0,289.0
6000,6062,407296.0,1081082.0,867582.0,747123.0,897981.0,1246678.0,997297.0,717790.0,81.0,151.0,154.0,181.0,156.0,213.0,168.0,144.0
6001,6063,1808918.0,1647674.0,2126888.0,1436879.0,1555154.0,1069929.0,1791714.0,875894.0,308.0,283.0,256.0,257.0,194.0,139.0,173.0,144.0
6002,6064,1323115.0,958291.0,1168383.0,778168.0,928127.0,1205535.0,991849.0,502246.0,390.0,307.0,294.0,308.0,311.0,380.0,288.0,180.0
6003,6065,1310584.0,92608.0,182884.0,198412.0,576752.0,116135.0,123668.0,0.0,250.0,14.0,18.0,19.0,58.0,4.0,25.0,0.0
6004,6066,1468416.0,1858372.0,2987398.0,1258584.0,1984972.0,1603547.0,1954326.0,1338949.0,253.0,352.0,339.0,238.0,278.0,272.0,256.0,245.0
6005,6067,682729.0,1797374.0,958825.0,921139.0,904476.0,1411605.0,1252870.0,871176.0,101.0,183.0,108.0,131.0,99.0,139.0,138.0,106.0
6006,6068,486527.0,821197.0,280800.0,223942.0,374819.0,473939.0,409911.0,323693.0,50.0,27.0,17.0,25.0,29.0,26.0,25.0,26.0
6007,6069,1191805.0,991530.0,1336927.0,1045614.0,1141372.0,1178825.0,1158386.0,1049046.0,368.0,370.0,432.0,410.0,338.0,364.0,429.0,455.0
6008,6070,3538798.0,605671.0,1776883.0,643132.0,2655519.0,953646.0,1896147.0,611991.0,79.0,75.0,53.0,56.0,68.0,71.0,105.0,68.0
6009,6071,636812.0,711298.0,799544.0,799342.0,1026010.0,721274.0,701778.0,357055.0,53.0,55.0,43.0,50.0,61.0,81.0,74.0,62.0
6010,6072,779627.0,1097409.0,1160911.0,950673.0,1641570.0,1026371.0,766915.0,1073596.0,80.0,97.0,77.0,88.0,142.0,97.0,74.0,117.0
6011,6073,1788579.0,2267994.0,2306602.0,1268130.0,1714635.0,2107901.0,2452144.0,1702659.0,368.0,386.0,383.0,304.0,291.0,374.0,430.0,386.0
6012,6074,1613123.0,1619248.0,1821582.0,1108996.0,1970755.0,1432462.0,2177509.0,1396320.0,358.0,343.0,256.0,268.0,380.0,328.0,357.0,398.0
6013,6075,727975.0,1083260.0,1277332.0,1074720.0,1670229.0,1831024.0,2403980.0,1422560.0,176.0,244.0,215.0,257.0,337.0,282.0,363.0,304.0
6014,6076,1378397.0,2107370.0,2187911.0,3466555.0,7477066.0,6835062.0,9385299.0,7013728.0,87.0,100.0,92.0,99.0,109.0,72.0,95.0,178.0
6015,6077,1740036.0,1382749.0,1984264.0,759862.0,1239933.0,1437915.0,1189901.0,1118347.0,290.0,291.0,303.0,177.0,196.0,276.0,187.0,257.0
6016,6078,969535.0,614551.0,445822.0,470828.0,789052.0,273860.0,1045281.0,432685.0,74.0,39.0,17.0,42.0,43.0,33.0,74.0,40.0
6017,6079,2129764.0,1411227.0,1472370.0,754695.0,2522265.0,2872327.0,1861645.0,1939958.0,99.0,58.0,63.0,44.0,116.0,108.0,71.0,92.0
6018,6080,448843.0,470867.0,591770.0,558436.0,447576.0,700718.0,676243.0,528871.0,63.0,52.0,70.0,69.0,44.0,52.0,58.0,45.0
6019,6082,1337207.0,1471911.0,1596246.0,882325.0,1123791.0,1489935.0,1686750.0,943805.0,291.0,335.0,307.0,212.0,226.0,292.0,316.0,236.0
6020,6083,2653533.0,1328619.0,646126.0,3060207.0,1844949.0,854335.0,1048047.0,1413078.0,60.0,51.0,31.0,118.0,82.0,59.0,66.0,86.0
6021,6084,1021865.0,981607.0,1363465.0,1001605.0,813983.0,1262942.0,1117140.0,809922.0,208.0,186.0,265.0,196.0,178.0,278.0,213.0,190.0
6022,6085,390743.0,649000.0,1037616.0,1314967.0,900640.0,1509653.0,1148396.0,1260481.0,75.0,121.0,178.0,244.0,136.0,232.0,177.0,241.0
6023,6086,1690510.0,1590544.0,1852155.0,2307254.0,1749259.0,2448180.0,2072834.0,1266393.0,265.0,272.0,317.0,450.0,285.0,428.0,364.0,280.0
6024,6087,120096.0,139114.0,218112.0,126506.0,280854.0,322849.0,581201.0,150457.0,14.0,11.0,19.0,16.0,15.0,25.0,20.0,20.0
6025,6088,242335.0,978398.0,509589.0,502490.0,521009.0,476781.0,748097.0,234033.0,13.0,41.0,15.0,60.0,38.0,32.0,57.0,34.0
6026,6089,1844411.0,473845.0,591283.0,625763.0,919634.0,782675.0,661275.0,490643.0,418.0,79.0,101.0,121.0,171.0,150.0,109.0,112.0
6027,6090,345489.0,469237.0,608731.0,1112039.0,1140362.0,2126946.0,1700636.0,1163755.0,76.0,111.0,86.0,145.0,140.0,229.0,197.0,169.0
6028,6091,548570.0,657674.0,481840.0,699835.0,620276.0,665532.0,554545.0,601036.0,113.0,118.0,73.0,120.0,97.0,92.0,64.0,82.0
6029,6092,899753.0,779332.0,493983.0,668529.0,1051160.0,1059149.0,1544645.0,788971.0,267.0,246.0,185.0,225.0,308.0,317.0,377.0,305.0
6030,6093,955038.0,1170106.0,1388064.0,990728.0,959017.0,945180.0,1214733.0,808675.0,290.0,282.0,333.0,294.0,277.0,254.0,299.0,248.0
6031,6094,417573.0,851503.0,456915.0,304769.0,693404.0,590172.0,661837.0,1576399.0,22.0,62.0,37.0,34.0,71.0,54.0,69.0,112.0
6032,6095,824487.0,1446506.0,1916977.0,1378932.0,2069865.0,1789062.0,2401460.0,1212572.0,162.0,262.0,281.0,235.0,271.0,233.0,272.0,265.0
6033,6096,1545723.0,1702539.0,1430325.0,865543.0,1005009.0,1612861.0,573251.0,416061.0,120.0,72.0,62.0,57.0,59.0,70.0,57.0,53.0
6034,6097,750081.0,594878.0,684058.0,710212.0,718623.0,471823.0,995634.0,434250.0,124.0,105.0,106.0,124.0,120.0,85.0,130.0,66.0
6035,6099,118822.0,122202.0,205563.0,0.0,122313.0,72179.0,163707.0,112021.0,23.0,22.0,24.0,0.0,8.0,7.0,9.0,11.0
6036,6100,559847.0,1542316.0,1447247.0,630838.0,1255427.0,1191274.0,1100081.0,934220.0,51.0,124.0,110.0,91.0,97.0,106.0,66.0,72.0
6037,6101,1654773.0,1758782.0,1725261.0,1280375.0,1418935.0,1697990.0,1375202.0,721183.0,369.0,347.0,336.0,307.0,313.0,351.0,323.0,236.0
6038,6102,34934.0,104627.0,158307.0,249810.0,553243.0,281024.0,328465.0,574508.0,4.0,12.0,20.0,23.0,56.0,29.0,31.0,66.0
6039,6103,1577099.0,912112.0,1258018.0,1308850.0,1021376.0,1220112.0,1815432.0,1278794.0,231.0,137.0,158.0,191.0,180.0,210.0,254.0,266.0
6040,6104,1472156.0,1533382.0,2191999.0,1332811.0,2005552.0,1808306.0,1709178.0,917770.0,230.0,276.0,322.0,208.0,266.0,310.0,244.0,170.0
6041,6105,594070.0,715667.0,781618.0,727202.0,1099458.0,924759.0,2071739.0,821718.0,136.0,190.0,169.0,178.0,239.0,209.0,430.0,224.0
6042,6106,1363832.0,1695320.0,1679915.0,965837.0,1268787.0,1874645.0,2269663.0,1132119.0,339.0,405.0,391.0,298.0,360.0,467.0,499.0,330.0
6043,6107,618559.0,136490.0,1784669.0,470738.0,1020307.0,388335.0,409451.0,639452.0,53.0,22.0,95.0,45.0,48.0,42.0,33.0,29.0
6044,6108,1919455.0,1555596.0,3219716.0,2054475.0,1516302.0,2594283.0,2257657.0,1414279.0,331.0,288.0,458.0,380.0,301.0,393.0,410.0,275.0
6045,6109,1379791.0,1190159.0,1240391.0,525471.0,458539.0,412224.0,933032.0,156462.0,97.0,87.0,53.0,69.0,61.0,78.0,49.0,31.0
6046,6110,330583.0,405268.0,262791.0,361200.0,331424.0,832468.0,576326.0,1019728.0,14.0,42.0,35.0,31.0,34.0,74.0,38.0,99.0
6047,6111,1092235.0,1041094.0,706961.0,1926863.0,631804.0,1079716.0,517865.0,889834.0,233.0,190.0,156.0,207.0,145.0,205.0,97.0,204.0
6048,6112,1442012.0,1394701.0,1570350.0,1209620.0,1606631.0,2100888.0,1852489.0,1341916.0,232.0,239.0,316.0,231.0,271.0,358.0,342.0,263.0
6049,6113,469020.0,74167.0,975589.0,1018777.0,84286.0,682662.0,894665.0,0.0,28.0,5.0,42.0,41.0,6.0,33.0,47.0,0.0
6050,6114,510971.0,655331.0,803544.0,603377.0,857073.0,1150401.0,1011561.0,784261.0,110.0,135.0,112.0,89.0,131.0,192.0,143.0,169.0
6051,6115,850444.0,2395181.0,4265369.0,820008.0,740232.0,333969.0,720549.0,293869.0,89.0,149.0,182.0,155.0,117.0,55.0,59.0,58.0
6052,6116,1702214.0,1327768.0,1203393.0,1123049.0,1077585.0,1474445.0,1881524.0,756109.0,98.0,104.0,87.0,102.0,89.0,115.0,117.0,99.0
6053,6117,283258.0,1236026.0,1605351.0,1599743.0,3427716.0,1953683.0,2173964.0,1889294.0,45.0,139.0,165.0,196.0,318.0,270.0,279.0,229.0
6054,6119,281487.0,562181.0,438317.0,204310.0,706818.0,1411444.0,641928.0,566356.0,45.0,54.0,59.0,29.0,62.0,97.0,85.0,77.0
6055,6120,1333901.0,1275420.0,1676122.0,1149559.0,1243555.0,1595762.0,1915871.0,1193962.0,268.0,261.0,320.0,219.0,263.0,281.0,348.0,257.0
6056,6121,838755.0,643942.0,726509.0,527224.0,1337136.0,1060950.0,1865107.0,963210.0,113.0,57.0,64.0,48.0,125.0,93.0,225.0,154.0
6057,6122,1710256.0,3884678.0,1069644.0,1304076.0,1382140.0,1661999.0,8778881.0,5625499.0,265.0,299.0,212.0,290.0,252.0,247.0,222.0,213.0
6058,6123,306357.0,757607.0,1098861.0,454678.0,718192.0,194094.0,761703.0,425024.0,23.0,58.0,98.0,42.0,81.0,21.0,54.0,27.0
6059,6124,733404.0,816183.0,596750.0,613601.0,593650.0,366460.0,770419.0,1562714.0,86.0,62.0,54.0,50.0,59.0,48.0,64.0,69.0
6060,6125,445339.0,740906.0,437686.0,597116.0,467286.0,472497.0,1025734.0,3609591.0,44.0,59.0,47.0,67.0,42.0,36.0,77.0,23.0
6061,6126,1380257.0,1308101.0,1908188.0,1176764.0,1649422.0,1722265.0,1704712.0,900478.0,233.0,252.0,257.0,263.0,308.0,267.0,272.0,199.0
6062,6127,1107977.0,1213525.0,1167096.0,928270.0,1146119.0,934851.0,1161752.0,401672.0,235.0,259.0,245.0,275.0,279.0,185.0,240.0,149.0
6063,6128,13411424.0,1935806.0,12394214.0,543863.0,12677819.0,998586.0,571977.0,279580.0,71.0,91.0,71.0,37.0,44.0,66.0,17.0,21.0
6064,6129,1527701.0,866376.0,741549.0,681294.0,562143.0,158225.0,249637.0,246359.0,153.0,101.0,65.0,70.0,62.0,20.0,30.0,36.0
6065,6130,290277.0,927553.0,478527.0,679938.0,1284489.0,797558.0,1385003.0,712155.0,27.0,52.0,27.0,51.0,120.0,101.0,106.0,98.0
6066,6131,850351.0,559598.0,1006511.0,441333.0,760808.0,235965.0,656353.0,367386.0,107.0,59.0,62.0,42.0,55.0,19.0,40.0,50.0
6067,6132,565416.0,849738.0,481265.0,411197.0,990199.0,603114.0,1094885.0,454437.0,54.0,74.0,60.0,34.0,90.0,50.0,67.0,46.0
6068,6133,2871158.0,2805073.0,4818326.0,3005589.0,7800791.0,5445124.0,10225517.0,1948341.0,86.0,109.0,59.0,120.0,130.0,61.0,148.0,99.0
6069,6134,576023.0,690974.0,806893.0,469448.0,429242.0,429362.0,1591651.0,414339.0,51.0,52.0,77.0,52.0,30.0,30.0,63.0,38.0
6070,6135,1886040.0,1219712.0,1961548.0,1401287.0,1453769.0,1486508.0,1551866.0,1004500.0,241.0,219.0,260.0,191.0,208.0,223.0,210.0,169.0
6071,6136,825422.0,950804.0,759572.0,1087484.0,1754879.0,1179744.0,1420834.0,608862.0,70.0,95.0,72.0,40.0,86.0,69.0,83.0,57.0
6072,6137,875120.0,8053697.0,2720376.0,1532112.0,1618110.0,1169634.0,1383870.0,2435459.0,50.0,45.0,18.0,52.0,24.0,72.0,48.0,69.0
6073,6138,1132654.0,854737.0,739548.0,270290.0,461424.0,354620.0,596402.0,213582.0,83.0,56.0,35.0,21.0,17.0,24.0,39.0,17.0
6074,6139,997378.0,674098.0,753595.0,600894.0,590334.0,567366.0,528000.0,141006.0,66.0,43.0,31.0,36.0,52.0,28.0,27.0,12.0
6075,6140,1050394.0,1237882.0,909226.0,1080600.0,1610043.0,1558007.0,1772865.0,1548626.0,251.0,275.0,164.0,258.0,329.0,314.0,314.0,320.0
6076,6141,1255519.0,429351.0,731448.0,1266560.0,894556.0,1145723.0,814252.0,298049.0,90.0,43.0,68.0,110.0,69.0,104.0,72.0,31.0
6077,6142,1110037.0,1839822.0,1304101.0,1531753.0,1935773.0,1332225.0,1304669.0,850626.0,128.0,155.0,104.0,144.0,158.0,123.0,94.0,73.0
6078,6143,962778.0,685940.0,840911.0,596552.0,1218309.0,980321.0,1238529.0,644099.0,220.0,190.0,176.0,164.0,214.0,246.0,256.0,187.0
6079,6144,20564.0,9013.0,95843.0,837588.0,1278782.0,1967763.0,2333665.0,780115.0,9.0,5.0,12.0,25.0,55.0,79.0,39.0,39.0
6080,6145,644957.0,813280.0,745421.0,560864.0,564330.0,722040.0,830681.0,526570.0,164.0,220.0,145.0,156.0,164.0,192.0,200.0,145.0
6081,6146,274307.0,194450.0,421555.0,395420.0,919503.0,1300599.0,799008.0,648645.0,32.0,19.0,29.0,43.0,76.0,74.0,49.0,50.0
6082,6147,869999.0,708553.0,1207641.0,932401.0,1276546.0,1011429.0,1266820.0,919286.0,145.0,124.0,139.0,188.0,171.0,161.0,178.0,159.0
6083,6148,1312572.0,2116948.0,2077638.0,1569824.0,1450069.0,1582259.0,1787144.0,673419.0,251.0,350.0,343.0,332.0,318.0,325.0,237.0,183.0
6084,6149,2269591.0,3889087.0,2098684.0,3858906.0,1597562.0,2334354.0,931108.0,350400.0,143.0,197.0,120.0,160.0,90.0,104.0,50.0,23.0
6085,6150,805488.0,1134869.0,841115.0,789599.0,688676.0,775730.0,651638.0,648456.0,74.0,100.0,50.0,64.0,49.0,68.0,46.0,75.0
6086,6151,1215757.0,1728107.0,2024789.0,1317096.0,1544419.0,1805922.0,2063998.0,1240787.0,282.0,292.0,349.0,310.0,338.0,354.0,331.0,275.0
6087,6152,1322088.0,208076.0,1845833.0,451949.0,1480608.0,343461.0,1401870.0,853462.0,16.0,11.0,55.0,33.0,33.0,35.0,38.0,34.0
6088,6153,2788986.0,2237657.0,2933885.0,1913873.0,2812723.0,3679120.0,3708816.0,2685619.0,451.0,385.0,375.0,374.0,427.0,552.0,538.0,523.0
6089,6154,948881.0,1111442.0,1252169.0,1064157.0,1412693.0,1959226.0,1688444.0,641708.0,244.0,237.0,239.0,235.0,262.0,326.0,263.0,137.0
6090,6155,1370896.0,479316.0,714924.0,733091.0,1121703.0,1813527.0,2424933.0,1858817.0,144.0,72.0,76.0,124.0,139.0,111.0,184.0,275.0
6091,6156,535080.0,515789.0,378836.0,476001.0,613129.0,674005.0,951130.0,657742.0,156.0,147.0,138.0,179.0,188.0,203.0,248.0,261.0
6092,6157,2119483.0,2058386.0,3275529.0,877324.0,3385746.0,1013887.0,6592153.0,1529161.0,145.0,189.0,157.0,80.0,137.0,82.0,134.0,132.0
6093,6158,1693200.0,1498875.0,758821.0,727950.0,2534933.0,988675.0,558916.0,794429.0,106.0,40.0,53.0,58.0,57.0,66.0,28.0,53.0
6094,6159,944120.0,936064.0,1886036.0,1024471.0,1437040.0,1565025.0,1788023.0,751214.0,194.0,201.0,301.0,254.0,337.0,387.0,393.0,239.0
6095,6160,214720.0,415770.0,72307.0,174972.0,346743.0,671669.0,631139.0,279036.0,10.0,36.0,3.0,6.0,14.0,19.0,8.0,22.0
6096,6161,1455502.0,1269268.0,1409786.0,1028389.0,1584345.0,1109747.0,1465027.0,522758.0,292.0,273.0,228.0,253.0,281.0,244.0,278.0,115.0
6097,6162,176352.0,291866.0,535811.0,888069.0,526698.0,672974.0,545410.0,485035.0,5.0,9.0,37.0,38.0,56.0,53.0,70.0,35.0
6098,6163,843958.0,972648.0,1611218.0,981319.0,963369.0,896485.0,1274074.0,1048586.0,149.0,143.0,214.0,188.0,151.0,167.0,169.0,210.0
6099,6164,1562719.0,1837810.0,1231878.0,1035726.0,1391068.0,841464.0,946540.0,511953.0,165.0,209.0,140.0,133.0,120.0,59.0,56.0,28.0
6100,6165,1101887.0,3698106.0,2509074.0,1752750.0,4642730.0,566642.0,1074511.0,1345901.0,63.0,195.0,158.0,131.0,97.0,49.0,42.0,46.0
6101,6166,1124536.0,711613.0,1103219.0,922150.0,1066523.0,1078947.0,1097957.0,927936.0,271.0,158.0,255.0,273.0,283.0,230.0,233.0,259.0
6102,6167,1055053.0,974258.0,833765.0,1385273.0,1186775.0,1374688.0,998817.0,855092.0,241.0,199.0,156.0,279.0,271.0,257.0,175.0,168.0
6103,6168,406299.0,633454.0,309397.0,536268.0,698294.0,892900.0,1392410.0,389365.0,26.0,70.0,21.0,55.0,47.0,76.0,114.0,43.0
6104,6169,1069690.0,1005807.0,777364.0,673928.0,892876.0,942365.0,401554.0,732818.0,91.0,86.0,45.0,55.0,77.0,77.0,35.0,82.0
6105,6170,865113.0,1267450.0,1007123.0,857417.0,944079.0,1075418.0,1161635.0,528361.0,216.0,274.0,176.0,165.0,216.0,197.0,186.0,146.0
6106,6171,496777.0,329481.0,391908.0,373135.0,398161.0,568866.0,653356.0,233111.0,102.0,66.0,69.0,53.0,68.0,104.0,85.0,38.0
6107,6172,894489.0,1007171.0,1486594.0,1293914.0,1424903.0,1466533.0,1639602.0,972096.0,196.0,203.0,269.0,311.0,287.0,275.0,286.0,254.0
6108,6173,311098.0,655043.0,704171.0,517684.0,602708.0,1540668.0,1010350.0,928334.0,36.0,53.0,63.0,48.0,49.0,105.0,88.0,70.0
6109,6174,544158.0,808897.0,1200914.0,704512.0,1184489.0,1016916.0,1449053.0,1246396.0,99.0,128.0,184.0,91.0,119.0,111.0,155.0,168.0
6110,6175,1823739.0,1879034.0,1817341.0,958907.0,1263260.0,1612056.0,1619797.0,732990.0,211.0,239.0,235.0,176.0,193.0,262.0,189.0,139.0
6111,6176,442076.0,1419893.0,567245.0,1650686.0,1390740.0,621885.0,683787.0,584572.0,37.0,52.0,31.0,68.0,81.0,30.0,28.0,32.0
6112,6177,360978.0,515218.0,744857.0,488661.0,1052874.0,1298019.0,910477.0,892834.0,61.0,49.0,40.0,59.0,75.0,123.0,89.0,101.0
6113,6178,1210079.0,967466.0,1493376.0,1357857.0,1817410.0,1600242.0,1718558.0,917077.0,229.0,206.0,261.0,232.0,255.0,253.0,254.0,192.0
6114,6179,683296.0,897879.0,1216056.0,594999.0,967766.0,1034512.0,1463628.0,730619.0,144.0,116.0,175.0,89.0,128.0,136.0,194.0,120.0
6115,6180,816429.0,1151176.0,1246820.0,852057.0,973785.0,1060949.0,2028650.0,936343.0,133.0,134.0,142.0,150.0,151.0,127.0,191.0,152.0
6116,6181,461219.0,1236333.0,1065303.0,924662.0,641724.0,325550.0,639930.0,590227.0,62.0,67.0,68.0,52.0,37.0,22.0,58.0,37.0
6117,6182,642474.0,628704.0,996503.0,545159.0,1126156.0,1225169.0,1230657.0,829563.0,190.0,195.0,246.0,205.0,305.0,274.0,332.0,269.0
6118,6183,830871.0,524639.0,499173.0,627294.0,881545.0,791108.0,1352447.0,633717.0,45.0,64.0,46.0,59.0,82.0,61.0,78.0,39.0
6119,6184,643557.0,1211389.0,2607522.0,999237.0,1232093.0,1296544.0,1627077.0,1592209.0,92.0,150.0,202.0,181.0,172.0,174.0,165.0,217.0
6120,6185,1744172.0,2162183.0,2028727.0,1332904.0,2031210.0,2054508.0,1599123.0,1150280.0,109.0,159.0,122.0,119.0,122.0,161.0,117.0,107.0
6121,6186,1160558.0,1060126.0,1244307.0,1193330.0,1221628.0,1292245.0,1627891.0,786945.0,274.0,307.0,328.0,407.0,344.0,371.0,387.0,281.0
6122,6187,486526.0,579349.0,410945.0,497152.0,528365.0,1017489.0,470396.0,516648.0,91.0,142.0,92.0,88.0,99.0,123.0,77.0,108.0
6123,6188,1078912.0,1156054.0,1170341.0,769750.0,1049696.0,968976.0,559309.0,696793.0,248.0,237.0,202.0,171.0,197.0,196.0,117.0,186.0
6124,6189,2343709.0,1920734.0,2713044.0,2006521.0,2450200.0,2138631.0,2835713.0,1759457.0,296.0,307.0,326.0,300.0,291.0,304.0,314.0,259.0
6125,6190,679414.0,921510.0,1510318.0,810122.0,758657.0,938026.0,1097879.0,928603.0,159.0,190.0,194.0,136.0,140.0,161.0,186.0,163.0
6126,6191,306151.0,748909.0,560164.0,593076.0,844723.0,753906.0,908604.0,563856.0,70.0,124.0,90.0,115.0,152.0,140.0,159.0,132.0
6127,6192,1077153.0,345090.0,340951.0,310384.0,114486.0,313426.0,1313203.0,332839.0,59.0,21.0,32.0,40.0,5.0,32.0,30.0,23.0
6128,6193,1302371.0,1850746.0,1186341.0,1365803.0,1632555.0,2215813.0,1670097.0,1227390.0,280.0,334.0,229.0,270.0,326.0,384.0,321.0,334.0
6129,6194,551403.0,1707755.0,1271869.0,1100693.0,1533785.0,2726956.0,1288027.0,1577831.0,73.0,124.0,117.0,98.0,145.0,186.0,98.0,80.0
6130,6195,943310.0,884196.0,866438.0,541655.0,826823.0,1074689.0,1203816.0,909251.0,171.0,177.0,150.0,115.0,164.0,158.0,186.0,181.0
6131,6196,405931.0,829535.0,429948.0,644005.0,1062827.0,1049757.0,963206.0,807127.0,17.0,30.0,28.0,30.0,26.0,14.0,21.0,21.0
6132,6197,2365279.0,2035817.0,2688560.0,2316092.0,4090250.0,2566112.0,1939022.0,1705886.0,499.0,440.0,458.0,445.0,648.0,458.0,284.0,282.0
6133,6198,504088.0,563846.0,252513.0,197735.0,193966.0,252784.0,299980.0,173863.0,53.0,79.0,35.0,45.0,34.0,30.0,29.0,26.0
6134,6199,1305165.0,1130084.0,1268985.0,738261.0,1152496.0,1114587.0,1038105.0,555422.0,298.0,252.0,243.0,203.0,231.0,232.0,212.0,170.0
6135,6200,247759.0,986381.0,486939.0,215494.0,592050.0,1322279.0,2690406.0,548411.0,37.0,111.0,52.0,27.0,60.0,133.0,210.0,58.0
6136,6201,1138695.0,1222127.0,2073521.0,1618931.0,1871886.0,1336801.0,1469291.0,1180180.0,178.0,192.0,276.0,319.0,290.0,224.0,238.0,246.0
