,°í°´¹øÈ£,Àü_ÃÑ±¸¸Å¾×1,Àü_ÃÑ±¸¸Å¾×2,Àü_ÃÑ±¸¸Å¾×3,Àü_ÃÑ±¸¸Å¾×4,Àü_ÃÑ±¸¸Å¾×5,Àü_ÃÑ±¸¸Å¾×6,Àü_ÃÑ±¸¸Å¾×7,Àü_ÃÑ±¸¸Å¾×8,Àü_ÃÑ±¸¸ÅÈ½¼ö1,Àü_ÃÑ±¸¸ÅÈ½¼ö2,Àü_ÃÑ±¸¸ÅÈ½¼ö3,Àü_ÃÑ±¸¸ÅÈ½¼ö4,Àü_ÃÑ±¸¸ÅÈ½¼ö5,Àü_ÃÑ±¸¸ÅÈ½¼ö6,Àü_ÃÑ±¸¸ÅÈ½¼ö7,Àü_ÃÑ±¸¸ÅÈ½¼ö8
1288,1302,0.0,5048967.0,0.0,0.0,0.0,5663030.0,0.0,931666.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,4.0
1289,1303,0.0,6181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,1305,1121823.0,0.0,0.0,0.0,2305894.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1292,1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,1307,0.0,20499.0,0.0,0.0,396452.0,10723.0,55748.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1294,1308,5215493.0,0.0,255337.0,43455.0,0.0,8082660.0,2209041.0,16442.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0
1295,1309,0.0,0.0,0.0,0.0,76863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1296,1310,0.0,0.0,0.0,141716.0,209027.0,31366.0,38179.0,46848.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0
1297,1311,0.0,0.0,0.0,1241571.0,1380502.0,0.0,7658356.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
1298,1312,73853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,1313,2589020.0,671307.0,0.0,0.0,0.0,446201.0,506803.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1300,1314,0.0,0.0,5649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1301,1315,0.0,138444.0,792278.0,0.0,0.0,0.0,0.0,309013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1302,1316,37394.0,0.0,141847.0,0.0,20227.0,0.0,0.0,11481400.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
1303,1317,1439673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,1318,0.0,0.0,0.0,0.0,0.0,0.0,9010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1305,1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,1322,19681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,1327,18364687.0,0.0,1277248.0,2519590.0,0.0,4246469.0,15485647.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0
1314,1328,0.0,0.0,0.0,0.0,0.0,235915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1315,1329,799299.0,1144941.0,0.0,0.0,0.0,0.0,0.0,1653302.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1316,1331,0.0,103009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,1332,0.0,253402.0,0.0,0.0,0.0,0.0,521444.0,41229.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
1318,1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,1334,18693263.0,8585409.0,53121333.0,26855171.0,62340034.0,1480902.0,3895063.0,16471791.0,8.0,4.0,13.0,7.0,1.0,3.0,3.0,13.0
1320,1335,0.0,0.0,0.0,0.0,1476985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1321,1336,0.0,0.0,0.0,0.0,0.0,160851.0,358456.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1322,1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,1339,0.0,0.0,0.0,0.0,79897.0,84715.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1325,1340,0.0,300033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,1341,758825.0,0.0,1660818.0,412822.0,283433.0,36245.0,698262.0,504004.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
1327,1342,0.0,0.0,124279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1328,1343,0.0,0.0,0.0,289818.0,26295.0,463519.0,2069828.0,247045.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0
1329,1344,194351.0,1489505.0,3389425.0,51436.0,0.0,0.0,2482209.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0
1330,1345,0.0,0.0,0.0,0.0,0.0,0.0,16204903.0,890767.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
1331,1346,57075.0,109189.0,28245.0,0.0,0.0,53188.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1332,1347,0.0,1586755.0,3477550.0,439525.0,0.0,769436.0,0.0,464122.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0
1333,1348,2312530.0,0.0,62139.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1334,1349,2056676.0,1054346.0,0.0,0.0,0.0,7244113.0,0.0,1859035.0,1.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0
1335,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,1351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,1352,0.0,0.0,0.0,8868.0,0.0,58979.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1338,1353,1869705.0,0.0,0.0,0.0,444997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1339,1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,1355,619955.0,113309.0,1551227.0,2004249.0,1112493.0,773587.0,0.0,4127470.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0
1341,1356,0.0,82407.0,0.0,0.0,0.0,2114709.0,706787.0,5626017.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,6.0
1342,1357,0.0,0.0,0.0,0.0,3034.0,44609.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1343,1358,440364.0,0.0,66659.0,43455.0,303407.0,51472.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1344,1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,1360,171521.0,1351421.0,1880001.0,0.0,0.0,2319472.0,12055154.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0
1346,1361,0.0,1686251.0,0.0,0.0,0.0,1063547.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1347,1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,1364,269238.0,413064.0,165291.0,0.0,0.0,0.0,0.0,148723.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
1350,1365,1968111.0,0.0,316629.0,0.0,0.0,263838.0,641950.0,1090014.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0
1351,1366,133832.0,0.0,0.0,0.0,0.0,0.0,112623.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1352,1367,185986.0,1588393.0,3287572.0,11485858.0,2103117.0,2692648.0,1617715.0,1142935.0,1.0,4.0,4.0,5.0,4.0,8.0,1.0,3.0
1353,1368,283408.0,0.0,0.0,83363.0,0.0,0.0,55185.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1354,1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1355,1370,0.0,736512.0,153202.0,1446962.0,421735.0,1209278.0,566718.0,1074109.0,0.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0
1356,1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,1372,77543.0,80861.0,110157.0,16850.0,414656.0,0.0,38292.0,15699.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
1358,1373,0.0,0.0,0.0,301524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1359,1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,1375,0.0,0.0,310697.0,102359.0,423556.0,0.0,588455.0,1100962.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1361,1376,38378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,1377,0.0,0.0,88126.0,34587.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1363,1378,416009.0,0.0,0.0,124157.0,0.0,4979413.0,20629134.0,24787.0,2.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0
1364,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,1381,0.0,244645.0,2681148.0,338550.0,0.0,0.0,935896.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
1366,1382,0.0,0.0,280193.0,0.0,0.0,1031839.0,0.0,144815.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
1367,1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,1384,193662.0,0.0,0.0,0.0,0.0,41821.0,281557.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1369,1385,320654.0,108159.0,291038.0,0.0,366536.0,368028.0,0.0,32223.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0
1370,1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,1388,0.0,175217.0,0.0,0.0,0.0,0.0,0.0,73618.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1373,1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,1391,5533836.0,753508.0,0.0,2960569.0,538042.0,0.0,374471.0,152028.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0
1376,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,1394,0.0,5369840.0,4894036.0,1555511.0,0.0,10691289.0,1448330.0,2544812.0,0.0,3.0,3.0,2.0,0.0,9.0,2.0,1.0
1379,1395,0.0,0.0,0.0,0.0,0.0,0.0,62168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1380,1396,0.0,449169.0,0.0,0.0,0.0,0.0,0.0,313186.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
1381,1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,1399,2727802.0,0.0,0.0,467363.0,538042.0,0.0,13402.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1384,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,1402,0.0,631185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,1403,14761.0,515043.0,1286851.0,0.0,0.0,21232.0,55185.0,57010.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0
1388,1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,1405,0.0,0.0,197490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1390,1406,4588158.0,4862007.0,1997444.0,6699160.0,19621202.0,6445045.0,9010.0,7080437.0,3.0,5.0,3.0,3.0,14.0,9.0,1.0,10.0
1391,1407,2299630.0,2411287.0,1638540.0,16538851.0,5213444.0,17821421.0,16344150.0,12208710.0,6.0,9.0,5.0,16.0,10.0,24.0,12.0,17.0
1392,1408,4365417.0,7976679.0,0.0,11322067.0,8498533.0,11657423.0,9273369.0,4129619.0,6.0,8.0,0.0,12.0,7.0,12.0,4.0,5.0
1393,1409,44282.0,822008.0,97220.0,176170.0,26902.0,269962.0,213194.0,823346.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0
1394,1410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,1411,0.0,10562504.0,3980880.0,267913.0,0.0,7404694.0,2418013.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,1.0,0.0
1396,1412,0.0,17511.0,21466.0,0.0,19216.0,0.0,0.0,86755.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1397,1413,1436721.0,425426.0,767592.0,1244231.0,1011357.0,0.0,0.0,1039572.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0
1398,1414,0.0,0.0,0.0,0.0,0.0,41821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1399,1415,0.0,398643.0,62139.0,317620.0,0.0,1057113.0,506803.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0
1400,1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,1417,57961.0,463529.0,3937947.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
1402,1418,0.0,0.0,144615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1403,1419,0.0,0.0,64399.0,0.0,1011711.0,0.0,0.0,545317.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1404,1420,49203.0,0.0,149473.0,0.0,1317697.0,51794.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0
1405,1421,10243200.0,13624169.0,14364789.0,17524218.0,11465500.0,16837088.0,4177859.0,9467609.0,13.0,13.0,13.0,26.0,13.0,17.0,7.0,11.0
1406,1422,0.0,0.0,64399.0,846042.0,301384.0,7558929.0,335053.0,1554013.0,0.0,0.0,1.0,2.0,1.0,8.0,1.0,8.0
1407,1423,0.0,46354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,1424,0.0,0.0,0.0,0.0,221487.0,0.0,0.0,15699.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1409,1425,194842.0,0.0,4675148.0,35385.0,36409.0,0.0,38292.0,814175.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0
1410,1426,368726.0,592340.0,1074808.0,908883.0,89353.0,755593.0,619650.0,1263096.0,3.0,10.0,5.0,8.0,1.0,13.0,7.0,13.0
1411,1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,1429,0.0,0.0,0.0,0.0,60075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1414,1430,0.0,0.0,0.0,400007.0,53602.0,0.0,0.0,62637.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0
1415,1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,1432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,1433,0.0,504742.0,0.0,638522.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1418,1434,0.0,309335.0,45079.0,0.0,292687.0,105089.0,9075602.0,376517.0,0.0,1.0,1.0,0.0,3.0,1.0,11.0,1.0
1419,1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,1436,23617.0,824069.0,100553.0,0.0,532985.0,2144682.0,1972027.0,867550.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,2.0
1421,1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,1438,0.0,1030086.0,4380267.0,613726.0,124903.0,1045854.0,2528384.0,1251113.0,0.0,1.0,4.0,3.0,1.0,3.0,2.0,5.0
1423,1439,0.0,354999.0,54231.0,76569.0,0.0,0.0,76584.0,618522.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0
1424,1440,0.0,4363446.0,0.0,0.0,0.0,0.0,133739.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
1425,1441,772188.0,0.0,112981.0,39258993.0,2155859.0,1608511.0,247770.0,23869097.0,1.0,0.0,1.0,8.0,2.0,3.0,1.0,12.0
1426,1442,0.0,3189198.0,0.0,3881904.0,0.0,1502885.0,1262052.0,2898268.0,0.0,4.0,0.0,5.0,0.0,2.0,2.0,7.0
1427,1443,2159509.0,0.0,2198608.0,0.0,0.0,1261073.0,0.0,5847696.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0
1428,1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,1445,609131.0,0.0,1356900.0,953704.0,3049240.0,85573.0,0.0,706433.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0
1430,1446,9180252.0,3027423.0,0.0,4349931.0,7929291.0,17977362.0,5800361.0,9628560.0,5.0,3.0,0.0,3.0,6.0,10.0,3.0,7.0
1431,1447,2725833.0,0.0,40786.0,193330.0,723120.0,0.0,55185.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
1432,1448,0.0,0.0,0.0,2075197.0,96079.0,182298.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1433,1449,18244386.0,0.0,0.0,0.0,789364.0,136187.0,0.0,4641266.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0
1434,1450,0.0,1575517.0,0.0,1081940.0,4636667.0,0.0,12728638.0,4445987.0,0.0,1.0,0.0,2.0,3.0,0.0,6.0,6.0
1435,1451,2522182.0,0.0,1457453.0,0.0,0.0,1840672.0,331111.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
1436,1452,0.0,0.0,0.0,0.0,0.0,0.0,19709.0,33050.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1437,1453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,1454,0.0,0.0,0.0,695280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1439,1455,3002048.0,5031972.0,333293.0,3095501.0,0.0,256289.0,946032.0,2590254.0,6.0,5.0,1.0,3.0,0.0,1.0,3.0,3.0
1440,1456,0.0,0.0,0.0,0.0,0.0,86860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1441,1457,0.0,0.0,0.0,0.0,54108.0,23591.0,203059.0,495743.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0
1442,1458,0.0,0.0,444354.0,0.0,0.0,711069.0,313294.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
1443,1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,1460,4890755.0,0.0,0.0,0.0,0.0,21447.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1445,1461,0.0,36568.0,0.0,0.0,70157.0,177258.0,2444480.0,4131.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0
1446,1462,2529022.0,20602.0,0.0,1943944.0,0.0,0.0,0.0,4379060.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0
1447,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,1465,0.0,0.0,123432.0,0.0,0.0,5479660.0,1314005.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
1450,1466,0.0,0.0,0.0,0.0,0.0,0.0,33787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1451,1467,76313.0,96632.0,0.0,50018.0,1980094.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0
1452,1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,1470,38378.0,0.0,32764.0,0.0,0.0,0.0,0.0,68446.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1455,1471,0.0,0.0,1242902.0,0.0,0.0,4659320.0,3061935.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
1456,1472,0.0,329113.0,1300409.0,0.0,0.0,880178.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
1457,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1459,1475,0.0,0.0,28245.0,22170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1460,1476,3635199.0,0.0,0.0,576443.0,0.0,1972570.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
1461,1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,1479,87581.0,0.0,106258.0,1734917.0,0.0,0.0,0.0,863558.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0
1464,1480,0.0,38113.0,0.0,247693.0,0.0,113668.0,11262.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
1465,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,1482,0.0,0.0,0.0,0.0,0.0,222082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1467,1483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,1484,717219.0,1078037.0,0.0,0.0,1316786.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1469,1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
