,고객번호,기_총구매액1,기_총구매액2,기_총구매액3,기_총구매액4,기_총구매액5,기_총구매액6,기_총구매액7,기타_증감율,기타_변동율,기_(증감*0.8)+(변동*0.2)
3037,3070,3,0,2,2,2,0,3,0,10,2
3038,3071,0,0,0,0,0,0,2,2,2,2
3039,3072,3,2,0,1,2,3,2,-1,7,0.6
3040,3073,3,2,2,3,3,3,4,1,3,1.4
3041,3074,4,3,3,3,3,3,3,-1,1,-0.6
3042,3075,0,0,0,0,0,3,0,0,6,1.2
3043,3076,3,3,3,3,3,3,3,0,0,0
3044,3077,0,4,2,4,0,2,0,0,16,3.2
3045,3078,2,0,0,2,0,0,2,0,8,1.6
3046,3079,3,4,3,3,3,2,3,0,4,0.8
3047,3080,4,3,4,4,4,4,4,0,2,0.4
3048,3081,3,4,3,4,2,4,4,1,7,2.2
3049,3082,3,3,4,4,4,4,4,1,1,1
3050,3083,3,4,4,4,3,3,3,0,2,0.4
3051,3084,3,4,4,3,4,3,4,1,5,1.8
3052,3085,3,4,4,3,4,4,4,1,3,1.4
3053,3086,1,2,2,1,1,1,2,1,3,1.4
3054,3087,3,2,4,3,3,3,3,0,4,0.8
3055,3088,0,0,2,0,0,2,2,2,6,2.8
3056,3089,0,0,0,1,0,2,3,3,5,3.4
3057,3090,4,4,4,3,4,3,4,0,4,0.8
3058,3091,3,0,0,3,0,1,2,-1,11,1.4
3059,3092,3,3,3,4,4,4,3,0,2,0.4
3060,3093,0,0,2,3,1,3,1,1,9,2.6
3061,3094,2,2,3,3,3,4,4,2,2,2
3062,3095,0,2,3,2,3,3,3,3,5,3.4
3063,3096,1,2,0,4,2,2,2,1,9,2.6
3064,3097,0,2,3,0,2,0,2,2,12,4
3065,3098,2,2,2,2,2,3,3,1,1,1
3066,3099,0,0,1,2,2,3,1,1,5,1.8
3067,3100,2,3,3,4,4,4,3,1,3,1.4
3068,3101,0,0,0,0,0,4,0,0,8,1.6
3069,3102,3,3,2,3,3,4,2,-1,5,0.2
3070,3103,0,3,3,3,2,2,2,2,4,2.4
3071,3104,0,0,2,3,2,0,3,3,9,4.2
3072,3105,3,3,3,2,3,0,0,-3,5,-1.4
3073,3106,0,1,0,3,3,2,4,4,8,4.8
3074,3107,0,0,0,0,1,3,3,3,3,3
3075,3108,2,2,3,3,3,4,3,1,3,1.4
3076,3109,0,0,0,2,0,0,0,0,4,0.8
3077,3110,1,2,2,2,3,2,2,1,3,1.4
3078,3111,2,2,0,1,3,2,1,-1,7,0.6
3079,3112,4,3,3,3,4,4,4,0,2,0.4
3080,3113,3,4,4,2,2,2,2,-1,3,-0.2
3081,3114,3,4,3,3,4,3,3,0,4,0.8
3082,3115,4,4,4,4,4,3,3,-1,1,-0.6
3083,3116,4,3,3,4,4,3,4,0,4,0.8
3084,3117,3,2,2,3,3,3,1,-2,4,-0.8
3085,3118,4,4,4,4,4,4,4,0,0,0
3086,3119,2,0,2,3,3,2,2,0,6,1.2
3087,3120,3,4,0,3,3,4,4,1,9,2.6
3088,3121,0,3,3,3,3,4,3,3,5,3.4
3089,3122,1,3,3,3,3,3,4,3,3,3
3090,3123,2,4,3,4,4,2,3,1,7,2.2
3091,3124,1,3,3,2,3,3,3,2,4,2.4
3092,3125,3,2,4,4,4,4,4,1,3,1.4
3093,3126,2,2,0,2,3,2,2,0,6,1.2
3094,3127,0,0,0,2,4,2,2,2,6,2.8
3095,3128,2,3,0,4,4,3,4,2,10,3.6
3096,3129,0,2,0,0,0,0,0,0,4,0.8
3097,3130,4,4,3,4,4,4,4,0,2,0.4
3098,3131,0,3,0,2,4,4,2,2,12,4
3099,3132,0,2,0,0,3,1,1,1,9,2.6
3100,3133,1,0,4,0,0,2,4,3,13,5
3101,3134,0,0,0,3,2,4,3,3,7,3.8
3102,3135,4,4,3,3,4,3,4,0,4,0.8
3103,3136,2,0,0,0,0,0,0,-2,2,-1.2
3104,3137,3,0,4,2,3,2,3,0,12,2.4
3105,3138,0,4,2,2,0,0,3,3,11,4.6
3106,3139,0,0,0,0,0,0,0,0,0,0
3107,3140,3,3,3,4,3,4,3,0,4,0.8
3108,3141,3,0,2,3,3,3,4,1,7,2.2
3109,3142,0,1,0,0,2,0,0,0,6,1.2
3110,3143,0,0,0,3,4,0,2,2,10,3.6
3111,3144,2,0,0,1,0,0,0,-2,4,-0.8
3112,3145,3,3,3,3,2,3,3,0,2,0.4
3113,3146,0,0,0,2,0,1,4,4,8,4.8
3114,3147,2,3,4,4,4,3,4,2,4,2.4
3115,3148,0,0,3,3,2,3,3,3,5,3.4
3116,3149,4,4,3,4,3,4,4,0,4,0.8
3117,3150,3,3,3,4,3,4,4,1,3,1.4
3118,3151,3,2,3,3,2,2,3,0,4,0.8
3119,3152,0,0,0,0,0,0,0,0,0,0
3120,3153,0,0,3,2,4,2,3,3,9,4.2
3121,3154,3,3,1,2,2,1,4,1,7,2.2
3122,3155,2,0,1,2,2,3,2,0,6,1.2
3123,3156,3,0,2,0,2,0,2,-1,13,1.8
3124,3157,3,2,2,3,3,3,3,0,2,0.4
3125,3158,0,0,4,2,4,1,3,3,13,5
3126,3159,4,4,4,4,4,4,4,0,0,0
3127,3160,3,3,3,4,4,2,4,1,5,1.8
3128,3161,4,2,3,4,3,3,4,0,6,1.2
3129,3162,2,3,2,0,2,4,4,2,8,3.2
3130,3163,0,3,0,0,4,2,1,1,13,3.4
3131,3164,0,3,4,4,2,3,0,0,10,2
3132,3165,0,0,3,4,4,3,4,4,6,4.4
3133,3166,0,0,0,2,0,0,0,0,4,0.8
3134,3167,0,0,0,2,3,3,3,3,3,3
3135,3168,2,1,0,0,0,0,0,-2,2,-1.2
3136,3169,3,3,2,2,3,2,3,0,4,0.8
3137,3170,0,4,2,2,3,2,2,2,8,3.2
3138,3171,0,0,3,2,2,2,2,2,4,2.4
3139,3172,0,4,2,3,2,3,3,3,9,4.2
3140,3173,3,3,3,4,2,1,1,-2,4,-0.8
3141,3174,3,2,4,2,3,2,3,0,8,1.6
3142,3175,3,4,3,3,0,3,2,-1,9,1
3143,3176,4,4,3,3,4,3,3,-1,3,-0.2
3144,3177,3,3,2,4,4,4,3,0,4,0.8
3145,3178,3,2,3,2,2,4,4,1,5,1.8
3146,3179,4,4,3,4,4,3,4,0,4,0.8
3147,3180,3,4,4,3,4,4,3,0,4,0.8
3148,3181,3,4,4,3,3,3,3,0,2,0.4
3149,3182,0,0,3,0,3,0,0,0,12,2.4
3150,3183,3,3,4,4,3,4,4,1,3,1.4
3151,3184,2,1,0,3,3,3,3,1,5,1.8
3152,3185,2,0,0,3,3,2,2,0,6,1.2
3153,3186,3,2,0,3,0,0,1,-2,10,0.4
3154,3187,3,3,3,2,3,2,3,0,4,0.8
3155,3188,0,0,0,0,0,3,0,0,6,1.2
3156,3189,2,2,2,4,3,2,2,0,4,0.8
3157,3190,0,0,0,2,3,0,0,0,6,1.2
3158,3191,2,4,3,2,2,3,2,0,6,1.2
3159,3192,2,3,3,0,4,3,3,1,9,2.6
3160,3193,2,3,3,1,1,3,1,-1,7,0.6
3161,3194,3,0,0,2,2,1,2,-1,7,0.6
3162,3195,2,1,0,3,2,2,2,0,6,1.2
3163,3196,2,3,1,2,3,2,0,-2,8,0
3164,3197,3,3,0,0,2,1,2,-1,7,0.6
3165,3198,3,3,2,2,3,4,4,1,3,1.4
3166,3199,2,3,2,2,2,3,3,1,3,1.4
3167,3200,0,0,0,1,2,2,3,3,3,3
3168,3201,2,3,4,4,4,4,4,2,2,2
3169,3202,1,2,0,2,0,0,2,1,9,2.6
3170,3203,2,0,0,0,0,0,0,-2,2,-1.2
3171,3204,4,3,2,4,3,4,4,0,6,1.2
3172,3205,3,0,1,3,3,2,3,0,8,1.6
3173,3206,4,4,4,3,4,3,3,-1,3,-0.2
3174,3207,2,2,1,3,3,2,3,1,5,1.8
3175,3208,3,4,3,4,3,3,4,1,5,1.8
3176,3209,0,0,0,0,0,0,0,0,0,0
3177,3210,0,3,1,1,3,3,4,4,8,4.8
3178,3211,2,3,3,2,3,2,3,1,5,1.8
3179,3212,3,3,3,1,3,4,0,-3,9,-0.6
3180,3213,0,4,0,0,0,0,0,0,8,1.6
3181,3214,2,2,2,4,0,3,0,-2,12,0.8
3182,3215,3,4,3,2,3,4,4,1,5,1.8
3183,3216,0,0,3,0,3,0,0,0,12,2.4
3184,3217,2,2,4,3,2,3,3,1,5,1.8
3185,3218,0,0,0,0,0,0,0,0,0,0
3186,3219,1,0,2,2,2,1,4,3,7,3.8
3187,3220,0,2,2,2,4,2,4,4,8,4.8
3188,3221,3,2,0,3,2,0,3,0,12,2.4
3189,3222,0,1,0,3,2,2,2,2,6,2.8
3190,3223,4,4,4,4,3,3,3,-1,1,-0.6
3191,3224,0,0,1,2,4,3,2,2,6,2.8
3192,3225,4,3,0,2,4,3,4,0,10,2
3193,3226,3,0,2,3,4,2,4,1,11,3
3194,3227,3,3,4,3,2,4,2,-1,7,0.6
3195,3228,4,4,4,4,4,4,4,0,0,0
3196,3229,3,3,3,4,4,4,4,1,1,1
3197,3230,3,2,4,4,4,4,2,-1,5,0.2
3198,3231,0,0,0,2,0,0,3,3,7,3.8
3199,3232,4,4,3,2,3,4,4,0,4,0.8
3200,3233,3,2,2,3,3,4,3,0,4,0.8
3201,3234,4,4,4,4,4,4,4,0,0,0
3202,3235,0,0,0,1,3,3,3,3,3,3
3203,3236,0,0,0,0,0,0,0,0,0,0
3204,3237,3,3,0,2,0,1,3,0,10,2
3205,3238,3,3,3,3,4,4,4,1,1,1
3206,3239,2,4,4,4,3,3,4,2,4,2.4
3207,3240,4,4,4,3,4,3,4,0,4,0.8
3208,3241,0,0,0,1,0,0,0,0,2,0.4
3209,3242,4,2,3,3,4,2,3,-1,7,0.6
3210,3243,2,4,4,2,2,3,2,0,6,1.2
3211,3244,1,0,0,0,1,0,2,1,5,1.8
3212,3245,2,3,2,3,0,2,3,1,9,2.6
3213,3246,3,3,4,3,3,4,4,1,3,1.4
3214,3247,3,4,4,3,4,2,3,0,6,1.2
3215,3248,1,3,4,2,2,2,1,0,6,1.2
3216,3249,3,2,3,3,3,3,2,-1,3,-0.2
3217,3250,3,3,3,0,2,3,2,-1,7,0.6
3218,3251,0,0,0,0,2,2,3,3,3,3
3219,3252,3,3,4,3,3,3,3,0,2,0.4
3220,3253,2,3,0,4,3,3,2,0,10,2
3221,3254,0,2,1,1,0,3,2,2,8,3.2
3222,3255,0,0,0,0,0,0,0,0,0,0
3223,3256,0,0,0,1,0,0,0,0,2,0.4
3224,3258,3,3,3,3,3,3,4,1,1,1
3225,3259,0,0,2,0,0,2,0,0,8,1.6
3226,3260,3,2,3,3,3,3,0,-3,5,-1.4
3227,3261,0,3,2,3,3,3,1,1,7,2.2
3228,3262,0,2,0,4,2,3,3,3,11,4.6
3229,3263,1,1,2,2,1,2,0,-1,5,0.2
3230,3264,0,2,0,1,2,2,2,2,6,2.8
3231,3265,4,4,3,4,4,4,3,-1,3,-0.2
3232,3266,3,0,0,1,0,0,0,-3,5,-1.4
3233,3267,2,4,0,1,4,0,1,-1,15,2.2
3234,3268,2,3,3,4,4,4,4,2,2,2
3235,3269,2,2,2,3,3,4,3,1,3,1.4
3236,3270,4,0,0,0,4,4,1,-3,11,-0.2
3237,3271,3,4,4,4,4,4,4,1,1,1
3238,3272,4,4,2,4,2,3,4,0,8,1.6
3239,3273,2,2,3,2,3,4,3,1,5,1.8
3240,3274,0,3,0,2,0,0,2,2,12,4
3241,3275,2,3,2,2,3,4,3,1,5,1.8
3242,3276,2,3,4,3,3,3,3,1,3,1.4
3243,3277,4,4,4,2,3,4,4,0,4,0.8
3244,3278,3,1,3,2,3,3,2,-1,7,0.6
3245,3279,4,3,4,0,4,3,4,0,12,2.4
3246,3280,4,3,4,3,4,4,4,0,4,0.8
3247,3281,0,2,4,1,0,0,0,0,8,1.6
3248,3282,0,0,2,1,2,3,4,4,6,4.4
3249,3283,4,3,4,3,4,3,3,-1,5,0.2
3250,3284,2,0,0,2,3,4,3,1,7,2.2
3251,3285,2,0,0,1,2,3,2,0,6,1.2
3252,3286,2,0,0,3,3,3,1,-1,7,0.6
3253,3287,3,4,4,4,3,3,3,0,2,0.4
3254,3288,2,2,3,2,2,3,2,0,4,0.8
3255,3289,0,0,0,2,0,3,2,2,8,3.2
3256,3290,3,3,2,3,2,2,0,-3,5,-1.4
3257,3291,4,3,3,3,4,4,3,-1,3,-0.2
3258,3292,4,3,4,2,3,3,4,0,6,1.2
3259,3293,3,2,0,3,3,4,3,0,8,1.6
3260,3294,3,3,4,4,4,3,4,1,3,1.4
3261,3295,2,2,4,2,3,4,3,1,7,2.2
3262,3296,2,4,4,3,2,3,2,0,6,1.2
3263,3297,2,2,1,3,4,3,4,2,6,2.8
3264,3298,3,4,4,2,4,4,0,-3,9,-0.6
3265,3299,2,2,3,4,3,3,3,1,3,1.4
3266,3300,0,0,0,0,0,0,0,0,0,0
3267,3301,3,3,4,4,3,0,0,-3,5,-1.4
3268,3302,3,3,4,1,1,3,2,-1,7,0.6
3269,3303,3,4,4,3,3,3,2,-1,3,-0.2
3270,3304,4,2,0,3,0,3,4,0,14,2.8
3271,3305,4,3,4,2,2,4,3,-1,7,0.6
3272,3306,4,3,3,4,4,3,3,-1,3,-0.2
3273,3307,2,2,3,3,4,3,0,-2,6,-0.4
3274,3308,4,2,3,3,4,4,4,0,4,0.8
3275,3309,4,4,4,4,4,4,4,0,0,0
3276,3310,3,3,3,2,2,3,3,0,2,0.4
3277,3311,4,4,4,4,4,4,4,0,0,0
3278,3312,2,0,3,2,3,2,1,-1,9,1
3279,3313,3,2,4,2,2,3,4,1,7,2.2
3280,3314,0,2,0,3,4,4,2,2,10,3.6
3281,3315,0,2,2,3,0,0,3,3,9,4.2
3282,3316,2,2,2,3,4,0,4,2,10,3.6
3283,3317,3,3,3,3,3,2,4,1,3,1.4
3284,3318,3,3,3,4,3,4,4,1,3,1.4
3285,3319,4,4,4,4,4,4,4,0,0,0
3286,3320,1,0,3,1,2,1,2,1,9,2.6
3287,3321,2,3,3,4,4,4,4,2,2,2
3288,3322,2,3,0,3,3,4,3,1,9,2.6
3289,3323,0,1,0,2,3,4,2,2,8,3.2
3290,3324,0,0,0,1,0,2,3,3,5,3.4
3291,3325,4,4,3,3,3,3,3,-1,1,-0.6
3292,3326,2,3,3,2,3,3,1,-1,5,0.2
3293,3327,4,4,4,4,4,4,4,0,0,0
3294,3328,0,1,2,2,4,1,1,1,7,2.2
3295,3329,0,3,3,2,3,3,3,3,5,3.4
3296,3330,0,0,3,3,2,2,3,3,5,3.4
3297,3331,4,4,3,3,2,3,3,-1,3,-0.2
3298,3332,2,4,4,3,3,4,4,2,4,2.4
3299,3333,0,2,0,3,1,0,1,1,11,3
3300,3334,0,4,0,2,2,2,3,3,11,4.6
3301,3335,4,4,4,4,4,4,3,-1,1,-0.6
3302,3336,0,2,3,3,4,4,4,4,4,4
3303,3337,3,0,4,3,3,3,2,-1,9,1
3304,3338,0,0,0,1,0,0,0,0,2,0.4
3305,3339,0,0,0,0,0,0,0,0,0,0
3306,3340,4,4,4,3,4,3,4,0,4,0.8
3307,3341,2,4,2,2,2,2,2,0,4,0.8
3308,3342,3,4,4,4,3,3,4,1,3,1.4
3309,3343,3,3,3,4,3,3,3,0,2,0.4
3310,3344,0,2,0,3,4,3,3,3,9,4.2
3311,3345,4,2,4,3,4,4,4,0,6,1.2
3312,3346,0,3,3,4,3,4,4,4,6,4.4
3313,3347,2,2,4,3,4,4,3,1,5,1.8
3314,3348,3,4,3,2,2,3,3,0,4,0.8
3315,3349,2,1,0,1,2,2,3,1,5,1.8
3316,3350,2,3,4,2,4,3,3,1,7,2.2
3317,3351,4,3,4,4,4,4,4,0,2,0.4
3318,3352,2,2,2,4,4,4,2,0,4,0.8
3319,3353,0,0,0,0,0,0,0,0,0,0
3320,3354,3,3,4,4,4,4,4,1,1,1
3321,3355,2,4,4,4,4,4,4,2,2,2
3322,3356,3,4,2,4,3,4,3,0,8,1.6
3323,3357,0,0,2,2,1,0,2,2,6,2.8
3324,3358,3,0,0,0,3,3,2,-1,7,0.6
3325,3359,4,3,3,4,3,4,4,0,4,0.8
3326,3360,3,2,4,3,3,3,4,1,5,1.8
3327,3361,4,3,3,3,3,3,3,-1,1,-0.6
3328,3362,4,4,4,3,3,3,3,-1,1,-0.6
3329,3363,0,0,0,2,2,3,2,2,4,2.4
3330,3364,2,3,3,3,3,4,3,1,3,1.4
3331,3365,3,3,4,4,4,4,4,1,1,1
3332,3366,2,3,0,2,3,0,3,1,13,3.4
3333,3367,2,1,2,2,3,4,3,1,5,1.8
3334,3368,0,0,0,2,2,0,2,2,6,2.8
3335,3369,4,3,3,4,4,4,4,0,2,0.4
3336,3370,4,2,1,2,2,3,3,-1,5,0.2
3337,3371,4,0,4,0,3,3,4,0,16,3.2
3338,3372,3,2,4,1,2,3,3,0,8,1.6
3339,3373,3,4,4,3,4,2,2,-1,5,0.2
3340,3374,2,2,0,1,2,2,2,0,4,0.8
3341,3375,0,2,3,2,2,2,2,2,4,2.4
3342,3376,3,3,3,3,3,3,3,0,0,0
3343,3377,3,3,2,4,3,4,4,1,5,1.8
3344,3378,4,2,0,1,3,3,0,-4,10,-1.2
3345,3379,3,3,3,3,3,3,2,-1,1,-0.6
3346,3380,1,4,0,2,3,3,1,0,12,2.4
3347,3381,3,2,3,3,3,3,4,1,3,1.4
3348,3382,3,3,4,3,3,1,2,-1,5,0.2
3349,3383,3,3,4,2,4,4,4,1,5,1.8
3350,3384,0,0,0,2,1,0,2,2,6,2.8
3351,3385,3,3,3,4,1,1,2,-1,5,0.2
3352,3386,4,2,3,3,4,4,3,-1,5,0.2
3353,3387,0,2,0,0,2,3,3,3,7,3.8
3354,3388,3,4,1,2,3,2,3,0,8,1.6
3355,3389,4,4,3,3,4,4,4,0,2,0.4
3356,3390,3,3,3,3,3,3,4,1,1,1
3357,3391,3,4,3,3,3,4,4,1,3,1.4
3358,3392,3,2,2,2,3,4,3,0,4,0.8
3359,3393,4,0,0,0,0,3,2,-2,8,0
3360,3394,0,0,0,3,2,0,2,2,8,3.2
3361,3395,3,1,2,3,3,2,3,0,6,1.2
3362,3396,3,4,3,3,4,4,3,0,4,0.8
3363,3397,3,3,4,3,3,3,3,0,2,0.4
3364,3398,0,0,0,3,0,0,0,0,6,1.2
3365,3399,4,4,4,3,4,4,4,0,2,0.4
3366,3400,3,4,4,4,4,4,4,1,1,1
3367,3401,3,3,3,3,2,2,3,0,2,0.4
3368,3402,2,2,3,2,2,2,2,0,2,0.4
3369,3403,2,2,0,0,0,1,4,2,6,2.8
3370,3404,0,3,4,4,2,3,4,4,8,4.8
3371,3405,2,3,2,3,2,4,3,1,7,2.2
3372,3406,3,4,3,3,4,3,3,0,4,0.8
3373,3407,4,4,4,4,4,4,4,0,0,0
3374,3408,3,2,3,3,3,4,3,0,4,0.8
3375,3409,4,4,4,4,4,4,4,0,0,0
3376,3410,0,0,0,0,2,0,0,0,4,0.8
3377,3411,3,0,3,4,3,4,4,1,9,2.6
3378,3412,4,4,4,4,4,4,4,0,0,0
3379,3413,0,4,4,0,0,0,3,3,11,4.6
3380,3414,3,3,2,3,3,3,3,0,2,0.4
3381,3415,0,2,2,3,3,3,3,3,3,3
3382,3416,4,4,4,4,4,4,4,0,0,0
3383,3417,0,0,2,0,0,2,2,2,6,2.8
3384,3418,2,3,0,0,4,2,3,1,11,3
3385,3419,4,3,4,2,2,3,4,0,6,1.2
3386,3420,0,0,0,0,0,0,2,2,2,2
3387,3421,3,2,3,4,3,4,3,0,6,1.2
3388,3422,0,0,0,2,2,3,1,1,5,1.8
3389,3423,0,0,0,4,2,2,2,2,6,2.8
3390,3424,1,2,2,2,2,2,3,2,2,2
3391,3425,0,3,2,4,1,4,1,1,15,3.8
3392,3426,0,1,0,0,0,0,0,0,2,0.4
3393,3427,2,4,1,3,4,3,4,2,10,3.6
3394,3428,3,3,4,4,3,4,3,0,4,0.8
3395,3429,2,3,2,2,0,1,3,1,7,2.2
3396,3431,2,2,0,2,3,2,2,0,6,1.2
3397,3432,2,3,3,2,4,3,2,0,6,1.2
3398,3433,0,2,1,3,4,2,2,2,8,3.2
3399,3434,3,3,4,2,2,3,3,0,4,0.8
3400,3435,4,3,4,4,3,3,4,0,4,0.8
3401,3436,2,0,0,2,3,2,3,1,7,2.2
3402,3437,3,3,4,3,2,2,2,-1,3,-0.2
3403,3438,4,3,3,3,2,4,4,0,4,0.8
3404,3439,4,4,3,4,1,3,2,-2,8,0
3405,3440,2,0,2,2,3,3,3,1,5,1.8
3406,3441,2,2,3,3,2,3,2,0,4,0.8
3407,3442,4,4,4,3,4,4,3,-1,3,-0.2
3408,3443,3,4,4,3,3,4,3,0,4,0.8
3409,3444,0,2,4,3,1,2,3,3,9,4.2
3410,3445,1,0,2,2,2,3,3,2,4,2.4
3411,3446,2,2,2,4,3,3,3,1,3,1.4
3412,3447,4,4,4,2,3,3,3,-1,3,-0.2
3413,3448,2,3,4,3,4,4,4,2,4,2.4
3414,3450,4,4,4,4,4,4,4,0,0,0
3415,3451,4,4,4,4,4,4,4,0,0,0
3416,3452,4,4,3,3,3,4,4,0,2,0.4
3417,3453,3,4,0,2,1,1,0,-3,9,-0.6
3418,3454,3,3,4,3,3,3,2,-1,3,-0.2
3419,3455,3,3,3,3,3,3,3,0,0,0
3420,3456,0,2,3,3,4,3,4,4,6,4.4
3421,3457,3,3,2,3,3,3,3,0,2,0.4
3422,3458,3,2,4,4,2,2,3,0,6,1.2
3423,3459,4,4,4,4,4,4,4,0,0,0
3424,3460,4,0,3,3,3,4,4,0,8,1.6
3425,3461,0,4,3,2,0,0,0,0,8,1.6
3426,3462,3,3,4,4,4,4,0,-3,5,-1.4
3427,3463,0,4,2,2,2,2,3,3,7,3.8
3428,3464,2,2,0,2,3,3,4,2,6,2.8
3429,3465,0,3,3,0,0,0,3,3,9,4.2
3430,3466,4,4,4,4,4,4,4,0,0,0
3431,3467,3,4,4,3,4,4,4,1,3,1.4
3432,3468,1,2,2,1,2,2,2,1,3,1.4
3433,3469,2,0,0,4,2,1,0,-2,10,0.4
3434,3470,3,2,1,4,0,3,3,0,12,2.4
3435,3471,4,3,3,4,3,4,4,0,4,0.8
3436,3472,4,4,3,4,4,3,2,-2,4,-0.8
3437,3473,0,3,0,0,3,4,2,2,12,4
3438,3474,0,1,0,2,1,2,2,2,6,2.8
3439,3475,1,2,3,2,0,0,0,-1,5,0.2
3440,3476,4,3,4,2,4,4,4,0,6,1.2
3441,3477,0,0,0,0,0,0,0,0,0,0
3442,3478,4,0,4,1,2,2,3,-1,13,1.8
3443,3479,2,0,0,0,0,1,0,-2,4,-0.8
3444,3480,3,2,2,4,3,4,3,0,6,1.2
3445,3481,0,0,0,3,0,0,0,0,6,1.2
3446,3482,0,2,2,0,1,3,2,2,8,3.2
3447,3483,3,3,4,4,4,2,3,0,4,0.8
3448,3484,2,2,2,2,3,2,2,0,2,0.4
3449,3485,0,3,0,1,0,0,0,0,8,1.6
3450,3486,2,0,3,1,3,1,3,1,13,3.4
3451,3487,4,0,3,4,4,4,4,0,8,1.6
3452,3488,0,0,0,3,2,3,2,2,6,2.8
3453,3489,3,2,0,3,0,3,4,1,13,3.4
3454,3490,3,4,2,3,2,3,2,-1,7,0.6
3455,3491,4,4,4,4,0,3,1,-3,9,-0.6
3456,3492,3,4,2,3,3,4,4,1,5,1.8
3457,3493,2,1,4,2,1,3,3,1,9,2.6
3458,3494,0,0,0,2,0,0,2,2,6,2.8
3459,3495,0,2,0,0,2,0,2,2,10,3.6
3460,3496,4,3,3,3,3,0,3,-1,7,0.6
3461,3497,3,4,3,3,4,4,2,-1,5,0.2
3462,3498,0,0,0,0,1,3,0,0,6,1.2
3463,3499,0,0,0,0,2,1,2,2,4,2.4
3464,3500,4,3,3,4,4,4,3,-1,3,-0.2
3465,3501,0,1,0,4,2,0,2,2,12,4
3466,3502,0,4,4,4,2,3,3,3,7,3.8
3467,3503,2,0,0,1,2,3,3,1,5,1.8
3468,3504,4,4,4,4,4,4,4,0,0,0
3469,3505,4,4,4,4,4,4,4,0,0,0
3470,3506,4,4,4,4,4,4,3,-1,1,-0.6
3471,3507,0,0,2,2,0,0,0,0,4,0.8
3472,3508,0,3,0,1,0,2,2,2,10,3.6
3473,3509,4,4,3,3,3,2,1,-3,3,-1.8
3474,3510,2,3,2,4,4,4,4,2,4,2.4
3475,3511,3,4,3,4,3,3,4,1,5,1.8
3476,3512,2,3,3,3,3,2,1,-1,3,-0.2
3477,3513,0,1,3,2,2,4,3,3,7,3.8
3478,3514,3,4,4,4,4,3,3,0,2,0.4
3479,3515,0,0,0,0,0,0,0,0,0,0
3480,3516,2,1,2,4,4,3,3,1,5,1.8
3481,3517,4,0,0,2,0,0,4,0,12,2.4
3482,3518,4,4,4,4,4,4,4,0,0,0
3483,3519,3,2,2,3,2,3,3,0,4,0.8
3484,3520,0,0,0,0,0,0,0,0,0,0
3485,3521,0,0,0,0,0,0,0,0,0,0
3486,3522,0,4,0,3,0,2,2,2,16,4.8
3487,3523,0,0,0,0,0,2,2,2,2,2
3488,3524,0,3,0,0,0,0,0,0,6,1.2
3489,3525,4,3,2,4,2,4,4,0,8,1.6
3490,3526,3,3,4,4,4,4,4,1,1,1
3491,3527,3,0,0,3,3,3,3,0,6,1.2
3492,3528,0,0,3,0,2,0,3,3,13,5
3493,3529,2,0,2,0,2,0,2,0,12,2.4
3494,3530,4,4,4,4,4,4,4,0,0,0
3495,3531,3,3,3,3,3,4,3,0,2,0.4
3496,3532,2,2,2,3,3,4,4,2,2,2
3497,3533,0,0,0,0,0,0,0,0,0,0
3498,3534,4,3,0,4,4,3,4,0,10,2
3499,3535,3,0,4,3,4,4,4,1,9,2.6
3500,3536,3,3,4,4,4,4,4,1,1,1
3501,3537,4,4,4,4,4,3,3,-1,1,-0.6
3502,3538,0,3,3,2,1,2,2,2,6,2.8
3503,3539,2,3,1,2,1,3,2,0,8,1.6
3504,3540,3,1,0,3,3,1,2,-1,9,1
3505,3541,3,4,3,3,3,3,3,0,2,0.4
3506,3543,3,3,4,4,4,4,2,-1,3,-0.2
3507,3544,2,2,3,2,2,2,2,0,2,0.4
3508,3545,3,3,3,4,4,4,2,-1,3,-0.2
3509,3546,3,0,2,0,4,0,0,-3,15,0.6
3510,3547,0,0,0,0,0,0,0,0,0,0
3511,3548,2,2,3,1,3,3,4,2,6,2.8
3512,3549,0,0,0,0,0,0,0,0,0,0
3513,3550,3,3,3,3,3,2,0,-3,3,-1.8
3514,3551,2,3,3,4,4,4,2,0,4,0.8
3515,3552,3,3,3,3,4,4,4,1,1,1
3516,3553,0,0,4,4,4,4,4,4,4,4
3517,3554,0,4,0,0,4,4,4,4,12,5.6
3518,3555,4,4,4,3,3,2,2,-2,2,-1.2
3519,3556,0,2,3,2,0,2,3,3,9,4.2
3520,3557,0,2,3,3,2,3,2,2,6,2.8
3521,3558,4,3,2,0,2,3,1,-3,9,-0.6
3522,3559,3,0,0,4,3,2,4,1,11,3
3523,3560,1,2,2,2,4,2,0,-1,7,0.6
3524,3561,0,0,0,2,3,2,3,3,5,3.4
3525,3562,4,4,4,4,3,4,3,-1,3,-0.2
3526,3563,3,0,2,1,0,3,2,-1,11,1.4
3527,3564,2,3,0,3,3,4,3,1,9,2.6
3528,3565,4,3,0,3,3,3,4,0,8,1.6
3529,3566,4,4,4,4,4,4,3,-1,1,-0.6
3530,3567,0,1,0,2,2,3,1,1,7,2.2
3531,3568,2,0,2,3,3,3,2,0,6,1.2
3532,3569,2,3,2,2,3,3,4,2,4,2.4
3533,3570,0,0,0,0,0,0,0,0,0,0
3534,3571,3,0,0,2,4,3,3,0,8,1.6
