,고객번호,레저취미_총구매액1,레저취미_총구매액2,레저취미_총구매액3,레저취미_총구매액4,레저취미_총구매액5,레저취미_총구매액6,레저취미_총구매액7,레저취미_총구매액8,레저취미_총구매횟수1,레저취미_총구매횟수2,레저취미_총구매횟수3,레저취미_총구매횟수4,레저취미_총구매횟수5,레저취미_총구매횟수6,레저취미_총구매횟수7,레저취미_총구매횟수8
1870,1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,1893,0.0,0.0,0.0,1224.0,11429.0,42035.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0
1872,1894,144657.0,105481.0,968809.0,583716.0,208947.0,743401.0,1141871.0,54160.0,3.0,1.0,6.0,5.0,3.0,5.0,9.0,1.0
1873,1895,696711.0,6312460.0,1716428.0,4651085.0,0.0,860875.0,0.0,1560928.0,3.0,28.0,10.0,15.0,0.0,3.0,0.0,9.0
1874,1896,0.0,137002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,1897,0.0,0.0,2599.0,4248.0,9912.0,6316.0,11645.0,4867.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0
1876,1898,241192.0,0.0,270973.0,919410.0,0.0,327064.0,788270.0,838928.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,5.0
1877,1899,0.0,0.0,0.0,0.0,3641.0,0.0,2252.0,57010.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1878,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,1901,0.0,0.0,596314.0,334337.0,1031695.0,252171.0,311571.0,567337.0,0.0,0.0,4.0,2.0,2.0,2.0,4.0,4.0
1880,1902,4920.0,0.0,0.0,0.0,0.0,0.0,0.0,239551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1881,1903,28538.0,0.0,0.0,0.0,0.0,0.0,0.0,64447.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1882,1904,0.0,47074.0,357696.0,86821.0,25527.0,92220.0,0.0,55027.0,0.0,3.0,5.0,4.0,4.0,6.0,0.0,3.0
1883,1905,0.0,0.0,0.0,0.0,0.0,56942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1884,1906,0.0,0.0,48198.0,47091.0,50669.0,0.0,18921.0,7436.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
1885,1907,19120528.0,15719683.0,12519840.0,10043037.0,896204.0,1925773.0,1750610.0,1664208.0,28.0,20.0,19.0,18.0,1.0,6.0,4.0,1.0
1886,1908,3247.0,419203.0,188113.0,70060.0,244242.0,549072.0,1554.0,186647.0,1.0,4.0,3.0,1.0,2.0,6.0,1.0,3.0
1887,1909,155283.0,171303.0,72704.0,0.0,44996.0,126933.0,224942.0,70132.0,4.0,4.0,3.0,0.0,2.0,1.0,5.0,6.0
1888,1910,0.0,9168.0,0.0,16460.0,10114.0,33843.0,17670.0,1570.0,0.0,1.0,0.0,2.0,2.0,3.0,5.0,1.0
1889,1911,778092.0,512467.0,101683.0,204860.0,162019.0,1239840.0,795343.0,881430.0,9.0,6.0,1.0,2.0,1.0,5.0,6.0,4.0
1890,1912,0.0,34735.0,45079.0,15962.0,37420.0,10723.0,87732.0,1900.0,0.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
1891,1913,590826.0,0.0,255879.0,558973.0,25082.0,6434.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0
1892,1914,19681.0,31521.0,167946.0,0.0,16182.0,379608.0,1464.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0
1893,1915,14859.0,11846.0,0.0,1933.0,108216.0,0.0,1070.0,785.0,2.0,2.0,0.0,2.0,5.0,0.0,1.0,1.0
1894,1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1895,1917,0.0,29873.0,0.0,0.0,69784.0,43966.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
1896,1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,1919,0.0,0.0,0.0,14766.0,26194.0,0.0,20835.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
1898,1920,0.0,149723.0,0.0,322808.0,0.0,171146.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
1899,1921,57567.0,0.0,18981.0,0.0,7242.0,6004.0,80527.0,10908.0,1.0,0.0,1.0,0.0,3.0,4.0,8.0,6.0
1900,1922,4428.0,0.0,718050.0,0.0,0.0,475744.0,432551.0,155415.0,1.0,0.0,3.0,0.0,0.0,3.0,5.0,1.0
1901,1923,0.0,2598084.0,0.0,131429.0,0.0,0.0,0.0,1121221.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0
1902,1924,421127.0,308346.0,118280.0,203839.0,0.0,233342.0,290161.0,105453.0,3.0,2.0,1.0,2.0,0.0,5.0,2.0,3.0
1903,1925,0.0,0.0,0.0,46115.0,4662.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
1904,1926,0.0,0.0,1055715.0,0.0,0.0,295107.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
1905,1928,0.0,71076.0,35928.0,41282.0,319588.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
1906,1929,2374820.0,0.0,124493.0,0.0,0.0,0.0,39305.0,70197.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
1907,1930,119661.0,239753.0,264262.0,751505.0,261527.0,26895.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0
1908,1931,0.0,0.0,0.0,1197.0,0.0,21232.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1909,1932,0.0,626292.0,183311.0,3168268.0,0.0,499228.0,1026299.0,249854.0,0.0,1.0,5.0,11.0,0.0,3.0,2.0,2.0
1910,1933,0.0,0.0,0.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1911,1934,166404.0,2504964.0,1366390.0,0.0,0.0,753534.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0
1912,1935,9053.0,9579.0,3933.0,3370.0,11630.0,1823.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0
1913,1936,0.0,121550.0,0.0,225257.0,145726.0,20374.0,0.0,29744.0,0.0,4.0,0.0,4.0,5.0,1.0,0.0,2.0
1914,1937,0.0,386283.0,297366.0,122383.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
1915,1938,87581.0,197879.0,0.0,44253.0,0.0,62196.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
1916,1939,0.0,0.0,0.0,0.0,213679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1917,1940,25684.0,0.0,0.0,7264.0,0.0,0.0,22863.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1918,1941,526470.0,1644018.0,1508746.0,458583.0,22250.0,0.0,242443.0,0.0,4.0,7.0,6.0,2.0,1.0,0.0,1.0,0.0
1919,1942,1378.0,1442.0,0.0,0.0,1365.0,0.0,0.0,2230.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
1920,1943,77740.0,55522.0,89255.0,0.0,55523.0,0.0,0.0,22226.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
1921,1944,0.0,27606.0,2712.0,82032.0,144927.0,112274.0,300027.0,697758.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,7.0
1922,1945,123007.0,1404749.0,309680.0,485277.0,545121.0,874269.0,1900490.0,281003.0,1.0,5.0,1.0,1.0,3.0,3.0,10.0,1.0
1923,1946,17713.0,60766.0,14066.0,59595.0,127835.0,24139.0,17817.0,21714.0,4.0,3.0,4.0,3.0,6.0,5.0,3.0,5.0
1924,1947,180871.0,232697.0,142356.0,58355.0,422141.0,309478.0,182224.0,0.0,4.0,4.0,2.0,3.0,6.0,5.0,7.0,0.0
1925,1948,0.0,45993.0,163144.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1926,1949,0.0,0.0,0.0,0.0,0.0,69702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1927,1950,69179.0,0.0,0.0,4434.0,1315.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1928,1951,39363.0,8653.0,180769.0,105356.0,131050.0,43430.0,0.0,72710.0,3.0,1.0,2.0,3.0,8.0,2.0,0.0,3.0
1929,1952,0.0,367823.0,1073771.0,0.0,0.0,402128.0,214209.0,312649.0,0.0,2.0,6.0,0.0,0.0,1.0,2.0,3.0
1930,1953,19681.0,0.0,930398.0,0.0,0.0,0.0,165218.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
1931,1954,1200538.0,2331291.0,738398.0,945784.0,1792447.0,140584.0,622354.0,899608.0,2.0,9.0,2.0,3.0,4.0,1.0,3.0,4.0
1932,1955,0.0,0.0,0.0,0.0,0.0,36030.0,90885.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
1933,1956,0.0,0.0,0.0,10642.0,176987.0,0.0,0.0,167313.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1934,1957,155746.0,288424.0,293524.0,574749.0,0.0,521704.0,195581.0,38090.0,1.0,1.0,2.0,2.0,0.0,7.0,2.0,2.0
1935,1958,201339.0,150597.0,90158.0,12416.0,49355.0,122273.0,257104.0,501518.0,9.0,9.0,4.0,1.0,5.0,19.0,26.0,15.0
1936,1959,0.0,0.0,83945.0,0.0,29329.0,5244.0,47302.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
1937,1960,0.0,14421.0,6779.0,22171.0,0.0,0.0,22525.0,4131.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0
1938,1961,0.0,0.0,0.0,0.0,309566.0,0.0,32649.0,279748.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0
1939,1962,0.0,0.0,3389.0,0.0,0.0,3217.0,5159.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
1940,1963,0.0,0.0,318188.0,549475.0,0.0,1260826.0,130958.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0
1941,1964,0.0,0.0,0.0,7538.0,10114.0,23012.0,29383.0,66925.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0
1942,1965,0.0,466784.0,0.0,331499.0,0.0,518047.0,2078793.0,2041882.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,14.0
1943,1966,15744.0,27503.0,21353.0,0.0,0.0,0.0,16893.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
1944,1967,0.0,0.0,0.0,25718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1945,1968,0.0,0.0,0.0,274635.0,0.0,511507.0,90087.0,314053.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,4.0
1946,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,1970,0.0,0.0,0.0,0.0,24273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1948,1971,0.0,0.0,695984.0,0.0,0.0,316265.0,284958.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0
1949,1972,8856.0,125156.0,83380.0,0.0,0.0,131898.0,0.0,128067.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0
1950,1973,175359.0,0.0,0.0,13125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1951,1974,0.0,439435.0,110495.0,629512.0,1226966.0,33135.0,9911.0,0.0,0.0,2.0,1.0,3.0,6.0,3.0,1.0,0.0
1952,1975,0.0,0.0,0.0,0.0,0.0,128681.0,396534.0,31397.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
1953,1976,299153.0,909113.0,0.0,0.0,743651.0,1594356.0,0.0,138146.0,2.0,4.0,0.0,0.0,3.0,5.0,0.0,2.0
1954,1977,0.0,74733.0,0.0,22171.0,5562.0,103803.0,58563.0,86260.0,0.0,3.0,0.0,1.0,3.0,6.0,3.0,4.0
1955,1978,0.0,2060.0,0.0,1685.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1956,1979,0.0,0.0,144616.0,26339.0,0.0,0.0,0.0,48748.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1957,1980,197008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,1981,0.0,242688.0,400778.0,1088033.0,0.0,526476.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,3.0,0.0,0.0
1959,1982,15155.0,292236.0,44514.0,205923.0,0.0,1858633.0,1222183.0,271832.0,3.0,4.0,4.0,1.0,0.0,8.0,3.0,2.0
1960,1983,2923.0,0.0,0.0,37247.0,0.0,0.0,18357.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1961,1984,0.0,308532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,1985,0.0,648871.0,376995.0,123873.0,0.0,430436.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,6.0,0.0,0.0
1963,1986,87581.0,0.0,0.0,0.0,0.0,14477.0,107555.0,65356.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
1964,1987,7872.0,0.0,0.0,274742.0,0.0,15935.0,5507.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
1965,1988,667859.0,814376.0,168082.0,403794.0,57395.0,162277.0,0.0,401569.0,1.0,5.0,1.0,4.0,4.0,1.0,0.0,3.0
1966,1989,162664.0,339176.0,665671.0,2262017.0,157700.0,99459.0,1798960.0,443632.0,3.0,3.0,5.0,4.0,3.0,3.0,13.0,5.0
1967,1990,0.0,0.0,0.0,0.0,0.0,1946942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1968,1991,216492.0,195716.0,0.0,82476.0,2114.0,36556.0,123885.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
1969,1992,83015.0,130934.0,813575.0,1359980.0,1875522.0,1667929.0,0.0,4089611.0,1.0,2.0,2.0,4.0,4.0,8.0,0.0,5.0
1970,1993,0.0,0.0,101965.0,220024.0,171020.0,0.0,633391.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
1971,1994,0.0,1030.0,0.0,16850.0,23767.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1972,1995,0.0,0.0,10055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1973,1996,58650.0,102288.0,61799.0,1756.0,0.0,36460.0,676.0,0.0,2.0,3.0,6.0,1.0,0.0,1.0,1.0,0.0
1974,1997,470181.0,110220.0,0.0,94715.0,217137.0,67172.0,16105.0,14046.0,6.0,2.0,0.0,3.0,4.0,4.0,2.0,1.0
1975,1998,0.0,6180.0,30505.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1976,1999,235976.0,0.0,0.0,397569.0,21238.0,0.0,0.0,52879.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
1977,2000,6397.0,5871.0,0.0,4248.0,0.0,11614.0,6408.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0
1978,2001,0.0,13288.0,0.0,0.0,0.0,140155.0,706146.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,0.0
1979,2002,434165.0,0.0,0.0,500885.0,678419.0,911736.0,733346.0,599021.0,3.0,0.0,0.0,13.0,9.0,13.0,10.0,13.0
1980,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,2004,0.0,0.0,0.0,17736.0,0.0,0.0,37053.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1982,2005,6888.0,92687.0,368318.0,131252.0,47283.0,9651.0,167246.0,52879.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0
1983,2006,1255064.0,320398.0,1675507.0,113497.0,692699.0,236644.0,1942069.0,1969585.0,5.0,2.0,6.0,1.0,4.0,2.0,4.0,5.0
1984,2007,2565719.0,2663556.0,1438968.0,5688554.0,5303089.0,3049620.0,1729076.0,2846388.0,14.0,10.0,5.0,17.0,12.0,9.0,7.0,12.0
1985,2008,253089.0,1315657.0,1727805.0,583981.0,39038.0,5575154.0,12952.0,7439403.0,1.0,6.0,4.0,3.0,3.0,4.0,1.0,9.0
1986,2009,621303.0,0.0,17173.0,1330.0,0.0,0.0,292089.0,132776.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0
1987,2010,421806.0,20550.0,100553.0,324023.0,0.0,1819783.0,305140.0,84772.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0
1988,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1989,2012,0.0,0.0,0.0,0.0,0.0,9544.0,552337.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
1990,2013,494586.0,164402.0,564226.0,1850721.0,211374.0,3211928.0,2821881.0,61142.0,3.0,2.0,5.0,9.0,1.0,9.0,7.0,1.0
1991,2014,0.0,28843.0,0.0,0.0,169301.0,24449.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0
1992,2015,0.0,0.0,82476.0,0.0,28925.0,260579.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
1993,2016,596141.0,1614341.0,602074.0,189073.0,1007402.0,114526.0,250855.0,705508.0,7.0,4.0,4.0,3.0,7.0,2.0,3.0,5.0
1994,2017,0.0,0.0,52593.0,13746.0,31352.0,27452.0,9911.0,38991.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0
1995,2018,283015.0,0.0,0.0,286617.0,0.0,1287.0,284081.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
1996,2020,1378.0,13669.0,50728.0,13028.0,0.0,6423.0,5395.0,37118.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0
1997,2021,55107.0,0.0,0.0,15964.0,0.0,339718.0,425715.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1998,2022,0.0,58715.0,119759.0,102873.0,76863.0,206962.0,108343.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0
1999,2023,1452111.0,885050.0,664803.0,219031.0,753663.0,672101.0,776782.0,0.0,9.0,6.0,5.0,4.0,6.0,6.0,7.0,0.0
2000,2024,0.0,0.0,0.0,0.0,0.0,131415.0,0.0,630337.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2001,2025,0.0,0.0,0.0,11352.0,0.0,858730.0,1376366.0,1983.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0
2002,2026,385159.0,153483.0,334423.0,105357.0,100124.0,41821.0,4730.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0
2003,2027,4910.0,196911.0,628399.0,0.0,0.0,7378.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2004,2028,0.0,40791.0,0.0,12655.0,30643.0,7506.0,27976.0,43335.0,0.0,1.0,0.0,1.0,4.0,1.0,5.0,7.0
2005,2029,0.0,0.0,0.0,0.0,0.0,135544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,2030,19779.0,226723.0,56490.0,1330.0,27104.0,30026.0,103614.0,125109.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0
2007,2031,0.0,3090.0,2260.0,0.0,0.0,19721.0,0.0,21978.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0
2008,2032,0.0,15451.0,22596.0,11972.0,3034.0,17672.0,0.0,8262.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
2009,2033,0.0,0.0,0.0,0.0,0.0,0.0,8672.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2010,2034,469493.0,0.0,0.0,0.0,0.0,72919.0,0.0,5577.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2011,2035,0.0,0.0,0.0,84950.0,953629.0,301929.0,152446.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,0.0
2012,2036,1599543.0,746730.0,549990.0,1893927.0,770997.0,404058.0,166874.0,326859.0,8.0,7.0,2.0,8.0,5.0,2.0,2.0,3.0
2013,2037,0.0,904209.0,0.0,571043.0,11085.0,1343354.0,0.0,700195.0,0.0,5.0,0.0,2.0,2.0,4.0,0.0,4.0
2014,2038,385750.0,0.0,0.0,208939.0,0.0,0.0,244155.0,464817.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
2015,2039,49203.0,99919.0,64399.0,0.0,0.0,105089.0,159924.0,24622.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0
2016,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2041,0.0,39143.0,100327.0,27580.0,0.0,1609.0,24146.0,20491.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0
2018,2042,48219.0,135456.0,0.0,0.0,0.0,63268.0,5507.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
2019,2043,9841.0,19469.0,0.0,0.0,0.0,4826.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2045,0.0,37186.0,65302.0,172046.0,276809.0,0.0,55185.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,0.0
2022,2046,172574.0,2554697.0,3005504.0,1530624.0,1767174.0,3742029.0,3406640.0,1822392.0,2.0,11.0,12.0,9.0,7.0,16.0,17.0,7.0
2023,2047,0.0,0.0,87673.0,246540.0,0.0,0.0,0.0,1529.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2024,2048,0.0,0.0,84170.0,0.0,0.0,10723.0,15542.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
2025,2049,0.0,1246404.0,2175333.0,773676.0,0.0,0.0,2793.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0
2026,2050,0.0,580969.0,417577.0,3276026.0,514679.0,965913.0,393730.0,104189.0,0.0,4.0,1.0,11.0,6.0,7.0,1.0,3.0
2027,2051,108718.0,2759300.0,18484.0,7783177.0,2139839.0,2307141.0,1581700.0,4867160.0,1.0,18.0,1.0,27.0,8.0,5.0,6.0,6.0
2028,2052,0.0,165380.0,284034.0,110198.0,0.0,238703.0,135147.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0
2029,2053,205668.0,0.0,22596.0,0.0,11125.0,124714.0,0.0,1074.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0
2030,2054,22633.0,317648.0,0.0,0.0,0.0,2033790.0,13515.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0
2031,2055,6888.0,84467.0,6779.0,29708.0,9102.0,83642.0,122759.0,165248.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0
2032,2056,0.0,0.0,111851.0,0.0,486099.0,0.0,137963.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0
2033,2057,582049.0,118666.0,200315.0,1057072.0,549794.0,418662.0,101158.0,87003.0,3.0,2.0,2.0,10.0,3.0,5.0,2.0,1.0
2034,2058,76166.0,0.0,1688679.0,29975.0,49050.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0
2035,2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,2060,0.0,0.0,0.0,195627.0,0.0,202822.0,191673.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
2037,2061,175162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,2062,91704.0,242503.0,0.0,52323.0,2731.0,67150.0,0.0,18301.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,4.0
2039,2063,0.0,0.0,11750.0,13569.0,0.0,56941.0,0.0,33050.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0
2040,2064,1544869.0,3900679.0,1744571.0,3963625.0,2607966.0,7425743.0,4150459.0,4249290.0,4.0,10.0,6.0,8.0,5.0,14.0,8.0,13.0
2041,2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,2066,22830.0,0.0,0.0,8868.0,29329.0,6413.0,5395.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
2043,2067,0.0,0.0,0.0,0.0,44601.0,0.0,49667.0,103362.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2044,2068,105295.0,0.0,32764.0,0.0,121363.0,164068.0,435850.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
2045,2069,48219.0,99918.0,256241.0,11352.0,120149.0,7292.0,9967.0,49244.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0
2046,2070,400313.0,412178.0,2192823.0,1296704.0,405251.0,733587.0,224210.0,581671.0,3.0,3.0,10.0,4.0,2.0,6.0,2.0,4.0
2047,2071,1463921.0,402393.0,1727714.0,1067981.0,0.0,405495.0,1079197.0,1027477.0,10.0,4.0,9.0,3.0,0.0,4.0,3.0,6.0
2048,2072,67900.0,90596.0,65528.0,79726.0,85855.0,33124.0,8898.0,3718.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0
2049,2073,105295.0,328340.0,199524.0,137157.0,126418.0,221535.0,951316.0,145500.0,3.0,15.0,8.0,14.0,9.0,16.0,18.0,10.0
2050,2074,180230.0,50474.0,1281124.0,749952.0,550168.0,168894.0,1246848.0,1403447.0,2.0,1.0,6.0,6.0,5.0,2.0,6.0,3.0
2051,2075,7282.0,526673.0,151496.0,18348.0,7636.0,5362.0,0.0,1776.0,2.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0
2052,2076,40346.0,182326.0,0.0,0.0,0.0,7721.0,96011.0,29579.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0
