,고객번호,전자제품_총구매액1,전자제품_총구매액2,전자제품_총구매액3,전자제품_총구매액4,전자제품_총구매액5,전자제품_총구매액6,전자제품_총구매액7,전자제품_총구매액8,전자제품_총구매횟수1,전자제품_총구매횟수2,전자제품_총구매횟수3,전자제품_총구매횟수4,전자제품_총구매횟수5,전자제품_총구매횟수6,전자제품_총구매횟수7,전자제품_총구매횟수8
2936,2969,115134.0,0.0,0.0,0.0,0.0,81498.0,24890.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2937,2970,1863801.0,2575216.0,232176.0,167612.0,1637690.0,154417.0,0.0,2730549.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,5.0
2938,2971,0.0,15451.0,219183.0,0.0,133702.0,35387.0,58001.0,328842.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,4.0
2939,2972,0.0,0.0,0.0,0.0,70087.0,126536.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2940,2973,109230.0,0.0,0.0,6534031.0,0.0,167071.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0
2941,2974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2942,2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2943,2976,0.0,0.0,482428.0,0.0,0.0,6553073.0,382468.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0
2944,2977,1382254.0,0.0,12315.0,39908.0,15170.0,16085.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2945,2978,23617.0,0.0,0.0,21284.0,13148.0,0.0,27029.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2946,2979,0.0,0.0,90215.0,215412.0,88595.0,88146.0,68700.0,191192.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0
2947,2980,0.0,0.0,0.0,13305.0,0.0,44395.0,3379.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0
2948,2981,39559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2949,2982,272583.0,0.0,0.0,0.0,0.0,57906.0,0.0,428322.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2950,2983,87581.0,0.0,258726.0,0.0,90011.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2951,2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,2985,46930.0,0.0,0.0,44253.0,0.0,8943.0,111497.0,9832.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2953,2986,155874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,2987,0.0,0.0,33894.0,0.0,0.0,0.0,77710.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2955,2988,1230069.0,0.0,0.0,0.0,0.0,0.0,0.0,176814.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2956,2989,0.0,0.0,7909.0,0.0,0.0,0.0,370530.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2957,2990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,2991,0.0,0.0,0.0,0.0,20834.0,31098.0,0.0,31149.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2959,2992,0.0,0.0,3442526.0,85137.0,1334192.0,0.0,248897.0,49987.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,2.0
2960,2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2961,2994,0.0,153483.0,200315.0,0.0,30745.0,0.0,1126308.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
2962,2995,0.0,0.0,0.0,70060.0,0.0,0.0,9911.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2963,2996,11574754.0,74321.0,3463338.0,334249.0,0.0,0.0,582147.0,0.0,5.0,1.0,6.0,4.0,0.0,0.0,3.0,0.0
2964,2997,342451.0,96828.0,314991.0,0.0,361055.0,0.0,492162.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
2965,2998,0.0,113722.0,722399.0,0.0,706938.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
2966,2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,3001,0.0,1427699.0,136029.0,0.0,1506922.0,0.0,506803.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0
2969,3002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,3003,0.0,0.0,0.0,0.0,737279.0,0.0,222993.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2971,3004,0.0,0.0,30392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2972,3005,0.0,0.0,0.0,52323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2973,3006,1230069.0,0.0,0.0,0.0,0.0,0.0,0.0,32223.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2974,3007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,3009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,3010,0.0,0.0,0.0,92009.0,0.0,0.0,78836.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
2978,3011,16729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2979,3012,11710.0,0.0,92418.0,31659.0,0.0,41821.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0
2980,3013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,3014,0.0,52534.0,0.0,33700.0,0.0,0.0,32661.0,67338.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2982,3015,59044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2983,3016,0.0,87557.0,0.0,175770.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2984,3017,0.0,17511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2985,3018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2986,3019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2987,3020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,3021,0.0,0.0,123262.0,127528.0,111047.0,64769.0,56875.0,27018.0,0.0,0.0,4.0,4.0,2.0,3.0,3.0,2.0
2989,3022,0.0,0.0,0.0,0.0,4855.0,17050.0,0.0,17343.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2990,3023,12301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,3024,14761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,3025,23617.0,2140664.0,1064280.0,0.0,5490554.0,373175.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0
2993,3026,11809.0,0.0,0.0,0.0,0.0,0.0,2457995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2994,3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995,3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,3030,993896.0,368771.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,3031,25585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,3032,0.0,0.0,0.0,0.0,0.0,0.0,7433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000,3033,2889984.0,2438420.0,0.0,70858.0,0.0,2025544.0,8541769.0,689082.0,1.0,2.0,0.0,1.0,0.0,4.0,5.0,1.0
3001,3034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,3035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3003,3036,0.0,0.0,0.0,0.0,44500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3004,3037,312930.0,0.0,0.0,0.0,5057.0,0.0,5287194.0,123936.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
3005,3038,0.0,0.0,0.0,0.0,0.0,63268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3006,3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007,3040,65833.0,0.0,0.0,22082.0,0.0,0.0,26804.0,21069.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
3008,3041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3009,3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,3043,0.0,0.0,44966.0,334337.0,0.0,47183.0,637446.0,21482.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0
3011,3044,6396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,3045,0.0,0.0,0.0,0.0,0.0,10723.0,11262.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3013,3046,23617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,3047,1221213.0,0.0,0.0,0.0,5332196.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
3015,3048,0.0,0.0,1878306.0,0.0,0.0,0.0,43923.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3016,3049,0.0,0.0,0.0,0.0,809085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3017,3050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,3051,0.0,0.0,0.0,1436586.0,2590994.0,262723.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
3019,3052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3020,3053,0.0,0.0,0.0,74849.0,0.0,0.0,0.0,10658.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
3021,3054,123597.0,124671.0,0.0,1609386.0,137748.0,74711.0,91000.0,20160.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,1.0
3022,3055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3023,3056,0.0,176351.0,82476.0,114224.0,100124.0,1219251.0,0.0,28670.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0
3024,3057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025,3058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,3059,0.0,0.0,0.0,0.0,101136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3027,3060,198779.0,0.0,22031.0,0.0,0.0,555472.0,37166.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
3028,3061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,3062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,3063,0.0,0.0,14575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3031,3064,0.0,72106.0,169472.0,434550.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
3032,3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,3066,81677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,3067,0.0,50989.0,6722.0,0.0,0.0,22197.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3035,3068,2343036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,3069,66916.0,0.0,0.0,29266.0,0.0,139404.0,134021.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
3037,3070,0.0,10726020.0,178961.0,74937.0,101135.0,61230.0,159587.0,41725.0,0.0,8.0,5.0,3.0,3.0,2.0,3.0,1.0
3038,3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,3072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3040,3073,0.0,0.0,0.0,0.0,4349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3041,3074,0.0,0.0,34346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3042,3075,0.0,11228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,3076,0.0,14318.0,11863.0,3104.0,0.0,258649.0,3942.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
3044,3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,3078,0.0,0.0,6666.0,0.0,5967.0,0.0,8244.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
3046,3079,0.0,0.0,0.0,2624414.0,0.0,120102.0,55185.0,5007000.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0
3047,3080,0.0,0.0,46322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3048,3081,0.0,62732.0,0.0,0.0,0.0,0.0,43810.0,10080.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
3049,3082,97421.0,2004034.0,91515.0,97550.0,122375.0,248783.0,5432479.0,1739396.0,5.0,7.0,4.0,5.0,4.0,5.0,10.0,2.0
3050,3083,0.0,0.0,0.0,0.0,0.0,27881.0,22525.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3051,3084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052,3085,0.0,0.0,0.0,0.0,0.0,0.0,24777.0,73312.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3053,3086,3055492.0,287394.0,7517293.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
3054,3087,0.0,0.0,0.0,21994.0,0.0,0.0,0.0,7932.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3055,3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3057,3090,49636.0,0.0,0.0,0.0,134713.0,0.0,0.0,282573.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
3058,3091,0.0,1215502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,3092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,3093,47776.0,0.0,33047.0,33744.0,48495.0,49649.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
3061,3094,6396.0,11228.0,23726.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3062,3095,176146.0,0.0,1097269.0,3662012.0,65738.0,0.0,66898.0,337105.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0
3063,3096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,3097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,3098,97421.0,0.0,921924.0,0.0,0.0,1331419.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
3066,3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3067,3100,0.0,534615.0,133035.0,128547.0,261942.0,56105.0,10770577.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0
3068,3101,0.0,0.0,0.0,0.0,42476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3069,3102,0.0,0.0,25986.0,148988.0,201260.0,17157.0,1779464.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
3070,3103,0.0,61599.0,0.0,0.0,0.0,0.0,0.0,925386.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3071,3104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,3105,0.0,0.0,0.0,0.0,38431.0,1061617.0,0.0,5418136.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0
3073,3106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3074,3107,0.0,0.0,0.0,9667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3075,3108,15253.0,16790.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,3109,19681.0,0.0,143147.0,17648.0,0.0,0.0,46502.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
3077,3110,0.0,50990.0,33555.0,8780.0,21036.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
3078,3111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,3112,1120839.0,0.0,281322.0,0.0,672552.0,980120.0,4955408.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0
3080,3113,0.0,720061.0,36719.0,223084.0,240096.0,976152.0,21849.0,84359.0,0.0,2.0,1.0,5.0,3.0,2.0,2.0,8.0
3081,3114,215508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3082,3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,3116,0.0,9580.0,0.0,0.0,20227.0,0.0,11262.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3084,3117,0.0,265762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,3118,510725.0,51504.0,0.0,0.0,0.0,105090.0,0.0,9601708.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0
3086,3119,0.0,0.0,0.0,0.0,0.0,0.0,12389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3087,3120,0.0,0.0,23161.0,26516.0,0.0,19302.0,0.0,22308.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3088,3121,19484.0,10198.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,3122,0.0,0.0,43046.0,33744.0,39645.0,60673.0,11112388.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0
3090,3123,0.0,495988.0,0.0,50372.0,79592.0,86324.0,100122.0,20656.0,0.0,11.0,0.0,3.0,4.0,3.0,2.0,1.0
3091,3124,0.0,20396.0,0.0,0.0,0.0,16085.0,0.0,11567.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3092,3125,113067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,3127,0.0,0.0,7570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3095,3128,0.0,18542.0,0.0,0.0,0.0,0.0,0.0,37181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3096,3129,0.0,0.0,0.0,0.0,12035.0,0.0,0.0,9832.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3097,3130,7586378.0,0.0,0.0,105533.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3098,3131,54025.0,5933298.0,0.0,96665.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
3099,3132,98406.0,81377.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,3133,0.0,0.0,0.0,0.0,12035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3101,3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3102,3135,4323938.0,81377.0,3454954.0,1600030.0,0.0,1597788.0,1786199.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0
3103,3136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3104,3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3105,3138,343435.0,0.0,0.0,77953.0,0.0,0.0,0.0,13302.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
3106,3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3107,3140,1303873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3108,3141,363116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3109,3142,10726.0,0.0,56377.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3110,3143,0.0,0.0,55022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3111,3144,0.0,7200.0,15795.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3112,3145,0.0,0.0,0.0,0.0,0.0,0.0,33787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3113,3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,3147,0.0,0.0,55361.0,0.0,431849.0,0.0,704513.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
3115,3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,3149,40592.0,0.0,6286728.0,0.0,41718.0,48899.0,179183.0,4957.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0
3117,3150,0.0,0.0,55361.0,114402.0,35397.0,0.0,234256.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
3118,3151,10726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,3152,0.0,0.0,21466.0,8780.0,0.0,0.0,14528.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3120,3153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,3154,89303.0,94614.0,65247.0,58532.0,126268.0,67987.0,57662.0,58415.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
3122,3155,17615.0,0.0,0.0,69528.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3123,3156,0.0,10558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3124,3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,3158,0.0,91678.0,3181541.0,295316.0,23767.0,274412.0,68699.0,1490326.0,0.0,1.0,5.0,3.0,1.0,4.0,3.0,2.0
