,°í°´¹øÈ£,±âÈ£Ç°_ÃÑ±¸¸Å¾×1,±âÈ£Ç°_ÃÑ±¸¸Å¾×2,±âÈ£Ç°_ÃÑ±¸¸Å¾×3,±âÈ£Ç°_ÃÑ±¸¸Å¾×4,±âÈ£Ç°_ÃÑ±¸¸Å¾×5,±âÈ£Ç°_ÃÑ±¸¸Å¾×6,±âÈ£Ç°_ÃÑ±¸¸Å¾×7,±âÈ£Ç°_ÃÑ±¸¸Å¾×8,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö1,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö2,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö3,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö4,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö5,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö6,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö7,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö8
3942,3981,43102.0,38319.0,65687.0,25115.0,47393.0,0.0,41354.0,71313.0,6.0,5.0,8.0,2.0,5.0,0.0,5.0,4.0
3943,3982,14269.0,9672.0,15074.0,12992.0,11479.0,8525.0,24551.0,14030.0,6.0,5.0,7.0,5.0,5.0,3.0,9.0,7.0
3944,3983,43102.0,39246.0,108462.0,138968.0,117145.0,36074.0,75368.0,49904.0,1.0,2.0,5.0,3.0,6.0,9.0,5.0,3.0
3945,3984,86835.0,76392.0,71380.0,45504.0,151814.0,54035.0,53609.0,8262.0,8.0,6.0,6.0,5.0,11.0,6.0,3.0,1.0
3946,3985,441696.0,358211.0,311584.0,419113.0,469720.0,487180.0,651082.0,368544.0,53.0,35.0,41.0,56.0,45.0,44.0,81.0,55.0
3947,3987,18500.0,81820.0,91459.0,130871.0,39341.0,59385.0,4392.0,13798.0,1.0,7.0,3.0,11.0,3.0,4.0,1.0,1.0
3948,3988,55007.0,55819.0,78702.0,133769.0,85389.0,108092.0,108997.0,30051.0,6.0,10.0,6.0,13.0,13.0,13.0,20.0,6.0
3949,3989,21944.0,0.0,53779.0,20432.0,63645.0,19453.0,52538.0,58381.0,1.0,0.0,1.0,2.0,5.0,2.0,8.0,12.0
3950,3990,32779.0,41235.0,61010.0,37202.0,40484.0,19945.0,30633.0,12748.0,3.0,5.0,5.0,5.0,8.0,2.0,3.0,3.0
3951,3991,56535.0,29460.0,8632.0,15750.0,39868.0,8364.0,50556.0,55175.0,12.0,6.0,4.0,4.0,5.0,2.0,10.0,13.0
3952,3992,89451.0,27277.0,16869.0,90041.0,125184.0,57832.0,7208.0,29249.0,12.0,6.0,4.0,10.0,11.0,8.0,1.0,5.0
3953,3993,4034.0,0.0,67957.0,0.0,28318.0,54152.0,86720.0,16855.0,2.0,0.0,5.0,0.0,2.0,6.0,1.0,3.0
3954,3994,48317.0,184386.0,141227.0,53742.0,16384.0,4268.0,10068.0,4957.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0
3955,3995,65490.0,77308.0,41024.0,83594.0,55868.0,48566.0,126352.0,71091.0,10.0,14.0,13.0,19.0,11.0,13.0,15.0,13.0
3956,3996,869856.0,2421990.0,48809.0,4398450.0,1870100.0,4699746.0,1784453.0,4562652.0,6.0,15.0,5.0,18.0,9.0,20.0,10.0,16.0
3957,3997,367078.0,437962.0,344021.0,468623.0,333303.0,422146.0,276757.0,341558.0,29.0,20.0,29.0,22.0,22.0,20.0,18.0,17.0
3958,3998,179493.0,37083.0,130583.0,84054.0,8950.0,71203.0,98071.0,20061.0,12.0,3.0,4.0,6.0,2.0,5.0,7.0,4.0
3959,3999,246517.0,124722.0,192743.0,89420.0,435570.0,526315.0,478298.0,439798.0,21.0,19.0,18.0,9.0,19.0,20.0,17.0,30.0
3960,4000,31786.0,79205.0,86250.0,73102.0,94434.0,106165.0,113598.0,71601.0,41.0,71.0,74.0,57.0,91.0,101.0,104.0,74.0
3961,4001,22082.0,25546.0,61643.0,27226.0,41061.0,7185.0,13234.0,2479.0,4.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0
3962,4002,0.0,0.0,0.0,8868.0,5057.0,10723.0,11814.0,18151.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0
3963,4003,134619.0,105326.0,97333.0,56553.0,58052.0,31849.0,27570.0,12559.0,5.0,5.0,8.0,4.0,6.0,3.0,4.0,2.0
3964,4004,25093.0,17583.0,40538.0,14596.0,29653.0,64426.0,52539.0,15227.0,7.0,4.0,6.0,7.0,5.0,7.0,6.0,2.0
3965,4005,50778.0,61764.0,26347.0,30152.0,9102.0,0.0,0.0,27265.0,2.0,7.0,4.0,3.0,2.0,0.0,0.0,5.0
3966,4006,0.0,122375.0,32651.0,14278.0,34083.0,165674.0,86718.0,31397.0,0.0,10.0,6.0,2.0,5.0,19.0,8.0,6.0
3967,4007,41213.0,15544.0,8305.0,2572.0,49050.0,0.0,17434.0,33554.0,4.0,3.0,3.0,2.0,5.0,0.0,2.0,7.0
3968,4008,2381.0,10188.0,2124.0,126179.0,0.0,59076.0,15001.0,131967.0,1.0,3.0,1.0,5.0,0.0,2.0,2.0,13.0
3969,4009,30015.0,30366.0,62344.0,62469.0,131294.0,64147.0,54939.0,14294.0,3.0,5.0,5.0,5.0,11.0,7.0,9.0,2.0
3970,4010,2923.0,4306.0,8982.0,432997.0,332452.0,115448.0,280363.0,167064.0,1.0,1.0,1.0,11.0,8.0,3.0,2.0,4.0
3971,4011,38773.0,50495.0,55835.0,30507.0,63200.0,8364.0,26804.0,0.0,4.0,5.0,4.0,4.0,6.0,1.0,2.0,0.0
3972,4012,43691.0,71561.0,46209.0,55018.0,19003.0,23849.0,16623.0,11708.0,3.0,11.0,4.0,6.0,3.0,2.0,1.0,2.0
3973,4013,14958.0,25855.0,116324.0,17648.0,0.0,57660.0,46108.0,10774.0,2.0,2.0,7.0,1.0,0.0,10.0,5.0,3.0
3974,4014,5973.0,9837.0,21694.0,15460.0,7535.0,16493.0,20418.0,13656.0,4.0,4.0,7.0,8.0,3.0,6.0,9.0,8.0
3975,4015,46398.0,90438.0,12993.0,28644.0,4147.0,77724.0,9562.0,50731.0,9.0,15.0,3.0,5.0,1.0,7.0,3.0,10.0
3976,4016,356424.0,83437.0,123488.0,1436409.0,128948.0,613915.0,579714.0,852182.0,4.0,1.0,3.0,4.0,5.0,8.0,10.0,3.0
3977,4017,63581.0,37417.0,105124.0,91275.0,21595.0,49958.0,36308.0,7394.0,8.0,14.0,23.0,21.0,13.0,17.0,20.0,8.0
3978,4018,77642.0,50630.0,159677.0,331534.0,48930.0,271431.0,208779.0,332873.0,11.0,6.0,8.0,21.0,4.0,19.0,10.0,15.0
3979,4019,4920.0,4120.0,11863.0,15609.0,15170.0,30884.0,0.0,45608.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0
3980,4020,6396.0,106923.0,12993.0,39465.0,40151.0,210287.0,166569.0,831693.0,1.0,7.0,1.0,5.0,6.0,9.0,5.0,19.0
3981,4021,10431.0,15347.0,16213.0,25224.0,35295.0,19462.0,126183.0,2892.0,2.0,4.0,5.0,9.0,8.0,6.0,4.0,1.0
3982,4022,0.0,1071.0,8699.0,8291.0,9851.0,1759.0,26151.0,12013.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0
3983,4023,67309.0,14833.0,16947.0,5321.0,0.0,55761.0,16893.0,37181.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0
3984,4024,104212.0,55316.0,200880.0,61148.0,63463.0,43108.0,5293.0,0.0,6.0,2.0,6.0,6.0,5.0,2.0,1.0,0.0
3985,4025,14013.0,0.0,36041.0,35473.0,7616.0,20568.0,38180.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0
3986,4026,0.0,9271.0,19094.0,45671.0,9304.0,24020.0,11150.0,3305.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0
3987,4027,55699.0,123352.0,41577.0,995474.0,19215.0,902943.0,1945007.0,0.0,5.0,8.0,7.0,5.0,4.0,4.0,9.0,0.0
3988,4028,91845.0,72116.0,112292.0,46692.0,38028.0,131803.0,98759.0,64463.0,11.0,14.0,14.0,10.0,10.0,19.0,11.0,13.0
3989,4029,0.0,0.0,32989.0,12770.0,5361.0,3003.0,12726.0,21647.0,0.0,0.0,8.0,3.0,2.0,1.0,4.0,5.0
3990,4030,27743.0,29028.0,170727.0,86433.0,76498.0,87577.0,82721.0,40510.0,8.0,7.0,15.0,21.0,18.0,20.0,14.0,12.0
3991,4031,0.0,0.0,0.0,36804.0,0.0,0.0,13964.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
3992,4032,37803.0,115808.0,94651.0,52903.0,121542.0,78248.0,46154.0,77198.0,20.0,36.0,43.0,33.0,50.0,39.0,29.0,37.0
3993,4033,61837.0,136671.0,119857.0,73694.0,207073.0,1244727.0,66873.0,28428.0,16.0,9.0,23.0,17.0,36.0,23.0,16.0,22.0
3994,4034,12349.0,0.0,15818.0,36359.0,10600.0,8375.0,0.0,14681.0,7.0,0.0,3.0,10.0,5.0,4.0,0.0,10.0
3995,4035,3513.0,12773.0,0.0,2563.0,0.0,17028.0,8649.0,4049.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0
3996,4036,8955.0,18047.0,2350.0,24256.0,57122.0,62560.0,152523.0,25853.0,2.0,2.0,1.0,6.0,4.0,5.0,14.0,5.0
3997,4037,3838.0,51401.0,69539.0,87797.0,14260.0,7978.0,100290.0,11262.0,1.0,2.0,5.0,1.0,3.0,3.0,4.0,6.0
3998,4038,7627.0,9168.0,8417.0,60651.0,4551.0,0.0,5068.0,18978.0,2.0,3.0,2.0,7.0,1.0,0.0,1.0,5.0
3999,4039,203433.0,35167.0,156817.0,82565.0,0.0,29061.0,5158.0,105427.0,8.0,6.0,5.0,4.0,0.0,3.0,2.0,5.0
4000,4040,6839.0,19192.0,21579.0,9489.0,38331.0,9705.0,61402.0,9874.0,3.0,8.0,4.0,3.0,5.0,2.0,6.0,2.0
4001,4041,251230.0,399262.0,331677.0,176091.0,99922.0,13833.0,0.0,0.0,8.0,9.0,8.0,6.0,3.0,1.0,0.0,0.0
4002,4042,39343.0,2905.0,7999.0,24424.0,43306.0,87182.0,8954.0,12559.0,3.0,1.0,1.0,6.0,4.0,7.0,1.0,3.0
4003,4043,0.0,98888.0,119421.0,193332.0,214509.0,120402.0,242398.0,13005.0,0.0,3.0,4.0,4.0,8.0,4.0,6.0,3.0
4004,4044,2932.0,0.0,160433.0,52279.0,10771.0,41983.0,47515.0,32893.0,2.0,0.0,1.0,5.0,4.0,8.0,8.0,6.0
4005,4045,1094821.0,76844.0,85074.0,22304.0,7686.0,57692.0,0.0,46310.0,3.0,2.0,6.0,4.0,1.0,4.0,0.0,6.0
4006,4046,4625.0,0.0,0.0,0.0,0.0,3003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4007,4047,85917.0,46314.0,45723.0,88638.0,96240.0,100993.0,94658.0,145361.0,14.0,10.0,6.0,17.0,14.0,13.0,16.0,19.0
4008,4048,38822.0,27010.0,38007.0,0.0,36450.0,13341.0,0.0,19301.0,3.0,5.0,4.0,0.0,6.0,4.0,0.0,5.0
4009,4049,46250.0,13700.0,3389.0,7804.0,12642.0,43323.0,2252.0,122697.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0
4010,4050,1958.0,2050.0,6054.0,6003.0,2013.0,5844.0,0.0,21804.0,1.0,1.0,6.0,4.0,1.0,2.0,0.0,6.0
4011,4051,4822.0,4017.0,3954.0,10776.0,22554.0,0.0,9460.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0
4012,4052,194076.0,195727.0,272047.0,156625.0,328317.0,386300.0,144113.0,399950.0,17.0,25.0,42.0,27.0,31.0,32.0,20.0,34.0
4013,4053,9250.0,4944.0,78816.0,6917.0,61693.0,57992.0,60918.0,5380.0,1.0,1.0,6.0,1.0,2.0,3.0,9.0,3.0
4014,4054,60263.0,18542.0,4293.0,46701.0,12571.0,40867.0,33033.0,23085.0,4.0,4.0,1.0,11.0,5.0,13.0,6.0,5.0
4015,4055,48306.0,125975.0,104677.0,96488.0,39596.0,160896.0,118388.0,135274.0,11.0,22.0,19.0,22.0,7.0,29.0,21.0,31.0
4016,4056,16924.0,2215.0,26935.0,28504.0,97797.0,9223.0,46176.0,5329.0,4.0,1.0,3.0,9.0,14.0,3.0,6.0,2.0
4017,4057,9742.0,1112.0,0.0,0.0,6806.0,4396.0,4618.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0
4018,4058,4634682.0,917561.0,2489533.0,280516.0,957553.0,1491915.0,2450684.0,916562.0,21.0,12.0,19.0,10.0,9.0,15.0,14.0,26.0
4019,4059,81904.0,42418.0,90905.0,59188.0,5098.0,46679.0,27164.0,9254.0,11.0,8.0,11.0,7.0,2.0,8.0,4.0,4.0
4020,4060,21551.0,171550.0,26889.0,70921.0,0.0,64535.0,29619.0,6180.0,1.0,6.0,1.0,5.0,0.0,6.0,5.0,1.0
4021,4061,57026.0,59055.0,97028.0,26294.0,17182.0,30712.0,13492.0,1074.0,7.0,4.0,7.0,6.0,4.0,6.0,3.0,1.0
4022,4062,123634.0,102939.0,96023.0,80391.0,54764.0,82335.0,22748.0,34900.0,22.0,15.0,14.0,24.0,22.0,26.0,17.0,11.0
4023,4063,19859.0,60776.0,7344.0,41653.0,0.0,0.0,23426.0,17186.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0
4024,4064,863745.0,360794.0,151319.0,218134.0,216987.0,159102.0,121182.0,210392.0,22.0,16.0,9.0,8.0,7.0,9.0,8.0,11.0
4025,4065,23726.0,28224.0,1142134.0,776594.0,55260.0,96253.0,22299.0,204593.0,8.0,7.0,10.0,15.0,10.0,8.0,5.0,6.0
4026,4066,14956.0,46767.0,41035.0,80569.0,64577.0,58819.0,2230.0,2479.0,4.0,6.0,6.0,10.0,8.0,4.0,1.0,1.0
4027,4067,3001.0,7067.0,5309.0,0.0,6372.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0
4028,4068,35326.0,0.0,30336.0,63851.0,45209.0,0.0,51919.0,29744.0,7.0,0.0,2.0,10.0,5.0,0.0,5.0,4.0
4029,4069,10726.0,0.0,8575.0,14172.0,19530.0,22315.0,4460.0,12352.0,1.0,0.0,2.0,4.0,4.0,5.0,1.0,3.0
4030,4070,80131.0,73620.0,142048.0,64731.0,16234.0,18767.0,7320.0,57292.0,7.0,6.0,9.0,7.0,6.0,6.0,2.0,9.0
4031,4071,9053.0,0.0,0.0,8381.0,3782.0,8771.0,0.0,5313.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,4.0
4032,4072,19583.0,15966.0,22088.0,0.0,3540.0,61179.0,3379.0,9089.0,1.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0
4033,4073,33358.0,78348.0,36720.0,102873.0,32353.0,66808.0,106653.0,20078.0,6.0,12.0,4.0,9.0,6.0,10.0,13.0,4.0
4034,4074,77248.0,10095.0,11038.0,19341.0,8799.0,13940.0,50240.0,18227.0,10.0,1.0,2.0,3.0,1.0,2.0,6.0,5.0
4035,4075,213088.0,189547.0,16947.0,98013.0,0.0,0.0,54059.0,0.0,4.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0
4036,4076,0.0,0.0,31409.0,13036.0,1011.0,52523.0,11848.0,22507.0,0.0,0.0,3.0,3.0,1.0,4.0,4.0,4.0
4037,4077,27552.0,79214.0,101454.0,34499.0,49558.0,47495.0,59825.0,28670.0,5.0,11.0,14.0,8.0,11.0,7.0,11.0,6.0
4038,4078,107842.0,22652.0,118573.0,100611.0,129747.0,90945.0,306582.0,206386.0,2.0,1.0,4.0,2.0,7.0,3.0,7.0,7.0
4039,4079,34541.0,4120.0,0.0,1357.0,4551.0,46969.0,6771789.0,30240.0,3.0,1.0,0.0,1.0,1.0,3.0,6.0,5.0
4040,4080,159829.0,226844.0,296177.0,163752.0,186534.0,86614.0,149009.0,74371.0,11.0,19.0,24.0,28.0,19.0,15.0,27.0,12.0
4041,4081,9595.0,8632.0,12067.0,6864.0,4046.0,20096.0,0.0,19582.0,2.0,4.0,3.0,1.0,2.0,4.0,0.0,2.0
4042,4082,108137.0,50166.0,116256.0,123758.0,65230.0,96081.0,99898.0,39213.0,9.0,6.0,11.0,12.0,13.0,10.0,14.0,7.0
4043,4083,346406.0,120582.0,91448.0,80977.0,90446.0,59086.0,113840.0,72694.0,9.0,16.0,14.0,17.0,15.0,8.0,18.0,14.0
4044,4084,0.0,13185.0,0.0,24921.0,43539.0,42786.0,15317.0,3181.0,0.0,1.0,0.0,4.0,5.0,4.0,3.0,1.0
4045,4085,97324.0,237487.0,74229.0,24087.0,23019.0,191304.0,159642.0,320166.0,7.0,14.0,5.0,4.0,4.0,10.0,10.0,11.0
4046,4086,34834.0,39092.0,30223.0,42686.0,86947.0,89368.0,57438.0,37115.0,6.0,4.0,8.0,12.0,18.0,15.0,8.0,11.0
4047,4087,108732.0,229638.0,198454.0,102473.0,201684.0,193319.0,240711.0,144119.0,17.0,37.0,34.0,23.0,42.0,47.0,59.0,41.0
4048,4088,44912.0,61783.0,25928.0,45131.0,100811.0,55600.0,51389.0,35625.0,9.0,18.0,8.0,15.0,12.0,12.0,11.0,8.0
4049,4089,38279.0,0.0,0.0,0.0,9102.0,0.0,0.0,30406.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
4050,4090,21944.0,51969.0,95016.0,136839.0,3337.0,23323.0,51807.0,6155.0,1.0,6.0,7.0,5.0,1.0,3.0,4.0,1.0
4051,4091,69119.0,188154.0,942419.0,65031.0,32446.0,115641.0,123380.0,36280.0,14.0,18.0,23.0,13.0,13.0,12.0,16.0,8.0
4052,4092,135299.0,93656.0,121443.0,65494.0,164203.0,54122.0,177313.0,41924.0,10.0,10.0,11.0,9.0,11.0,6.0,16.0,9.0
4053,4093,24109.0,2472.0,229599.0,197145.0,293545.0,345507.0,213152.0,127315.0,4.0,1.0,14.0,19.0,17.0,18.0,21.0,19.0
4054,4094,629445.0,432299.0,465229.0,417450.0,362402.0,484604.0,428020.0,231454.0,25.0,22.0,19.0,24.0,23.0,24.0,14.0,10.0
4055,4095,234146.0,282027.0,81617.0,111775.0,321206.0,400561.0,109335.0,43724.0,4.0,5.0,6.0,9.0,5.0,12.0,10.0,5.0
4056,4096,13973.0,71148.0,28471.0,163631.0,81232.0,275407.0,306446.0,182588.0,2.0,7.0,3.0,15.0,11.0,9.0,15.0,17.0
4057,4097,0.0,202916.0,60218.0,5011.0,39170.0,0.0,47201.0,37982.0,0.0,7.0,2.0,1.0,4.0,0.0,6.0,5.0
4058,4098,21648.0,35022.0,56716.0,63808.0,50345.0,49434.0,6014.0,46179.0,7.0,5.0,8.0,10.0,3.0,5.0,2.0,13.0
4059,4099,94468.0,132693.0,101084.0,82644.0,122463.0,60427.0,73432.0,83129.0,13.0,22.0,14.0,15.0,20.0,12.0,9.0,13.0
4060,4100,20075.0,44499.0,25534.0,24388.0,111756.0,7989.0,26804.0,106942.0,3.0,4.0,1.0,2.0,16.0,1.0,1.0,13.0
4061,4101,80980.0,13072.0,10168.0,31527.0,39939.0,95974.0,71640.0,71635.0,8.0,3.0,2.0,6.0,6.0,8.0,11.0,9.0
4062,4102,33458.0,83695.0,47508.0,43969.0,44074.0,12976.0,33562.0,35818.0,3.0,6.0,5.0,7.0,7.0,3.0,5.0,9.0
4063,4103,323025.0,249964.0,278892.0,117598.0,122382.0,132676.0,150290.0,80344.0,72.0,98.0,80.0,62.0,56.0,50.0,96.0,61.0
4064,4104,46466.0,89667.0,15817.0,71213.0,238611.0,7828.0,47267.0,54103.0,9.0,8.0,1.0,10.0,9.0,2.0,8.0,9.0
4065,4105,15794.0,6170.0,21941.0,42835.0,15777.0,3860.0,23493.0,15336.0,3.0,1.0,3.0,7.0,4.0,1.0,5.0,4.0
4066,4106,85808.0,36878.0,221081.0,221976.0,56231.0,258487.0,100686.0,359158.0,11.0,3.0,10.0,19.0,9.0,19.0,8.0,23.0
4067,4107,98819.0,174188.0,52807.0,53386.0,42922.0,33414.0,45500.0,18012.0,7.0,10.0,5.0,6.0,5.0,4.0,3.0,2.0
4068,4108,174853.0,103913.0,315638.0,171426.0,139052.0,133906.0,126431.0,133420.0,22.0,18.0,32.0,16.0,8.0,18.0,11.0,21.0
4069,4109,47235.0,95284.0,25533.0,0.0,48242.0,226907.0,123885.0,93279.0,6.0,9.0,2.0,0.0,4.0,5.0,3.0,14.0
4070,4110,27238.0,5130.0,11219.0,73326.0,11732.0,0.0,0.0,16888.0,3.0,2.0,3.0,15.0,2.0,0.0,0.0,6.0
4071,4111,0.0,25648.0,31521.0,26606.0,7079.0,0.0,2816.0,0.0,0.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0
4072,4112,28487.0,56120.0,81234.0,27225.0,144938.0,54379.0,142750.0,11650.0,5.0,9.0,12.0,4.0,12.0,10.0,16.0,3.0
4073,4113,27013.0,37910.0,40361.0,37329.0,41984.0,53314.0,33572.0,24561.0,15.0,16.0,22.0,21.0,21.0,25.0,19.0,18.0
4074,4114,0.0,3873.0,7411.0,0.0,3944.0,28064.0,6735.0,17582.0,0.0,2.0,4.0,0.0,2.0,9.0,4.0,5.0
4075,4115,60422.0,84733.0,127363.0,57989.0,70572.0,75270.0,124504.0,104591.0,11.0,14.0,17.0,9.0,9.0,14.0,19.0,19.0
4076,4116,55993.0,59745.0,17175.0,64832.0,36914.0,46593.0,54398.0,31630.0,11.0,5.0,4.0,16.0,6.0,9.0,11.0,10.0
4077,4117,220921.0,222499.0,460510.0,318241.0,323634.0,283098.0,313768.0,245808.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,7.0
4078,4118,41339.0,60775.0,55586.0,27581.0,136483.0,130385.0,379595.0,187541.0,13.0,9.0,13.0,4.0,7.0,5.0,7.0,23.0
4079,4119,0.0,10301.0,0.0,0.0,1011.0,14368.0,3379.0,27472.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0
4080,4120,5806.0,0.0,18416.0,7095.0,38331.0,14155.0,10136.0,13550.0,2.0,0.0,2.0,1.0,5.0,1.0,2.0,1.0
4081,4121,136616.0,163826.0,4499032.0,98350.0,366881.0,230584.0,166536.0,42601.0,14.0,25.0,20.0,3.0,14.0,15.0,11.0,13.0
4082,4122,43348.0,68398.0,150378.0,171248.0,164243.0,203006.0,119267.0,114188.0,4.0,5.0,11.0,13.0,10.0,7.0,5.0,6.0
4083,4123,159112.0,397171.0,291954.0,84233.0,145565.0,126386.0,310794.0,75800.0,9.0,15.0,12.0,7.0,11.0,13.0,17.0,5.0
4084,4124,24327.0,42028.0,53622.0,14278.0,44723.0,35044.0,24236.0,11607.0,9.0,7.0,6.0,3.0,11.0,5.0,5.0,5.0
4085,4125,560912.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4086,4126,0.0,48981.0,65711.0,137603.0,62219.0,162030.0,80164.0,3602.0,0.0,2.0,9.0,11.0,3.0,5.0,4.0,1.0
4087,4127,43004.0,88585.0,32315.0,41060.0,118923.0,67826.0,16896.0,0.0,8.0,18.0,11.0,11.0,16.0,16.0,6.0,0.0
4088,4128,7863.0,33787.0,24743.0,0.0,9406.0,2359.0,11464.0,11378.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0
4089,4129,0.0,10507.0,48582.0,8868.0,0.0,15227.0,32548.0,27679.0,0.0,2.0,4.0,1.0,0.0,3.0,5.0,2.0
4090,4130,5314.0,2040.0,10621.0,8186.0,49851.0,12332.0,35633.0,17186.0,2.0,1.0,4.0,2.0,9.0,2.0,4.0,3.0
4091,4131,15253.0,0.0,4745.0,25009.0,386429.0,66593.0,6420.0,15698.0,6.0,0.0,1.0,4.0,5.0,3.0,1.0,2.0
4092,4132,9791.0,77112.0,36287.0,44146.0,32829.0,114525.0,123413.0,79295.0,2.0,8.0,10.0,9.0,6.0,6.0,15.0,12.0
4093,4133,27219.0,63041.0,1128837.0,0.0,25769.0,38465.0,45004.0,4957.0,4.0,4.0,9.0,0.0,3.0,3.0,6.0,2.0
4094,4134,23223.0,18232.0,27623.0,20566.0,37724.0,1287.0,20216.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,0.0
4095,4135,53139.0,42687.0,32764.0,53388.0,9912.0,101872.0,12613.0,27183.0,5.0,3.0,3.0,6.0,2.0,4.0,2.0,7.0
4096,4136,85966.0,45600.0,118177.0,28379.0,90093.0,41907.0,24956.0,18922.0,9.0,8.0,18.0,3.0,12.0,9.0,7.0,4.0
4097,4137,127298.0,37084.0,61800.0,156544.0,100529.0,63000.0,61041.0,68330.0,10.0,5.0,4.0,10.0,8.0,7.0,4.0,6.0
4098,4138,34079.0,32963.0,0.0,5321.0,13148.0,16192.0,25835.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,4.0,0.0
4099,4139,81185.0,4120.0,51372.0,31695.0,30775.0,11238.0,17681.0,16112.0,6.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0
4100,4140,95462.0,48744.0,32765.0,5747.0,0.0,5791.0,24778.0,5396.0,5.0,5.0,4.0,1.0,0.0,1.0,3.0,2.0
4101,4141,14072.0,16893.0,0.0,0.0,1112.0,5576.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
4102,4142,141309.0,209715.0,441620.0,154433.0,259261.0,242993.0,213691.0,199124.0,13.0,20.0,29.0,11.0,20.0,15.0,11.0,21.0
4103,4143,19995.0,4120.0,20111.0,14349.0,39240.0,32020.0,16781.0,5032.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0
4104,4144,23814.0,23795.0,9490.0,24070.0,54957.0,12621.0,5293.0,3883.0,1.0,2.0,2.0,6.0,6.0,1.0,1.0,1.0
4105,4145,27750.0,33169.0,64003.0,0.0,5259.0,0.0,0.0,18095.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0
4106,4146,42158.0,6057.0,5310.0,53945.0,189113.0,107084.0,73599.0,54060.0,4.0,1.0,1.0,7.0,15.0,5.0,9.0,8.0
4107,4147,20251.0,63629.0,163980.0,28504.0,6068.0,0.0,0.0,8262.0,4.0,4.0,7.0,6.0,1.0,0.0,0.0,1.0
4108,4148,9841.0,7726.0,3955.0,7538.0,0.0,5351.0,1126.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
4109,4149,20105.0,58952.0,24856.0,37602.0,14006.0,6703.0,8897.0,12153.0,5.0,6.0,3.0,5.0,6.0,3.0,3.0,4.0
4110,4150,19012.0,30459.0,76172.0,10004.0,17051.0,124980.0,72159.0,11228.0,3.0,7.0,8.0,2.0,3.0,7.0,10.0,3.0
4111,4151,140226.0,29450.0,58049.0,80871.0,37583.0,34947.0,72967.0,6156.0,8.0,5.0,5.0,7.0,8.0,4.0,9.0,2.0
4112,4152,107458.0,136291.0,210040.0,161065.0,57474.0,64223.0,40557.0,109197.0,18.0,12.0,36.0,34.0,15.0,8.0,8.0,16.0
4113,4153,33419.0,18541.0,41463.0,6208.0,27660.0,45146.0,6757.0,4115.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0
4114,4154,47511.0,51245.0,25251.0,26829.0,149429.0,36780.0,73508.0,22439.0,8.0,8.0,5.0,6.0,13.0,7.0,7.0,7.0
4115,4155,9841.0,0.0,83379.0,0.0,0.0,32170.0,45726.0,14046.0,1.0,0.0,4.0,0.0,0.0,5.0,7.0,3.0
