,°í°´¹øÈ£,°¡±¸·ù_ÃÑ±¸¸Å¾×1,°¡±¸·ù_ÃÑ±¸¸Å¾×2,°¡±¸·ù_ÃÑ±¸¸Å¾×3,°¡±¸·ù_ÃÑ±¸¸Å¾×4,°¡±¸·ù_ÃÑ±¸¸Å¾×5,°¡±¸·ù_ÃÑ±¸¸Å¾×6,°¡±¸·ù_ÃÑ±¸¸Å¾×7,°¡±¸·ù_ÃÑ±¸¸Å¾×8,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö1,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö2,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö3,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö4,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö5,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö6,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö7,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö8
8348,8437,0.0,7211.0,126312.0,24690.0,0.0,31098.0,769214.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0
8349,8438,0.0,0.0,13558.0,74938.0,0.0,0.0,16837.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
8350,8439,278182.0,216936.0,189232.0,105356.0,0.0,337788.0,730471.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,6.0,0.0
8351,8440,1976318.0,1439864.0,1262370.0,1048764.0,1302426.0,2272547.0,659396.0,956182.0,9.0,9.0,7.0,5.0,7.0,16.0,6.0,11.0
8352,8441,0.0,0.0,5310.0,0.0,0.0,5040.0,12389.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
8353,8442,146329.0,88176.0,26325.0,77332.0,61319.0,95867.0,83341.0,24704.0,5.0,4.0,1.0,5.0,3.0,2.0,3.0,2.0
8354,8443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8355,8444,9289.0,24516.0,0.0,25568.0,19418.0,0.0,39305.0,347020.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0
8356,8445,99094.0,11537.0,0.0,0.0,0.0,0.0,11150.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8357,8446,0.0,0.0,0.0,25718.0,0.0,0.0,32661.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8358,8447,9841.0,0.0,0.0,0.0,40353.0,22519.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8359,8448,0.0,0.0,0.0,0.0,0.0,14938.0,22299.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8360,8449,0.0,0.0,0.0,2212479.0,1829908.0,0.0,0.0,179376.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
8361,8450,1631298.0,0.0,0.0,0.0,0.0,433579.0,96067.0,65413.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0
8362,8451,12694.0,0.0,119873.0,43454.0,390890.0,88575.0,179746.0,2191059.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,8.0
8363,8452,99094.0,249775.0,91232.0,0.0,274887.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
8364,8453,0.0,2275976.0,0.0,7715.0,8799.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
8365,8454,0.0,89824.0,0.0,0.0,27509.0,0.0,2744620.0,964797.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
8366,8455,92501.0,0.0,389105.0,0.0,20227.0,42680.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0
8367,8456,87581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368,8457,0.0,255461.0,0.0,135863.0,24778.0,147983.0,0.0,130546.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0
8369,8458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8370,8459,92304.0,142460.0,103830.0,36006.0,0.0,49220.0,22412.0,0.0,4.0,5.0,3.0,2.0,0.0,3.0,1.0,0.0
8371,8460,0.0,0.0,0.0,86910.0,0.0,0.0,0.0,48748.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
8372,8461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8373,8463,0.0,0.0,0.0,17737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8374,8464,0.0,110219.0,0.0,21728.0,55018.0,0.0,0.0,67751.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
8375,8465,0.0,135045.0,0.0,0.0,39443.0,3679349.0,2873068.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,7.0,0.0
8376,8466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8377,8467,284914.0,176907.0,6921501.0,228609.0,0.0,0.0,454039.0,139849.0,3.0,4.0,8.0,3.0,0.0,0.0,2.0,1.0
8378,8468,220527.0,238053.0,555752.0,178964.0,70795.0,125464.0,0.0,76923.0,3.0,4.0,8.0,2.0,2.0,2.0,0.0,1.0
8379,8469,1348156.0,0.0,10993.0,1095730.0,73727.0,270229.0,11713.0,51971.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,2.0
8380,8470,42531.0,0.0,72985.0,361430.0,0.0,281812.0,0.0,260389.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0
8381,8471,55107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8382,8472,0.0,34817.0,14913.0,0.0,26194.0,0.0,44306.0,26357.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0
8383,8473,0.0,0.0,0.0,35385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8384,8475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8385,8476,0.0,0.0,0.0,0.0,35397.0,0.0,57663.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8386,8477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8387,8478,37394.0,0.0,11863.0,0.0,0.0,10616.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8388,8479,0.0,0.0,62139.0,8735558.0,89403.0,1183864.0,241914.0,3197854.0,0.0,0.0,2.0,7.0,3.0,5.0,2.0,9.0
8389,8480,1088021.0,0.0,0.0,0.0,0.0,0.0,0.0,346342.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8390,8481,0.0,0.0,47452.0,0.0,349525.0,63697.0,198667.0,29001.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
8391,8482,18195.0,0.0,0.0,0.0,5552.0,20374.0,17333.0,5205.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
8392,8483,0.0,250208.0,4520.0,3104.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
8393,8484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394,8485,0.0,8241.0,0.0,0.0,0.0,68254.0,52426.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
8395,8486,0.0,19572.0,72307.0,8780.0,0.0,0.0,66110.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0
8396,8487,0.0,0.0,0.0,0.0,30240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8397,8488,0.0,0.0,0.0,224369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8398,8489,0.0,0.0,0.0,5232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8399,8490,9841.0,0.0,54231.0,124778.0,19823.0,0.0,11262.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
8400,8491,320015.0,313095.0,25985.0,29797.0,16688.0,110022.0,4040797.0,14294.0,5.0,7.0,2.0,2.0,2.0,1.0,5.0,2.0
8401,8492,0.0,0.0,4406.0,0.0,0.0,0.0,0.0,12146.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8402,8493,0.0,0.0,0.0,0.0,0.0,101873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8403,8494,19583.0,73136.0,16947.0,0.0,8900.0,5469.0,0.0,12146.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
8404,8495,259150.0,562839.0,551821.0,309993.0,506791.0,0.0,58564.0,0.0,4.0,5.0,6.0,3.0,2.0,0.0,1.0,0.0
8405,8496,0.0,0.0,0.0,0.0,0.0,0.0,11150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8406,8497,24601.0,0.0,93548.0,0.0,0.0,16085.0,2136569.0,1310976.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0
8407,8498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408,8499,0.0,0.0,79990.0,67000.0,609140.0,126322.0,310275.0,219779.0,0.0,0.0,2.0,3.0,4.0,2.0,5.0,2.0
8409,8500,0.0,56655.0,0.0,158744.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
8410,8501,5511.0,18531.0,31634.0,180650.0,122172.0,11796.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0
8411,8502,0.0,0.0,0.0,0.0,17598.0,93294.0,9798.0,28753.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
8412,8503,0.0,2427955.0,290361.0,2177183.0,0.0,610806.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0
8413,8504,84628.0,125258.0,0.0,31039.0,0.0,39215.0,269619.0,1425410.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0
8414,8505,0.0,0.0,0.0,0.0,635031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8415,8506,0.0,0.0,0.0,127261.0,0.0,38283.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
8416,8507,0.0,0.0,0.0,22791.0,22250.0,15763.0,0.0,31149.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
8417,8508,83202.0,309026.0,154558.0,0.0,0.0,0.0,190559.0,514193.0,1.0,5.0,3.0,0.0,0.0,0.0,3.0,5.0
8418,8509,202715.0,101979.0,0.0,8868.0,265016.0,123319.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
8419,8510,546987.0,459521.0,135984.0,1428809.0,182580.0,161602.0,315626.0,124018.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0
8420,8511,92550.0,18617995.0,846848.0,287291.0,0.0,0.0,134810.0,140890.0,1.0,9.0,3.0,2.0,0.0,0.0,1.0,1.0
8421,8512,560370.0,186157.0,1448980.0,236254.0,344974.0,0.0,207587.0,1719309.0,10.0,3.0,7.0,3.0,2.0,0.0,1.0,9.0
8422,8513,0.0,0.0,0.0,0.0,45308.0,37317.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
8423,8514,0.0,7211.0,0.0,60305.0,0.0,151521.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
8424,8515,104408.0,616661.0,0.0,148456.0,121059.0,176336.0,159666.0,6595830.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,9.0
8425,8516,122515.0,15142.0,169189.0,0.0,0.0,32170.0,1338466.0,1692217.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,3.0
8426,8517,0.0,2365644.0,56490.0,0.0,274129.0,0.0,0.0,37908.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
8427,8518,0.0,183355.0,0.0,37336.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
8428,8519,0.0,183356.0,0.0,0.0,0.0,0.0,0.0,235164.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
8429,8520,391654.0,36980.0,2260.0,109081.0,67761.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
8430,8521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8431,8522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8432,8523,759543.0,271892.0,155913.0,483476.0,0.0,407007.0,330717.0,162711.0,9.0,4.0,3.0,9.0,0.0,3.0,4.0,2.0
8433,8524,0.0,93274.0,279063.0,0.0,0.0,0.0,170511.0,85557.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0
8434,8525,0.0,75742.0,0.0,0.0,0.0,63054.0,0.0,41312.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8435,8526,0.0,0.0,27115.0,0.0,6473.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8436,8527,456208.0,269265.0,763073.0,639355.0,600544.0,159456.0,0.0,0.0,4.0,4.0,2.0,6.0,2.0,4.0,0.0,0.0
8437,8528,0.0,0.0,8473.0,10465.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
8438,8529,477108.0,10198.0,0.0,34320.0,16687.0,0.0,0.0,6544.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
8439,8530,0.0,2421012.0,1183474.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8440,8531,0.0,15451.0,0.0,7361.0,0.0,18015.0,29282.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
8441,8532,0.0,0.0,0.0,8780.0,14058.0,0.0,7546.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
8442,8533,12596.0,7829.0,0.0,55782.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
8443,8534,19583.0,105502.0,57621.0,150851.0,147051.0,41821.0,0.0,12146.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0
8444,8535,519778.0,82263.0,278622.0,25718.0,845687.0,0.0,85593.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0
8445,8536,31480.0,72415.0,14687.0,22082.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
8446,8537,0.0,0.0,0.0,0.0,0.0,0.0,50680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8447,8538,9742.0,0.0,0.0,0.0,0.0,0.0,0.0,58580.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8448,8539,104703.0,301981.0,609408.0,4886467.0,0.0,160583.0,609853.0,1255113.0,1.0,3.0,4.0,5.0,0.0,2.0,1.0,5.0
8449,8540,145641.0,262559.0,5947944.0,34055.0,0.0,2328802.0,1816360.0,1109884.0,2.0,3.0,7.0,1.0,0.0,1.0,5.0,6.0
8450,8541,0.0,0.0,106258.0,0.0,90011.0,60308.0,739932.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
8451,8542,218805.0,33169.0,66546.0,2220815.0,188112.0,10616.0,3913218.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
8452,8543,0.0,5665.0,7570.0,61901.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
8453,8544,11809.0,12361.0,0.0,0.0,0.0,9329.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8454,8545,0.0,20499.0,4519.0,0.0,9001.0,0.0,0.0,20573.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
8455,8546,0.0,0.0,110722.0,0.0,0.0,116135.0,150419.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
8456,8547,0.0,0.0,27997.0,0.0,10012.0,0.0,44486.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8457,8548,61995.0,285952.0,296281.0,63693.0,201867.0,402353.0,413754.0,106750.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0
8458,8549,19681.0,14421.0,291490.0,162912.0,68772.0,16729.0,69432.0,31976.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0
8459,8550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8460,8551,150068.0,284768.0,0.0,113515.0,791386.0,0.0,0.0,151648.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,2.0
8461,8552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8462,8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8463,8554,268303.0,171252.0,0.0,0.0,0.0,7399.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
8464,8555,58551.0,150393.0,1158054.0,580212.0,0.0,601819.0,152784.0,65892.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0
8465,8556,9841.0,106099.0,0.0,0.0,10437.0,0.0,43923.0,73122.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0
8466,8557,0.0,26823.0,208043.0,83407.0,0.0,345153.0,82744.0,104106.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0
8467,8558,0.0,91678.0,32764.0,60127.0,0.0,167071.0,0.0,223952.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,5.0
8468,8559,0.0,141121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8469,8560,0.0,99506.0,54457.0,39021.0,0.0,9544.0,0.0,75601.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0
8470,8562,481351.0,0.0,0.0,0.0,0.0,352800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8471,8563,172013.0,75732.0,1036825.0,2387372.0,365101.0,0.0,195964.0,138163.0,1.0,2.0,2.0,8.0,3.0,0.0,1.0,2.0
8472,8564,38379.0,248252.0,385774.0,623446.0,39443.0,792192.0,65321.0,40486.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0
8473,8565,88171.0,0.0,319058.0,122383.0,99113.0,215541.0,178057.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
8474,8566,9841.0,0.0,118630.0,3813.0,44500.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
8475,8567,0.0,2187419.0,189977.0,728625.0,741344.0,0.0,853366.0,471113.0,0.0,5.0,1.0,2.0,2.0,0.0,3.0,2.0
8476,8568,21649.0,0.0,22596.0,0.0,59670.0,16085.0,354762.0,403947.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0
8477,8569,0.0,0.0,0.0,2308434.0,71483.0,748430.0,52708.0,808787.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0
8478,8570,1957758.0,3931241.0,2960178.0,5399422.0,516924.0,551172.0,91225.0,930146.0,11.0,16.0,13.0,9.0,3.0,3.0,1.0,4.0
8479,8571,0.0,0.0,31635.0,0.0,62805.0,8943.0,1469019.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0
8480,8572,0.0,0.0,14462.0,6119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8481,8573,1240175.0,1561518.0,3450434.0,3111491.0,1516702.0,1559966.0,0.0,379945.0,1.0,4.0,2.0,4.0,3.0,4.0,0.0,3.0
8482,8574,0.0,0.0,0.0,36183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8483,8575,29127.0,34817.0,0.0,0.0,58354.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0
8484,8576,224344.0,83066.0,88011.0,865996.0,716586.0,1144402.0,1671324.0,2415001.0,8.0,4.0,3.0,3.0,11.0,7.0,4.0,6.0
8485,8577,0.0,0.0,23726.0,7893.0,6776.0,0.0,0.0,86673.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
8486,8578,0.0,19777.0,0.0,0.0,159794.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
8487,8579,219445.0,0.0,0.0,288222.0,429776.0,1318764.0,1785434.0,1733859.0,4.0,0.0,0.0,2.0,3.0,6.0,4.0,3.0
8488,8580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8489,8581,10333.0,5047.0,176023.0,14633.0,98102.0,25329.0,17907.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0
8490,8582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8491,8583,0.0,24619.0,12202.0,2787105.0,529395.0,0.0,0.0,5453.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,1.0
8492,8584,0.0,453752.0,0.0,0.0,0.0,32170.0,0.0,174790.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0
8493,8585,166464.0,151114.0,319645.0,8780.0,289764.0,1367309.0,132557.0,80839.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0
8494,8586,1103795.0,512982.0,128460.0,115643.0,0.0,0.0,87508.0,0.0,6.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0
8495,8587,13678.0,30078.0,66365.0,43810.0,57344.0,15870.0,197991.0,6527.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0
8496,8588,0.0,14318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8497,8589,167801.0,815138.0,0.0,1542970.0,503858.0,353497.0,0.0,25118.0,1.0,4.0,0.0,3.0,3.0,3.0,0.0,1.0
8498,8590,76756.0,32963.0,129532.0,139677.0,0.0,0.0,43923.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0
8499,8591,297657.0,607359.0,631585.0,223500.0,235140.0,1145066.0,289057.0,264677.0,2.0,5.0,5.0,2.0,1.0,9.0,4.0,2.0
8500,8592,19484.0,0.0,45079.0,97286.0,34993.0,10616.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0
8501,8593,9841.0,232388.0,0.0,0.0,0.0,0.0,18808.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
8502,8594,9939.0,9065.0,10055.0,42923.0,0.0,53081.0,23313.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
8503,8595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8504,8596,99292.0,20602.0,160998.0,133824.0,116711.0,126537.0,0.0,1922655.0,3.0,2.0,1.0,5.0,2.0,3.0,0.0,2.0
8505,8597,11809.0,50474.0,122020.0,0.0,0.0,0.0,95054.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
8506,8598,10825.0,0.0,11185.0,0.0,190033.0,10616.0,165218.0,57754.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0
8507,8599,0.0,0.0,0.0,102279.0,0.0,0.0,888459.0,2024307.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0
8508,8600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8509,8601,129571.0,70870.0,5536.0,52323.0,0.0,69166.0,5519.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
8510,8602,0.0,141843.0,0.0,44342.0,37319.0,165891.0,0.0,11485.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
8511,8603,0.0,335653.0,459311.0,0.0,290533.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0
8512,8604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8513,8605,268647.0,0.0,624671.0,69581.0,0.0,0.0,22074.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
8514,8606,0.0,0.0,36832.0,35473.0,0.0,0.0,0.0,24787.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8515,8607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8516,8608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8517,8609,157990.0,0.0,0.0,415306.0,49556.0,0.0,0.0,39560.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
8518,8610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8519,8611,110313.0,136590.0,3230687.0,67231.0,124903.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
8520,8612,345010.0,313403.0,115918.0,480488.0,145635.0,804803.0,0.0,0.0,3.0,4.0,2.0,5.0,1.0,3.0,0.0,0.0
8521,8613,0.0,0.0,0.0,0.0,0.0,0.0,32661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8522,8614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8523,8615,20666.0,9271.0,30053.0,5232.0,69581.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
8524,8616,171422.0,452569.0,150829.0,340563.0,111249.0,168197.0,0.0,89977.0,5.0,9.0,2.0,3.0,2.0,4.0,0.0,3.0
8525,8617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8526,8618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8527,8619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8528,8620,55107.0,0.0,0.0,0.0,0.0,0.0,0.0,11485.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
