고객번호,1_2기증감,2_3기증감,3_4기증감,4_5기증감,5_6기증감
2827,-1,1,-1,1,0
2828,0,1,0,1,-1
2829,2,-1,-1,0,2
2830,1,1,-1,0,-1
2831,1,-1,-1,0,1
2832,1,-1,-1,0,1
2833,-2,1,0,0,-3
2834,0,1,-1,0,0
2835,2,1,-2,2,-1
2836,-3,1,0,0,-1
2837,0,-1,0,0,-1
2838,0,0,0,0,0
2839,0,3,-2,0,0
2840,-1,1,-1,1,0
2841,0,0,0,0,0
2842,0,0,0,1,-1
2843,-2,1,-1,1,0
2844,2,-2,2,0,-1
2845,0,0,1,-1,-1
2846,0,1,0,0,0
2847,2,-2,3,-3,1
2848,0,-1,1,0,0
2849,0,1,-1,0,0
2850,0,0,0,0,1
2851,-1,0,0,0,0
2852,1,-1,0,0,1
2853,0,0,0,0,-2
2854,1,-1,1,-1,1
2855,0,2,-1,1,-1
2856,0,0,0,0,0
2857,2,-1,1,0,-1
2858,1,0,0,-1,1
2859,2,0,-1,0,1
2860,-1,1,0,-1,0
2861,1,0,-1,1,0
2862,-1,-1,0,0,-1
2863,0,0,0,0,0
2864,-1,2,-2,1,-1
2865,1,-1,0,0,0
2866,-1,0,-1,2,-1
2867,1,0,-1,1,-1
2868,0,-1,1,-1,1
2869,1,-1,1,0,0
2870,-1,1,-1,2,-1
2871,0,-2,1,2,-1
2872,-1,1,1,-3,3
2873,1,-1,0,1,0
2874,0,1,-2,-1,-1
2875,2,-2,0,0,3
2876,0,1,-2,1,-1
2877,0,1,-1,1,0
2878,0,0,0,0,0
2879,2,1,-2,0,0
2880,2,-1,-1,1,0
2881,0,0,1,0,0
2882,-1,-1,1,0,-1
2883,0,-1,-1,2,0
2884,0,1,-1,1,0
2885,2,-3,0,1,0
2886,2,-1,0,1,0
2887,0,1,0,0,0
2888,0,-2,2,-1,0
2889,0,2,-3,2,0
2890,0,-1,1,0,-1
2891,0,0,-1,3,-3
2892,2,1,-1,2,-2
2893,0,0,-1,1,0
2894,0,-1,1,-1,0
2895,0,0,0,-1,1
2896,0,-1,0,1,-1
2897,-1,0,-1,1,-1
2898,2,4,-5,-1,1
2899,0,-1,1,1,0
2901,2,-1,1,-1,1
2902,0,0,0,-2,2
2903,-1,1,-1,0,0
2904,1,-1,-1,0,0
2905,2,-1,1,0,0
2906,1,0,-1,0,1
2907,0,0,0,0,0
2908,1,0,2,-3,0
2909,3,0,0,0,0
2910,0,1,0,0,0
2911,-2,0,2,-3,2
2912,0,0,0,1,-2
2913,0,1,2,0,0
2914,2,0,1,0,-1
2916,-2,0,0,0,0
2917,2,-1,-2,0,-2
2918,0,0,-1,2,-1
2919,-1,0,0,0,0
2920,1,0,-2,1,0
2921,0,1,-2,2,0
2922,0,-1,0,0,-1
2924,1,0,0,-1,1
2925,0,0,-1,0,0
2926,0,0,0,-1,0
2927,0,0,2,-3,0
2928,-1,1,-1,0,0
2929,0,1,-2,1,-1
2930,0,-1,1,0,-1
2931,0,1,0,-1,0
2932,1,1,-1,1,-1
2933,0,1,1,-1,0
2934,1,0,0,0,-1
2935,0,1,-3,2,-1
2936,0,1,0,0,-1
2937,0,0,0,2,-1
2938,1,0,1,0,0
2939,0,-2,2,-1,0
2940,-1,1,-1,-1,0
2941,0,-1,2,-1,1
2942,1,0,-1,1,-1
2943,1,0,0,0,0
2944,-1,-1,0,0,1
2946,1,-2,1,0,0
2947,0,1,-1,0,0
2948,0,0,0,-1,1
2949,1,-1,2,-1,-1
2950,-1,-1,1,1,0
2951,-1,1,-1,0,1
2952,0,-1,1,-2,0
2953,0,0,-1,0,1
2954,1,0,-1,1,0
2955,0,0,0,0,1
2956,0,1,-1,0,0
2957,0,0,0,0,0
2958,0,0,0,0,0
2959,1,0,1,-1,1
2960,0,0,0,0,0
2961,1,-1,1,-2,0
2962,0,2,-2,1,-1
2963,-2,1,1,0,0
2964,0,0,1,-1,1
2965,0,0,-2,0,2
2966,-1,2,-4,2,1
2967,0,0,-1,2,-1
2968,-1,1,1,-1,0
2969,2,-2,0,0,0
2970,0,0,2,-2,2
2971,2,-2,1,-1,1
2972,-2,0,-1,0,1
2973,1,-1,0,0,0
2974,0,0,0,0,0
2975,-2,0,3,-1,0
2976,0,0,0,0,0
2977,2,-2,1,-1,0
2978,1,-1,-1,2,-1
2979,0,0,-1,0,1
2980,0,0,0,0,0
2981,-3,2,0,-1,0
2982,0,0,-1,0,0
2983,0,-1,3,-2,0
2984,-1,1,-1,0,-1
2985,0,2,-2,1,-2
2986,0,-1,2,-1,-1
2987,1,-2,0,0,0
2988,1,1,-1,1,-2
2989,-1,-1,1,-2,1
2990,0,1,0,1,-1
2991,0,-1,0,0,0
2992,-1,0,1,1,2
2993,-1,0,0,-1,2
2994,0,0,-1,1,0
2995,-1,-3,1,3,0
2996,0,0,0,0,1
2997,0,0,0,0,0
2998,0,0,0,0,0
2999,-3,2,-1,1,2
3000,0,-1,-2,2,0
3001,0,1,-1,0,0
3002,0,-2,2,-1,1
3003,1,-1,1,0,1
3004,0,-1,0,0,0
3005,1,-1,1,-1,-1
3006,0,1,-1,0,1
3007,0,-1,2,-1,1
3008,0,1,-1,1,0
3009,-1,0,1,1,-1
3010,0,-1,0,0,0
3011,-1,1,0,0,0
3012,1,-1,-1,0,-2
3013,0,0,0,1,-1
3014,1,0,0,1,-1
3015,1,-1,0,0,0
3016,-1,1,0,0,0
3017,0,-1,-1,1,0
3018,0,0,0,0,1
3019,0,0,-2,2,-1
3020,0,-1,1,0,1
3021,1,-1,1,0,0
3022,1,0,0,0,0
3023,1,-4,2,-1,0
3024,0,0,0,1,-1
3025,-2,0,2,-2,0
3026,-2,1,-1,1,0
3027,0,0,0,1,-1
3028,0,2,0,0,-1
3029,-1,0,1,0,-1
3030,-1,-1,0,1,0
3031,1,0,-1,1,-1
3032,0,1,-1,-1,1
3033,-1,1,0,-1,0
3034,0,-1,-1,2,1
3035,2,1,1,-1,0
3036,1,-2,2,0,0
3037,1,0,-1,-1,1
3038,0,-1,0,-1,1
3039,-1,1,-1,0,0
3040,1,1,-2,2,-1
3041,2,-2,2,-1,-3
3042,0,-1,1,-1,1
3043,0,-1,0,1,0
3044,-5,0,0,0,-1
3045,0,-1,1,-1,0
3046,-1,1,0,0,0
3047,0,1,1,-2,1
3048,-2,1,-1,1,0
3049,-1,2,0,-4,3
3050,0,0,-2,0,-2
3051,0,0,0,0,0
3052,1,-1,1,-1,1
3053,2,0,0,-2,1
3054,1,0,-1,0,1
3055,1,1,-2,0,2
3056,-1,1,0,-1,-1
3057,0,1,0,-1,1
3058,-2,2,-1,0,-2
3059,-1,0,-1,-1,2
3060,-1,2,-2,0,0
3061,1,1,-2,-1,1
3062,-2,0,0,1,0
3063,0,0,0,-1,-1
3064,-1,0,1,0,0
3065,0,1,-1,0,-1
3066,0,0,0,-1,0
3067,-1,1,3,-2,0
3068,0,-1,0,1,-1
3069,1,-1,1,0,0
3070,-1,0,0,0,0
3071,0,0,0,0,0
3072,6,0,0,-1,1
3073,-1,0,0,0,-1
3074,0,0,0,0,-1
3075,-1,1,0,0,0
3076,0,0,0,0,0
3077,-1,0,0,0,1
3078,0,0,0,0,0
3079,0,0,-2,2,0
3080,2,0,1,-2,1
3081,-1,1,0,-1,1
3082,-1,0,0,0,0
3083,-1,1,-1,1,-2
3084,0,0,-2,0,1
3085,0,0,0,0,0
3086,1,-1,1,0,-1
3087,-1,1,0,0,0
3088,-1,1,0,0,0
3089,0,-2,1,-2,0
3090,-1,1,0,-1,0
3091,-2,3,-1,0,2
3092,0,0,0,0,0
3093,0,-1,1,1,-2
3094,0,0,0,0,0
3095,-1,-1,0,1,-1
3096,0,-1,-1,1,1
3097,0,0,0,0,0
3098,-1,1,1,0,-2
3099,-2,2,-1,2,-3
3100,0,0,0,0,0
3101,1,-1,1,-1,-4
3102,1,-1,0,0,0
3103,-1,1,-3,2,-2
3104,-1,0,0,0,0
3105,0,0,-1,2,-2
3106,0,-1,0,0,1
3107,0,0,-1,3,-1
3108,-1,2,-1,0,-1
3109,0,-1,1,0,-1
3110,-2,0,0,-1,0
3111,1,3,-2,1,0
3112,0,0,0,1,-1
3113,0,-1,0,0,1
3114,-1,1,0,0,0
3115,0,1,0,1,-1
3116,-1,2,-1,-1,-1
3117,-1,1,0,-1,2
3118,0,0,0,1,-2
3119,-2,0,0,1,0
3120,-1,-1,2,-1,1
3121,1,0,0,2,0
3122,-1,0,0,1,-1
3123,0,1,-1,1,-1
3124,0,0,-1,0,1
3125,1,-1,0,-1,0
3126,0,0,0,0,0
3127,1,-2,2,0,-1
3128,0,0,0,0,0
3129,0,0,0,0,0
3130,1,0,0,0,0
3131,-3,4,0,1,-2
3132,0,-2,1,2,-1
3133,0,0,-1,1,0
3134,1,0,-1,0,-1
3135,0,0,0,0,0
3136,6,0,0,0,0
3137,0,-1,2,0,-1
3138,-3,2,-2,3,0
3139,4,0,1,0,0
3140,0,0,0,0,0
3141,1,0,0,0,0
3142,1,0,1,-2,2
3143,-3,0,-2,1,2
3144,-1,1,-1,1,1
3145,1,-1,0,1,-1
3146,-1,0,2,-1,1
3147,-1,1,-1,2,-1
3148,1,-2,1,-1,0
3149,-1,0,1,0,0
3150,1,0,-1,0,1
3151,-1,-1,1,2,-1
3152,0,0,0,0,0
3153,0,-1,2,-1,1
3154,2,-2,4,-3,2
3155,1,0,-3,1,2
3156,1,0,-1,-1,-1
3157,0,0,0,0,1
3158,-1,-2,0,1,1
3159,-1,0,1,2,-1
3160,0,-1,1,-1,0
3161,0,0,1,0,0
3162,1,-1,0,-1,1
3163,0,2,0,-1,1
3164,0,0,0,0,-1
3165,-4,0,2,0,-1
3166,0,-1,0,0,1
3167,2,1,-1,0,-1
3168,0,0,1,-1,0
3169,1,0,1,0,0
3170,0,0,0,0,-1
3171,0,0,1,0,0
3172,-1,0,-2,1,-1
3173,-1,1,-1,1,0
3174,0,0,-1,1,1
3175,1,0,-2,2,-3
3176,0,0,0,0,1
3177,-1,0,-1,1,0
3178,0,0,0,0,0
3179,0,0,0,0,0
3180,0,0,0,0,0
3181,-1,0,1,0,-1
3182,1,-1,0,-1,2
3183,0,0,0,0,-1
3184,1,1,-2,1,-1
3185,-1,2,-2,1,0
3186,0,0,-1,1,0
3187,1,0,-1,1,0
3188,-1,0,0,-3,2
3189,3,-1,0,0,0
3190,-1,0,0,0,-1
3191,0,-2,2,-2,0
3192,0,0,0,0,0
3193,0,0,0,0,0
3194,0,0,1,0,-1
3195,-1,1,0,0,-1
3196,0,0,0,0,0
3197,-1,4,-3,2,0
3198,0,-1,0,0,0
3199,1,0,1,1,-1
3200,1,-1,1,-1,0
3201,0,0,0,0,0
3202,-1,0,-2,2,0
3203,1,2,-3,0,1
3204,-1,1,-1,0,0
3205,0,0,0,0,-1
3206,0,0,-1,1,-2
3207,0,0,0,0,0
3208,-2,0,1,1,-1
3209,-1,-5,1,4,1
3210,3,-1,-2,1,-1
3211,1,-2,0,1,-1
3212,0,0,-1,0,0
3213,1,1,2,-1,0
3214,0,0,0,0,0
3215,0,1,1,-1,1
3216,0,1,1,0,-1
3217,1,-2,2,-1,1
3218,2,0,-1,0,2
3219,1,0,-1,0,1
3220,0,-1,1,0,0
3221,0,0,2,-2,0
3222,1,-2,2,-1,0
3223,0,1,0,-1,1
3224,0,0,-1,1,-2
3225,0,0,1,0,-1
3226,1,-1,1,-1,0
3227,0,0,-1,0,0
3228,0,0,0,-1,1
3229,0,0,1,0,-1
3230,0,0,0,-1,1
3231,0,1,-1,0,-1
3232,1,-1,0,0,0
3233,0,0,0,0,-1
3234,1,1,-1,0,0
3235,-3,7,-3,-2,3
3236,0,-3,3,-1,-2
3237,1,-2,0,1,2
3238,1,0,-1,-1,2
3239,-1,0,1,0,1
3240,2,0,0,-1,-2
3241,4,0,1,-1,0
3242,-1,1,-1,0,0
3243,-1,0,1,0,-1
3244,-1,-1,3,-3,1
3245,-1,1,-1,0,1
3246,2,-1,0,0,1
3247,0,0,0,0,0
3248,-2,1,0,1,-1
3249,0,0,0,0,0
3250,-1,0,0,0,0
3251,0,1,-1,2,-1
3252,-1,0,1,-1,1
3253,0,0,0,0,0
3254,2,0,1,-4,3
3255,0,0,0,0,0
3256,-1,1,0,1,-1
3258,0,0,1,-1,1
3259,0,1,-2,3,-2
3260,-1,1,-1,0,0
3261,0,1,0,0,-1
3262,-1,1,-1,0,0
3263,1,1,-2,1,0
3264,-1,-1,2,1,1
3265,0,0,-2,2,0
3266,1,0,0,-2,2
3267,0,1,-1,0,0
3268,1,-1,1,-1,0
3269,0,0,0,-1,1
3270,2,-1,1,-1,0
3271,1,-1,2,0,-1
3272,-1,1,0,0,-1
3273,1,-3,2,1,-2
3274,0,0,0,0,1
3275,1,-1,0,-1,2
3276,0,0,1,-1,1
3277,1,-2,0,0,2
3278,0,1,-2,2,-2
3279,0,0,0,0,0
3280,0,1,0,-2,0
3281,0,0,0,0,-6
3282,-1,2,-1,-1,1
3283,0,0,0,0,0
3284,0,0,2,-4,3
3285,2,-1,-1,1,1
3286,0,0,0,0,0
3287,0,0,1,0,0
3288,1,0,-1,0,2
3289,1,0,-2,2,0
3290,0,1,-1,1,-1
3291,1,-1,0,-1,1
3292,0,0,0,0,1
3293,-3,3,-1,0,-1
3294,-2,2,0,-1,0
3295,0,0,0,0,0
3296,-3,2,-1,2,-1
3297,3,0,0,-2,-1
3298,1,0,-1,0,0
3299,-1,0,-3,0,3
3300,3,0,-1,2,-2
3301,0,-1,1,0,2
3302,0,0,-1,3,-2
3303,0,0,1,-1,1
3304,1,0,-1,-1,1
3305,0,0,1,-1,0
3306,-1,1,0,1,-2
3307,0,-1,0,0,1
3308,1,-1,0,0,0
3309,1,-1,0,0,0
3310,2,-2,0,2,0
3311,1,1,-1,0,0
3312,1,-1,-1,2,-2
3313,0,0,0,-1,2
3314,0,0,0,-1,1
3315,-3,-4,-1,0,1
3316,0,1,-1,1,0
3317,-1,0,0,0,0
3318,-2,0,0,-1,0
3319,-1,1,1,-1,0
3320,0,1,0,-3,2
3321,0,-1,2,0,0
3322,0,-1,0,-1,1
3323,1,0,0,-2,1
3324,-2,1,-1,-2,1
3325,-1,-1,1,1,-1
3326,1,0,-1,0,1
3327,0,1,-1,0,0
3328,-1,0,0,0,0
3329,1,0,-1,-2,2
3330,-1,-1,0,2,-2
3331,0,1,-1,1,0
3332,0,2,1,0,-1
3333,1,-1,1,-3,5
3334,0,1,1,0,-2
3335,2,-2,2,-2,0
3336,-2,0,1,0,-2
3337,0,0,-1,1,0
3338,0,1,1,-3,0
3339,0,0,0,0,0
3340,0,0,0,0,0
3341,-1,1,-1,-2,1
3342,-1,1,-1,2,0
3343,-2,1,0,0,0
3344,0,-1,1,-1,0
3345,-1,0,-1,1,-1
3346,1,-2,0,-1,0
3347,-1,0,1,-2,1
3348,1,1,-2,0,1
3349,0,-1,1,-2,2
3350,0,0,0,0,0
3351,1,0,-2,1,-1
3352,-1,0,-1,1,-1
3353,0,0,0,-1,1
3354,0,2,-1,-1,1
3355,0,0,0,0,0
3356,1,-1,1,0,-1
3357,0,0,-1,0,-1
3358,0,0,-1,-1,0
3359,-2,1,0,1,0
3360,1,-2,2,-1,1
3361,-1,2,1,-1,0
3362,-1,1,-1,1,-1
3363,-1,0,0,0,0
3364,1,1,0,-2,0
3365,0,1,0,0,0
3366,0,1,1,0,1
3367,-3,0,0,2,-3
3368,0,0,0,-2,0
3369,-1,0,0,1,0
3370,0,2,-1,-1,1
3371,1,-1,0,0,1
3372,-1,0,-1,0,1
3373,-1,0,0,0,0
3374,1,1,-1,-2,2
3375,0,1,2,0,0
3376,1,0,1,0,0
3377,-1,0,0,1,0
3378,0,1,-2,1,0
3379,1,-1,0,2,-1
3380,-1,0,-1,0,0
3381,2,0,0,0,0
3382,2,-1,1,-1,0
3383,1,0,-1,1,0
3384,-4,4,0,-1,1
3385,-2,0,0,2,-1
3386,2,-1,1,0,0
3387,-2,-4,6,-2,-1
3388,0,0,0,0,0
3389,-2,0,2,-3,2
3390,1,0,-1,0,0
3391,-1,0,1,-1,0
3392,0,-1,1,-1,0
3393,0,0,0,-1,1
3394,3,-4,2,-2,3
3395,0,1,1,-2,1
3396,0,1,-1,1,0
3397,1,0,0,0,-1
3398,-2,-1,2,0,0
3399,0,0,0,1,-1
3400,0,0,0,0,0
3401,1,0,0,-1,0
3402,1,-2,2,-2,1
3403,1,1,-1,-1,1
3404,-1,0,1,3,-2
3405,2,-1,2,0,-1
3406,-1,0,-1,1,0
3407,1,-1,0,0,0
3408,0,0,0,-2,1
3409,1,-1,0,-1,1
3410,-3,0,2,-2,-1
3411,0,1,-1,1,1
3412,0,0,-1,0,1
3413,-3,1,0,0,0
3414,-1,1,1,0,-2
3415,-1,-1,0,1,1
3416,0,-1,0,0,1
3417,-1,1,0,0,0
3418,-1,1,0,-1,3
3419,0,0,0,0,0
3420,-1,1,0,0,-2
3421,1,-1,0,0,-1
3422,1,-2,3,-1,-1
3423,-1,1,0,0,0
3424,-1,1,-1,0,0
3425,2,-2,0,3,-2
3426,0,0,-2,2,-1
3427,0,1,-2,2,0
3428,0,0,0,1,0
3429,0,0,1,-1,1
3431,0,-1,2,-2,2
3432,2,0,2,-2,0
3433,0,-1,1,-2,1
3434,0,0,0,0,0
3435,0,1,0,0,0
3436,2,0,0,-1,1
3437,-1,1,0,0,0
3438,1,-1,1,0,0
3439,0,1,-1,1,1
3440,-1,1,0,0,1
3441,-1,0,1,-1,-1
3442,0,-1,0,-1,0
3443,-1,0,0,0,0
3444,0,-2,1,-1,2
3445,-2,-2,-1,4,-3
3446,-2,2,0,0,0
3447,0,0,-1,3,-2
3448,-1,2,0,-1,0
3450,0,0,2,0,-2
3451,1,0,1,-2,1
3452,0,-1,0,2,-1
3453,0,2,-1,1,0
3454,0,1,0,0,0
3455,0,-1,1,-1,1
3456,0,0,0,0,0
3457,-1,0,0,0,0
3458,-2,-1,0,0,1
3459,-1,0,1,0,-1
3460,-2,3,0,0,-1
3461,-1,1,-1,1,-1
3462,-1,-2,1,1,1
3463,-1,-1,2,-1,0
3464,-1,0,0,0,0
3465,0,2,-1,0,0
3466,0,0,1,-1,1
3467,1,0,0,0,1
3468,1,-1,1,-2,1
3469,0,1,-1,0,0
3470,-1,-1,0,0,0
3471,0,0,0,-1,0
3472,0,0,0,0,0
3473,-3,3,0,0,-3
3474,1,0,-1,1,-1
3475,1,0,-1,0,0
3476,2,-2,1,-1,0
3477,0,-1,1,-1,1
3478,2,0,0,2,0
3479,0,0,0,1,1
3480,0,0,-1,0,1
3481,1,0,1,0,1
3482,0,-1,1,0,-2
3483,1,0,-1,0,2
3484,1,0,-2,-1,1
3485,0,0,0,1,-1
3486,1,-2,0,1,1
3487,0,0,0,-1,1
3488,-1,0,-2,4,-1
3489,-1,0,0,1,-1
3490,0,1,0,-1,0
3491,2,-1,0,-2,2
3492,-1,1,1,-1,0
3493,1,-1,0,0,1
3494,2,-2,0,1,-1
3495,-1,0,0,0,0
3496,0,0,0,0,0
3497,0,-1,1,-1,0
3498,-1,1,-2,0,1
3499,-1,1,-1,1,0
3500,1,0,-2,2,-2
3501,2,0,0,0,0
3502,-1,0,0,1,-1
3503,0,1,-3,1,1
3504,-1,1,-1,0,0
3505,0,0,0,0,0
3506,-1,3,-2,0,-1
3507,0,-1,0,1,-1
3508,0,0,3,-2,-1
3509,-2,-1,2,-1,0
3510,1,-1,-1,0,3
3511,-2,2,-1,0,2
3512,-1,1,-1,2,-2
3513,-1,1,-2,1,-1
3514,0,0,0,0,0
3515,-1,1,1,0,-1
3516,0,0,0,0,0
3517,2,-3,1,-1,0
3518,0,1,0,0,-1
3519,-1,0,0,0,0
3520,-1,1,0,0,0
3521,-1,2,0,0,0
3522,0,2,0,0,-2
3523,0,0,0,0,0
3524,-1,0,-1,0,0
3525,1,1,-3,0,1
3526,-1,0,1,-1,1
3527,2,-2,-1,1,0
3528,-1,2,0,-1,1
3529,-2,2,0,-1,2
3530,-2,0,1,0,-1
3531,-1,1,-3,0,0
3532,0,1,-1,0,0
3533,0,0,0,-1,1
3534,0,0,1,-1,0
3535,0,0,0,-1,0
3536,0,-1,2,0,-1
3537,-1,0,-1,1,0
3538,0,1,0,0,-1
3539,0,0,0,1,-1
3540,0,0,0,-1,1
3541,1,0,2,-2,2
3543,0,0,3,-2,-1
3544,0,-1,1,0,0
3545,0,0,0,1,1
3546,-1,1,-1,0,0
3547,3,-3,2,-1,2
3548,1,-2,2,0,0
3549,0,0,1,-1,1
3550,0,1,-1,0,1
3551,1,-1,1,-1,2
3552,-1,0,1,-1,0
3553,0,1,-1,0,-1
3554,0,-1,1,0,-1
3555,0,0,0,0,-1
3556,1,0,0,0,0
3557,-2,1,1,-1,1
3558,0,-1,1,0,0
3559,0,1,-1,0,-1
3560,1,-1,3,-2,1
3561,0,0,0,-1,2
3562,0,0,0,1,-1
3563,0,-1,0,1,4
3564,0,0,0,0,0
3565,-1,-1,0,0,0
3566,3,-3,1,3,-4
3567,0,1,-2,0,1
3568,1,-1,0,0,0
3569,1,0,1,-2,2
3570,4,-6,0,1,5
3571,0,0,0,0,0
3572,0,2,0,-1,0
3573,1,-1,1,0,0
3574,0,0,-1,2,-1
3575,1,-2,-1,1,0
3576,0,-1,1,-2,0
3577,2,-1,2,-2,1
3578,2,0,-1,1,-2
3579,-1,1,0,-2,-1
3580,-1,-1,0,1,-2
3581,1,-1,0,1,0
3582,1,-2,1,0,0
3583,2,0,0,0,-1
3584,-1,1,0,0,0
3585,0,3,0,0,-3
3586,0,0,0,0,1
3587,0,-1,-1,0,1
3588,-2,0,1,2,-2
3589,2,-2,2,-2,2
3590,1,-1,-1,0,0
3591,0,4,-2,-1,0
3592,0,0,0,0,0
3593,0,1,-1,0,1
3594,0,0,-1,1,0
3595,1,-1,1,0,0
3596,-2,2,0,0,0
3597,-1,1,-1,1,-1
3598,0,0,-1,0,0
3599,0,0,-1,0,0
3600,0,1,0,1,-2
3601,-3,2,-1,-1,2
3602,-1,0,1,0,1
3603,2,0,-2,0,1
3604,0,2,-2,2,0
3605,-1,0,0,-1,1
3606,-4,2,1,0,1
3607,-1,0,1,0,0
3608,0,1,-1,-1,2
3609,0,0,0,0,0
3610,0,2,1,0,-3
3611,2,0,-1,0,1
3612,-1,0,1,-1,-1
3613,2,-1,1,-3,4
3614,-2,1,-1,1,0
3615,-2,0,0,0,1
3616,0,0,0,0,0
3617,-2,1,-1,2,-1
3618,-1,-2,4,-2,1
3619,2,0,-1,-1,2
3620,-1,3,-1,2,2
3621,0,0,0,0,1
3622,0,-1,1,-1,0
3623,-2,1,0,0,-1
3624,-1,1,0,0,0
3625,-1,0,0,0,1
3626,0,-2,0,1,0
3627,0,1,-1,-1,1
3628,-1,0,1,0,0
3629,0,-1,0,-1,1
3630,0,0,0,0,-1
3631,-1,0,2,-1,-1
3632,-1,2,0,1,-1
3633,0,1,1,-1,0
3634,-1,0,0,-1,0
3635,0,0,-1,1,-1
3636,0,0,1,-1,-1
3637,0,0,0,0,1
3638,2,-1,-1,1,-1
3639,4,-1,1,0,0
3640,0,-1,2,0,0
3641,-1,2,-1,0,1
3642,-1,0,0,-1,0
3643,2,-2,0,1,-3
3644,0,-1,0,1,0
3645,0,1,-2,1,0
3646,0,1,-2,0,1
3647,0,0,0,0,1
3648,0,-1,1,0,-1
3649,-2,-1,1,1,-1
3650,0,-1,0,0,0
3651,0,0,-2,3,-2
3652,-2,0,-1,0,-1
3653,0,0,-1,0,1
3654,0,1,-1,0,0
3655,0,-1,1,-2,2
3656,0,0,-1,1,-1
3657,-2,0,1,1,0
3658,1,-1,1,0,-1
3659,-3,1,2,-2,2
3660,0,0,2,0,0
3661,0,0,2,-1,0
3662,0,1,-2,2,-1
3663,1,-1,1,-1,0
3664,-1,1,-1,2,-2
3665,1,0,0,0,1
3666,1,-1,0,0,0
3667,0,0,-1,1,0
3668,1,-1,0,0,0
3669,0,0,0,0,0
3670,-1,1,-1,0,0
3671,-1,1,0,-2,3
3672,1,-1,0,1,-1
3673,1,0,-1,1,1
3674,0,1,0,-1,1
3675,0,1,-2,0,-1
3676,0,-1,1,-3,3
3677,-1,0,0,0,-1
3678,1,-1,0,0,1
3679,0,0,0,0,0
3680,0,-3,2,-2,0
3681,1,-1,-1,2,-1
3682,0,-1,1,0,1
3683,1,0,0,1,-1
3684,-3,1,0,0,0
3685,-1,0,0,0,1
3686,0,1,0,-1,1
3687,2,-1,-1,1,0
3688,-1,1,0,0,0
3689,2,-2,1,-1,1
3690,2,-1,0,1,-3
3691,4,0,0,1,0
3692,-1,0,0,0,0
3693,0,1,0,1,-2
3694,-1,2,-1,0,-2
3695,0,-1,1,0,0
3696,-1,-1,2,0,0
3697,0,0,0,0,1
3698,0,0,0,1,-1
3699,0,0,0,0,0
3700,0,0,2,0,-1
3701,-3,-1,3,1,-3
3702,0,0,1,0,0
3703,0,1,0,1,-1
3704,-1,0,1,0,0
3706,0,0,-1,0,0
3707,2,0,-1,1,-2
3708,-1,0,1,1,-2
3709,2,2,-3,1,3
3710,-1,0,1,-1,0
3711,0,1,-1,1,0
3712,-1,1,-1,0,0
3713,1,-1,0,1,-2
3714,1,0,0,0,0
3715,0,0,1,-1,-2
3716,-3,0,2,1,1
3717,2,-1,1,-1,2
3718,0,0,0,0,-4
3719,-1,1,0,0,1
3720,-1,-1,0,1,-1
3721,0,-1,0,0,0
3722,0,0,-1,1,-2
3723,0,1,-1,0,1
3724,-1,1,1,0,-1
3725,-2,-1,1,1,-1
3726,0,0,0,0,0
3727,0,0,0,-1,1
3728,2,0,0,0,0
3729,-2,0,0,0,0
3730,-1,-2,1,1,-2
3731,1,0,-3,2,0
3732,0,0,1,0,-2
3733,-1,-1,-1,3,-2
3734,0,-1,-1,2,-1
3735,-1,2,-1,1,-1
3736,0,0,2,-2,1
3737,0,-1,1,0,-1
3738,0,-1,1,-2,0
3739,1,0,-1,0,1
3740,0,2,-1,1,0
3741,0,0,0,4,-3
3742,1,-1,-1,0,0
3743,-1,-1,0,2,1
3744,0,0,1,-1,-1
3745,-1,1,1,0,0
3746,1,-1,-1,1,-1
3747,-1,2,1,0,-1
3748,1,0,-1,0,0
3749,-3,1,0,0,0
3750,1,-1,1,-1,1
3751,1,0,0,-1,0
3752,0,1,-1,0,1
3754,0,-1,1,0,0
3755,0,0,0,0,0
3756,-1,0,0,1,0
3757,0,0,1,0,-1
3758,0,-1,0,-1,1
3759,-1,1,1,-1,-1
3760,2,-1,-1,2,-1
3761,1,0,-1,0,0
3762,-1,1,1,-1,0
3763,0,-1,0,1,-1
3764,-2,-1,2,-1,0
3765,0,-1,0,1,0
3766,0,0,1,0,-1
3767,-1,0,2,-1,0
3768,0,-1,0,1,-1
3769,1,0,0,-1,0
3770,1,1,-2,0,0
3771,0,1,-2,2,-1
3772,0,-2,2,1,-1
3773,-1,0,2,0,-1
3774,1,-2,0,1,-1
3775,0,0,1,0,0
3776,1,0,0,0,1
3777,0,2,-1,-1,0
3778,-1,0,0,0,0
3779,1,0,0,0,0
3780,0,1,0,0,0
3781,0,0,0,0,0
3782,2,-1,0,1,-1
3783,-1,1,1,0,0
3784,-1,1,-1,0,0
3785,0,1,-2,1,0
3786,0,1,-1,0,0
3787,-1,1,0,0,-1
3788,1,0,-1,1,0
3789,1,0,1,-1,1
3790,0,0,0,0,0
3791,-1,0,1,-1,0
3792,0,0,0,-2,3
3793,-1,2,0,-1,1
3794,1,0,-1,-1,2
3795,-2,0,0,2,0
3796,-1,2,-1,1,-1
3797,0,-1,-1,2,-2
3798,1,-1,1,-2,2
3799,0,0,-1,0,0
3800,0,-1,1,-1,1
3801,1,3,0,0,-3
3802,-1,-1,1,0,0
3803,0,0,0,-1,1
