고객번호,구매금액14년_1,구매금액14년_2,구매금액14년_3,구매금액14년_4,구매금액15년_1,구매금액15년_2,구매금액15년_3,구매금액15년_4,구매횟수14년_1,구매횟수14년_2,구매횟수14년_3,구매횟수14년_4,구매횟수15년_1,구매횟수15년_2,구매횟수15년_3,구매횟수15년_4,평균합계14년_1,평균합계14년_2,평균합계14년_3,평균합계14년_4,평균합계15년_1,평균합계15년_2,평균합계15년_3,평균합계15년_4
375,27441030,24643083,11871190,14518682,27167703,25486244,11796594,22056315,51,72,86,60,84,80,62,76,538059.4118,342265.0417,138037.093,241978.0333,323425.0357,318578.05,190267.6452,290214.6711
376,449110,515582,852884,444535,687586,695093,813582,476455,84,79,121,74,128,121,177,126,5346.547619,6526.35443,7048.628099,6007.22973,5371.765625,5744.570248,4596.508475,3781.388889
377,8851164,13423589,9182840,14591336,8938927,9688275,10104683,8055866,80,95,108,98,72,141,102,107,110639.55,141300.9368,85026.2963,148891.1837,124151.7639,68711.17021,99065.51961,75288.46729
378,6929551,10299853,6464379,7239466,5886607,9225856,8284190,16591736,70,65,87,92,62,78,46,84,98993.58571,158459.2769,74303.2069,78689.84783,94945.27419,118280.2051,180091.087,197520.6667
379,1954619,2352490,2198889,1984863,5345435,3905325,3834798,4663219,57,45,37,60,65,72,87,74,34291.5614,52277.55556,59429.43243,33081.05,82237.46154,54240.625,44078.13793,63016.47297
380,434272,1581808,1078698,880045,672878,842570,714291,678517,41,73,66,63,56,76,67,61,10592,21668.60274,16343.90909,13968.96825,12015.67857,11086.44737,10661.0597,11123.22951
381,1220819,3255196,5610504,4050641,5070346,4088459,3003979,1332068,55,74,64,45,63,71,59,50,22196.70909,43989.13514,87664.125,90014.24444,80481.68254,57583.92958,50914.89831,26641.36
382,11026718,10799415,5865411,10142187,2957450,25595473,3004861,5507539,38,38,37,54,79,99,68,61,290176.7895,284195.1316,158524.6216,187818.2778,37436.07595,258540.1313,44189.13235,90287.52459
383,4790666,7029123,6290400,10736100,7284014,9810683,6343315,7594173,42,66,32,65,32,88,46,52,114063.4762,106501.8636,196575,165170.7692,227625.4375,111485.0341,137898.1522,146041.7885
384,778356,859046,616661,950881,1193183,1972034,1969083,703780,53,61,43,56,73,79,90,73,14685.96226,14082.72131,14340.95349,16980.01786,16344.9726,24962.4557,21878.7,9640.821918
385,820683,1942810,2404515,874972,924259,1014704,1150609,1225961,65,72,78,66,63,66,57,61,12625.89231,26983.47222,30827.11538,13257.15152,14670.77778,15374.30303,20186.12281,20097.72131
386,6851640,3591905,8706209,3925368,1451054,3682889,4261830,8310670,117,124,131,59,50,61,101,76,58561.02564,28966.97581,66459.61069,66531.66102,29021.08,60375.22951,42196.33663,109350.9211
387,8092655,13807977,20883731,15552171,13298801,11833581,19322507,12903757,78,114,132,117,96,104,129,113,103751.9872,121122.6053,158210.0833,132924.5385,138529.1771,113784.4327,149786.876,114192.5398
388,21860096,35623772,10360114,38101719,23663141,19294162,10548168,26202073,94,102,52,66,49,50,55,32,232554.2128,349252.6667,199232.9615,577298.7727,482921.2449,385883.24,191784.8727,818814.7813
389,2396812,2447131,2295989,1147271,2632625,2376854,2572557,2077330,62,54,55,35,53,63,66,63,38658.25806,45317.24074,41745.25455,32779.17143,49672.16981,37727.84127,38978.13636,32973.49206
390,1138317,1491963,1707957,1670916,1405868,1594812,1549332,1342449,60,64,66,73,61,72,69,67,18971.95,23311.92188,25878.13636,22889.26027,23047.01639,22150.16667,22454.08696,20036.55224
391,14667857,36009620,24188192,1642154,927741,6595258,16949887,25921828,134,199,129,17,9,41,133,165,109461.6194,180952.8643,187505.3643,96597.29412,103082.3333,160859.9512,127442.7594,157101.9879
392,807669,464888,436987,1244317,390800,1459666,2238813,3050968,106,50,33,66,58,81,104,131,7619.518868,9297.76,13242.0303,18853.28788,6737.931034,18020.5679,21527.04808,23289.83206
393,8916633,14653378,1518823,15688361,14201442,27793642,4915009,6662673,41,59,28,74,55,63,59,64,217478.8537,248362.339,54243.67857,212004.8784,258208.0364,441168.9206,83305.23729,104104.2656
394,2171572,2393183,1449336,1270862,2512397,2570026,1861588,1540206,71,74,54,68,80,96,84,66,30585.52113,32340.31081,26839.55556,18689.14706,31404.9625,26771.10417,22161.7619,23336.45455
395,1554370,1401220,1341302,1436903,3727596,1858236,3402140,1227860,51,55,46,54,65,59,62,49,30477.84314,25476.72727,29158.73913,26609.31481,57347.63077,31495.52542,54873.22581,25058.36735
396,1270726,2278552,1378998,2294507,1461874,2042433,1101469,2607236,88,116,85,118,92,115,84,113,14440.06818,19642.68966,16223.50588,19444.97458,15889.93478,17760.28696,13112.72619,23072.88496
397,2094427,2171139,2829954,3095372,2053551,2040797,3736983,2566745,65,67,83,84,110,106,97,86,32221.95385,32405.0597,34095.83133,36849.66667,18668.64545,19252.80189,38525.59794,29845.87209
398,9644751,9508649,8501960,11859706,2926116,26170877,28648924,3830141,107,135,62,73,65,82,95,60,90137.85981,70434.43704,137128.3871,162461.726,45017.16923,319157.0366,301567.6211,63835.68333
399,19631274,21387454,14075548,18485070,18445671,25577157,19489052,14419061,53,71,45,67,56,62,63,55,370401.3962,301231.7465,312789.9556,275896.5672,329386.9821,412534.7903,309350.0317,262164.7455
400,22968008,14597577,8976364,27724899,14539356,16269702,16218889,17460921,97,90,56,112,95,89,101,114,236783.5876,162195.3,160292.2143,247543.7411,153045.8526,182805.6404,160583.0594,153165.9737
401,29882975,17599497,6232181,17547152,35542931,8980884,6288411,10641941,80,60,60,66,97,67,70,88,373537.1875,293324.95,103869.6833,265865.9394,366421.9691,134043.0448,89834.44286,120931.1477
402,4849435,2964705,2956079,3163878,6607316,3536575,2547110,5953810,76,69,48,74,74,69,50,65,63808.35526,42966.73913,61584.97917,42755.10811,89288.05405,51254.71014,50942.2,91597.07692
403,971614,767208,830759,912300,1357308,1196988,1281498,917819,36,40,45,54,55,47,40,42,26989.27778,19180.2,18461.31111,16894.44444,24678.32727,25467.82979,32037.45,21852.83333
404,5509710,6742470,5230682,4084223,5329276,6134336,9588163,11731994,58,79,83,74,76,78,63,75,94995,85347.72152,63020.26506,55192.2027,70122.05263,78645.33333,152193.0635,156426.5867
405,4271695,4596687,4340260,2086964,2172414,2306872,1730182,1468166,72,80,82,55,45,39,52,58,59329.09722,57458.5875,52930,37944.8,48275.86667,59150.5641,33272.73077,25313.2069
406,902939,956416,1041538,1022483,1172923,1233096,1712301,1345185,45,49,37,51,65,52,64,52,20065.31111,19518.69388,28149.67568,20048.68627,18044.96923,23713.38462,26754.70313,25868.94231
407,14206629,20238403,16208423,28645462,7890646,15481735,9763616,22815193,73,105,82,71,41,63,45,68,194611.3562,192746.6952,197663.6951,403457.2113,192454.7805,245741.8254,216969.2444,335517.5441
408,46779963,105581782,102557011,126947911,52602286,149937807,122188670,12333893,57,71,57,77,49,103,51,37,820701.1053,1487067.352,1799245.807,1648674.169,1073516.041,1455706.864,2395856.275,333348.4595
409,15190004,10314284,7098371,11569371,9835333,11173220,3915143,8503010,76,84,57,78,78,93,51,65,199868.4737,122789.0952,124532.8246,148325.2692,126094.0128,120142.1505,76767.5098,130815.5385
410,494596,495496,1058088,880087,1114626,1003343,1526260,662957,41,43,40,50,47,69,65,52,12063.31707,11523.16279,26452.2,17601.74,23715.44681,14541.2029,23480.92308,12749.17308
411,12307206,7474378,5540749,9414785,5695991,6162827,7192807,3562431,140,77,80,107,80,78,134,54,87908.61429,97069.84416,69259.3625,87988.64486,71199.8875,79010.60256,53677.66418,65970.94444
412,9473081,7616046,5664698,7162997,4391368,6446565,3098400,4250386,75,114,103,101,99,126,75,104,126307.7467,66807.42105,54997.06796,70920.76238,44357.25253,51163.21429,41312,40869.09615
413,5555682,3960446,21248763,4813693,9129533,6363683,23585272,11409303,72,67,82,74,62,53,107,42,77162.25,59111.13433,259131.2561,65049.90541,147250.5323,120069.4906,220423.1028,271650.0714
414,9857008,7243786,5185074,17057315,7404547,13745530,6022035,10655722,47,64,43,79,61,77,47,85,209723.5745,113184.1563,120583.1163,215915.3797,121386.0164,178513.3766,128128.4043,125361.4353
415,682276,1052837,1562321,696983,1775097,1615703,1720404,384987,27,74,107,45,148,116,106,44,25269.48148,14227.52703,14601.13084,15488.51111,11993.89865,13928.47414,16230.22642,8749.704545
416,39455403,21471859,18516090,18125486,10046393,6776635,17363588,14458564,78,91,79,76,85,68,93,95,505838.5,235954.4945,234380.8861,238493.2368,118192.8588,99656.39706,186705.2473,152195.4105
417,6973763,4547284,2691135,6424409,5003556,4266778,2738222,6747684,72,98,66,99,64,51,30,93,96857.81944,46400.85714,40774.77273,64893.0202,78180.5625,83662.31373,91274.06667,72555.74194
418,1665635,1925197,3086383,3000254,2389080,1753775,3257735,1079805,36,55,53,86,86,64,76,47,46267.63889,35003.58182,58233.64151,34886.67442,27780,27402.73438,42864.93421,22974.57447
419,3188339,11153846,7607858,7023928,6333440,3053136,2611657,9735492,50,100,50,64,55,42,36,76,63766.78,111538.46,152157.16,109748.875,115153.4545,72693.71429,72546.02778,128098.5789
420,1304339,4238945,4571066,3372635,3446696,6124728,2158407,2818261,44,82,113,78,60,92,64,99,29644.06818,51694.45122,40451.9115,43238.91026,57444.93333,66573.13043,33725.10938,28467.28283
421,9896020,12536377,11114949,8082036,10727997,11636739,12766508,7760704,180,236,218,162,214,214,247,180,54977.88889,53120.24153,50986.00459,49889.11111,50130.8271,54377.28505,51686.26721,43115.02222
422,1224154,3297470,2092632,1671047,1029571,3550191,1417994,712762,64,113,82,64,59,63,47,36,19127.40625,29181.15044,25519.90244,26110.10938,17450.35593,56352.2381,30170.08511,19798.94444
423,8218593,5561992,7191535,6729551,2298207,3645357,6343084,5350665,68,66,70,54,46,65,88,61,120861.6618,84272.60606,102736.2143,124621.3148,49961.02174,56082.41538,72080.5,87715.81967
424,357625,443295,424740,237689,279650,577744,599750,369129,70,65,69,69,63,77,78,72,5108.928571,6819.923077,6155.652174,3444.768116,4438.888889,7503.168831,7689.102564,5126.791667
425,1619089,3384146,1581080,1520241,1358263,2904406,2940768,1929943,49,57,42,45,34,71,73,54,33042.63265,59370.98246,37644.7619,33783.13333,39948.91176,40907.12676,40284.49315,35739.68519
426,1139732,8311704,7749061,4639444,7686069,6390667,8976686,7287490,43,93,90,79,88,74,88,96,26505.39535,89373.16129,86100.67778,58727.13924,87341.69318,86360.36486,102007.7955,75911.35417
427,2247379,737685,3725158,2282609,5577804,2413999,2783666,2772109,34,20,60,50,55,41,80,74,66099.38235,36884.25,62085.96667,45652.18,101414.6182,58878.02439,34795.825,37460.93243
428,34891344,11008377,11322950,12636439,7016045,21661505,9626914,50683053,94,83,74,83,75,84,77,100,371184.5106,132631.0482,153012.8378,152246.253,93547.26667,257875.0595,125024.8571,506830.53
429,7323069,12385897,6936980,1510930,5844832,6240908,2068812,8292916,56,97,83,35,63,77,32,90,130769.0893,127689.6598,83578.07229,43169.42857,92775.11111,81050.75325,64650.375,92143.51111
430,11395016,8788706,6756751,16812355,4752203,6046499,14352683,25825280,79,113,70,89,51,75,98,88,144240.7089,77776.15929,96525.01429,188902.8652,93180.45098,80619.98667,146455.949,293469.0909
431,1621919,1311382,2231467,2087629,1737366,2575108,3442194,3168034,49,39,60,76,61,76,95,101,33100.38776,33625.17949,37191.11667,27468.80263,28481.40984,33883,36233.62105,31366.67327
432,4816415,17501217,3469048,5513362,5549112,4420917,2796730,3107314,43,103,75,83,78,87,52,52,112009.6512,169914.7282,46253.97333,66426.04819,71142.46154,50815.13793,53783.26923,59756.03846
433,9022321,8896484,7463988,9870361,3625926,37809143,5754320,3745831,97,96,76,74,47,135,87,79,93013.61856,92671.70833,98210.36842,133383.2568,77147.3617,280067.7259,66141.6092,47415.58228
434,6426951,4647643,9537652,4479277,4720734,6081290,8544894,7715272,83,59,90,75,62,78,103,100,77433.14458,78773.61017,105973.9111,59723.69333,76140.87097,77965.25641,82960.13592,77152.72
435,6120961,4800428,2557061,773427,1668344,3935468,2355631,2225909,76,93,67,30,58,77,90,51,80538.96053,51617.50538,38165.08955,25780.9,28764.55172,51109.97403,26173.67778,43645.27451
436,5630941,12538704,7708626,14062569,8664049,8474758,5854745,13900827,43,76,75,79,85,97,69,125,130952.1163,164982.9474,102781.68,178007.2025,101929.9882,87368.63918,84851.37681,111206.616
437,87246,18294,628932,402997,524155,1566271,1018437,848754,8,2,67,71,78,115,107,128,10905.75,9147,9387.044776,5676.014085,6719.935897,13619.74783,9518.102804,6630.890625
438,9168295,16443362,21145616,8874433,6817364,6675566,6128133,4864284,66,95,62,57,53,76,47,36,138913.5606,173088.0211,341058.3226,155691.807,128629.5094,87836.39474,130385.8085,135119
439,487708,1301855,1196933,505975,1497893,1496783,1984941,958855,29,56,54,28,65,116,139,89,16817.51724,23247.41071,22165.42593,18070.53571,23044.50769,12903.30172,14280.15108,10773.65169
440,11122767,10433197,8544451,11638331,8900535,4181699,4078446,9060497,68,63,99,80,90,58,39,47,163570.1029,165606.3016,86307.58586,145479.1375,98894.83333,72098.25862,104575.5385,192776.5319
441,2145638,8192360,4463714,2643717,2767861,3358204,24974407,1466200,44,58,58,67,52,68,100,38,48764.5,141247.5862,76960.58621,39458.46269,53228.09615,49385.35294,249744.07,38584.21053
442,3546497,3579371,3868280,3476898,4209129,5331668,5211527,3766822,46,58,49,53,50,61,54,59,77097.76087,61713.2931,78944.4898,65601.84906,84182.58,87404.39344,96509.75926,63844.44068
443,3572575,13647674,11912055,21094638,17631317,10419118,19230504,6282317,66,84,58,86,66,55,86,48,54129.92424,162472.3095,205380.2586,245286.4884,267141.1667,189438.5091,223610.5116,130881.6042
444,6089659,5833344,46334537,6922137,7013167,16900838,25942761,33078606,63,58,109,82,71,71,92,120,96661.25397,100574.8966,425087.4954,84416.30488,98777,238039.9718,281986.5326,275655.05
445,812388,1288855,919980,990382,943302,967294,1509636,1016478,33,50,42,44,43,54,56,59,24617.81818,25777.1,21904.28571,22508.68182,21937.25581,17912.85185,26957.78571,17228.44068
446,2493283,1603435,1983875,1819473,2229683,2813782,3830219,1891053,49,45,55,57,43,62,64,56,50883.32653,35631.88889,36070.45455,31920.57895,51853.09302,45383.58065,59847.17188,33768.80357
447,2321818,2186853,2872758,1325960,2562252,4502136,14710249,1983966,91,84,80,52,49,84,86,58,25514.48352,26033.96429,35909.475,25499.23077,52290.85714,53596.85714,171049.407,34206.31034
448,4366086,19404690,14622793,9866371,10666967,2403233,7317424,6755929,49,122,80,76,69,42,75,58,89103.79592,159054.8361,182784.9125,129820.6711,154593.7246,57219.83333,97565.65333,116481.5345
449,2669881,4182792,7284688,10818031,2616668,10535606,7749943,25499485,68,100,95,84,86,89,111,93,39262.95588,41827.92,76680.92632,128786.0833,30426.37209,118377.5955,69819.30631,274188.0108
450,8187985,21714787,15756477,13113184,13399433,10957204,7588463,44578130,77,103,68,79,89,65,71,89,106337.4675,210823.1748,231712.8971,165989.6709,150555.427,168572.3692,106879.7606,500877.8652
451,3118980,3772526,4656515,3136481,1811891,4516511,3293890,2489123,73,61,101,83,57,83,100,68,42725.75342,61844.68852,46104.10891,37788.92771,31787.5614,54415.79518,32938.9,36604.75
452,319043,719557,2790721,2157431,1846471,2825585,3153253,1966687,19,39,86,100,80,107,84,52,16791.73684,18450.17949,32450.24419,21574.31,23080.8875,26407.33645,37538.72619,37820.90385
453,2122312,25823831,4274048,5876712,3422065,3787481,7466226,8249832,46,117,87,75,66,83,87,105,46137.21739,220716.5043,49126.98851,78356.16,51849.4697,45632.3012,85818.68966,78569.82857
454,1580566,1342830,2077423,1886632,1840593,1762412,2906651,1476133,107,89,101,127,101,83,70,64,14771.64486,15087.97753,20568.54455,14855.37008,18223.69307,21233.87952,41523.58571,23064.57813
455,34884180,13577318,12520696,15986317,9363438,19163960,14592833,8660122,71,77,90,84,44,71,48,85,491326.4789,176328.8052,139118.8444,190313.2976,212805.4091,269914.9296,304017.3542,101883.7882
456,2353722,2589273,2610998,4384924,2895933,4105011,22632052,21964711,75,61,101,114,83,107,156,137,31382.96,42447.09836,25851.46535,38464.24561,34890.75904,38364.58879,145077.2564,160326.3577
457,24122175,20504695,15775076,24678782,19097424,22742478,15045850,11655913,368,300,293,233,265,404,372,413,65549.38859,68348.98333,53839.84983,105917.5193,72065.75094,56293.26238,40445.83333,28222.54964
458,1337928,1244832,1318580,1482797,1415975,1625981,2188661,1205080,64,61,55,63,52,68,72,60,20905.125,20407.08197,23974.18182,23536.46032,27230.28846,23911.48529,30398.06944,20084.66667
459,3407222,3340950,6129910,3365223,3027334,4413786,3713953,3057409,53,51,74,53,47,68,53,57,64287.20755,65508.82353,82836.62162,63494.77358,64411.3617,64908.61765,70074.58491,53638.75439
460,2577393,7743271,3792247,8172762,4582528,2219584,0,0,27,71,77,66,48,27,0,0,95459,109060.1549,49249.96104,123829.7273,95469.33333,82206.81481,#DIV/0!,#DIV/0!
461,576350,1312906,1708983,954256,583573,1878696,1538452,1142281,29,46,75,72,46,87,91,64,19874.13793,28541.43478,22786.44,13253.55556,12686.36957,21594.2069,16906.06593,17848.14063
462,7820720,6964887,11573362,15596032,4876590,12122896,8465502,4373027,83,74,86,69,71,116,95,74,94225.54217,94120.09459,134573.9767,226029.4493,68684.3662,104507.7241,89110.54737,59094.95946
463,7114090,5925097,10500066,8976564,5336818,4495402,9090401,8700712,97,91,112,97,60,64,100,96,73341.13402,65110.95604,93750.58929,92541.89691,88946.96667,70240.65625,90904.01,90632.41667
464,2652783,3000778,3042233,1377956,2105885,4141148,2694603,1796396,57,97,81,59,64,76,58,61,46540.05263,30935.85567,37558.4321,23355.18644,32904.45313,54488.78947,46458.67241,29449.11475
465,2675751,3545480,1547726,2542387,3341352,2230521,2761110,2697126,72,57,57,66,61,62,88,108,37163.20833,62201.40351,27153.08772,38521.01515,54776.2623,35976.14516,31376.25,24973.38889
466,10282887,24766405,53593691,18386332,17754458,27360494,29129560,19510916,102,95,118,80,77,55,94,128,100812.6176,260699,454183.822,229829.15,230577.3766,497463.5273,309888.9362,152429.0313
467,4314846,2888052,1715705,2068226,2391239,1827625,3424715,1838152,120,84,87,105,115,114,114,103,35957.05,34381.57143,19720.74713,19697.39048,20793.38261,16031.79825,30041.35965,17846.13592
468,6219790,8373911,7405152,5084065,6764289,8572675,6124486,5706693,79,92,70,53,55,99,54,48,78731.51899,91020.77174,105787.8857,95925.75472,122987.0727,86592.67677,113416.4074,118889.4375
469,2058210,8035455,4562663,3860938,860634,3259400,1964109,1250436,56,49,67,80,33,86,72,55,36753.75,163988.8776,68099.44776,48261.725,26079.81818,37900,27279.29167,22735.2
470,944671,1460808,1171224,769668,627618,1015105,1430236,980824,83,105,84,70,53,87,81,53,11381.57831,13912.45714,13943.14286,10995.25714,11841.84906,11667.87356,17657.23457,18506.11321
471,2503604,19614871,15690326,13512242,24582625,16599629,13713413,28474264,26,74,90,64,83,79,53,84,96292.46154,265065.8243,174336.9556,211128.7813,296176.2048,210121.8861,258743.6415,338979.3333
472,968069,647256,665980,878373,1076527,1206432,1479380,1676052,40,45,31,48,53,68,64,65,24201.725,14383.46667,21483.22581,18299.4375,20311.83019,17741.64706,23115.3125,25785.41538
473,1865361,1365574,1452957,1747900,1560970,1483501,1986037,1632372,51,40,57,56,36,43,53,47,36575.70588,34139.35,25490.47368,31212.5,43360.27778,34500.02326,37472.39623,34731.31915
474,14574160,11189077,9136821,18045703,9754556,12080499,12918140,17555288,109,121,126,140,91,114,118,111,133707.8899,92471.71074,72514.45238,128897.8786,107192.9231,105969.2895,109475.7627,158155.7477
475,6905220,3478425,3273268,2328792,2626147,2851536,3642433,2737018,62,60,72,86,68,68,82,67,111374.5161,57973.75,45462.05556,27078.97674,38619.80882,41934.35294,44419.91463,40851.01493
476,1449765,1449324,1754054,1820224,1666482,2495144,2304048,939320,63,63,56,73,68,94,81,53,23012.14286,23005.14286,31322.39286,24934.57534,24507.08824,26544.08511,28445.03704,17723.01887
477,6965419,13282123,94028027,14186839,12713058,44224281,11115349,17588046,41,54,79,94,83,78,51,100,169888.2683,245965.2407,1190228.19,150923.8191,153169.3735,566977.9615,217948.0196,175880.46
478,24838899,29751729,13671598,56289802,52116853,30593363,19746621,15941367,47,110,59,87,106,73,49,69,528487.2128,270470.2636,231722,647009.2184,491668.4245,419087.1644,402992.2653,231034.3043
479,714165,2650799,1241302,702015,1313983,1198852,1726476,665639,64,103,76,66,84,98,92,64,11158.82813,25735.91262,16332.92105,10636.59091,15642.65476,12233.18367,18766.04348,10400.60938
480,12811203,11804778,9478278,14723352,11258273,15433926,17443911,13201881,98,95,66,92,83,85,92,92,130726.5612,124260.8211,143610.2727,160036.4348,135641.8434,181575.6,189607.7283,143498.7065
481,8393027,8631288,17365105,7614958,6925478,8855973,7480268,6028139,104,90,96,88,85,70,78,80,80702.18269,95903.2,180886.5104,86533.61364,81476.21176,126513.9,95900.87179,75351.7375
482,639912,991381,982353,1384056,1029256,1350585,2174215,1967968,53,80,55,84,59,75,102,79,12073.81132,12392.2625,17860.96364,16476.85714,17445.01695,18007.8,21315.83333,24910.98734
483,920869,1320879,717620,637413,1466437,858859,753492,1364969,53,68,61,51,54,70,66,66,17374.88679,19424.69118,11764.2623,12498.29412,27156.24074,12269.41429,11416.54545,20681.34848
484,6233215,4367627,4778965,5121697,2681602,5135642,7477709,5777326,75,77,77,89,60,70,79,59,83109.53333,56722.42857,62064.48052,57547.1573,44693.36667,73366.31429,94654.5443,97920.77966
485,12885230,11353724,12339755,19001456,20416219,16292800,22302992,7397016,61,44,55,59,71,54,83,48,211233.2787,258039.1818,224359.1818,322058.5763,287552.3803,301718.5185,268710.747,154104.5
486,12556398,21554194,16032579,22622320,18458839,18378813,6033174,22676199,67,147,106,148,98,108,80,86,187408.9254,146627.1701,151250.7453,152853.5135,188355.5,170174.1944,75414.675,263676.7326
487,951504,1424365,1859455,1114560,1357295,2107217,2245379,1296608,45,71,66,69,73,88,78,70,21144.53333,20061.47887,28173.56061,16153.04348,18593.08219,23945.64773,28786.91026,18522.97143
488,1299781,1583307,2217235,1638612,1356657,1819044,1669911,1287293,56,67,73,76,58,63,61,49,23210.375,23631.44776,30373.08219,21560.68421,23390.63793,28873.71429,27375.59016,26271.28571
489,9875310,6389079,4582429,12744087,7623284,8700939,9930781,5305701,69,69,94,129,96,149,120,89,143120.4348,92595.34783,48749.24468,98791.37209,79409.20833,58395.56376,82756.50833,59614.61798
490,2399737,3359770,2745965,2931188,3194926,5046327,3863888,4890062,41,74,47,53,67,86,70,94,58530.17073,45402.2973,58424.78723,55305.43396,47685.46269,58678.22093,55198.4,52021.93617
491,1716182,2449668,2317001,2095831,968404,1482392,2279532,1909815,95,104,105,85,67,93,102,69,18065.07368,23554.5,22066.67619,24656.83529,14453.79104,15939.69892,22348.35294,27678.47826
492,5230293,10354695,16455444,6680492,6180522,2425334,6082446,15811272,74,135,131,88,52,36,60,97,70679.63514,76701.44444,125614.0763,75914.68182,118856.1923,67370.38889,101374.1,163002.8041
493,1420161,1396674,1517225,2393461,2116549,1950939,1772835,1396723,54,63,69,90,75,79,67,64,26299.27778,22169.42857,21988.76812,26594.01111,28220.65333,24695.43038,26460.22388,21823.79688
494,3495543,8301330,3072333,4283107,2452724,5806329,5589485,18906664,37,58,46,70,34,62,59,96,94474.13514,143126.3793,66789.84783,61187.24286,72138.94118,93650.46774,94737.0339,196944.4167
495,1246466,530018,743529,471725,811138,1152148,697304,844956,53,69,75,71,79,96,83,81,23518.22642,7681.42029,9913.72,6644.014085,10267.56962,12001.54167,8401.253012,10431.55556
496,3266483,1340997,3909826,1321607,2458203,4100995,2275027,2322297,90,86,97,84,77,107,94,86,36294.25556,15592.98837,40307.48454,15733.41667,31924.71429,38327.05607,24202.41489,27003.45349
497,1459866,1469448,1683651,1153458,1917675,1969980,1688539,1350283,58,75,70,63,75,77,82,74,25170.10345,19592.64,24052.15714,18308.85714,25569,25584.15584,20591.93902,18247.06757
498,1655760,618955,2362327,837484,2030642,1867721,2084337,682326,59,28,76,59,66,76,89,58,28063.72881,22105.53571,31083.25,14194.64407,30767.30303,24575.27632,23419.51685,11764.24138
499,1209770,572449,311387,537083,1189771,1028816,1317958,732194,58,33,20,30,63,58,64,45,20858.10345,17346.93939,15569.35,17902.76667,18885.25397,17738.2069,20593.09375,16270.97778
500,2426811,2469858,2784118,1405095,2736987,2861469,2620476,1339145,111,124,105,99,82,131,93,71,21863.16216,19918.20968,26515.40952,14192.87879,33377.89024,21843.27481,28177.16129,18861.19718
501,8107208,16518628,8225050,46485439,13391466,13788949,14060719,10918614,24,65,39,86,58,71,59,61,337800.3333,254132.7385,210898.7179,540528.3605,230887.3448,194210.5493,238317.2712,178993.6721
502,10196761,6090462,5924355,7952632,9918776,10232726,5645824,3897572,79,95,87,112,116,112,94,77,129072.9241,64110.12632,68096.03448,71005.64286,85506.68966,91363.625,60061.95745,50617.81818
503,6688865,8924365,6731264,14660459,19297742,18106640,10551202,9618242,154,185,192,189,186,200,188,205,43434.18831,48239.81081,35058.66667,77568.56614,103751.3011,90533.2,56123.41489,46918.25366
504,13092871,15703185,13264142,8971996,13175232,13373181,7827448,16321326,71,94,90,56,82,111,50,105,184406.6338,167055.1596,147379.3556,160214.2143,160673.561,120479.1081,156548.96,155441.2
505,51346399,36195283,13713568,37361711,19473051,15286166,34044437,41614066,66,84,55,93,85,91,94,108,777975.7424,430896.2262,249337.6,401738.828,229094.7176,167979.8462,362174.8617,385315.4259
506,3439047,4118729,1131892,3338012,10297602,2863458,3546153,3114465,54,56,34,60,107,76,108,101,63686.05556,73548.73214,33290.94118,55633.53333,96239.27103,37677.07895,32834.75,30836.28713
507,4087332,5884728,4664933,4128018,3511845,3442524,4626266,4626030,64,61,59,71,59,41,50,72,63864.5625,96470.95082,79066.66102,58141.09859,59522.79661,83964,92525.32,64250.41667
508,33677020,10951956,17901477,37236261,27661822,9497716,12541549,14664388,94,60,76,54,88,84,61,77,358266.1702,182532.6,235545.75,689560.3889,314338.8864,113068.0476,205599.1639,190446.5974
509,4955309,5693935,10582090,5844365,5402344,5492582,4438569,4674621,42,48,64,66,53,47,55,57,117983.5476,118623.6458,165345.1563,88550.98485,101931.0189,116863.4468,80701.25455,82010.89474
510,10073524,22073718,8941532,8521617,9301513,5965430,8786828,5933822,70,129,76,78,85,64,82,52,143907.4857,171114.093,117651.7368,109251.5,109429.5647,93209.84375,107156.439,114111.9615
511,947721,1215045,1422215,1260287,1006980,1366294,1054024,686512,50,65,57,65,55,42,34,38,18954.42,18693,24951.14035,19389.03077,18308.72727,32530.80952,31000.70588,18066.10526
512,865513,727210,1002211,667646,1416093,1160514,1265505,1037254,41,40,49,47,61,49,66,65,21110.07317,18180.25,20453.28571,14205.23404,23214.63934,23683.95918,19174.31818,15957.75385
513,4572993,6200099,3658070,16890556,3485691,4839301,20470110,28051454,55,58,49,81,65,66,81,128,83145.32727,106898.2586,74654.4898,208525.3827,53626.01538,73322.74242,252717.4074,219151.9844
514,1694233,1424214,1719498,1848747,1703939,1722363,5888626,1300641,55,63,60,64,55,81,66,70,30804.23636,22606.57143,28658.3,28886.67188,30980.70909,21263.74074,89221.60606,18580.58571
515,6068423,13405130,4586156,11178657,6121545,12688265,6382137,4686257,54,73,68,66,50,64,44,49,112378.2037,183631.9178,67443.47059,169373.5909,122430.9,198254.1406,145048.5682,95637.89796
516,1263623,1456928,1293084,965909,1658958,1119447,1319740,1231332,40,65,63,61,54,56,67,72,31590.575,22414.27692,20525.14286,15834.57377,30721.44444,19990.125,19697.61194,17101.83333
517,3196674,5489762,2213565,14437647,8841625,7504175,5941510,2603906,48,67,44,85,85,77,46,69,66597.375,81936.74627,50308.29545,169854.6706,104019.1176,97456.81818,129163.2609,37737.76812
