고객번호,분기증감율,분기변동율,분기변동계수
3644,2,4,3.920353982
3645,-1,11,3.680981595
3646,3,7,4.55625
3647,0,4,7
3648,-2,4,4.550724638
3649,-7,9,2.040816327
3650,-1,5,8.828947368
3651,0,6,8.898550725
3652,0,10,6.956521739
3653,0,6,3.075949367
3654,1,3,2.632653061
3655,-1,7,3.658536585
3656,0,4,4.550724638
3657,1,13,1.873737374
3658,6,8,1.995762712
3659,-4,18,2.884615385
3660,1,9,3.664921466
3661,1,5,2.150442478
3662,2,10,3.864864865
3663,-1,9,2.45
3664,-1,3,2.695652174
3665,-3,9,2.45
3666,0,12,5.307142857
3667,-2,4,3.488888889
3668,1,3,7.571428571
3669,1,5,12.84057971
3670,-5,15,3.838709677
3671,-1,5,12.11392405
3672,0,6,3.101449275
3673,2,14,2.01659751
3674,0,4,2.695652174
3675,1,9,5.822222222
3676,1,13,5.22875817
3677,-1,7,2.62244898
3678,0,4,4.58490566
3679,0,0,0
3680,1,9,4.803738318
3681,0,6,3.253164557
3682,0,6,4.550724638
3683,0,4,3.489795918
3684,-2,2,10.90789474
3685,2,10,3.172222222
3686,0,2,8.263157895
3687,-1,5,12.22368421
3688,0,6,3.5
3689,2,24,2.597402597
3690,-1,11,2.364238411
3691,4,6,5.203703704
3692,1,3,7
3693,1,9,2.023622047
3694,2,6,4.81875
3695,1,3,19.81632653
3696,-4,12,4.288235294
3697,0,4,3.448275862
3698,1,9,2
3699,1,1,3
3700,-1,9,2.193333333
3701,-2,14,3.657004831
3702,4,4,2.384057971
3703,1,13,4.350993377
3704,0,4,8.622641509
3706,-2,12,4.083333333
3707,2,8,7.607476636
3708,-1,7,7.063157895
3709,7,9,2.072580645
3710,6,6,2.314814815
3711,0,4,3.565789474
3712,-2,10,2.636942675
3713,-3,3,8.469026549
3714,1,3,4.58490566
3715,2,8,6.086956522
3716,2,8,3.654761905
3717,2,10,3.264285714
3718,-1,7,6.260273973
3719,-1,3,8.622641509
3720,-1,5,2.25
3721,1,5,1.987341772
3722,0,10,3.47826087
3723,0,4,2.962264151
3724,-1,3,8.755102041
3725,-1,11,2.382352941
3726,1,5,2.962264151
3727,-1,5,4.663265306
3728,5,7,5.006369427
3729,1,1,2.632653061
3730,0,8,4.547770701
3731,0,12,3.14
3732,0,8,7.063157895
3733,1,9,4.258278146
3734,-1,3,18.05660377
3735,-2,16,3.629834254
3736,0,10,8
3737,0,6,6.873417722
3738,-4,10,4.876470588
3739,0,4,2.43902439
3740,2,6,7.826086957
3741,3,11,3.93125
3742,-1,5,2.377777778
3743,-1,9,1.701986755
3744,0,6,3.013157895
3745,1,3,4.341772152
3746,0,4,8.744897959
3747,1,5,3.101449275
3748,0,2,2.632653061
3749,-2,6,3.095541401
3750,0,6,15.90566038
3751,2,10,4.232
3752,-1,9,1.494186047
3754,-1,5,9.942028986
3755,0,0,0
3756,-7,19,1.56
3757,-1,9,4.275590551
3758,-2,2,6
3759,1,9,7.846846847
3760,6,12,2.35021097
3761,-1,5,9.405063291
3762,-2,8,2.700787402
3763,0,12,5.288888889
3764,-1,7,3.463157895
3765,0,2,5.530612245
3766,1,1,11.65306122
3767,-1,5,5
3768,4,12,3.238372093
3769,3,7,3.920353982
3770,-1,3,3.448275862
3771,-1,7,3.075949367
3772,-1,5,5.4
3773,3,11,2.588477366
3774,0,8,1.8
3775,3,7,3.6
3776,4,8,5.203703704
3777,4,10,2.297619048
3778,0,6,12.84057971
3779,0,4,11.46052632
3780,2,10,6.02962963
3781,1,1,3
3782,3,9,6.637795276
3783,-2,8,4.548148148
3784,-1,3,4.58490566
3785,-3,9,3.732484076
3786,0,8,4.520408163
3787,-1,5,3.565789474
3788,0,4,4.849056604
3789,1,7,2.25
3790,-3,5,6.956521739
3791,0,4,4.144927536
3792,1,9,5.666666667
3793,-1,5,10.90789474
3794,1,5,6.735849057
3795,0,4,1.602040816
3796,0,8,3.565789474
3797,1,11,3.100775194
3798,1,13,2.575581395
3799,1,7,7
3800,-2,6,5.784810127
3801,5,13,3.021164021
3802,2,6,5.683673469
3803,0,4,16.91836735
3804,-1,7,3.351851852
3805,-1,3,4.341772152
3806,1,17,2.362903226
3807,-3,7,1.768595041
3808,2,4,9.778947368
3809,3,5,2.934579439
3810,-1,3,6.873417722
3811,0,2,4.58490566
3812,2,8,2.523529412
3813,-2,12,5.22875817
3814,-2,8,2.859259259
3815,1,5,9.756097561
3816,3,3,4.137681159
3817,-3,11,2.464285714
3818,0,6,3.075949367
3819,0,10,2.363636364
3820,-3,11,3.807407407
3821,-2,12,3.838709677
3822,0,8,1.039735099
3823,1,3,3.489795918
3824,1,3,2.962264151
3825,-1,11,2.384057971
3826,2,8,4.6
3827,1,7,2.25
3828,0,4,3.448275862
3829,-1,15,2.380952381
3830,3,5,4.901162791
3831,1,5,3.658536585
3832,-3,11,2.595041322
3833,0,0,0
3834,-1,9,1.827777778
3835,-1,3,3.489795918
3836,1,5,4.881578947
3837,0,6,4.144927536
3838,3,7,7.826086957
3839,3,5,7.345794393
3840,0,6,2.377777778
3841,-1,5,4.550724638
3842,0,4,5.607594937
3843,1,9,5.683673469
3844,0,2,25.94736842
3845,1,9,6.495867769
3846,6,8,2.635245902
3847,-2,6,2.62244898
3848,3,5,5.476635514
3849,2,8,5.738317757
3850,0,6,5.814159292
3851,-1,5,1.987341772
3852,3,5,4.672839506
3853,-1,7,10.90789474
3854,0,10,5.586956522
3855,1,3,2
3856,3,7,5.22875817
3857,0,10,2.150442478
3858,-2,6,8.744897959
3859,-1,5,3.101449275
3860,2,8,3.100775194
3861,0,6,5.784810127
3862,0,2,3
3863,0,4,4.58490566
3864,0,2,3
3865,2,6,1.8
3866,1,5,2.25
3867,6,10,3.742718447
3868,4,8,2.835616438
3869,0,4,3.642857143
3870,0,4,8.276315789
3871,3,3,5.960629921
3872,2,10,5.282608696
3873,-2,6,4.6
3874,2,6,4.803738318
3875,-2,6,6.956521739
3876,-1,7,2.43902439
3877,1,7,4.805309735
3878,-3,11,2.635245902
3879,0,2,3
3880,0,0,0
3881,0,2,3
3882,-1,5,2.698113208
3883,0,6,2.25
3884,0,2,24.05263158
3885,-2,8,6.956521739
3886,-1,15,3.388888889
3887,-1,5,3.101449275
3888,0,2,10.89473684
3889,0,6,6.56122449
3890,0,0,0
3891,4,10,2.547717842
3892,0,4,3.489795918
3893,0,10,2.447513812
3894,2,4,3.177777778
3895,-1,5,2.962264151
3896,2,6,1.987341772
3897,0,0,0
3898,-1,5,2.695652174
3899,0,6,2.410526316
3900,-1,5,8.726315789
3901,-5,7,4.19375
3902,1,7,2.066666667
3903,0,4,5.644736842
3904,-2,6,3.658536585
3905,-6,14,2.004672897
3906,1,15,4.440677966
3907,-1,5,8.358490566
3908,2,6,2.25
3909,0,12,3.7
3910,-1,9,4.243243243
3911,3,7,2.820987654
3912,2,8,1.913385827
3913,-3,7,6.411214953
3914,-1,3,17.79245283
3915,3,9,3.56875
3916,2,4,3.177777778
3917,0,4,11.93670886
3918,-1,9,2.45398773
3919,3,7,3.864864865
3920,2,14,1.750929368
3921,3,7,5.184713376
3922,0,2,5.631578947
3923,1,7,4
3924,2,8,2.063063063
3925,1,3,13.79310345
3926,-1,7,3.875968992
3927,0,0,0
3928,0,4,8.620689655
3929,-1,7,3.520547945
3930,1,3,12.13207547
3931,-2,2,4.144927536
3932,0,8,3.878571429
3933,0,10,1.762557078
3934,0,6,4.144927536
3935,0,18,1.898843931
3936,-1,3,4.58490566
3937,-3,17,3.257281553
3938,0,16,2.931578947
3939,1,5,2.441441441
3940,0,2,2.962264151
3941,2,8,3.190082645
3942,3,7,3.864864865
3943,1,7,6.873417722
3944,0,8,4.568
3945,1,3,9.582278481
3946,-2,4,8
3947,0,6,10.97560976
3948,-1,3,4.673469388
3949,-1,5,5.540816327
3950,0,0,0
3951,0,6,2.325581395
3952,-1,5,10.84810127
3953,0,6,1.265486726
3954,-2,12,5.850393701
3955,-1,19,1.740740741
3956,1,9,2.700787402
3957,-3,15,2.102777778
3958,0,6,5
3959,4,4,6.193333333
3960,2,10,4.86
3961,2,8,3.727777778
3962,0,2,25.94736842
3963,-4,8,1.840490798
3964,-1,11,3.438271605
3965,-1,1,2.962264151
3966,0,0,0
3967,0,6,11.79710145
3968,-2,8,4.672839506
3969,1,5,6.672897196
3970,-2,8,8
3971,-1,1,10.24528302
3972,0,2,2.698113208
3973,1,7,1.389380531
3974,-6,10,1.965625
3975,-1,3,6.471698113
3976,2,10,4.557971014
3977,0,6,6.511111111
3978,2,6,2.963963964
3979,0,4,8.726315789
3980,1,7,3.177777778
3981,1,9,2.193333333
3982,0,4,10.79591837
3983,-3,7,5.832
3984,-2,6,3.565789474
3985,0,4,6.896551724
3987,1,9,4.385826772
3988,2,6,4.6
3989,-7,11,2.146757679
3990,1,5,7.050632911
3991,1,13,3.094488189
3992,3,11,3.358823529
3993,2,12,1.892156863
3994,1,5,2.25
3995,1,7,4.243243243
3996,-2,6,3.253164557
3997,0,4,2.695652174
3998,0,2,3
3999,0,6,2.410526316
4000,4,16,3.733668342
4001,2,6,4.347826087
4002,0,22,2.076923077
4003,0,6,1.987341772
4004,-3,9,5.062992126
4005,0,4,4.518987342
4006,-2,4,6.097560976
4007,3,11,5.383561644
4008,-2,10,3.833333333
4009,0,8,3.253164557
4010,0,10,6.495867769
4011,3,7,4.862318841
4012,1,5,4.550724638
4013,0,10,6.672897196
4014,0,2,20.68421053
4015,0,8,3.488188976
4016,-1,5,2.695652174
4017,0,4,7.933333333
4018,0,4,5.530612245
4019,-2,10,4.651162791
4020,1,9,3.768
4021,3,13,3.172222222
4022,1,5,5.540816327
4023,0,6,2.25
4024,3,5,2.55
4025,-1,5,5.850393701
4026,1,1,2.698113208
4027,0,4,2.25
4028,1,7,9.168421053
4029,1,15,1.928270042
4030,-1,7,8.276315789
4031,0,10,2.023622047
4032,-1,7,5.540816327
4033,0,0,0
4034,3,9,5.062992126
4035,0,6,8.898550725
4036,-1,9,3.93125
4037,2,6,3.905263158
4038,2,14,4.510526316
4039,0,0,0
4040,-2,6,5.644736842
4041,4,14,1.851851852
4042,-2,14,2.883838384
4043,0,2,2.962264151
4044,-3,3,6.260273973
4045,-1,7,1.8
4046,0,0,0
4047,0,8,3.05952381
4048,0,8,5.062992126
4049,-1,5,1.987341772
4050,-1,11,6.382978723
4051,3,3,6.02962963
4052,0,2,7.526315789
4053,-1,11,4.698630137
4054,0,6,3.03539823
4055,-4,10,1.995762712
4056,-5,7,2.684
4057,0,2,24.05263158
4058,1,3,3.565789474
4059,3,9,4.05
4060,-1,9,6.567567568
4061,0,2,2.698113208
4062,1,1,11.65306122
4063,1,15,2.76816609
4064,1,1,3
4065,1,5,2.852631579
4066,-2,8,9
4067,0,0,0
4068,7,13,2.146757679
4069,1,1,6.714285714
4070,0,4,7.933333333
4071,0,2,25.94736842
4072,0,4,2.632653061
4073,1,7,3.013157895
4074,-1,15,2.931623932
4075,-1,3,2.632653061
4076,-2,2,8.898550725
4077,-4,12,3
4078,1,11,3.172222222
4079,0,6,2.25
4080,-2,4,4.518987342
4081,-1,1,25.94736842
4082,1,5,6.471698113
4083,0,4,2.695652174
4084,-1,7,2.963963964
4085,4,14,2.434977578
4086,-1,3,4.58490566
4087,-2,4,5.784810127
4088,4,6,5.407142857
4089,-1,15,2.26984127
4090,1,7,2.672897196
4091,1,11,2.859259259
4092,0,2,10.89473684
4093,-4,10,1.882783883
4094,3,5,1.735714286
4095,-1,1,3
4096,-2,12,4.624277457
4097,-1,17,1.111398964
4098,-2,4,10.34782609
4099,0,4,4.849056604
4100,3,9,5.282608696
4101,0,4,3.253164557
4102,-5,7,4.90797546
4103,2,4,4.765765766
4104,3,5,2
4105,3,5,4.542056075
4106,-2,12,3.878571429
4107,-1,3,8.755102041
4108,2,10,4.92920354
4109,0,2,5.631578947
4110,1,7,4.535294118
4111,4,8,3.066666667
4112,-3,7,2.672897196
4113,-1,5,5.666666667
4114,0,4,15.51724138
4115,-3,5,2.023622047
4116,0,4,4.341772152
4117,0,4,2.632653061
4118,-2,6,3.806666667
4119,-1,3,3.565789474
4120,1,3,3.448275862
4121,1,5,2.698113208
4122,1,5,3.013157895
4123,0,4,5.172413793
4124,1,5,10.67088608
4125,0,2,3
4126,3,7,3.598425197
4127,2,8,3.969135802
4128,-3,5,4.957894737
4129,2,6,2.62244898
4130,0,4,15.73469388
4131,1,5,2.066666667
4132,0,2,18.05660377
4133,0,4,3.489795918
4134,0,0,0
4135,3,13,1.701986755
4136,3,9,4.016528926
4137,-1,3,6.896551724
4138,0,6,2.962264151
4139,1,7,3.565789474
4140,0,2,3.489795918
4141,2,6,2.023622047
4142,2,4,1.585185185
4143,0,2,4.849056604
4144,1,17,3.388888889
4145,3,7,3.807407407
4146,-2,10,2.713080169
4147,8,10,1.554421769
4148,-1,7,3.768
4149,-2,8,5.144144144
4150,-1,7,4.385826772
4151,0,2,13.52631579
4152,-1,7,4.520408163
4153,0,0,0
4154,0,4,6.735849057
4155,4,10,2.207729469
4156,-2,8,1.8
4157,2,10,3.654761905
4158,0,4,3.177777778
4159,1,5,8.898550725
4160,2,8,4.440677966
4161,1,7,4.518987342
4162,1,7,4.608465608
4163,-3,5,6.56122449
4164,0,8,6
4165,-3,9,2.31875
4166,1,15,2.464285714
4167,5,11,1.805263158
4168,6,8,2.704845815
4169,-5,13,2.082524272
4170,0,0,0
4171,0,0,0
4172,1,13,3.067484663
4173,-4,6,5.203703704
4174,0,0,0
4175,0,18,1.422680412
4176,2,10,5.14
4177,-5,9,2
4178,0,6,3
4179,2,6,5.568421053
4180,3,7,5.282608696
4181,2,10,3.680981595
4182,1,13,1.61025641
4183,-1,1,18.05660377
4184,-8,14,1.784883721
4185,-1,3,6.960526316
4186,-1,5,6.632
4187,2,14,1.756684492
4188,3,9,7.584070796
4189,-2,8,6.976744186
4190,-1,5,4.542056075
4191,-2,4,6.045045045
4192,2,10,1.994186047
4193,0,4,3.101449275
4194,0,6,12.84057971
4195,-1,9,3.598425197
4196,-1,3,19.81632653
4197,1,5,2.25
4198,0,4,5.594202899
4199,0,8,1.913385827
4200,-1,5,2.698113208
4201,3,11,1.272222222
4202,0,2,16.15789474
4203,-1,5,3.869158879
4204,4,6,2.168
4205,1,3,6.471698113
4206,-2,8,7.607476636
4207,1,7,6.511111111
4208,2,6,6.02962963
4209,3,7,3.598425197
4210,1,3,4.328947368
4211,1,7,3.342342342
4212,0,10,1.768595041
4213,-1,5,8.276315789
4214,0,16,4.033898305
4215,1,1,2.962264151
4216,0,10,8.280373832
4217,-1,5,3.101449275
4218,-1,5,6.56122449
4219,-1,13,6.495867769
4220,0,16,2.795652174
4221,1,5,6.960526316
4222,-1,5,3.075949367
4223,-1,3,8.828947368
4224,2,4,10.90789474
4225,-2,6,5.407142857
4226,2,6,2.672897196
4227,2,14,4.283333333
4228,0,8,2.325581395
4229,0,2,8.263157895
4230,-1,5,2.410526316
4231,2,18,3.005128205
4232,2,6,2
4233,5,7,3.388888889
4234,-8,18,1.878289474
4235,2,10,5.673758865
4236,-1,7,6.956521739
4237,-2,12,2.023622047
4238,0,18,2.884615385
4239,0,8,7.607476636
4241,0,6,7.043478261
4242,1,5,5.683673469
4243,1,7,3.463157895
4244,4,12,4.86
4245,0,4,7.622222222
4246,0,2,3
4247,-1,5,13.24637681
4248,-4,6,3.838709677
4249,-2,4,6.56122449
4250,1,3,15.51724138
4251,0,0,0
4252,-1,5,3.101449275
4253,-3,9,3.141361257
4254,1,7,6.567567568
4255,0,18,1.552173913
4256,2,12,3.488095238
4257,1,7,10.67088608
4258,0,4,4.849056604
4259,0,6,3.101449275
4260,0,2,3
4261,-3,7,2.150442478
4262,2,8,1.465753425
4263,0,6,7.050632911
4264,-2,4,4.957894737
4265,0,4,13.69387755
4266,-1,3,1.987341772
4267,-1,13,1.412790698
4268,1,9,5.288888889
4269,-1,7,6.56122449
4270,2,10,3.03539823
4271,1,5,3.488888889
4272,-1,1,3
4273,1,9,4.520408163
4274,0,8,3.905263158
4275,0,8,4.288888889
4276,-1,1,4.894736842
4277,1,7,2.62244898
4278,1,5,8.358490566
4279,1,1,19.81632653
4280,0,8,5.738317757
4281,-4,8,4.205479452
4282,-2,10,4.86
4283,-5,13,2.349794239
4284,-1,7,6.411214953
4285,2,6,5.290123457
4286,-1,5,12.39622642
4287,4,6,5.062992126
4288,-4,16,3.260273973
4289,3,5,4.557971014
4291,-2,18,3.738372093
4292,-2,20,1.984126984
4293,-1,5,1.987341772
4294,2,4,4.341772152
4295,0,8,5.683673469
4296,1,5,4.881578947
4297,0,8,3.075949367
4298,4,8,4.890410959
4299,0,10,2.883838384
4300,3,3,6.632
4301,2,8,6.748031496
4302,0,4,10.97560976
4303,6,8,2.286407767
4304,0,8,3.342342342
4305,1,5,8.602040816
4306,0,14,3.688172043
4307,-5,13,2.338983051
4308,-1,3,17.7755102
4309,0,2,5.631578947
4310,4,10,2.884615385
4311,-2,8,4.86
4312,-1,9,7.581632653
4313,2,12,3.598425197
4314,-1,5,7.449275362
4315,0,6,9.582278481
4316,1,3,12.06896552
4317,-1,5,6.960526316
4318,2,8,1.739130435
4319,-3,5,4.548148148
4320,0,2,3
4321,-6,6,2.393665158
4322,0,4,6.471698113
4323,1,3,9.582278481
4324,0,12,2.274336283
4325,0,16,1.835714286
4326,2,4,3.905263158
4327,-1,7,2.377777778
4328,-1,5,1.810126582
4329,0,4,4.328947368
4330,0,10,3.838709677
4331,2,8,4.473333333
4332,2,14,2.614379085
4333,0,6,7.317073171
4334,0,16,4.90797546
4335,1,5,6
4336,-2,14,3.538834951
4337,1,3,19.81632653
4338,1,7,2.325925926
4339,-1,3,6.471698113
4340,1,1,3
4341,0,2,2.632653061
4342,1,5,3.607476636
4343,4,8,2.836879433
4344,0,2,3
4345,-2,12,2.117283951
4346,0,8,7.933333333
4347,-5,7,2.061111111
4348,-2,4,1.810126582
4349,-1,7,6.727272727
4350,0,6,2.695652174
4351,1,3,16.91836735
4352,-1,7,5.960629921
4353,0,4,7
4354,1,9,5.368
4355,0,4,18.95918367
4356,1,13,2.331578947
4357,2,2,4.144927536
4358,6,12,2.497757848
4359,1,5,8.139240506
4360,0,6,2.852631579
4361,1,7,2.023622047
4362,1,3,2.632653061
4363,2,6,4
4364,-3,9,3.657004831
4365,-3,5,3.5
4366,0,12,6.968
4367,0,4,13.79310345
4368,0,6,4.515789474
4369,0,0,0
4370,0,10,5.217391304
4371,2,4,3.177777778
4372,-1,7,5.540816327
4373,-2,10,6.567567568
4374,0,8,3.067484663
4375,0,4,1.697368421
4376,0,6,7.513157895
4377,-1,5,9.592105263
4378,0,2,4.894736842
4379,-5,31,1.71197411
4380,1,13,3.7
4381,0,2,3
4382,-1,5,1.987341772
4383,2,4,1.987341772
4384,2,6,2.43902439
4385,4,6,4.575163399
4386,-6,8,2.931623932
4387,1,5,6.086956522
4388,1,11,2.023622047
4389,1,5,4.144927536
4390,0,6,8.542056075
4391,-1,7,4.520408163
4392,2,12,4.557971014
4393,2,2,8.542056075
4394,1,9,7.607476636
4396,4,10,4.90797546
4397,3,13,3.984210526
4398,1,9,5.368
4399,-1,1,2.698113208
4400,2,6,5.575342466
4401,-1,5,9.405063291
4402,0,8,5.4
4403,-1,5,3.565789474
4404,2,14,3.738372093
4405,2,6,2.377777778
4406,2,12,3.921568627
4407,-4,6,3.328767123
4408,0,0,0
4409,-2,20,1.723735409
4410,1,5,4.288888889
4411,-6,8,2.076923077
4412,0,0,0
4413,0,6,9.044444444
4414,-2,4,2.25
4415,0,4,6.735849057
4416,0,2,10.79591837
4417,1,5,2.695652174
4418,2,6,9.044444444
4420,0,4,7.571428571
4421,4,12,3.388888889
4422,0,4,1.987341772
4423,-3,5,6.575221239
4424,-4,10,4.182320442
4426,1,3,8.755102041
4427,0,4,2.962264151
4428,-2,4,2.410526316
4429,0,2,14.01886792
4430,-2,14,1.299242424
4431,1,5,4.550724638
4432,-1,5,3.658536585
4433,-4,6,1.418439716
4434,4,10,4.182320442
4435,0,4,19.81632653
4436,0,2,10.89473684
4437,0,4,6.896551724
4438,1,5,2.695652174
4439,-1,9,2.934579439
4440,1,3,11.46052632
4441,4,8,2.561752988
4442,-2,2,7.449275362
4443,-5,7,3.438271605
4444,1,11,4.340740741
4445,0,4,3.075949367
4446,-1,5,3.013157895
4447,0,6,9.592105263
4448,-1,9,3.457894737
4449,-1,5,4.550724638
4450,0,2,10.50943396
4451,2,10,4.920529801
4452,2,8,4.86
4453,0,6,3.101449275
4454,0,6,9.168421053
4455,-4,8,4.25
4456,1,13,2.405263158
4457,0,6,7.846846847
4458,-2,6,4.881578947
4459,2,6,5.711111111
4460,5,9,3.067484663
4461,-1,11,3.173913043
4462,2,6,6.672897196
4463,1,9,3.5
4464,1,7,9.168421053
4465,0,2,2.632653061
4466,2,8,2.934579439
4467,0,6,4.542056075
4468,-2,2,10.34482759
4469,0,14,2.5
4470,-1,3,2.698113208
4472,-1,5,3.463157895
4473,0,4,2.698113208
4474,0,6,4.016528926
4475,0,2,3
4476,1,7,1.987341772
4477,-3,5,4.73480663
4478,-2,6,8.602040816
4479,0,8,3.095541401
4480,-2,2,13.79310345
4481,-3,3,1.389380531
4482,-2,8,5.673758865
4483,1,3,4.58490566
4484,2,10,3.732484076
4485,1,13,2.26984127
4486,-5,11,3.680981595
4487,0,2,4.894736842
4488,4,10,6.068493151
4489,4,6,4.862318841
4490,6,16,2.23046875
4491,0,6,6.727272727
4492,4,18,3.022026432
4493,2,4,9.778947368
4494,1,1,3
4495,1,21,1.78021978
4496,-4,12,1.554421769
4497,0,4,10.34482759
4498,1,5,6.197368421
4499,0,6,3.075949367
4500,-1,1,25.94736842
4501,0,2,5.530612245
4502,-4,8,3.806666667
4503,2,4,7.317073171
4504,0,8,2.852631579
4505,-5,13,3
4506,1,5,13.24637681
4507,0,4,11.46052632
4508,0,8,7.32231405
4509,0,0,0
4510,-3,3,5.476635514
4511,-2,10,2.931578947
4512,0,6,4.550724638
4513,-1,1,2.698113208
4514,2,14,4.193333333
4515,-1,5,6.511111111
4516,0,6,8.369369369
4517,0,0,0
4518,0,6,2.695652174
4519,-1,5,3.565789474
4520,-1,3,4.550724638
4521,0,10,4.247933884
4522,0,8,6.097560976
4523,0,6,2.25
4524,1,9,7.724489796
4525,1,3,2.695652174
4526,2,8,5.173228346
4527,1,3,3.489795918
4528,0,4,13.24637681
4529,0,2,19.81632653
4530,3,15,2.623188406
4531,1,7,7.724489796
4532,0,2,4.673469388
4533,2,8,5.074380165
4535,-7,7,2.393665158
4536,1,7,1.537190083
4537,-1,5,1.987341772
4538,-2,4,1.987341772
4539,0,4,1.810126582
4540,1,3,7.317073171
4541,-5,7,3.194092827
4542,-1,7,2.672897196
4543,0,8,6.567567568
4544,1,5,5.217391304
4545,-1,7,2
4546,0,2,3
4547,-1,7,2.62244898
4548,-1,7,3.607476636
4549,0,6,5.607594937
4550,1,7,3.920353982
4551,0,2,8.263157895
4552,-2,4,2.25
4553,5,11,3.657004831
4554,0,2,23.31578947
4555,-4,6,5.184713376
4556,5,11,3.839622642
4557,0,6,7.933333333
4558,1,3,19.81632653
4559,-4,12,4.535294118
4560,0,12,1.494186047
4561,-9,13,1.603030303
4562,0,6,5.666666667
4563,0,0,0
4564,3,9,2.384057971
4565,-1,9,5.666666667
4566,-1,5,3.565789474
4567,-3,7,3.869158879
4568,2,16,5.184713376
4569,0,8,5.683673469
4570,-3,5,8.345132743
4571,2,6,3.520547945
4572,1,1,5.631578947
4573,-2,6,5.081481481
4574,1,5,4.849056604
4575,2,12,3.488188976
4576,2,4,3.101449275
4577,0,12,4.205479452
4578,2,4,10.15555556
4579,0,18,1.882562278
4580,-1,7,5.282608696
4581,2,12,4.083333333
4582,1,3,4.849056604
4583,0,0,0
4584,-1,1,6.714285714
4585,-2,10,5.407142857
4586,-2,14,3.488095238
4587,1,7,2.168
4588,1,1,2.698113208
4589,0,2,3
4590,3,13,3.59602649
4591,-3,13,3.05952381
4592,0,4,3.075949367
4593,3,15,2.671717172
4594,-2,8,5.690265487
4595,0,6,10.84810127
4596,0,2,7.526315789
4597,3,7,2.363636364
4598,-1,5,8.536585366
4599,-1,9,2.441441441
4600,-5,7,4.19375
4601,1,5,2.43902439
4602,1,7,12.22368421
4603,-5,13,2.931558935
4604,-1,7,7.933333333
4605,1,7,2.118518519
4606,-3,11,1.609271523
4607,1,11,2.193333333
4608,0,4,5.172413793
4609,0,6,4.341772152
4610,1,3,2.632653061
4611,0,8,2.410526316
4612,0,10,2.274336283
4613,0,6,8.492753623
4614,-2,8,2.168
4615,1,15,2.067340067
4616,0,4,10.34782609
4617,3,9,3.190082645
4618,3,3,1.389380531
4619,2,2,11.93670886
4620,1,9,2.063063063
4621,-3,3,2.835616438
4622,2,10,6.201550388
4623,-4,10,5.123529412
4624,-1,3,3.565789474
4625,-1,1,25.94736842
4626,4,8,3.264285714
4627,0,2,3.489795918
4628,-1,5,14.28301887
4629,-5,7,2.751851852
4630,1,1,3
4631,4,16,3.488687783
4632,-4,6,3.688741722
4633,1,5,2.698113208
4634,-1,15,2.931578947
4635,1,3,12.39622642
4636,-2,6,2.150442478
4637,-1,7,1.540540541
4638,0,2,3
4639,3,5,4.592857143
4640,0,2,2.632653061
4641,0,6,7.513157895
4642,-4,8,4.104972376
4643,0,4,17.7755102
4644,4,4,4.350993377
4645,-1,5,2.25
4646,0,8,3.869158879
4647,-7,9,2.572347267
4648,-1,5,6.621052632
4649,0,4,2.698113208
4650,1,1,3
4651,-2,14,1.878947368
4652,-1,3,4.673469388
4653,0,4,4.58490566
4654,-3,11,2.87254902
4655,-2,10,1.821656051
4656,2,4,1.987341772
4657,-1,15,2.384057971
4658,0,4,4.673469388
4659,0,0,0
4660,-1,21,2.076124567
4661,-1,5,2.698113208
4662,0,2,2.632653061
4663,0,2,5.631578947
4664,1,1,2.698113208
4665,0,4,9.756097561
4666,1,1,4.673469388
4667,2,4,3.488888889
4668,1,11,4.535294118
4669,1,3,8.755102041
4670,-1,5,11.79710145
4671,0,6,8.726315789
4672,-2,10,2.441441441
4673,0,6,8.898550725
4674,-2,4,4
4675,-1,3,3.489795918
4676,0,10,6.704081633
4677,1,11,2.150684932
4678,0,4,18.05660377
4679,-2,8,1.537634409
4680,-5,13,2.200934579
4681,1,5,2.695652174
4682,0,16,5.575342466
4683,-1,1,23.31578947
4684,0,8,10.15555556
4685,0,8,7.724489796
4686,1,11,2.636942675
4687,0,6,3.253164557
4688,0,8,6.045045045
4689,-1,1,2.632653061
4690,3,7,4.385826772
4691,0,4,9.405063291
4692,4,10,2.803652968
4693,2,6,4.520408163
4694,0,4,7.571428571
4695,-6,8,1.676156584
4696,0,0,0
4697,0,0,0
4698,1,5,7.043478261
4699,-2,4,1.987341772
4700,1,9,3.846153846
4701,3,5,4.347826087
4702,2,8,5.711111111
4703,0,6,3.565789474
4704,0,2,10.15789474
4705,3,7,2.968
4706,-3,3,6.567567568
4707,2,6,7.345794393
4708,4,8,3.328767123
4709,-1,15,4.535294118
4710,0,6,4.144927536
4711,0,4,2.695652174
4712,1,3,2.377777778
4713,2,6,9.62244898
4714,2,14,2.770588235
4715,1,11,2.963963964
4716,-3,5,4.247933884
4717,1,3,4.849056604
4718,-2,10,7.553719008
4719,3,9,3.819767442
4720,0,8,1.039735099
4721,-1,5,9.592105263
4722,1,3,5.172413793
4723,1,1,19.81632653
4724,3,9,5.006369427
4725,0,2,4.673469388
4726,-3,5,2.595041322
4727,0,14,3.176767677
4728,0,6,6.727272727
4729,1,5,4.144927536
4730,-1,3,2.695652174
4731,-5,7,3.846153846
4732,-2,4,4.288888889
4733,1,1,3
4734,1,5,2.695652174
