고객번호,1_2기증감,2_3기증감,3_4기증감,4_5기증감,5_6기증감,6_7기증감
4288,-1,1,-2,-4,5,-5
4289,0,1,1,1,-1,1
4291,-2,0,2,-1,0,-1
4292,0,-1,1,-1,1,-1
4293,0,0,1,-3,2,0
4294,2,-1,0,1,-1,1
4295,-1,0,1,0,0,0
4296,1,0,0,0,-1,1
4297,-1,1,0,0,-2,2
4298,0,3,-2,0,0,0
4299,0,0,0,-2,2,1
4300,1,0,1,-1,0,0
4301,0,1,-3,0,0,2
4302,1,0,0,0,0,0
4303,0,0,0,-1,1,0
4304,0,1,-1,0,1,-1
4305,0,1,1,0,0,0
4306,-1,0,0,1,-2,2
4307,-2,1,0,1,0,-2
4308,0,0,0,0,0,0
4309,-1,1,-1,0,0,1
4310,0,0,1,1,-2,0
4311,0,1,-2,1,1,-1
4312,1,-1,1,0,1,-1
4313,4,-3,3,-3,2,0
4314,0,0,1,-1,0,0
4315,0,0,1,-1,0,1
4316,0,0,0,0,0,0
4317,0,1,0,-1,1,-1
4318,-1,3,0,-2,0,2
4319,-2,1,0,0,1,0
4320,0,1,-1,0,1,-1
4321,-1,-2,0,-1,0,-1
4322,0,0,0,0,0,0
4323,1,0,0,0,0,0
4324,2,-3,3,-2,1,0
4325,0,-1,2,-1,0,0
4326,0,1,0,-1,1,0
4327,1,0,-1,0,0,-1
4328,-1,1,-1,0,0,0
4329,1,-1,1,-1,0,0
4330,2,0,0,0,0,0
4331,0,0,-2,-1,1,3
4332,0,0,-1,1,0,1
4333,-2,1,-1,1,-1,2
4334,2,-3,2,-1,0,0
4335,1,-1,0,-1,-1,1
4336,-5,4,0,0,0,0
4337,0,0,0,0,0,0
4338,1,0,0,-1,0,1
4339,0,-1,0,0,0,-1
4340,0,0,0,0,0,1
4341,0,0,0,1,0,-1
4342,0,0,-2,0,0,-1
4343,1,0,1,-2,1,1
4344,0,0,0,0,0,1
4345,1,-1,2,-1,1,-3
4346,0,-1,1,0,-1,1
4347,-1,1,-1,0,0,-1
4348,-1,0,0,1,0,-1
4349,-1,-3,2,0,0,0
4350,2,0,-1,0,0,1
4351,0,0,0,0,0,0
4352,-1,1,-1,0,-1,2
4353,0,0,0,0,0,0
4354,2,-4,1,0,-1,1
4355,-1,0,0,1,0,-1
4356,-1,0,-1,0,2,-1
4357,-1,1,1,-1,0,1
4358,0,-1,1,-1,0,2
4359,-1,1,0,0,0,0
4360,1,0,-2,1,1,-1
4361,0,0,1,0,0,-1
4362,0,0,0,-1,0,1
4363,0,0,0,-1,1,1
4364,-1,4,-5,-1,1,0
4365,-2,0,1,-1,0,0
4366,1,-2,3,1,-2,0
4367,0,0,0,1,-2,1
4368,1,-1,0,1,0,0
4369,0,0,0,0,0,0
4370,1,-1,0,1,-3,3
4371,0,1,-2,1,0,0
4372,1,-1,0,1,0,-1
4373,-1,1,-2,2,-1,0
4374,-1,-1,0,1,1,-1
4375,0,0,0,0,0,0
4376,1,1,-1,-1,0,0
4377,-2,0,0,0,1,-1
4378,0,0,1,-1,0,1
4379,-2,-4,5,-5,6,-6
4380,-1,3,-2,2,-2,0
4381,1,0,0,-1,1,0
4382,0,0,0,0,0,0
4383,0,0,0,0,0,1
4384,1,-1,0,0,0,0
4385,0,0,0,0,0,-1
4386,1,1,0,1,-1,-1
4387,1,0,0,0,0,0
4388,-1,1,1,-2,1,1
4389,2,-1,1,0,-1,1
4390,0,0,0,0,0,-2
4391,-1,-1,1,-1,0,0
4392,1,2,-4,4,-2,1
4393,-1,-1,2,0,-2,2
4394,-1,2,-1,-2,2,-2
4396,0,-1,2,0,-1,1
4397,0,0,1,-1,-2,7
4398,0,2,0,-1,1,-2
4399,1,-1,0,0,0,0
4400,0,0,0,0,0,0
4401,-2,1,0,0,-1,0
4402,1,1,-1,-1,1,-1
4403,0,-2,0,1,-1,1
4404,1,-2,2,-1,0,1
4405,1,-1,1,0,1,0
4406,1,1,-1,0,2,-1
4407,1,-1,1,0,0,0
4408,0,0,0,0,0,0
4409,1,-1,0,2,-1,-3
4410,0,1,-1,1,0,0
4411,3,-1,1,0,-1,1
4412,0,0,0,0,0,0
4413,1,-1,0,-1,0,1
4414,-2,1,0,1,-1,0
4415,1,0,0,-1,1,-1
4416,0,1,-1,0,1,1
4417,1,-1,1,0,0,0
4418,0,0,1,-2,1,0
4420,0,1,0,-1,1,1
4421,0,4,-3,3,0,0
4422,0,0,1,0,0,-1
4423,-1,0,0,0,1,-2
4424,0,-1,1,-2,1,-2
4426,-1,0,0,2,-2,0
4427,0,0,0,0,0,0
4428,1,0,0,-1,0,-1
4429,1,0,0,-1,0,1
4430,0,-1,0,-1,1,1
4431,1,0,0,-1,0,1
4432,0,1,-3,0,0,0
4433,-2,0,0,0,0,0
4434,2,1,-3,0,3,-2
4435,-2,1,-1,2,0,-1
4436,0,1,-1,0,0,0
4437,1,-1,0,-1,1,1
4438,2,0,-1,0,-1,0
4439,-1,0,0,0,2,-1
4440,0,0,0,0,0,0
4441,1,-1,0,-1,2,-5
4442,1,-1,0,-1,1,0
4443,-2,2,-1,0,0,0
4444,2,0,-2,2,0,0
4445,-1,-1,1,0,1,0
4446,0,-2,0,2,0,0
4447,-1,1,0,0,0,0
4448,-1,0,0,0,0,0
4449,1,0,-1,1,0,0
4450,0,0,0,1,-1,0
4451,2,-1,-1,1,1,-1
4452,1,-1,0,0,0,0
4453,0,-1,0,0,1,0
4454,-1,0,1,1,-1,0
4455,2,-2,-1,-1,2,-2
4456,0,-1,0,0,-1,1
4457,0,1,1,-1,0,-1
4458,0,-1,0,-1,1,1
4459,0,1,-1,0,0,1
4460,0,1,-3,0,1,3
4461,-1,-1,2,1,-1,-3
4462,-1,0,0,1,-1,1
4463,0,0,-1,1,-1,0
4464,-3,2,0,-1,-1,3
4465,-1,0,0,0,0,0
4466,1,-1,-1,1,0,1
4467,-1,0,-1,1,1,-1
4468,0,0,-1,-1,1,-1
4469,0,0,-1,0,1,2
4470,-1,0,0,1,-1,0
4472,0,0,-1,0,0,0
4473,0,0,0,0,0,0
4474,-1,0,0,-2,-1,1
4475,0,0,1,-1,0,1
4476,1,-1,1,0,-1,0
4477,2,-6,6,-2,-1,2
4478,-1,0,0,-1,2,0
4479,0,-1,0,-1,1,0
4480,0,0,0,-1,-1,-1
4481,-2,0,0,0,1,0
4482,-1,0,0,1,1,0
4483,-1,0,0,1,0,-1
4484,2,-2,0,0,1,0
4485,-2,0,2,-2,1,0
4486,0,0,0,1,-1,-2
4487,1,-1,-1,0,1,0
4488,1,0,0,-1,1,0
4489,2,0,0,0,0,1
4490,1,-1,-1,3,0,-1
4491,2,0,-1,-1,-2,2
4492,0,1,1,0,-4,3
4493,0,0,0,0,0,0
4494,0,0,0,0,0,0
4495,1,2,-1,-4,4,-2
4496,1,0,-1,0,-1,0
4497,0,0,1,0,-2,0
4498,-1,2,-1,0,-1,1
4499,1,1,-1,2,-2,0
4500,0,0,1,0,0,-1
4501,-1,-1,1,0,-1,1
4502,1,0,0,-1,0,0
4503,0,-1,1,-1,1,0
4504,-1,0,1,1,-1,0
4505,-1,1,0,1,-1,0
4506,0,0,0,-1,1,0
4507,1,1,-1,1,0,-3
4508,-1,1,0,0,-2,-1
4509,0,0,0,0,0,0
4510,0,0,0,0,1,-2
4511,0,-1,0,-1,1,0
4512,1,0,0,0,0,-1
4513,-1,1,-1,1,-1,0
4514,0,-1,0,1,-1,2
4515,0,0,1,0,-1,0
4516,0,0,-2,2,1,0
4517,-1,1,-1,1,-1,0
4518,-1,0,-1,1,-1,0
4519,1,0,-1,1,0,0
4520,0,0,-1,0,0,-1
4521,2,-1,-1,1,-1,0
4522,0,-1,2,-2,2,-1
4523,0,0,0,0,0,0
4524,-1,0,-1,1,-1,0
4525,0,1,0,0,0,0
4526,2,0,0,0,-1,2
4527,1,-1,1,-1,1,0
4528,0,0,0,0,-3,3
4529,1,-2,2,0,-2,1
4530,4,-3,-1,1,-1,2
4531,2,1,-2,0,-1,1
4532,-1,0,1,0,0,1
4533,-3,3,0,0,-1,2
4535,2,0,2,0,-1,-1
4536,1,-1,0,0,0,1
4537,0,0,0,0,1,-1
4538,-1,-1,1,-2,0,1
4539,0,0,-1,1,-1,1
4540,-1,0,1,-1,0,-1
4541,-2,-3,4,0,1,-1
4542,0,0,0,0,1,-2
4543,-2,-1,0,1,1,-1
4544,0,0,1,-1,1,-1
4545,0,0,1,0,0,-1
4546,0,0,0,0,0,0
4547,-1,-2,1,0,0,1
4548,0,-1,0,1,0,-1
4549,0,2,0,-1,1,1
4550,1,1,-2,1,0,0
4551,-1,0,0,0,1,0
4552,-1,1,0,0,-1,0
4553,1,-2,1,0,0,1
4554,-1,0,1,-2,1,0
4555,0,-1,1,-2,0,-1
4556,3,1,0,-2,2,0
4557,-1,1,-2,0,1,0
4558,1,1,-1,0,1,0
4559,-3,1,1,-3,0,0
4560,1,2,-3,0,2,-1
4561,-1,1,-2,1,-1,-1
4562,-1,-2,1,2,-1,1
4563,-1,0,0,0,0,0
4564,1,0,-1,0,1,0
4565,0,-1,1,0,-1,-1
4566,-2,0,0,1,1,-2
4567,-2,1,-1,3,-1,-1
4568,0,0,-1,3,-6,2
4569,0,-1,1,-1,0,0
4570,0,0,0,-1,2,-2
4571,0,0,1,1,-2,1
4572,-1,0,1,-1,1,1
4573,1,0,-1,1,-2,0
4574,2,0,-1,0,1,1
4575,1,0,-2,2,0,0
4576,2,-1,0,1,-1,1
4577,0,0,1,-1,0,0
4578,0,1,0,-2,0,2
4579,1,0,0,-1,1,-1
4580,0,1,-1,0,-1,0
4581,-1,-1,1,3,-3,1
4582,0,0,0,1,-1,0
4583,0,0,0,0,0,0
4584,0,-1,0,0,0,0
4585,-1,3,-3,1,-1,-3
4586,-3,1,0,-1,0,0
4587,-2,2,1,-1,0,-1
4588,0,0,0,1,-1,0
4589,0,0,0,0,0,0
4590,2,-1,0,-1,2,1
4591,-2,2,-1,-1,1,-1
4592,1,-1,1,1,-1,0
4593,1,0,0,-2,1,2
4594,0,-2,0,1,1,-1
4595,0,2,-2,0,-1,1
4596,-1,0,0,0,1,0
4597,0,1,0,-1,0,1
4598,0,1,0,-2,0,1
4599,0,-2,1,-1,0,0
4600,1,1,-1,0,-2,2
4601,0,-1,0,0,1,-1
4602,-1,0,0,1,0,-1
4603,0,0,-4,1,0,3
4604,-1,0,1,-2,1,1
4605,1,0,-1,0,0,0
4606,0,1,-1,0,0,0
4607,-1,4,-4,1,0,1
4608,0,0,0,-2,2,-1
4609,-1,0,1,-1,0,1
4610,0,0,1,-1,0,1
4611,2,-1,-1,0,1,-1
4612,0,-1,0,1,0,-1
4613,0,1,-1,-1,3,-3
4614,0,1,-1,1,-1,0
4615,1,-1,-2,2,1,-1
4616,-1,0,0,-1,1,0
4617,1,0,-1,2,-1,1
4618,0,0,0,0,0,1
4619,0,0,0,-1,1,0
4620,2,-1,-1,1,2,-2
4621,-1,0,-2,0,0,0
4622,-1,0,1,0,-2,2
4623,2,1,-1,-1,2,-2
4624,0,0,0,0,-1,0
4625,0,0,0,0,0,0
4626,2,0,-1,0,0,1
4627,-1,0,0,0,-1,1
4628,0,0,-1,1,-1,1
4629,0,-1,0,-1,1,-1
4630,0,0,0,0,0,1
4631,1,-1,1,-4,5,-1
4632,-1,2,3,-1,1,1
4633,0,0,0,0,0,1
4634,1,-1,1,-1,0,-2
4635,1,-1,0,-1,2,-2
4636,0,0,1,-2,1,-1
4637,1,-1,1,-1,0,-1
4638,1,1,-1,0,-1,1
4639,0,0,2,-2,0,1
4640,-1,0,0,0,0,1
4641,0,1,0,0,0,0
4642,-2,0,1,0,-1,1
4643,0,0,-1,1,-2,1
4644,-1,0,0,0,1,0
4645,0,2,-3,1,-1,1
4646,-3,1,2,0,2,-1
4647,0,0,-1,1,0,1
4648,-2,0,-1,1,-1,2
4649,-1,0,1,-1,0,1
4650,1,0,0,-1,0,1
4651,0,-2,2,-2,2,-1
4652,0,0,0,0,0,-1
4653,0,0,1,0,-1,1
4654,-1,2,0,-2,-1,1
4655,0,-1,1,0,-1,0
4656,1,-1,0,0,0,1
4657,2,-2,3,-3,3,-3
4658,1,-1,1,1,0,0
4659,0,0,0,0,0,0
4660,-2,1,0,-1,0,1
4661,-1,1,-1,1,0,-1
4662,1,-2,1,0,-1,0
4663,0,0,1,-1,-1,1
4664,0,1,-1,1,-1,1
4665,-1,0,0,0,0,-1
4666,1,-1,1,-1,1,0
4667,0,1,1,0,-1,1
4668,0,1,-2,-1,0,2
4669,0,0,0,0,0,0
4670,-1,1,0,0,0,0
4671,1,0,0,2,-1,-1
4672,-2,2,1,-1,0,0
4673,0,1,-3,2,1,0
4674,0,1,-1,0,-1,-1
4675,1,-1,0,0,0,0
4676,0,0,0,0,0,2
4677,0,-1,2,-1,0,1
4678,-2,-2,0,0,2,-1
4679,-1,-1,-1,1,0,0
4680,-5,4,-1,0,0,0
4681,1,-1,1,2,-1,0
4682,-2,1,-1,2,-2,1
4683,-1,1,-2,1,1,1
4684,0,0,0,2,-1,0
4685,0,0,1,0,0,-2
4686,0,1,-2,-2,2,1
4687,1,0,-1,0,1,0
4688,0,1,-2,2,1,-3
4689,0,0,0,0,0,0
4690,0,1,-1,-1,1,1
4691,1,0,0,1,-1,0
4692,0,0,0,2,0,-2
4693,0,0,0,0,0,0
4694,0,2,-1,0,-1,1
4695,-3,-1,0,0,0,0
4696,0,0,0,0,0,0
4697,0,1,1,0,-1,0
4698,0,0,0,0,0,0
4699,0,0,0,0,0,0
4700,1,0,3,-1,0,0
4701,1,0,-1,0,2,0
4702,1,0,-1,1,0,1
4703,0,0,1,-1,1,0
4704,0,0,-1,2,0,0
4705,0,1,-1,0,-1,3
4706,0,-1,2,-1,0,0
4707,1,0,0,-1,2,0
4708,1,-1,0,0,0,1
4709,0,-1,1,-1,1,0
4710,0,-1,0,1,1,-2
4711,1,0,0,-1,0,1
4712,0,2,0,-1,0,-1
4713,1,0,0,-1,4,-2
4714,-2,0,0,-1,0,2
4715,1,0,0,0,1,1
4716,0,1,-3,1,-1,-1
4717,0,0,-1,1,0,0
4718,-1,1,-2,2,-2,0
4719,1,1,1,-2,0,1
4720,0,1,1,-1,-1,0
4721,-1,1,0,-1,1,-1
4722,1,-1,0,1,-1,1
4723,0,1,-1,-1,2,0
4724,0,2,-2,0,-1,0
4725,1,0,-1,1,0,0
4726,1,-1,0,-1,1,0
4727,0,1,4,-1,-1,1
4728,1,-1,1,-2,2,-3
4729,1,-1,0,0,-1,1
4730,0,-1,1,-1,0,0
4731,1,-1,0,1,1,-1
4732,-1,0,0,0,0,0
4733,0,0,0,0,0,1
4734,1,-1,1,-1,1,0
4735,-1,2,-1,2,0,-1
4736,-1,-3,4,1,-3,0
4737,1,0,0,1,-1,1
4738,-1,0,0,0,2,0
4739,1,-1,-1,1,0,-1
4740,-1,0,0,-1,1,1
4741,-1,0,0,0,1,-1
4742,-1,0,-2,0,1,0
4743,0,-1,1,-1,2,-2
4744,0,-2,2,1,0,-2
4745,0,0,0,0,0,0
4746,0,-2,1,1,1,-3
4747,-1,-1,2,0,-1,-1
4748,0,1,0,0,1,0
4749,-3,0,-1,3,-2,-1
4750,0,1,-1,1,1,0
4751,1,0,-1,0,1,-1
4752,0,0,-2,1,2,0
4753,-4,-1,2,2,0,1
4754,1,0,0,-1,1,0
4755,-1,1,-2,1,1,0
4756,-1,1,-1,0,0,-1
4757,0,0,0,-1,0,0
4758,2,-2,2,-1,0,1
4759,-3,2,-1,0,1,-2
4760,-1,1,0,0,0,0
4761,0,0,0,0,0,0
4762,0,0,1,-1,0,-1
4763,-1,1,-2,2,-1,0
4764,-1,1,1,-2,0,0
4765,0,1,-1,0,0,0
4766,1,0,0,-2,2,0
4767,-1,1,0,1,0,1
4768,-2,1,-2,2,0,1
4769,2,0,-1,-1,2,-1
4770,0,1,-1,-1,1,1
4771,-1,0,0,0,0,1
4772,0,-1,1,0,0,1
4773,0,-1,0,0,0,0
4774,-2,3,0,-1,0,0
4775,1,-1,1,0,0,1
4776,1,-1,0,1,-1,1
4777,0,-2,0,2,0,0
4778,0,-1,1,1,-1,1
4779,1,0,-1,1,0,-1
4780,0,0,0,0,0,0
4781,2,1,-3,1,-1,1
4782,1,-1,2,-2,0,0
4783,0,0,-1,1,0,-1
4784,0,-1,0,0,0,1
4785,1,-1,1,0,0,0
4786,0,0,-1,1,1,-1
4787,0,0,0,0,0,0
4788,-1,0,0,0,0,0
4789,-1,0,-2,1,0,7
4790,0,0,0,0,0,0
4791,-1,2,-1,1,0,-1
4792,-1,0,1,1,-1,-1
4793,1,1,-2,0,2,0
4794,0,0,1,0,0,-1
4795,0,0,0,0,1,-1
4796,2,-2,1,2,0,1
4797,0,0,1,0,0,0
4798,-1,0,0,-1,0,-1
4799,-1,0,0,0,0,-1
4800,0,0,0,0,0,0
4801,0,-1,1,1,-1,-2
4802,0,-1,1,-1,0,0
4803,1,0,0,1,-1,-1
4804,0,-1,0,0,0,1
4805,-2,1,-1,0,0,1
4806,0,0,0,2,-2,0
4807,-1,0,1,-1,1,0
4808,0,0,0,0,1,-1
4809,0,0,0,-1,0,0
4810,1,2,-2,1,0,2
4811,-1,2,-2,0,0,0
4812,-2,1,0,0,2,-1
4813,3,0,1,-1,-1,-2
4814,0,0,-1,1,-1,0
4815,-1,1,0,0,-2,2
4816,0,1,-2,1,0,-1
4817,0,0,0,0,-1,-2
4818,0,0,0,0,0,0
4819,-3,0,-1,6,-4,1
4820,0,0,0,0,0,0
4821,0,0,0,0,0,0
4823,0,0,1,-1,0,0
4824,0,0,0,0,0,0
4826,0,0,0,0,0,0
4827,-1,1,0,-1,0,1
4828,-1,1,-1,3,-2,4
4829,-1,0,2,-1,0,0
4830,0,0,0,0,0,0
4831,0,-1,2,0,-2,0
4832,0,0,0,1,0,0
4833,-1,1,-2,-1,1,1
4835,0,-2,1,1,0,-2
4836,0,-1,-1,1,1,-1
4837,-1,0,-1,0,0,1
4838,0,0,0,0,0,0
4839,-2,2,0,0,0,0
4840,2,0,1,0,0,-1
4841,0,-1,0,1,0,0
4842,0,0,0,0,0,-1
4843,0,0,0,0,-2,2
4844,0,0,0,1,0,-1
4845,-1,1,0,0,0,1
4846,-1,2,0,0,0,0
4847,0,1,-1,1,0,0
4848,0,0,0,0,0,0
4849,0,1,2,-1,0,-2
4850,-1,1,-1,0,1,0
4851,1,0,-1,-1,1,0
4852,1,-1,0,3,-1,-1
4853,1,-1,-2,3,-1,0
4854,-2,2,-1,2,0,-2
4855,1,-1,0,0,-1,0
4856,1,-1,0,0,-2,1
4857,1,-1,0,-2,2,0
4858,1,0,-1,1,0,-1
4859,0,-1,1,2,0,0
4860,0,0,1,-2,1,-1
4861,0,0,0,0,1,2
4862,0,-1,1,-3,-1,3
4863,1,0,-1,1,-1,2
4864,2,-1,-1,2,-1,0
4865,-1,-1,2,-2,0,1
4866,0,0,0,0,0,0
4867,1,0,0,0,-1,1
4868,-2,-1,1,2,-1,1
4869,0,0,0,0,0,0
4870,-1,2,0,1,-1,0
4871,-1,0,-3,3,0,0
4872,0,0,-2,2,-1,1
4873,0,-1,1,0,0,-1
4874,-2,1,1,1,-3,2
4875,0,0,0,0,0,0
4876,1,1,-1,0,-1,1
4877,0,-1,1,0,1,-2
4878,-1,1,1,-1,-1,0
4879,-2,3,0,-1,0,0
4880,-1,0,1,-1,-1,0
4881,0,1,-1,1,2,0
4882,-3,3,-1,2,-3,1
4883,1,-1,-1,1,0,-1
4884,1,0,-1,1,-1,0
4885,-1,1,1,-1,0,0
4886,2,-1,2,-3,3,-3
4887,0,0,0,0,0,0
4888,0,0,0,0,0,0
4889,1,-1,-2,2,0,-1
4890,-2,1,-1,0,0,0
4891,-2,1,-1,2,-2,2
4892,1,0,0,-1,3,0
4893,-1,1,0,0,-1,1
4894,0,0,0,0,0,0
4895,-1,-1,1,-1,1,0
4896,0,0,1,0,0,0
4897,-1,-2,-1,3,1,-1
4898,0,0,-1,0,0,-2
4899,3,0,0,-2,0,0
4900,0,0,2,-2,0,1
4901,0,-1,0,1,-1,0
4902,1,-1,-1,1,1,-1
4903,0,1,-2,1,-1,0
4904,1,4,-2,0,1,-2
4905,-1,0,1,-1,0,0
4906,1,0,1,-1,1,-1
4907,1,-1,1,0,-1,0
4908,2,0,-2,1,1,-1
4909,0,0,2,2,-1,-2
4910,3,-1,-2,2,-1,1
4911,0,1,-1,0,1,1
4912,-1,0,0,0,0,1
4913,0,0,0,0,0,0
4914,4,-2,0,-1,0,-1
4915,-1,-1,0,0,1,-1
4916,-3,1,1,-2,-1,2
4917,0,0,0,0,0,1
4918,-1,0,0,1,0,-1
4919,0,-1,1,0,-1,2
4920,1,-3,1,-1,3,-2
4921,0,1,-1,-1,0,1
4922,1,-2,0,0,0,1
4923,3,-1,0,-1,1,1
4924,1,3,0,1,0,-1
4925,0,0,1,-1,0,1
4927,1,-1,0,2,-1,-2
4928,2,1,-4,3,-1,-1
4929,0,0,-1,0,1,0
4930,-2,1,1,-1,0,2
4931,2,-2,-3,1,2,0
4932,2,0,-1,1,-1,1
4933,-1,1,-1,1,-1,1
4934,1,-1,-1,1,0,1
4935,0,-2,1,1,0,1
4936,0,-1,-1,1,2,-2
4937,0,0,0,1,-2,1
4938,-2,0,1,-1,1,-2
4939,-1,1,-1,1,0,-1
4940,-1,0,0,1,-1,1
4941,-1,1,0,0,-1,-1
4942,-1,0,0,-1,1,-1
4943,0,0,1,0,-1,0
4944,0,-2,-2,2,-2,2
4945,0,0,-2,-1,0,0
4946,2,-2,0,0,-1,1
4947,-3,1,0,0,-1,1
4948,-7,-2,2,-1,1,-1
4949,-2,0,1,1,-1,-1
4950,3,-1,-2,-1,1,1
4951,0,1,0,0,0,0
4952,-1,1,-1,0,1,0
4953,0,1,0,-1,0,-1
4954,0,-1,1,-1,1,-1
4955,1,0,0,-1,0,0
4956,2,0,0,0,-2,2
4957,1,-1,-1,-1,1,1
4958,1,0,0,0,0,-1
4959,0,1,0,0,1,-1
4960,0,0,0,0,0,0
4961,2,0,0,0,-1,1
4962,0,-1,0,1,0,-1
4963,0,0,1,-1,1,-1
4964,0,0,-1,1,0,0
4965,1,-1,1,0,0,-1
4966,-1,0,1,0,1,-1
4967,-2,-1,2,-2,2,0
4968,-1,0,1,3,-3,3
4969,0,0,0,1,0,-1
4970,0,-1,1,0,-1,0
4971,-1,-2,1,0,1,0
4972,-3,2,0,2,0,-1
4973,1,-1,0,0,0,1
4974,-1,0,1,-2,1,1
4975,0,0,0,0,0,0
4976,0,-1,2,0,-1,1
4977,0,1,-1,1,0,1
4978,0,0,0,0,0,-1
4979,0,0,0,0,0,2
4980,0,-1,0,0,1,0
4981,0,0,1,-1,0,0
4982,-3,0,0,3,-2,1
4983,1,-1,0,0,1,0
4984,0,0,0,0,0,0
4985,0,0,0,0,1,-1
4986,0,0,0,0,0,0
4987,0,-2,1,-1,-1,2
4988,0,0,1,-1,0,0
4989,-1,0,-1,1,-1,2
4990,0,0,2,-3,1,-3
4991,2,0,0,0,0,0
4992,1,1,-2,2,0,0
4993,1,-1,2,-1,1,-1
4994,0,1,0,0,1,2
4995,0,0,-1,2,-1,1
4996,0,-1,-1,0,1,-1
4997,0,-1,1,1,0,1
4998,0,0,1,-1,-1,1
4999,0,0,0,0,0,0
5000,2,-1,1,0,0,-1
5001,-1,0,0,0,-3,0
5002,-1,0,0,1,-1,-1
5003,1,1,0,-2,0,0
5004,-1,0,0,0,0,1
5005,0,-1,1,-1,0,0
5006,-1,0,0,-1,1,-1
5007,1,-3,3,0,0,0
5008,3,-3,-1,1,1,-3
5009,0,2,2,-2,2,-2
5010,1,-1,0,1,-1,1
5011,1,0,-1,-1,1,0
5012,-1,1,0,0,-1,1
5013,-1,1,-1,1,-1,2
5014,1,-1,0,0,0,-1
5015,0,-2,2,-1,0,1
5016,-1,2,-1,0,0,0
5017,0,0,-1,1,-1,1
5018,-1,0,0,1,0,-3
5019,-1,0,-1,2,-1,0
5020,0,0,-2,0,1,0
5021,-1,1,-1,1,-2,2
5022,0,1,-1,0,0,0
5023,0,1,0,0,0,1
5024,0,0,0,0,0,0
5025,0,1,-1,0,1,-1
5026,-1,1,0,-1,0,0
5027,-1,1,-1,-1,1,0
5028,2,-2,0,0,1,-1
5029,0,1,-2,0,0,3
5030,-2,0,0,0,0,0
5031,3,-1,1,0,0,-1
5032,0,0,0,0,0,0
5033,0,1,-1,0,0,0
5034,-1,0,3,-2,-1,-1
5035,0,1,-1,-1,2,-1
5036,1,0,-1,2,-1,-1
5037,-1,1,0,0,0,-1
5038,0,2,-2,1,0,-1
5039,-2,1,0,-2,0,2
5040,0,0,0,1,-1,-1
5041,-3,0,1,-1,2,-2
5042,1,1,-1,0,0,0
5043,0,0,-1,1,0,0
5044,2,-1,1,-2,0,1
5045,0,0,-2,3,0,-2
5046,1,0,0,-1,1,0
5047,0,0,0,0,0,0
5048,-1,2,0,-1,1,-1
5049,1,-1,0,-1,1,0
5050,-2,2,-1,0,1,-1
5051,1,-1,0,3,-2,1
5052,1,0,-2,0,2,0
5053,0,-1,1,0,0,0
5054,0,0,0,1,-2,2
5055,1,-1,0,-1,2,-1
5056,0,2,-1,-1,1,0
5057,1,0,0,0,-1,1
5058,2,-1,0,-2,0,2
5059,1,3,-3,-1,1,0
5060,0,-2,0,1,-2,2
5061,1,-1,1,0,0,-1
5062,1,-1,1,-1,1,0
5063,0,1,0,0,0,0
5064,-2,1,1,1,-1,0
5065,0,0,1,-2,2,-1
5066,1,0,0,0,0,1
5067,-1,0,-2,-1,2,-3
5068,-3,1,-1,0,0,0
5069,4,-4,-2,4,-3,1
5070,1,0,0,-1,1,0
5071,0,0,-2,2,1,-3
5072,-1,-1,2,0,0,0
5073,-1,1,-1,1,-1,3
5074,0,-1,3,-1,-1,0
5075,0,-3,2,1,-1,1
5076,1,-3,2,0,-1,0
5078,1,1,-3,2,-1,2
5079,1,0,-1,1,-1,0
5080,0,1,0,0,0,-4
5081,2,-2,1,0,0,-1
5082,-1,-2,2,0,1,-1
5083,0,0,1,2,-1,-1
5084,-3,1,2,0,-1,-1
5085,4,0,-1,0,1,0
5086,0,0,-1,1,0,0
5087,-1,1,0,0,0,0
5088,0,0,0,0,0,0
5089,0,0,0,2,-1,0
5090,0,0,-2,2,-2,2
5091,1,0,0,0,1,0
5092,1,1,0,1,-1,0
5093,0,0,0,0,0,0
5094,0,-2,1,0,0,-2
5095,0,0,1,-1,-5,0
5096,1,-2,1,-1,1,-1
5098,-1,1,0,0,0,0
5099,-1,0,0,1,-1,1
5100,-1,0,0,0,0,0
5101,-1,1,0,0,0,0
5102,0,0,1,0,0,-1
5103,1,0,0,-1,0,1
5104,0,0,0,0,0,0
5105,0,0,1,-2,0,0
5106,0,1,0,0,0,0
5107,0,-1,1,0,-1,1
5108,3,0,0,-1,0,1
5109,2,-2,2,-1,0,-1
5110,0,0,-1,-1,1,-1
5111,2,1,0,0,1,0
5112,1,0,0,1,-1,1
5113,1,0,0,-1,0,-1
5114,1,0,0,-1,0,0
5115,0,0,0,1,0,0
5116,-1,2,-1,0,0,0
5117,-3,3,-3,1,2,0
5118,-2,0,-1,-1,2,0
5119,0,0,0,2,-1,0
5120,1,0,1,1,1,-2
5121,2,-1,1,0,0,1
5122,0,-3,2,-2,2,-2
5123,-1,2,0,-1,1,-1
5124,1,0,0,-1,1,0
5125,-1,1,-1,0,0,0
5126,0,0,0,1,-1,0
5127,-1,0,-1,0,0,0
5128,0,0,-5,4,0,0
5129,1,-2,-2,3,-2,2
5130,0,-1,2,0,0,-1
5131,0,0,0,0,0,0
5132,0,-1,2,0,0,-1
5133,0,-1,0,-1,1,0
5134,-2,1,-1,0,1,0
