,고객번호,성별,연령대,이용횟수,경쟁사이용횟수,멤버쉽보유
4857,4906,F,40대,0.0,0.0,0.0
4858,4907,F,40대,0.0,0.0,0.0
4859,4908,F,40대,39.0,0.0,1.0
4860,4909,F,40대,0.0,1.0,0.0
4861,4910,F,40대,0.0,0.0,0.0
4862,4911,F,40대,9.0,15.0,0.0
4863,4912,F,40대,5.0,4.0,0.0
4864,4913,F,40대,0.0,0.0,0.0
4865,4914,F,40대,0.0,0.0,0.0
4866,4915,F,40대,0.0,0.0,0.0
4867,4916,F,40대,0.0,0.0,0.0
4868,4917,M,40대,30.0,0.0,1.0
4869,4918,F,40대,56.0,1.0,1.0
4870,4919,F,40대,1.0,0.0,0.0
4871,4920,F,40대,0.0,0.0,0.0
4872,4921,F,40대,0.0,0.0,0.0
4873,4922,F,40대,0.0,0.0,0.0
4874,4923,F,40대,1.0,0.0,0.0
4875,4924,F,40대,1.0,0.0,0.0
4876,4925,F,40대,0.0,3.0,0.0
4877,4927,F,40대,0.0,0.0,0.0
4878,4928,M,40대,0.0,4.0,1.0
4879,4929,F,40대,28.0,0.0,1.0
4880,4930,F,40대,3.0,0.0,1.0
4881,4931,M,40대,3.0,0.0,1.0
4882,4932,F,40대,0.0,0.0,1.0
4883,4933,F,40대,5.0,0.0,1.0
4884,4934,F,40대,72.0,0.0,1.0
4885,4935,F,40대,0.0,0.0,0.0
4886,4936,F,40대,0.0,2.0,1.0
4887,4937,M,40대,0.0,0.0,1.0
4888,4938,M,40대,27.0,2.0,0.0
4889,4939,M,40대,0.0,0.0,0.0
4890,4940,F,40대,0.0,1.0,0.0
4891,4941,F,40대,0.0,10.0,0.0
4892,4942,M,40대,17.0,0.0,1.0
4893,4943,F,40대,18.0,0.0,0.0
4894,4944,M,40대,0.0,0.0,0.0
4895,4945,F,40대,0.0,0.0,0.0
4896,4946,F,40대,0.0,5.0,0.0
4897,4947,F,40대,0.0,0.0,0.0
4898,4948,F,40대,0.0,0.0,0.0
4899,4949,F,40대,3.0,5.0,1.0
4900,4950,F,40대,6.0,13.0,0.0
4901,4951,F,40대,0.0,11.0,1.0
4902,4952,F,40대,64.0,0.0,0.0
4903,4953,M,40대,0.0,1.0,0.0
4904,4954,M,40대,0.0,0.0,1.0
4905,4955,F,40대,7.0,0.0,0.0
4906,4956,F,40대,1.0,2.0,1.0
4907,4957,F,40대,0.0,0.0,0.0
4908,4958,F,40대,0.0,3.0,0.0
4909,4959,F,40대,0.0,0.0,0.0
4910,4960,M,40대,56.0,1.0,0.0
4911,4961,F,40대,0.0,2.0,1.0
4912,4962,F,40대,25.0,0.0,1.0
4913,4963,F,40대,0.0,0.0,0.0
4914,4964,F,40대,0.0,0.0,1.0
4915,4965,F,40대,0.0,0.0,0.0
4916,4966,F,40대,0.0,0.0,0.0
4917,4967,F,40대,0.0,0.0,0.0
4918,4968,F,40대,0.0,0.0,1.0
4919,4969,F,40대,0.0,0.0,0.0
4920,4970,F,40대,9.0,0.0,0.0
4921,4971,F,40대,23.0,0.0,1.0
4922,4972,F,40대,17.0,0.0,0.0
4923,4973,M,40대,0.0,0.0,0.0
4924,4974,F,40대,0.0,0.0,0.0
4925,4975,F,40대,0.0,1.0,1.0
4926,4976,F,40대,0.0,0.0,1.0
4927,4977,F,40대,0.0,7.0,0.0
4928,4978,F,40대,0.0,0.0,1.0
4929,4979,F,40대,48.0,5.0,1.0
4930,4980,F,40대,0.0,0.0,0.0
4931,4981,F,40대,0.0,1.0,0.0
4932,4982,M,40대,0.0,7.0,0.0
4933,4983,F,40대,37.0,0.0,1.0
4934,4984,F,40대,0.0,1.0,0.0
4935,4985,F,40대,0.0,2.0,0.0
4936,4986,F,40대,29.0,0.0,1.0
4937,4987,F,40대,0.0,0.0,1.0
4938,4988,M,40대,0.0,1.0,0.0
4939,4989,F,40대,7.0,0.0,0.0
4940,4990,F,40대,0.0,0.0,0.0
4941,4991,F,40대,0.0,0.0,0.0
4942,4992,F,40대,0.0,0.0,0.0
4943,4993,F,40대,0.0,0.0,1.0
4944,4994,F,40대,3.0,1.0,0.0
4945,4995,F,40대,29.0,4.0,0.0
4946,4996,F,40대,24.0,0.0,1.0
4947,4997,F,40대,0.0,21.0,0.0
4948,4998,F,40대,6.0,0.0,1.0
4949,4999,F,40대,3.0,0.0,0.0
4950,5000,F,40대,22.0,0.0,1.0
4951,5001,F,40대,53.0,0.0,1.0
4952,5002,F,40대,0.0,0.0,0.0
4953,5003,F,40대,0.0,4.0,0.0
4954,5004,F,40대,0.0,0.0,0.0
4955,5005,F,40대,0.0,4.0,0.0
4956,5006,F,40대,0.0,0.0,0.0
4957,5007,M,40대,0.0,0.0,0.0
4958,5008,F,40대,46.0,0.0,1.0
4959,5009,F,40대,51.0,0.0,0.0
4960,5010,F,40대,35.0,0.0,0.0
4961,5011,F,40대,0.0,0.0,0.0
4962,5012,F,40대,0.0,0.0,0.0
4963,5013,F,40대,15.0,1.0,1.0
4964,5014,F,40대,0.0,0.0,0.0
4965,5015,F,40대,0.0,6.0,0.0
4966,5016,F,40대,0.0,1.0,0.0
4967,5017,F,40대,0.0,0.0,1.0
4968,5018,F,40대,0.0,1.0,0.0
4969,5019,F,40대,0.0,2.0,0.0
4970,5020,F,40대,27.0,0.0,1.0
4971,5021,F,40대,0.0,0.0,1.0
4972,5022,F,40대,0.0,15.0,0.0
4973,5023,M,40대,0.0,0.0,0.0
4974,5024,F,40대,0.0,0.0,0.0
4975,5025,F,40대,0.0,3.0,0.0
4976,5026,F,40대,1.0,7.0,0.0
4977,5027,F,40대,0.0,0.0,1.0
4978,5028,M,40대,8.0,0.0,0.0
4979,5029,M,40대,0.0,12.0,0.0
4980,5030,F,40대,0.0,0.0,0.0
4981,5031,F,40대,0.0,3.0,0.0
4982,5032,F,40대,0.0,4.0,0.0
4983,5033,F,40대,0.0,2.0,0.0
4984,5034,M,40대,51.0,4.0,0.0
4985,5035,F,40대,0.0,0.0,1.0
4986,5036,F,40대,1.0,0.0,1.0
4987,5037,F,40대,19.0,0.0,0.0
4988,5038,F,40대,4.0,2.0,0.0
4989,5039,F,40대,8.0,3.0,1.0
4990,5040,F,40대,0.0,0.0,0.0
4991,5041,F,40대,0.0,5.0,0.0
4992,5042,F,40대,55.0,0.0,0.0
4993,5043,F,40대,11.0,0.0,1.0
4994,5044,F,40대,0.0,0.0,0.0
4995,5045,F,40대,39.0,0.0,0.0
4996,5046,F,40대,0.0,0.0,0.0
4997,5047,F,40대,6.0,0.0,0.0
4998,5048,F,40대,0.0,0.0,1.0
4999,5049,F,40대,4.0,3.0,0.0
5000,5050,M,40대,0.0,0.0,0.0
5001,5051,M,40대,0.0,0.0,0.0
5002,5052,F,40대,0.0,0.0,1.0
5003,5053,F,40대,0.0,1.0,0.0
5004,5054,F,40대,17.0,0.0,0.0
5005,5055,F,40대,7.0,0.0,1.0
5006,5056,F,40대,5.0,0.0,0.0
5007,5057,F,40대,0.0,0.0,0.0
5008,5058,F,40대,67.0,0.0,0.0
5009,5059,F,40대,2.0,0.0,1.0
5010,5060,F,40대,0.0,0.0,0.0
5011,5061,F,40대,17.0,0.0,1.0
5012,5062,F,40대,0.0,0.0,1.0
5013,5063,F,40대,0.0,7.0,0.0
5014,5064,M,40대,0.0,0.0,1.0
5015,5065,M,40대,0.0,13.0,1.0
5016,5066,M,40대,0.0,0.0,0.0
5017,5067,F,40대,0.0,7.0,1.0
5018,5068,F,40대,7.0,0.0,0.0
5019,5069,F,40대,73.0,1.0,0.0
5020,5070,F,40대,0.0,0.0,0.0
5021,5071,M,40대,9.0,4.0,1.0
5022,5072,F,40대,0.0,0.0,0.0
5023,5073,F,40대,0.0,1.0,0.0
5024,5074,F,40대,0.0,30.0,0.0
5025,5075,F,40대,10.0,6.0,0.0
5026,5076,F,40대,5.0,4.0,1.0
5027,5078,M,40대,0.0,0.0,1.0
5028,5079,F,40대,0.0,1.0,0.0
5029,5080,F,40대,0.0,0.0,1.0
5030,5081,F,40대,5.0,0.0,0.0
5031,5082,M,40대,0.0,0.0,0.0
5032,5083,F,40대,0.0,1.0,0.0
5033,5084,F,40대,0.0,1.0,1.0
5034,5085,F,40대,0.0,0.0,1.0
5035,5086,F,40대,0.0,0.0,0.0
5036,5087,F,40대,0.0,0.0,0.0
5037,5088,F,40대,0.0,2.0,0.0
5038,5089,F,40대,0.0,1.0,0.0
5039,5090,F,40대,0.0,0.0,0.0
5040,5091,F,40대,0.0,7.0,1.0
5041,5092,F,40대,0.0,0.0,0.0
5042,5093,M,40대,0.0,0.0,0.0
5043,5094,F,40대,14.0,0.0,0.0
5044,5095,F,40대,0.0,0.0,0.0
5045,5096,M,40대,0.0,1.0,1.0
5046,5098,M,40대,0.0,0.0,0.0
5047,5099,F,40대,0.0,0.0,1.0
5048,5100,F,40대,0.0,0.0,0.0
5049,5101,F,40대,10.0,1.0,0.0
5050,5102,F,40대,1.0,4.0,0.0
5051,5103,F,40대,0.0,1.0,0.0
5052,5104,F,40대,0.0,0.0,0.0
5053,5105,F,40대,0.0,0.0,1.0
5054,5106,F,40대,0.0,0.0,0.0
5055,5107,F,40대,0.0,1.0,0.0
5056,5108,F,40대,0.0,1.0,0.0
5057,5109,F,40대,0.0,0.0,0.0
5058,5110,F,40대,26.0,8.0,1.0
5059,5111,F,40대,56.0,0.0,1.0
5060,5112,F,40대,0.0,7.0,0.0
5061,5113,F,40대,23.0,0.0,0.0
5062,5114,M,40대,0.0,0.0,0.0
5063,5115,F,40대,0.0,0.0,0.0
5064,5116,F,40대,0.0,1.0,0.0
5065,5117,M,40대,0.0,0.0,0.0
5066,5118,F,40대,0.0,0.0,0.0
5067,5119,F,40대,13.0,1.0,0.0
5068,5120,F,40대,0.0,0.0,0.0
5069,5121,F,40대,23.0,3.0,0.0
5070,5122,F,40대,0.0,1.0,0.0
5071,5123,F,40대,1.0,0.0,1.0
5072,5124,F,40대,0.0,2.0,0.0
5073,5125,F,40대,0.0,2.0,0.0
5074,5126,M,40대,41.0,1.0,0.0
5075,5127,F,40대,0.0,0.0,1.0
5076,5128,F,40대,0.0,0.0,1.0
5077,5129,F,40대,0.0,0.0,0.0
5078,5130,F,40대,5.0,1.0,1.0
5079,5131,F,40대,0.0,0.0,0.0
5080,5132,F,40대,0.0,0.0,0.0
5081,5133,F,40대,41.0,0.0,0.0
5082,5134,M,40대,0.0,2.0,0.0
5083,5135,F,40대,0.0,0.0,0.0
5084,5136,F,40대,30.0,5.0,0.0
5085,5137,F,40대,0.0,0.0,0.0
5086,5138,F,40대,0.0,0.0,1.0
5087,5139,F,40대,19.0,1.0,1.0
5088,5140,F,40대,0.0,0.0,0.0
5089,5141,F,40대,10.0,0.0,0.0
5090,5142,M,40대,0.0,0.0,0.0
5091,5143,F,40대,0.0,0.0,1.0
5092,5144,F,40대,0.0,2.0,1.0
5093,5145,M,40대,0.0,0.0,0.0
5094,5146,F,40대,0.0,4.0,0.0
5095,5147,F,40대,20.0,1.0,0.0
5096,5148,F,40대,0.0,0.0,1.0
5097,5149,F,40대,0.0,0.0,0.0
5098,5150,F,40대,0.0,7.0,0.0
5099,5151,F,40대,0.0,20.0,1.0
5100,5152,F,40대,0.0,0.0,1.0
5101,5153,F,40대,0.0,1.0,0.0
5102,5154,F,40대,0.0,0.0,1.0
5103,5155,F,40대,0.0,0.0,0.0
5104,5156,F,40대,0.0,0.0,1.0
5105,5157,M,40대,0.0,1.0,0.0
5106,5158,F,40대,0.0,0.0,0.0
5107,5159,F,40대,0.0,4.0,0.0
5108,5160,F,40대,20.0,0.0,0.0
5109,5161,F,40대,0.0,0.0,0.0
5110,5162,F,40대,46.0,0.0,1.0
5111,5163,F,40대,30.0,0.0,0.0
5112,5164,M,40대,0.0,0.0,1.0
5113,5165,F,40대,0.0,0.0,1.0
5114,5166,F,40대,0.0,0.0,0.0
5115,5167,F,40대,0.0,15.0,1.0
5116,5168,F,40대,0.0,0.0,0.0
5117,5169,F,40대,0.0,0.0,1.0
5118,5170,F,40대,0.0,1.0,0.0
5119,5171,F,40대,0.0,0.0,1.0
5120,5172,F,40대,0.0,0.0,0.0
5121,5173,F,40대,80.0,5.0,1.0
5122,5174,F,40대,0.0,8.0,1.0
5123,5175,M,40대,51.0,0.0,1.0
5124,5176,F,40대,0.0,0.0,1.0
5125,5177,F,40대,0.0,6.0,0.0
5126,5178,F,40대,0.0,1.0,0.0
5127,5179,F,40대,0.0,0.0,0.0
5128,5180,F,40대,0.0,0.0,0.0
5129,5181,F,40대,0.0,3.0,0.0
5130,5182,F,40대,0.0,0.0,0.0
5131,5183,F,40대,5.0,0.0,1.0
5132,5184,M,40대,4.0,0.0,0.0
5133,5185,M,40대,0.0,0.0,0.0
5134,5186,F,40대,10.0,0.0,0.0
5135,5187,F,40대,0.0,4.0,0.0
5136,5188,F,40대,16.0,0.0,0.0
5137,5189,F,40대,0.0,0.0,1.0
5138,5190,F,40대,0.0,0.0,0.0
5139,5191,F,40대,0.0,3.0,1.0
5140,5192,F,40대,0.0,0.0,1.0
5141,5193,F,40대,14.0,0.0,0.0
5142,5194,F,40대,13.0,0.0,0.0
5143,5195,M,40대,3.0,0.0,0.0
5144,5196,M,40대,0.0,0.0,0.0
5145,5197,F,40대,0.0,1.0,1.0
5146,5198,F,40대,0.0,0.0,0.0
5147,5200,F,40대,0.0,0.0,0.0
5148,5201,F,40대,12.0,0.0,1.0
5149,5202,F,40대,0.0,0.0,0.0
5150,5203,M,40대,0.0,0.0,1.0
5151,5204,M,40대,0.0,0.0,0.0
5152,5205,F,40대,0.0,0.0,0.0
5153,5206,F,40대,0.0,0.0,0.0
5154,5207,F,40대,0.0,0.0,0.0
5155,5208,M,40대,0.0,0.0,0.0
5156,5209,F,40대,0.0,4.0,1.0
5157,5210,F,40대,0.0,5.0,0.0
5158,5211,F,40대,0.0,0.0,0.0
5159,5212,F,40대,19.0,0.0,1.0
5160,5213,F,40대,0.0,0.0,0.0
5161,5214,F,40대,34.0,0.0,1.0
5162,5215,F,40대,0.0,0.0,0.0
5163,5216,F,40대,15.0,0.0,1.0
5164,5217,F,40대,0.0,0.0,0.0
5165,5218,F,40대,4.0,2.0,1.0
5166,5219,F,40대,0.0,3.0,0.0
5167,5220,F,40대,1.0,0.0,1.0
5168,5221,F,40대,0.0,1.0,1.0
5169,5222,F,40대,0.0,0.0,1.0
5170,5223,F,40대,0.0,0.0,0.0
5171,5224,F,40대,0.0,7.0,0.0
5172,5225,M,40대,0.0,6.0,1.0
5173,5226,F,40대,6.0,0.0,0.0
5174,5227,F,40대,0.0,0.0,0.0
5175,5228,F,40대,0.0,0.0,0.0
5176,5229,F,40대,32.0,0.0,1.0
5177,5230,F,40대,15.0,0.0,1.0
5178,5231,F,40대,8.0,8.0,0.0
5179,5232,F,40대,0.0,1.0,0.0
5180,5233,F,40대,13.0,0.0,1.0
5181,5234,F,40대,4.0,0.0,0.0
5182,5235,F,40대,0.0,0.0,0.0
5183,5236,M,40대,0.0,0.0,0.0
5184,5237,F,40대,0.0,0.0,1.0
5185,5238,F,40대,0.0,0.0,0.0
5186,5239,M,40대,34.0,0.0,0.0
5187,5240,F,40대,0.0,0.0,0.0
5188,5241,F,40대,0.0,8.0,1.0
5189,5242,F,40대,5.0,0.0,0.0
5190,5243,F,40대,33.0,0.0,0.0
5191,5244,M,40대,18.0,11.0,1.0
5192,5245,F,40대,5.0,0.0,0.0
5193,5246,F,40대,0.0,2.0,0.0
5194,5247,F,40대,1.0,1.0,0.0
5195,5248,F,40대,0.0,0.0,0.0
5196,5249,M,40대,0.0,0.0,1.0
5197,5250,F,40대,5.0,0.0,1.0
5198,5251,F,40대,64.0,0.0,0.0
5199,5252,F,40대,35.0,0.0,0.0
5200,5253,F,40대,1.0,9.0,0.0
5201,5254,F,40대,0.0,0.0,0.0
5202,5255,M,40대,0.0,13.0,1.0
5203,5256,M,40대,0.0,6.0,0.0
5204,5257,F,40대,0.0,0.0,1.0
5205,5258,F,40대,0.0,0.0,1.0
5206,5259,F,40대,35.0,0.0,0.0
5207,5260,F,40대,28.0,0.0,0.0
5208,5261,F,40대,5.0,2.0,0.0
5209,5262,F,40대,84.0,0.0,1.0
5210,5263,F,40대,0.0,0.0,0.0
5211,5264,F,40대,0.0,12.0,0.0
5212,5265,F,40대,0.0,0.0,0.0
5213,5266,F,40대,0.0,8.0,0.0
5214,5267,F,40대,3.0,1.0,1.0
5215,5268,F,40대,36.0,0.0,0.0
5216,5269,F,40대,0.0,0.0,0.0
5217,5270,F,40대,0.0,0.0,0.0
5218,5271,M,40대,6.0,0.0,0.0
5219,5272,F,40대,0.0,0.0,0.0
5220,5273,F,40대,6.0,5.0,0.0
5221,5274,M,40대,0.0,0.0,0.0
5222,5275,F,40대,32.0,0.0,0.0
5223,5276,F,40대,20.0,1.0,0.0
5224,5277,F,40대,6.0,2.0,1.0
5225,5278,F,40대,0.0,1.0,0.0
5226,5279,F,40대,12.0,0.0,0.0
5227,5280,M,40대,0.0,0.0,1.0
5228,5281,F,40대,13.0,6.0,0.0
5229,5282,M,40대,0.0,4.0,0.0
5230,5283,F,40대,0.0,10.0,0.0
5231,5284,M,40대,24.0,0.0,1.0
5232,5285,F,40대,5.0,2.0,0.0
5233,5286,F,40대,0.0,0.0,1.0
5234,5287,F,40대,35.0,0.0,0.0
5235,5288,F,40대,0.0,0.0,0.0
5236,5289,F,40대,0.0,0.0,0.0
5237,5290,F,40대,4.0,0.0,0.0
5238,5291,M,40대,10.0,2.0,1.0
5239,5292,M,40대,0.0,21.0,0.0
5240,5293,F,40대,0.0,0.0,0.0
5241,5294,F,40대,39.0,3.0,1.0
5242,5295,M,40대,5.0,0.0,0.0
5243,5296,F,40대,0.0,1.0,0.0
5244,5297,F,40대,0.0,0.0,0.0
5245,5298,F,40대,2.0,0.0,0.0
5246,5299,F,40대,0.0,0.0,0.0
5247,5300,F,40대,9.0,0.0,0.0
5248,5301,F,40대,0.0,0.0,0.0
5249,5302,F,40대,0.0,0.0,0.0
5250,5303,F,40대,0.0,0.0,0.0
5251,5304,F,40대,0.0,0.0,1.0
5252,5305,F,40대,38.0,5.0,1.0
5253,5306,F,40대,0.0,0.0,0.0
5254,5307,F,40대,0.0,0.0,0.0
5255,5308,F,40대,3.0,0.0,1.0
5256,5309,F,40대,0.0,8.0,0.0
5257,5310,F,40대,0.0,4.0,0.0
5258,5311,F,40대,8.0,1.0,0.0
5259,5312,F,40대,0.0,2.0,0.0
5260,5313,F,40대,0.0,0.0,1.0
5261,5314,F,40대,0.0,0.0,0.0
5262,5315,F,40대,0.0,0.0,0.0
5263,5316,F,40대,9.0,0.0,0.0
5264,5317,F,40대,0.0,25.0,0.0
5265,5318,F,40대,8.0,2.0,1.0
5266,5319,F,40대,0.0,0.0,0.0
5267,5320,F,40대,0.0,0.0,0.0
5268,5321,F,40대,0.0,4.0,0.0
5269,5322,F,40대,0.0,0.0,0.0
5270,5323,F,40대,0.0,1.0,0.0
5271,5325,M,40대,0.0,0.0,1.0
5272,5326,F,40대,0.0,0.0,0.0
5273,5327,F,40대,25.0,0.0,0.0
5274,5328,F,40대,0.0,9.0,0.0
5275,5329,F,40대,0.0,0.0,0.0
5276,5330,F,40대,0.0,0.0,0.0
5277,5331,F,40대,9.0,15.0,0.0
5278,5332,M,40대,16.0,0.0,1.0
5279,5333,F,40대,0.0,0.0,0.0
5280,5334,F,40대,20.0,0.0,0.0
5281,5335,M,40대,0.0,0.0,0.0
5282,5336,M,40대,0.0,0.0,0.0
5283,5337,F,40대,8.0,0.0,1.0
5284,5338,F,40대,1.0,1.0,0.0
5285,5339,F,40대,0.0,9.0,1.0
5286,5340,F,40대,0.0,0.0,0.0
5287,5341,F,40대,0.0,0.0,0.0
5288,5342,F,40대,0.0,0.0,0.0
5289,5343,F,40대,2.0,0.0,0.0
5290,5344,F,40대,28.0,0.0,1.0
5291,5345,M,40대,24.0,3.0,0.0
5292,5346,M,40대,19.0,0.0,0.0
5293,5347,F,40대,0.0,0.0,0.0
5294,5348,F,40대,0.0,2.0,0.0
5295,5349,F,40대,0.0,8.0,0.0
5296,5350,F,40대,1.0,0.0,0.0
5297,5351,F,40대,3.0,0.0,0.0
5298,5352,F,40대,0.0,0.0,0.0
5299,5353,F,40대,0.0,0.0,0.0
5300,5354,F,40대,0.0,0.0,0.0
5301,5355,F,40대,0.0,0.0,1.0
5302,5356,F,40대,2.0,0.0,0.0
5303,5357,F,40대,1.0,0.0,1.0
5304,5358,M,40대,51.0,0.0,0.0
5305,5359,F,40대,0.0,0.0,0.0
5306,5360,F,40대,0.0,0.0,1.0
5307,5361,M,40대,27.0,0.0,1.0
5308,5362,F,40대,0.0,0.0,0.0
5309,5363,F,40대,0.0,10.0,0.0
5310,5364,M,40대,0.0,6.0,0.0
5311,5365,F,40대,0.0,0.0,0.0
5312,5366,F,40대,55.0,0.0,1.0
5313,5367,M,40대,43.0,0.0,0.0
5314,5368,F,40대,0.0,1.0,1.0
5315,5369,F,40대,0.0,0.0,0.0
5316,5370,F,40대,0.0,0.0,0.0
5317,5371,F,40대,0.0,0.0,0.0
5318,5372,M,40대,16.0,0.0,0.0
5319,5373,F,40대,0.0,6.0,1.0
5320,5374,F,40대,0.0,0.0,0.0
5321,5375,F,40대,0.0,0.0,1.0
5322,5376,F,40대,44.0,0.0,0.0
5323,5377,M,40대,0.0,1.0,0.0
5324,5378,M,40대,0.0,0.0,0.0
5325,5379,F,40대,0.0,0.0,0.0
5326,5380,F,40대,8.0,0.0,0.0
5327,5381,F,40대,0.0,2.0,1.0
5328,5382,F,40대,0.0,1.0,0.0
5329,5383,M,40대,41.0,1.0,1.0
5330,5384,F,40대,26.0,14.0,0.0
5331,5385,F,40대,3.0,1.0,0.0
5332,5386,M,40대,0.0,0.0,0.0
5333,5387,F,40대,0.0,0.0,1.0
5334,5388,F,40대,0.0,0.0,0.0
5335,5389,F,40대,0.0,3.0,1.0
5336,5390,F,40대,45.0,0.0,0.0
5337,5391,F,40대,0.0,4.0,0.0
5338,5392,F,40대,0.0,0.0,0.0
5339,5393,M,40대,0.0,0.0,0.0
5340,5394,F,40대,38.0,0.0,1.0
5341,5395,F,40대,0.0,0.0,1.0
5342,5396,F,40대,4.0,1.0,0.0
5343,5397,F,40대,4.0,2.0,0.0
5344,5398,F,40대,0.0,14.0,0.0
5345,5399,F,40대,0.0,0.0,0.0
5346,5400,F,40대,4.0,14.0,0.0
5347,5401,F,40대,0.0,0.0,1.0
5348,5402,F,40대,0.0,0.0,0.0
5349,5403,F,40대,25.0,0.0,1.0
5350,5404,F,40대,0.0,3.0,0.0
5351,5405,F,40대,19.0,0.0,0.0
5352,5406,F,40대,0.0,0.0,1.0
5353,5407,F,40대,0.0,0.0,0.0
5354,5408,F,40대,3.0,3.0,0.0
5355,5409,F,40대,32.0,0.0,0.0
5356,5410,F,40대,0.0,0.0,0.0
5357,5411,F,40대,20.0,0.0,1.0
5358,5412,M,40대,53.0,0.0,1.0
5359,5413,M,40대,0.0,4.0,0.0
5360,5414,F,40대,13.0,0.0,1.0
5361,5415,M,40대,6.0,0.0,0.0
5362,5416,F,40대,0.0,0.0,1.0
5363,5417,F,40대,0.0,0.0,1.0
5364,5418,F,40대,74.0,0.0,1.0
5365,5419,F,40대,0.0,2.0,0.0
5366,5420,F,40대,0.0,5.0,0.0
5367,5421,F,40대,0.0,0.0,0.0
5368,5422,F,40대,0.0,5.0,0.0
5369,5423,M,40대,15.0,0.0,1.0
5370,5424,F,40대,0.0,2.0,0.0
5371,5425,F,40대,14.0,0.0,0.0
5372,5426,M,40대,1.0,0.0,0.0
5373,5427,F,40대,0.0,0.0,0.0
5374,5428,F,40대,2.0,0.0,0.0
5375,5429,F,40대,2.0,0.0,1.0
5376,5430,F,40대,0.0,5.0,0.0
5377,5431,F,40대,0.0,0.0,0.0
5378,5432,F,40대,0.0,10.0,0.0
5379,5433,F,40대,0.0,0.0,0.0
5380,5434,F,40대,0.0,0.0,0.0
5381,5435,F,40대,0.0,0.0,1.0
5382,5436,F,40대,0.0,0.0,0.0
5383,5437,F,40대,0.0,0.0,0.0
5384,5438,F,40대,0.0,1.0,0.0
5385,5439,M,40대,4.0,0.0,0.0
5386,5440,M,40대,29.0,8.0,0.0
5387,5441,F,40대,0.0,0.0,0.0
5388,5442,M,40대,0.0,7.0,0.0
5389,5443,F,40대,47.0,8.0,0.0
5390,5444,F,40대,12.0,4.0,0.0
5391,5445,F,40대,0.0,0.0,0.0
5392,5446,F,40대,19.0,0.0,1.0
5393,5447,F,40대,9.0,0.0,0.0
5394,5448,F,40대,0.0,0.0,1.0
5395,5449,F,40대,0.0,0.0,1.0
5396,5450,F,40대,0.0,1.0,0.0
5397,5451,F,40대,0.0,2.0,0.0
5398,5452,F,40대,0.0,0.0,1.0
5399,5453,M,40대,0.0,0.0,0.0
5400,5454,F,40대,0.0,0.0,1.0
5401,5455,M,40대,0.0,0.0,0.0
5402,5456,F,40대,15.0,1.0,1.0
5403,5457,F,40대,30.0,0.0,1.0
5404,5458,F,40대,0.0,0.0,0.0
5405,5459,M,40대,0.0,4.0,0.0
5406,5460,M,40대,0.0,7.0,0.0
5407,5461,F,40대,0.0,5.0,1.0
5408,5462,F,40대,0.0,0.0,0.0
5409,5463,M,40대,6.0,0.0,0.0
5410,5464,F,40대,0.0,2.0,0.0
5411,5465,F,40대,0.0,4.0,0.0
5412,5466,F,40대,38.0,5.0,1.0
5413,5467,F,40대,60.0,0.0,1.0
5414,5468,F,40대,0.0,0.0,0.0
5415,5469,F,40대,0.0,0.0,0.0
5416,5470,F,40대,2.0,0.0,0.0
5417,5471,F,40대,0.0,0.0,0.0
5418,5472,F,40대,26.0,1.0,0.0
5419,5473,M,40대,9.0,0.0,1.0
5420,5474,M,40대,0.0,0.0,0.0
5421,5475,F,40대,0.0,0.0,0.0
5422,5476,F,40대,0.0,3.0,1.0
5423,5477,F,40대,45.0,0.0,1.0
5424,5478,M,40대,26.0,1.0,1.0
5425,5479,M,40대,52.0,0.0,1.0
5426,5480,F,40대,0.0,0.0,0.0
5427,5481,M,40대,0.0,0.0,0.0
5428,5482,M,40대,21.0,5.0,0.0
5429,5483,F,40대,0.0,0.0,1.0
5430,5484,F,40대,0.0,14.0,0.0
5431,5485,F,40대,8.0,0.0,0.0
5432,5486,F,40대,20.0,0.0,0.0
5433,5487,F,40대,28.0,3.0,1.0
5434,5488,F,40대,0.0,0.0,1.0
5435,5489,F,40대,0.0,0.0,0.0
5436,5490,M,40대,2.0,0.0,0.0
5437,5491,F,40대,0.0,2.0,0.0
5438,5492,F,40대,0.0,5.0,0.0
5439,5493,F,40대,10.0,0.0,0.0
5440,5494,F,40대,2.0,1.0,0.0
5441,5495,F,40대,100.0,0.0,0.0
5442,5496,F,40대,0.0,13.0,1.0
5443,5497,F,40대,0.0,0.0,0.0
5444,5498,M,40대,0.0,0.0,0.0
5445,5499,F,40대,3.0,0.0,0.0
5446,5500,F,40대,0.0,0.0,0.0
5447,5501,F,40대,0.0,0.0,0.0
5448,5502,F,40대,2.0,1.0,0.0
5449,5503,M,40대,0.0,0.0,1.0
5450,5504,M,40대,2.0,0.0,0.0
5451,5505,F,40대,0.0,0.0,0.0
5452,5506,F,40대,31.0,3.0,0.0
5453,5507,F,40대,0.0,4.0,1.0
5454,5508,F,40대,0.0,15.0,0.0
5455,5509,F,40대,0.0,3.0,0.0
5456,5510,M,40대,0.0,0.0,1.0
5457,5511,F,40대,0.0,0.0,0.0
5458,5512,F,40대,0.0,0.0,0.0
5459,5513,F,40대,89.0,0.0,1.0
5460,5514,F,40대,14.0,1.0,0.0
5461,5515,M,40대,9.0,0.0,0.0
5462,5516,F,40대,0.0,0.0,0.0
5463,5517,F,40대,6.0,0.0,1.0
