고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타품구매횟수,편의품총구매액,선매품총구매액,전문품총구매액,기타품총구매액,편의품객단가,선매품객단가,전문품객단가,기타품객단가,편의품구매비율(%),선매품구매비율(%),전문품구매비율(%),기타품구매비율(%)
5193,1275.0,58.0,3.0,41.0,8063711.0,2730032.0,40449.0,2405787.0,6324.479215686274,47069.51724137931,13483.0,58677.73170731707,5.3,39.48,11.3,49.19
5194,720.0,158.0,27.0,142.0,9445306.0,36555864.0,17737184.0,2385910.0,13118.480555555556,231366.2278481013,656932.7407407408,16802.183098591548,1.45,25.56,72.58,1.86
5195,1117.0,184.0,17.0,74.0,16203829.0,23478547.0,20232129.0,2013074.0,14506.561324977618,127600.79891304349,1190125.2352941176,27203.702702702703,1.08,9.49,88.49,2.02
5196,499.0,211.0,3.0,115.0,4251797.0,20410313.0,277900.0,1356681.0,8520.635270541083,96731.34123222748,92633.33333333331,11797.226086956522,4.24,48.09,46.04,5.86
5197,636.0,52.0,3.0,10.0,3489135.0,2690556.0,160417.0,110322.0,5486.061320754717,51741.46153846154,53472.333333333336,11032.2,4.72,44.51,45.98,9.48
5198,1319.0,48.0,0.0,16.0,9300570.0,2558775.0,0.0,313490.0,7051.228203184231,53307.8125,0.0,19593.125,9.67,73.11,0.0,26.85
5200,553.0,209.0,3.0,31.0,5129789.0,10390771.0,269390.0,353962.0,9276.291139240506,49716.60765550239,89796.66666666667,11418.129032258064,6.15,32.94,59.48,7.56
5201,2335.0,17.0,0.0,7.0,13119321.0,529807.0,0.0,84948.0,5618.552890792291,31165.117647058825,0.0,12135.42857142857,12.98,71.95,0.0,27.97
5202,475.0,338.0,37.0,19.0,4577676.0,153745836.0,45234617.0,337284.0,9637.212631578948,454869.3372781065,1222557.2162162163,17751.78947368421,0.57,26.83,72.12,1.05
5203,653.0,289.0,3.0,30.0,20063420.0,59258273.0,1301406.0,1350390.0,30724.99234303216,205045.92733564007,433802.0,45013.0,4.49,29.98,63.43,6.58
5204,1485.0,33.0,1.0,6.0,10354225.0,2562714.0,2897958.0,524302.0,6972.542087542088,77658.0,2897958.0,87383.66666666667,0.23,2.54,94.61,2.85
5205,574.0,324.0,6.0,49.0,7110263.0,57166525.0,5802518.0,1079240.0,12387.217770034844,176439.89197530865,967086.3333333334,22025.30612244898,1.06,15.14,82.97,1.89
5206,1907.0,48.0,0.0,2.0,12870828.0,3926923.0,0.0,39258.0,6749.254326166754,81810.89583333333,0.0,19629.0,6.65,80.64,0.0,19.33
5207,546.0,231.0,0.0,79.0,4188291.0,44687965.0,0.0,1234528.0,7670.862637362637,193454.39393939395,0.0,15626.93670886076,3.67,92.52,0.0,7.47
5208,410.0,149.0,1.0,43.0,5546965.0,14818764.0,43810.0,1417218.0,13529.182926829268,99454.79194630872,43810.0,32958.558139534885,7.68,56.43,24.85,18.69
5209,1391.0,162.0,5.0,61.0,13000734.0,15643727.0,3470234.0,1071883.0,9346.322070452912,96566.21604938273,694046.8,17571.852459016394,1.16,11.95,85.88,2.17
5210,377.0,152.0,2.0,72.0,3616212.0,17858894.0,514661.0,1188426.0,9592.074270557028,117492.72368421052,257330.5,16505.916666666668,2.45,30.02,65.75,4.22
5211,444.0,217.0,8.0,27.0,16154919.0,34230275.0,1931022.0,798495.0,36384.9527027027,157743.20276497694,241377.75,29573.88888888889,8.49,36.8,56.3,6.9
5212,1695.0,117.0,0.0,21.0,8328812.0,2367990.0,0.0,678489.0,4913.753392330384,20239.23076923077,0.0,32309.0,9.35,38.51,0.0,61.43
5213,634.0,196.0,5.0,13.0,12512268.0,53527516.0,802467.0,177057.0,19735.438485804418,273099.5714285714,160493.4,13619.76923076923,4.41,61.07,35.88,3.04
5214,962.0,82.0,2.0,53.0,6051264.0,3018623.0,33032.0,647968.0,6290.295218295219,36812.4756097561,16516.0,12225.811320754718,9.6,56.15,25.17,18.62
5215,1276.0,233.0,9.0,38.0,11219697.0,31209906.0,6588476.0,2305815.0,8792.865987460815,133948.09442060086,732052.8888888889,60679.34210526316,0.95,14.45,79.0,6.55
5216,1317.0,131.0,1.0,60.0,7691790.0,5355010.0,10301.0,1009758.0,5840.387243735763,40877.93893129771,10301.0,16829.3,8.59,60.1,15.13,24.72
5217,418.0,216.0,15.0,10.0,12185837.0,54876594.0,23428654.0,780926.0,29152.72009569378,254058.3055555556,1561910.2666666666,78092.6,1.54,13.41,82.46,4.12
5218,2553.0,38.0,0.0,0.0,19765878.0,1306268.0,0.0,0.0,7742.216216216216,34375.47368421053,0.0,0.0,22.52,99.93,0.0,0.0
5219,1082.0,191.0,2.0,29.0,9843646.0,81957187.0,199459.0,1298841.0,9097.63955637708,429095.219895288,99729.5,44787.62068965517,1.59,74.81,17.38,7.81
5220,1162.0,75.0,0.0,6.0,6718449.0,2211578.0,0.0,74052.0,5781.797762478485,29487.706666666665,0.0,12342.0,13.82,70.47,0.0,29.45
5221,3029.0,41.0,1.0,4.0,12370770.0,1714143.0,22082.0,14664.0,4084.110267414989,41808.365853658535,22082.0,3666.0,6.05,61.88,32.65,5.42
5222,2211.0,60.0,0.0,79.0,12563272.0,1938994.0,0.0,1268500.0,5682.167345092718,32316.566666666666,0.0,16056.962025316456,11.75,66.79,0.0,33.14
5223,297.0,276.0,5.0,73.0,3233401.0,42013274.0,2948925.0,1816969.0,10886.872053872054,152222.0072463768,589785.0,24889.986301369863,1.42,19.85,76.9,3.25
5224,1715.0,280.0,7.0,25.0,10454746.0,55617698.0,11064839.0,445069.0,6096.061807580175,198634.6357142857,1580691.2857142857,17802.76,0.34,11.05,87.96,0.99
5225,304.0,220.0,12.0,14.0,4719174.0,45082011.0,10580757.0,812700.0,15523.598684210529,204918.2318181818,881729.75,58050.0,1.36,17.9,77.03,5.07
5226,1896.0,104.0,0.0,28.0,9084091.0,4035412.0,0.0,473519.0,4791.18723628692,38802.03846153846,0.0,16911.39285714286,8.6,69.64,0.0,30.31
5227,115.0,252.0,1.0,20.0,1336405.0,29575466.0,16850.0,413028.0,11620.91304347826,117362.96031746033,16850.0,20651.4,7.5,75.78,10.87,13.33
5228,779.0,128.0,2.0,65.0,10892846.0,14785350.0,303002.0,2056094.0,13983.114249037228,115510.546875,151501.0,31632.215384615385,4.68,38.68,50.72,10.59
5229,1397.0,24.0,1.0,36.0,7209566.0,557978.0,1103704.0,111166.0,5160.748747315676,23249.08333333333,1103704.0,3087.9444444444443,0.46,2.06,97.67,0.27
5230,952.0,70.0,2.0,19.0,5755668.0,1971861.0,10724.0,147077.0,6045.86974789916,28169.442857142854,5362.0,7740.894736842105,14.65,68.23,12.97,18.71
5231,995.0,82.0,0.0,57.0,4092870.0,2773084.0,0.0,669890.0,4113.437185929648,33818.09756097561,0.0,11752.456140350878,9.03,74.2,0.0,25.74
5232,512.0,178.0,1.0,82.0,5289619.0,18567802.0,51401.0,1674125.0,10331.287109375,104313.49438202249,51401.0,20416.158536585364,5.87,59.22,29.17,11.59
5233,2131.0,80.0,5.0,83.0,13446457.0,4994207.0,819425.0,1294358.0,6309.928202721727,62427.5875,163885.0,15594.67469879518,2.61,25.81,67.74,6.44
5234,1467.0,30.0,0.0,32.0,8453447.0,798836.0,0.0,155914.0,5762.404226312202,26627.866666666665,0.0,4872.3125,18.29,84.48,0.0,15.42
5235,1145.0,205.0,1.0,25.0,6553080.0,13236294.0,279881.0,656245.0,5723.213973799127,64567.28780487805,279881.0,26249.8,1.54,17.42,75.5,7.08
5236,614.0,89.0,3.0,58.0,3365903.0,3250384.0,175158.0,740420.0,5481.92671009772,36521.168539325845,58386.0,12765.862068965518,5.09,33.92,54.21,11.85
5237,759.0,286.0,2.0,39.0,6688066.0,25984452.0,195187.0,947921.0,8811.68115942029,90854.72727272728,97593.5,24305.666666666668,4.14,42.7,45.86,11.42
5238,523.0,154.0,1.0,3.0,11193151.0,38494574.0,368943.0,107234.0,21401.81835564053,249964.76623376625,368943.0,35744.666666666664,3.27,38.18,56.35,5.46
5239,550.0,244.0,57.0,61.0,8640043.0,61802965.0,57185725.0,2027561.0,15709.16909090909,253290.8401639344,1003258.3333333334,33238.70491803279,1.22,19.64,77.78,2.58
5240,473.0,194.0,0.0,15.0,6747895.0,24806098.0,0.0,286586.0,14266.162790697674,127866.48453608248,0.0,19105.733333333334,9.71,86.99,0.0,12.99
5241,694.0,212.0,6.0,110.0,6456793.0,23552043.0,1963505.0,2819740.0,9303.736311239192,111094.5424528302,327250.8333333333,25634.0,2.01,23.94,70.53,5.52
5242,1940.0,61.0,1.0,20.0,10010838.0,2725692.0,27307.0,548301.0,5160.225773195876,44683.47540983607,27307.0,27415.05,5.19,44.95,27.46,27.56
5243,1290.0,33.0,0.0,12.0,6502269.0,748494.0,0.0,54446.0,5040.518604651163,22681.636363636364,0.0,4537.166666666667,18.52,83.27,0.0,16.61
5244,927.0,226.0,0.0,46.0,7306036.0,6860387.0,0.0,1809093.0,7881.376483279396,30355.694690265485,0.0,39328.108695652176,11.31,43.55,0.0,56.39
5245,1305.0,31.0,0.0,5.0,8192385.0,1948447.0,0.0,67431.0,6277.689655172414,62853.12903225807,0.0,13486.2,8.22,82.33,0.0,17.65
5246,983.0,132.0,1.0,29.0,17647290.0,15022157.0,133025.0,883074.0,17952.482197355035,113804.2196969697,133025.0,30450.82758620689,6.47,41.04,47.97,10.98
5247,1386.0,42.0,0.0,0.0,6995854.0,3975646.0,0.0,0.0,5047.5137085137085,94658.23809523808,0.0,0.0,5.33,99.99,0.0,0.0
5248,582.0,41.0,0.0,9.0,6041356.0,2630297.0,0.0,260868.0,10380.33676975945,64153.58536585366,0.0,28985.33333333333,11.15,68.87,0.0,31.09
5249,964.0,92.0,2.0,66.0,4732753.0,4838948.0,78200.0,1730350.0,4909.494813278008,52597.260869565216,39100.0,26217.424242424244,4.16,44.6,33.15,22.22
5250,294.0,202.0,5.0,46.0,6051822.0,27712863.0,17357812.0,1321144.0,20584.42857142857,137192.39108910892,3471562.4,28720.52173913044,0.57,3.77,95.44,0.79
5251,620.0,121.0,0.0,13.0,6411126.0,8796889.0,0.0,497382.0,10340.525806451613,72701.56198347108,0.0,38260.15384615384,9.32,65.51,0.0,34.46
5252,1483.0,89.0,0.0,56.0,10821082.0,2524264.0,0.0,1059009.0,7296.751180040458,28362.516853932582,0.0,18910.875,15.44,59.98,0.0,39.94
5253,657.0,87.0,2.0,46.0,7278238.0,11370801.0,227217.0,569371.0,11077.987823439878,130698.86206896552,113608.5,12377.630434782608,4.32,50.92,44.25,4.82
5254,1792.0,28.0,0.0,16.0,8132098.0,350930.0,0.0,180955.0,4538.001116071428,12533.214285714286,0.0,11309.6875,19.03,52.52,0.0,47.29
5255,2262.0,47.0,0.0,13.0,10781398.0,1595534.0,0.0,128643.0,4766.312113174182,33947.53191489362,0.0,9895.615384615385,10.87,77.41,0.0,22.53
5256,1251.0,341.0,14.0,98.0,7786151.0,35390224.0,2856569.0,1282605.0,6223.941646682654,103783.64809384164,204040.64285714287,13087.80612244898,1.94,32.34,63.57,4.08
5257,2276.0,31.0,0.0,0.0,9357659.0,640464.0,0.0,0.0,4111.449472759226,20660.129032258064,0.0,0.0,19.9,99.9,0.0,0.0
5258,231.0,200.0,3.0,53.0,2091833.0,13897770.0,60014.0,1056893.0,9055.554112554111,69488.85,20004.666666666668,19941.377358490565,8.27,63.49,18.27,18.21
5259,1904.0,54.0,0.0,22.0,8311580.0,1347427.0,0.0,1567112.0,4365.325630252101,24952.35185185185,0.0,71232.36363636363,4.54,25.94,0.0,74.03
5260,401.0,316.0,18.0,81.0,4800274.0,33095605.0,1218893.0,927916.0,11970.758104738155,104732.92721518988,67716.27777777778,11455.753086419752,6.51,56.95,36.81,6.23
5261,678.0,166.0,2.0,76.0,7069766.0,24349684.0,5480229.0,1233362.0,10427.383480825958,146684.843373494,2740114.5,16228.447368421052,0.36,5.05,94.39,0.56
5262,570.0,124.0,0.0,20.0,4584518.0,5677347.0,0.0,524143.0,8043.014035087719,45785.0564516129,0.0,26207.15,11.17,63.59,0.0,36.36
5263,1025.0,90.0,0.0,22.0,4604256.0,891137.0,0.0,128378.0,4491.957073170732,9901.522222222222,0.0,5835.363636363636,28.54,62.81,0.0,36.87
5264,2802.0,41.0,0.0,7.0,16423403.0,2673356.0,0.0,755733.0,5861.314418272663,65203.80487804878,0.0,107961.85714285714,3.38,37.65,0.0,62.33
5265,198.0,243.0,5.0,25.0,1975326.0,41553646.0,4344931.0,695215.0,9976.39393939394,171002.658436214,868986.2,27808.6,0.93,16.01,81.38,2.6
5266,549.0,161.0,3.0,20.0,6680203.0,8412398.0,112015.0,232978.0,12167.947176684882,52250.91925465839,37338.333333333336,11648.9,12.02,51.61,36.86,11.5
5267,932.0,98.0,1.0,18.0,6347641.0,3107397.0,22525.0,416486.0,6810.773605150214,31708.132653061224,22525.0,23138.11111111111,8.8,40.98,29.09,29.87
5268,434.0,142.0,0.0,30.0,14599389.0,23169832.0,0.0,1473588.0,33639.145161290326,163167.8309859155,0.0,49119.6,15.85,76.86,0.0,23.13
5269,284.0,228.0,2.0,17.0,6492713.0,42070841.0,997774.0,381518.0,22861.665492957745,184521.23245614037,498887.0,22442.235294117647,3.24,26.14,70.68,3.18
5270,587.0,219.0,3.0,35.0,12587579.0,60113023.0,409400.0,662960.0,21443.916524701875,274488.6894977169,136466.66666666666,18941.714285714286,4.99,63.85,31.74,4.41
5271,1022.0,89.0,0.0,29.0,8735787.0,12474546.0,0.0,418876.0,8547.736790606654,140163.4382022472,0.0,14444.0,5.53,90.65,0.0,9.34
5272,688.0,112.0,3.0,12.0,9860117.0,8605521.0,2282717.0,568221.0,14331.565406976744,76835.00892857143,760905.6666666666,47351.75,1.62,8.68,85.97,5.35
5273,1150.0,363.0,5.0,64.0,7680287.0,64498984.0,2063942.0,744023.0,6678.510434782609,177683.15151515152,412788.4,11625.359375,1.11,29.51,68.55,1.93
5274,950.0,44.0,0.0,1.0,4437160.0,10862169.0,0.0,5898.0,4670.694736842105,246867.4772727273,0.0,5898.0,1.85,97.67,0.0,2.33
5275,3069.0,35.0,0.0,13.0,18952628.0,397759.0,0.0,138448.0,6175.506028022157,11364.542857142857,0.0,10649.846153846154,28.05,51.56,0.0,48.2
5276,1590.0,10.0,0.0,26.0,8430327.0,533608.0,0.0,171748.0,5302.092452830188,53360.8,0.0,6605.692307692308,8.84,88.97,0.0,11.0
5277,1040.0,135.0,0.0,24.0,6277843.0,6368995.0,0.0,735207.0,6036.3875,47177.74074074074,0.0,30633.625,7.76,60.62,0.0,39.33
5278,1577.0,10.0,0.0,3.0,5588865.0,75933.0,0.0,56253.0,3543.985415345593,7593.3,0.0,18751.0,13.45,28.81,0.0,71.06
5279,516.0,316.0,0.0,16.0,8134522.0,77988173.0,0.0,217811.0,15764.577519379844,246798.0158227848,0.0,13613.1875,6.05,94.77,0.0,5.23
5280,244.0,203.0,1.0,50.0,7216725.0,34300645.0,8868.0,1408626.0,29576.741803278688,168968.69458128078,8868.0,28172.52,14.36,82.01,4.3,13.67
5281,716.0,226.0,6.0,80.0,6701124.0,32894776.0,3632141.0,1937635.0,9359.111731843575,145552.10619469028,605356.8333333334,24220.4375,1.21,18.78,78.1,3.12
5282,353.0,229.0,50.0,19.0,4058167.0,21688442.0,2988397.0,633140.0,11496.223796033992,94709.3537117904,59767.94,33323.15789473684,6.12,50.43,31.82,17.74
5283,1756.0,225.0,0.0,95.0,8190391.0,24632426.0,0.0,2437707.0,4664.231776765376,109477.44888888887,0.0,25660.073684210525,3.45,81.01,0.0,18.98
5284,317.0,34.0,0.0,4.0,2485102.0,1226750.0,0.0,421392.0,7839.438485804417,36080.882352941175,0.0,105348.0,5.54,25.51,0.0,74.47
5285,238.0,209.0,5.0,21.0,5588105.0,21988460.0,259618.0,197618.0,23479.432773109245,105207.94258373206,51923.6,9410.380952380952,14.1,63.17,31.16,5.65
5286,1947.0,68.0,1.0,83.0,11041299.0,1253209.0,14761.0,691335.0,5670.929121725732,18429.54411764706,14761.0,8329.33734939759,13.66,44.37,35.5,20.02
5287,1611.0,55.0,0.0,18.0,10032009.0,1449960.0,0.0,200313.0,6227.193668528864,26362.90909090909,0.0,11128.5,16.61,70.29,0.0,29.61
5288,167.0,319.0,32.0,11.0,13648702.0,81744505.0,20963891.0,229254.0,81728.75449101797,256252.36677115987,655121.59375,20841.272727272728,8.77,27.49,70.27,2.24
5289,2793.0,12.0,0.0,1.0,12614673.0,128092.0,0.0,24273.0,4516.531686358754,10674.333333333334,0.0,24273.0,12.92,30.53,0.0,69.37
5290,406.0,80.0,28.0,15.0,5745477.0,33619906.0,22105398.0,127372.0,14151.421182266007,420248.825,789478.5,8491.466666666667,1.16,34.5,64.8,0.7
5291,870.0,107.0,2.0,81.0,6723125.0,7628588.0,22412.0,1854988.0,7727.729885057472,71295.21495327103,11206.0,22901.086419753086,7.33,67.64,10.62,21.71
5292,311.0,183.0,1.0,53.0,3539765.0,40304659.0,65992.0,1669609.0,11381.881028938908,220244.0382513661,65992.0,31502.056603773584,3.58,69.32,20.76,9.91
5293,1577.0,129.0,0.0,27.0,9820571.0,5914377.0,0.0,186762.0,6227.375396322131,45847.88372093023,0.0,6917.111111111111,11.8,86.87,0.0,13.08
5294,856.0,61.0,1.0,50.0,5768741.0,2830553.0,10723.0,863950.0,6739.183411214954,46402.50819672131,10723.0,17279.0,9.06,62.36,14.4,23.2
5295,325.0,213.0,8.0,23.0,3980374.0,13019021.0,2092216.0,412507.0,12247.304615384615,61122.164319248826,261527.0,17935.08695652174,3.6,17.95,76.78,5.26
5296,1963.0,52.0,1.0,3.0,10152041.0,3419580.0,80706.0,64994.0,5171.696892511463,65761.15384615384,80706.0,21664.666666666668,3.08,39.11,47.99,12.88
5297,639.0,150.0,6.0,7.0,16846509.0,32040680.0,4830990.0,148642.0,26363.863849765257,213604.53333333333,805165.0,21234.571428571428,2.53,20.54,77.42,2.04
5298,388.0,208.0,10.0,3.0,12408297.0,32294934.0,4783080.0,64646.0,31980.14690721649,155264.10576923078,478308.0,21548.666666666668,4.88,23.7,73.01,3.29
5299,2164.0,252.0,6.0,86.0,16540708.0,32501809.0,3761069.0,1911213.0,7643.580406654344,128975.43253968254,626844.8333333334,22223.406976744187,0.98,16.58,80.56,2.86
5300,2222.0,55.0,2.0,12.0,8891890.0,1066875.0,28468.0,93072.0,4001.7506750675066,19397.727272727272,14234.0,7756.0,9.67,46.86,34.34,18.7
5301,100.0,460.0,1.0,24.0,2238723.0,68797736.0,22299.0,1083719.0,22387.23,149560.29565217393,22299.0,45154.958333333336,10.32,68.91,10.27,20.8
5302,772.0,110.0,1.0,19.0,39741076.0,30649761.0,396326.0,260403.0,51478.07772020726,278634.1909090909,396326.0,13705.421052631578,7.48,40.46,57.55,1.99
5303,157.0,239.0,16.0,19.0,6138410.0,84485861.0,16576644.0,933080.0,39098.15286624204,353497.32635983266,1036040.25,49109.47368421053,2.72,24.57,72.01,3.41
5304,493.0,20.0,0.0,38.0,3233177.0,2637950.0,0.0,1119632.0,6558.168356997971,131897.5,0.0,29464.0,4.06,81.74,0.0,18.25
5305,859.0,112.0,3.0,43.0,7131319.0,4101876.0,85103.0,422385.0,8301.884749708965,36623.892857142855,28367.666666666668,9822.906976744183,11.1,48.95,37.89,13.11
5306,83.0,287.0,26.0,10.0,2602693.0,89196953.0,19447776.0,169771.0,31357.746987951807,310790.7770034843,747991.3846153846,16977.1,2.91,28.89,69.53,1.58
5307,2139.0,4.0,0.0,0.0,4902685.0,362709.0,0.0,0.0,2292.045348293595,90677.25,0.0,0.0,2.53,100.0,0.0,0.0
5308,2497.0,551.0,6.0,32.0,15333921.0,210235589.0,4057612.0,2028597.0,6140.937525030036,381552.7931034483,676268.6666666666,63393.65625,0.55,34.03,60.31,5.65
5309,556.0,254.0,3.0,40.0,6754824.0,23312342.0,994734.0,737825.0,12148.964028776978,91780.87401574804,331578.0,18445.625,2.75,20.77,75.05,4.17
5310,458.0,171.0,28.0,52.0,5225623.0,52870574.0,26780205.0,1529388.0,11409.657205240175,309184.6432748538,956435.8928571428,29411.30769230769,0.88,23.87,73.85,2.27
5311,2276.0,176.0,8.0,38.0,12184625.0,10648695.0,2587437.0,802936.0,5353.525922671353,60503.94886363636,323429.625,21129.894736842107,1.32,14.94,79.84,5.22
5312,686.0,228.0,9.0,40.0,8513844.0,33848177.0,6979206.0,1602258.0,12410.851311953353,148456.91666666666,775467.3333333334,40056.45,1.29,15.4,80.44,4.15
5313,768.0,49.0,1.0,119.0,4736876.0,1193814.0,35473.0,1045618.0,6167.807291666667,24363.55102040816,35473.0,8786.70588235294,8.99,35.5,51.66,12.79
5314,1321.0,23.0,0.0,2.0,6232209.0,2051025.0,0.0,15342.0,4717.7963663891,89175.0,0.0,7671.0,4.87,92.07,0.0,7.91
5315,2815.0,9.0,0.0,2.0,11536151.0,108160.0,0.0,14798.0,4098.099822380106,12017.777777777776,0.0,7399.0,21.11,61.83,0.0,37.94
5316,992.0,357.0,10.0,59.0,12622719.0,35795185.0,12335295.0,2975842.0,12724.515120967742,100266.62464985996,1233529.5,50438.0,0.92,7.24,89.11,3.64
5317,624.0,188.0,2.0,11.0,8997357.0,73448710.0,949898.0,172896.0,14418.841346153846,390684.6276595744,474949.0,15717.818181818182,1.64,44.33,53.89,1.78
5318,518.0,288.0,3.0,61.0,5091163.0,32570672.0,3377515.0,2611140.0,9828.5,113092.61111111112,1125838.3333333333,42805.57377049181,0.77,8.82,87.84,3.34
5319,1279.0,26.0,0.0,0.0,7046909.0,951223.0,0.0,0.0,5509.702111024238,36585.5,0.0,0.0,15.06,99.96,0.0,0.0
5320,1496.0,24.0,0.0,3.0,6968069.0,947967.0,0.0,57635.0,4657.80013368984,39498.625,0.0,19211.666666666668,7.93,67.27,0.0,32.68
5321,2077.0,12.0,0.0,0.0,11285584.0,460233.0,0.0,0.0,5433.598459316321,38352.75,0.0,0.0,14.17,99.96,0.0,0.0
5322,807.0,279.0,20.0,23.0,12724812.0,110512896.0,11949519.0,896781.0,15768.044609665429,396103.5698924731,597475.95,38990.47826086957,1.53,38.36,57.86,3.78
5323,524.0,326.0,7.0,12.0,6203539.0,52184339.0,3621642.0,728349.0,11838.814885496184,160074.6595092025,517377.4285714286,60695.75,1.6,21.69,70.09,8.22
5325,1625.0,340.0,0.0,162.0,11177510.0,14206932.0,0.0,2374063.0,6878.467692307692,41785.09411764706,0.0,14654.70987654321,12.19,74.02,0.0,25.93
5326,2150.0,28.0,0.0,1.0,8226215.0,1468130.0,0.0,9162.0,3826.146511627907,52433.21428571428,0.0,9162.0,6.21,85.12,0.0,14.85
5327,1335.0,31.0,0.0,93.0,8702424.0,3255921.0,0.0,607270.0,6518.669662921348,105029.70967741936,0.0,6529.784946236559,5.84,94.14,0.0,5.85
5328,1008.0,220.0,4.0,48.0,8737501.0,19740085.0,1771018.0,807786.0,8668.155753968254,89727.65909090909,442754.5,16828.875,1.58,16.33,80.6,3.06
5329,3701.0,29.0,0.0,1.0,16567748.0,1533669.0,0.0,6877.0,4476.559848689543,52885.137931034486,0.0,6877.0,7.49,88.48,0.0,11.49
5330,401.0,183.0,0.0,25.0,2681375.0,9635599.0,0.0,260992.0,6686.720698254364,52653.54644808743,0.0,10439.68,10.6,83.44,0.0,16.52
5331,329.0,290.0,2.0,49.0,4554421.0,50294161.0,71360.0,1831208.0,13843.224924012158,173428.14137931034,35680.0,37371.5918367347,5.62,70.36,14.47,15.16
5332,830.0,328.0,4.0,37.0,7431316.0,41203699.0,3688145.0,725585.0,8953.392771084338,125621.03353658535,922036.25,19610.405405405407,0.84,11.77,86.39,1.84
5333,1182.0,155.0,1.0,16.0,5777863.0,12691596.0,343019.0,1208339.0,4888.2089678511,81881.26451612903,343019.0,75521.1875,0.98,16.36,68.54,15.09
5334,1369.0,183.0,15.0,19.0,22154552.0,22898732.0,3500662.0,1390858.0,16183.018261504749,125129.6830601093,233377.46666666667,73203.05263157895,3.75,28.98,54.05,16.95
5335,2891.0,25.0,0.0,11.0,7969370.0,608395.0,0.0,112486.0,2756.6136285022485,24335.8,0.0,10226.0,7.98,70.4,0.0,29.52
5336,1858.0,122.0,0.0,7.0,13464402.0,3365010.0,0.0,139047.0,7246.717976318622,27582.049180327867,0.0,19863.85714285714,15.27,58.11,0.0,41.8
5337,1114.0,146.0,1.0,21.0,9297290.0,7133738.0,10723.0,355173.0,8345.861759425494,48861.21917808219,10723.0,16913.0,10.91,63.86,14.0,22.08
5338,1436.0,69.0,2.0,21.0,8961729.0,6389926.0,901447.0,392803.0,6240.758356545961,92607.6231884058,450723.5,18704.904761904763,1.11,16.48,80.19,3.33
5339,246.0,253.0,24.0,75.0,3282913.0,36549267.0,14080521.0,780291.0,13345.174796747968,144463.50592885376,586688.375,10403.88,1.8,19.48,79.11,1.4
5340,813.0,46.0,1.0,19.0,5738140.0,3819392.0,77710.0,563235.0,7057.982779827798,83030.26086956522,77710.0,29643.947368421053,3.71,43.61,40.81,15.56
5341,227.0,286.0,5.0,12.0,6385753.0,45550456.0,2720363.0,288827.0,28131.070484581494,159267.3286713287,544072.6,24068.916666666668,3.87,21.9,74.79,3.31
5342,217.0,137.0,29.0,76.0,4083590.0,17156657.0,58255853.0,1214934.0,18818.387096774197,125231.07299270072,2008822.5172413792,15985.973684210529,0.88,5.82,93.43,0.74
5343,1801.0,43.0,0.0,35.0,10218322.0,1505878.0,0.0,373393.0,5673.693503609106,35020.41860465116,0.0,10668.371428571429,12.42,76.63,0.0,23.3
5344,546.0,121.0,7.0,23.0,5070634.0,3607407.0,385499.0,284083.0,9286.875457875458,29813.280991735537,55071.28571428572,12351.434782608696,9.55,30.66,56.61,12.69
5345,1594.0,77.0,0.0,77.0,8491181.0,3794195.0,0.0,1178934.0,5326.964240903388,49275.25974025974,0.0,15310.83116883117,8.25,76.28,0.0,23.68
5346,1224.0,55.0,1.0,14.0,5627700.0,1693464.0,259033.0,156369.0,4597.794117647059,30790.254545454547,259033.0,11169.214285714286,1.53,10.23,86.06,3.71
5347,1716.0,59.0,0.0,1.0,8594276.0,6345384.0,0.0,4289.0,5008.319347319347,107548.8813559322,0.0,4289.0,4.48,96.16,0.0,3.83
5348,253.0,248.0,23.0,36.0,4105102.0,94507265.0,24392504.0,1662170.0,16225.699604743084,381077.6814516129,1060543.652173913,46171.38888888889,1.09,25.61,71.28,3.1
5349,866.0,84.0,1.0,20.0,10299995.0,6712753.0,5362.0,394303.0,11893.758660508083,79913.72619047618,5362.0,19715.15,11.33,76.11,5.1,18.76
5350,1699.0,78.0,0.0,43.0,7130209.0,1762793.0,0.0,1292610.0,4196.709240729841,22599.910256410258,0.0,30060.697674418603,7.97,42.91,0.0,57.03
5351,401.0,261.0,11.0,21.0,7670089.0,56009541.0,8508497.0,388445.0,19127.403990024937,214595.94252873564,773499.7272727273,18497.380952380958,1.9,21.32,76.84,1.84
5352,1833.0,90.0,1.0,7.0,9979270.0,5972144.0,16850.0,184375.0,5444.228041462084,66357.15555555555,16850.0,26339.285714285717,4.97,60.57,15.37,24.03
5353,1320.0,60.0,0.0,132.0,8896690.0,1996318.0,0.0,1250288.0,6739.916666666667,33271.96666666667,0.0,9471.878787878788,15.77,77.81,0.0,22.11
5354,1981.0,20.0,1.0,4.0,7660729.0,870005.0,10723.0,35247.0,3867.101968702676,43500.25,10723.0,8811.75,6.13,69.0,16.99,13.96
5355,1715.0,27.0,0.0,14.0,8416303.0,1211062.0,0.0,92209.0,4907.465306122449,44854.14814814815,0.0,6586.357142857143,9.54,87.18,0.0,12.78
5356,484.0,194.0,5.0,40.0,7199212.0,41347135.0,1470394.0,853214.0,14874.404958677684,213129.5618556701,294078.8,21330.35,2.81,40.32,55.64,4.03
