고객번호,최근날짜,구매빈도,구매금액
4676,3,804,13623619
4677,3,447,39341883
4678,2,569,6849821
4679,5,630,55643398
4680,3,801,26562582
4681,2,1035,92230858
4682,3,849,9365007
4683,5,817,8956677
4684,3,476,7504944
4685,2,1234,11605524
4686,2,1114,27759307
4687,2,1383,53026823
4688,3,1158,14120818
4689,2,424,112073226
4690,2,988,18599471
4691,2,1100,11067745
4692,3,1778,15179391
4693,8,894,24457246
4694,2,2429,29837497
4695,2,1023,27870966
4696,3,1178,3995029
4697,2,1322,184183722
4698,3,2003,19289562
4699,5,392,85235265
4700,3,902,10981502
4701,2,1589,19439765
4702,2,863,18146682
4703,2,921,38682972
4704,2,2059,25809973
4705,3,1170,36973722
4706,2,1339,11791699
4707,3,774,10501857
4708,2,1193,22207434
4709,7,338,11281942
4710,2,466,41872397
4711,2,595,74571409
4712,11,897,51648111
4713,2,606,5763705
4714,2,779,27994557
4715,2,1355,37068038
4716,3,2244,17935140
4717,3,2250,46360493
4718,3,666,7678597
4719,6,534,17595724
4720,8,816,120407101
4721,2,1604,11622576
4722,2,617,41889259
4723,3,848,5984641
4724,5,797,9931748
4725,5,1098,106034789
4726,2,679,34013450
4727,2,924,15460359
4728,2,1145,9873958
4729,4,1348,37609411
4730,6,552,70305054
4731,3,1305,10662188
4732,9,993,27428515
4733,2,594,126030498
4734,5,876,58622825
4735,6,899,59268073
4736,2,518,12266917
4737,3,602,17417336
4738,2,1122,66425067
4739,6,457,76095527
4740,6,870,103942981
4741,16,417,68038342
4742,3,1849,14755182
4743,5,385,52956871
4744,2,715,27850450
4745,5,619,34672581
4746,2,1247,105169842
4747,5,954,12791296
4748,4,463,14349096
4749,4,2141,35926198
4750,2,2059,19692872
4751,2,768,33007395
4752,3,1566,21558156
4753,2,818,16345495
4754,2,516,12193601
4755,3,1066,12739708
4756,2,1064,30392855
4757,2,579,87074474
4758,3,1312,8170711
4759,2,761,30892489
4760,3,1862,19622459
4761,4,536,270017647
4762,4,540,28140376
4763,3,928,11728994
4764,2,816,32453598
4765,5,377,99798667
4766,3,3172,24166517
4767,2,550,45407729
4768,2,2605,22403651
4769,2,772,38732277
4770,7,1137,59386836
4771,2,1137,13950757
4772,2,1009,8226688
4773,6,425,76072476
4774,4,1670,87520454
4775,5,2172,76673484
4776,2,597,23297231
4777,2,1081,47595648
4778,2,1520,26455071
4779,4,1048,21080990
4780,2,1326,6922265
4781,6,1314,98196487
4782,5,1408,32970120
4783,2,422,3482882
4784,4,557,50757547
4785,3,1435,10534910
4786,4,1139,19892360
4787,2,1333,5463988
4788,6,873,137089012
4789,25,69,2335785
4790,2,1876,9191301
4791,2,726,13699401
4792,2,695,64541468
4793,2,1117,12813709
4794,3,1260,9505632
4795,8,1637,18355222
4796,2,984,8659542
4797,6,684,43667467
4798,3,870,64457565
4799,3,2211,172671032
4800,2,556,162867632
4801,3,976,29754597
4802,2,1038,26780442
4803,2,2693,26597491
4804,3,1551,17762730
4805,2,2267,17952131
4806,2,865,8076742
4807,5,883,7719613
4808,4,487,31690461
4809,2,1119,12889507
4810,2,1224,73026268
4811,11,708,90246328
4812,5,607,28188532
4813,2,773,27709977
4814,2,539,64839143
4815,2,714,12862541
4816,2,1980,29944165
4817,3,1360,9131185
4818,14,973,264613489
4819,35,102,1476032
4820,5,468,176073058
4821,9,357,145029113
4823,3,926,40468551
4824,2,617,189151354
4826,6,909,232052005
4827,2,1011,78925147
4828,2,1696,27009614
4829,2,1822,25070529
4830,3,553,92557287
4831,4,1253,28661834
4832,2,2095,25072869
4833,4,565,40755970
4835,5,770,32314902
4836,2,2807,21159126
4837,3,1172,27039332
4838,6,1703,34848162
4839,2,1868,17469999
4840,2,1624,11131401
4841,11,416,29205600
4842,2,1994,13294013
4843,2,484,42533872
4844,3,1477,11899819
4845,3,1311,8181592
4846,2,1182,9067173
4847,3,536,30417846
4848,13,339,65565320
4849,7,492,22715359
4850,5,1286,41717818
4851,4,353,25132519
4852,2,909,55075179
4853,2,840,52685794
4854,2,2587,24041870
4855,2,392,26816553
4856,3,685,8586547
4857,2,912,16826110
4858,6,537,39369391
4859,2,815,12486973
4860,10,734,76115201
4861,2,625,87456160
4862,5,1506,38781083
4863,2,940,36792174
4864,2,267,47010245
4865,2,1008,43505893
4866,23,411,137269866
4867,5,610,21830468
4868,2,1823,16577073
4869,2,3125,8663492
4870,2,818,19352591
4871,2,2312,16589729
4872,2,1544,11210743
4873,2,369,41469418
4874,3,849,11385859
4875,2,451,97613300
4876,3,2102,18928582
4877,37,515,52939566
4878,3,1570,97512637
4879,2,1717,14940313
4880,3,445,25232612
4881,2,2767,51965123
4882,2,1511,23417327
4883,3,553,28290872
4884,15,422,83118525
4885,3,431,34175117
4886,9,798,10188614
4887,6,488,77166527
4888,2,1054,191535229
4889,2,1491,54619687
4890,2,2591,29981649
4891,3,759,8535533
4892,3,821,10413382
4893,2,1799,15803442
4894,5,485,104734438
4895,6,630,12527988
4896,2,2202,33504496
4897,2,1643,15633633
4898,5,376,22885925
4899,32,1098,8970420
4900,10,466,64055555
4901,2,1738,11101396
4902,2,1945,32553325
4903,2,1078,25179033
4904,2,1512,16975475
4905,2,495,122493414
4906,5,1841,18510056
4907,4,571,36068284
4908,2,1395,15551187
4909,3,660,29400792
4910,4,570,26178556
4911,2,881,8371703
4912,12,428,115847721
4913,2,1075,55460546
4914,2,1944,20024111
4915,2,446,19200748
4916,2,1364,11650858
4917,2,1336,15096120
4918,2,1751,17168077
4919,2,1997,21173846
4920,2,1318,13755262
4921,3,2009,15253266
4922,4,808,96264955
4923,2,791,7451518
4924,2,2093,26416419
4925,2,563,52702412
4927,12,773,55260802
4928,3,1016,8723498
4929,5,1027,21520823
4930,5,814,36994455
4931,2,1132,13276328
4932,6,1159,13873072
4933,3,729,31974761
4934,4,1570,14691266
4935,7,863,31365582
4936,2,928,24087313
4937,2,1667,11746962
4938,2,1327,40345556
4939,3,612,14711700
4940,10,681,25059256
4941,9,984,37425036
4942,3,1199,12648242
4943,5,1654,39890880
4944,4,1048,64899421
4945,2,1051,12906857
4946,2,1103,29264168
4947,3,1367,118961624
4948,9,548,41625882
4949,2,522,29520231
4950,3,986,11746553
4951,2,1601,9247264
4952,5,1117,19717910
4953,4,649,75854226
4954,2,543,35047409
4955,5,843,53486713
4956,3,1728,14869398
4957,7,1019,10877413
4958,2,474,14869984
4959,3,1098,62846144
4960,3,2071,14907311
4961,3,2515,28976863
4962,3,1615,18147491
4963,3,365,54194118
4964,3,1644,8964820
4965,6,776,44700458
4966,3,481,23833915
4967,4,453,43248047
4968,2,839,16449643
4969,2,788,4607866
4970,5,607,69751292
4971,2,623,63986980
4972,3,1423,13689522
4973,3,904,15741763
4974,4,1326,60379784
4975,5,482,86815040
4976,4,1375,10563576
4977,2,536,32609014
4978,2,1192,15794729
4979,2,894,22218000
4980,4,1533,45635693
4981,4,980,158355512
4982,3,1203,16918953
4983,2,1417,16044385
4984,3,1045,204749384
4985,6,429,36324401
4986,3,1395,8661210
4987,2,952,20188483
4988,5,582,102896403
4989,4,1815,102981030
4990,2,1984,17436028
4991,3,1198,5910472
4992,2,995,18229390
4993,3,1087,11243447
4994,2,861,63539799
4995,4,1538,28894146
4996,3,878,13688501
4997,3,984,44922817
4998,3,856,14979729
4999,2,2133,10480881
5000,2,679,6885547
5001,2,988,10062874
5002,3,901,6494600
5003,6,1585,175387744
5004,5,840,22337699
5005,2,1191,28616323
5006,2,1015,53169432
5007,2,666,33320215
5008,2,1634,29516722
5009,2,940,29529884
5010,8,1006,24764194
5011,2,445,22589611
5012,2,1199,144801930
5013,3,1523,13303725
5014,2,481,26578966
5015,2,745,63787099
5016,4,384,19999382
5017,2,1377,8284996
5018,2,1889,20106062
5019,2,2260,24466254
5020,2,1147,19470351
5021,4,1683,28853564
5022,2,669,105532788
5023,6,2051,19128831
5024,2,1679,7151553
5025,3,1027,174686581
5026,4,468,64113078
5027,2,1113,51524681
5028,8,978,230867230
5029,3,1520,15572793
5030,4,991,36700543
5031,5,705,22799872
5032,5,532,189941208
5033,5,1307,61474198
5034,4,747,22226563
5035,2,1107,97628973
5036,2,1798,17550934
5037,3,1554,12866918
5038,2,1022,28938883
5039,6,671,9435413
5040,2,474,14642437
5041,5,826,160889255
5042,2,2067,35813140
5043,2,1598,8992404
5044,2,1311,46199219
5045,3,798,6942378
5046,2,1581,7547462
5047,6,360,75052231
5048,4,756,74546314
5049,3,1058,18922568
5050,3,2580,19980075
5051,2,1696,28616491
5052,2,1386,17691837
5053,2,633,54993594
5054,5,1656,10859725
5055,2,1533,10051828
5056,5,939,11122285
5057,3,334,48122091
5058,2,978,11799793
5059,2,587,9430375
5060,2,2152,18660541
5061,3,903,13072932
5062,2,526,62240883
5063,14,368,20141399
5064,3,1317,9748781
5065,2,1336,26696024
5066,2,366,10960336
5067,4,1073,16587692
5068,2,1113,16242890
5069,5,510,11394629
5070,2,1223,8508076
5071,3,1510,19692886
5072,2,692,27650686
5073,2,1006,22841441
5074,2,902,23302626
5075,5,1491,21325820
5076,2,420,36176400
5078,16,584,33813617
5079,7,726,90844423
5080,5,676,12097250
5081,4,706,22235936
5082,3,495,18308253
5083,2,400,24644243
5084,5,1187,12642202
5085,3,707,5854967
5086,4,686,20690127
5087,2,2353,12537766
5088,6,551,181790811
5089,3,749,11651474
5090,3,854,7244111
5091,5,686,52976595
5092,8,527,17557670
5093,3,1580,7990226
5094,3,1799,35534101
5095,11,1265,10076386
5096,5,569,63980535
5098,2,1093,57014241
5099,2,939,74083940
5100,2,822,7430037
5101,2,2167,16240683
5102,2,1167,17241512
5103,2,588,22732162
5104,5,1386,17510730
5105,6,475,29641360
5106,3,659,22906012
5107,6,636,67830980
5108,2,1330,9156477
5109,2,1669,18711064
5110,2,1630,15768887
5111,2,2737,117302799
5112,2,1690,16919045
5113,2,1274,52023849
5114,2,759,36567614
5115,5,630,43957441
5116,2,751,10557677
5117,2,1495,9925240
5118,2,788,8366270
5119,5,1265,9084518
5120,5,955,41046554
5121,3,3260,34992440
5122,2,1561,12911241
5123,2,1291,12210074
5124,15,528,63789048
5125,3,1916,16418508
5126,2,1668,20595666
5127,11,464,60549724
5128,2,1776,19846564
5129,2,1686,18056594
5130,2,2152,24731380
5131,2,1690,7976853
5132,3,853,68347118
5133,2,2401,30020464
5134,2,2172,17380224
5135,2,1233,11251877
5136,7,1130,31813569
5137,3,1179,17258791
5138,3,1531,12978390
5139,2,686,15992875
5140,3,1489,5667079
5141,3,1871,14206610
5142,6,555,95371690
5143,8,788,42535349
5144,6,398,137614745
5145,3,1062,6333578
5146,3,599,102519776
5147,2,2049,14364020
5148,2,1469,49667000
5149,2,1615,10174560
5150,3,860,44422104
5151,2,928,20374900
5152,2,2887,25698319
5153,2,917,15285464
5154,2,1568,12768326
5155,24,618,101021882
5156,4,1911,23799071
5157,2,1855,12796349
5158,2,664,90339200
5159,2,621,57333368
5160,3,1501,24277336
5161,2,536,15750020
5162,5,886,10510574
5163,3,858,5385502
5164,4,1365,12250035
5165,2,490,93917836
5166,2,677,123019990
5167,4,1075,63371878
5168,2,683,13528809
5169,2,440,8545923
5170,2,2103,13400514
5171,12,632,24322703
5172,3,1105,121703520
5173,2,988,19582531
5174,5,1096,26460106
5175,3,2435,16776093
5176,2,697,19581943
5177,3,552,41926905
5178,3,583,11404186
5179,3,1136,4451661
5180,3,1636,15089639
5181,5,590,36552081
5182,2,699,25966297
5183,2,1209,13694260
5184,2,559,73523407
5185,5,1180,8155084
5186,2,2022,20580525
5187,2,515,42598960
5188,2,962,8399894
5189,2,834,39183122
5190,2,1406,8927082
5191,3,2635,19144293
5192,2,1137,6474649
5193,2,1136,15454395
5194,2,807,75041291
5195,4,1162,71747800
5196,4,692,28613408
5197,3,591,7656394
5198,4,1206,13693873
5200,5,674,19374321
5201,5,2212,14254926
5202,21,829,240453400
5203,2,877,94747073
5204,2,1251,18209597
5205,10,841,70877737
5206,2,1609,18839214
5207,3,725,56130450
5208,64,602,23068349
5209,2,1271,37535198
5210,5,522,29033727
5211,20,611,61511629
5212,6,1572,12527601
5213,3,709,73071384
5214,4,881,11417804
5215,3,1328,55648010
5216,2,1250,15672884
5217,2,563,94567645
5218,2,1991,23938029
5219,2,1168,95278947
5220,2,988,11263552
5221,3,2617,15727583
5222,3,1921,18196940
5223,2,582,59642906
5224,2,1757,86937103
5225,32,542,61220797
5226,2,1668,15790263
5227,4,344,35690986
5228,2,732,39366591
5229,3,1193,10288857
5230,2,867,8558574
5231,2,931,8610182
5232,3,662,26514516
5233,2,1943,28304960
5234,2,1262,10977145
5235,3,1243,26272288
5236,4,685,8280794
5237,4,933,38509740
5238,4,598,53089247
5239,3,868,154067566
5240,4,606,34395587
5241,5,879,36863323
5242,3,1689,15063881
5243,2,1123,8424930
5244,2,1065,17333935
5245,2,1137,11073624
5246,2,962,36810314
5247,3,1198,11942714
5248,2,522,9954280
5249,6,1082,13432945
5250,3,503,63650914
5251,2,651,18067365
5252,10,1413,16732844
5253,2,690,21475747
5254,3,1555,9559010
5255,3,1984,13613400
5256,2,1469,56085423
5257,3,2027,11439909
5258,13,428,19428759
5259,3,1683,12436594
5260,4,697,42182485
5261,2,766,53109055
5262,2,624,13175262
5263,6,911,6209348
5264,2,2403,22856475
5265,2,425,53363825
5266,3,625,20145861
5267,5,942,11300343
5268,4,533,45410966
5269,6,485,62579934
5270,5,732,84266356
5271,2,987,22521207
5272,11,679,24174113
5273,3,1407,91790116
5274,2,827,21322933
5275,5,2523,23309700
5276,2,1305,10599004
5277,2,1022,14351843
5278,3,1383,6226923
5279,3,681,96875747
5280,6,383,50782209
5281,4,818,46270840
5282,2,563,34902105
5283,2,1741,39971396
5284,3,271,4672855
5285,3,430,29229970
5286,15,1805,14613388
5287,3,1492,12649317
5288,2,457,137430671
5289,2,2269,14367535
5290,3,439,69018613
5291,2,897,18056060
5292,7,480,47585187
5293,5,1428,17738450
5294,2,775,11457422
5295,4,463,24155073
5296,2,1680,15744609
5297,4,684,57605122
5298,6,507,59067218
5299,2,2176,61012670
5300,2,2008,11048135
5301,6,519,76650259
5302,2,752,87939495
5303,2,345,140537069
5304,2,487,8972909
5305,4,884,13047287
5306,2,316,120494651
5307,2,1852,5647033
5308,2,2733,293703355
5309,4,676,33251916
5310,4,607,98290581
5311,2,2106,29561233
5312,6,806,54706463
5313,2,806,8116233
5314,2,1136,9795185
5315,2,2334,13730377
5316,2,1193,68895797
5317,2,746,96349181
5318,3,694,51380763
5319,2,1137,8918838
5320,3,1314,8385101
5321,2,1780,13130708
5322,2,1014,144299233
5323,6,770,71706862
5325,5,1803,32033035
5326,2,1856,10452323
5327,6,1270,13415395
5328,5,1079,34894374
5329,2,3126,19710309
5330,15,573,13937082
5331,4,538,64088313
5332,4,1037,58887305
5333,3,1169,22626311
5334,5,1368,54195976
5335,2,2500,9504782
5336,3,1733,18965383
5337,2,1131,18223756
5338,3,1212,17420652
5339,7,547,61913475
5340,2,723,11946480
5341,4,471,58684439
5342,3,409,82329001
5343,6,1820,13721201
5344,2,551,10934941
5345,3,1443,15175128
5346,2,1046,8842205
5347,2,1516,19624490
5348,4,495,146017182
5349,2,832,20541941
5350,2,1548,11028520
5351,2,588,76214303
5352,2,1586,20464600
5353,2,1327,13319270
5354,3,1643,9746189
5355,2,1527,10670022
5356,2,623,53437333
5357,9,923,36296539
5358,3,1327,14965396
5359,5,1874,19070184
5360,4,639,109376949
5361,3,1702,18624050
5362,8,373,20040699
5363,16,721,26466582
5364,3,304,34593717
5365,8,988,74005574
5366,5,1421,14769735
5367,2,1643,10361284
5368,31,728,26036989
5369,2,2417,12920791
5370,2,653,81007973
5371,3,709,37420392
5372,4,1236,18159314
5373,7,740,11597166
5374,2,2261,20649574
5375,2,2007,17055924
5376,2,1576,21720400
5377,3,598,23565297
5378,2,2394,22160098
5379,2,513,48196495
5380,9,585,194924092
5381,5,575,22183680
5382,4,1114,47106526
5383,3,1510,15848026
5384,2,439,14880058
5385,10,2003,59912313
5386,5,450,43804970
5387,5,1078,11464211
5388,4,688,86573991
5389,4,711,12954996
5390,3,1635,31549336
5391,5,412,47415187
5392,4,463,8362010
5393,2,547,34996364
5394,2,1928,17949040
5395,3,904,9331294
5396,3,769,14832737
5397,2,889,26038242
5398,4,539,17188524
5399,3,1405,11422677
5400,3,1483,10776191
5401,3,1784,29381683
5402,3,515,9153579
5403,2,1621,17422501
5404,6,427,65158314
5405,2,1603,15147275
5406,2,1364,11753054
5407,2,1901,17604940
5408,5,1874,35359411
5409,3,1394,154801511
5410,3,1651,9661320
5411,2,860,13408248
5412,2,1603,18343900
5413,11,2396,24315116
5414,5,973,15233356
5415,2,649,92807664
5416,2,848,7468462
5417,3,1795,88756534
5418,2,1316,15841645
5419,5,717,52747028
5420,2,803,19089661
5421,5,896,63073139
5422,2,1579,14920859
5423,2,1609,14362229
5424,3,1165,120032619
5425,2,605,7849846
5426,3,490,30025181
5427,3,1984,35296315
5428,2,1567,91266655
5429,2,2132,17135465
5430,4,858,24989590
5431,2,2570,31523546
5432,7,585,128113118
5433,6,459,20370936
5434,2,2131,14545576
5435,4,612,14526389
5436,3,1406,15670359
5437,3,729,45481516
5438,3,1218,9860990
5439,2,1919,23316903
5440,6,1488,28166390
5441,7,1137,13329088
5442,5,584,117291288
5443,3,1867,19250805
5444,3,1035,10316625
5445,3,1049,80242984
5446,2,1174,11022029
5447,2,1160,6265687
5448,3,1256,11476554
5449,2,1297,12812743
5450,5,474,18369828
5451,5,2152,17070668
5452,2,1469,8578246
5453,21,1407,10875020
5454,2,561,7830702
5455,3,1548,8254984
5456,16,2401,16596986
5457,2,568,48810845
5458,2,1666,9513927
5459,5,1388,19207873
5460,3,806,49039230
5461,7,894,18960415
5462,3,444,56016766
5463,3,929,13363437
5464,2,1799,13371013
5465,2,635,20543173
5466,2,1054,54535920
5467,3,1190,14683887
5468,4,872,143843110
5469,4,941,19139652
5470,7,425,27046980
5471,2,1928,15223808
5472,6,1453,11974560
5473,5,730,82343773
5474,2,2418,14415743
5475,3,654,62244074
5476,7,437,59032342
5477,2,1258,15385726
5478,2,1427,28160527
5479,4,1359,19723181
5480,2,1811,11067001
5481,11,519,61776299
5482,3,1281,44303787
5483,3,1385,5660197
5484,4,415,92534287
5485,3,1660,23326045
5486,3,884,35642133
5487,3,2264,30032211
5488,3,1544,55992139
5489,4,544,31585601
5490,3,1051,36465002
5491,4,445,79184943
5492,3,1816,24468898
5493,3,1399,52535427
5494,6,1702,122134809
5495,2,466,87949730
5496,2,754,91724282
5497,2,1133,15875538
5498,2,1222,35900140
5499,4,641,86164928
5500,2,1586,10511578
5501,2,634,39034002
5502,7,853,12217138
5503,10,748,31041576
5504,5,1172,67296941
5505,6,425,39934677
5506,6,676,16305254
5507,2,944,64950009
5508,2,1819,7352199
5509,2,928,13296488
5510,2,376,23498468
5511,2,471,17560479
5512,2,770,19611946
5513,2,604,4512080
5514,2,886,14322058
5515,3,1358,15254079
5516,2,716,20753895
5517,3,1191,20506917
5518,2,926,13527398
5519,2,941,8272052
5520,3,339,11645559
5521,6,763,38204642
5522,2,1307,11094143
5523,2,1200,27484626
5524,3,1415,10377549
5525,5,1231,14077470
5526,3,450,33742835
5527,4,1062,216576827
5528,3,1214,9351668
5529,5,688,123728736
5530,13,679,25844197
5531,14,119,3537955
5532,3,777,132047916
5533,2,1242,7859533
5534,3,1533,12241577
5535,3,1757,14952393
5536,2,1188,24330312
5537,3,568,13720710
5538,3,1040,16517721
5539,2,491,19320675
5540,3,999,44001609
5541,6,419,59078441
5542,6,586,85535994
5543,5,148,4804999
5544,4,1602,59590887
5545,3,860,7405918
5546,6,456,80451367
5547,6,852,22362767
5548,2,1109,10624166
5549,6,720,36074135
5550,9,1316,15826457
5551,3,484,4890336
5552,2,987,84949326
5553,2,2433,15844058
5554,4,1641,51017401
5555,9,401,117862399
5556,3,597,40073965
5557,3,1832,36742937
5558,6,2342,19507834
5559,2,1820,14302428
5560,5,1058,16518982
5561,2,746,96624457
5562,5,975,29812660
5563,2,866,16293234
5564,5,695,97438920
5565,3,661,101001901
5566,3,2204,14869582
5567,6,2828,23424590
5568,2,2661,49106111
5569,5,2776,44315831
5570,3,725,36385763
5571,5,1156,25246830
5572,2,1480,4774504
5573,2,416,29724248
5574,2,785,19811294
5575,2,2220,36449501
5576,2,621,15276232
5577,3,2344,42836581
5578,14,90,1138025
5579,2,1884,26836633
5580,2,1831,30542686
5581,2,1239,6781577
5582,11,859,86464505
5583,5,1650,29609899
5584,5,722,569697930
5585,5,945,16907428
5586,3,1601,10569620
5587,2,1442,12111197
5588,2,2345,15584749
5589,11,804,55346903
5590,4,424,73060976
5591,5,1121,11967250
5592,2,2141,146998313
5593,2,364,39834033
5594,3,512,112464056
5595,3,1703,10449601
5596,5,980,40063593
5597,4,437,27263017
5598,2,2123,51740336
5599,2,911,6417789
5600,2,2167,12323357
5601,11,757,81873836
5602,4,808,46580228
5603,8,1183,7833900
5604,3,2610,21835826
5605,2,1970,15445547
5606,3,671,85932140
5607,6,372,66323952
5608,5,67,23366188
5609,4,681,189250105
5611,2,559,9103741
5612,2,575,15556156
5613,4,1139,8428831
5614,2,2365,15994916
5615,7,515,23091827
5616,4,368,33258669
5617,2,642,141936295
5618,2,1540,12411010
5619,4,1223,77472480
5620,2,1289,11149873
5621,4,1656,30262841
5622,7,1208,31311769
5623,4,467,125389219
5624,3,481,124129084
5625,2,1850,12069849
5626,2,727,3520062
5627,2,1330,16413498
5628,9,2198,14555986
5629,20,930,35063700
5630,4,660,91745163
5631,4,1530,19467700
5632,2,456,15215464
5633,2,1786,12336312
5634,4,591,25994181
5635,3,1471,7596357
5636,2,2153,43215499
5637,2,1595,44253348
5638,5,829,41373168
5639,3,576,58697899
5640,2,1343,7753145
5641,2,837,8986866
5642,4,1082,104564428
5643,10,807,84299544
5644,5,1134,36481981
5645,3,359,139858034
5646,3,1615,17725313
5647,4,672,47740186
5648,6,1136,45586685
5649,3,1588,14512181
5650,2,1460,11887893
5651,2,1858,42788514
5652,5,646,18427028
5653,2,1901,13883630
5654,2,648,13702008
5655,2,969,23291503
5656,3,615,3502578
5657,5,1110,48425211
5658,4,805,77096160
5659,3,885,7320041
5660,2,2317,14829933
5661,7,1458,29167664
5662,2,1319,35873187
5663,2,1590,130292033
5664,2,867,32767537
5665,2,1981,9873215
5666,10,453,20432424
5667,3,2813,37640252
5668,3,1314,13099349
5669,2,1059,40066816
5670,5,708,46472952
5671,2,650,63572813
5672,3,697,9725319
5673,13,543,17370500
5674,3,907,14679256
5675,2,1469,13673865
5676,2,1359,20706264
5677,2,1680,8924943
5678,2,619,30403026
5679,8,566,99253049
5680,3,1505,25437031
5681,3,797,94278490
5682,2,529,36898749
5683,8,658,81676304
5684,3,803,6891386
5685,5,1077,11685808
5686,6,479,98658466
5687,2,984,31966994
5688,2,1726,17388486
5689,2,1268,17393081
5690,2,1287,44481748
5691,10,1056,124361813
5692,3,1402,11643953
5693,3,395,29780938
5694,2,444,80692132
5695,4,778,16167967
5696,2,1167,19695709
5697,6,662,180326948
5698,3,787,59507176
5699,5,381,152276877
5700,2,1685,16528150
5701,7,1194,16426331
5702,5,712,92561896
5703,4,490,29179202
5705,3,1875,19151512
5706,2,2897,20395730
5707,2,430,43392850
5708,2,619,63848300
5709,2,3313,15202869
5710,5,531,24056552
5711,8,416,34026073
5712,5,1085,25288937
5713,5,661,31414868
5714,3,2515,15457991
5715,8,859,109364632
5716,2,709,66646132
5717,10,369,34501634
5718,3,1059,10684258
5719,2,1908,13582576
5720,6,1075,519511518
5721,3,877,18969274
5722,4,347,12439370
5723,2,3544,23981274
5724,3,361,40010403
5725,2,764,139631069
5726,2,552,87144225
5727,4,675,54869273
5728,5,1558,14566409
5729,2,871,9435704
5730,5,433,37145053
5731,2,561,32736213
5732,2,621,12114550
5733,3,1624,15466216
5734,2,2891,13587818
5735,2,1155,7452451
5736,3,596,51025903
5737,2,1750,13676831
5738,2,1153,13242915
5739,2,1021,63284920
5740,9,570,82814009
5741,2,1313,15157272
5742,2,1434,54147253
5743,2,1149,11099284
5744,2,1655,31484726
5745,2,1707,17538146
5746,3,617,22546894
5747,6,407,115133497
5748,3,1900,9643857
5749,20,135,2084593
5750,2,1113,17516904
5751,9,501,242571551
5752,2,562,25529536
5753,3,674,32030941
5754,5,562,52619622
5755,2,1011,7509799
5756,2,922,10711602
5757,2,1770,20007183
5758,2,665,15381288
5759,5,538,71409988
5760,2,591,85295716
5761,6,928,44121359
5762,3,551,116955498
5763,10,1279,9175647
5764,2,838,4960079
5765,5,579,9302813
5766,3,1988,16564531
5767,2,1264,16025515
5768,8,604,40293955
5769,2,1249,6738580
5770,4,543,47208617
5771,6,416,4459967
5772,2,1700,12300996
5773,2,453,11696700
5775,4,520,17132575
5776,2,2976,18707627
5777,2,882,7494974
5778,2,1869,13479197
5780,2,1541,11765554
5781,3,1052,28993305
5782,3,1108,22104186
5783,3,1395,16540719
5784,7,1027,51449762
5785,2,1263,7656783
5786,3,1781,12409066
5787,2,751,54750546
5788,5,1690,16194758
5789,2,1194,15448375
5790,3,447,21823046
5791,3,416,91527938
5792,3,570,49705129
5793,2,854,62503063
5794,6,679,48385228
5795,3,1998,14701969
5796,3,1252,12964332
5797,5,370,52059351
5798,2,772,10331422
5799,5,1662,13680261
5800,2,1571,12856691
5801,2,282,17262805
5802,3,3182,13086827
5803,2,953,11847656
5804,3,447,69525741
5805,6,1537,13622994
5806,5,1790,22594259
5807,2,586,37982699
5808,2,1294,67425854
5809,2,1420,17518673
5810,3,503,144186236
5811,2,894,51278785
5812,2,1366,14853689
5813,2,774,78397719
5814,2,507,122469289
5815,2,834,4861765
5816,4,400,129943142
5817,2,557,81438479
5818,6,992,14736663
5819,2,506,53054163
5820,4,566,58281137
5821,3,1088,12306531
5822,2,1145,8412188
5823,5,739,202428773
5824,5,717,169732477
5825,4,926,229583068
5826,2,544,30393966
5827,2,1333,20671335
5828,3,476,26208044
5829,4,767,48287712
5830,2,653,104937387
5831,5,1152,18100787
5832,3,1259,13596008
5833,2,346,9386490
5834,2,1376,19311556
5835,2,1606,148996506
5836,2,2706,17785508
5837,2,2379,19930412
5838,5,2325,20203279
5839,3,427,50058920
5840,2,1670,21219653
5841,5,822,18376789
5842,5,693,74440760
5843,2,1230,9128603
5844,3,1226,12038638
5845,2,1034,15268637
5846,4,878,86979985
5847,3,966,160781972
5848,6,791,24006770
5849,2,839,11760320
5850,5,458,232763691
5851,4,469,53793259
5852,2,962,116223942
5853,4,393,67600071
5854,4,1002,7302341
5855,2,1430,13299227
5856,2,1029,15268570
5857,2,1308,9100677
5858,2,1439,12726733
5859,2,509,15447134
5860,2,1386,24840687
5861,3,567,146076371
5862,5,1525,16987836
5863,7,902,32631538
5864,2,982,4942658
5865,2,1685,29987461
5866,2,1348,11807449
5867,3,1780,27751650
5868,2,1298,51066475
5869,2,1820,15789879
5870,2,410,61334809
5871,3,1345,15689288
5872,5,439,208539115
5873,5,2063,12317121
5874,6,538,15362111
5875,3,484,72065152
5876,4,456,19539181
5877,5,439,62532933
5878,3,439,90291693
5879,2,1316,19254731
5880,2,1346,14098084
5881,6,600,128607535
5882,2,1426,9657141
5883,2,2389,15060821
5884,2,577,56506808
5885,10,622,25964345
5886,5,366,53800664
5887,2,660,6854828
5888,2,599,14633858
5889,2,1120,32460195
5890,2,1924,9812988
5891,3,1199,56253599
5892,3,1686,16237798
5893,3,766,23239515
5894,2,651,51995841
5895,6,404,291540633
5896,2,1894,14203386
5897,5,583,48390338
5898,2,1925,15270854
5899,4,567,38788283
5900,3,900,75029740
5901,4,437,53960595
5902,3,1488,17746714
5903,2,930,54325179
5904,2,1378,11413582
