,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ
5253,24479.0,24855.0,45005.0,13884.0,13270.0,22158.0,37505.0,22574.0
5254,4193.0,4657.0,5958.0,3598.0,4532.0,4602.0,4936.0,3601.0
5255,6117.0,5431.0,7234.0,4661.0,4556.0,4930.0,5254.0,3762.0
5256,20228.0,29673.0,24000.0,27131.0,32904.0,29026.0,28281.0,31196.0
5257,4006.0,4467.0,4333.0,3746.0,3832.0,5396.0,4388.0,3556.0
5258,36213.0,33440.0,22356.0,36212.0,66967.0,40851.0,35620.0,19212.0
5259,5058.0,5779.0,5272.0,5450.0,4776.0,8435.0,5076.0,4690.0
5260,80061.0,43374.0,73885.0,39197.0,60802.0,33967.0,26816.0,29063.0
5261,12539.0,45551.0,25319.0,46264.0,53005.0,49721.0,70481.0,83180.0
5262,15375.0,9727.0,18399.0,11463.0,14586.0,17694.0,18024.0,21033.0
5263,5942.0,4470.0,5642.0,3599.0,4355.0,4952.0,5505.0,3566.0
5264,7980.0,6763.0,6739.0,7612.0,6465.0,6369.0,6990.0,6299.0
5265,140999.0,81947.0,159174.0,121932.0,57041.0,84144.0,98272.0,76845.0
5266,17368.0,21098.0,18218.0,26974.0,21975.0,13670.0,26403.0,24727.0
5267,7670.0,5918.0,10464.0,8712.0,9018.0,11333.0,13153.0,12923.0
5268,63666.0,108321.0,42688.0,36903.0,37571.0,64093.0,129209.0,64890.0
5269,216964.0,48460.0,57375.0,154892.0,65723.0,47108.0,102619.0,175458.0
5270,79902.0,107887.0,75426.0,142878.0,89057.0,53051.0,59271.0,74278.0
5271,10741.0,12620.0,56520.0,10118.0,13613.0,13150.0,14142.0,7101.0
5272,19213.0,24340.0,16562.0,37116.0,29616.0,45168.0,19856.0,22128.0
5273,75815.0,46027.0,28816.0,69252.0,44702.0,22317.0,38643.0,77591.0
5274,9267.0,21177.0,20195.0,19852.0,9322.0,11075.0,15080.0,36410.0
5275,4813.0,5249.0,6675.0,5668.0,6642.0,6627.0,7083.0,5767.0
5276,4900.0,5214.0,7444.0,4289.0,5009.0,5674.0,6254.0,4964.0
5277,18485.0,22326.0,9749.0,14334.0,6420.0,7064.0,6866.0,5641.0
5278,4225.0,3713.0,4133.0,2874.0,3537.0,3130.0,3580.0,2362.0
5279,122921.0,166700.0,121389.0,159330.0,48082.0,84031.0,60102.0,218957.0
5280,140131.0,134496.0,70803.0,66746.0,69426.0,82975.0,78118.0,61997.0
5281,89240.0,39416.0,44459.0,15627.0,46986.0,31490.0,51534.0,13301.0
5282,21675.0,51281.0,52368.0,47999.0,55552.0,27960.0,64370.0,38613.0
5283,10656.0,12318.0,15769.0,7165.0,36702.0,21378.0,13997.0,14617.0
5284,12343.0,8206.0,11564.0,18751.0,11440.0,10450.0,11284.0,6755.0
5285,45078.0,125099.0,51922.0,38294.0,36921.0,33158.0,37931.0,25319.0
5286,5320.0,5690.0,6445.0,5637.0,5641.0,8390.0,6538.0,5900.0
5287,5821.0,6171.0,6810.0,7856.0,6151.0,10742.0,6896.0,4800.0
5288,220124.0,144991.0,220885.0,157732.0,268522.0,200843.0,336813.0,282146.0
5289,5231.0,3017.0,5368.0,3860.0,4760.0,4392.0,4790.0,3185.0
5290,161077.0,175987.0,180410.0,80438.0,111201.0,64317.0,117304.0,103025.0
5291,11118.0,12938.0,18679.0,11648.0,10327.0,24373.0,12355.0,12752.0
5292,266682.0,67418.0,60338.0,50786.0,63677.0,28283.0,33565.0,50489.0
5293,10829.0,13437.0,9155.0,10879.0,7375.0,7669.0,7449.0,6339.0
5294,10770.0,5818.0,15915.0,7871.0,5832.0,13096.0,10420.0,20506.0
5295,28881.0,31102.0,28483.0,48037.0,24577.0,30679.0,44107.0,49718.0
5296,4973.0,4638.0,5141.0,5616.0,13969.0,8241.0,6377.0,7268.0
5297,178893.0,62361.0,62065.0,63822.0,24803.0,52160.0,48023.0,41062.0
5298,58721.0,91393.0,67502.0,89267.0,72261.0,95662.0,95659.0,90374.0
5299,19138.0,17479.0,16339.0,23314.0,32394.0,27055.0,18954.0,16675.0
5300,3950.0,5154.0,4427.0,4759.0,3601.0,4393.0,4830.0,3720.0
5301,117438.0,68738.0,89254.0,264402.0,99465.0,102520.0,94850.0,79708.0
5302,108161.0,75441.0,63652.0,53804.0,97738.0,47143.0,93585.0,52791.0
5303,112647.0,287627.0,184780.0,252068.0,439827.0,197279.0,258121.0,327595.0
5304,12002.0,20997.0,11312.0,7307.0,11449.0,6587.0,26917.0,41797.0
5305,11098.0,14484.0,11808.0,9593.0,13944.0,7800.0,13791.0,12881.0
5306,193485.0,363109.0,284048.0,550336.0,188487.0,139192.0,275518.0,136062.0
5307,2395.0,2414.0,2808.0,1953.0,2187.0,2054.0,3535.0,1849.0
5308,87385.0,62168.0,83380.0,68066.0,74268.0,84692.0,69761.0,114416.0
5309,69508.0,25773.0,31192.0,24681.0,36532.0,35772.0,43664.0,18780.0
5310,131979.0,111714.0,74442.0,63454.0,169351.0,228476.0,83477.0,72659.0
5311,8685.0,5914.0,10722.0,9810.0,12472.0,9710.0,14546.0,7384.0
5312,51684.0,38368.0,44159.0,35141.0,52995.0,80386.0,72842.0,45804.0
5313,7301.0,6731.0,7723.0,5805.0,7885.0,9531.0,6775.0,6103.0
5314,5097.0,6816.0,5837.0,5539.0,4007.0,4714.0,10757.0,5714.0
5315,3526.0,4242.0,4983.0,3747.0,3655.0,4331.0,4392.0,3669.0
5316,25165.0,36172.0,71464.0,33427.0,78439.0,42379.0,27641.0,25908.0
5317,78029.0,90781.0,180672.0,63644.0,98299.0,101965.0,123000.0,131718.0
5318,59065.0,51058.0,43819.0,85103.0,36479.0,46656.0,31457.0,70406.0
5319,6771.0,5565.0,8385.0,4731.0,6041.0,6001.0,5607.0,4959.0
5320,6701.0,4528.0,5142.0,4221.0,5433.0,5386.0,4416.0,2954.0
5321,5490.0,4418.0,6427.0,4807.0,6984.0,4743.0,6741.0,4341.0
5322,78343.0,208735.0,98749.0,164121.0,105228.0,68214.0,72260.0,57689.0
5323,93842.0,27846.0,44586.0,86006.0,115566.0,90165.0,78421.0,90328.0
5324,,4618.0,5440.0,4085.0,6278.0,11820.0,5338.0,4232.0
5325,9201.0,9721.0,12181.0,15137.0,13269.0,18663.0,12288.0,12623.0
5326,4412.0,4694.0,4389.0,3906.0,4147.0,3835.0,5828.0,3198.0
5327,7553.0,7486.0,7548.0,14746.0,8293.0,8432.0,6795.0,5332.0
5328,14012.0,20125.0,19801.0,27187.0,16786.0,26610.0,45306.0,16187.0
5329,4715.0,5164.0,5421.0,4251.0,5587.0,4575.0,4505.0,3304.0
5330,18692.0,15500.0,22961.0,23442.0,22818.0,20287.0,20237.0,18896.0
5331,67335.0,50755.0,78202.0,69835.0,72087.0,139862.0,92456.0,49263.0
5332,31111.0,76475.0,50937.0,40222.0,46007.0,42030.0,44354.0,36842.0
5333,14570.0,17564.0,20889.0,13666.0,11339.0,12658.0,14258.0,10200.0
5334,26655.0,26895.0,47174.0,26372.0,33325.0,28859.0,32589.0,29788.0
5335,3908.0,2774.0,3170.0,2208.0,2981.0,3124.0,2793.0,2067.0
5336,10383.0,7631.0,8381.0,7620.0,7732.0,8377.0,10227.0,7134.0
5337,8717.0,14950.0,12834.0,16937.0,18332.0,9399.0,12305.0,13116.0
5338,9581.0,8150.0,7629.0,7643.0,26273.0,11481.0,9257.0,4624.0
5339,97920.0,83506.0,82538.0,80835.0,65496.0,51510.0,223075.0,75477.0
5340,12605.0,17922.0,11974.0,15218.0,12404.0,8298.0,8894.0,14699.0
5341,125269.0,77575.0,107011.0,182095.0,127310.0,65096.0,65210.0,56486.0
5342,57149.0,92474.0,81412.0,210923.0,371862.0,160300.0,279650.0,22884.0
5343,6405.0,6002.0,6526.0,6058.0,7113.0,6051.0,8545.0,4219.0
5344,11276.0,14661.0,14159.0,11344.0,15864.0,12455.0,14300.0,8178.0
5345,10896.0,10366.0,10226.0,6316.0,4984.0,5455.0,6431.0,5908.0
5346,7113.0,6763.0,6364.0,4025.0,5068.0,7111.0,6052.0,5482.0
5347,6648.0,7767.0,6629.0,6333.0,8574.0,6504.0,16212.0,19441.0
5348,282857.0,277719.0,171138.0,184410.0,185638.0,311356.0,166384.0,172609.0
5349,15673.0,11939.0,20765.0,21506.0,19458.0,17002.0,18268.0,21370.0
5350,4189.0,6432.0,7183.0,5184.0,4940.0,5027.0,5500.0,3584.0
5351,136818.0,117978.0,61499.0,92060.0,120340.0,64374.0,120278.0,91006.0
5352,7579.0,5564.0,9984.0,15071.0,5768.0,9516.0,6455.0,13907.0
5353,10149.0,7097.0,9010.0,7052.0,8108.0,6462.0,8618.0,6324.0
5354,5972.0,3688.0,4845.0,3495.0,3498.0,5373.0,4146.0,3685.0
5355,6297.0,4850.0,5374.0,4074.0,6807.0,4738.0,7031.0,4326.0
5356,136119.0,56998.0,53643.0,107071.0,54566.0,40863.0,63123.0,67646.0
5357,21261.0,48245.0,15624.0,31947.0,34171.0,35354.0,50902.0,42881.0
5358,11491.0,7664.0,6659.0,5348.0,7041.0,6875.0,12041.0,7257.0
5359,8818.0,8211.0,10312.0,8823.0,7284.0,10048.0,8935.0,5357.0
5360,97927.0,124780.0,114278.0,175253.0,226132.0,187828.0,130694.0,90642.0
5361,7690.0,7914.0,9687.0,6494.0,7495.0,8337.0,11300.0,9468.0
5362,60648.0,29883.0,38023.0,37320.0,44708.0,50216.0,41485.0,25050.0
5363,29532.0,24635.0,50844.0,62410.0,16969.0,14625.0,20110.0,22347.0
5364,31846.0,68056.0,45377.0,53094.0,14674.0,77015.0,64135.0,70697.0
5365,73482.0,53577.0,56648.0,67985.0,69800.0,43240.0,48881.0,55209.0
5366,8920.0,5671.0,8897.0,6153.0,8165.0,9485.0,7615.0,6134.0
5367,5539.0,4255.0,5560.0,4115.0,5104.0,3788.0,4626.0,3585.0
5368,30107.0,40284.0,24527.0,13470.0,11663.0,32922.0,36165.0,28705.0
5369,4437.0,3502.0,4215.0,3149.0,3750.0,4221.0,6214.0,2913.0
5370,66631.0,99920.0,40242.0,56987.0,79134.0,163108.0,115289.0,98679.0
5371,77391.0,29431.0,52021.0,35333.0,49628.0,24345.0,34824.0,28513.0
5372,6479.0,11952.0,9769.0,10063.0,11182.0,12351.0,11595.0,9791.0
5373,10897.0,11170.0,8546.0,15977.0,16644.0,14480.0,16374.0,9971.0
5374,6617.0,7252.0,7512.0,6431.0,7225.0,7314.0,9185.0,7805.0
5375,4987.0,5646.0,5473.0,9282.0,4693.0,7322.0,8019.0,7031.0
5376,8292.0,10147.0,11383.0,7784.0,11984.0,8916.0,12572.0,7501.0
5377,24599.0,14909.0,21482.0,15389.0,19834.0,57165.0,40448.0,43563.0
5378,6129.0,8501.0,6931.0,6323.0,6354.0,6528.0,6553.0,7095.0
5379,77051.0,52079.0,144453.0,56871.0,68254.0,36881.0,163285.0,50720.0
5380,430773.0,89442.0,498547.0,55922.0,426776.0,89462.0,527149.0,37864.0
5381,46384.0,30139.0,28461.0,25631.0,27436.0,22283.0,16660.0,25071.0
5382,19777.0,21324.0,41043.0,36326.0,28609.0,28862.0,36578.0,36379.0
5383,8319.0,8262.0,8235.0,7876.0,8636.0,7682.0,7639.0,6162.0
5384,16615.0,17753.0,29179.0,27251.0,23709.0,26400.0,27862.0,19423.0
5385,22291.0,23574.0,31568.0,18603.0,17123.0,22313.0,25635.0,18112.0
5386,72041.0,92277.0,93787.0,157911.0,67010.0,36859.0,47947.0,30894.0
5387,6264.0,7929.0,7781.0,4945.0,8459.0,9038.0,6504.0,7148.0
5388,213362.0,126065.0,92467.0,291716.0,35585.0,90564.0,79142.0,44346.0
5389,16346.0,14082.0,11128.0,13194.0,11847.0,10783.0,12241.0,13471.0
5390,10998.0,11335.0,15384.0,12752.0,11598.0,14601.0,16809.0,14636.0
5391,89677.0,96776.0,95450.0,99186.0,50708.0,81478.0,93457.0,102375.0
5392,8588.0,10612.0,25134.0,12142.0,8646.0,14688.0,14833.0,5834.0
5393,46640.0,44448.0,56807.0,34573.0,32980.0,38941.0,32203.0,67918.0
5394,9217.0,5857.0,8225.0,6666.0,6686.0,6486.0,7418.0,5963.0
5395,9914.0,10559.0,9416.0,8162.0,7252.0,9102.0,11824.0,7599.0
5396,11749.0,13522.0,20045.0,12635.0,10815.0,11691.0,15055.0,9023.0
5397,16759.0,21898.0,18569.0,12389.0,31268.0,16880.0,22556.0,15434.0
5398,8605.0,18054.0,25399.0,26167.0,19786.0,49864.0,19383.0,17974.0
5399,5877.0,4439.0,7433.0,7699.0,5269.0,6482.0,5962.0,4284.0
5400,5280.0,5371.0,5206.0,4511.0,6552.0,5774.0,6395.0,5347.0
5401,12546.0,12734.0,13786.0,10230.0,13683.0,12021.0,12354.0,9327.0
5402,10737.0,9880.0,16653.0,10385.0,17785.0,10778.0,14080.0,11302.0
5403,8383.0,8415.0,8471.0,7127.0,8170.0,7500.0,9410.0,8722.0
5404,34112.0,80497.0,184439.0,111776.0,153155.0,159681.0,153944.0,46972.0
5405,6059.0,8471.0,9146.0,8295.0,7199.0,7836.0,8079.0,4768.0
5406,7332.0,5640.0,6226.0,4775.0,6948.0,5952.0,8934.0,5786.0
5407,8342.0,5966.0,7536.0,7175.0,5816.0,7316.0,7963.0,6862.0
5408,18266.0,10774.0,12188.0,17413.0,12325.0,20760.0,16366.0,19719.0
5409,92152.0,74285.0,97041.0,70093.0,42907.0,89295.0,74324.0,63456.0
5410,3504.0,3963.0,4679.0,3545.0,4619.0,6864.0,5098.0,3860.0
5411,7516.0,8670.0,9995.0,13358.0,14766.0,11581.0,10758.0,10136.0
5412,4247.0,9816.0,16292.0,5189.0,4991.0,8721.0,6615.0,7418.0
5413,7949.0,7095.0,7335.0,8473.0,10256.0,6947.0,11030.0,8213.0
5414,9307.0,10500.0,8631.0,9117.0,11939.0,10738.0,13865.0,10182.0
5415,99671.0,122988.0,82869.0,129829.0,77151.0,82273.0,54186.0,169800.0
5416,3726.0,6663.0,5500.0,5209.0,6483.0,9536.0,14742.0,6329.0
5417,37242.0,39840.0,33853.0,25206.0,56809.0,22062.0,34503.0,52862.0
5418,8457.0,13310.0,7716.0,8129.0,10886.0,7355.0,8347.0,6317.0
5419,124468.0,61110.0,52692.0,42672.0,32988.0,51953.0,69646.0,65459.0
5420,16552.0,21222.0,14238.0,10224.0,24279.0,14043.0,18856.0,13020.0
5421,41523.0,75772.0,41914.0,65272.0,41506.0,57066.0,44664.0,68907.0
5422,6208.0,5970.0,6715.0,9531.0,7106.0,4368.0,7511.0,9278.0
5423,7022.0,6319.0,8314.0,5840.0,5138.0,11282.0,5696.0,4718.0
5424,55191.0,46086.0,106106.0,88327.0,97100.0,126967.0,37863.0,43499.0
5425,7281.0,8458.0,15207.0,13708.0,11320.0,7750.0,7668.0,7712.0
5426,160277.0,37451.0,29807.0,39452.0,41563.0,29454.0,43614.0,59365.0
5427,10403.0,10466.0,26594.0,23501.0,7559.0,8389.0,8154.0,7525.0
5428,30801.0,35868.0,33330.0,69572.0,39594.0,78502.0,16166.0,37536.0
5429,6358.0,5269.0,7272.0,6128.0,6405.0,6186.0,7052.0,4688.0
5430,29730.0,16679.0,17333.0,31222.0,23439.0,20929.0,19897.0,23874.0
5431,8407.0,10176.0,10442.0,9042.0,8435.0,8828.0,12418.0,6975.0
5432,168245.0,340867.0,130998.0,178651.0,112016.0,149301.0,79958.0,98589.0
5433,37887.0,43855.0,27834.0,29066.0,29101.0,44685.0,26699.0,18394.0
5434,4231.0,3123.0,3825.0,3913.0,4693.0,5651.0,6168.0,6299.0
5435,49758.0,17318.0,13462.0,11306.0,15923.0,11796.0,9995.0,8492.0
5436,8317.0,6242.0,13906.0,4738.0,9294.0,7899.0,16481.0,6882.0
5437,58446.0,45860.0,54440.0,40433.0,47397.0,67256.0,50424.0,42048.0
5438,8732.0,5739.0,6577.0,8991.0,5007.0,4764.0,4719.0,5273.0
5439,15073.0,9827.0,7878.0,7789.0,8777.0,8295.0,9310.0,6844.0
5440,9487.0,27540.0,11912.0,11353.0,12503.0,8418.0,10127.0,14106.0
5441,7055.0,7150.0,6875.0,6698.0,6985.0,9587.0,10450.0,11848.0
5442,212109.0,202540.0,184875.0,74641.0,175573.0,152665.0,76583.0,86419.0
5443,7591.0,6565.0,7013.0,5772.0,8377.0,8362.0,8995.0,8549.0
5444,5942.0,5149.0,8069.0,6120.0,8822.0,7262.0,8398.0,5545.0
5445,55922.0,46316.0,52361.0,99056.0,51323.0,47258.0,44094.0,41775.0
5446,5454.0,7356.0,6493.0,5372.0,6144.0,7567.0,6745.0,7041.0
5447,4703.0,5601.0,4498.0,4536.0,3868.0,4119.0,3688.0,3007.0
5448,6207.0,6231.0,6318.0,7211.0,8261.0,7385.0,12219.0,13692.0
5449,19872.0,8034.0,6429.0,8002.0,4874.0,8944.0,4568.0,3453.0
5450,31090.0,37904.0,41299.0,31181.0,18957.0,26480.0,14483.0,22636.0
5451,5214.0,5002.0,7647.0,4684.0,5781.0,6492.0,8003.0,4848.0
5452,3639.0,4472.0,4843.0,3456.0,3887.0,5466.0,4849.0,3933.0
5453,6135.0,5702.0,7327.0,6443.0,7691.0,8230.0,8038.0,7581.0
5454,6820.0,7002.0,7673.0,15039.0,9797.0,14250.0,10283.0,7223.0
5455,4413.0,5133.0,5076.0,3870.0,4970.0,4337.0,4711.0,3222.0
5456,5224.0,6119.0,7452.0,5693.0,5807.0,6570.0,7981.0,4867.0
5457,65771.0,61997.0,84632.0,69743.0,14482.0,57136.0,56732.0,66520.0
5458,3485.0,5205.0,4489.0,3699.0,3599.0,4255.0,5841.0,3551.0
5459,8224.0,14496.0,11445.0,8077.0,10841.0,10923.0,12681.0,8702.0
5460,75020.0,45518.0,68004.0,22172.0,15188.0,48555.0,33411.0,70339.0
5461,9823.0,14682.0,13321.0,13626.0,15896.0,16446.0,14281.0,9688.0
5462,89902.0,67170.0,87233.0,65601.0,84991.0,212297.0,147102.0,98476.0
5463,12157.0,8613.0,9432.0,11991.0,15557.0,11653.0,12647.0,14201.0
5464,4110.0,4183.0,5874.0,3682.0,11238.0,4979.0,4077.0,4270.0
5465,24038.0,30550.0,34718.0,16646.0,40330.0,21544.0,17680.0,18790.0
5466,34467.0,42021.0,16251.0,45639.0,29743.0,26439.0,70250.0,30075.0
5467,10695.0,7419.0,11562.0,9410.0,9148.0,9120.0,9857.0,6386.0
5468,89657.0,58319.0,233313.0,93439.0,230398.0,108071.0,59607.0,121893.0
5469,8733.0,10313.0,30636.0,20157.0,18924.0,9411.0,16575.0,7883.0
5470,46916.0,51550.0,30619.0,42406.0,67179.0,36161.0,45805.0,77158.0
5471,5642.0,5549.0,6003.0,6584.0,7486.0,6355.0,6574.0,7273.0
5472,6616.0,6397.0,6185.0,6830.0,6701.0,6223.0,6395.0,5833.0
5473,100482.0,122094.0,76983.0,83588.0,35346.0,58422.0,78825.0,82528.0
5474,4015.0,4405.0,5642.0,4449.0,5647.0,5636.0,5041.0,4832.0
5475,102794.0,42345.0,169536.0,68879.0,33543.0,57729.0,44707.0,34843.0
5476,116031.0,87893.0,52537.0,100640.0,102925.0,99245.0,149421.0,79974.0
5477,10082.0,9134.0,9670.0,7325.0,7904.0,7711.0,9152.0,10312.0
5478,3144.0,3170.0,5720.0,2610.0,3547.0,6065.0,63266.0,27538.0
5479,6992.0,7614.0,21459.0,4581.0,24992.0,20611.0,11602.0,8594.0
5480,5355.0,4256.0,5675.0,4101.0,4975.0,4634.0,5330.0,4494.0
5481,69329.0,100246.0,73749.0,65081.0,60286.0,34883.0,63333.0,216511.0
5482,24122.0,33698.0,26585.0,13493.0,28775.0,24279.0,12804.0,35123.0
5483,3241.0,4056.0,3358.0,3414.0,2864.0,3132.0,3606.0,2777.0
5484,210285.0,108788.0,143183.0,129435.0,175810.0,159152.0,204725.0,254407.0
5485,8229.0,8128.0,11179.0,10553.0,9898.0,9985.0,11306.0,11109.0
5486,88959.0,38738.0,23036.0,29000.0,22461.0,18499.0,57121.0,20298.0
5487,6591.0,6745.0,5963.0,8643.0,19920.0,9563.0,8692.0,8439.0
5488,5898.0,2969.0,5440.0,125397.0,7693.0,23828.0,12815.0,18217.0
5489,62946.0,39692.0,23844.0,30703.0,47869.0,78959.0,55238.0,61060.0
5490,25214.0,18172.0,18827.0,22800.0,22080.0,23522.0,23766.0,26731.0
5491,115939.0,166385.0,132147.0,180587.0,108486.0,156503.0,91708.0,138483.0
5492,8140.0,16274.0,9943.0,7653.0,10950.0,9224.0,10862.0,7640.0
5493,52859.0,34110.0,36325.0,29296.0,16010.0,13308.0,19170.0,17467.0
5494,15570.0,50526.0,46998.0,60457.0,30185.0,64402.0,36476.0,87883.0
5495,29401.0,23664.0,49693.0,59337.0,43570.0,415587.0,145977.0,62235.0
5496,194113.0,108464.0,72798.0,56938.0,58224.0,81586.0,116671.0,188044.0
5497,9750.0,11111.0,6740.0,4381.0,13713.0,10023.0,9944.0,10686.0
5498,18882.0,30920.0,25644.0,20740.0,14973.0,17792.0,22442.0,15417.0
5499,85631.0,67229.0,272242.0,42297.0,100437.0,124911.0,93563.0,142487.0
5500,5650.0,4714.0,5461.0,4498.0,5847.0,5270.0,5499.0,4541.0
5501,13188.0,26224.0,34169.0,23184.0,38002.0,71895.0,54865.0,56395.0
5502,9910.0,9423.0,11424.0,8518.0,14980.0,16244.0,10310.0,9221.0
5503,24787.0,25225.0,28093.0,23678.0,30840.0,26833.0,25112.0,35673.0
5504,31969.0,43470.0,63384.0,41154.0,33764.0,30225.0,18138.0,80340.0
5505,90761.0,43932.0,47933.0,58218.0,61112.0,58275.0,183714.0,71319.0
5506,17777.0,28355.0,30946.0,13298.0,23870.0,10447.0,8941.0,9762.0
5507,32286.0,28910.0,53693.0,65092.0,56005.0,38860.0,53995.0,70395.0
5508,3248.0,3632.0,3106.0,2663.0,3351.0,3028.0,3324.0,2709.0
5509,9172.0,11089.0,13383.0,10669.0,9692.0,19605.0,13511.0,7277.0
5510,27703.0,23566.0,63300.0,38135.0,75347.0,33613.0,43458.0,14567.0
5511,22401.0,29104.0,27475.0,28448.0,24211.0,46108.0,33440.0,17090.0
5512,11912.0,21518.0,14167.0,17946.0,19575.0,10345.0,21908.0,17199.0
5513,5894.0,6245.0,5781.0,4868.0,4457.0,8170.0,5793.0,7063.0
5514,9211.0,10038.0,10540.0,8180.0,10066.0,21697.0,11125.0,7607.0
5515,6089.0,9299.0,15301.0,7261.0,7498.0,8284.0,9532.0,6521.0
5516,31543.0,25543.0,23990.0,14132.0,18847.0,22860.0,17308.0,14425.0
5517,14391.0,8834.0,9689.0,18975.0,10555.0,11832.0,11062.0,7538.0
5518,10927.0,10861.0,9254.0,13594.0,13056.0,9187.0,12400.0,10900.0
5519,7637.0,5985.0,6499.0,6283.0,5515.0,6549.0,6367.0,4292.0
5520,35604.0,21396.0,10227.0,27152.0,30072.0,22453.0,43346.0,13993.0
5521,37809.0,32691.0,43024.0,25066.0,24441.0,72443.0,27721.0,43158.0
5522,6715.0,5451.0,6768.0,4375.0,5996.0,6864.0,7788.0,4857.0
5523,14268.0,13326.0,17333.0,12460.0,13210.0,21369.0,18390.0,16490.0
5524,5804.0,4713.0,7608.0,4813.0,5778.0,4350.0,6045.0,3261.0
5525,7515.0,5852.0,7373.0,7682.0,8452.0,8607.0,8672.0,8038.0
5526,42146.0,36983.0,39356.0,26442.0,51955.0,34622.0,26855.0,94618.0
5527,199507.0,78373.0,81147.0,144205.0,157553.0,214056.0,188047.0,238977.0
5528,5963.0,5373.0,6616.0,4068.0,4807.0,7419.0,6143.0,4446.0
5529,86629.0,114186.0,187366.0,59353.0,356652.0,100277.0,126083.0,156271.0
5530,31047.0,40813.0,25995.0,30579.0,39906.0,27025.0,28864.0,19203.0
5531,11326.0,3043.0,14736.0,15426.0,8265.0,7354.0,6094.0,4480.0
5532,98103.0,109086.0,132589.0,140781.0,160783.0,112961.0,138117.0,144632.0
5533,6185.0,4140.0,5534.0,4104.0,5064.0,4379.0,5611.0,3688.0
5534,6559.0,6912.0,7150.0,7275.0,5609.0,7081.0,5383.0,4172.0
5535,5628.0,5416.0,7233.0,5084.0,7852.0,6344.0,9417.0,5586.0
5536,15218.0,13219.0,15953.0,18123.0,18389.0,17363.0,10359.0,15901.0
5537,8221.0,6504.0,9155.0,7835.0,7705.0,46861.0,24589.0,6877.0
5538,11010.0,10882.0,17047.0,12194.0,14291.0,9582.0,12158.0,7986.0
5539,37455.0,25470.0,44900.0,17222.0,27424.0,28437.0,73090.0,45555.0
5540,52743.0,40347.0,45556.0,33793.0,19262.0,31552.0,19206.0,18588.0
5541,90617.0,138304.0,103406.0,113206.0,118470.0,61089.0,71632.0,104001.0
5542,46869.0,36073.0,213987.0,118721.0,135183.0,43089.0,77840.0,69061.0
5543,7796.0,44970.0,98645.0,10009.0,21075.0,17918.0,19995.0,11774.0
5544,21075.0,16349.0,30590.0,28981.0,29840.0,38570.0,31519.0,32983.0
5545,6722.0,6512.0,5537.0,5910.0,6585.0,6808.0,4871.0,4992.0
5546,201093.0,92681.0,94116.0,104457.0,136641.0,71641.0,102442.0,152070.0
5547,20583.0,19910.0,22564.0,22456.0,26955.0,20614.0,18797.0,12200.0
5548,10108.0,9630.0,8979.0,6673.0,5898.0,6282.0,4389.0,4079.0
5549,35179.0,37421.0,29173.0,37256.0,45881.0,46381.0,50343.0,30958.0
5550,8274.0,11236.0,8745.0,9167.0,9676.0,8599.0,10374.0,6991.0
5551,7946.0,8571.0,8771.0,5256.0,6393.0,8988.0,9185.0,6661.0
5552,90499.0,119624.0,88233.0,47730.0,31080.0,70611.0,38134.0,53494.0
5553,5189.0,5320.0,5913.0,3818.0,4442.0,6717.0,4804.0,3237.0
5554,15606.0,28236.0,29707.0,18910.0,24279.0,21376.0,47479.0,13638.0
5555,482507.0,214833.0,125206.0,361318.0,35013.0,54508.0,235696.0,241675.0
5556,67520.0,28222.0,39471.0,75057.0,41444.0,47799.0,42625.0,71865.0
5557,11414.0,12049.0,17178.0,15817.0,16143.0,16587.0,16682.0,15366.0
5558,5605.0,5741.0,6156.0,5767.0,5457.0,6505.0,8440.0,4758.0
5559,5081.0,5690.0,5738.0,5235.0,5328.0,6130.0,6046.0,6332.0
5560,10414.0,10426.0,17879.0,11723.0,8862.0,15354.0,8643.0,5332.0
5561,62669.0,68535.0,82309.0,82612.0,63399.0,46382.0,64172.0,226673.0
5562,20490.0,22073.0,19772.0,21632.0,27869.0,47859.0,46307.0,39584.0
5563,15228.0,12049.0,12514.0,17055.0,16473.0,9233.0,15843.0,11092.0
5564,55105.0,74098.0,63817.0,89575.0,146713.0,264482.0,161490.0,217776.0
5565,107182.0,134154.0,103621.0,125893.0,121930.0,120302.0,107445.0,86899.0
5566,4874.0,3834.0,4641.0,6356.0,4332.0,7487.0,5273.0,9485.0
5567,5600.0,5758.0,6832.0,6539.0,5506.0,6601.0,7193.0,4778.0
5568,15732.0,10595.0,13319.0,11179.0,12117.0,15115.0,14499.0,11121.0
5569,8165.0,12167.0,10637.0,10233.0,10723.0,11198.0,10361.0,23364.0
5570,32444.0,47717.0,42864.0,31272.0,53754.0,72979.0,51321.0,39909.0
5571,9947.0,13096.0,20568.0,11076.0,16122.0,16460.0,16040.0,12310.0
5572,2410.0,3307.0,2629.0,1974.0,2673.0,2643.0,3197.0,2231.0
5573,61488.0,39170.0,44738.0,51084.0,65097.0,73223.0,65036.0,64591.0
5574,9606.0,14490.0,9859.0,9621.0,29467.0,13207.0,30659.0,29279.0
