Unnamed: 0,구매횟수,구매횟수.1,구매횟수.2,구매횟수.3,구매횟수.4,구매횟수.5,구매횟수.6,구매횟수.7,총구매액,총구매액.1,총구매액.2,총구매액.3,총구매액.4,총구매액.5,총구매액.6,총구매액.7,14_1구매경험,14_2구매경험,14_3구매경험,14_4구매경험,15_1구매경험,15_2구매경험,15_3구매경험,15_4구매경험,매출증감,증감확인
5102,165.0,149.0,131.0,217.0,289.0,216.0,192.0,169.0,2033705.0,2562353.0,1969558.0,2096059.0,2654129.0,2276665.0,2349571.0,1291252.0,유,유,유,유,유,유,유,유,7.2,증가
5103,104.0,64.0,115.0,94.0,75.0,136.0,155.0,113.0,3739736.0,1413827.0,2586787.0,1745781.0,2380259.0,4418315.0,2837355.0,3245552.0,유,유,유,유,유,유,유,유,-13.7,감소
5104,232.0,313.0,319.0,219.0,149.0,154.0,166.0,184.0,2336269.0,3041869.0,3502503.0,1982358.0,1551849.0,1642405.0,1667976.0,1629700.0,유,유,유,유,유,유,유,유,-16.7,감소
5105,96.0,47.0,89.0,80.0,66.0,97.0,59.0,67.0,3413282.0,2290327.0,3188001.0,2065211.0,3207239.0,6620090.0,4176691.0,4254007.0,유,유,유,유,유,유,유,유,10.1,증가
5106,121.0,116.0,115.0,154.0,84.0,69.0,91.0,95.0,4068005.0,4574544.0,2515060.0,3596609.0,1846807.0,1481867.0,2040763.0,2487875.0,유,유,유,유,유,유,유,유,-33.2,감소
5107,107.0,133.0,94.0,134.0,82.0,86.0,149.0,122.0,6929766.0,7037030.0,10022787.0,10754647.0,5487217.0,8723663.0,10704648.0,7742683.0,유,유,유,유,유,유,유,유,21.4,증가
5108,232.0,225.0,199.0,197.0,221.0,256.0,325.0,278.0,1686391.0,714537.0,956136.0,765570.0,1079725.0,1451980.0,1352643.0,1075006.0,유,유,유,유,유,유,유,유,-11.0,감소
5109,260.0,322.0,266.0,271.0,292.0,258.0,351.0,310.0,2277031.0,2112129.0,3036297.0,1518976.0,2494880.0,2174684.0,3597234.0,1572326.0,유,유,유,유,유,유,유,유,22.5,증가
5110,300.0,267.0,256.0,220.0,270.0,317.0,261.0,216.0,1770688.0,1651520.0,1666042.0,1525493.0,2432131.0,2462505.0,2732304.0,1515669.0,유,유,유,유,유,유,유,유,21.4,증가
5111,388.0,438.0,420.0,466.0,496.0,529.0,472.0,455.0,39147055.0,14282730.0,10429499.0,9307342.0,8911525.0,7587852.0,7804033.0,17109252.0,유,유,유,유,유,유,유,유,-66.8,감소
5112,224.0,159.0,251.0,299.0,320.0,437.0,414.0,305.0,2096779.0,1197175.0,2044343.0,2072617.0,2226267.0,3154333.0,2832351.0,1332415.0,유,유,유,유,유,유,유,유,14.9,증가
5113,187.0,261.0,232.0,217.0,191.0,186.0,143.0,162.0,5530442.0,6620799.0,5106765.0,3932710.0,7413144.0,7573889.0,10868801.0,5118939.0,유,유,유,유,유,유,유,유,32.6,증가
5114,99.0,174.0,147.0,103.0,102.0,134.0,112.0,130.0,3894608.0,4965220.0,4216409.0,1786878.0,3644901.0,6007388.0,4398573.0,6731051.0,유,유,유,유,유,유,유,유,6.1,증가
5115,60.0,85.0,86.0,84.0,164.0,151.0,144.0,214.0,4601584.0,6047309.0,5702081.0,6046016.0,4689994.0,5954169.0,5710227.0,4830232.0,유,유,유,유,유,유,유,유,10.8,증가
5116,153.0,152.0,98.0,87.0,120.0,141.0,130.0,102.0,1422761.0,2102888.0,869704.0,857795.0,1344980.0,1246030.0,1415990.0,1203193.0,유,유,유,유,유,유,유,유,-0.2,감소
5117,264.0,295.0,215.0,212.0,192.0,317.0,279.0,227.0,967348.0,2105969.0,981306.0,1534478.0,1291904.0,1130991.0,1173570.0,719812.0,유,유,유,유,유,유,유,유,9.6,증가
5118,189.0,134.0,125.0,131.0,134.0,75.0,98.0,115.0,937850.0,1081211.0,1168559.0,1133230.0,1705074.0,610480.0,894195.0,773274.0,유,유,유,유,유,유,유,유,-2.4,감소
5119,205.0,317.0,161.0,199.0,210.0,173.0,221.0,196.0,1211742.0,1903485.0,1086318.0,1085312.0,921702.0,922585.0,1181686.0,747014.0,유,유,유,유,유,유,유,유,-1.3,감소
5120,106.0,171.0,124.0,137.0,204.0,213.0,71.0,5.0,10307027.0,8951342.0,7529603.0,4205551.0,3704707.0,3270712.0,3024821.0,323737.0,유,유,유,유,유,유,유,유,-54.6,감소
5121,597.0,532.0,432.0,505.0,608.0,586.0,577.0,501.0,7073049.0,3718869.0,4214249.0,3884820.0,4468285.0,4200770.0,3994964.0,3210073.0,유,유,유,유,유,유,유,유,-27.8,감소
5122,244.0,294.0,356.0,263.0,174.0,230.0,271.0,311.0,1015769.0,1159937.0,3060422.0,1119847.0,1306802.0,1184283.0,2243719.0,1711868.0,유,유,유,유,유,유,유,유,37.7,증가
5123,270.0,226.0,200.0,188.0,190.0,217.0,202.0,209.0,2054509.0,2007459.0,1508788.0,1008850.0,1537958.0,1314754.0,1562884.0,1148492.0,유,유,유,유,유,유,유,유,-13.6,감소
5124,99.0,125.0,81.0,97.0,69.0,57.0,132.0,89.0,13952315.0,10564573.0,5006881.0,7931834.0,6570158.0,4842537.0,10503686.0,4622246.0,유,유,유,유,유,유,유,유,-14.1,감소
5125,238.0,287.0,334.0,303.0,337.0,417.0,395.0,288.0,1294519.0,1847989.0,2090965.0,1785085.0,2100124.0,2894454.0,2947827.0,1477245.0,유,유,유,유,유,유,유,유,39.0,증가
5126,252.0,276.0,213.0,307.0,342.0,278.0,245.0,224.0,2516088.0,2514571.0,2447690.0,2668327.0,2820364.0,3020506.0,2661555.0,1854804.0,유,유,유,유,유,유,유,유,2.8,증가
5127,81.0,64.0,99.0,89.0,68.0,63.0,75.0,106.0,3987981.0,4868384.0,6612162.0,9399406.0,9939724.0,6504157.0,9466521.0,8950146.0,유,유,유,유,유,유,유,유,40.7,증가
5128,296.0,295.0,313.0,270.0,262.0,340.0,301.0,272.0,1374425.0,1653263.0,1907928.0,6890476.0,1795474.0,2193433.0,2100005.0,1790384.0,유,유,유,유,유,유,유,유,20.9,증가
5129,205.0,283.0,257.0,296.0,335.0,310.0,374.0,192.0,1290956.0,1406071.0,2077816.0,3736692.0,1931183.0,3150261.0,2648542.0,1744958.0,유,유,유,유,유,유,유,유,34.5,증가
5130,299.0,435.0,473.0,298.0,374.0,273.0,354.0,269.0,2955642.0,3974274.0,5944797.0,2065040.0,2889068.0,2215123.0,3351726.0,1413995.0,유,유,유,유,유,유,유,유,6.3,증가
5131,351.0,254.0,258.0,256.0,348.0,223.0,247.0,154.0,1458763.0,1059395.0,871401.0,734700.0,1535548.0,826897.0,925803.0,552003.0,유,유,유,유,유,유,유,유,-22.4,감소
5132,147.0,143.0,112.0,91.0,162.0,198.0,202.0,131.0,9202709.0,8428188.0,13080885.0,3812186.0,5657499.0,8520111.0,14147894.0,5852547.0,유,유,유,유,유,유,유,유,21.2,증가
5133,398.0,493.0,351.0,379.0,389.0,391.0,310.0,372.0,2340057.0,3262671.0,3157792.0,2904297.0,3446513.0,3294432.0,2817730.0,7529320.0,유,유,유,유,유,유,유,유,9.3,증가
5134,275.0,428.0,413.0,349.0,303.0,404.0,388.0,324.0,1200406.0,2570734.0,2332567.0,1903778.0,2051821.0,2014770.0,1934639.0,2964814.0,유,유,유,유,유,유,유,유,23.4,증가
5135,182.0,214.0,188.0,231.0,203.0,215.0,93.0,92.0,1281801.0,1672951.0,1793739.0,1986684.0,1127161.0,1642356.0,784877.0,867772.0,유,유,유,유,유,유,유,유,-24.0,감소
5136,337.0,189.0,136.0,116.0,162.0,190.0,214.0,217.0,6890944.0,3590200.0,2109873.0,1285560.0,3730896.0,2537316.0,5889895.0,5320185.0,유,유,유,유,유,유,유,유,-7.8,감소
5137,10.0,30.0,212.0,265.0,266.0,396.0,321.0,259.0,41124.0,170500.0,1836528.0,2165082.0,2683781.0,3538651.0,3796860.0,2852011.0,유,유,유,유,유,유,유,유,97.9,증가
5138,72.0,341.0,224.0,222.0,350.0,322.0,387.0,190.0,453877.0,1527035.0,1381284.0,1039884.0,2183353.0,3180080.0,2043666.0,1155294.0,유,유,유,유,유,유,유,유,63.7,증가
5139,105.0,109.0,115.0,124.0,96.0,137.0,171.0,111.0,1382846.0,2096980.0,1170187.0,2589633.0,2331498.0,1979491.0,2738581.0,1661236.0,유,유,유,유,유,유,유,유,32.9,증가
5140,239.0,211.0,270.0,219.0,299.0,251.0,360.0,311.0,525194.0,568079.0,744033.0,579414.0,880948.0,632011.0,1158264.0,585730.0,유,유,유,유,유,유,유,유,37.6,증가
5141,247.0,261.0,320.0,308.0,355.0,380.0,270.0,276.0,1644799.0,1671452.0,2105198.0,1565949.0,1878482.0,2047443.0,1778646.0,1416151.0,유,유,유,유,유,유,유,유,3.9,증가
5142,90.0,82.0,77.0,58.0,120.0,128.0,153.0,96.0,13622097.0,13345191.0,17134288.0,3977065.0,11210270.0,13632203.0,10089782.0,11147328.0,유,유,유,유,유,유,유,유,-14.9,감소
5143,131.0,150.0,163.0,167.0,115.0,62.0,42.0,57.0,4374155.0,6169600.0,4296277.0,6362222.0,7507439.0,6609996.0,4419390.0,2719642.0,유,유,유,유,유,유,유,유,0.5,증가
5144,57.0,83.0,54.0,52.0,86.0,66.0,77.0,84.0,9852914.0,13071461.0,51157847.0,7009783.0,10794098.0,10314452.0,11956943.0,20488547.0,유,유,유,유,유,유,유,유,9.6,증가
5145,137.0,148.0,183.0,146.0,231.0,217.0,130.0,101.0,1166383.0,591504.0,1062450.0,600815.0,932658.0,1034208.0,546168.0,380571.0,유,유,유,유,유,유,유,유,-36.2,감소
5146,87.0,134.0,89.0,112.0,85.0,92.0,94.0,85.0,10785616.0,12946162.0,7245555.0,27869149.0,6456747.0,12254847.0,16714991.0,8361650.0,유,유,유,유,유,유,유,유,21.6,증가
5147,347.0,457.0,485.0,337.0,261.0,162.0,192.0,171.0,1929650.0,2947603.0,3864662.0,1674089.0,1666498.0,691600.0,1005845.0,575739.0,유,유,유,유,유,유,유,유,-31.5,감소
5148,214.0,219.0,102.0,253.0,397.0,284.0,240.0,331.0,4086721.0,4180389.0,7982219.0,6855509.0,6040157.0,7075861.0,8535221.0,4847993.0,유,유,유,유,유,유,유,유,35.2,증가
5149,238.0,264.0,243.0,201.0,256.0,413.0,423.0,342.0,1077022.0,1340101.0,1089317.0,566949.0,937384.0,1817036.0,2017295.0,1285217.0,유,유,유,유,유,유,유,유,30.4,증가
5150,98.0,126.0,154.0,154.0,199.0,129.0,175.0,142.0,6416781.0,7591489.0,4602590.0,6040763.0,3992026.0,3577015.0,8554609.0,3805353.0,유,유,유,유,유,유,유,유,14.3,증가
5151,115.0,140.0,129.0,155.0,190.0,199.0,120.0,113.0,2322194.0,3057397.0,1680442.0,2965920.0,3161035.0,3491163.0,1344746.0,2067837.0,유,유,유,유,유,유,유,유,-26.7,감소
5152,520.0,457.0,456.0,468.0,487.0,499.0,488.0,424.0,3347170.0,3054990.0,3025628.0,2672006.0,4533831.0,2352715.0,2992466.0,3350303.0,유,유,유,유,유,유,유,유,-5.6,감소
5153,107.0,76.0,125.0,179.0,189.0,241.0,347.0,295.0,891967.0,2713064.0,1453055.0,1796810.0,2137173.0,1951545.0,2501753.0,1752014.0,유,유,유,유,유,유,유,유,47.4,증가
5154,305.0,231.0,222.0,161.0,286.0,363.0,339.0,195.0,1554941.0,1361478.0,1511374.0,811879.0,1699577.0,2339854.0,2284546.0,1206890.0,유,유,유,유,유,유,유,유,19.0,증가
5155,169.0,148.0,126.0,71.0,42.0,62.0,77.0,111.0,6807328.0,13686470.0,14514682.0,33823077.0,12167471.0,8082874.0,3082569.0,7603790.0,유,유,유,유,유,유,유,유,-37.7,감소
5156,223.0,324.0,296.0,303.0,402.0,363.0,249.0,224.0,4238294.0,2886133.0,2779162.0,2427514.0,3219137.0,3315863.0,3810174.0,1280553.0,유,유,유,유,유,유,유,유,-5.3,감소
5157,226.0,396.0,314.0,274.0,274.0,371.0,292.0,263.0,938047.0,1919150.0,2025222.0,1334658.0,1381981.0,1993151.0,1816374.0,1314818.0,유,유,유,유,유,유,유,유,31.9,증가
5158,44.0,39.0,125.0,113.0,214.0,129.0,119.0,157.0,2059695.0,2388000.0,7107463.0,10507861.0,16770710.0,13086081.0,24814737.0,13538654.0,유,유,유,유,유,유,유,유,84.7,증가
5159,97.0,146.0,111.0,119.0,86.0,62.0,139.0,152.0,5754184.0,12312798.0,7121395.0,6587964.0,7294517.0,2817080.0,5117573.0,9007178.0,유,유,유,유,유,유,유,유,-5.9,감소
5160,199.0,180.0,311.0,262.0,238.0,311.0,302.0,216.0,2324904.0,2619270.0,3488948.0,3251865.0,3161762.0,3147111.0,3705320.0,2473304.0,유,유,유,유,유,유,유,유,22.9,증가
5161,70.0,54.0,102.0,97.0,69.0,144.0,136.0,128.0,1702802.0,1082705.0,2770092.0,2051036.0,1451288.0,2475137.0,2934233.0,1331565.0,유,유,유,유,유,유,유,유,26.6,증가
5162,114.0,116.0,194.0,108.0,203.0,151.0,211.0,158.0,922419.0,758891.0,1532114.0,1400280.0,2196577.0,978884.0,1456349.0,1180097.0,유,유,유,유,유,유,유,유,22.4,증가
5163,101.0,141.0,195.0,182.0,122.0,117.0,133.0,122.0,424161.0,633170.0,1068486.0,698506.0,696746.0,767137.0,707588.0,387524.0,유,유,유,유,유,유,유,유,25.0,증가
5164,188.0,275.0,214.0,203.0,251.0,234.0,239.0,89.0,1284520.0,1975072.0,1561298.0,1064654.0,1724778.0,1733720.0,2328962.0,692444.0,유,유,유,유,유,유,유,유,28.9,증가
5165,119.0,95.0,115.0,75.0,34.0,52.0,104.0,104.0,23667560.0,15152752.0,15203173.0,6058811.0,1158751.0,5223189.0,12887208.0,13228722.0,유,유,유,유,유,유,유,유,-29.5,감소
5166,106.0,113.0,128.0,156.0,84.0,90.0,101.0,226.0,17248350.0,9307148.0,23791947.0,16771890.0,20610656.0,15140912.0,15027507.0,5623272.0,유,유,유,유,유,유,유,유,-6.9,감소
5167,138.0,163.0,167.0,193.0,191.0,223.0,135.0,137.0,6689766.0,7325302.0,16011787.0,5864179.0,8638781.0,6411333.0,6893391.0,5213511.0,유,유,유,유,유,유,유,유,1.5,증가
5168,37.0,27.0,27.0,131.0,185.0,276.0,122.0,240.0,551416.0,2983613.0,564180.0,1237285.0,2150877.0,3062425.0,1546131.0,1327056.0,유,유,유,유,유,유,유,유,47.4,증가
5169,90.0,101.0,111.0,34.0,42.0,62.0,71.0,90.0,895763.0,1753009.0,2237747.0,589233.0,640020.0,1167260.0,748979.0,493971.0,유,유,유,유,유,유,유,유,-8.9,감소
5170,389.0,324.0,378.0,341.0,364.0,307.0,365.0,372.0,1587563.0,1291448.0,1797713.0,1345221.0,1868331.0,1987971.0,2094744.0,1373433.0,유,유,유,유,유,유,유,유,13.8,증가
5171,122.0,142.0,107.0,104.0,98.0,59.0,103.0,120.0,2676943.0,3728276.0,2613206.0,4870898.0,2211052.0,1857368.0,2461952.0,3452810.0,유,유,유,유,유,유,유,유,-4.2,감소
5172,197.0,210.0,202.0,168.0,184.0,144.0,164.0,181.0,12645616.0,12028894.0,9054832.0,12097884.0,15295746.0,23713560.0,19075523.0,16466477.0,유,유,유,유,유,유,유,유,20.3,증가
5173,144.0,173.0,201.0,166.0,165.0,139.0,171.0,213.0,2756151.0,3000953.0,2544553.0,3055219.0,1660137.0,2149050.0,2464206.0,1841225.0,유,유,유,유,유,유,유,유,-5.6,감소
5174,186.0,157.0,112.0,220.0,240.0,181.0,149.0,87.0,2276312.0,3394833.0,2384725.0,4359407.0,3839283.0,3705044.0,2572752.0,3483493.0,유,유,유,유,유,유,유,유,6.1,증가
5175,408.0,372.0,386.0,405.0,372.0,492.0,447.0,447.0,2103307.0,1761047.0,1961344.0,1622158.0,2105308.0,2748357.0,2807918.0,1637039.0,유,유,유,유,유,유,유,유,14.3,증가
5176,164.0,112.0,92.0,100.0,140.0,89.0,113.0,92.0,5473835.0,2986540.0,1746570.0,1971640.0,2959267.0,1229741.0,1885437.0,1272595.0,유,유,유,유,유,유,유,유,-48.8,감소
5177,45.0,82.0,118.0,85.0,96.0,126.0,108.0,130.0,753050.0,4822986.0,5446966.0,4079948.0,3860600.0,6958235.0,6669597.0,8331000.0,유,유,유,유,유,유,유,유,79.7,증가
5178,101.0,100.0,97.0,115.0,44.0,126.0,93.0,117.0,774628.0,1975701.0,945759.0,1910776.0,402076.0,2005802.0,1343325.0,1814982.0,유,유,유,유,유,유,유,유,26.9,증가
5179,129.0,195.0,182.0,209.0,222.0,199.0,165.0,153.0,320581.0,581889.0,492501.0,520980.0,715642.0,717577.0,654848.0,430489.0,유,유,유,유,유,유,유,유,34.3,증가
5180,286.0,224.0,252.0,243.0,275.0,356.0,336.0,288.0,1877162.0,1664540.0,2183595.0,1180589.0,1680792.0,1893615.0,2671123.0,1848786.0,유,유,유,유,유,유,유,유,17.5,증가
5181,100.0,97.0,29.0,107.0,132.0,125.0,94.0,75.0,3556427.0,5096663.0,871250.0,6097028.0,7027052.0,5576764.0,5711414.0,2689915.0,유,유,유,유,유,유,유,유,23.3,증가
5182,27.0,86.0,119.0,113.0,149.0,205.0,128.0,164.0,982334.0,3332394.0,2895859.0,2507694.0,2634395.0,8189910.0,1942133.0,3056466.0,유,유,유,유,유,유,유,유,32.8,증가
5183,204.0,210.0,175.0,203.0,242.0,175.0,276.0,218.0,1523943.0,1694957.0,1465022.0,1758602.0,1860024.0,1661415.0,2066707.0,1565892.0,유,유,유,유,유,유,유,유,15.1,증가
5184,92.0,85.0,100.0,101.0,92.0,89.0,103.0,106.0,24252677.0,6732733.0,5715217.0,9813268.0,5804234.0,5797768.0,6715759.0,7803365.0,유,유,유,유,유,유,유,유,-56.6,감소
5185,166.0,155.0,223.0,186.0,198.0,252.0,360.0,265.0,664858.0,808395.0,1114751.0,710403.0,921158.0,1235317.0,1674345.0,1002662.0,유,유,유,유,유,유,유,유,43.2,증가
5186,203.0,318.0,379.0,342.0,432.0,348.0,387.0,286.0,1600633.0,2471388.0,3074628.0,2125778.0,3085596.0,2773977.0,3138386.0,2199353.0,유,유,유,유,유,유,유,유,32.4,증가
5187,74.0,67.0,85.0,67.0,78.0,144.0,70.0,151.0,2785312.0,5874566.0,4529288.0,3786445.0,5299287.0,8543282.0,4904745.0,6135445.0,유,유,유,유,유,유,유,유,27.6,증가
5188,167.0,153.0,125.0,163.0,162.0,192.0,171.0,164.0,1048575.0,779025.0,763209.0,923003.0,1013716.0,1194417.0,1213687.0,1322219.0,유,유,유,유,유,유,유,유,7.3,증가
5189,157.0,123.0,111.0,146.0,148.0,149.0,123.0,169.0,4044589.0,7699797.0,7152417.0,3201209.0,7758671.0,4138761.0,3015544.0,2073954.0,유,유,유,유,유,유,유,유,-14.6,감소
5190,206.0,243.0,202.0,194.0,306.0,255.0,283.0,216.0,962270.0,1078050.0,1093531.0,1120266.0,1411193.0,1160424.0,1370699.0,730609.0,유,유,유,유,유,유,유,유,17.5,증가
5191,566.0,254.0,439.0,462.0,416.0,498.0,327.0,366.0,3198710.0,1337951.0,2513476.0,2307068.0,3171970.0,2524946.0,2714185.0,1388216.0,유,유,유,유,유,유,유,유,-8.2,감소
5192,129.0,189.0,200.0,199.0,213.0,207.0,211.0,205.0,524424.0,748419.0,1049861.0,703828.0,785289.0,937502.0,922076.0,749045.0,유,유,유,유,유,유,유,유,27.5,증가
5193,122.0,199.0,162.0,190.0,186.0,277.0,241.0,216.0,1000989.0,2375171.0,1531141.0,1236687.0,1495887.0,3002576.0,2597528.0,2070170.0,유,유,유,유,유,유,유,유,44.4,증가
5194,73.0,98.0,89.0,184.0,162.0,201.0,240.0,230.0,12923185.0,6635491.0,2121859.0,25997326.0,3724646.0,7643753.0,7078004.0,8023051.0,유,유,유,유,유,유,유,유,-29.2,감소
5195,144.0,181.0,207.0,207.0,170.0,253.0,230.0,207.0,4228584.0,6493159.0,6483549.0,18297709.0,7125836.0,6406833.0,12891909.0,9307698.0,유,유,유,유,유,유,유,유,50.6,증가
5196,68.0,125.0,130.0,108.0,111.0,150.0,136.0,119.0,1924396.0,3286024.0,2904692.0,3733500.0,3761665.0,5874656.0,4811758.0,2359736.0,유,유,유,유,유,유,유,유,42.9,증가
5197,32.0,41.0,122.0,143.0,141.0,112.0,110.0,78.0,130053.0,258996.0,1191898.0,1460250.0,1281199.0,940518.0,1187516.0,1106383.0,유,유,유,유,유,유,유,유,80.3,증가
5198,155.0,191.0,208.0,205.0,218.0,229.0,177.0,147.0,1013446.0,1424455.0,2075318.0,1388764.0,1847894.0,2497363.0,1925595.0,1435057.0,유,유,유,유,유,유,유,유,31.0,증가
5200,124.0,113.0,92.0,117.0,103.0,125.0,122.0,99.0,3059754.0,1701092.0,2194400.0,2921086.0,2200435.0,1752253.0,2314892.0,2883452.0,유,유,유,유,유,유,유,유,-13.9,감소
5201,431.0,440.0,461.0,440.0,298.0,142.0,147.0,98.0,2359107.0,2028106.0,3000887.0,2431467.0,1662606.0,949179.0,1302724.0,550974.0,유,유,유,유,유,유,유,유,-28.8,감소
5202,293.0,191.0,128.0,99.0,83.0,35.0,40.0,44.0,34516657.0,35051378.0,31890781.0,35997370.0,23262399.0,22808585.0,20368243.0,32091797.0,유,유,유,유,유,유,유,유,-25.8,감소
5203,144.0,153.0,137.0,176.0,142.0,125.0,98.0,142.0,16773988.0,15510865.0,10086297.0,15730731.0,9727548.0,7730624.0,6413436.0,11147937.0,유,유,유,유,유,유,유,유,-44.7,감소
5204,195.0,196.0,235.0,196.0,174.0,255.0,274.0,210.0,1325904.0,1614333.0,5528772.0,1899958.0,1359495.0,1992570.0,2618167.0,1787845.0,유,유,유,유,유,유,유,유,32.8,증가
5205,207.0,212.0,145.0,88.0,25.0,164.0,112.0,10.0,20189691.0,16823636.0,11308894.0,8006990.0,450529.0,9585005.0,4793801.0,211923.0,유,유,유,유,유,유,유,유,-61.6,감소
5206,212.0,308.0,258.0,205.0,289.0,337.0,348.0,305.0,2498780.0,2075776.0,1883289.0,991874.0,3021595.0,3575394.0,2790301.0,1912679.0,유,유,유,유,유,유,유,유,5.5,증가
5207,92.0,89.0,103.0,157.0,140.0,144.0,131.0,123.0,2642628.0,6852930.0,8107010.0,10093314.0,6841946.0,9232198.0,6340758.0,5560858.0,유,유,유,유,유,유,유,유,41.2,증가
5208,140.0,173.0,108.0,139.0,40.0,2.0,1.0,5.0,4953088.0,5634360.0,3812339.0,5180870.0,1811283.0,81069.0,353748.0,1058609.0,유,유,유,유,유,유,유,유,-86.7,감소
5209,80.0,129.0,230.0,336.0,232.0,264.0,348.0,324.0,4087942.0,2716015.0,4809213.0,4921306.0,5941717.0,6024979.0,4685406.0,4026894.0,유,유,유,유,유,유,유,유,6.8,증가
5210,59.0,89.0,74.0,90.0,83.0,127.0,81.0,98.0,2923608.0,1549006.0,3218841.0,3832128.0,2800337.0,5845457.0,3008816.0,5116695.0,유,유,유,유,유,유,유,유,1.4,증가
5211,146.0,107.0,100.0,71.0,71.0,116.0,85.0,108.0,12198738.0,10739321.0,7894175.0,5668229.0,3964447.0,7071489.0,5578312.0,7454430.0,유,유,유,유,유,유,유,유,-37.2,감소
5212,200.0,266.0,278.0,325.0,250.0,253.0,261.0,234.0,2033478.0,1158898.0,1554220.0,2043985.0,1476764.0,1539122.0,1568824.0,1097344.0,유,유,유,유,유,유,유,유,-12.9,감소
5213,69.0,112.0,85.0,149.0,102.0,192.0,139.0,134.0,11290690.0,6945169.0,11893652.0,5967802.0,5828391.0,11987265.0,13106339.0,6214171.0,유,유,유,유,유,유,유,유,7.4,증가
5214,21.0,215.0,233.0,145.0,32.0,235.0,218.0,225.0,118444.0,2276442.0,2126917.0,983072.0,163827.0,1914820.0,2167365.0,1577977.0,유,유,유,유,유,유,유,유,89.6,증가
5215,170.0,203.0,222.0,255.0,240.0,238.0,228.0,197.0,4841494.0,5687270.0,7529283.0,7605821.0,7483447.0,10261926.0,7914653.0,4305681.0,유,유,유,유,유,유,유,유,24.1,증가
5216,135.0,222.0,200.0,206.0,259.0,228.0,259.0,203.0,1430020.0,1852929.0,1587798.0,1434548.0,2895297.0,2391068.0,2475199.0,1556175.0,유,유,유,유,유,유,유,유,26.8,증가
5217,102.0,147.0,110.0,50.0,49.0,105.0,96.0,70.0,8086701.0,14587814.0,18722548.0,17846176.0,12675304.0,11622468.0,7731000.0,3438908.0,유,유,유,유,유,유,유,유,-2.2,감소
5218,386.0,289.0,247.0,279.0,386.0,404.0,600.0,448.0,3458150.0,1608265.0,2399794.0,1543421.0,2731937.0,3231800.0,6098779.0,2932653.0,유,유,유,유,유,유,유,유,27.6,증가
5219,210.0,231.0,218.0,166.0,195.0,148.0,136.0,173.0,2766896.0,5082646.0,22487066.0,5927206.0,15445211.0,29261619.0,12328489.0,2777477.0,유,유,유,유,유,유,유,유,63.3,증가
5220,162.0,181.0,154.0,183.0,152.0,156.0,255.0,295.0,729819.0,1247839.0,1134976.0,2032889.0,975595.0,1050700.0,1832261.0,2036515.0,유,유,유,유,유,유,유,유,43.0,증가
5221,397.0,446.0,532.0,379.0,485.0,378.0,458.0,514.0,1814745.0,1785228.0,2580584.0,1921229.0,2331764.0,1689715.0,1998394.0,1511910.0,유,유,유,유,유,유,유,유,4.8,증가
5222,267.0,283.0,418.0,224.0,358.0,371.0,429.0,318.0,2107994.0,2078073.0,3491868.0,1164108.0,1671448.0,2201920.0,3055355.0,2287543.0,유,유,유,유,유,유,유,유,18.3,증가
5223,121.0,101.0,69.0,96.0,94.0,101.0,69.0,107.0,7513838.0,8323469.0,7090031.0,5279542.0,7036924.0,8316342.0,6452423.0,8554479.0,유,유,유,유,유,유,유,유,-7.6,감소
5224,273.0,287.0,359.0,249.0,267.0,322.0,270.0,328.0,6346877.0,12350445.0,11620932.0,13371183.0,10959109.0,7904655.0,15029151.0,9121027.0,유,유,유,유,유,유,유,유,40.6,증가
5225,80.0,96.0,111.0,90.0,64.0,101.0,8.0,10.0,4853864.0,10119587.0,7188927.0,9744137.0,17893369.0,11358123.0,36635.0,25000.0,유,유,유,유,유,유,유,유,-98.5,감소
5226,286.0,250.0,288.0,260.0,307.0,277.0,360.0,300.0,1740827.0,1750581.0,1665283.0,1648224.0,2090531.0,2029472.0,2668104.0,2062516.0,유,유,유,유,유,유,유,유,21.0,증가
5227,52.0,61.0,43.0,62.0,54.0,72.0,44.0,100.0,1934944.0,6385927.0,10452163.0,4117699.0,1827498.0,5095575.0,1527943.0,3734999.0,유,유,유,유,유,유,유,유,-11.8,감소
5228,62.0,55.0,119.0,110.0,236.0,150.0,242.0,183.0,1371790.0,714689.0,3683206.0,1805711.0,7587922.0,3895470.0,8978504.0,10192145.0,유,유,유,유,유,유,유,유,73.5,증가
5229,211.0,198.0,144.0,204.0,201.0,235.0,265.0,290.0,927115.0,1018499.0,799484.0,1216701.0,1145585.0,1175588.0,2699442.0,1329375.0,유,유,유,유,유,유,유,유,48.9,증가
5230,60.0,160.0,178.0,145.0,142.0,182.0,176.0,90.0,644546.0,1071954.0,1334432.0,1274966.0,891752.0,1429961.0,1237719.0,670864.0,유,유,유,유,유,유,유,유,31.5,증가
5231,176.0,163.0,160.0,174.0,110.0,148.0,203.0,207.0,846501.0,744375.0,877615.0,837245.0,687988.0,1711231.0,1830889.0,1057182.0,유,유,유,유,유,유,유,유,36.8,증가
5232,55.0,139.0,135.0,141.0,101.0,91.0,111.0,71.0,3856327.0,2967096.0,3708312.0,3826575.0,3620887.0,2298429.0,5305321.0,1260994.0,유,유,유,유,유,유,유,유,15.8,증가
