,°í°´¹øÈ£,A_±¸¸ÅÈ½¼ö,B_±¸¸ÅÈ½¼ö,C_±¸¸ÅÈ½¼ö,D_±¸¸ÅÈ½¼ö,A_ÃÑ±¸¸Å¾×,B_ÃÑ±¸¸Å¾×,C_ÃÑ±¸¸Å¾×,D_ÃÑ±¸¸Å¾×
5830,14721.0,4.0,5.0,6.0,5.0,2.0,5.0,7.0,5.0
5831,2757.0,4.0,10.0,6.0,1.0,5.0,10.0,6.0,1.0
5832,8644.0,4.0,6.0,6.0,8.0,4.0,6.0,6.0,8.0
5833,17084.0,4.0,6.0,8.0,4.0,5.0,6.0,8.0,4.0
5834,5151.0,4.0,9.0,3.0,7.0,4.0,9.0,3.0,7.0
5835,5875.0,4.0,7.0,5.0,10.0,2.0,7.0,5.0,10.0
5836,11075.0,4.0,10.0,4.0,3.0,2.0,9.0,4.0,3.0
5837,4970.0,4.0,6.0,4.0,7.0,2.0,7.0,4.0,7.0
5838,5317.0,4.0,7.0,3.0,7.0,1.0,8.0,3.0,7.0
5839,532.0,4.0,7.0,7.0,2.0,1.0,6.0,8.0,2.0
5840,18916.0,4.0,10.0,10.0,4.0,3.0,10.0,10.0,4.0
5841,18447.0,4.0,5.0,8.0,5.0,1.0,5.0,8.0,5.0
5842,4849.0,4.0,7.0,9.0,7.0,4.0,7.0,9.0,7.0
5843,8286.0,4.0,7.0,10.0,2.0,2.0,7.0,10.0,2.0
5844,6546.0,4.0,9.0,4.0,10.0,2.0,10.0,4.0,10.0
5845,3723.0,4.0,6.0,10.0,1.0,2.0,5.0,10.0,1.0
5846,6139.0,4.0,7.0,10.0,2.0,3.0,8.0,10.0,2.0
5847,2848.0,4.0,8.0,5.0,1.0,5.0,8.0,6.0,1.0
5848,4580.0,4.0,6.0,6.0,1.0,5.0,6.0,6.0,1.0
5849,7816.0,4.0,7.0,5.0,10.0,1.0,7.0,5.0,10.0
5850,9086.0,4.0,9.0,3.0,2.0,2.0,9.0,3.0,2.0
5851,7752.0,4.0,7.0,4.0,10.0,1.0,6.0,4.0,10.0
5852,15786.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0
5853,15655.0,4.0,5.0,4.0,6.0,3.0,5.0,5.0,6.0
5854,327.0,4.0,7.0,8.0,8.0,1.0,7.0,8.0,8.0
5855,16231.0,4.0,7.0,9.0,6.0,1.0,8.0,9.0,6.0
5856,217.0,4.0,7.0,9.0,7.0,5.0,7.0,8.0,7.0
5857,8806.0,4.0,5.0,5.0,8.0,5.0,6.0,5.0,8.0
5858,3807.0,4.0,8.0,6.0,2.0,1.0,7.0,6.0,2.0
5859,8199.0,4.0,6.0,5.0,9.0,4.0,6.0,5.0,9.0
5860,6459.0,4.0,5.0,7.0,10.0,4.0,6.0,8.0,10.0
5861,7381.0,4.0,9.0,3.0,10.0,1.0,8.0,4.0,10.0
5862,7275.0,4.0,5.0,10.0,2.0,1.0,4.0,10.0,2.0
5863,3364.0,4.0,10.0,3.0,2.0,3.0,10.0,3.0,1.0
5864,10990.0,4.0,6.0,9.0,3.0,3.0,7.0,7.0,3.0
5865,329.0,4.0,5.0,3.0,8.0,2.0,5.0,3.0,8.0
5866,14119.0,4.0,8.0,10.0,2.0,5.0,7.0,10.0,2.0
5867,1233.0,4.0,10.0,9.0,7.0,1.0,10.0,9.0,7.0
5868,13650.0,4.0,5.0,7.0,3.0,4.0,5.0,8.0,3.0
5869,14236.0,4.0,10.0,10.0,5.0,1.0,10.0,10.0,5.0
5870,6738.0,4.0,8.0,9.0,10.0,4.0,8.0,7.0,10.0
5871,1640.0,4.0,9.0,4.0,2.0,1.0,9.0,4.0,2.0
5872,17770.0,4.0,7.0,6.0,4.0,2.0,7.0,5.0,4.0
5873,11616.0,4.0,5.0,6.0,4.0,2.0,5.0,7.0,4.0
5874,3328.0,4.0,10.0,10.0,7.0,4.0,10.0,10.0,7.0
5875,16458.0,4.0,9.0,6.0,6.0,5.0,9.0,6.0,6.0
5876,2387.0,4.0,10.0,4.0,8.0,4.0,10.0,4.0,8.0
5877,9361.0,4.0,10.0,5.0,9.0,1.0,10.0,5.0,9.0
5878,11976.0,4.0,10.0,5.0,3.0,5.0,9.0,5.0,3.0
5879,7293.0,4.0,8.0,5.0,10.0,2.0,8.0,5.0,10.0
5880,2982.0,4.0,7.0,4.0,1.0,3.0,7.0,4.0,1.0
5881,7176.0,4.0,7.0,5.0,10.0,1.0,7.0,6.0,10.0
5882,17514.0,4.0,7.0,7.0,2.0,5.0,7.0,8.0,2.0
5883,13256.0,4.0,6.0,6.0,4.0,3.0,6.0,5.0,3.0
5884,17213.0,4.0,5.0,10.0,2.0,5.0,5.0,10.0,2.0
5885,15849.0,4.0,10.0,10.0,2.0,2.0,10.0,10.0,2.0
5886,937.0,4.0,5.0,6.0,7.0,1.0,5.0,6.0,7.0
5887,6102.0,4.0,9.0,6.0,9.0,3.0,9.0,6.0,9.0
5888,378.0,4.0,5.0,3.0,8.0,2.0,5.0,3.0,8.0
5889,12473.0,4.0,8.0,7.0,3.0,3.0,8.0,7.0,3.0
5890,11181.0,4.0,10.0,8.0,2.0,1.0,9.0,8.0,3.0
5891,16098.0,4.0,8.0,8.0,2.0,4.0,8.0,8.0,1.0
5892,2496.0,4.0,7.0,5.0,8.0,1.0,6.0,5.0,8.0
5893,11980.0,4.0,6.0,6.0,3.0,4.0,7.0,6.0,3.0
5894,7414.0,4.0,5.0,7.0,10.0,1.0,3.0,6.0,10.0
5895,16919.0,4.0,10.0,7.0,1.0,4.0,10.0,7.0,1.0
5896,15167.0,4.0,6.0,7.0,5.0,2.0,6.0,8.0,5.0
5897,11979.0,4.0,6.0,6.0,3.0,5.0,6.0,7.0,3.0
5898,8791.0,4.0,7.0,10.0,2.0,3.0,8.0,10.0,2.0
5899,9536.0,4.0,6.0,8.0,9.0,2.0,6.0,8.0,9.0
5900,6218.0,4.0,10.0,5.0,9.0,3.0,9.0,5.0,9.0
5901,10569.0,4.0,7.0,2.0,1.0,3.0,7.0,2.0,1.0
5902,8589.0,4.0,6.0,3.0,9.0,1.0,6.0,4.0,9.0
5903,7600.0,4.0,10.0,3.0,2.0,4.0,9.0,3.0,2.0
5904,7091.0,4.0,5.0,3.0,10.0,3.0,5.0,3.0,10.0
5905,11948.0,4.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0
5906,3083.0,4.0,4.0,10.0,1.0,3.0,4.0,10.0,1.0
5907,6266.0,4.0,6.0,3.0,9.0,3.0,6.0,3.0,9.0
5908,14735.0,4.0,6.0,4.0,5.0,2.0,6.0,4.0,5.0
5909,8744.0,4.0,6.0,5.0,8.0,1.0,6.0,5.0,8.0
5910,2119.0,4.0,9.0,4.0,1.0,2.0,9.0,5.0,1.0
5911,1284.0,4.0,5.0,9.0,7.0,1.0,5.0,9.0,7.0
5912,11585.0,4.0,8.0,6.0,4.0,4.0,9.0,6.0,4.0
5913,6177.0,4.0,7.0,3.0,10.0,4.0,7.0,3.0,10.0
5914,7547.0,4.0,6.0,9.0,10.0,3.0,5.0,9.0,10.0
5915,16761.0,4.0,10.0,10.0,1.0,5.0,10.0,10.0,2.0
5916,6782.0,4.0,3.0,7.0,2.0,4.0,3.0,3.0,2.0
5917,8924.0,4.0,10.0,7.0,8.0,2.0,10.0,7.0,8.0
5918,18965.0,4.0,9.0,5.0,5.0,3.0,9.0,5.0,5.0
5919,5224.0,4.0,9.0,2.0,7.0,1.0,9.0,2.0,7.0
5920,375.0,4.0,5.0,10.0,2.0,1.0,6.0,10.0,1.0
5921,814.0,4.0,6.0,4.0,7.0,1.0,6.0,4.0,7.0
5922,16739.0,4.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0
5923,4190.0,4.0,5.0,9.0,7.0,4.0,5.0,9.0,7.0
5924,869.0,4.0,6.0,4.0,7.0,4.0,8.0,5.0,7.0
5925,9081.0,4.0,7.0,7.0,9.0,2.0,7.0,6.0,9.0
5926,1793.0,4.0,9.0,7.0,8.0,4.0,9.0,6.0,8.0
5927,4133.0,4.0,5.0,10.0,7.0,1.0,5.0,10.0,7.0
5928,136.0,4.0,9.0,9.0,8.0,3.0,9.0,9.0,8.0
5929,11965.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
5930,7872.0,4.0,3.0,5.0,10.0,3.0,3.0,5.0,10.0
5931,15741.0,4.0,4.0,9.0,1.0,5.0,5.0,9.0,1.0
5932,1382.0,4.0,6.0,3.0,8.0,2.0,6.0,3.0,8.0
5933,9481.0,4.0,5.0,9.0,2.0,1.0,5.0,8.0,2.0
5934,14147.0,4.0,7.0,10.0,5.0,2.0,8.0,10.0,5.0
5935,12180.0,4.0,8.0,5.0,4.0,5.0,8.0,5.0,3.0
5936,1941.0,4.0,7.0,3.0,8.0,2.0,8.0,3.0,8.0
5937,8209.0,4.0,4.0,3.0,9.0,1.0,2.0,3.0,9.0
5938,11943.0,4.0,5.0,6.0,4.0,1.0,4.0,5.0,4.0
5939,18866.0,4.0,6.0,7.0,4.0,5.0,7.0,7.0,4.0
5940,2276.0,4.0,5.0,8.0,8.0,3.0,5.0,9.0,8.0
5941,9051.0,4.0,10.0,3.0,9.0,1.0,9.0,3.0,9.0
5942,7908.0,4.0,9.0,6.0,10.0,1.0,8.0,6.0,10.0
5943,11095.0,4.0,7.0,5.0,3.0,2.0,7.0,5.0,3.0
5944,15767.0,4.0,6.0,10.0,1.0,4.0,6.0,10.0,1.0
5945,15737.0,4.0,10.0,9.0,2.0,4.0,10.0,9.0,2.0
5946,968.0,4.0,5.0,8.0,7.0,5.0,5.0,8.0,7.0
5947,18448.0,4.0,9.0,9.0,5.0,3.0,9.0,10.0,5.0
5948,7154.0,4.0,5.0,4.0,2.0,2.0,5.0,3.0,2.0
5949,7194.0,4.0,5.0,4.0,10.0,4.0,5.0,4.0,10.0
5950,13953.0,4.0,10.0,10.0,3.0,5.0,10.0,10.0,3.0
5951,8772.0,4.0,5.0,5.0,2.0,3.0,5.0,6.0,2.0
5952,19278.0,4.0,4.0,9.0,1.0,5.0,5.0,9.0,1.0
5953,5593.0,4.0,9.0,10.0,10.0,3.0,9.0,10.0,10.0
5954,8272.0,4.0,2.0,4.0,9.0,1.0,1.0,4.0,9.0
5955,13135.0,4.0,9.0,9.0,4.0,1.0,10.0,9.0,4.0
5956,5707.0,4.0,9.0,5.0,10.0,3.0,9.0,6.0,10.0
5957,9515.0,4.0,4.0,2.0,9.0,4.0,4.0,3.0,9.0
5958,1008.0,4.0,6.0,6.0,2.0,1.0,7.0,5.0,2.0
5959,9773.0,4.0,9.0,9.0,9.0,3.0,10.0,9.0,9.0
5960,9778.0,4.0,6.0,5.0,2.0,1.0,6.0,6.0,2.0
5961,12453.0,4.0,8.0,10.0,3.0,4.0,9.0,10.0,3.0
5962,8082.0,4.0,6.0,3.0,1.0,1.0,5.0,3.0,1.0
5963,14826.0,4.0,8.0,6.0,1.0,1.0,8.0,6.0,1.0
5964,6449.0,4.0,7.0,3.0,10.0,2.0,8.0,3.0,10.0
5965,12124.0,4.0,5.0,6.0,2.0,5.0,5.0,6.0,1.0
5966,8700.0,4.0,5.0,7.0,2.0,4.0,6.0,6.0,2.0
5967,8217.0,4.0,6.0,4.0,9.0,5.0,6.0,4.0,9.0
5968,13928.0,4.0,6.0,5.0,3.0,2.0,4.0,6.0,3.0
5969,159.0,4.0,7.0,7.0,8.0,1.0,7.0,6.0,8.0
5970,6343.0,4.0,10.0,7.0,9.0,4.0,9.0,7.0,9.0
5971,6833.0,4.0,7.0,9.0,1.0,1.0,7.0,10.0,1.0
5972,9059.0,4.0,5.0,10.0,1.0,4.0,5.0,10.0,1.0
5973,16894.0,4.0,7.0,7.0,4.0,5.0,7.0,6.0,4.0
5974,4016.0,4.0,10.0,10.0,6.0,2.0,10.0,10.0,6.0
5975,11800.0,4.0,5.0,7.0,3.0,3.0,5.0,8.0,4.0
5976,19191.0,4.0,10.0,8.0,5.0,2.0,10.0,9.0,5.0
5977,6501.0,4.0,4.0,8.0,10.0,3.0,4.0,8.0,10.0
5978,9688.0,4.0,10.0,7.0,9.0,3.0,10.0,7.0,9.0
5979,13794.0,4.0,5.0,6.0,3.0,3.0,5.0,7.0,3.0
5980,6125.0,4.0,6.0,4.0,10.0,1.0,6.0,4.0,10.0
5981,9171.0,4.0,8.0,7.0,8.0,4.0,7.0,7.0,8.0
5982,6429.0,4.0,6.0,4.0,10.0,5.0,6.0,4.0,10.0
5983,8439.0,4.0,4.0,10.0,2.0,3.0,5.0,10.0,2.0
5984,4743.0,4.0,7.0,8.0,7.0,2.0,7.0,8.0,7.0
5985,15311.0,4.0,6.0,4.0,5.0,1.0,5.0,4.0,5.0
5986,6287.0,4.0,9.0,9.0,2.0,1.0,9.0,9.0,2.0
5987,18570.0,4.0,10.0,10.0,5.0,2.0,9.0,10.0,5.0
5988,2708.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0
5989,13155.0,4.0,9.0,3.0,2.0,2.0,8.0,3.0,2.0
5990,1603.0,4.0,9.0,5.0,8.0,1.0,9.0,4.0,8.0
5991,11544.0,4.0,6.0,4.0,4.0,5.0,7.0,5.0,3.0
5992,14072.0,4.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0
5993,17558.0,4.0,10.0,9.0,4.0,3.0,10.0,9.0,4.0
5994,9296.0,4.0,7.0,8.0,9.0,4.0,6.0,8.0,9.0
5995,9547.0,4.0,6.0,10.0,9.0,4.0,7.0,10.0,9.0
5996,12003.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0
5997,6739.0,4.0,8.0,9.0,10.0,2.0,8.0,8.0,10.0
5998,3823.0,4.0,4.0,9.0,2.0,2.0,2.0,8.0,2.0
5999,4518.0,4.0,6.0,5.0,7.0,1.0,6.0,5.0,7.0
6000,12396.0,4.0,5.0,6.0,3.0,4.0,5.0,6.0,3.0
6001,7321.0,4.0,7.0,5.0,10.0,3.0,6.0,5.0,10.0
6002,12127.0,4.0,7.0,6.0,4.0,3.0,8.0,6.0,3.0
6003,8311.0,4.0,3.0,8.0,1.0,5.0,3.0,9.0,1.0
6004,9788.0,4.0,6.0,5.0,9.0,4.0,5.0,6.0,9.0
6005,4672.0,4.0,8.0,3.0,7.0,3.0,8.0,3.0,7.0
6006,6601.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,1.0
6007,12255.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0
6008,15776.0,4.0,4.0,3.0,6.0,2.0,4.0,3.0,6.0
6009,48.0,4.0,8.0,4.0,8.0,1.0,8.0,4.0,8.0
6010,10577.0,4.0,5.0,5.0,9.0,2.0,2.0,5.0,9.0
6011,8945.0,4.0,6.0,3.0,8.0,3.0,6.0,3.0,8.0
6012,2716.0,4.0,5.0,10.0,1.0,1.0,5.0,10.0,1.0
6013,10931.0,4.0,9.0,10.0,2.0,3.0,9.0,10.0,2.0
6014,1346.0,4.0,5.0,10.0,2.0,3.0,5.0,10.0,2.0
6015,9392.0,4.0,5.0,8.0,9.0,5.0,5.0,7.0,9.0
6016,17463.0,4.0,9.0,10.0,4.0,4.0,9.0,10.0,4.0
6017,5111.0,4.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0
6018,8322.0,4.0,7.0,9.0,9.0,4.0,7.0,9.0,9.0
6019,2391.0,4.0,8.0,10.0,8.0,4.0,9.0,10.0,8.0
6020,14054.0,4.0,7.0,7.0,5.0,2.0,7.0,7.0,5.0
6021,3747.0,4.0,4.0,10.0,1.0,3.0,4.0,10.0,1.0
6022,1745.0,4.0,4.0,5.0,8.0,1.0,4.0,5.0,8.0
6023,15927.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0
6024,9817.0,4.0,10.0,10.0,2.0,3.0,10.0,10.0,1.0
6025,19271.0,4.0,8.0,7.0,5.0,3.0,8.0,7.0,5.0
6026,2812.0,4.0,7.0,3.0,1.0,2.0,7.0,3.0,1.0
6027,6548.0,4.0,10.0,9.0,10.0,1.0,10.0,9.0,10.0
6028,8412.0,4.0,6.0,5.0,9.0,4.0,5.0,5.0,9.0
6029,8038.0,4.0,7.0,8.0,9.0,4.0,7.0,8.0,9.0
6030,17621.0,4.0,10.0,5.0,4.0,3.0,10.0,5.0,4.0
6031,2797.0,4.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0
6032,1295.0,4.0,10.0,8.0,7.0,1.0,10.0,7.0,7.0
6033,9075.0,4.0,6.0,9.0,9.0,2.0,6.0,9.0,9.0
6034,19324.0,4.0,10.0,9.0,5.0,3.0,10.0,9.0,5.0
6035,3414.0,4.0,4.0,9.0,6.0,3.0,4.0,9.0,6.0
6036,127.0,4.0,6.0,9.0,2.0,5.0,7.0,9.0,2.0
6037,10241.0,4.0,7.0,5.0,9.0,4.0,7.0,6.0,9.0
6038,4943.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0
6039,18760.0,4.0,9.0,9.0,5.0,5.0,8.0,9.0,5.0
6040,3117.0,4.0,9.0,3.0,2.0,5.0,9.0,4.0,2.0
6041,12914.0,4.0,7.0,9.0,4.0,3.0,6.0,7.0,4.0
6042,13797.0,4.0,7.0,10.0,3.0,3.0,7.0,10.0,3.0
6043,12584.0,4.0,9.0,3.0,3.0,4.0,9.0,4.0,3.0
6044,846.0,4.0,7.0,3.0,7.0,2.0,7.0,3.0,7.0
6045,652.0,4.0,8.0,4.0,7.0,2.0,7.0,4.0,7.0
6046,3963.0,4.0,7.0,9.0,6.0,2.0,6.0,9.0,6.0
6047,6852.0,4.0,7.0,7.0,10.0,3.0,7.0,8.0,10.0
6048,1739.0,4.0,8.0,5.0,8.0,2.0,4.0,5.0,8.0
6049,9543.0,4.0,7.0,4.0,9.0,3.0,7.0,5.0,9.0
6050,19006.0,4.0,6.0,9.0,1.0,3.0,7.0,10.0,1.0
6051,2278.0,4.0,6.0,8.0,8.0,2.0,5.0,7.0,8.0
6052,8360.0,4.0,7.0,10.0,9.0,2.0,7.0,10.0,9.0
6053,8870.0,4.0,5.0,10.0,1.0,3.0,4.0,10.0,2.0
6054,5285.0,4.0,10.0,10.0,7.0,3.0,10.0,10.0,7.0
6055,5484.0,4.0,9.0,9.0,10.0,1.0,8.0,9.0,10.0
6056,19130.0,4.0,10.0,10.0,5.0,3.0,10.0,10.0,5.0
6057,1222.0,4.0,7.0,5.0,7.0,1.0,5.0,5.0,7.0
6058,13813.0,4.0,10.0,10.0,3.0,1.0,10.0,10.0,3.0
6059,13611.0,4.0,8.0,9.0,1.0,5.0,9.0,9.0,1.0
6060,1451.0,4.0,7.0,7.0,8.0,3.0,6.0,8.0,8.0
6061,6773.0,4.0,8.0,9.0,2.0,4.0,8.0,8.0,1.0
6062,3654.0,4.0,6.0,6.0,6.0,1.0,6.0,5.0,6.0
6063,1144.0,4.0,5.0,4.0,1.0,2.0,5.0,4.0,1.0
6064,8150.0,4.0,5.0,6.0,1.0,3.0,5.0,6.0,1.0
6065,4098.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0,1.0
6066,16452.0,4.0,5.0,7.0,6.0,3.0,4.0,8.0,6.0
6067,12019.0,4.0,5.0,10.0,3.0,4.0,5.0,10.0,3.0
6068,7173.0,4.0,8.0,10.0,10.0,3.0,8.0,10.0,10.0
6069,10970.0,4.0,5.0,7.0,1.0,2.0,6.0,6.0,1.0
6070,4668.0,4.0,5.0,3.0,1.0,5.0,6.0,3.0,2.0
6071,16667.0,4.0,10.0,6.0,1.0,2.0,10.0,5.0,1.0
6072,16634.0,4.0,7.0,10.0,1.0,4.0,8.0,10.0,1.0
6073,422.0,4.0,7.0,9.0,8.0,4.0,7.0,8.0,8.0
6074,6051.0,4.0,9.0,10.0,1.0,3.0,9.0,10.0,1.0
6075,8706.0,4.0,6.0,5.0,8.0,2.0,5.0,5.0,8.0
6076,2478.0,4.0,7.0,6.0,1.0,4.0,7.0,7.0,1.0
6077,1279.0,4.0,5.0,7.0,7.0,3.0,5.0,6.0,7.0
6078,7.0,4.0,6.0,4.0,8.0,2.0,6.0,4.0,8.0
6079,13436.0,4.0,5.0,6.0,3.0,4.0,5.0,5.0,3.0
6080,10639.0,4.0,7.0,4.0,9.0,2.0,7.0,4.0,9.0
6081,4520.0,4.0,7.0,6.0,2.0,3.0,8.0,6.0,1.0
6082,16991.0,4.0,6.0,10.0,1.0,2.0,5.0,10.0,2.0
6083,13080.0,4.0,8.0,3.0,4.0,3.0,8.0,3.0,4.0
6084,8775.0,4.0,5.0,9.0,2.0,5.0,6.0,9.0,2.0
6085,3607.0,4.0,9.0,8.0,2.0,4.0,10.0,8.0,1.0
6086,2090.0,4.0,10.0,8.0,8.0,2.0,10.0,8.0,8.0
6087,13988.0,4.0,4.0,9.0,3.0,3.0,4.0,9.0,3.0
6088,13358.0,4.0,9.0,8.0,3.0,5.0,10.0,9.0,3.0
6089,8313.0,4.0,6.0,6.0,9.0,6.0,7.0,7.0,9.0
6090,5228.0,4.0,5.0,10.0,2.0,3.0,5.0,10.0,2.0
6091,3681.0,4.0,8.0,3.0,6.0,3.0,8.0,3.0,6.0
6092,9185.0,4.0,7.0,4.0,8.0,2.0,7.0,3.0,8.0
6093,9061.0,4.0,10.0,10.0,9.0,3.0,10.0,10.0,9.0
6094,9033.0,4.0,5.0,4.0,9.0,2.0,5.0,4.0,9.0
6095,9883.0,4.0,9.0,4.0,9.0,3.0,10.0,3.0,9.0
6096,7213.0,4.0,7.0,10.0,1.0,1.0,8.0,10.0,1.0
6097,293.0,4.0,4.0,9.0,8.0,4.0,4.0,9.0,8.0
6098,2428.0,4.0,6.0,3.0,8.0,5.0,6.0,3.0,8.0
6099,5438.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0
6100,3060.0,4.0,8.0,3.0,2.0,2.0,7.0,3.0,2.0
6101,3208.0,4.0,6.0,5.0,2.0,2.0,7.0,4.0,1.0
6102,3455.0,4.0,4.0,8.0,1.0,4.0,5.0,9.0,1.0
6103,2823.0,4.0,5.0,4.0,6.0,3.0,5.0,3.0,6.0
6104,12120.0,4.0,7.0,6.0,3.0,4.0,7.0,6.0,3.0
6105,7346.0,4.0,4.0,5.0,10.0,4.0,4.0,5.0,10.0
6106,9687.0,4.0,1.0,5.0,9.0,3.0,2.0,6.0,9.0
6107,6957.0,4.0,2.0,2.0,10.0,3.0,3.0,3.0,10.0
6108,1429.0,4.0,7.0,9.0,8.0,5.0,8.0,9.0,8.0
6109,11342.0,4.0,5.0,8.0,3.0,1.0,6.0,7.0,3.0
6110,6877.0,4.0,8.0,10.0,10.0,3.0,8.0,10.0,10.0
6111,5751.0,4.0,10.0,4.0,2.0,1.0,9.0,4.0,2.0
6112,12250.0,4.0,5.0,10.0,1.0,4.0,5.0,10.0,1.0
6113,9528.0,4.0,9.0,10.0,9.0,5.0,10.0,10.0,9.0
6114,9877.0,4.0,8.0,10.0,2.0,3.0,7.0,10.0,2.0
6115,7418.0,4.0,8.0,5.0,2.0,2.0,7.0,6.0,2.0
6116,6567.0,4.0,5.0,7.0,10.0,1.0,4.0,8.0,10.0
6117,9172.0,4.0,6.0,9.0,8.0,5.0,7.0,8.0,8.0
6118,12367.0,4.0,7.0,9.0,3.0,3.0,7.0,9.0,3.0
6119,6050.0,4.0,5.0,10.0,9.0,4.0,5.0,10.0,9.0
6120,16591.0,4.0,7.0,7.0,2.0,4.0,8.0,8.0,1.0
6121,2493.0,4.0,10.0,3.0,8.0,1.0,10.0,3.0,8.0
6122,404.0,4.0,5.0,7.0,8.0,2.0,5.0,6.0,8.0
6123,6144.0,4.0,10.0,8.0,10.0,2.0,7.0,3.0,10.0
6124,10438.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,1.0
6125,9487.0,4.0,7.0,9.0,9.0,4.0,7.0,8.0,9.0
6126,5708.0,4.0,6.0,4.0,10.0,2.0,5.0,4.0,10.0
6127,5144.0,4.0,9.0,5.0,7.0,1.0,8.0,5.0,7.0
6128,17390.0,4.0,10.0,10.0,2.0,6.0,10.0,10.0,2.0
6129,10340.0,4.0,8.0,9.0,9.0,3.0,7.0,7.0,9.0
6130,1628.0,4.0,5.0,7.0,2.0,1.0,5.0,8.0,1.0
6131,8716.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0
6132,5318.0,4.0,5.0,10.0,1.0,3.0,5.0,10.0,2.0
6133,7544.0,4.0,8.0,5.0,10.0,1.0,7.0,5.0,10.0
6134,15356.0,4.0,4.0,10.0,1.0,1.0,4.0,10.0,1.0
6135,17112.0,4.0,5.0,10.0,1.0,4.0,6.0,10.0,1.0
6136,6229.0,4.0,10.0,7.0,9.0,2.0,10.0,7.0,9.0
6137,6013.0,4.0,6.0,4.0,2.0,2.0,6.0,4.0,2.0
6138,5817.0,4.0,7.0,3.0,10.0,1.0,7.0,3.0,10.0
6139,6735.0,4.0,5.0,9.0,10.0,3.0,5.0,8.0,10.0
6140,4894.0,4.0,8.0,8.0,7.0,1.0,6.0,8.0,7.0
6141,8913.0,4.0,4.0,4.0,8.0,2.0,2.0,4.0,8.0
6142,7514.0,4.0,8.0,5.0,10.0,2.0,9.0,5.0,10.0
6143,12999.0,4.0,5.0,10.0,4.0,2.0,5.0,10.0,4.0
6144,5878.0,4.0,8.0,5.0,10.0,1.0,8.0,6.0,10.0
6145,7895.0,4.0,6.0,4.0,10.0,1.0,6.0,4.0,10.0
6146,11795.0,4.0,7.0,3.0,3.0,5.0,7.0,3.0,4.0
6147,8208.0,4.0,4.0,8.0,9.0,5.0,5.0,9.0,9.0
6148,5187.0,4.0,6.0,6.0,2.0,3.0,5.0,6.0,2.0
6149,1201.0,4.0,5.0,6.0,1.0,4.0,5.0,6.0,1.0
6150,11007.0,4.0,1.0,4.0,3.0,5.0,1.0,5.0,3.0
6151,17921.0,4.0,8.0,8.0,4.0,2.0,8.0,8.0,4.0
6152,617.0,4.0,5.0,4.0,2.0,1.0,5.0,4.0,2.0
6153,1355.0,4.0,8.0,10.0,2.0,1.0,8.0,10.0,2.0
6154,4465.0,4.0,7.0,6.0,7.0,1.0,8.0,6.0,7.0
6155,4985.0,4.0,8.0,5.0,1.0,3.0,9.0,5.0,1.0
6156,9097.0,4.0,5.0,10.0,9.0,5.0,5.0,10.0,9.0
6157,2538.0,4.0,5.0,4.0,8.0,1.0,5.0,3.0,8.0
6158,15363.0,4.0,4.0,7.0,6.0,1.0,3.0,8.0,6.0
6159,15374.0,4.0,8.0,9.0,6.0,2.0,8.0,9.0,6.0
6160,15975.0,4.0,9.0,10.0,1.0,3.0,9.0,10.0,1.0
6161,2114.0,4.0,7.0,5.0,8.0,2.0,7.0,5.0,8.0
6162,9085.0,4.0,6.0,10.0,1.0,4.0,7.0,10.0,2.0
6163,5208.0,4.0,7.0,10.0,2.0,4.0,6.0,9.0,2.0
6164,12794.0,4.0,8.0,10.0,3.0,5.0,8.0,10.0,3.0
6165,4260.0,4.0,7.0,4.0,7.0,1.0,8.0,4.0,7.0
6166,7867.0,4.0,4.0,3.0,10.0,4.0,3.0,3.0,10.0
6167,9041.0,4.0,8.0,9.0,9.0,2.0,8.0,9.0,9.0
6168,2323.0,4.0,9.0,8.0,8.0,5.0,9.0,7.0,8.0
6169,9302.0,4.0,6.0,3.0,9.0,2.0,7.0,4.0,9.0
6170,7796.0,4.0,6.0,2.0,10.0,2.0,6.0,2.0,10.0
6171,1336.0,4.0,6.0,5.0,1.0,3.0,5.0,5.0,1.0
6172,5790.0,4.0,6.0,8.0,1.0,4.0,6.0,9.0,1.0
6173,3069.0,4.0,10.0,3.0,1.0,2.0,10.0,3.0,2.0
6174,5303.0,4.0,10.0,8.0,7.0,1.0,10.0,8.0,7.0
6175,8919.0,4.0,7.0,5.0,8.0,1.0,5.0,5.0,8.0
