°í°´¹øÈ£,A±¸¸ÅÈ½¼ö,B±¸¸ÅÈ½¼ö,C±¸¸ÅÈ½¼ö,D±¸¸ÅÈ½¼ö,AÃÑ±¸¸Å¾×,BÃÑ±¸¸Å¾×,CÃÑ±¸¸Å¾×,DÃÑ±¸¸Å¾×,A°´´Ü°¡,B°´´Ü°¡,C°´´Ü°¡,D°´´Ü°¡,A±¸¸ÅºñÀ²(%),B±¸¸ÅºñÀ²(%),C±¸¸ÅºñÀ²(%),D±¸¸ÅºñÀ²(%)
5613,9.0,1344.0,9.0,4.0,324619.0,7407748.0,76452.0,16138.0,36068.77777777778,5511.7172619047615,8494.666666666666,4034.5,66.66,10.17,15.68,7.44
5614,38.0,36.0,2810.0,0.0,2030653.0,272551.0,12080678.0,0.0,53438.23684210526,7570.861111111111,4299.173665480427,0.0,81.82,11.58,6.57,0.0
5615,489.0,10.0,84.0,0.0,21681140.0,66332.0,1862724.0,0.0,44337.709611451945,6633.2,22175.285714285717,0.0,60.62,9.06,30.29,0.0
5616,419.0,10.0,2.0,8.0,32128320.0,127697.0,11796.0,39712.0,76678.56801909307,12769.7,5898.0,4964.0,76.44,12.72,5.87,4.94
5617,657.0,146.0,2.0,0.0,119854060.0,1690402.0,21128.0,0.0,182426.2709284627,11578.09589041096,10564.0,0.0,89.18,5.66,5.16,0.0
5618,13.0,1776.0,2.0,0.0,963224.0,9932006.0,4050.0,0.0,74094.15384615384,5592.345720720721,2025.0,0.0,90.68,6.84,2.48,0.0
5619,891.0,155.0,337.0,0.0,69459208.0,908006.0,1469544.0,0.0,77956.46240179574,5858.103225806452,4360.6646884273,0.0,88.41,6.64,4.94,0.0
5620,0.0,1451.0,10.0,0.0,0.0,10266654.0,48900.0,0.0,0.0,7075.571330117161,4890.0,0.0,0.0,59.13,40.67,0.0
5621,1371.0,501.0,0.0,1.0,23326913.0,4196171.0,0.0,30138.0,17014.524434719184,8375.590818363273,0.0,30138.0,30.64,15.08,0.0,54.23
5622,151.0,1268.0,43.0,0.0,12239400.0,12897024.0,142441.0,0.0,81055.62913907284,10171.154574132492,3312.5813953488373,0.0,85.74,10.75,3.5,0.0
5623,456.0,3.0,65.0,0.0,104191363.0,37542.0,327724.0,0.0,228489.83114035087,12514.0,5041.907692307693,0.0,92.86,5.08,2.05,0.0
5624,543.0,25.0,7.0,0.0,95807723.0,119568.0,21095.0,0.0,176441.4788213628,4782.72,3013.5714285714284,0.0,95.77,2.59,1.63,0.0
5625,18.0,126.0,2248.0,0.0,1333206.0,494220.0,8658577.0,0.0,74067.0,3922.380952380952,3851.680160142349,0.0,90.5,4.79,4.7,0.0
5626,0.0,19.0,786.0,0.0,0.0,84185.0,2897179.0,0.0,0.0,4430.789473684211,3685.978371501272,0.0,0.0,54.59,45.11,0.0
5627,50.0,6.0,1489.0,0.0,7337198.0,75040.0,7350983.0,0.0,146743.96,12506.666666666666,4936.858965748825,0.0,89.38,7.61,3.01,0.0
5628,1.0,2201.0,4.0,4.0,100124.0,13967405.0,12356.0,25789.0,100124.0,6345.935938209905,3089.0,6447.25,86.31,5.47,2.66,5.55
5629,537.0,230.0,219.0,0.0,27125179.0,5337251.0,1090906.0,0.0,50512.43761638734,23205.43913043478,4981.30593607306,0.0,64.18,29.46,6.32,0.0
5630,679.0,51.0,41.0,0.0,81629668.0,872279.0,126241.0,0.0,120220.42415316642,17103.50980392157,3079.048780487805,0.0,85.63,12.17,2.19,0.0
5631,198.0,1622.0,2.0,0.0,3962741.0,12312191.0,3344.0,0.0,20013.843434343435,7590.746609124538,1672.0,0.0,68.36,25.87,5.69,0.0
5632,390.0,117.0,11.0,0.0,11850436.0,1107048.0,66242.0,0.0,30385.733333333334,9461.94871794872,6022.0,0.0,66.24,20.6,13.1,0.0
5633,54.0,346.0,1749.0,0.0,3271131.0,2338531.0,5783661.0,0.0,60576.5,6758.760115606937,3306.8387650085765,0.0,85.75,9.56,4.67,0.0
5634,530.0,111.0,29.0,0.0,21760197.0,1122147.0,104203.0,0.0,41056.97547169811,10109.432432432432,3593.206896551724,0.0,74.98,18.44,6.55,0.0
5635,23.0,41.0,1680.0,0.0,1106955.0,227253.0,5645032.0,0.0,48128.47826086957,5542.756097560976,3360.138095238095,0.0,84.39,9.7,5.88,0.0
5636,360.0,2114.0,9.0,0.0,17146777.0,15697814.0,29212.0,0.0,47629.93611111112,7425.645222327342,3245.777777777778,0.0,81.7,12.72,5.56,0.0
5637,163.0,1806.0,0.0,10.0,21519825.0,12801299.0,0.0,72773.0,132023.4662576687,7088.205426356589,0.0,7277.3,90.19,4.84,0.0,4.97
5638,335.0,581.0,21.0,0.0,28641728.0,5729872.0,222683.0,0.0,85497.69552238807,9862.086058519792,10603.952380952382,0.0,80.69,9.3,10.0,0.0
5639,613.0,39.0,6.0,0.0,47984758.0,385497.0,14289.0,0.0,78278.56117455139,9884.53846153846,2381.5,0.0,86.45,10.91,2.63,0.0
5640,1.0,21.0,1570.0,0.0,38378.0,354882.0,6440985.0,0.0,38378.0,16899.14285714286,4102.53821656051,0.0,64.63,28.43,6.9,0.0
5641,28.0,929.0,13.0,0.0,2250351.0,5422146.0,26166.0,0.0,80369.67857142857,5836.54036598493,2012.7692307692307,0.0,91.1,6.61,2.28,0.0
5642,502.0,806.0,5.0,0.0,89115700.0,11484166.0,11402.0,0.0,177521.3147410359,14248.344913151364,2280.4,0.0,91.48,7.34,1.17,0.0
5643,759.0,144.0,29.0,0.0,69774705.0,1145475.0,76717.0,0.0,91929.78260869563,7954.6875,2645.4137931034484,0.0,89.66,7.75,2.58,0.0
5644,688.0,397.0,129.0,0.0,30838294.0,3591122.0,410030.0,0.0,44823.101744186046,9045.647355163728,3178.5271317829456,0.0,78.57,15.83,5.56,0.0
5645,398.0,3.0,8.0,0.0,115095336.0,34688.0,50642.0,0.0,289184.26130653266,11562.666666666666,6330.25,0.0,94.17,3.76,2.06,0.0
5646,27.0,1897.0,0.0,0.0,1015600.0,15170662.0,0.0,0.0,37614.81481481482,7997.186083289404,0.0,0.0,82.47,17.5,0.0,0.0
5647,727.0,33.0,3.0,0.0,40207995.0,385993.0,19778.0,0.0,55306.73314993123,11696.757575757576,6592.666666666667,0.0,75.15,15.88,8.95,0.0
5648,704.0,530.0,2.0,0.0,37146229.0,3329855.0,6564.0,0.0,52764.529829545456,6282.745283018868,3282.0,0.0,84.65,10.07,5.26,0.0
5649,34.0,1868.0,10.0,0.0,3126284.0,9469061.0,76770.0,0.0,91949.5294117647,5069.090471092077,7677.0,0.0,87.83,4.84,7.33,0.0
5650,34.0,1588.0,19.0,0.0,2289389.0,8590304.0,59770.0,0.0,67334.9705882353,5409.511335012595,3145.7894736842104,0.0,88.73,7.12,4.14,0.0
5651,517.0,373.0,1221.0,43.0,31443717.0,2292305.0,5268187.0,361444.0,60819.56866537718,6145.58981233244,4314.649467649468,8405.67441860465,76.32,7.7,5.41,10.54
5652,717.0,6.0,1.0,0.0,16271412.0,327130.0,18659.0,0.0,22693.74058577406,54521.66666666666,18659.0,0.0,23.67,56.85,19.45,0.0
5653,11.0,1647.0,543.0,0.0,497999.0,9977558.0,2339347.0,0.0,45272.63636363636,6058.0194292653305,4308.189686924494,0.0,81.37,10.87,7.73,0.0
5654,532.0,192.0,40.0,1.0,10670345.0,956932.0,182392.0,23377.0,20057.03947368421,4984.020833333333,4559.8,23377.0,37.86,9.4,8.6,44.08
5655,496.0,639.0,0.0,0.0,15839404.0,4344399.0,0.0,0.0,31934.282258064515,6798.74647887324,0.0,0.0,82.45,17.52,0.0,0.0
5656,21.0,510.0,88.0,108.0,798363.0,1684729.0,151620.0,502151.0,38017.28571428572,3303.3901960784315,1722.9545454545455,4649.5462962962965,79.71,6.91,3.61,9.73
5657,375.0,954.0,17.0,0.0,38559307.0,7522569.0,90422.0,0.0,102824.81866666667,7885.292452830188,5318.941176470588,0.0,88.62,6.79,4.58,0.0
5658,634.0,187.0,127.0,0.0,62978371.0,1427790.0,656353.0,0.0,99334.97003154574,7635.24064171123,5168.133858267716,0.0,88.58,6.8,4.6,0.0
5659,3.0,12.0,1012.0,0.0,96649.0,123828.0,6279093.0,0.0,32216.33333333333,10319.0,6204.637351778656,0.0,66.1,21.14,12.71,0.0
5660,11.0,184.0,2636.0,0.0,1065887.0,2754645.0,9772165.0,0.0,96898.81818181818,14970.896739130434,3707.194613050076,0.0,83.84,12.94,3.2,0.0
5661,725.0,908.0,3.0,0.0,17684370.0,9088637.0,5575.0,0.0,24392.23448275862,10009.512114537443,1858.3333333333333,0.0,67.27,27.55,5.11,0.0
5662,450.0,486.0,628.0,4.0,25919233.0,3686876.0,2166885.0,44092.0,57598.29555555555,7586.164609053498,3450.453821656051,11023.0,72.31,9.51,4.33,13.82
5663,477.0,1416.0,12.0,0.0,98826604.0,11050550.0,58709.0,0.0,207183.6561844864,7804.060734463277,4892.416666666667,0.0,94.23,3.55,2.22,0.0
5664,719.0,167.0,153.0,0.0,25891155.0,1236302.0,731745.0,0.0,36009.95132127956,7403.005988023952,4782.64705882353,0.0,74.72,15.34,9.9,0.0
5665,40.0,2279.0,35.0,0.0,316041.0,8116292.0,87919.0,0.0,7901.025,3561.3391838525667,2511.9714285714285,0.0,56.54,25.38,17.87,0.0
5666,368.0,128.0,5.0,0.0,14500948.0,2051612.0,31717.0,0.0,39404.75,16028.21875,6343.4,0.0,63.79,25.92,10.25,0.0
5667,32.0,3360.0,36.0,0.0,4102876.0,29206313.0,187301.0,0.0,128214.875,8692.35505952381,5202.805555555556,0.0,90.22,6.11,3.66,0.0
5668,14.0,0.0,1659.0,0.0,2636491.0,0.0,8980426.0,0.0,188320.7857142857,0.0,5413.15611814346,0.0,97.21,0.0,2.79,0.0
5669,113.0,1020.0,69.0,0.0,19069967.0,18261410.0,291782.0,0.0,168760.76991150444,17903.343137254902,4228.724637681159,0.0,88.41,9.37,2.21,0.0
5670,768.0,29.0,5.0,1.0,40001016.0,290091.0,20373.0,24109.0,52084.65625,10003.137931034482,4074.6,24109.0,57.7,11.07,4.51,26.69
5671,325.0,367.0,68.0,0.0,40358062.0,2861242.0,274554.0,0.0,124178.6523076923,7796.299727520436,4037.558823529412,0.0,91.3,5.73,2.97,0.0
5672,15.0,874.0,5.0,0.0,1682562.0,6962616.0,8823.0,0.0,112170.8,7966.379862700229,1764.6,0.0,92.02,6.53,1.45,0.0
5673,85.0,474.0,63.0,15.0,12159787.0,3412609.0,148760.0,215820.0,143056.31764705884,7199.597046413503,2361.269841269841,14388.0,85.66,4.31,1.41,8.61
5674,46.0,1207.0,3.0,0.0,3330067.0,8648577.0,8392.0,0.0,72392.76086956522,7165.349627174814,2797.333333333333,0.0,87.9,8.69,3.39,0.0
5675,99.0,1229.0,502.0,0.0,2706855.0,7559532.0,1704626.0,0.0,27341.969696969696,6150.961757526445,3395.669322709163,0.0,74.12,16.64,9.18,0.0
5676,97.0,1540.0,8.0,0.0,6218664.0,12092325.0,57403.0,0.0,64109.9381443299,7852.159090909091,7175.375,0.0,81.01,9.91,9.06,0.0
5677,0.0,0.0,1988.0,0.0,0.0,0.0,8480491.0,0.0,0.0,0.0,4265.840543259557,0.0,0.0,0.0,100.0,0.0
5678,610.0,35.0,79.0,0.0,26513966.0,235532.0,489347.0,0.0,43465.51803278689,6729.4857142857145,6194.265822784811,0.0,77.08,11.92,10.97,0.0
5679,677.0,44.0,2.0,0.0,97642125.0,504501.0,7961.0,0.0,144227.65878877402,11465.931818181818,3980.5,0.0,90.33,7.18,2.49,0.0
5680,150.0,1673.0,0.0,2.0,7145714.0,13334748.0,0.0,3725.0,47638.09333333333,7970.560669456066,0.0,1862.5,82.89,13.85,0.0,3.24
5681,496.0,429.0,27.0,0.0,76080896.0,2775455.0,181289.0,0.0,153388.90322580645,6469.592074592075,6714.407407407408,0.0,92.09,3.88,4.03,0.0
5682,443.0,25.0,193.0,0.0,30012023.0,280352.0,1617806.0,0.0,67747.230248307,11214.08,8382.41450777202,0.0,77.56,12.83,9.59,0.0
5683,602.0,183.0,0.0,0.0,69322554.0,2917597.0,0.0,0.0,115153.74418604652,15943.15300546448,0.0,0.0,87.84,12.15,0.0,0.0
5684,33.0,823.0,65.0,0.0,1419195.0,4318328.0,303541.0,0.0,43005.90909090909,5247.057108140948,4669.861538461539,0.0,81.26,9.9,8.81,0.0
5685,105.0,1094.0,2.0,0.0,2694492.0,7309478.0,4482.0,0.0,25661.82857142857,6681.424131627056,2241.0,0.0,74.2,19.28,6.46,0.0
5686,508.0,60.0,5.0,0.0,85202318.0,1131201.0,37808.0,0.0,167721.09842519686,18853.35,7561.6,0.0,86.39,9.71,3.89,0.0
5687,781.0,1.0,50.0,251.0,28064107.0,887.0,207639.0,1473179.0,35933.5556978233,887.0,4152.78,5869.239043824701,76.71,1.89,8.85,12.51
5688,14.0,2033.0,14.0,0.0,402617.0,15477563.0,287367.0,0.0,28758.35714285714,7613.164289227742,20526.214285714286,0.0,50.54,13.37,36.04,0.0
5689,9.0,1343.0,36.0,0.0,328064.0,14191590.0,133946.0,0.0,36451.55555555556,10567.081161578555,3720.722222222222,0.0,71.84,20.8,7.32,0.0
5690,178.0,1348.0,1.0,0.0,26052373.0,14449860.0,25487.0,0.0,146361.64606741574,10719.480712166172,25487.0,0.0,80.17,5.87,13.95,0.0
5691,381.0,1029.0,32.0,0.0,104958509.0,9368820.0,220011.0,0.0,275481.6509186352,9104.781341107871,6875.34375,0.0,94.52,3.12,2.36,0.0
5692,21.0,1658.0,0.0,2.0,1037615.0,9796142.0,0.0,9573.0,49410.23809523809,5908.40892641737,0.0,4786.5,82.21,9.82,0.0,7.95
5693,411.0,2.0,14.0,0.0,24583589.0,26591.0,29392.0,0.0,59814.08515815085,13295.5,2099.428571428572,0.0,79.53,17.66,2.79,0.0
5694,507.0,0.0,0.0,0.0,71892348.0,0.0,0.0,0.0,141799.5029585799,0.0,0.0,0.0,100.0,0.0,0.0,0.0
5695,833.0,115.0,0.0,3.0,14031789.0,741038.0,0.0,8091.0,16844.884753901562,6443.808695652174,0.0,2697.0,64.82,24.74,0.0,10.34
5696,34.0,1211.0,2.0,0.0,2685743.0,15590063.0,7547.0,0.0,78992.44117647059,12873.710156895128,3773.5,0.0,82.59,13.45,3.94,0.0
5697,404.0,271.0,25.0,0.0,159798002.0,1580197.0,215673.0,0.0,395539.6089108911,5830.985239852398,8626.92,0.0,96.47,1.42,2.1,0.0
5698,719.0,143.0,26.0,8.0,52330922.0,866072.0,111652.0,164317.0,72782.92350486787,6056.447552447553,4294.307692307692,20539.625,70.2,5.84,4.14,19.8
5699,342.0,104.0,2.0,0.0,126851910.0,1838537.0,33787.0,0.0,370912.01754385966,17678.240384615383,16893.5,0.0,91.47,4.36,4.17,0.0
5700,3.0,1954.0,26.0,0.0,76481.0,15026463.0,52524.0,0.0,25493.666666666668,7690.103889457523,2020.1538461538464,0.0,72.42,21.8,5.72,0.0
5701,2.0,695.0,791.0,0.0,33787.0,10831320.0,3461067.0,0.0,16893.5,15584.63309352518,4375.558786346397,0.0,45.84,42.24,11.84,0.0
5702,545.0,275.0,4.0,0.0,72415574.0,2665539.0,7153.0,0.0,132872.6128440367,9692.869090909093,1788.25,0.0,92.05,6.71,1.24,0.0
5703,546.0,54.0,1.0,0.0,26284133.0,330664.0,1030.0,0.0,48139.43772893773,6123.407407407408,1030.0,0.0,87.06,11.06,1.86,0.0
5705,112.0,0.0,1989.0,2.0,8505726.0,0.0,9499442.0,18470.0,75943.98214285714,0.0,4775.98893916541,9235.0,84.42,0.0,5.3,10.26
5706,0.0,1069.0,2334.0,0.0,0.0,9204738.0,9524662.0,0.0,0.0,8610.606173994387,4080.8320479862896,0.0,0.0,67.85,31.98,0.0
5707,459.0,7.0,27.0,0.0,37029853.0,58400.0,89786.0,0.0,80675.06100217866,8342.857142857143,3325.4074074074074,0.0,87.36,9.03,3.6,0.0
5708,444.0,223.0,73.0,0.0,56030092.0,2680168.0,628834.0,0.0,126193.9009009009,12018.690582959642,8614.164383561643,0.0,85.95,8.18,5.86,0.0
5709,4.0,62.0,3805.0,0.0,232184.0,335952.0,12905708.0,0.0,58046.0,5418.580645161291,3391.7760840998685,0.0,86.82,8.09,5.07,0.0
5710,608.0,19.0,0.0,1.0,20353943.0,136455.0,0.0,9544.0,33476.87993421053,7181.8421052631575,0.0,9544.0,66.68,14.29,0.0,18.98
5711,403.0,100.0,0.0,0.0,26874294.0,3128477.0,0.0,0.0,66685.59305210918,31284.77,0.0,0.0,68.07,31.91,0.0,0.0
5712,1232.0,47.0,0.0,5.0,22126521.0,460206.0,0.0,37871.0,17959.838474025975,9791.617021276596,0.0,7574.2,50.84,27.68,0.0,21.39
5713,728.0,3.0,0.0,0.0,29035625.0,30407.0,0.0,0.0,39884.10027472527,10135.666666666666,0.0,0.0,79.74,20.23,0.0,0.0
5714,35.0,7.0,2928.0,0.0,1337233.0,43700.0,12203559.0,0.0,38206.65714285714,6242.857142857143,4167.882172131148,0.0,78.59,12.82,8.56,0.0
5715,805.0,115.0,0.0,1.0,85971888.0,996254.0,0.0,145067.0,106797.37639751552,8663.078260869564,0.0,145067.0,40.99,3.32,0.0,55.67
5716,758.0,12.0,30.0,1.0,64102374.0,118288.0,252903.0,26804.0,84567.77572559367,9857.333333333334,8430.1,26804.0,65.22,7.6,6.5,20.66
5717,429.0,21.0,8.0,0.0,34250454.0,232614.0,21128.0,0.0,79837.88811188811,11076.857142857143,2641.0,0.0,85.34,11.83,2.82,0.0
5718,6.0,993.0,216.0,0.0,143946.0,8335671.0,913923.0,0.0,23991.0,8394.432024169184,4231.125,0.0,65.52,22.88,11.53,0.0
5719,8.0,64.0,2042.0,0.0,244057.0,1683134.0,9817700.0,0.0,30507.125,26298.96875,4807.884427032322,0.0,49.51,42.65,7.79,0.0
5720,1.0,466.0,780.0,0.0,169908.0,99736198.0,275152019.0,0.0,169908.0,214026.17596566523,352758.99871794874,0.0,23.06,29.05,47.88,0.0
5721,353.0,638.0,23.0,0.0,12516535.0,4387025.0,64861.0,0.0,35457.606232294616,6876.21473354232,2820.043478260869,0.0,78.53,15.2,6.23,0.0
5722,379.0,16.0,25.0,0.0,10573160.0,82397.0,136631.0,0.0,27897.519788918205,5149.8125,5465.24,0.0,72.44,13.35,14.16,0.0
5723,18.0,74.0,4066.0,0.0,2860586.0,1085064.0,17082451.0,0.0,158921.44444444444,14663.027027027028,4201.2914412198725,0.0,89.39,8.24,2.36,0.0
5724,404.0,4.0,32.0,0.0,31357713.0,62542.0,115634.0,0.0,77618.10148514851,15635.5,3613.5625,0.0,80.13,16.13,3.73,0.0
5725,658.0,233.0,0.0,1.0,129341909.0,1890048.0,0.0,201708.0,196568.25075987843,8111.793991416309,0.0,201708.0,48.37,2.0,0.0,49.63
5726,532.0,105.0,0.0,0.0,76646010.0,782091.0,0.0,0.0,144071.44736842104,7448.485714285714,0.0,0.0,95.08,4.91,0.0,0.0
5727,798.0,0.0,0.0,5.0,38553581.0,0.0,0.0,33995.0,48312.75814536341,0.0,0.0,6799.0,87.66,0.0,0.0,12.32
5728,429.0,1267.0,119.0,0.0,6936794.0,6007879.0,453118.0,0.0,16169.682983682984,4741.814522494081,3807.714285714286,0.0,65.41,19.13,15.35,0.0
5729,7.0,1016.0,9.0,0.0,1789815.0,6887089.0,35676.0,0.0,255687.85714285716,6778.630905511811,3964.0,0.0,95.97,2.54,1.49,0.0
5730,443.0,22.0,51.0,0.0,25216254.0,209783.0,346383.0,0.0,56921.566591422124,9535.59090909091,6791.823529411765,0.0,77.71,13.0,9.26,0.0
5731,496.0,28.0,124.0,0.0,20779858.0,243841.0,635471.0,0.0,41894.875,8708.607142857143,5124.7661290322585,0.0,75.18,15.61,9.18,0.0
5732,661.0,0.0,30.0,0.0,10614732.0,0.0,152272.0,0.0,16058.59606656581,0.0,5075.733333333334,0.0,75.98,0.0,23.93,0.0
5733,7.0,1373.0,594.0,0.0,284612.0,11071897.0,2363097.0,0.0,40658.857142857145,8064.018208302986,3978.277777777778,0.0,77.15,15.28,7.54,0.0
5734,80.0,84.0,2976.0,0.0,1537251.0,650780.0,10822205.0,0.0,19215.6375,7747.380952380952,3636.493615591398,0.0,62.8,25.27,11.85,0.0
5735,9.0,1413.0,0.0,2.0,346620.0,6522829.0,0.0,12439.0,38513.333333333336,4616.2979476291575,0.0,6219.5,78.04,9.34,0.0,12.58
5736,557.0,148.0,0.0,0.0,48367999.0,1356600.0,0.0,0.0,86836.62298025134,9166.216216216217,0.0,0.0,90.45,9.54,0.0,0.0
5737,16.0,2055.0,4.0,0.0,635375.0,12396560.0,9092.0,0.0,39710.9375,6032.389294403893,2273.0,0.0,82.7,12.54,4.72,0.0
5738,21.0,1326.0,2.0,0.0,1646727.0,10343115.0,2249.0,0.0,78415.57142857143,7800.237556561086,1124.5,0.0,89.78,8.92,1.29,0.0
5739,428.0,589.0,136.0,0.0,50685425.0,5881297.0,649012.0,0.0,118423.89018691589,9985.224108658744,4772.14705882353,0.0,88.92,7.49,3.58,0.0
5740,473.0,136.0,77.0,2.0,65442055.0,1483739.0,452039.0,37598.0,138355.2959830867,10909.845588235294,5870.636363636364,18799.0,79.54,6.27,3.37,10.8
5741,4.0,1585.0,8.0,0.0,200003.0,13655532.0,18726.0,0.0,50000.75,8615.477602523659,2340.75,0.0,82.03,14.11,3.83,0.0
5742,397.0,1234.0,3.0,0.0,43124773.0,9076670.0,12709.0,0.0,108626.6322418136,7355.486223662885,4236.333333333333,0.0,90.36,6.11,3.52,0.0
5743,28.0,1371.0,0.0,0.0,3625311.0,6422776.0,0.0,0.0,129475.39285714286,4684.73814733771,0.0,0.0,96.51,3.49,0.0,0.0
5744,24.0,2088.0,7.0,0.0,8056517.0,20310008.0,26614.0,0.0,335688.2083333333,9727.015325670498,3802.0,0.0,96.13,2.78,1.09,0.0
5745,0.0,2014.0,1.0,0.0,0.0,15487375.0,10846.0,0.0,0.0,7689.858490566037,10846.0,0.0,0.0,41.49,58.38,0.0
5746,698.0,19.0,17.0,0.0,19182842.0,164917.0,90334.0,0.0,27482.58166189112,8679.842105263158,5313.764705882353,0.0,66.26,20.89,12.78,0.0
5747,396.0,43.0,11.0,0.0,83299933.0,284491.0,65905.0,0.0,210353.36616161617,6616.069767441861,5991.363636363636,0.0,94.35,2.97,2.69,0.0
5748,8.0,2187.0,8.0,0.0,583376.0,8211937.0,49179.0,0.0,72922.0,3754.8866026520345,6147.375,0.0,88.04,4.53,7.41,0.0
5749,149.0,0.0,0.0,0.0,1883998.0,0.0,0.0,0.0,12644.28187919463,0.0,0.0,0.0,100.0,0.0,0.0,0.0
5750,61.0,1145.0,66.0,0.0,3720572.0,12720346.0,404895.0,0.0,60992.983606557376,11109.47248908297,6134.772727272727,0.0,77.96,14.19,7.83,0.0
5751,451.0,4.0,113.0,2.0,209481949.0,50828.0,601495.0,15878.0,464483.2572062084,12707.0,5322.964601769912,7939.0,94.71,2.59,1.09,1.62
5752,461.0,7.0,206.0,0.0,17909746.0,74705.0,707301.0,0.0,38849.77440347072,10672.142857142857,3433.5,0.0,73.36,20.13,6.47,0.0
5753,560.0,222.0,3.0,0.0,29306286.0,1289281.0,11555.0,0.0,52332.65357142857,5807.572072072072,3851.6666666666665,0.0,84.42,9.36,6.2,0.0
5754,591.0,15.0,0.0,0.0,43134322.0,200910.0,0.0,0.0,72985.31641285957,13394.0,0.0,0.0,84.49,15.49,0.0,0.0
5755,5.0,1150.0,3.0,0.0,376934.0,6208866.0,17683.0,0.0,75386.8,5399.013913043478,5894.333333333333,0.0,86.97,6.22,6.79,0.0
5756,1.0,953.0,128.0,0.0,39543.0,8823655.0,1273454.0,0.0,39543.0,9258.819517313746,9948.859375,0.0,67.31,15.74,16.91,0.0
5757,55.0,352.0,1609.0,0.0,3705836.0,3944820.0,7402060.0,0.0,67378.83636363636,11206.875,4600.410192666252,0.0,81.0,13.46,5.52,0.0
5758,785.0,1.0,0.0,0.0,14343822.0,21649.0,0.0,0.0,18272.384713375795,21649.0,0.0,0.0,45.77,54.17,0.0,0.0
5759,603.0,3.0,8.0,2.0,56704821.0,38556.0,21119.0,64287.0,94037.84577114428,12852.0,2639.875,32143.5,66.38,9.07,1.86,22.68
5760,642.0,11.0,12.0,0.0,77266576.0,64807.0,41871.0,0.0,120352.92211838008,5891.545454545455,3489.25,0.0,92.77,4.54,2.69,0.0
5761,908.0,120.0,15.0,0.0,36369582.0,1479641.0,88856.0,0.0,40054.60572687224,12330.341666666667,5923.733333333334,0.0,68.69,21.12,10.14,0.0
5762,621.0,15.0,0.0,0.0,98823110.0,184453.0,0.0,0.0,159135.4428341385,12296.866666666669,0.0,0.0,92.83,7.17,0.0,0.0
5763,3.0,1411.0,9.0,0.0,57201.0,7859581.0,33795.0,0.0,19067.0,5570.220411055989,3755.0,0.0,67.16,19.57,13.19,0.0
5764,134.0,770.0,125.0,0.0,644014.0,3448928.0,229104.0,0.0,4806.074626865671,4479.127272727273,1832.832,0.0,43.23,40.13,16.36,0.0
5765,4.0,702.0,31.0,0.0,1252110.0,7274354.0,201215.0,0.0,313027.5,10362.327635327636,6490.806451612903,0.0,94.89,3.14,1.97,0.0
5766,16.0,2325.0,38.0,1.0,1742072.0,12705606.0,226562.0,13303.0,108879.5,5464.776774193549,5962.1578947368425,13303.0,81.49,4.09,4.46,9.95
5767,32.0,1423.0,41.0,0.0,1680785.0,12708124.0,162117.0,0.0,52524.53125,8930.515811665495,3954.0731707317073,0.0,80.3,13.64,6.04,0.0
5768,629.0,18.0,14.0,0.0,37829094.0,197920.0,41242.0,0.0,60141.643879173294,10995.555555555557,2945.8571428571427,0.0,81.18,14.83,3.97,0.0
5769,5.0,0.0,1442.0,0.0,373469.0,0.0,5460867.0,0.0,74693.8,0.0,3787.009015256588,0.0,95.17,0.0,4.82,0.0
5770,629.0,5.0,0.0,2.0,42789144.0,40334.0,0.0,57478.0,68027.2559618442,8066.8,0.0,28739.0,64.89,7.69,0.0,27.4
5771,7.0,455.0,1.0,0.0,474626.0,3508760.0,24273.0,0.0,67803.71428571429,7711.56043956044,24273.0,0.0,67.95,7.72,24.31,0.0
5772,2.0,1224.0,683.0,0.0,26177.0,8799995.0,1867636.0,0.0,13088.5,7189.53839869281,2734.459736456808,0.0,56.88,31.16,11.84,0.0
5773,494.0,0.0,77.0,0.0,10253045.0,0.0,291766.0,0.0,20755.15182186235,0.0,3789.1688311688313,0.0,84.56,0.0,15.39,0.0
5775,551.0,16.0,0.0,7.0,15362286.0,81801.0,0.0,95403.0,27880.736842105263,5112.5625,0.0,13629.0,59.8,10.95,0.0,29.19
5776,14.0,2991.0,2.0,0.0,1251233.0,16994664.0,28685.0,0.0,89373.78571428571,5681.933801404212,14342.5,0.0,81.7,5.19,13.1,0.0
5777,85.0,954.0,2.0,0.0,2211988.0,4779518.0,6756.0,0.0,26023.38823529412,5009.976939203354,3378.0,0.0,75.62,14.53,9.79,0.0
5778,7.0,2230.0,55.0,0.0,695046.0,10996445.0,292218.0,0.0,99292.28571428572,4931.141255605381,5313.054545454545,0.0,90.65,4.5,4.85,0.0
5780,14.0,149.0,1563.0,0.0,1285798.0,1284503.0,7832970.0,0.0,91842.71428571428,8620.825503355705,5011.497120921305,0.0,87.08,8.17,4.75,0.0
5781,1085.0,101.0,64.0,0.0,24031877.0,823160.0,212762.0,0.0,22149.19539170507,8150.0990099009905,3324.40625,0.0,65.87,24.19,9.86,0.0
5782,11.0,1246.0,39.0,0.0,403504.0,19497717.0,328672.0,0.0,36682.181818181816,15648.247993579454,8427.48717948718,0.0,60.37,25.73,13.85,0.0
5783,105.0,1466.0,37.0,0.0,3953536.0,10338430.0,221185.0,0.0,37652.723809523806,7052.135061391542,5977.972972972973,0.0,74.29,13.89,11.77,0.0
